,Beauty You,Silver Lad,Silver Scars,Bettys Star,Runs Like Bluey,Speed Craze,Sapphire Pixie,Bag The Cash
04-01-2023 11:38:05.712548,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 137.42857142857142)","(16.0, 40.0, 24.666666666666668)","(11.0, 29.0, 15.25)","(5.0, 8.4, 5.475)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.625)"
04-01-2023 11:38:06.775480,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 178.0)","(16.0, 40.0, 25.625)","(11.0, 29.0, 15.25)","(5.0, 8.4, 5.475)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:07.813238,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 178.0)","(16.0, 40.0, 25.625)","(11.0, 29.0, 15.083333333333334)","(5.0, 8.4, 6.074999999999999)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:08.843307,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 28.0, 15.083333333333334)","(5.0, 8.2, 6.074999999999999)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:09.877714,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 28.0, 15.083333333333334)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:10.926230,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 28.0, 15.083333333333334)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:11.972360,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 28.0, 15.083333333333334)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:13.219859,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 28.0, 15.083333333333334)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:14.355584,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 28.0, 15.083333333333334)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:15.483931,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 28.0, 15.083333333333334)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:16.571927,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 28.0, 15.083333333333334)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:17.656815,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 28.0, 15.083333333333334)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:18.745377,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 28.0, 15.083333333333334)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:19.920587,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 28.0, 15.083333333333334)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:21.195443,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 28.0, 15.083333333333334)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:22.407431,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 25.625)","(11.0, 28.0, 14.714285714285715)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:23.528117,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 28.0, 14.714285714285715)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:24.714386,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 28.0, 14.714285714285715)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 38.75)","(11.0, 38.0, 33.25)"
04-01-2023 11:38:25.860867,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 28.0, 14.857142857142858)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:26.987432,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 29.0, 14.857142857142858)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:28.030676,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 29.0, 14.857142857142858)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:29.104598,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 29.0, 15.083333333333334)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:30.198582,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 28.0, 15.083333333333334)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:31.347786,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 28.0, 15.083333333333334)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:32.425549,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 28.0, 15.6)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:33.485554,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 28.0, 15.6)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:34.582976,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 28.0, 15.6)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:35.673829,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 28.0, 15.6)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:36.782511,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 28.0, 15.6)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:37.840752,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 28.0, 15.6)","(5.0, 8.2, 5.727272727272727)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:38.937491,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 28.0, 15.6)","(5.0, 8.2, 5.727272727272727)","(21.0, 70.0, 38.75)","(11.0, 38.0, 34.2)"
04-01-2023 11:38:40.033878,"(1.45, 1.97, 1.5616666666666665)","(8.0, 16.0, 9.314285714285713)","(31.0, 320.0, 112.85714285714286)","(16.0, 40.0, 27.22222222222222)","(11.0, 28.0, 15.6)","(5.0, 8.2, 5.727272727272727)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.625)"
04-01-2023 11:38:41.050972,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 28.0, 14.4375)","(5.0, 8.2, 5.727272727272727)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.625)"
04-01-2023 11:38:42.102991,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 28.0, 14.4375)","(5.0, 8.2, 6.5)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.625)"
04-01-2023 11:38:43.108462,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 28.0, 14.4375)","(5.0, 8.2, 6.5)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.285714285714285)"
04-01-2023 11:38:44.125514,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 28.0, 14.4375)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.285714285714285)"
04-01-2023 11:38:45.149485,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 28.0, 14.4375)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.625)"
04-01-2023 11:38:46.192310,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 28.0, 14.4375)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.625)"
04-01-2023 11:38:47.242618,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 28.0, 14.4375)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.625)"
04-01-2023 11:38:48.314437,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 28.0, 14.4375)","(5.0, 8.2, 5.933333333333333)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.625)"
04-01-2023 11:38:49.391967,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 28.0, 14.4375)","(5.0, 8.2, 6.257142857142856)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.625)"
04-01-2023 11:38:50.461853,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 28.0, 14.4375)","(5.0, 8.2, 6.257142857142856)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.625)"
04-01-2023 11:38:51.544849,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 28.0, 14.4375)","(5.0, 8.2, 6.257142857142856)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.625)"
04-01-2023 11:38:52.592946,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 28.0, 14.4375)","(5.0, 8.2, 6.257142857142856)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.625)"
04-01-2023 11:38:53.685313,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 28.0, 14.4375)","(5.0, 8.2, 6.257142857142856)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.625)"
04-01-2023 11:38:54.785139,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 28.0, 14.4375)","(5.0, 8.2, 6.257142857142856)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.625)"
04-01-2023 11:38:55.868256,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 28.0, 14.4375)","(5.0, 8.2, 6.257142857142856)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.625)"
04-01-2023 11:38:56.922129,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 28.0, 14.4375)","(5.0, 8.2, 6.257142857142856)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.625)"
04-01-2023 11:38:58.118376,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 28.0, 14.916666666666666)","(5.0, 8.2, 6.257142857142856)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.625)"
04-01-2023 11:38:59.243570,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 27.0, 14.916666666666666)","(5.0, 8.2, 6.257142857142856)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.625)"
04-01-2023 11:39:00.396760,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 27.0, 14.916666666666666)","(5.0, 8.2, 6.257142857142856)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.625)"
04-01-2023 11:39:01.527250,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 27.0, 14.916666666666666)","(5.0, 8.2, 6.257142857142856)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.625)"
04-01-2023 11:39:02.741317,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 27.0, 14.916666666666666)","(5.0, 8.2, 6.257142857142856)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.625)"
04-01-2023 11:39:03.872734,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 27.0, 14.916666666666666)","(5.0, 8.2, 6.257142857142856)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.625)"
04-01-2023 11:39:04.930736,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 27.0, 14.916666666666666)","(5.0, 8.2, 6.257142857142856)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.625)"
04-01-2023 11:39:06.006674,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 27.0, 14.916666666666666)","(5.0, 8.2, 6.257142857142856)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.625)"
04-01-2023 11:39:07.144148,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 27.0, 14.916666666666666)","(5.0, 8.2, 6.257142857142856)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 35.625)"
04-01-2023 11:39:08.236114,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 27.0, 15.875)","(5.0, 8.2, 6.3)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 33.5)"
04-01-2023 11:39:09.289925,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 26.0, 15.875)","(5.0, 7.8, 6.3)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 33.5)"
04-01-2023 11:39:10.353186,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 26.0, 15.875)","(5.0, 7.8, 6.3)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 33.5)"
04-01-2023 11:39:11.411703,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 26.0, 15.875)","(5.0, 7.8, 6.3)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 33.5)"
04-01-2023 11:39:12.428598,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 26.0, 15.875)","(5.0, 7.8, 6.3)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 33.5)"
04-01-2023 11:39:13.497574,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 26.0, 15.875)","(5.0, 7.8, 6.3)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 33.5)"
04-01-2023 11:39:14.551940,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 26.0, 15.875)","(5.0, 7.8, 6.3)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 33.5)"
04-01-2023 11:39:15.697372,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 26.0, 15.875)","(5.0, 7.8, 6.3)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 33.5)"
04-01-2023 11:39:16.818285,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 26.0, 15.875)","(5.0, 7.8, 6.3)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 33.5)"
04-01-2023 11:39:18.029039,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 105.5)","(16.0, 40.0, 24.666666666666668)","(11.0, 26.0, 15.875)","(5.0, 7.8, 6.3)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 32.0)"
04-01-2023 11:39:19.204964,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 137.42857142857142)","(16.0, 40.0, 24.666666666666668)","(11.0, 26.0, 15.875)","(5.0, 7.8, 6.3)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 33.5)"
04-01-2023 11:39:20.331317,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 137.42857142857142)","(16.0, 40.0, 24.666666666666668)","(11.0, 26.0, 15.875)","(5.0, 7.8, 6.3)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 33.5)"
04-01-2023 11:39:21.454158,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 137.42857142857142)","(16.0, 40.0, 24.666666666666668)","(11.0, 26.0, 15.875)","(5.0, 7.8, 6.3)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 33.5)"
04-01-2023 11:39:22.589979,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 137.42857142857142)","(16.0, 40.0, 24.666666666666668)","(11.0, 26.0, 15.875)","(5.0, 7.8, 6.3)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 33.5)"
04-01-2023 11:39:23.751545,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 137.42857142857142)","(16.0, 40.0, 24.666666666666668)","(11.0, 26.0, 15.875)","(5.0, 7.8, 6.3)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 33.5)"
04-01-2023 11:39:24.926269,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 137.42857142857142)","(16.0, 40.0, 24.666666666666668)","(11.0, 26.0, 15.875)","(5.0, 7.8, 6.3)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 33.5)"
04-01-2023 11:39:26.108324,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 137.42857142857142)","(16.0, 40.0, 24.666666666666668)","(11.0, 26.0, 15.875)","(5.0, 7.8, 6.3)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 33.5)"
04-01-2023 11:39:27.280627,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 137.42857142857142)","(16.0, 40.0, 24.666666666666668)","(11.0, 26.0, 15.875)","(5.0, 7.8, 6.3)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 33.5)"
04-01-2023 11:39:28.431322,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 137.42857142857142)","(16.0, 40.0, 24.666666666666668)","(11.0, 26.0, 15.875)","(5.0, 7.8, 6.3)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 33.5)"
04-01-2023 11:39:29.576308,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 137.42857142857142)","(16.0, 40.0, 24.666666666666668)","(11.0, 26.0, 15.875)","(5.0, 7.8, 6.3)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 33.5)"
04-01-2023 11:39:30.666940,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 137.42857142857142)","(16.0, 40.0, 24.666666666666668)","(11.0, 26.0, 15.875)","(5.0, 7.8, 6.3)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 33.5)"
04-01-2023 11:39:31.773838,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 137.42857142857142)","(16.0, 40.0, 24.666666666666668)","(11.0, 26.0, 15.875)","(5.0, 7.8, 6.3)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 33.5)"
04-01-2023 11:39:32.929624,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 137.42857142857142)","(16.0, 40.0, 24.666666666666668)","(11.0, 26.0, 15.875)","(5.0, 7.8, 6.3)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 33.5)"
04-01-2023 11:39:34.079471,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 137.42857142857142)","(16.0, 40.0, 24.666666666666668)","(11.0, 26.0, 15.875)","(5.0, 7.8, 6.3)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 33.5)"
04-01-2023 11:39:35.204672,"(1.45, 1.97, 1.5616666666666665)","(8.0, 15.5, 10.024999999999999)","(31.0, 320.0, 137.42857142857142)","(16.0, 40.0, 24.666666666666668)","(11.0, 26.0, 15.875)","(5.0, 7.8, 6.514285714285714)","(21.0, 70.0, 33.63636363636364)","(11.0, 38.0, 33.5)"
