,War Hammer,Sketchy In By,Hooked On Jack,Lend The Moose,Olsen Gang,Willina Charm,Pure Devil,Cosmic Franky
07-12-2022 13:23:45.943807,"(4.6, 5.5, 4.998181818181818)","(2.5, 3.4, 3.3357142857142854)","(31.0, 38.0, 32.6)","(7.5, 11.5, 11.469090909090909)","(81.0, 410.0, 193.0)","(10.0, 23.0, 20.5)","(12.0, 18.0, 16.135593220338983)","(3.3, 4.1, 3.81)"
07-12-2022 13:23:47.017066,"(4.6, 5.5, 4.998181818181818)","(2.5, 3.4, 3.3357142857142854)","(31.0, 38.0, 32.6)","(7.5, 11.5, 11.285714285714285)","(81.0, 410.0, 193.0)","(10.0, 23.0, 21.5)","(12.0, 18.0, 16.135593220338983)","(3.3, 4.1, 3.8421052631578947)"
07-12-2022 13:23:48.149654,"(4.6, 5.5, 5.007142857142857)","(2.5, 3.4, 3.368181818181818)","(31.0, 38.0, 32.6)","(7.5, 11.5, 11.4)","(81.0, 410.0, 193.0)","(10.0, 22.0, 21.384615384615387)","(12.0, 18.0, 16.135593220338983)","(3.3, 4.1, 3.8421052631578947)"
07-12-2022 13:23:49.366440,"(4.6, 5.5, 4.978947368421053)","(2.5, 3.4, 3.3543478260869564)","(26.0, 38.0, 32.6)","(7.5, 11.5, 11.457142857142857)","(81.0, 410.0, 193.0)","(10.0, 22.0, 21.142857142857142)","(12.0, 18.0, 16.135593220338983)","(3.3, 4.1, 3.831395348837209)"
07-12-2022 13:23:50.608234,"(4.6, 5.5, 4.9750000000000005)","(2.5, 3.4, 3.3543478260869564)","(26.0, 38.0, 32.6)","(7.5, 11.5, 11.463414634146341)","(81.0, 410.0, 193.0)","(10.0, 22.0, 21.333333333333332)","(12.0, 18.0, 16.135593220338983)","(3.3, 4.1, 3.8038461538461537)"
07-12-2022 13:23:51.810544,"(4.6, 5.5, 4.954545454545455)","(2.5, 3.4, 3.3543478260869564)","(26.0, 38.0, 32.6)","(7.5, 11.5, 11.472727272727273)","(81.0, 410.0, 193.0)","(10.0, 22.0, 21.5)","(12.0, 18.0, 16.135593220338983)","(3.3, 4.1, 3.84375)"
07-12-2022 13:23:52.953142,"(4.6, 5.5, 4.954545454545455)","(2.5, 3.4, 3.378125)","(26.0, 38.0, 32.6)","(7.5, 11.5, 11.472727272727273)","(81.0, 410.0, 193.0)","(10.0, 22.0, 20.916666666666668)","(12.0, 18.0, 16.135593220338983)","(3.3, 4.0, 3.8214285714285716)"
07-12-2022 13:23:54.160077,"(4.6, 5.5, 4.954545454545455)","(2.5, 3.4, 3.378125)","(26.0, 38.0, 32.6)","(7.5, 11.5, 11.472727272727273)","(81.0, 410.0, 193.0)","(10.0, 23.0, 20.916666666666668)","(12.0, 18.0, 16.135593220338983)","(3.3, 4.0, 3.8295454545454546)"
07-12-2022 13:23:55.427514,"(4.6, 5.5, 4.954545454545455)","(2.5, 3.4, 3.3543478260869564)","(26.0, 38.0, 32.23529411764706)","(7.5, 11.5, 11.472727272727273)","(81.0, 410.0, 193.0)","(10.0, 23.0, 20.916666666666668)","(12.0, 18.0, 16.135593220338983)","(3.3, 4.0, 3.840909090909091)"
07-12-2022 13:23:56.849452,"(4.6, 5.4, 5.00909090909091)","(2.5, 3.4, 3.16)","(26.0, 38.0, 32.23529411764706)","(8.0, 11.5, 11.472727272727273)","(81.0, 410.0, 193.0)","(10.0, 23.0, 20.916666666666668)","(12.0, 18.0, 15.966101694915254)","(3.3, 4.0, 3.8189655172413794)"
07-12-2022 13:23:58.084188,"(4.6, 5.3, 5.00909090909091)","(2.5, 3.4, 3.16)","(26.0, 38.0, 32.23529411764706)","(8.0, 11.5, 11.472727272727273)","(81.0, 410.0, 193.0)","(10.0, 23.0, 19.75)","(12.0, 18.0, 15.966101694915254)","(3.3, 4.0, 3.8189655172413794)"
07-12-2022 13:23:59.559836,"(4.6, 5.3, 4.909302325581396)","(2.6, 3.4, 3.28)","(26.0, 38.0, 32.23529411764706)","(8.0, 11.5, 11.472727272727273)","(81.0, 410.0, 193.0)","(10.0, 23.0, 21.11111111111111)","(12.0, 18.0, 15.966101694915254)","(3.3, 4.0, 3.892857142857143)"
07-12-2022 13:24:00.926560,"(4.6, 5.3, 4.909302325581396)","(2.6, 3.4, 3.2583333333333333)","(26.0, 38.0, 32.23529411764706)","(8.0, 11.5, 11.472727272727273)","(81.0, 410.0, 193.0)","(10.0, 22.0, 20.94736842105263)","(12.0, 18.0, 15.966101694915254)","(3.3, 4.0, 3.892857142857143)"
07-12-2022 13:24:02.262622,"(4.6, 5.3, 4.909302325581396)","(2.6, 3.4, 3.2111111111111112)","(26.0, 38.0, 32.23529411764706)","(8.0, 11.5, 11.472727272727273)","(81.0, 410.0, 193.0)","(10.0, 22.0, 20.25)","(12.0, 18.0, 15.966101694915254)","(3.3, 4.0, 3.892857142857143)"
07-12-2022 13:24:03.442177,"(4.6, 5.3, 4.909090909090909)","(2.6, 3.4, 3.2111111111111112)","(26.0, 38.0, 32.23529411764706)","(8.0, 11.5, 11.472727272727273)","(81.0, 410.0, 193.0)","(10.0, 21.0, 20.045454545454547)","(12.0, 18.0, 15.966101694915254)","(3.3, 4.0, 3.859375)"
07-12-2022 13:24:04.769459,"(4.6, 5.0, 4.95)","(2.6, 3.4, 3.275)","(26.0, 38.0, 32.12)","(8.0, 11.5, 11.472727272727273)","(81.0, 410.0, 193.0)","(10.0, 21.0, 20.045454545454547)","(12.0, 18.0, 15.966101694915254)","(3.3, 4.0, 3.859375)"
07-12-2022 13:24:05.973456,"(4.6, 4.9, 4.883333333333334)","(2.6, 3.4, 3.297727272727273)","(26.0, 38.0, 30.46153846153846)","(8.0, 11.5, 11.472727272727273)","(81.0, 410.0, 193.0)","(10.0, 21.0, 19.463414634146343)","(12.0, 18.0, 15.966101694915254)","(3.3, 4.0, 3.859375)"
07-12-2022 13:24:07.076950,"(4.6, 4.9, 4.883333333333334)","(2.6, 3.4, 3.3224137931034483)","(26.0, 38.0, 30.46153846153846)","(8.0, 11.5, 11.472727272727273)","(81.0, 410.0, 209.41176470588235)","(10.0, 22.0, 19.463414634146343)","(12.0, 18.0, 15.966101694915254)","(3.3, 4.0, 3.859375)"
07-12-2022 13:24:08.230357,"(4.6, 5.1, 4.8517241379310345)","(2.6, 3.4, 3.3454545454545452)","(26.0, 38.0, 30.452830188679247)","(8.0, 11.5, 11.472727272727273)","(81.0, 410.0, 209.41176470588235)","(10.0, 22.0, 19.8)","(12.0, 18.0, 15.966101694915254)","(3.3, 4.0, 3.859375)"
07-12-2022 13:24:09.435925,"(4.4, 4.9, 4.841176470588235)","(2.6, 3.4, 3.3249999999999997)","(26.0, 38.0, 28.0)","(8.0, 11.5, 11.466666666666667)","(81.0, 410.0, 209.41176470588235)","(12.0, 21.0, 19.4)","(12.0, 18.0, 15.966101694915254)","(3.3, 4.0, 3.831578947368421)"
07-12-2022 13:24:10.634223,"(4.4, 4.9, 4.8062499999999995)","(2.6, 3.4, 3.3625)","(26.0, 38.0, 28.451612903225808)","(8.0, 12.0, 11.92156862745098)","(81.0, 410.0, 209.41176470588235)","(12.0, 21.0, 19.4)","(12.0, 18.0, 15.966101694915254)","(3.3, 4.0, 3.831578947368421)"
07-12-2022 13:24:11.963459,"(4.4, 4.9, 4.721621621621622)","(2.6, 3.55, 3.3714285714285714)","(26.0, 36.0, 29.13157894736842)","(8.0, 12.0, 12.74074074074074)","(81.0, 410.0, 209.41176470588235)","(12.0, 21.0, 19.428571428571427)","(12.0, 18.0, 15.966101694915254)","(3.3, 4.0, 3.831578947368421)"
07-12-2022 13:24:13.244099,"(4.4, 4.9, 4.727777777777778)","(2.6, 3.55, 3.3714285714285714)","(26.0, 36.0, 33.3)","(8.0, 13.0, 12.74074074074074)","(81.0, 410.0, 209.41176470588235)","(12.0, 21.0, 19.68)","(12.0, 18.0, 15.966101694915254)","(3.3, 4.0, 3.831578947368421)"
07-12-2022 13:24:14.456230,"(4.4, 4.9, 4.727777777777778)","(2.6, 3.55, 3.411111111111111)","(26.0, 34.0, 33.333333333333336)","(8.0, 13.0, 12.59322033898305)","(81.0, 410.0, 209.41176470588235)","(12.0, 21.0, 20.142857142857142)","(12.0, 18.0, 15.966101694915254)","(3.3, 4.0, 3.8899999999999997)"
07-12-2022 13:24:15.584207,"(4.4, 4.9, 4.726315789473684)","(2.6, 3.55, 3.436363636363636)","(26.0, 34.0, 33.333333333333336)","(8.0, 13.0, 12.59322033898305)","(81.0, 410.0, 209.41176470588235)","(12.0, 21.0, 20.142857142857142)","(12.0, 18.0, 15.966101694915254)","(3.3, 3.9, 3.886842105263158)"
07-12-2022 13:24:16.866038,"(4.4, 4.9, 4.721621621621622)","(2.6, 3.55, 3.425)","(26.0, 36.0, 30.34146341463415)","(8.0, 13.0, 12.617021276595745)","(81.0, 410.0, 209.41176470588235)","(12.0, 21.0, 20.142857142857142)","(12.0, 18.0, 15.966101694915254)","(3.3, 3.95, 3.839655172413793)"
07-12-2022 13:24:17.979667,"(4.4, 4.9, 4.721621621621622)","(2.6, 3.55, 3.425)","(26.0, 36.0, 30.34146341463415)","(8.0, 13.0, 12.617021276595745)","(81.0, 410.0, 209.41176470588235)","(12.0, 21.0, 20.142857142857142)","(12.0, 18.0, 15.966101694915254)","(3.3, 3.95, 3.839655172413793)"
07-12-2022 13:24:19.238057,"(4.4, 4.9, 4.721621621621622)","(2.6, 3.55, 3.5083333333333333)","(26.0, 36.0, 30.34146341463415)","(8.0, 13.0, 12.647058823529411)","(81.0, 410.0, 209.41176470588235)","(12.0, 21.0, 20.142857142857142)","(12.0, 18.0, 15.966101694915254)","(3.3, 3.95, 3.839655172413793)"
07-12-2022 13:24:20.415179,"(4.4, 4.9, 4.721621621621622)","(2.6, 3.55, 3.5083333333333333)","(26.0, 36.0, 29.0)","(8.0, 13.0, 12.746478873239436)","(81.0, 410.0, 209.41176470588235)","(12.0, 21.0, 20.142857142857142)","(12.0, 18.0, 15.966101694915254)","(3.3, 3.95, 3.8051724137931036)"
07-12-2022 13:24:21.837651,"(4.4, 4.9, 4.721621621621622)","(2.6, 3.55, 3.5)","(26.0, 34.0, 29.0)","(8.0, 13.0, 12.746478873239436)","(81.0, 410.0, 209.41176470588235)","(12.0, 21.0, 19.8)","(12.0, 18.0, 15.966101694915254)","(3.3, 3.95, 3.8051724137931036)"
07-12-2022 13:24:23.061468,"(4.4, 4.9, 4.721621621621622)","(2.6, 3.55, 3.5)","(26.0, 34.0, 29.0)","(8.0, 13.0, 12.746478873239436)","(81.0, 410.0, 209.41176470588235)","(12.0, 21.0, 19.8)","(12.0, 18.0, 15.966101694915254)","(3.3, 3.95, 3.8051724137931036)"
07-12-2022 13:24:24.206780,"(4.4, 4.9, 4.721621621621622)","(2.6, 3.55, 3.5)","(26.0, 34.0, 29.333333333333332)","(8.0, 13.0, 12.802197802197803)","(81.0, 410.0, 209.41176470588235)","(12.0, 21.0, 19.8)","(12.0, 18.0, 15.966101694915254)","(3.3, 3.95, 3.8051724137931036)"
07-12-2022 13:24:25.345712,"(4.4, 4.9, 4.727777777777778)","(2.6, 3.55, 3.5)","(26.0, 34.0, 28.9375)","(8.0, 13.0, 12.802197802197803)","(81.0, 410.0, 209.41176470588235)","(12.0, 21.0, 19.8)","(12.0, 18.0, 15.966101694915254)","(3.3, 3.95, 3.775)"
07-12-2022 13:24:26.405881,"(4.4, 4.9, 4.727777777777778)","(2.6, 3.5, 3.4785714285714286)","(26.0, 34.0, 29.37142857142857)","(8.0, 13.0, 12.802197802197803)","(81.0, 410.0, 209.41176470588235)","(12.0, 21.0, 19.8)","(12.0, 18.0, 15.966101694915254)","(3.3, 3.95, 3.775)"
07-12-2022 13:24:27.457704,"(4.4, 4.9, 4.7250000000000005)","(2.6, 3.45, 3.4423076923076925)","(26.0, 34.0, 28.9375)","(8.0, 13.0, 12.802197802197803)","(81.0, 410.0, 209.41176470588235)","(12.0, 21.0, 19.8)","(12.0, 18.0, 15.966101694915254)","(3.3, 3.95, 3.7590909090909093)"
07-12-2022 13:24:28.548747,"(4.4, 4.9, 4.7250000000000005)","(2.6, 3.45, 3.4423076923076925)","(26.0, 34.0, 30.5)","(8.0, 13.0, 12.802197802197803)","(81.0, 410.0, 209.41176470588235)","(12.0, 21.0, 19.8)","(12.0, 18.0, 15.966101694915254)","(3.3, 3.95, 3.7590909090909093)"
07-12-2022 13:24:29.677930,"(4.4, 4.9, 4.727777777777778)","(2.6, 3.4, 3.39)","(26.0, 32.0, 28.8)","(8.0, 13.0, 12.8125)","(81.0, 410.0, 255.0)","(12.0, 21.0, 20.0)","(12.0, 18.0, 16.125)","(3.3, 3.95, 3.7924242424242425)"
07-12-2022 13:24:30.682525,"(4.4, 4.9, 4.724390243902439)","(2.6, 3.4, 3.39)","(26.0, 32.0, 29.333333333333332)","(8.0, 13.0, 12.8125)","(81.0, 410.0, 255.0)","(12.0, 21.0, 20.0)","(12.0, 18.0, 16.125)","(3.3, 3.95, 3.7970588235294116)"
07-12-2022 13:24:31.785978,"(4.4, 4.9, 4.724390243902439)","(2.6, 3.4, 3.395)","(26.0, 32.0, 28.74074074074074)","(8.0, 13.0, 12.8125)","(81.0, 410.0, 255.0)","(12.0, 21.0, 20.0)","(12.0, 18.0, 16.125)","(3.3, 3.95, 3.7970588235294116)"
07-12-2022 13:24:32.877094,"(4.4, 4.9, 4.724390243902439)","(2.6, 3.4, 3.395)","(26.0, 32.0, 28.74074074074074)","(8.0, 13.0, 12.8125)","(81.0, 410.0, 209.41176470588235)","(12.0, 21.0, 20.0)","(12.0, 18.0, 16.125)","(3.3, 3.95, 3.7574074074074075)"
07-12-2022 13:24:33.985378,"(4.4, 4.9, 4.724390243902439)","(2.6, 3.35, 3.3454545454545457)","(26.0, 32.0, 29.066666666666666)","(8.0, 13.0, 12.8125)","(81.0, 410.0, 255.0)","(12.0, 21.0, 19.88888888888889)","(12.0, 18.0, 16.125)","(3.3, 3.95, 3.758695652173913)"
07-12-2022 13:24:35.068811,"(4.4, 4.9, 4.724390243902439)","(2.6, 3.35, 3.3454545454545457)","(26.0, 32.0, 29.066666666666666)","(8.0, 13.0, 12.8125)","(81.0, 410.0, 255.0)","(12.0, 21.0, 19.88888888888889)","(12.0, 18.0, 16.125)","(3.3, 3.95, 3.7875)"
07-12-2022 13:24:36.209052,"(4.4, 4.9, 4.732558139534884)","(2.6, 3.35, 3.338888888888889)","(26.0, 32.0, 29.743589743589745)","(8.0, 13.0, 12.8125)","(81.0, 410.0, 255.0)","(12.0, 21.0, 19.88888888888889)","(12.0, 18.0, 16.125)","(3.3, 3.9, 3.85)"
07-12-2022 13:24:37.587048,"(4.4, 4.9, 4.732558139534884)","(2.6, 3.35, 3.342857142857143)","(26.0, 32.0, 29.743589743589745)","(8.0, 13.0, 12.8125)","(81.0, 410.0, 255.0)","(12.0, 21.0, 19.88888888888889)","(12.0, 18.0, 16.125)","(3.3, 3.9, 3.83)"
07-12-2022 13:24:38.814349,"(4.4, 4.9, 4.732558139534884)","(2.6, 3.35, 3.342857142857143)","(26.0, 32.0, 28.78787878787879)","(8.0, 13.0, 12.8125)","(81.0, 410.0, 255.0)","(12.0, 21.0, 19.96153846153846)","(12.0, 18.0, 16.125)","(3.3, 3.95, 3.8433333333333333)"
07-12-2022 13:24:39.889639,"(4.4, 4.9, 4.732558139534884)","(2.6, 3.3, 3.29)","(26.0, 30.0, 28.78787878787879)","(8.0, 13.0, 12.8125)","(81.0, 410.0, 303.3333333333333)","(12.0, 21.0, 19.88888888888889)","(12.0, 18.0, 16.125)","(3.3, 3.95, 3.858695652173913)"
07-12-2022 13:24:41.022878,"(4.4, 4.9, 4.802702702702702)","(2.6, 3.35, 3.3285714285714287)","(26.0, 30.0, 28.4)","(8.0, 13.0, 12.8125)","(81.0, 400.0, 255.0)","(12.0, 21.0, 19.88888888888889)","(12.0, 18.0, 16.125)","(3.3, 3.95, 3.858695652173913)"
07-12-2022 13:24:42.139842,"(4.4, 4.9, 4.802702702702702)","(2.6, 3.3, 3.28)","(26.0, 30.0, 28.78787878787879)","(8.0, 13.0, 12.8125)","(81.0, 400.0, 255.0)","(12.0, 21.0, 19.88888888888889)","(12.0, 18.0, 16.125)","(3.3, 3.95, 3.858695652173913)"
07-12-2022 13:24:43.398725,"(4.4, 4.9, 4.802702702702702)","(2.6, 3.3, 3.2666666666666666)","(26.0, 30.0, 32.0)","(8.0, 13.0, 12.8125)","(81.0, 400.0, 314.70588235294116)","(12.0, 21.0, 19.88888888888889)","(12.0, 18.0, 16.236842105263158)","(3.3, 3.95, 4.062962962962962)"
07-12-2022 13:24:44.635896,"(4.4, 4.9, 4.825)","(2.6, 3.3, 3.2958333333333334)","(26.0, 38.0, 31.482758620689655)","(8.0, 13.0, 12.8125)","(81.0, 400.0, 314.70588235294116)","(12.0, 21.0, 19.88888888888889)","(12.0, 16.5, 16.236842105263158)","(3.3, 4.1, 4.041935483870968)"
07-12-2022 13:24:45.708692,"(4.4, 4.9, 4.826086956521739)","(2.6, 3.3, 3.2958333333333334)","(26.0, 36.0, 34.6)","(8.0, 13.0, 12.8125)","(81.0, 400.0, 314.70588235294116)","(12.0, 21.0, 19.88888888888889)","(12.0, 16.5, 16.236842105263158)","(3.3, 4.1, 4.03170731707317)"
07-12-2022 13:24:47.002485,"(4.4, 4.9, 4.828571428571428)","(2.6, 3.3, 3.2818181818181817)","(26.0, 36.0, 35.36363636363636)","(8.0, 13.0, 12.8125)","(81.0, 400.0, 314.70588235294116)","(12.0, 21.0, 19.88888888888889)","(12.0, 16.5, 16.236842105263158)","(3.3, 4.1, 4.03170731707317)"
07-12-2022 13:24:48.071196,"(4.4, 4.9, 4.828571428571428)","(2.6, 3.3, 3.2666666666666666)","(26.0, 36.0, 35.36363636363636)","(8.0, 13.0, 12.8125)","(81.0, 400.0, 314.70588235294116)","(12.0, 21.0, 19.88888888888889)","(12.0, 16.5, 16.236842105263158)","(3.3, 4.1, 4.03170731707317)"
07-12-2022 13:24:49.309912,"(4.2, 4.9, 4.833333333333333)","(2.6, 3.3, 3.2666666666666666)","(26.0, 34.0, 30.25)","(8.5, 13.0, 12.806451612903226)","(81.0, 400.0, 314.70588235294116)","(12.0, 21.0, 19.88888888888889)","(12.0, 18.0, 16.064516129032256)","(3.3, 4.1, 4.0125)"
07-12-2022 13:24:50.740230,"(4.2, 4.9, 4.772727272727273)","(2.6, 3.4, 3.2750000000000004)","(26.0, 34.0, 31.058823529411764)","(8.5, 13.0, 12.806451612903226)","(81.0, 400.0, 314.70588235294116)","(12.0, 21.0, 19.88888888888889)","(12.0, 18.0, 16.064516129032256)","(3.3, 4.1, 4.00188679245283)"
07-12-2022 13:24:51.848580,"(4.2, 4.9, 4.776923076923077)","(2.6, 3.35, 3.3)","(26.0, 34.0, 31.058823529411764)","(8.5, 13.0, 12.806451612903226)","(81.0, 400.0, 314.70588235294116)","(12.0, 21.0, 19.416666666666668)","(12.0, 18.0, 16.236842105263158)","(3.3, 4.1, 3.9642857142857144)"
07-12-2022 13:24:53.113397,"(4.2, 4.9, 4.776923076923077)","(2.6, 3.4, 3.361111111111111)","(26.0, 34.0, 29.454545454545453)","(8.5, 13.0, 12.806451612903226)","(81.0, 400.0, 314.70588235294116)","(12.0, 19.5, 19.416666666666668)","(12.0, 16.5, 16.236842105263158)","(3.3, 4.0, 3.9642857142857144)"
07-12-2022 13:24:54.267424,"(4.2, 4.9, 4.814285714285715)","(2.6, 3.4, 3.361904761904762)","(26.0, 34.0, 29.833333333333332)","(8.5, 13.0, 12.806451612903226)","(81.0, 400.0, 314.70588235294116)","(12.0, 19.5, 19.416666666666668)","(12.0, 16.5, 16.236842105263158)","(3.3, 4.0, 3.9613636363636364)"
07-12-2022 13:24:55.474589,"(4.2, 4.9, 4.825)","(2.6, 3.4, 3.342857142857143)","(26.0, 34.0, 29.833333333333332)","(8.5, 13.0, 12.806451612903226)","(81.0, 400.0, 314.70588235294116)","(12.0, 19.5, 19.416666666666668)","(12.0, 16.5, 16.2)","(3.3, 4.0, 3.962222222222222)"
07-12-2022 13:24:56.730761,"(4.2, 4.9, 4.776923076923077)","(2.6, 3.4, 3.3)","(26.0, 34.0, 31.333333333333332)","(8.5, 13.0, 12.806451612903226)","(81.0, 400.0, 314.70588235294116)","(12.0, 19.5, 19.96153846153846)","(12.0, 16.5, 16.9)","(3.3, 4.0, 3.9699999999999998)"
07-12-2022 13:24:57.956396,"(4.2, 4.9, 4.825)","(2.6, 3.4, 3.311111111111111)","(26.0, 34.0, 29.555555555555557)","(8.5, 13.0, 12.806451612903226)","(81.0, 400.0, 314.70588235294116)","(12.0, 21.0, 19.96153846153846)","(12.0, 17.0, 16.9)","(3.3, 4.0, 3.9657142857142857)"
07-12-2022 13:24:59.115544,"(4.2, 4.8, 4.699999999999999)","(2.6, 3.4, 3.311111111111111)","(26.0, 34.0, 31.142857142857142)","(8.5, 13.0, 12.806451612903226)","(81.0, 400.0, 314.70588235294116)","(12.0, 21.0, 19.96153846153846)","(12.0, 17.0, 16.928571428571427)","(3.3, 4.0, 3.9657142857142857)"
07-12-2022 13:25:00.249742,"(4.2, 4.8, 4.666666666666666)","(2.6, 3.4, 3.311111111111111)","(26.0, 34.0, 31.142857142857142)","(8.5, 13.0, 12.806451612903226)","(81.0, 400.0, 314.70588235294116)","(12.0, 21.0, 19.96153846153846)","(12.0, 17.5, 15.807692307692308)","(3.3, 4.0, 3.934848484848485)"
07-12-2022 13:25:01.422420,"(4.2, 4.9, 4.785714285714286)","(2.6, 3.4, 3.36)","(26.0, 34.0, 31.142857142857142)","(8.5, 13.0, 12.806451612903226)","(81.0, 400.0, 314.70588235294116)","(12.0, 21.0, 19.96153846153846)","(12.0, 16.5, 16.108695652173914)","(3.3, 3.95, 3.9657142857142857)"
07-12-2022 13:25:02.512273,"(4.2, 4.9, 4.825)","(2.6, 3.4, 3.363157894736842)","(26.0, 34.0, 30.0)","(8.5, 13.0, 12.806451612903226)","(81.0, 400.0, 314.70588235294116)","(12.0, 21.0, 19.96153846153846)","(12.0, 16.5, 16.236842105263158)","(3.3, 4.0, 3.9657142857142857)"
07-12-2022 13:25:03.717288,"(4.2, 4.9, 4.776923076923077)","(2.6, 3.4, 3.3649999999999998)","(26.0, 34.0, 31.142857142857142)","(8.5, 13.0, 12.806451612903226)","(81.0, 400.0, 314.70588235294116)","(12.0, 21.0, 19.96153846153846)","(12.0, 16.5, 16.236842105263158)","(3.3, 4.0, 3.9657142857142857)"
07-12-2022 13:25:04.750393,"(4.2, 4.9, 4.766666666666667)","(2.6, 3.3, 3.2509803921568627)","(26.0, 34.0, 31.142857142857142)","(8.5, 13.0, 12.806451612903226)","(81.0, 400.0, 314.70588235294116)","(12.0, 21.0, 20.107142857142858)","(12.0, 16.5, 16.125)","(3.3, 4.0, 3.9583333333333335)"
07-12-2022 13:25:05.942211,"(4.2, 4.9, 4.72)","(2.6, 3.3, 3.159633027522936)","(26.0, 34.0, 31.333333333333332)","(8.5, 13.0, 12.806451612903226)","(81.0, 400.0, 314.70588235294116)","(12.0, 21.0, 20.107142857142858)","(12.0, 17.0, 16.655172413793103)","(3.3, 4.1, 3.966666666666667)"
07-12-2022 13:25:07.291518,"(4.0, 4.9, 4.66)","(2.6, 3.25, 3.159090909090909)","(26.0, 34.0, 30.0)","(8.5, 13.0, 12.806451612903226)","(81.0, 400.0, 314.70588235294116)","(12.0, 21.0, 19.789473684210527)","(12.0, 17.0, 16.142857142857142)","(3.3, 4.1, 3.9956521739130433)"
07-12-2022 13:25:08.424817,"(4.0, 4.9, 4.72)","(2.6, 3.25, 3.159090909090909)","(26.0, 34.0, 30.0)","(8.5, 13.0, 12.806451612903226)","(81.0, 400.0, 314.70588235294116)","(12.0, 22.0, 19.12)","(12.0, 17.0, 16.14864864864865)","(3.3, 4.1, 3.982142857142857)"
07-12-2022 13:25:09.623131,"(4.0, 4.9, 4.833333333333334)","(2.6, 3.25, 3.204285714285714)","(26.0, 34.0, 30.363636363636363)","(8.5, 13.0, 12.806451612903226)","(81.0, 400.0, 314.70588235294116)","(12.0, 22.0, 19.12)","(12.0, 17.0, 16.166666666666668)","(3.3, 4.0, 3.966666666666667)"
07-12-2022 13:25:10.857247,"(4.0, 4.9, 4.822222222222223)","(2.6, 3.25, 3.207894736842105)","(26.0, 34.0, 30.0)","(8.5, 13.0, 12.806451612903226)","(81.0, 400.0, 256.0869565217391)","(12.0, 22.0, 19.130434782608695)","(12.0, 17.0, 15.921052631578947)","(3.3, 4.1, 3.958823529411765)"
07-12-2022 13:25:11.952590,"(4.0, 4.9, 4.86923076923077)","(2.6, 3.25, 3.207894736842105)","(26.0, 34.0, 30.0)","(8.5, 13.0, 12.806451612903226)","(81.0, 390.0, 256.0869565217391)","(12.0, 22.0, 19.8)","(12.0, 17.0, 16.4375)","(3.3, 4.1, 3.966666666666667)"
07-12-2022 13:25:13.009341,"(4.0, 4.9, 4.829411764705883)","(2.6, 3.25, 3.1625)","(26.0, 34.0, 30.0)","(8.5, 13.0, 12.806451612903226)","(81.0, 390.0, 256.0869565217391)","(12.0, 22.0, 20.114285714285714)","(12.0, 16.5, 16.4375)","(3.3, 4.1, 3.966666666666667)"
07-12-2022 13:25:14.084926,"(4.0, 4.9, 4.800000000000001)","(2.6, 3.25, 3.1625)","(26.0, 34.0, 31.5)","(8.5, 13.0, 12.806451612903226)","(81.0, 390.0, 256.0869565217391)","(12.0, 22.0, 20.3)","(12.0, 16.5, 16.4375)","(3.3, 4.1, 3.966666666666667)"
07-12-2022 13:25:15.163504,"(4.0, 4.9, 4.7625)","(2.6, 3.25, 3.1625)","(26.0, 34.0, 30.0)","(8.5, 13.0, 12.806451612903226)","(81.0, 390.0, 256.0869565217391)","(12.0, 21.0, 20.3)","(12.0, 16.5, 16.4375)","(3.3, 4.1, 3.966666666666667)"
07-12-2022 13:25:16.230091,"(4.0, 4.9, 4.7625)","(2.6, 3.25, 3.1625)","(26.0, 34.0, 31.5)","(8.5, 13.0, 12.806451612903226)","(81.0, 390.0, 256.0869565217391)","(12.0, 21.0, 20.3)","(12.0, 16.5, 15.880952380952381)","(3.3, 4.1, 3.9642857142857144)"
07-12-2022 13:25:17.336463,"(4.0, 5.0, 4.832258064516129)","(2.6, 3.25, 3.2)","(26.0, 34.0, 30.363636363636363)","(8.5, 13.0, 12.806451612903226)","(81.0, 390.0, 256.0869565217391)","(12.0, 21.0, 20.3)","(12.0, 16.0, 15.875)","(3.3, 4.0, 3.9605263157894735)"
07-12-2022 13:25:18.397292,"(4.0, 5.0, 4.844444444444444)","(2.6, 3.25, 3.2062500000000003)","(26.0, 34.0, 30.363636363636363)","(8.5, 13.0, 12.806451612903226)","(81.0, 390.0, 256.0869565217391)","(12.0, 21.0, 20.3)","(12.0, 16.0, 15.875)","(3.3, 4.0, 3.9605263157894735)"
07-12-2022 13:25:19.459878,"(4.0, 5.0, 4.626666666666666)","(2.6, 3.35, 3.3200000000000003)","(26.0, 34.0, 31.5)","(8.5, 13.0, 12.806451612903226)","(81.0, 390.0, 256.0869565217391)","(12.0, 21.0, 20.238095238095237)","(12.0, 16.0, 15.875)","(3.3, 4.0, 3.9676470588235295)"
07-12-2022 13:25:20.489600,"(4.0, 5.0, 4.661538461538461)","(2.6, 3.35, 3.335)","(26.0, 34.0, 30.0)","(8.5, 13.0, 12.806451612903226)","(81.0, 390.0, 256.0869565217391)","(12.0, 21.0, 20.238095238095237)","(12.0, 16.0, 15.868421052631579)","(3.3, 4.0, 3.9541666666666666)"
