,Identity Thief,Rolling Start,My Gal Cookie,Alpha Humbug,Booming Boo Boo,Spring Acer,Farmor Pizazz,My Melanie
07-01-2023 21:04:15.500435,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:17.025258,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:18.325635,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:19.849976,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:21.062993,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:22.280705,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:23.464625,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:24.603762,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:25.623146,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:26.695404,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:27.776297,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:28.883301,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:29.970192,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:31.088583,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:32.242605,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:33.366704,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:34.566534,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:35.739433,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:36.895435,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:38.058375,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:39.209670,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:40.362426,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:41.536730,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:42.669035,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:43.822751,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:44.934273,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:46.043205,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:47.147106,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:48.273567,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:49.323049,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 20.0)","(3.3, 5.4, 4.733333333333333)","(7.0, 12.0, 9.0)","(10.0, 17.5, 10.75)","(5.0, 9.6, 6.817647058823529)"
07-01-2023 21:04:50.365863,"(3.9, 5.7, 4.7846153846153845)","(4.6, 7.8, 5.273684210526316)","(26.0, 130.0, 78.5)","(18.0, 25.0, 21.53846153846154)","(3.3, 5.4, 5.036363636363637)","(7.0, 12.0, 9.857142857142858)","(10.0, 17.5, 10.75)","(5.0, 9.6, 7.5434782608695645)"
07-01-2023 21:04:51.402806,"(3.9, 5.7, 5.105)","(4.6, 7.8, 5.514285714285714)","(26.0, 130.0, 81.52941176470588)","(18.0, 25.0, 21.53846153846154)","(3.3, 5.4, 5.036363636363637)","(7.0, 12.0, 10.4)","(10.0, 17.5, 10.75)","(5.0, 9.6, 7.5434782608695645)"
07-01-2023 21:04:52.413897,"(3.9, 5.7, 5.105)","(4.6, 7.8, 5.514285714285714)","(26.0, 130.0, 81.52941176470588)","(18.0, 25.0, 21.53846153846154)","(3.3, 5.4, 5.036363636363637)","(7.0, 12.0, 9.7)","(10.0, 17.5, 10.75)","(5.0, 9.6, 7.5434782608695645)"
07-01-2023 21:04:53.641773,"(3.9, 5.7, 5.105)","(4.6, 7.8, 5.514285714285714)","(26.0, 130.0, 81.52941176470588)","(18.0, 25.0, 21.53846153846154)","(3.3, 5.4, 5.036363636363637)","(7.0, 12.0, 10.533333333333333)","(10.0, 17.5, 10.75)","(5.0, 9.6, 7.5434782608695645)"
07-01-2023 21:04:54.722474,"(3.9, 5.7, 5.105)","(4.6, 7.8, 5.514285714285714)","(26.0, 130.0, 81.52941176470588)","(18.0, 25.0, 21.53846153846154)","(3.3, 5.4, 5.036363636363637)","(7.0, 12.0, 10.984615384615385)","(10.0, 17.5, 10.75)","(5.0, 9.6, 7.5434782608695645)"
07-01-2023 21:04:55.782170,"(3.9, 5.7, 5.105)","(4.6, 7.8, 5.514285714285714)","(26.0, 130.0, 81.52941176470588)","(18.0, 25.0, 21.53846153846154)","(3.3, 5.4, 5.036363636363637)","(7.0, 12.0, 10.984615384615385)","(10.0, 17.5, 10.75)","(5.0, 9.6, 7.5434782608695645)"
07-01-2023 21:04:56.837371,"(3.9, 5.7, 5.105)","(4.6, 7.8, 5.514285714285714)","(26.0, 130.0, 81.52941176470588)","(18.0, 25.0, 21.53846153846154)","(3.3, 5.4, 5.036363636363637)","(7.0, 12.0, 10.984615384615385)","(10.0, 17.5, 10.75)","(5.0, 9.6, 7.5434782608695645)"
07-01-2023 21:04:57.858873,"(3.9, 5.7, 5.105)","(4.6, 7.8, 5.514285714285714)","(26.0, 130.0, 81.52941176470588)","(18.0, 25.0, 21.53846153846154)","(3.3, 5.4, 5.036363636363637)","(7.0, 12.0, 10.984615384615385)","(10.0, 17.5, 10.75)","(5.0, 9.6, 7.5434782608695645)"
07-01-2023 21:04:58.856170,"(3.9, 5.7, 5.105)","(4.6, 7.8, 5.514285714285714)","(26.0, 130.0, 81.52941176470588)","(18.0, 25.0, 21.53846153846154)","(3.3, 5.4, 5.036363636363637)","(7.0, 12.0, 10.984615384615385)","(10.0, 17.5, 10.75)","(5.0, 9.6, 7.5434782608695645)"
07-01-2023 21:04:59.858157,"(3.9, 5.7, 5.105)","(4.6, 7.8, 5.514285714285714)","(26.0, 130.0, 81.52941176470588)","(18.0, 25.0, 21.53846153846154)","(3.3, 5.4, 5.036363636363637)","(7.0, 12.0, 10.984615384615385)","(10.0, 17.5, 10.75)","(5.0, 9.6, 7.5434782608695645)"
07-01-2023 21:05:00.963086,"(3.9, 5.7, 5.105)","(4.6, 7.8, 5.514285714285714)","(26.0, 130.0, 81.52941176470588)","(18.0, 25.0, 21.53846153846154)","(3.3, 5.4, 5.036363636363637)","(7.0, 12.0, 10.984615384615385)","(10.0, 17.5, 10.75)","(5.0, 9.6, 8.58)"
07-01-2023 21:05:02.024137,"(3.9, 5.6, 5.3)","(4.6, 7.6, 6.55)","(26.0, 120.0, 82.80000000000001)","(18.0, 24.0, 22.05)","(3.3, 5.3, 4.226086956521739)","(7.0, 11.5, 10.6)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.58)"
07-01-2023 21:05:03.314364,"(3.9, 5.6, 5.3)","(4.6, 7.6, 6.55)","(26.0, 120.0, 82.80000000000001)","(18.0, 24.0, 20.75)","(3.3, 5.3, 4.226086956521739)","(7.0, 11.5, 10.6)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.58)"
07-01-2023 21:05:04.455469,"(3.9, 5.6, 5.3)","(4.6, 7.6, 6.55)","(26.0, 120.0, 82.80000000000001)","(18.0, 24.0, 21.75)","(3.3, 5.3, 4.226086956521739)","(7.0, 11.5, 10.6)","(10.0, 17.0, 11.75)","(5.0, 9.4, 7.6)"
07-01-2023 21:05:05.682793,"(3.9, 5.6, 5.3)","(4.6, 7.6, 6.55)","(26.0, 120.0, 82.80000000000001)","(18.0, 24.0, 21.75)","(3.3, 5.3, 4.226086956521739)","(7.0, 11.5, 10.6)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.2)"
07-01-2023 21:05:06.946024,"(3.9, 5.6, 5.3)","(4.6, 7.6, 6.55)","(26.0, 120.0, 82.80000000000001)","(18.0, 24.0, 21.75)","(3.3, 5.3, 4.226086956521739)","(7.0, 11.5, 10.6)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.445454545454545)"
07-01-2023 21:05:08.116581,"(3.9, 5.6, 5.3)","(4.6, 7.6, 6.55)","(26.0, 120.0, 82.80000000000001)","(18.0, 24.0, 21.75)","(3.3, 5.3, 4.226086956521739)","(7.0, 11.5, 10.6)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.266666666666667)"
07-01-2023 21:05:09.208720,"(3.9, 5.6, 5.3)","(4.6, 7.6, 6.55)","(26.0, 120.0, 82.80000000000001)","(18.0, 24.0, 21.75)","(3.3, 5.3, 4.226086956521739)","(7.0, 11.5, 10.6)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.266666666666667)"
07-01-2023 21:05:10.278057,"(3.9, 5.6, 5.3)","(4.6, 7.6, 6.55)","(26.0, 120.0, 82.80000000000001)","(18.0, 24.0, 21.75)","(3.3, 5.3, 4.226086956521739)","(7.0, 11.5, 10.6)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.266666666666667)"
07-01-2023 21:05:11.374785,"(3.9, 5.6, 5.3)","(4.6, 7.6, 6.55)","(26.0, 120.0, 82.80000000000001)","(18.0, 24.0, 21.75)","(3.3, 5.3, 4.226086956521739)","(7.0, 11.5, 10.258333333333333)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.266666666666667)"
07-01-2023 21:05:12.393477,"(3.9, 5.3, 5.05625)","(4.6, 7.6, 6.55)","(26.0, 100.0, 70.8)","(18.0, 24.0, 20.5)","(3.3, 5.3, 3.9757575757575756)","(7.0, 10.5, 9.9375)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.266666666666667)"
07-01-2023 21:05:13.421969,"(3.9, 5.3, 5.05625)","(4.6, 7.6, 6.55)","(26.0, 100.0, 68.0625)","(18.0, 24.0, 20.5)","(3.3, 5.2, 4.9)","(7.0, 11.0, 9.291666666666666)","(10.0, 17.0, 11.75)","(5.0, 9.4, 7.9)"
07-01-2023 21:05:14.752460,"(3.9, 5.3, 4.945454545454545)","(4.6, 7.6, 6.55)","(26.0, 100.0, 68.0625)","(18.0, 24.0, 20.5)","(3.3, 5.2, 4.9)","(7.0, 10.5, 10.1375)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.4)"
07-01-2023 21:05:15.778195,"(3.9, 5.3, 4.945454545454545)","(4.6, 7.6, 6.55)","(26.0, 100.0, 68.0625)","(18.0, 24.0, 20.5)","(3.3, 5.2, 4.9)","(7.0, 10.5, 10.1375)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.4)"
07-01-2023 21:05:16.816491,"(3.9, 5.3, 4.945454545454545)","(4.6, 7.6, 6.55)","(26.0, 95.0, 78.0)","(18.0, 24.0, 20.5)","(3.3, 5.2, 4.9)","(7.0, 11.5, 10.45)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.4)"
07-01-2023 21:05:17.813623,"(3.9, 5.3, 4.945454545454545)","(4.6, 7.6, 6.55)","(26.0, 95.0, 78.0)","(18.0, 24.0, 20.5)","(3.3, 5.2, 4.9)","(7.0, 11.5, 10.45)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.4)"
07-01-2023 21:05:18.807079,"(3.9, 5.3, 4.945454545454545)","(4.6, 7.6, 6.55)","(26.0, 95.0, 78.0)","(18.0, 24.0, 20.5)","(3.3, 5.2, 4.9)","(7.0, 11.5, 10.45)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.4)"
07-01-2023 21:05:19.860842,"(3.9, 5.3, 4.945454545454545)","(4.6, 7.6, 6.55)","(26.0, 95.0, 78.0)","(18.0, 24.0, 20.5)","(3.3, 5.2, 4.9)","(7.0, 11.5, 10.45)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.4)"
07-01-2023 21:05:20.987843,"(3.9, 5.3, 4.945454545454545)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 78.0)","(18.0, 24.0, 20.5)","(3.3, 5.2, 4.9)","(7.0, 11.5, 10.45)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.533333333333333)"
07-01-2023 21:05:21.971598,"(3.9, 5.3, 4.945454545454545)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 78.0)","(18.0, 24.0, 20.5)","(3.3, 5.2, 3.9483870967741934)","(7.0, 11.5, 9.95)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.533333333333333)"
07-01-2023 21:05:22.997639,"(3.9, 5.3, 4.945454545454545)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 78.0)","(18.0, 24.0, 20.5)","(3.3, 5.1, 3.9483870967741934)","(7.0, 11.5, 9.95)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.533333333333333)"
07-01-2023 21:05:24.035809,"(3.9, 5.3, 4.945454545454545)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 78.0)","(18.0, 24.0, 20.5)","(3.3, 5.1, 4.378125)","(7.0, 11.5, 10.17142857142857)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.533333333333333)"
07-01-2023 21:05:25.063080,"(3.9, 5.3, 4.945454545454545)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 78.0)","(18.0, 24.0, 20.5)","(3.3, 5.1, 3.6681818181818184)","(7.0, 11.5, 10.57)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.533333333333333)"
07-01-2023 21:05:26.113502,"(3.9, 5.3, 4.945454545454545)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 78.0)","(18.0, 24.0, 20.5)","(3.3, 5.1, 3.9333333333333336)","(7.0, 11.5, 10.57)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.533333333333333)"
07-01-2023 21:05:27.130243,"(3.9, 5.3, 4.945454545454545)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 78.0)","(18.0, 24.0, 20.5)","(3.3, 5.1, 3.9333333333333336)","(7.0, 11.5, 10.57)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.533333333333333)"
07-01-2023 21:05:28.298099,"(3.9, 5.3, 4.945454545454545)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 78.0)","(18.0, 24.0, 20.5)","(3.3, 5.1, 3.9333333333333336)","(7.0, 11.5, 10.57)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.533333333333333)"
07-01-2023 21:05:29.362603,"(3.9, 5.3, 4.945454545454545)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 78.0)","(18.0, 24.0, 20.5)","(3.3, 5.1, 4.1177419354838705)","(7.0, 11.5, 10.57)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.533333333333333)"
07-01-2023 21:05:30.458525,"(3.9, 5.3, 4.945454545454545)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 78.0)","(18.0, 24.0, 20.5)","(3.3, 5.1, 4.1177419354838705)","(7.0, 11.5, 10.57)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.533333333333333)"
07-01-2023 21:05:31.602875,"(3.9, 5.3, 4.945454545454545)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 78.0)","(18.0, 24.0, 20.5)","(3.3, 5.1, 4.1177419354838705)","(7.0, 11.5, 10.57)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.533333333333333)"
07-01-2023 21:05:32.700451,"(3.9, 5.3, 4.945454545454545)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 78.0)","(18.0, 24.0, 20.5)","(3.3, 5.1, 4.1177419354838705)","(7.0, 11.5, 10.57)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.533333333333333)"
07-01-2023 21:05:33.823749,"(3.9, 5.3, 4.945454545454545)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 78.0)","(18.0, 24.0, 20.5)","(3.3, 5.1, 4.1177419354838705)","(7.0, 11.5, 10.57)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.533333333333333)"
07-01-2023 21:05:34.872327,"(3.9, 5.3, 4.945454545454545)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 78.0)","(18.0, 24.0, 20.5)","(3.3, 5.1, 4.1177419354838705)","(7.0, 11.5, 10.57)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.533333333333333)"
07-01-2023 21:05:36.031535,"(3.9, 5.3, 4.945454545454545)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 78.0)","(18.0, 24.0, 20.5)","(3.3, 5.1, 4.1177419354838705)","(7.0, 11.5, 10.57)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.533333333333333)"
07-01-2023 21:05:37.323063,"(3.9, 5.3, 4.945454545454545)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 78.0)","(18.0, 24.0, 20.5)","(3.3, 5.1, 4.1177419354838705)","(7.0, 11.5, 10.57)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.533333333333333)"
07-01-2023 21:05:38.557785,"(3.9, 5.3, 4.452173913043478)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 78.0)","(18.0, 24.0, 20.5)","(3.3, 5.1, 4.775)","(7.0, 11.5, 10.57)","(10.0, 17.0, 11.75)","(5.0, 9.4, 8.533333333333333)"
07-01-2023 21:05:39.629407,"(3.9, 5.3, 4.433333333333334)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 78.0)","(18.0, 24.0, 20.5)","(3.3, 5.0, 4.775)","(7.0, 11.5, 10.57)","(10.0, 17.0, 10.625)","(5.0, 9.4, 7.914285714285715)"
07-01-2023 21:05:40.728084,"(3.9, 5.3, 4.5473684210526315)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 44.75)","(18.0, 24.0, 20.5)","(3.3, 5.0, 4.775)","(7.0, 11.5, 10.57)","(10.0, 12.5, 10.625)","(5.0, 9.4, 7.914285714285715)"
07-01-2023 21:05:41.872713,"(3.9, 5.3, 4.5473684210526315)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 44.75)","(18.0, 24.0, 21.666666666666668)","(3.3, 5.0, 4.775)","(7.0, 11.5, 10.57)","(10.0, 12.5, 12.04)","(5.0, 9.4, 7.914285714285715)"
07-01-2023 21:05:42.975806,"(3.9, 5.3, 4.5473684210526315)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 44.75)","(18.0, 24.0, 21.666666666666668)","(3.3, 5.0, 4.775)","(7.0, 11.5, 10.57)","(10.0, 13.0, 12.04)","(5.0, 9.4, 7.914285714285715)"
07-01-2023 21:05:44.110888,"(3.9, 5.3, 4.5473684210526315)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 44.75)","(18.0, 24.0, 21.666666666666668)","(3.3, 5.0, 4.775)","(7.0, 11.5, 10.57)","(10.0, 13.0, 12.04)","(5.0, 9.4, 7.914285714285715)"
07-01-2023 21:05:45.361969,"(3.9, 5.3, 4.5473684210526315)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 44.75)","(18.0, 24.0, 21.666666666666668)","(3.3, 5.0, 4.775)","(7.0, 11.5, 10.57)","(10.0, 13.0, 12.04)","(5.0, 9.4, 7.914285714285715)"
07-01-2023 21:05:46.482887,"(3.9, 5.3, 4.5473684210526315)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 44.75)","(18.0, 24.0, 21.666666666666668)","(3.3, 5.0, 4.775)","(7.0, 11.5, 10.57)","(10.0, 13.0, 12.04)","(5.0, 9.4, 7.914285714285715)"
07-01-2023 21:05:47.585981,"(3.9, 5.3, 4.5473684210526315)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 44.75)","(18.0, 24.0, 21.666666666666668)","(3.3, 5.0, 4.775)","(7.0, 11.5, 10.57)","(10.0, 13.0, 12.04)","(5.0, 9.4, 7.914285714285715)"
07-01-2023 21:05:48.695810,"(3.9, 5.3, 4.5473684210526315)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 44.75)","(18.0, 24.0, 20.5)","(3.3, 5.0, 4.792307692307692)","(7.0, 11.5, 10.57)","(10.0, 13.0, 12.04)","(5.0, 9.4, 7.914285714285715)"
07-01-2023 21:05:49.814609,"(3.9, 5.3, 4.5473684210526315)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 44.75)","(18.0, 24.0, 20.5)","(3.3, 5.0, 4.792307692307692)","(7.0, 11.5, 10.57)","(10.0, 13.0, 12.04)","(5.0, 9.4, 7.914285714285715)"
07-01-2023 21:05:50.950248,"(3.9, 5.3, 4.5473684210526315)","(4.6, 7.6, 6.355555555555555)","(26.0, 95.0, 44.75)","(18.0, 24.0, 20.5)","(3.3, 5.0, 4.792307692307692)","(7.0, 11.5, 10.57)","(10.0, 13.0, 12.04)","(5.0, 9.4, 8.266666666666666)"
