,Crystals Dream,Megami,Wozzeck,West Coast Warrior,Yarralea,Tropical Sun
11-01-2023 15:34:14.535717,"(1.75, 1.84, 1.808730964467005)","(4.6, 5.8, 5.705263157894737)","(11.0, 17.0, 16.5)","(14.0, 28.0, 25.0)","(5.0, 7.0, 6.504761904761905)","(41.0, 65.0, 60.78125)"
11-01-2023 15:34:15.465638,"(1.75, 1.84, 1.808730964467005)","(4.6, 5.8, 5.705263157894737)","(11.0, 17.0, 16.5)","(14.0, 28.0, 25.0)","(5.0, 7.0, 6.504761904761905)","(41.0, 65.0, 60.78125)"
11-01-2023 15:34:16.446001,"(1.75, 1.84, 1.808730964467005)","(4.6, 5.8, 5.705263157894737)","(11.0, 17.0, 16.5)","(14.0, 28.0, 25.0)","(5.0, 7.0, 6.504761904761905)","(41.0, 65.0, 60.78125)"
11-01-2023 15:34:17.457427,"(1.75, 1.84, 1.8105732484076433)","(4.6, 5.1, 5.088888888888889)","(11.0, 17.0, 16.57142857142857)","(14.0, 28.0, 25.0)","(5.0, 7.0, 6.555555555555555)","(41.0, 65.0, 60.78125)"
11-01-2023 15:34:18.490804,"(1.75, 1.84, 1.808730964467005)","(4.6, 5.7, 5.687234042553191)","(11.0, 17.0, 16.5)","(14.0, 28.0, 25.0)","(5.0, 7.0, 6.555555555555555)","(41.0, 65.0, 60.78125)"
11-01-2023 15:34:19.479601,"(1.75, 1.84, 1.808730964467005)","(4.6, 5.7, 5.533333333333333)","(11.0, 17.0, 15.5)","(14.0, 28.0, 25.0)","(5.0, 7.0, 6.306666666666667)","(41.0, 65.0, 60.78125)"
11-01-2023 15:34:20.383798,"(1.75, 1.84, 1.808730964467005)","(4.6, 6.2, 5.826666666666666)","(11.0, 17.0, 15.5)","(14.0, 28.0, 25.0)","(5.0, 7.0, 6.306666666666667)","(41.0, 65.0, 60.78125)"
11-01-2023 15:34:21.360347,"(1.75, 1.84, 1.808730964467005)","(4.6, 6.2, 5.826666666666666)","(11.0, 17.0, 15.363636363636363)","(14.0, 28.0, 25.0)","(5.0, 7.0, 6.306666666666667)","(41.0, 65.0, 60.78125)"
11-01-2023 15:34:22.398339,"(1.75, 1.84, 1.808730964467005)","(4.6, 6.2, 5.822222222222222)","(11.0, 17.0, 15.363636363636363)","(14.0, 28.0, 25.0)","(5.0, 7.0, 6.555555555555555)","(41.0, 65.0, 60.78125)"
11-01-2023 15:34:23.430833,"(1.75, 1.84, 1.808730964467005)","(4.6, 6.2, 5.822222222222222)","(11.0, 17.0, 15.363636363636363)","(14.0, 28.0, 25.0)","(5.0, 7.0, 6.555555555555555)","(41.0, 65.0, 60.78125)"
11-01-2023 15:34:24.382161,"(1.75, 1.84, 1.808730964467005)","(4.6, 6.2, 5.822222222222222)","(11.0, 17.0, 15.363636363636363)","(14.0, 28.0, 25.0)","(5.0, 7.0, 6.555555555555555)","(41.0, 65.0, 60.78125)"
11-01-2023 15:34:25.322072,"(1.75, 1.84, 1.808730964467005)","(4.6, 6.2, 5.822222222222222)","(11.0, 17.0, 16.142857142857142)","(14.0, 28.0, 22.833333333333332)","(5.0, 7.0, 6.5)","(41.0, 65.0, 60.78125)"
11-01-2023 15:34:26.263402,"(1.75, 1.84, 1.808730964467005)","(4.6, 6.2, 5.826666666666666)","(11.0, 17.0, 15.75)","(14.0, 27.0, 23.25)","(5.0, 7.0, 6.5)","(41.0, 65.0, 60.78125)"
11-01-2023 15:34:27.415660,"(1.75, 1.84, 1.808730964467005)","(4.6, 6.2, 5.75)","(11.0, 17.0, 16.285714285714285)","(14.0, 27.0, 23.25)","(5.0, 7.0, 6.5)","(41.0, 65.0, 60.78125)"
11-01-2023 15:34:28.411091,"(1.75, 1.84, 1.808730964467005)","(4.6, 6.0, 5.75)","(11.0, 17.0, 16.285714285714285)","(14.0, 27.0, 23.25)","(5.0, 7.0, 6.5)","(41.0, 65.0, 60.78125)"
11-01-2023 15:34:29.419026,"(1.75, 1.84, 1.8084102564102564)","(4.6, 6.0, 5.636363636363637)","(11.0, 17.0, 15.75)","(14.0, 27.0, 23.25)","(5.0, 7.0, 6.5)","(41.0, 65.0, 62.0)"
11-01-2023 15:34:30.461003,"(1.75, 1.84, 1.8084102564102564)","(4.6, 6.0, 5.644444444444444)","(11.0, 17.0, 15.75)","(14.0, 27.0, 23.25)","(5.0, 7.0, 6.5)","(41.0, 65.0, 62.0)"
11-01-2023 15:34:31.395801,"(1.75, 1.84, 1.8084102564102564)","(4.6, 6.0, 5.644444444444444)","(11.0, 17.0, 15.75)","(14.0, 27.0, 23.25)","(5.0, 7.0, 6.5)","(41.0, 65.0, 62.0)"
11-01-2023 15:34:32.385191,"(1.75, 1.84, 1.8110810810810811)","(4.6, 6.0, 5.644444444444444)","(11.0, 16.5, 15.833333333333334)","(14.0, 27.0, 23.25)","(5.0, 7.0, 6.5)","(41.0, 65.0, 62.0)"
11-01-2023 15:34:33.368300,"(1.75, 1.84, 1.8110810810810811)","(4.6, 6.0, 5.644444444444444)","(11.0, 16.5, 15.833333333333334)","(14.0, 27.0, 23.333333333333332)","(5.0, 7.0, 6.5)","(41.0, 65.0, 62.0)"
11-01-2023 15:34:34.354180,"(1.75, 1.84, 1.8110810810810811)","(4.6, 5.8, 5.334883720930232)","(11.0, 16.5, 15.833333333333334)","(14.0, 26.0, 23.333333333333332)","(5.0, 7.0, 6.5)","(41.0, 65.0, 62.0)"
11-01-2023 15:34:35.350725,"(1.75, 1.84, 1.8110810810810811)","(4.6, 5.7, 5.404477611940299)","(11.0, 16.5, 16.416666666666668)","(14.0, 26.0, 29.75)","(5.0, 7.0, 6.5)","(41.0, 65.0, 62.0)"
11-01-2023 15:34:36.319001,"(1.75, 1.84, 1.8110810810810811)","(4.6, 5.7, 5.404411764705883)","(11.0, 16.5, 16.416666666666668)","(14.0, 32.0, 25.142857142857142)","(5.0, 7.0, 6.5)","(41.0, 65.0, 62.0)"
11-01-2023 15:34:37.368756,"(1.75, 1.84, 1.8110810810810811)","(4.6, 5.7, 5.404411764705883)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.333333333333332)","(5.0, 7.0, 6.5)","(41.0, 65.0, 62.0)"
11-01-2023 15:34:38.362787,"(1.75, 1.84, 1.8110810810810811)","(4.6, 5.7, 5.404411764705883)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.333333333333332)","(5.0, 7.0, 6.5)","(41.0, 65.0, 62.0)"
11-01-2023 15:34:39.305044,"(1.75, 1.84, 1.8110810810810811)","(4.6, 5.7, 5.404411764705883)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.333333333333332)","(5.0, 7.0, 6.5)","(41.0, 65.0, 62.0)"
11-01-2023 15:34:40.235952,"(1.75, 1.84, 1.8110810810810811)","(4.6, 5.7, 5.4107142857142865)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.333333333333332)","(5.0, 7.0, 6.5)","(41.0, 65.0, 62.0)"
11-01-2023 15:34:41.251846,"(1.75, 1.84, 1.8110810810810811)","(4.6, 5.7, 5.4107142857142865)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.333333333333332)","(5.0, 7.0, 6.5)","(41.0, 65.0, 62.0)"
11-01-2023 15:34:42.265568,"(1.75, 1.84, 1.8110810810810811)","(4.6, 5.7, 5.4107142857142865)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.333333333333332)","(5.0, 7.0, 6.5)","(41.0, 65.0, 62.0)"
11-01-2023 15:34:43.353968,"(1.75, 1.84, 1.8110810810810811)","(4.6, 5.7, 5.4107142857142865)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.333333333333332)","(5.0, 7.0, 6.5)","(41.0, 65.0, 62.0)"
11-01-2023 15:34:44.399123,"(1.75, 1.84, 1.8110810810810811)","(4.6, 5.7, 5.4107142857142865)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.333333333333332)","(5.0, 7.0, 6.5)","(41.0, 65.0, 62.0)"
11-01-2023 15:34:45.337521,"(1.75, 1.84, 1.8110810810810811)","(4.6, 5.7, 5.4107142857142865)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.333333333333332)","(5.0, 7.0, 6.5)","(41.0, 65.0, 62.0)"
11-01-2023 15:34:46.275673,"(1.75, 1.84, 1.8110810810810811)","(4.6, 5.7, 5.409677419354839)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.333333333333332)","(5.0, 7.0, 6.5)","(41.0, 65.0, 62.0)"
11-01-2023 15:34:47.229658,"(1.75, 1.84, 1.8110810810810811)","(4.6, 5.7, 5.409677419354839)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.333333333333332)","(5.0, 7.0, 6.5)","(41.0, 65.0, 62.0)"
11-01-2023 15:34:48.294514,"(1.75, 1.84, 1.8110810810810811)","(4.6, 5.7, 5.409677419354839)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.333333333333332)","(5.0, 7.0, 6.5)","(41.0, 65.0, 62.0)"
11-01-2023 15:34:49.316981,"(1.75, 1.83, 1.8267391304347826)","(4.6, 5.7, 5.409677419354839)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.454545454545453)","(5.0, 7.0, 6.5)","(41.0, 65.0, 62.0)"
11-01-2023 15:34:50.318784,"(1.75, 1.83, 1.8267391304347826)","(4.6, 5.7, 5.409677419354839)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.454545454545453)","(5.0, 7.0, 6.5)","(41.0, 65.0, 62.0)"
11-01-2023 15:34:51.319482,"(1.75, 1.83, 1.8286046511627907)","(4.6, 5.7, 5.409677419354839)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.454545454545453)","(5.0, 7.0, 6.5)","(41.0, 65.0, 62.0)"
11-01-2023 15:34:52.331922,"(1.75, 1.83, 1.8286046511627907)","(4.6, 5.7, 5.409677419354839)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.454545454545453)","(5.0, 7.0, 6.5)","(41.0, 65.0, 62.0)"
11-01-2023 15:34:53.243412,"(1.75, 1.84, 1.814909090909091)","(4.6, 5.7, 5.409677419354839)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.454545454545453)","(5.0, 7.0, 6.5)","(41.0, 65.0, 58.75)"
11-01-2023 15:34:54.239752,"(1.75, 1.84, 1.8220779220779222)","(4.6, 5.7, 5.409677419354839)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.454545454545453)","(5.0, 7.0, 6.5)","(41.0, 65.0, 58.75)"
11-01-2023 15:34:55.136974,"(1.75, 1.84, 1.8220779220779222)","(4.6, 5.7, 5.409677419354839)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.454545454545453)","(5.0, 7.0, 6.5)","(41.0, 65.0, 63.0)"
11-01-2023 15:34:56.158341,"(1.75, 1.84, 1.8220779220779222)","(4.6, 5.7, 5.409677419354839)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.454545454545453)","(5.0, 7.0, 6.5)","(41.0, 65.0, 60.714285714285715)"
11-01-2023 15:34:57.150305,"(1.75, 1.84, 1.8220779220779222)","(4.6, 5.7, 5.409677419354839)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.333333333333332)","(5.0, 7.0, 6.5)","(41.0, 65.0, 60.714285714285715)"
11-01-2023 15:34:58.204246,"(1.75, 1.84, 1.8220779220779222)","(4.6, 5.7, 5.409677419354839)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.333333333333332)","(5.0, 7.0, 6.5)","(41.0, 65.0, 60.714285714285715)"
11-01-2023 15:34:59.250559,"(1.75, 1.84, 1.8227118644067797)","(4.6, 5.7, 5.409677419354839)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.333333333333332)","(5.0, 7.0, 6.5)","(41.0, 65.0, 60.714285714285715)"
11-01-2023 15:35:00.265161,"(1.75, 1.85, 1.8384615384615386)","(4.6, 5.7, 5.336363636363636)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.333333333333332)","(5.0, 7.0, 6.5)","(41.0, 65.0, 60.714285714285715)"
11-01-2023 15:35:01.266743,"(1.75, 1.85, 1.8384615384615386)","(4.6, 5.7, 5.25)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.333333333333332)","(5.0, 7.0, 6.5)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:02.152682,"(1.75, 1.85, 1.8485)","(4.6, 5.6, 5.3352941176470585)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 25.333333333333332)","(5.0, 7.0, 6.5)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:03.099787,"(1.75, 1.85, 1.8485)","(4.6, 5.6, 5.247058823529412)","(11.0, 17.0, 16.789473684210527)","(14.0, 32.0, 23.818181818181817)","(5.0, 7.0, 6.5)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:04.203205,"(1.75, 1.85, 1.8485)","(4.6, 5.6, 5.377777777777777)","(11.0, 17.0, 16.0)","(14.0, 32.0, 22.8)","(5.0, 7.0, 6.5)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:05.360290,"(1.75, 1.85, 1.8485)","(4.6, 5.6, 5.433333333333333)","(11.0, 17.0, 16.0)","(14.0, 30.0, 23.454545454545453)","(5.0, 7.0, 6.5)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:06.363450,"(1.75, 1.85, 1.8472727272727274)","(4.6, 5.6, 5.433333333333333)","(11.0, 17.0, 16.0)","(14.0, 30.0, 23.454545454545453)","(5.0, 7.0, 6.5)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:07.313179,"(1.75, 1.85, 1.8472727272727274)","(4.6, 5.6, 5.433333333333333)","(11.0, 17.0, 16.0)","(14.0, 30.0, 21.9)","(5.0, 7.0, 6.5)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:08.191117,"(1.75, 1.85, 1.8472727272727274)","(4.6, 5.6, 5.433333333333333)","(11.0, 17.0, 16.0)","(14.0, 30.0, 22.8)","(5.0, 7.0, 6.5)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:09.233125,"(1.75, 1.85, 1.8472727272727274)","(4.6, 5.6, 5.475)","(11.0, 17.0, 16.0)","(14.0, 30.0, 24.46153846153846)","(5.0, 7.0, 6.411764705882353)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:10.284417,"(1.75, 1.85, 1.8472727272727274)","(4.6, 5.6, 5.475)","(11.0, 16.5, 16.0)","(14.0, 30.0, 24.46153846153846)","(5.0, 7.0, 6.56)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:11.344508,"(1.75, 1.87, 1.86)","(4.6, 5.6, 5.4947368421052625)","(11.0, 16.5, 16.0)","(14.0, 30.0, 22.8)","(5.0, 6.8, 6.32)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:12.329087,"(1.75, 1.87, 1.8672727272727274)","(4.6, 5.6, 5.4947368421052625)","(11.0, 16.5, 16.0)","(14.0, 30.0, 22.8)","(5.0, 6.8, 6.072727272727272)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:13.262113,"(1.75, 1.9, 1.8626865671641792)","(4.6, 5.6, 5.4947368421052625)","(11.0, 16.5, 16.0)","(14.0, 30.0, 22.8)","(5.0, 6.8, 6.072727272727272)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:14.173391,"(1.75, 1.9, 1.8814814814814815)","(4.6, 5.6, 5.4947368421052625)","(11.0, 16.5, 16.0)","(14.0, 29.0, 22.77777777777778)","(5.0, 6.8, 6.072727272727272)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:15.090865,"(1.75, 1.9, 1.8904761904761904)","(4.6, 5.6, 5.4947368421052625)","(11.0, 16.5, 16.0)","(14.0, 28.0, 24.0)","(5.0, 6.8, 6.072727272727272)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:15.978524,"(1.75, 1.9, 1.8904761904761904)","(4.6, 5.6, 5.4947368421052625)","(11.0, 16.5, 16.0)","(14.0, 28.0, 22.857142857142858)","(5.0, 6.8, 6.072727272727272)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:16.898191,"(1.75, 1.9, 1.8904761904761904)","(4.6, 5.6, 5.4947368421052625)","(11.0, 16.5, 16.0)","(14.0, 28.0, 22.857142857142858)","(5.0, 6.8, 6.072727272727272)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:17.830241,"(1.75, 1.9, 1.8933333333333333)","(4.6, 5.6, 5.4947368421052625)","(11.0, 16.5, 16.0)","(14.0, 28.0, 23.5)","(5.0, 6.8, 6.072727272727272)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:18.778095,"(1.75, 1.9, 1.8933333333333333)","(4.6, 5.6, 5.4947368421052625)","(11.0, 16.5, 16.0)","(14.0, 28.0, 23.5)","(5.0, 6.8, 6.072727272727272)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:19.755265,"(1.75, 1.9, 1.8933333333333333)","(4.6, 5.6, 5.4947368421052625)","(11.0, 16.5, 16.0)","(14.0, 28.0, 23.5)","(5.0, 6.8, 6.072727272727272)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:20.671569,"(1.75, 1.9, 1.8933333333333333)","(4.6, 5.6, 5.4947368421052625)","(11.0, 16.5, 16.0)","(14.0, 28.0, 23.5)","(5.0, 6.8, 6.072727272727272)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:21.608239,"(1.75, 1.9, 1.8933333333333333)","(4.6, 5.6, 5.4947368421052625)","(11.0, 16.5, 16.0)","(14.0, 28.0, 23.5)","(5.0, 6.8, 6.072727272727272)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:22.520187,"(1.75, 1.9, 1.8946666666666665)","(4.6, 5.6, 5.4947368421052625)","(11.0, 16.5, 16.0)","(14.0, 28.0, 23.5)","(5.0, 6.8, 6.072727272727272)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:23.384486,"(1.75, 1.9, 1.8946666666666665)","(4.6, 5.6, 5.4947368421052625)","(11.0, 16.5, 16.0)","(14.0, 28.0, 23.5)","(5.0, 6.6, 6.3999999999999995)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:24.228734,"(1.75, 1.9, 1.8946666666666665)","(4.6, 5.6, 5.4947368421052625)","(11.0, 16.5, 16.0)","(14.0, 28.0, 23.5)","(5.0, 6.8, 6.08)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:25.108764,"(1.75, 1.9, 1.8923809523809523)","(4.6, 5.6, 5.4947368421052625)","(11.0, 16.5, 16.0)","(14.0, 28.0, 23.5)","(5.0, 6.8, 6.224)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:26.012032,"(1.75, 1.9, 1.8923809523809523)","(4.6, 5.6, 5.4947368421052625)","(11.0, 16.5, 16.0)","(14.0, 28.0, 23.5)","(5.0, 6.8, 6.285714285714286)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:26.974502,"(1.75, 1.9, 1.8923809523809523)","(4.6, 5.6, 5.482352941176471)","(11.0, 16.5, 16.0)","(14.0, 28.0, 23.5)","(5.0, 6.8, 6.285714285714286)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:27.880024,"(1.75, 1.9, 1.8923809523809523)","(4.6, 5.6, 5.4461538461538455)","(11.0, 16.5, 16.0)","(14.0, 28.0, 23.5)","(5.0, 6.8, 6.285714285714286)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:28.784498,"(1.75, 1.9, 1.8923809523809523)","(4.6, 5.6, 5.4461538461538455)","(11.0, 16.5, 16.0)","(14.0, 28.0, 23.5)","(5.0, 6.8, 6.285714285714286)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:30.086765,"(1.75, 1.9, 1.8923809523809523)","(4.6, 5.6, 5.4461538461538455)","(11.0, 16.5, 16.0)","(14.0, 28.0, 23.5)","(5.0, 6.8, 6.285714285714286)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:31.003935,"(1.75, 1.9, 1.8923809523809523)","(4.6, 5.6, 5.4461538461538455)","(11.0, 16.5, 16.0)","(14.0, 28.0, 23.5)","(5.0, 6.8, 6.285714285714286)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:32.059116,"(1.75, 1.9, 1.8923809523809523)","(4.6, 5.6, 5.4461538461538455)","(11.0, 16.5, 16.0)","(14.0, 28.0, 23.5)","(5.0, 6.8, 6.368)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:33.053292,"(1.75, 1.9, 1.894074074074074)","(4.6, 5.6, 5.4461538461538455)","(11.0, 16.5, 16.0)","(14.0, 28.0, 23.5)","(5.0, 6.8, 6.092307692307692)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:33.981542,"(1.75, 1.9, 1.8870588235294117)","(4.6, 6.0, 5.37)","(11.0, 16.5, 16.0)","(14.0, 28.0, 23.5)","(5.0, 6.8, 6.092307692307692)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:34.999704,"(1.75, 1.9, 1.8933333333333333)","(4.6, 5.8, 5.683333333333334)","(11.0, 16.5, 15.666666666666666)","(14.0, 28.0, 23.5)","(5.0, 6.6, 6.3999999999999995)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:35.897613,"(1.75, 1.9, 1.8933333333333333)","(4.6, 5.8, 5.5375)","(11.0, 16.5, 15.666666666666666)","(14.0, 28.0, 23.5)","(5.0, 6.6, 6.3999999999999995)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:37.036459,"(1.75, 1.9, 1.8933333333333333)","(4.6, 5.7, 5.5285714285714285)","(11.0, 16.5, 15.666666666666666)","(14.0, 28.0, 23.5)","(5.0, 6.6, 6.3999999999999995)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:37.915369,"(1.75, 1.9, 1.8933333333333333)","(4.6, 5.7, 5.5285714285714285)","(11.0, 16.5, 15.666666666666666)","(14.0, 28.0, 23.5)","(5.0, 6.6, 6.3999999999999995)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:39.003294,"(1.75, 1.9, 1.8933333333333333)","(4.6, 5.7, 5.5285714285714285)","(11.0, 16.5, 15.666666666666666)","(14.0, 28.0, 23.5)","(5.0, 6.6, 6.3999999999999995)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:39.988133,"(1.75, 1.9, 1.8933333333333333)","(4.6, 5.7, 5.5285714285714285)","(11.0, 16.5, 15.666666666666666)","(14.0, 28.0, 23.5)","(5.0, 6.6, 6.3999999999999995)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:41.024318,"(1.75, 1.9, 1.8933333333333333)","(4.6, 5.7, 5.5285714285714285)","(11.0, 16.5, 15.666666666666666)","(14.0, 28.0, 23.5)","(5.0, 6.6, 6.3999999999999995)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:41.956624,"(1.75, 1.9, 1.8933333333333333)","(4.6, 5.7, 5.5285714285714285)","(11.0, 16.5, 15.666666666666666)","(14.0, 28.0, 23.5)","(5.0, 6.6, 6.3999999999999995)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:42.848165,"(1.75, 1.9, 1.8933333333333333)","(4.6, 5.7, 5.5285714285714285)","(11.0, 16.5, 15.666666666666666)","(14.0, 28.0, 23.5)","(5.0, 6.6, 6.3999999999999995)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:43.823364,"(1.75, 1.9, 1.8933333333333333)","(4.6, 5.7, 5.5285714285714285)","(11.0, 16.5, 15.666666666666666)","(14.0, 28.0, 27.0)","(5.0, 6.6, 6.3999999999999995)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:44.690771,"(1.75, 1.9, 1.8933333333333333)","(4.6, 5.7, 5.5285714285714285)","(11.0, 16.5, 15.666666666666666)","(14.0, 32.0, 27.0)","(5.0, 6.6, 6.3999999999999995)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:45.566336,"(1.75, 1.9, 1.8933333333333333)","(4.6, 5.7, 5.5285714285714285)","(11.0, 16.5, 15.666666666666666)","(14.0, 32.0, 25.75)","(5.0, 6.6, 6.3999999999999995)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:46.488791,"(1.75, 1.9, 1.8933333333333333)","(4.6, 5.7, 5.5285714285714285)","(11.0, 16.5, 15.666666666666666)","(14.0, 32.0, 25.75)","(5.0, 6.6, 6.3999999999999995)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:47.525653,"(1.75, 1.9, 1.8933333333333333)","(4.6, 5.7, 5.5285714285714285)","(11.0, 16.5, 15.666666666666666)","(14.0, 30.0, 28.0)","(5.0, 6.6, 6.3999999999999995)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:48.429060,"(1.75, 1.9, 1.8933333333333333)","(4.6, 5.7, 5.5285714285714285)","(11.0, 16.5, 15.666666666666666)","(14.0, 30.0, 28.0)","(5.0, 6.6, 6.3999999999999995)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:49.435518,"(1.75, 1.9, 1.8933333333333333)","(4.6, 5.7, 5.566666666666666)","(11.0, 16.5, 15.666666666666666)","(14.0, 30.0, 26.2)","(5.0, 6.6, 6.3999999999999995)","(41.0, 65.0, 60.55555555555556)"
11-01-2023 15:35:50.421746,"(1.75, 1.9, 1.8933333333333333)","(4.6, 5.7, 5.566666666666666)","(11.0, 16.5, 15.666666666666666)","(14.0, 29.0, 26.2)","(5.0, 6.6, 6.3999999999999995)","(41.0, 65.0, 52.333333333333336)"
11-01-2023 15:35:51.429310,"(1.75, 1.9, 1.8901176470588235)","(4.6, 5.7, 5.5285714285714285)","(11.0, 16.5, 15.666666666666666)","(14.0, 29.0, 25.5)","(5.0, 6.6, 6.3999999999999995)","(41.0, 65.0, 51.6)"
11-01-2023 15:35:52.295369,"(1.75, 1.9, 1.8901176470588235)","(4.6, 5.7, 5.5285714285714285)","(11.0, 16.5, 15.666666666666666)","(14.0, 29.0, 25.5)","(5.0, 6.6, 6.3999999999999995)","(41.0, 60.0, 53.2)"
11-01-2023 15:35:53.167051,"(1.75, 1.9, 1.8901176470588235)","(4.6, 5.7, 5.5285714285714285)","(11.0, 16.5, 15.666666666666666)","(14.0, 29.0, 25.5)","(5.0, 6.6, 6.3999999999999995)","(41.0, 55.0, 53.2)"
11-01-2023 15:35:54.130695,"(1.75, 1.9, 1.8901176470588235)","(4.6, 5.7, 5.5285714285714285)","(11.0, 16.5, 15.666666666666666)","(14.0, 29.0, 25.5)","(5.0, 6.6, 6.3999999999999995)","(41.0, 55.0, 53.2)"
11-01-2023 15:35:55.075046,"(1.75, 1.9, 1.8901176470588235)","(4.6, 5.7, 5.5285714285714285)","(11.0, 16.5, 15.666666666666666)","(14.0, 29.0, 27.25)","(5.0, 6.6, 6.3999999999999995)","(41.0, 55.0, 53.2)"
11-01-2023 15:35:56.068579,"(1.75, 1.9, 1.8904545454545454)","(4.6, 5.7, 5.5285714285714285)","(11.0, 16.5, 15.666666666666666)","(14.0, 29.0, 27.25)","(5.0, 6.6, 6.3999999999999995)","(41.0, 55.0, 53.2)"
11-01-2023 15:35:56.974438,"(1.75, 1.9, 1.8904545454545454)","(4.6, 5.7, 5.5285714285714285)","(11.0, 16.5, 15.666666666666666)","(14.0, 29.0, 27.25)","(5.0, 6.6, 6.123076923076923)","(41.0, 55.0, 49.5)"
