,Slingshot Snoop,Aston Esme,Rock Icon,Conor Pass,Dollar Signs,My Names Lyn,Smiling Quartile,Midnight Marilyn
04-01-2023 14:10:51.457036,"(1.8, 2.46, 1.9285714285714286)","(11.0, 24.0, 21.75)","(8.5, 19.0, 17.5)","(11.0, 18.5, 17.125)","(3.3, 4.2, 3.44)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 100.0, 93.25)"
04-01-2023 14:10:52.599505,"(1.8, 2.48, 1.9466666666666668)","(11.0, 24.0, 21.75)","(8.5, 19.0, 17.5)","(11.0, 18.5, 17.125)","(3.3, 4.2, 3.8)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 100.0, 93.25)"
04-01-2023 14:10:53.717462,"(1.8, 2.46, 1.9285714285714286)","(11.0, 24.0, 21.75)","(8.5, 19.0, 17.5)","(11.0, 18.5, 17.125)","(3.3, 4.2, 3.8)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 100.0, 93.25)"
04-01-2023 14:10:54.756692,"(1.8, 2.48, 1.8933333333333333)","(11.0, 24.0, 21.0)","(8.5, 19.0, 17.5)","(11.0, 18.5, 17.125)","(3.3, 4.2, 3.8)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 100.0, 93.25)"
04-01-2023 14:10:55.787508,"(1.8, 2.48, 1.8933333333333333)","(11.0, 24.0, 21.0)","(8.5, 19.0, 17.5)","(11.0, 18.5, 17.125)","(3.3, 4.2, 3.744444444444444)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 100.0, 93.25)"
04-01-2023 14:10:56.796860,"(1.8, 2.48, 1.8933333333333333)","(11.0, 24.0, 21.0)","(8.5, 19.0, 17.5)","(11.0, 18.5, 17.125)","(3.3, 4.1, 3.744444444444444)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 100.0, 93.25)"
04-01-2023 14:10:57.909200,"(1.8, 2.48, 1.8933333333333333)","(11.0, 24.0, 21.857142857142858)","(8.5, 19.0, 17.5)","(11.0, 18.5, 17.125)","(3.3, 4.1, 3.744444444444444)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 100.0, 93.25)"
04-01-2023 14:10:59.209197,"(1.8, 2.48, 1.8933333333333333)","(11.0, 24.0, 21.857142857142858)","(8.5, 19.0, 17.5)","(11.0, 18.5, 17.125)","(3.3, 4.1, 3.744444444444444)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 100.0, 93.25)"
04-01-2023 14:11:00.312329,"(1.8, 2.46, 1.9175)","(11.0, 24.0, 21.857142857142858)","(8.5, 19.0, 17.5)","(11.0, 18.5, 17.125)","(3.3, 4.1, 3.744444444444444)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 100.0, 93.25)"
04-01-2023 14:11:01.451862,"(1.8, 2.46, 1.9175)","(11.0, 24.0, 20.666666666666668)","(8.5, 19.0, 17.5)","(11.0, 18.5, 17.125)","(3.3, 4.1, 3.744444444444444)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 100.0, 92.28571428571428)"
04-01-2023 14:11:02.596346,"(1.8, 2.44, 1.94)","(11.0, 24.0, 21.25)","(8.5, 19.0, 17.5)","(11.0, 18.5, 17.125)","(3.3, 4.1, 3.6888888888888887)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 100.0, 92.28571428571428)"
04-01-2023 14:11:03.619606,"(1.8, 2.44, 1.94)","(11.0, 24.0, 21.25)","(8.5, 17.5, 16.5)","(11.0, 18.5, 17.125)","(3.3, 4.0, 3.661111111111111)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 100.0, 92.28571428571428)"
04-01-2023 14:11:04.680560,"(1.8, 2.44, 1.94)","(11.0, 24.0, 21.25)","(8.5, 17.5, 16.5)","(11.0, 18.5, 17.125)","(3.3, 3.95, 3.661111111111111)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 100.0, 92.28571428571428)"
04-01-2023 14:11:05.690840,"(1.8, 2.44, 1.94)","(11.0, 24.0, 21.884615384615383)","(8.5, 17.5, 16.5)","(11.0, 18.5, 17.125)","(3.3, 3.95, 3.661111111111111)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 100.0, 92.28571428571428)"
04-01-2023 14:11:06.698198,"(1.8, 2.44, 1.94)","(11.0, 24.0, 21.884615384615383)","(8.5, 17.5, 16.5)","(11.0, 18.5, 17.125)","(3.3, 3.95, 3.661111111111111)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 100.0, 92.28571428571428)"
04-01-2023 14:11:07.711330,"(1.8, 2.44, 1.94)","(11.0, 24.0, 21.884615384615383)","(8.5, 17.5, 16.5)","(11.0, 18.5, 17.125)","(3.3, 3.95, 3.661111111111111)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 100.0, 92.28571428571428)"
04-01-2023 14:11:08.810850,"(1.8, 2.44, 1.94)","(11.0, 24.0, 21.5)","(8.5, 17.5, 16.5)","(11.0, 18.5, 17.125)","(3.3, 3.95, 3.661111111111111)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 100.0, 92.28571428571428)"
04-01-2023 14:11:09.845148,"(1.8, 2.44, 1.94)","(11.0, 24.0, 21.5)","(8.5, 17.5, 16.5)","(11.0, 18.5, 17.125)","(3.3, 3.95, 3.661111111111111)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 100.0, 92.28571428571428)"
04-01-2023 14:11:10.842610,"(1.8, 2.44, 1.94)","(11.0, 24.0, 21.5)","(8.5, 17.5, 16.5)","(11.0, 18.5, 17.125)","(3.3, 3.95, 3.661111111111111)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 100.0, 92.28571428571428)"
04-01-2023 14:11:11.854640,"(1.8, 2.44, 1.94)","(11.0, 24.0, 21.916666666666668)","(8.5, 17.5, 16.5)","(11.0, 18.5, 17.125)","(3.3, 3.95, 3.661111111111111)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 100.0, 92.28571428571428)"
04-01-2023 14:11:12.830678,"(1.8, 2.44, 1.94)","(11.0, 24.0, 21.916666666666668)","(8.5, 17.5, 16.5)","(11.0, 18.5, 17.125)","(3.3, 3.95, 3.5999999999999996)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 100.0, 92.28571428571428)"
04-01-2023 14:11:13.806112,"(1.8, 2.44, 2.2733333333333334)","(11.0, 24.0, 21.916666666666668)","(8.5, 17.5, 16.5)","(11.0, 18.5, 17.125)","(3.3, 3.9, 3.5999999999999996)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 100.0, 92.28571428571428)"
04-01-2023 14:11:14.803559,"(1.8, 2.46, 2.2864)","(11.0, 24.0, 20.428571428571427)","(8.5, 17.5, 16.5)","(11.0, 18.5, 17.125)","(3.3, 3.9, 3.5999999999999996)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 100.0, 92.28571428571428)"
04-01-2023 14:11:15.849370,"(1.8, 2.44, 2.276111111111111)","(11.0, 24.0, 21.75)","(8.5, 17.5, 16.5)","(11.0, 18.5, 17.125)","(3.3, 3.85, 3.575)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 100.0, 88.0)"
04-01-2023 14:11:16.910532,"(1.8, 2.44, 2.276111111111111)","(11.0, 24.0, 21.75)","(8.5, 17.5, 17.833333333333332)","(11.0, 18.5, 17.125)","(3.3, 3.85, 3.575)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:18.021293,"(1.8, 2.44, 2.07125)","(11.0, 24.0, 21.75)","(8.5, 19.5, 15.785714285714286)","(11.0, 18.5, 17.125)","(3.3, 3.85, 3.575)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:19.071505,"(1.8, 2.44, 2.263529411764706)","(11.0, 24.0, 21.75)","(8.5, 19.0, 15.785714285714286)","(11.0, 18.5, 17.125)","(3.3, 3.85, 3.35)","(21.0, 75.0, 71.5)","(16.0, 40.0, 35.26315789473684)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:20.083459,"(1.8, 2.44, 2.263529411764706)","(11.0, 24.0, 21.75)","(8.5, 19.0, 15.625)","(11.0, 18.5, 17.125)","(3.3, 3.85, 3.55)","(21.0, 75.0, 71.81818181818181)","(16.0, 40.0, 35.5)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:21.104793,"(1.8, 2.44, 2.1672727272727275)","(11.0, 24.0, 21.75)","(8.5, 19.0, 15.625)","(11.0, 18.5, 17.125)","(3.3, 3.85, 3.575)","(21.0, 75.0, 71.81818181818181)","(16.0, 40.0, 35.5)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:22.113612,"(1.8, 2.48, 2.291764705882353)","(11.0, 24.0, 18.583333333333332)","(8.5, 19.0, 15.625)","(11.0, 18.5, 17.125)","(3.3, 3.85, 3.575)","(21.0, 75.0, 71.81818181818181)","(16.0, 40.0, 35.5)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:23.121521,"(1.8, 2.46, 2.277647058823529)","(11.0, 24.0, 21.0)","(8.5, 19.0, 15.785714285714286)","(11.0, 18.5, 17.125)","(3.3, 3.85, 3.575)","(21.0, 75.0, 71.81818181818181)","(16.0, 40.0, 35.5)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:24.358638,"(1.8, 2.46, 2.277647058823529)","(11.0, 24.0, 21.0)","(8.5, 19.0, 15.785714285714286)","(11.0, 18.5, 17.125)","(3.3, 3.85, 4.05)","(21.0, 75.0, 71.81818181818181)","(16.0, 40.0, 35.5)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:25.465204,"(1.8, 2.46, 2.1211111111111114)","(11.0, 24.0, 21.0)","(8.5, 19.0, 15.785714285714286)","(11.0, 18.5, 17.125)","(3.3, 4.2, 3.646153846153846)","(21.0, 75.0, 71.81818181818181)","(16.0, 40.0, 35.5)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:26.707856,"(1.8, 2.46, 2.1211111111111114)","(11.0, 24.0, 21.857142857142858)","(8.5, 19.0, 15.785714285714286)","(11.0, 18.5, 17.125)","(3.3, 4.2, 3.6999999999999997)","(21.0, 75.0, 71.81818181818181)","(16.0, 40.0, 35.5)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:27.767189,"(1.8, 2.46, 2.1211111111111114)","(11.0, 24.0, 21.857142857142858)","(8.5, 19.0, 15.785714285714286)","(11.0, 18.5, 17.125)","(3.3, 4.1, 3.6888888888888887)","(21.0, 75.0, 71.81818181818181)","(16.0, 40.0, 35.5)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:28.826454,"(1.8, 2.46, 2.1211111111111114)","(11.0, 24.0, 20.666666666666668)","(8.5, 19.0, 15.785714285714286)","(11.0, 18.5, 17.125)","(3.3, 4.0, 3.6888888888888887)","(21.0, 75.0, 71.81818181818181)","(16.0, 40.0, 35.5)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:29.853044,"(1.8, 2.46, 2.094)","(11.0, 24.0, 21.25)","(8.5, 19.0, 15.785714285714286)","(11.0, 18.5, 17.125)","(3.3, 4.0, 3.6888888888888887)","(21.0, 75.0, 71.81818181818181)","(16.0, 40.0, 35.5)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:30.935626,"(1.8, 2.46, 2.094)","(11.0, 24.0, 21.25)","(8.5, 19.0, 15.785714285714286)","(11.0, 18.5, 17.125)","(3.3, 4.0, 3.6888888888888887)","(21.0, 75.0, 71.81818181818181)","(16.0, 40.0, 35.5)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:31.979897,"(1.8, 2.46, 2.094)","(11.0, 24.0, 21.25)","(8.5, 19.0, 15.785714285714286)","(11.0, 18.5, 17.125)","(3.3, 4.0, 3.6888888888888887)","(21.0, 75.0, 71.81818181818181)","(16.0, 40.0, 35.5)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:33.018898,"(1.8, 2.46, 2.094)","(11.0, 24.0, 21.884615384615383)","(8.5, 19.0, 15.785714285714286)","(11.0, 18.5, 17.125)","(3.3, 4.0, 3.4)","(21.0, 75.0, 71.81818181818181)","(16.0, 40.0, 35.5)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:34.086752,"(1.8, 2.48, 2.079090909090909)","(11.0, 24.0, 21.884615384615383)","(8.5, 19.0, 15.785714285714286)","(11.0, 18.5, 17.125)","(3.3, 4.0, 3.6888888888888887)","(21.0, 75.0, 71.81818181818181)","(16.0, 40.0, 35.5)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:35.095824,"(1.8, 2.46, 2.094)","(11.0, 24.0, 21.884615384615383)","(8.5, 19.0, 15.785714285714286)","(11.0, 18.5, 17.125)","(3.3, 4.0, 3.6888888888888887)","(21.0, 75.0, 71.81818181818181)","(16.0, 40.0, 35.5)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:36.161447,"(1.8, 2.46, 2.094)","(11.0, 24.0, 20.5625)","(8.5, 19.0, 15.785714285714286)","(11.0, 18.5, 17.125)","(3.3, 3.95, 3.661111111111111)","(21.0, 75.0, 71.81818181818181)","(16.0, 40.0, 35.5)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:37.377318,"(1.8, 2.44, 2.112222222222222)","(11.0, 24.0, 21.5)","(9.0, 19.0, 15.785714285714286)","(12.0, 18.5, 17.125)","(3.3, 3.95, 3.661111111111111)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 35.5)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:38.459563,"(1.8, 2.44, 2.112222222222222)","(11.0, 24.0, 21.916666666666668)","(9.0, 19.0, 15.785714285714286)","(12.0, 18.5, 17.125)","(3.3, 3.95, 3.661111111111111)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 35.5)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:39.534020,"(1.8, 2.44, 2.112222222222222)","(11.0, 24.0, 21.916666666666668)","(9.0, 19.5, 17.833333333333332)","(12.0, 18.5, 17.125)","(3.3, 3.95, 3.661111111111111)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 35.5)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:40.633122,"(1.8, 2.44, 2.112222222222222)","(11.0, 24.0, 21.916666666666668)","(9.0, 19.0, 15.785714285714286)","(12.0, 18.5, 17.125)","(3.3, 3.9, 3.5999999999999996)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 35.5)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:41.756737,"(1.8, 2.44, 2.0775)","(11.0, 24.0, 21.916666666666668)","(9.0, 19.0, 15.785714285714286)","(12.0, 18.5, 14.166666666666666)","(3.3, 3.9, 3.6)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:42.785635,"(1.8, 2.42, 2.243157894736842)","(11.0, 24.0, 21.916666666666668)","(9.0, 19.0, 15.785714285714286)","(12.0, 16.5, 14.166666666666666)","(3.3, 3.85, 3.6)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:43.802776,"(1.8, 2.46, 2.305)","(11.0, 24.0, 21.75)","(9.0, 19.0, 15.785714285714286)","(12.0, 18.5, 15.25)","(3.3, 3.85, 3.6)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:44.861449,"(1.8, 2.46, 2.296111111111111)","(11.0, 24.0, 21.75)","(9.0, 19.0, 15.785714285714286)","(12.0, 16.0, 15.0)","(3.3, 3.85, 3.6)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 95.0, 88.0)"
04-01-2023 14:11:46.019799,"(1.8, 2.46, 2.2736842105263158)","(11.0, 24.0, 21.75)","(9.0, 19.0, 15.785714285714286)","(12.0, 16.0, 15.0)","(3.3, 3.85, 3.6)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 95.0, 83.71428571428572)"
04-01-2023 14:11:47.091541,"(1.8, 2.46, 2.2736842105263158)","(11.0, 24.0, 21.75)","(9.0, 19.0, 15.785714285714286)","(12.0, 16.0, 15.0)","(3.3, 3.85, 3.6)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 90.0, 83.71428571428572)"
04-01-2023 14:11:48.200190,"(1.8, 2.46, 2.2736842105263158)","(11.0, 24.0, 21.75)","(9.0, 19.0, 15.785714285714286)","(12.0, 16.0, 15.0)","(3.3, 3.85, 3.6045454545454545)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 90.0, 83.71428571428572)"
04-01-2023 14:11:49.261370,"(1.8, 2.42, 2.2463157894736843)","(11.0, 24.0, 21.75)","(9.0, 19.0, 15.785714285714286)","(12.0, 16.0, 15.0)","(3.3, 3.85, 3.6045454545454545)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 90.0, 83.71428571428572)"
04-01-2023 14:11:50.381742,"(1.8, 2.5, 2.455)","(11.0, 24.0, 16.5)","(9.0, 19.0, 15.785714285714286)","(12.0, 16.0, 15.0)","(3.3, 3.85, 3.6045454545454545)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 90.0, 83.71428571428572)"
04-01-2023 14:11:51.527884,"(1.8, 2.48, 2.3105555555555557)","(11.0, 24.0, 19.75)","(9.0, 19.0, 15.785714285714286)","(12.0, 16.0, 15.0)","(3.3, 3.85, 3.6045454545454545)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 90.0, 83.71428571428572)"
04-01-2023 14:11:52.697713,"(1.8, 2.48, 2.3105555555555557)","(11.0, 24.0, 19.75)","(9.0, 19.0, 15.625)","(12.0, 16.0, 15.0)","(3.3, 3.85, 3.6045454545454545)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 90.0, 83.71428571428572)"
04-01-2023 14:11:53.997912,"(1.8, 2.48, 2.3105555555555557)","(11.0, 24.0, 21.763157894736842)","(9.0, 19.0, 17.5)","(12.0, 16.0, 15.0)","(3.3, 3.85, 3.6)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 90.0, 83.71428571428572)"
04-01-2023 14:11:55.236657,"(1.8, 2.48, 2.1133333333333333)","(11.0, 24.0, 21.875)","(9.0, 19.0, 17.5)","(12.0, 16.0, 15.0)","(3.3, 3.85, 3.6045454545454545)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 90.0, 83.71428571428572)"
04-01-2023 14:11:56.284650,"(1.8, 2.48, 2.1133333333333333)","(11.0, 24.0, 21.875)","(9.0, 19.0, 17.5)","(12.0, 16.0, 15.0)","(3.3, 3.85, 3.6045454545454545)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 90.0, 83.71428571428572)"
04-01-2023 14:11:57.358189,"(1.8, 2.48, 2.203076923076923)","(11.0, 24.0, 21.166666666666664)","(9.0, 19.0, 17.5)","(12.0, 16.0, 15.0)","(3.3, 3.85, 3.6045454545454545)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 90.0, 83.71428571428572)"
04-01-2023 14:11:58.406110,"(1.8, 2.46, 2.2183333333333333)","(11.0, 24.0, 20.0)","(9.0, 19.0, 17.5)","(12.0, 16.0, 15.0)","(3.3, 3.85, 3.6045454545454545)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 90.0, 109.42857142857143)"
04-01-2023 14:11:59.490774,"(1.8, 2.46, 2.2183333333333333)","(11.0, 24.0, 21.77777777777778)","(9.0, 19.0, 17.5)","(12.0, 16.0, 15.0)","(3.3, 3.85, 3.6045454545454545)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 120.0, 109.42857142857143)"
04-01-2023 14:12:00.657213,"(1.8, 2.46, 2.2183333333333333)","(11.0, 24.0, 21.77777777777778)","(9.0, 19.0, 17.5)","(12.0, 16.0, 15.0)","(3.3, 3.85, 3.6045454545454545)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 120.0, 109.42857142857143)"
04-01-2023 14:12:01.731856,"(1.8, 2.46, 2.2183333333333333)","(11.0, 24.0, 21.77777777777778)","(9.0, 19.0, 17.5)","(12.0, 16.0, 15.0)","(3.3, 3.85, 3.3583333333333334)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 120.0, 109.42857142857143)"
04-01-2023 14:12:02.820600,"(1.8, 2.46, 2.2183333333333333)","(11.0, 24.0, 21.77777777777778)","(9.0, 19.0, 17.5)","(12.0, 16.0, 15.0)","(3.3, 3.9, 3.675)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 120.0, 83.71428571428572)"
04-01-2023 14:12:03.900466,"(1.8, 2.46, 2.10375)","(11.0, 24.0, 21.77777777777778)","(9.0, 19.0, 17.5)","(12.0, 16.0, 15.0)","(3.3, 4.1, 3.5214285714285714)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 90.0, 83.71428571428572)"
04-01-2023 14:12:04.931474,"(1.8, 2.46, 2.2183333333333333)","(11.0, 24.0, 21.77777777777778)","(9.0, 19.0, 17.5)","(12.0, 16.0, 15.0)","(3.3, 4.2, 3.9625000000000004)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 90.0, 83.71428571428572)"
04-01-2023 14:12:05.954975,"(1.8, 2.46, 2.2183333333333333)","(11.0, 24.0, 21.77777777777778)","(9.0, 19.0, 17.5)","(12.0, 16.0, 14.0)","(3.3, 4.2, 3.8200000000000003)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 90.0, 109.42857142857143)"
04-01-2023 14:12:06.993977,"(1.8, 2.46, 2.2183333333333333)","(11.0, 24.0, 21.77777777777778)","(9.0, 19.0, 17.5)","(12.0, 16.0, 14.0)","(3.3, 4.2, 3.8200000000000003)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 120.0, 109.42857142857143)"
04-01-2023 14:12:08.026561,"(1.8, 2.46, 2.2183333333333333)","(11.0, 24.0, 21.77777777777778)","(9.0, 19.0, 17.5)","(12.0, 16.0, 14.0)","(3.3, 4.2, 3.7589285714285716)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 120.0, 109.42857142857143)"
04-01-2023 14:12:09.084035,"(1.8, 2.46, 2.2183333333333333)","(11.0, 24.0, 21.77777777777778)","(9.0, 19.0, 17.5)","(12.0, 16.0, 14.0)","(3.3, 4.2, 3.6583333333333337)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 120.0, 118.0)"
04-01-2023 14:12:10.103683,"(1.8, 2.46, 2.2183333333333333)","(11.0, 24.0, 20.25)","(9.0, 19.0, 17.5)","(12.0, 16.0, 14.0)","(3.3, 4.2, 3.8833333333333333)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 130.0, 118.0)"
04-01-2023 14:12:11.096787,"(1.8, 2.46, 2.289411764705882)","(11.0, 24.0, 21.115384615384613)","(9.0, 19.0, 17.5)","(12.0, 16.0, 14.0)","(3.3, 4.1, 3.8833333333333333)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 130.0, 118.0)"
04-01-2023 14:12:12.074413,"(1.8, 2.46, 2.3073684210526317)","(11.0, 24.0, 21.115384615384613)","(9.0, 19.0, 17.5)","(12.0, 16.0, 14.0)","(3.3, 4.1, 3.775)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 130.0, 90.4)"
04-01-2023 14:12:13.308674,"(1.8, 2.46, 2.3073684210526317)","(11.0, 24.0, 22.125)","(9.0, 19.0, 17.5)","(12.0, 16.0, 14.0)","(3.3, 4.1, 3.775)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 120.0, 90.4)"
04-01-2023 14:12:14.422712,"(1.8, 2.46, 2.3073684210526317)","(11.0, 24.0, 22.125)","(9.0, 19.0, 17.5)","(12.0, 16.0, 14.0)","(3.3, 4.1, 3.775)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 120.0, 90.4)"
04-01-2023 14:12:15.463965,"(1.8, 2.46, 2.3073684210526317)","(11.0, 24.0, 22.125)","(9.0, 19.0, 17.5)","(12.0, 16.0, 14.0)","(3.3, 4.1, 3.730769230769231)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 120.0, 84.4)"
04-01-2023 14:12:16.638735,"(1.8, 2.42, 2.08875)","(11.0, 24.0, 21.5)","(9.0, 19.0, 17.5)","(12.0, 16.0, 14.0)","(3.3, 4.1, 3.730769230769231)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 110.0, 92.28571428571428)"
04-01-2023 14:12:17.797553,"(1.8, 2.42, 1.9949999999999999)","(11.0, 24.0, 21.307692307692307)","(9.0, 19.0, 16.1875)","(12.0, 16.0, 14.0)","(3.3, 4.1, 3.6875)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 100.0, 92.28571428571428)"
04-01-2023 14:12:19.016496,"(1.8, 2.42, 1.9949999999999999)","(11.0, 24.0, 22.157894736842106)","(9.0, 19.0, 16.1875)","(12.0, 16.0, 14.0)","(3.3, 4.1, 3.6875)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 100.0, 82.0)"
04-01-2023 14:12:20.126498,"(1.8, 2.42, 1.9949999999999999)","(11.0, 24.0, 22.157894736842106)","(9.0, 19.0, 16.1875)","(12.0, 16.0, 14.0)","(3.3, 4.1, 3.625)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 100.0, 78.4)"
04-01-2023 14:12:21.312293,"(1.8, 2.42, 1.9949999999999999)","(11.0, 24.0, 22.157894736842106)","(9.0, 19.0, 17.59375)","(12.0, 16.0, 14.0)","(3.3, 4.1, 3.561224489795918)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 100.0, 88.0)"
04-01-2023 14:12:22.414148,"(1.8, 2.42, 1.9949999999999999)","(11.0, 24.0, 22.157894736842106)","(9.0, 19.0, 17.0)","(12.0, 16.0, 14.0)","(3.3, 4.1, 3.2688888888888887)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 95.0, 88.0)"
04-01-2023 14:12:23.536106,"(1.8, 2.54, 2.225)","(11.0, 24.0, 21.5)","(9.0, 19.0, 17.0)","(12.0, 16.0, 14.0)","(3.3, 4.1, 3.423076923076923)","(21.0, 75.0, 71.81818181818181)","(17.0, 40.0, 34.375)","(21.0, 95.0, 88.0)"
