,Homebush Jaxon,Homebush Macho,Homebush Leana,Mulberry Queen,Homebush Ice,Daisy Bee,Optional Extra
168,"[datetime.datetime(2022, 11, 28, 10, 45, 34, 367415), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 45, 34, 367415), 7.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 45, 34, 367415), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 34, 367415), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 45, 34, 367415), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 34, 367415), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 45, 34, 367415), 3.4, 8.6]"
169,"[datetime.datetime(2022, 11, 28, 10, 45, 35, 478428), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 45, 35, 478428), 7.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 45, 35, 478428), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 35, 478428), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 45, 35, 478428), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 35, 478428), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 45, 35, 478428), 3.4, 8.6]"
170,"[datetime.datetime(2022, 11, 28, 10, 45, 36, 596060), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 45, 36, 596060), 7.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 45, 36, 596060), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 36, 596060), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 45, 36, 596060), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 36, 596060), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 45, 36, 596060), 3.4, 8.6]"
171,"[datetime.datetime(2022, 11, 28, 10, 45, 37, 705139), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 45, 37, 705139), 7.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 45, 37, 705139), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 37, 705139), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 45, 37, 705139), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 37, 705139), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 45, 37, 705139), 3.4, 8.6]"
172,"[datetime.datetime(2022, 11, 28, 10, 45, 38, 824948), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 45, 38, 824948), 7.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 45, 38, 824948), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 38, 824948), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 45, 38, 824948), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 38, 824948), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 45, 38, 824948), 3.4, 8.6]"
173,"[datetime.datetime(2022, 11, 28, 10, 45, 39, 936608), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 45, 39, 936608), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 45, 39, 936608), 15.0, 160.0]","[datetime.datetime(2022, 11, 28, 10, 45, 39, 936608), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 45, 39, 936608), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 39, 936608), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 45, 39, 936608), 3.4, 8.6]"
174,"[datetime.datetime(2022, 11, 28, 10, 45, 41, 52492), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 45, 41, 52492), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 45, 41, 52492), 15.0, 160.0]","[datetime.datetime(2022, 11, 28, 10, 45, 41, 52492), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 45, 41, 52492), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 41, 52492), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 45, 41, 52492), 3.4, 8.6]"
175,"[datetime.datetime(2022, 11, 28, 10, 45, 42, 166189), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 45, 42, 166189), 7.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 45, 42, 166189), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 42, 166189), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 45, 42, 166189), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 42, 166189), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 45, 42, 166189), 3.4, 8.6]"
176,"[datetime.datetime(2022, 11, 28, 10, 45, 43, 348890), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 45, 43, 348890), 7.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 45, 43, 348890), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 43, 348890), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 45, 43, 348890), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 43, 348890), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 45, 43, 348890), 3.4, 8.6]"
177,"[datetime.datetime(2022, 11, 28, 10, 45, 44, 458317), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 45, 44, 458317), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 45, 44, 458317), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 44, 458317), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 45, 44, 458317), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 44, 458317), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 45, 44, 458317), 3.4, 8.6]"
178,"[datetime.datetime(2022, 11, 28, 10, 45, 45, 578519), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 45, 45, 578519), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 45, 45, 578519), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 45, 578519), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 45, 45, 578519), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 45, 578519), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 45, 45, 578519), 3.4, 8.6]"
179,"[datetime.datetime(2022, 11, 28, 10, 45, 46, 685782), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 45, 46, 685782), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 45, 46, 685782), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 46, 685782), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 45, 46, 685782), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 46, 685782), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 45, 46, 685782), 3.4, 8.6]"
180,"[datetime.datetime(2022, 11, 28, 10, 45, 47, 799291), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 45, 47, 799291), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 45, 47, 799291), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 47, 799291), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 45, 47, 799291), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 47, 799291), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 45, 47, 799291), 3.4, 8.6]"
181,"[datetime.datetime(2022, 11, 28, 10, 45, 48, 906173), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 45, 48, 906173), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 45, 48, 906173), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 48, 906173), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 45, 48, 906173), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 48, 906173), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 45, 48, 906173), 3.4, 8.6]"
182,"[datetime.datetime(2022, 11, 28, 10, 45, 50, 25923), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 45, 50, 25923), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 45, 50, 25923), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 50, 25923), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 45, 50, 25923), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 50, 25923), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 45, 50, 25923), 3.4, 8.6]"
183,"[datetime.datetime(2022, 11, 28, 10, 45, 51, 135127), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 45, 51, 135127), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 45, 51, 135127), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 51, 135127), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 45, 51, 135127), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 51, 135127), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 45, 51, 135127), 3.4, 8.6]"
184,"[datetime.datetime(2022, 11, 28, 10, 45, 52, 250840), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 45, 52, 250840), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 45, 52, 250840), 15.0, 160.0]","[datetime.datetime(2022, 11, 28, 10, 45, 52, 250840), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 45, 52, 250840), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 52, 250840), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 45, 52, 250840), 3.4, 8.6]"
185,"[datetime.datetime(2022, 11, 28, 10, 45, 53, 404898), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 45, 53, 404898), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 45, 53, 404898), 15.0, 160.0]","[datetime.datetime(2022, 11, 28, 10, 45, 53, 404898), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 45, 53, 404898), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 53, 404898), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 45, 53, 404898), 3.4, 8.6]"
186,"[datetime.datetime(2022, 11, 28, 10, 45, 54, 523485), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 45, 54, 523485), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 45, 54, 523485), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 54, 523485), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 45, 54, 523485), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 54, 523485), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 45, 54, 523485), 3.4, 8.6]"
187,"[datetime.datetime(2022, 11, 28, 10, 45, 55, 653617), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 45, 55, 653617), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 45, 55, 653617), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 55, 653617), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 45, 55, 653617), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 55, 653617), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 45, 55, 653617), 3.4, 8.6]"
188,"[datetime.datetime(2022, 11, 28, 10, 45, 56, 782616), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 45, 56, 782616), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 45, 56, 782616), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 56, 782616), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 45, 56, 782616), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 56, 782616), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 45, 56, 782616), 3.4, 8.6]"
189,"[datetime.datetime(2022, 11, 28, 10, 45, 57, 906190), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 45, 57, 906190), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 45, 57, 906190), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 57, 906190), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 45, 57, 906190), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 57, 906190), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 45, 57, 906190), 3.4, 8.6]"
190,"[datetime.datetime(2022, 11, 28, 10, 45, 59, 62794), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 45, 59, 62794), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 45, 59, 62794), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 59, 62794), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 45, 59, 62794), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 45, 59, 62794), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 45, 59, 62794), 3.4, 8.6]"
191,"[datetime.datetime(2022, 11, 28, 10, 46, 0, 189130), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 46, 0, 189130), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 46, 0, 189130), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 0, 189130), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 46, 0, 189130), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 0, 189130), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 46, 0, 189130), 3.4, 8.6]"
192,"[datetime.datetime(2022, 11, 28, 10, 46, 1, 312550), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 46, 1, 312550), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 46, 1, 312550), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 1, 312550), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 46, 1, 312550), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 1, 312550), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 46, 1, 312550), 3.4, 8.6]"
193,"[datetime.datetime(2022, 11, 28, 10, 46, 2, 475657), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 46, 2, 475657), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 46, 2, 475657), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 2, 475657), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 46, 2, 475657), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 2, 475657), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 46, 2, 475657), 3.4, 8.6]"
194,"[datetime.datetime(2022, 11, 28, 10, 46, 3, 603611), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 46, 3, 603611), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 46, 3, 603611), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 3, 603611), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 46, 3, 603611), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 3, 603611), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 46, 3, 603611), 3.4, 8.6]"
195,"[datetime.datetime(2022, 11, 28, 10, 46, 4, 793077), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 46, 4, 793077), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 46, 4, 793077), 15.0, 160.0]","[datetime.datetime(2022, 11, 28, 10, 46, 4, 793077), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 46, 4, 793077), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 4, 793077), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 46, 4, 793077), 3.4, 8.6]"
196,"[datetime.datetime(2022, 11, 28, 10, 46, 5, 922245), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 46, 5, 922245), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 46, 5, 922245), 15.0, 160.0]","[datetime.datetime(2022, 11, 28, 10, 46, 5, 922245), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 46, 5, 922245), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 5, 922245), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 46, 5, 922245), 3.4, 8.6]"
197,"[datetime.datetime(2022, 11, 28, 10, 46, 7, 52599), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 46, 7, 52599), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 46, 7, 52599), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 7, 52599), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 46, 7, 52599), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 7, 52599), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 46, 7, 52599), 3.4, 8.6]"
198,"[datetime.datetime(2022, 11, 28, 10, 46, 8, 163609), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 46, 8, 163609), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 46, 8, 163609), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 8, 163609), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 46, 8, 163609), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 8, 163609), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 46, 8, 163609), 3.4, 8.6]"
199,"[datetime.datetime(2022, 11, 28, 10, 46, 9, 280457), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 46, 9, 280457), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 46, 9, 280457), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 9, 280457), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 46, 9, 280457), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 9, 280457), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 46, 9, 280457), 3.4, 8.6]"
200,"[datetime.datetime(2022, 11, 28, 10, 46, 10, 388812), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 46, 10, 388812), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 46, 10, 388812), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 10, 388812), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 46, 10, 388812), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 10, 388812), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 46, 10, 388812), 3.4, 8.6]"
201,"[datetime.datetime(2022, 11, 28, 10, 46, 11, 507137), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 46, 11, 507137), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 46, 11, 507137), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 11, 507137), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 46, 11, 507137), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 11, 507137), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 46, 11, 507137), 3.4, 8.6]"
202,"[datetime.datetime(2022, 11, 28, 10, 46, 12, 621579), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 46, 12, 621579), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 46, 12, 621579), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 12, 621579), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 46, 12, 621579), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 12, 621579), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 46, 12, 621579), 3.4, 8.6]"
203,"[datetime.datetime(2022, 11, 28, 10, 46, 13, 757472), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 46, 13, 757472), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 46, 13, 757472), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 13, 757472), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 46, 13, 757472), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 13, 757472), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 46, 13, 757472), 3.4, 8.6]"
204,"[datetime.datetime(2022, 11, 28, 10, 46, 14, 869379), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 46, 14, 869379), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 46, 14, 869379), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 14, 869379), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 46, 14, 869379), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 14, 869379), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 46, 14, 869379), 3.4, 8.6]"
205,"[datetime.datetime(2022, 11, 28, 10, 46, 15, 985256), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 46, 15, 985256), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 46, 15, 985256), 15.0, 160.0]","[datetime.datetime(2022, 11, 28, 10, 46, 15, 985256), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 46, 15, 985256), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 15, 985256), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 46, 15, 985256), 3.4, 8.6]"
206,"[datetime.datetime(2022, 11, 28, 10, 46, 17, 107037), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 46, 17, 107037), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 46, 17, 107037), 15.0, 160.0]","[datetime.datetime(2022, 11, 28, 10, 46, 17, 107037), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 46, 17, 107037), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 17, 107037), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 46, 17, 107037), 3.4, 8.6]"
207,"[datetime.datetime(2022, 11, 28, 10, 46, 18, 221199), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 46, 18, 221199), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 46, 18, 221199), 15.0, 160.0]","[datetime.datetime(2022, 11, 28, 10, 46, 18, 221199), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 46, 18, 221199), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 18, 221199), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 46, 18, 221199), 3.4, 8.6]"
208,"[datetime.datetime(2022, 11, 28, 10, 46, 19, 335436), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 46, 19, 335436), 7.0, 18.5]","[datetime.datetime(2022, 11, 28, 10, 46, 19, 335436), 15.0, 160.0]","[datetime.datetime(2022, 11, 28, 10, 46, 19, 335436), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 46, 19, 335436), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 19, 335436), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 46, 19, 335436), 3.4, 8.6]"
209,"[datetime.datetime(2022, 11, 28, 10, 46, 20, 453415), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 46, 20, 453415), 7.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 46, 20, 453415), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 20, 453415), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 46, 20, 453415), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 20, 453415), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 46, 20, 453415), 3.4, 8.6]"
210,"[datetime.datetime(2022, 11, 28, 10, 46, 21, 564008), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 46, 21, 564008), 7.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 46, 21, 564008), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 21, 564008), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 46, 21, 564008), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 21, 564008), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 46, 21, 564008), 3.4, 8.6]"
211,"[datetime.datetime(2022, 11, 28, 10, 46, 22, 675710), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 46, 22, 675710), 7.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 46, 22, 675710), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 22, 675710), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 46, 22, 675710), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 22, 675710), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 46, 22, 675710), 3.4, 8.6]"
212,"[datetime.datetime(2022, 11, 28, 10, 46, 23, 798363), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 46, 23, 798363), 7.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 46, 23, 798363), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 23, 798363), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 46, 23, 798363), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 23, 798363), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 46, 23, 798363), 3.4, 8.6]"
213,"[datetime.datetime(2022, 11, 28, 10, 46, 24, 917979), 2.8, 6.0]","[datetime.datetime(2022, 11, 28, 10, 46, 24, 917979), 7.0, 18.0]","[datetime.datetime(2022, 11, 28, 10, 46, 24, 917979), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 24, 917979), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 46, 24, 917979), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 46, 24, 917979), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 46, 24, 917979), 3.4, 8.6]"
