,Sweet Silver,Churn It Up,Blue Cod,Miss Fischer,Boudicca
04-01-2023 10:24:51.959390,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:24:52.759767,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:24:53.573108,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:24:54.416408,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:24:55.272582,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:24:56.147209,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:24:56.989394,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:24:57.881240,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:24:58.706560,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:24:59.496882,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:00.345130,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:01.188973,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:02.050010,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:02.971449,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:03.853903,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:04.719146,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:05.580606,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:06.392753,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:07.182090,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:07.987534,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:08.852249,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:09.707947,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:10.588598,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:11.440917,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:12.252809,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:13.068167,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:13.908655,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:14.733225,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:15.649879,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:16.564669,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:17.473570,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:18.329582,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:19.116504,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:19.925830,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:20.759099,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:21.598052,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:22.487383,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:23.430594,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:24.428221,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:25.292496,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:26.257954,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:27.244530,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:28.196083,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:29.094861,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:29.915409,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:30.743754,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:31.552835,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:32.396622,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:33.228220,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:34.139627,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:34.981246,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:35.764478,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:36.577622,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:37.531690,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:38.415851,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:39.335559,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:40.316727,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:41.318839,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:42.401257,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:43.254664,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:44.033980,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:44.857191,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:45.681626,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:46.535612,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:47.403167,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:48.247678,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:49.101166,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:49.892815,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:50.698523,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:51.582927,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:52.476402,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:53.350344,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:54.224167,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:55.079860,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:55.882935,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:56.699142,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:57.559863,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:58.352023,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:59.157235,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:25:59.978268,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:00.789535,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:01.584382,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:02.443923,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:03.314911,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:04.136578,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:04.982437,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:05.835868,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:06.654856,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:07.498042,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:08.298632,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:09.104402,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:09.893135,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:10.699392,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:11.484293,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:12.338919,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:13.136689,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:13.917039,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:14.705212,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:15.522447,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:16.338369,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:17.175924,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:18.032875,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:18.881059,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:19.678334,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:20.480856,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:21.270159,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:22.055420,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:22.840446,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:23.663058,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:24.473167,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:25.307438,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:26.132329,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:26.916470,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:27.707482,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:28.505818,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:29.316792,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:30.122262,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:26:30.955841,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
