,Sweet Silver,Churn It Up,Blue Cod,Miss Fischer,Boudicca
04-01-2023 10:18:15.268697,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:16.196497,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:17.092817,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:17.980707,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:18.843352,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:19.623059,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:20.437968,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:21.287493,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:22.124384,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:22.982337,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:23.882767,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:24.719832,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:25.520911,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:26.352485,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:27.134830,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:27.917867,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:28.763456,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:29.611738,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:30.460454,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:31.315502,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:32.132630,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:32.968494,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:33.766478,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:34.592677,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:35.413730,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:36.275151,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:37.121151,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:37.933303,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:38.779136,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:39.576751,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:40.356147,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:41.204030,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:41.997638,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:42.817638,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:43.617139,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:44.444742,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:45.243305,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:46.046279,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:46.854718,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:47.681809,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:48.512148,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:49.388879,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:50.194251,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:51.043294,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:51.940893,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:52.754036,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:53.562302,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:54.340410,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:55.162741,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:55.988854,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:56.818227,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:57.641231,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:58.462424,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:18:59.270189,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:00.060749,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:00.844036,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:01.670299,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:02.506119,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:03.353010,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:04.196700,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:05.075742,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:05.882784,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:06.688346,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:07.500425,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:08.291376,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:09.157874,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:10.001889,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:10.843044,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:11.708966,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:12.583974,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:13.402695,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:14.219326,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:14.995360,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:15.777154,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:16.604680,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:17.472320,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:18.344784,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:19.205561,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:20.005609,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:20.787941,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:21.593282,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:22.428067,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:23.267703,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:24.174455,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:25.090049,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:25.956787,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:26.786885,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:27.577836,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:28.358850,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:29.149314,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:30.019583,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:30.837080,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:31.678220,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:32.542037,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:33.314310,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:34.104904,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:34.905828,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:35.743362,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:36.602474,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:37.492040,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:38.312207,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:39.177543,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:39.986993,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:40.784323,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:41.582840,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:42.440529,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:43.261505,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:44.188906,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:45.066905,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:45.923671,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:46.760522,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:47.614950,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:48.422350,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:49.229047,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:50.052787,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:50.890990,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:51.705271,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
04-01-2023 10:19:52.605353,"(3.3, 5.1, 4.433333333333334)","(1.5, 2.4, 2.30768115942029)","(14.0, 32.0, 29.666666666666668)","(16.0, 36.0, 32.785714285714285)","(7.5, 17.0, 15.586666666666668)"
