,Kendys Butterfly,Feisty Phoebe,Real Dash Nz,Lightning Jash,Guaranteed Secret,Filcarlo,Shadow Terror,Sir Roman
327,"[datetime.datetime(2022, 11, 28, 18, 51, 15, 685972), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 15, 685972), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 15, 685972), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 15, 685972), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 15, 685972), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 15, 685972), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 15, 685972), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 15, 685972), 5.5, 8.2]"
328,"[datetime.datetime(2022, 11, 28, 18, 51, 16, 941805), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 16, 941805), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 16, 941805), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 16, 941805), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 16, 941805), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 16, 941805), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 16, 941805), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 16, 941805), 5.5, 8.2]"
329,"[datetime.datetime(2022, 11, 28, 18, 51, 18, 141370), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 18, 141370), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 18, 141370), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 18, 141370), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 18, 141370), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 18, 141370), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 18, 141370), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 18, 141370), 5.5, 8.2]"
330,"[datetime.datetime(2022, 11, 28, 18, 51, 19, 342075), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 19, 342075), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 19, 342075), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 19, 342075), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 19, 342075), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 19, 342075), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 19, 342075), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 19, 342075), 5.5, 8.2]"
331,"[datetime.datetime(2022, 11, 28, 18, 51, 20, 557705), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 20, 557705), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 20, 557705), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 20, 557705), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 20, 557705), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 20, 557705), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 20, 557705), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 20, 557705), 5.5, 8.2]"
332,"[datetime.datetime(2022, 11, 28, 18, 51, 21, 869055), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 21, 869055), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 21, 869055), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 21, 869055), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 21, 869055), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 21, 869055), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 21, 869055), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 21, 869055), 5.5, 8.2]"
333,"[datetime.datetime(2022, 11, 28, 18, 51, 23, 113652), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 23, 113652), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 23, 113652), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 23, 113652), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 23, 113652), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 23, 113652), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 23, 113652), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 23, 113652), 5.5, 8.2]"
334,"[datetime.datetime(2022, 11, 28, 18, 51, 24, 358875), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 24, 358875), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 24, 358875), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 24, 358875), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 24, 358875), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 24, 358875), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 24, 358875), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 24, 358875), 5.5, 8.2]"
335,"[datetime.datetime(2022, 11, 28, 18, 51, 25, 598203), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 25, 598203), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 25, 598203), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 25, 598203), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 25, 598203), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 25, 598203), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 25, 598203), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 25, 598203), 5.5, 8.2]"
336,"[datetime.datetime(2022, 11, 28, 18, 51, 26, 803817), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 26, 803817), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 26, 803817), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 26, 803817), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 26, 803817), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 26, 803817), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 26, 803817), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 26, 803817), 5.5, 8.2]"
337,"[datetime.datetime(2022, 11, 28, 18, 51, 28, 19828), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 28, 19828), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 28, 19828), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 28, 19828), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 28, 19828), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 28, 19828), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 28, 19828), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 28, 19828), 5.5, 8.2]"
338,"[datetime.datetime(2022, 11, 28, 18, 51, 29, 242777), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 29, 242777), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 29, 242777), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 29, 242777), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 29, 242777), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 29, 242777), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 29, 242777), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 29, 242777), 5.5, 8.2]"
339,"[datetime.datetime(2022, 11, 28, 18, 51, 30, 447984), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 30, 447984), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 30, 447984), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 30, 447984), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 30, 447984), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 30, 447984), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 30, 447984), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 30, 447984), 5.5, 8.2]"
340,"[datetime.datetime(2022, 11, 28, 18, 51, 31, 647707), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 31, 647707), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 31, 647707), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 31, 647707), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 31, 647707), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 31, 647707), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 31, 647707), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 31, 647707), 5.5, 8.2]"
341,"[datetime.datetime(2022, 11, 28, 18, 51, 32, 837399), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 32, 837399), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 32, 837399), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 32, 837399), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 32, 837399), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 32, 837399), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 32, 837399), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 32, 837399), 5.5, 8.2]"
342,"[datetime.datetime(2022, 11, 28, 18, 51, 34, 38925), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 34, 38925), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 34, 38925), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 34, 38925), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 34, 38925), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 34, 38925), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 34, 38925), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 34, 38925), 5.5, 8.2]"
343,"[datetime.datetime(2022, 11, 28, 18, 51, 35, 221029), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 35, 221029), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 35, 221029), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 35, 221029), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 35, 221029), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 35, 221029), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 35, 221029), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 35, 221029), 5.5, 8.2]"
344,"[datetime.datetime(2022, 11, 28, 18, 51, 36, 413831), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 36, 413831), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 36, 413831), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 36, 413831), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 36, 413831), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 36, 413831), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 36, 413831), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 36, 413831), 5.5, 8.2]"
345,"[datetime.datetime(2022, 11, 28, 18, 51, 37, 628552), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 37, 628552), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 37, 628552), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 37, 628552), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 37, 628552), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 37, 628552), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 37, 628552), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 37, 628552), 5.5, 8.2]"
346,"[datetime.datetime(2022, 11, 28, 18, 51, 38, 846143), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 38, 846143), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 38, 846143), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 38, 846143), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 38, 846143), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 38, 846143), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 38, 846143), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 38, 846143), 5.5, 8.2]"
347,"[datetime.datetime(2022, 11, 28, 18, 51, 40, 50436), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 40, 50436), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 40, 50436), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 40, 50436), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 40, 50436), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 40, 50436), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 40, 50436), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 40, 50436), 5.5, 8.2]"
348,"[datetime.datetime(2022, 11, 28, 18, 51, 41, 247640), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 41, 247640), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 41, 247640), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 41, 247640), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 41, 247640), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 41, 247640), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 41, 247640), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 41, 247640), 5.5, 8.2]"
349,"[datetime.datetime(2022, 11, 28, 18, 51, 42, 455920), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 42, 455920), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 42, 455920), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 42, 455920), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 42, 455920), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 42, 455920), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 42, 455920), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 42, 455920), 5.5, 8.2]"
350,"[datetime.datetime(2022, 11, 28, 18, 51, 43, 670309), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 43, 670309), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 43, 670309), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 43, 670309), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 43, 670309), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 43, 670309), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 43, 670309), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 43, 670309), 5.5, 8.2]"
351,"[datetime.datetime(2022, 11, 28, 18, 51, 44, 858603), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 44, 858603), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 44, 858603), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 44, 858603), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 44, 858603), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 44, 858603), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 44, 858603), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 44, 858603), 5.5, 8.2]"
352,"[datetime.datetime(2022, 11, 28, 18, 51, 46, 93162), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 46, 93162), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 46, 93162), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 46, 93162), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 46, 93162), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 46, 93162), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 46, 93162), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 46, 93162), 5.5, 8.2]"
353,"[datetime.datetime(2022, 11, 28, 18, 51, 47, 303273), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 47, 303273), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 47, 303273), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 47, 303273), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 47, 303273), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 47, 303273), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 47, 303273), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 47, 303273), 5.5, 8.2]"
354,"[datetime.datetime(2022, 11, 28, 18, 51, 48, 494062), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 48, 494062), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 48, 494062), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 48, 494062), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 48, 494062), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 48, 494062), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 48, 494062), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 48, 494062), 5.5, 8.2]"
355,"[datetime.datetime(2022, 11, 28, 18, 51, 49, 670853), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 49, 670853), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 49, 670853), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 49, 670853), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 49, 670853), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 49, 670853), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 49, 670853), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 49, 670853), 5.5, 8.2]"
356,"[datetime.datetime(2022, 11, 28, 18, 51, 50, 882722), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 50, 882722), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 50, 882722), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 50, 882722), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 50, 882722), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 50, 882722), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 50, 882722), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 50, 882722), 5.5, 8.2]"
357,"[datetime.datetime(2022, 11, 28, 18, 51, 52, 91482), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 52, 91482), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 52, 91482), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 52, 91482), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 52, 91482), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 52, 91482), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 52, 91482), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 52, 91482), 5.5, 8.2]"
358,"[datetime.datetime(2022, 11, 28, 18, 51, 53, 351510), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 53, 351510), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 53, 351510), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 53, 351510), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 53, 351510), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 53, 351510), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 53, 351510), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 53, 351510), 5.5, 8.2]"
359,"[datetime.datetime(2022, 11, 28, 18, 51, 54, 631883), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 54, 631883), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 54, 631883), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 54, 631883), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 54, 631883), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 54, 631883), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 54, 631883), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 54, 631883), 5.5, 8.2]"
360,"[datetime.datetime(2022, 11, 28, 18, 51, 55, 904347), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 55, 904347), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 55, 904347), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 55, 904347), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 55, 904347), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 55, 904347), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 55, 904347), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 55, 904347), 5.5, 8.2]"
361,"[datetime.datetime(2022, 11, 28, 18, 51, 57, 157850), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 57, 157850), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 57, 157850), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 57, 157850), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 57, 157850), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 57, 157850), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 57, 157850), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 57, 157850), 5.5, 8.2]"
362,"[datetime.datetime(2022, 11, 28, 18, 51, 58, 398699), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 58, 398699), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 58, 398699), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 58, 398699), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 58, 398699), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 58, 398699), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 58, 398699), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 58, 398699), 5.5, 8.2]"
363,"[datetime.datetime(2022, 11, 28, 18, 51, 59, 640681), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 51, 59, 640681), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 51, 59, 640681), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 51, 59, 640681), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 51, 59, 640681), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 51, 59, 640681), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 51, 59, 640681), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 51, 59, 640681), 5.5, 8.2]"
364,"[datetime.datetime(2022, 11, 28, 18, 52, 0, 891043), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 52, 0, 891043), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 52, 0, 891043), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 52, 0, 891043), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 52, 0, 891043), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 52, 0, 891043), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 52, 0, 891043), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 52, 0, 891043), 5.5, 8.2]"
365,"[datetime.datetime(2022, 11, 28, 18, 52, 2, 125112), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 52, 2, 125112), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 52, 2, 125112), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 52, 2, 125112), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 52, 2, 125112), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 52, 2, 125112), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 52, 2, 125112), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 52, 2, 125112), 5.5, 8.2]"
366,"[datetime.datetime(2022, 11, 28, 18, 52, 3, 429965), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 52, 3, 429965), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 52, 3, 429965), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 52, 3, 429965), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 52, 3, 429965), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 52, 3, 429965), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 52, 3, 429965), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 52, 3, 429965), 5.5, 8.2]"
367,"[datetime.datetime(2022, 11, 28, 18, 52, 4, 657061), 3.9, 5.9]","[datetime.datetime(2022, 11, 28, 18, 52, 4, 657061), 5.0, 6.8]","[datetime.datetime(2022, 11, 28, 18, 52, 4, 657061), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 52, 4, 657061), 2.0, 2.72]","[datetime.datetime(2022, 11, 28, 18, 52, 4, 657061), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 52, 4, 657061), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 52, 4, 657061), 11.0, 22.0]","[datetime.datetime(2022, 11, 28, 18, 52, 4, 657061), 5.5, 8.2]"
