,Son Of Haka,Smoking Sophie,Its Your Shout,Annas Spark,By The Dram,Sky Stone
08-01-2023 17:39:18.325427,"(13.0, 32.0, 29.3)","(31.0, 110.0, 96.875)","(6.0, 8.0, 7.822222222222222)","(6.0, 11.0, 10.794871794871796)","(16.0, 21.0, 20.38095238095238)","(1.3, 1.47, 1.4615217391304347)"
08-01-2023 17:39:19.350502,"(13.0, 32.0, 29.3)","(31.0, 110.0, 96.875)","(6.0, 8.0, 7.822222222222222)","(6.0, 11.0, 10.794871794871796)","(16.0, 21.0, 20.1875)","(1.3, 1.47, 1.4615217391304347)"
08-01-2023 17:39:20.656568,"(13.0, 32.0, 29.3)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.822222222222222)","(6.0, 11.0, 10.81081081081081)","(16.0, 21.0, 20.38095238095238)","(1.3, 1.47, 1.4615217391304347)"
08-01-2023 17:39:21.710058,"(13.0, 32.0, 29.3)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.822222222222222)","(6.0, 11.0, 10.822222222222223)","(16.0, 21.0, 20.38095238095238)","(1.3, 1.47, 1.4615217391304347)"
08-01-2023 17:39:22.845253,"(13.0, 32.0, 29.3)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.822222222222222)","(6.0, 11.0, 10.822222222222223)","(16.0, 21.0, 20.1875)","(1.3, 1.47, 1.4615217391304347)"
08-01-2023 17:39:23.942331,"(13.0, 32.0, 29.3)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.822222222222222)","(6.0, 11.0, 10.822222222222223)","(16.0, 21.0, 20.1875)","(1.3, 1.47, 1.4615217391304347)"
08-01-2023 17:39:24.991600,"(13.0, 32.0, 29.3)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.822222222222222)","(6.0, 11.0, 10.822222222222223)","(16.0, 21.0, 20.38095238095238)","(1.3, 1.47, 1.4615217391304347)"
08-01-2023 17:39:26.053998,"(13.0, 32.0, 29.3)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.822222222222222)","(6.0, 11.0, 10.822222222222223)","(16.0, 21.0, 20.1875)","(1.3, 1.47, 1.4615217391304347)"
08-01-2023 17:39:27.136457,"(13.0, 32.0, 29.3)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.822222222222222)","(6.0, 11.0, 10.794871794871796)","(16.0, 21.0, 20.38095238095238)","(1.3, 1.47, 1.4655172413793103)"
08-01-2023 17:39:28.106606,"(13.0, 32.0, 29.3)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.822222222222222)","(6.0, 11.0, 10.794871794871796)","(16.0, 21.0, 20.1875)","(1.3, 1.47, 1.4655172413793103)"
08-01-2023 17:39:29.122701,"(14.0, 32.0, 29.3)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.822222222222222)","(6.0, 11.0, 10.794871794871796)","(16.0, 21.0, 20.38095238095238)","(1.3, 1.47, 1.4655172413793103)"
08-01-2023 17:39:30.142116,"(14.0, 32.0, 29.3)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.822222222222222)","(6.0, 11.0, 10.794871794871796)","(16.0, 21.0, 20.1875)","(1.3, 1.47, 1.4655172413793103)"
08-01-2023 17:39:31.118712,"(14.0, 32.0, 29.3)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.822222222222222)","(6.0, 11.0, 10.822222222222223)","(16.0, 21.0, 20.1875)","(1.3, 1.47, 1.4655172413793103)"
08-01-2023 17:39:32.117295,"(14.0, 32.0, 29.3)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.822222222222222)","(6.0, 11.0, 10.84)","(16.0, 21.0, 20.1875)","(1.3, 1.47, 1.4655172413793103)"
08-01-2023 17:39:33.162140,"(14.0, 32.0, 29.3)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.822222222222222)","(6.0, 11.0, 10.84)","(16.0, 21.0, 20.1875)","(1.3, 1.47, 1.4655172413793103)"
08-01-2023 17:39:34.126895,"(14.0, 32.0, 29.3)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.822222222222222)","(6.0, 11.0, 10.84)","(16.0, 21.0, 20.38095238095238)","(1.3, 1.47, 1.4615217391304347)"
08-01-2023 17:39:35.222835,"(14.0, 32.0, 29.3)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.822222222222222)","(6.0, 11.0, 10.822222222222223)","(16.0, 21.0, 20.1875)","(1.3, 1.47, 1.4615217391304347)"
08-01-2023 17:39:36.264531,"(14.0, 32.0, 29.3)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.822222222222222)","(6.0, 11.0, 10.822222222222223)","(16.0, 21.0, 20.1875)","(1.3, 1.47, 1.4615217391304347)"
08-01-2023 17:39:37.270435,"(14.0, 32.0, 29.3)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.822222222222222)","(6.0, 11.0, 10.822222222222223)","(16.0, 21.0, 20.1875)","(1.3, 1.47, 1.4615217391304347)"
08-01-2023 17:39:38.288255,"(14.0, 32.0, 29.3)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.822222222222222)","(6.0, 11.0, 10.822222222222223)","(16.0, 21.0, 20.38095238095238)","(1.3, 1.47, 1.4615217391304347)"
08-01-2023 17:39:39.330883,"(14.0, 32.0, 29.3)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.822222222222222)","(6.5, 11.0, 10.84)","(16.0, 21.0, 20.1875)","(1.3, 1.47, 1.4515116279069766)"
08-01-2023 17:39:40.292486,"(14.0, 32.0, 29.3)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.820689655172414)","(6.5, 11.0, 10.859649122807017)","(16.0, 21.0, 20.1875)","(1.3, 1.47, 1.4525)"
08-01-2023 17:39:41.311033,"(14.0, 32.0, 29.3)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.820689655172414)","(6.5, 11.0, 10.859649122807017)","(16.0, 21.0, 20.1875)","(1.3, 1.47, 1.4525)"
08-01-2023 17:39:42.327261,"(14.0, 32.0, 29.3)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.820689655172414)","(6.5, 11.0, 10.859649122807017)","(16.0, 21.0, 20.38095238095238)","(1.3, 1.47, 1.4525)"
08-01-2023 17:39:43.235390,"(14.0, 32.0, 29.3)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.823728813559322)","(6.5, 11.0, 10.859649122807017)","(16.0, 21.0, 20.38095238095238)","(1.3, 1.47, 1.4525)"
08-01-2023 17:39:44.246576,"(14.0, 32.0, 28.4)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.823728813559322)","(6.5, 11.0, 10.846153846153847)","(16.0, 21.0, 20.38095238095238)","(1.3, 1.47, 1.4525)"
08-01-2023 17:39:45.198269,"(14.0, 32.0, 28.4)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.823728813559322)","(6.5, 11.0, 10.846153846153847)","(16.0, 21.0, 20.1875)","(1.3, 1.47, 1.4525)"
08-01-2023 17:39:46.120735,"(14.0, 32.0, 28.727272727272727)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.823728813559322)","(6.5, 11.0, 10.846153846153847)","(16.0, 21.0, 20.1875)","(1.3, 1.47, 1.4525)"
08-01-2023 17:39:47.124672,"(14.0, 32.0, 28.727272727272727)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.823728813559322)","(6.5, 11.0, 10.846153846153847)","(16.0, 21.0, 20.38095238095238)","(1.3, 1.47, 1.4525)"
08-01-2023 17:39:48.194504,"(14.0, 32.0, 28.727272727272727)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.823728813559322)","(6.5, 11.0, 10.859649122807017)","(16.0, 21.0, 20.1875)","(1.3, 1.47, 1.4525)"
08-01-2023 17:39:49.219513,"(14.0, 32.0, 28.727272727272727)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.823728813559322)","(6.5, 11.0, 10.859649122807017)","(16.0, 21.0, 20.38095238095238)","(1.3, 1.47, 1.4525)"
08-01-2023 17:39:50.255481,"(14.0, 32.0, 28.727272727272727)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.823728813559322)","(6.5, 11.0, 10.859649122807017)","(16.0, 21.0, 20.38095238095238)","(1.3, 1.47, 1.4525)"
08-01-2023 17:39:51.344633,"(14.0, 32.0, 28.727272727272727)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.823728813559322)","(6.5, 11.0, 10.859649122807017)","(16.0, 21.0, 20.1875)","(1.3, 1.47, 1.4578571428571427)"
08-01-2023 17:39:52.348564,"(14.0, 32.0, 28.727272727272727)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.823728813559322)","(6.5, 11.0, 10.846153846153847)","(16.0, 21.0, 20.38095238095238)","(1.3, 1.47, 1.4533333333333334)"
08-01-2023 17:39:53.432694,"(14.0, 32.0, 28.727272727272727)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.823728813559322)","(6.5, 11.0, 10.846153846153847)","(16.0, 21.0, 20.1875)","(1.3, 1.46, 1.4533333333333334)"
08-01-2023 17:39:54.515908,"(15.0, 32.0, 29.23076923076923)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.823728813559322)","(6.5, 11.0, 11.1)","(16.0, 21.0, 20.1875)","(1.3, 1.46, 1.444375)"
08-01-2023 17:39:55.501064,"(15.0, 32.0, 29.23076923076923)","(31.0, 110.0, 91.25)","(6.0, 8.0, 7.906976744186046)","(6.5, 11.5, 11.866666666666667)","(16.0, 21.0, 20.5)","(1.3, 1.46, 1.4241463414634146)"
08-01-2023 17:39:56.480856,"(15.0, 32.0, 29.23076923076923)","(31.0, 110.0, 91.25)","(6.0, 8.6, 8.475)","(6.5, 12.0, 11.866666666666667)","(16.0, 21.0, 20.5)","(1.3, 1.43, 1.4241463414634146)"
08-01-2023 17:39:57.520364,"(15.0, 32.0, 28.727272727272727)","(31.0, 110.0, 95.0)","(6.0, 9.6, 9.25)","(6.5, 12.0, 11.875)","(16.0, 23.0, 22.333333333333332)","(1.3, 1.41, 1.4054838709677417)"
08-01-2023 17:39:58.503397,"(15.0, 32.0, 28.727272727272727)","(31.0, 110.0, 96.875)","(6.0, 9.4, 9.222222222222221)","(6.5, 12.0, 11.875)","(16.0, 23.0, 22.0)","(1.3, 1.41, 1.4052542372881356)"
08-01-2023 17:39:59.530383,"(15.0, 32.0, 28.727272727272727)","(31.0, 110.0, 96.875)","(6.0, 9.2, 9.066666666666666)","(6.5, 12.0, 11.875)","(16.0, 23.0, 22.0)","(1.3, 1.41, 1.4082)"
08-01-2023 17:40:00.527074,"(15.0, 32.0, 28.727272727272727)","(31.0, 110.0, 96.875)","(6.0, 9.2, 8.923076923076923)","(6.5, 12.0, 11.875)","(16.0, 23.0, 22.0)","(1.3, 1.41, 1.40703125)"
08-01-2023 17:40:01.546062,"(15.0, 32.0, 28.727272727272727)","(31.0, 110.0, 96.875)","(6.0, 9.0, 8.747368421052633)","(6.5, 12.0, 11.818181818181818)","(16.0, 23.0, 21.2)","(1.3, 1.42, 1.4071317829457364)"
08-01-2023 17:40:02.519665,"(15.0, 32.0, 28.727272727272727)","(31.0, 110.0, 94.44444444444444)","(6.0, 8.8, 8.685714285714287)","(6.5, 12.0, 11.818181818181818)","(16.0, 23.0, 21.8)","(1.3, 1.42, 1.4071317829457364)"
08-01-2023 17:40:03.441079,"(15.0, 32.0, 28.727272727272727)","(31.0, 110.0, 90.0)","(6.0, 8.8, 8.733333333333334)","(6.5, 12.0, 11.818181818181818)","(16.0, 23.0, 21.8)","(1.3, 1.42, 1.4071317829457364)"
08-01-2023 17:40:04.366744,"(15.0, 32.0, 30.2)","(31.0, 110.0, 90.0)","(6.0, 9.0, 8.82857142857143)","(6.5, 12.0, 11.818181818181818)","(16.0, 23.0, 21.35)","(1.3, 1.42, 1.4030612244897958)"
08-01-2023 17:40:05.373293,"(15.0, 32.0, 30.363636363636363)","(31.0, 110.0, 90.0)","(6.0, 8.8, 8.62857142857143)","(6.5, 12.0, 11.866666666666667)","(16.0, 23.0, 20.8)","(1.3, 1.42, 1.4030612244897958)"
08-01-2023 17:40:06.441754,"(15.0, 32.0, 30.363636363636363)","(31.0, 110.0, 90.0)","(6.0, 8.8, 8.88)","(6.5, 12.0, 11.866666666666667)","(16.0, 23.0, 21.166666666666668)","(1.3, 1.42, 1.4030612244897958)"
08-01-2023 17:40:07.420574,"(15.0, 32.0, 30.363636363636363)","(31.0, 110.0, 90.0)","(6.0, 9.0, 8.88)","(6.5, 12.0, 11.866666666666667)","(16.0, 23.0, 20.46153846153846)","(1.3, 1.42, 1.4022900763358779)"
08-01-2023 17:40:08.433739,"(15.0, 32.0, 30.363636363636363)","(31.0, 110.0, 90.0)","(6.0, 9.2, 8.953846153846154)","(6.5, 12.0, 11.866666666666667)","(16.0, 23.0, 20.46153846153846)","(1.3, 1.42, 1.4022900763358779)"
08-01-2023 17:40:09.455427,"(17.0, 32.0, 30.363636363636363)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.925)","(7.5, 12.0, 11.8)","(16.0, 23.0, 20.46153846153846)","(1.24, 1.42, 1.3960204081632652)"
08-01-2023 17:40:10.351526,"(17.0, 32.0, 30.2)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.925)","(7.5, 12.0, 11.8)","(16.0, 23.0, 20.46153846153846)","(1.24, 1.4, 1.3960204081632652)"
08-01-2023 17:40:11.309382,"(17.0, 32.0, 30.2)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.925)","(7.5, 12.0, 11.772727272727273)","(16.0, 23.0, 20.46153846153846)","(1.24, 1.4, 1.3960204081632652)"
08-01-2023 17:40:12.291057,"(17.0, 32.0, 30.2)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.925)","(7.5, 12.0, 11.772727272727273)","(16.0, 23.0, 20.46153846153846)","(1.24, 1.4, 1.39625)"
08-01-2023 17:40:13.357246,"(17.0, 32.0, 30.363636363636363)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.719999999999999)","(7.5, 12.0, 11.882352941176471)","(16.0, 23.0, 20.46153846153846)","(1.24, 1.4, 1.39625)"
08-01-2023 17:40:14.451035,"(17.0, 32.0, 30.363636363636363)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.663157894736841)","(7.5, 12.0, 11.882352941176471)","(16.0, 23.0, 21.166666666666668)","(1.24, 1.4, 1.39625)"
08-01-2023 17:40:15.538000,"(17.0, 32.0, 30.363636363636363)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.663157894736841)","(7.5, 12.0, 11.882352941176471)","(16.0, 23.0, 20.46153846153846)","(1.24, 1.4, 1.39625)"
08-01-2023 17:40:16.623614,"(17.0, 32.0, 30.941176470588236)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.633333333333333)","(7.5, 12.0, 12.333333333333334)","(16.0, 23.0, 20.46153846153846)","(1.24, 1.4, 1.394952380952381)"
08-01-2023 17:40:17.638626,"(17.0, 32.0, 30.941176470588236)","(41.0, 110.0, 91.25)","(6.0, 9.2, 8.633333333333333)","(7.5, 12.5, 12.289473684210526)","(16.0, 23.0, 21.272727272727273)","(1.24, 1.4, 1.3968421052631579)"
08-01-2023 17:40:18.763162,"(17.0, 32.0, 30.941176470588236)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.633333333333333)","(7.5, 12.5, 12.275)","(16.0, 22.0, 20.571428571428573)","(1.24, 1.4, 1.3966666666666665)"
08-01-2023 17:40:19.908346,"(17.0, 32.0, 30.615384615384617)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.635294117647058)","(7.5, 12.5, 12.275)","(16.0, 22.0, 21.166666666666668)","(1.24, 1.4, 1.3956521739130434)"
08-01-2023 17:40:20.905242,"(17.0, 32.0, 30.615384615384617)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.635294117647058)","(7.5, 12.5, 12.32)","(16.0, 22.0, 20.933333333333334)","(1.24, 1.4, 1.3956521739130434)"
08-01-2023 17:40:21.983617,"(17.0, 32.0, 30.8)","(41.0, 110.0, 90.0)","(6.0, 9.0, 8.8)","(7.5, 12.5, 12.333333333333334)","(16.0, 22.0, 20.4)","(1.24, 1.4, 1.3956521739130434)"
08-01-2023 17:40:23.041973,"(18.0, 32.0, 30.8)","(41.0, 110.0, 90.0)","(6.0, 9.0, 8.8)","(7.5, 12.5, 12.333333333333334)","(16.0, 22.0, 20.4)","(1.24, 1.4, 1.3956521739130434)"
08-01-2023 17:40:24.155989,"(18.0, 32.0, 30.8)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.635294117647058)","(7.5, 12.5, 12.333333333333334)","(16.0, 22.0, 20.4)","(1.24, 1.4, 1.3939393939393938)"
08-01-2023 17:40:25.287378,"(18.0, 32.0, 30.8)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.635294117647058)","(7.5, 12.5, 12.333333333333334)","(16.0, 22.0, 20.933333333333334)","(1.24, 1.4, 1.3939393939393938)"
08-01-2023 17:40:26.367138,"(18.0, 32.0, 30.8)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.8)","(7.5, 12.5, 12.289473684210526)","(16.0, 22.0, 20.444444444444443)","(1.24, 1.4, 1.3939393939393938)"
08-01-2023 17:40:27.485042,"(18.0, 32.0, 30.8)","(41.0, 110.0, 90.0)","(6.0, 9.0, 8.8)","(7.5, 12.5, 12.289473684210526)","(16.0, 22.0, 20.444444444444443)","(1.24, 1.4, 1.3939393939393938)"
08-01-2023 17:40:28.545422,"(18.0, 32.0, 30.615384615384617)","(41.0, 110.0, 90.0)","(6.0, 9.0, 8.623529411764705)","(7.5, 12.5, 12.289473684210526)","(16.0, 22.0, 21.0)","(1.24, 1.4, 1.3939393939393938)"
08-01-2023 17:40:29.457236,"(18.0, 32.0, 30.615384615384617)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.763636363636364)","(7.5, 12.5, 12.289473684210526)","(16.0, 22.0, 20.4)","(1.24, 1.4, 1.3939393939393938)"
08-01-2023 17:40:30.465153,"(18.0, 32.0, 30.8)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.738461538461538)","(7.5, 12.5, 12.333333333333334)","(16.0, 22.0, 20.933333333333334)","(1.24, 1.4, 1.3939393939393938)"
08-01-2023 17:40:31.534289,"(18.0, 32.0, 30.8)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.738461538461538)","(7.5, 12.5, 12.333333333333334)","(16.0, 22.0, 20.4)","(1.24, 1.4, 1.3939393939393938)"
08-01-2023 17:40:32.533952,"(18.0, 32.0, 30.8)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.738461538461538)","(7.5, 12.5, 12.333333333333334)","(16.0, 22.0, 20.933333333333334)","(1.24, 1.4, 1.3939393939393938)"
08-01-2023 17:40:33.647868,"(18.0, 32.0, 30.8)","(41.0, 110.0, 91.25)","(6.0, 9.2, 8.738461538461538)","(7.5, 12.5, 12.333333333333334)","(16.0, 22.0, 20.4)","(1.24, 1.4, 1.3939393939393938)"
08-01-2023 17:40:34.839605,"(18.0, 32.0, 30.8)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.738461538461538)","(7.5, 12.5, 12.147058823529411)","(16.0, 22.0, 20.4)","(1.24, 1.4, 1.3938931297709922)"
08-01-2023 17:40:36.087929,"(18.0, 32.0, 30.941176470588236)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.933333333333334)","(7.5, 12.5, 12.038461538461538)","(16.0, 22.0, 21.4)","(1.24, 1.4, 1.3966233766233764)"
08-01-2023 17:40:37.221589,"(18.0, 32.0, 30.8)","(41.0, 110.0, 90.0)","(6.0, 9.0, 8.695238095238095)","(7.5, 12.5, 11.992753623188406)","(16.0, 22.0, 20.8)","(1.24, 1.4, 1.3969767441860463)"
08-01-2023 17:40:38.318268,"(18.0, 32.0, 30.615384615384617)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.96)","(7.5, 12.0, 12.12962962962963)","(16.0, 22.0, 21.4)","(1.24, 1.4, 1.3969767441860463)"
08-01-2023 17:40:39.303605,"(18.0, 32.0, 30.8)","(41.0, 110.0, 90.0)","(6.0, 9.0, 8.933333333333334)","(7.5, 12.5, 11.992537313432836)","(16.0, 22.0, 20.8)","(1.24, 1.4, 1.3969767441860463)"
08-01-2023 17:40:40.348517,"(18.0, 32.0, 30.8)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.792)","(7.5, 12.0, 11.992537313432836)","(16.0, 22.0, 20.8)","(1.24, 1.4, 1.39085)"
08-01-2023 17:40:41.373164,"(18.0, 32.0, 30.8)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.775)","(7.5, 12.0, 11.992537313432836)","(16.0, 22.0, 20.8)","(1.24, 1.4, 1.39085)"
08-01-2023 17:40:42.489990,"(18.0, 32.0, 30.8)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.775)","(7.5, 12.0, 11.992753623188406)","(16.0, 22.0, 21.4)","(1.24, 1.4, 1.39085)"
08-01-2023 17:40:43.592590,"(18.0, 32.0, 30.8)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.775)","(7.5, 12.0, 11.992537313432836)","(16.0, 22.0, 20.8)","(1.24, 1.4, 1.39085)"
08-01-2023 17:40:44.693348,"(18.0, 32.0, 30.8)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.775)","(7.5, 12.0, 11.992537313432836)","(16.0, 22.0, 20.8)","(1.24, 1.4, 1.3913882352941176)"
08-01-2023 17:40:45.770697,"(18.0, 38.0, 33.5)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.736363636363636)","(7.5, 12.0, 11.791666666666666)","(16.0, 22.0, 20.8)","(1.24, 1.4, 1.3913882352941176)"
08-01-2023 17:40:46.843568,"(18.0, 38.0, 33.5)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.792)","(7.5, 11.5, 10.84920634920635)","(16.0, 22.0, 21.25)","(1.24, 1.4, 1.3923660714285713)"
08-01-2023 17:40:47.859072,"(18.0, 38.0, 35.0)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.89090909090909)","(7.5, 11.0, 10.842592592592592)","(16.0, 22.0, 21.25)","(1.24, 1.4, 1.3925313283208018)"
08-01-2023 17:40:48.963491,"(18.0, 36.0, 34.0)","(41.0, 110.0, 91.25)","(6.0, 9.2, 8.916666666666668)","(7.5, 11.0, 10.836538461538462)","(16.0, 22.0, 21.53846153846154)","(1.24, 1.4, 1.3928342245989305)"
08-01-2023 17:40:50.027028,"(18.0, 38.0, 33.8)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.916666666666668)","(7.5, 11.0, 10.836538461538462)","(16.0, 22.0, 21.25)","(1.24, 1.4, 1.3928342245989305)"
08-01-2023 17:40:51.083798,"(18.0, 38.0, 34.5)","(41.0, 110.0, 90.0)","(6.0, 9.2, 8.842105263157896)","(7.5, 11.0, 11.255102040816327)","(16.0, 22.0, 21.0)","(1.24, 1.4, 1.3900655737704917)"
08-01-2023 17:40:52.201518,"(18.0, 36.0, 35.5)","(41.0, 110.0, 90.0)","(6.0, 9.2, 9.057142857142857)","(7.5, 11.5, 11.333333333333334)","(16.0, 22.0, 23.333333333333332)","(1.24, 1.4, 1.3752713178294573)"
08-01-2023 17:40:53.305099,"(18.0, 40.0, 37.0)","(41.0, 110.0, 90.0)","(6.0, 9.2, 9.057142857142857)","(7.5, 11.5, 11.25)","(16.0, 24.0, 22.25)","(1.24, 1.38, 1.3888235294117646)"
08-01-2023 17:40:54.398167,"(18.0, 40.0, 38.0)","(41.0, 100.0, 85.0)","(6.0, 9.2, 8.964705882352941)","(7.5, 11.5, 11.28125)","(16.0, 23.0, 22.25)","(1.24, 1.39, 1.3888235294117646)"
08-01-2023 17:40:55.483809,"(18.0, 40.0, 38.0)","(41.0, 100.0, 85.0)","(6.0, 9.2, 8.964705882352941)","(7.5, 11.5, 11.342105263157894)","(16.0, 23.0, 22.666666666666668)","(1.24, 1.39, 1.3888235294117646)"
08-01-2023 17:40:56.527856,"(18.0, 40.0, 37.6)","(41.0, 100.0, 83.33333333333333)","(6.0, 9.2, 8.964705882352941)","(7.5, 11.5, 11.342105263157894)","(16.0, 23.0, 22.25)","(1.24, 1.39, 1.3888235294117646)"
08-01-2023 17:40:57.586188,"(18.0, 40.0, 37.6)","(41.0, 100.0, 85.0)","(6.0, 9.2, 8.964705882352941)","(7.5, 11.5, 11.342105263157894)","(16.0, 23.0, 22.25)","(1.24, 1.39, 1.3888235294117646)"
08-01-2023 17:40:58.711003,"(18.0, 40.0, 37.6)","(41.0, 100.0, 85.0)","(6.0, 9.2, 8.933333333333334)","(7.5, 11.5, 11.26086956521739)","(16.0, 23.0, 22.666666666666668)","(1.24, 1.39, 1.389310344827586)"
08-01-2023 17:40:59.769430,"(19.0, 40.0, 37.6)","(41.0, 100.0, 82.85714285714286)","(6.5, 9.0, 8.823529411764707)","(7.5, 11.5, 11.303571428571429)","(16.0, 23.0, 22.8)","(1.24, 1.39, 1.3886666666666665)"
08-01-2023 17:41:00.853799,"(19.0, 40.0, 39.0)","(41.0, 100.0, 95.0)","(6.5, 9.0, 8.773333333333333)","(7.5, 11.5, 11.28)","(16.0, 23.0, 22.8)","(1.24, 1.4, 1.3886666666666665)"
08-01-2023 17:41:01.949911,"(19.0, 40.0, 38.0)","(41.0, 110.0, 101.66666666666666)","(6.5, 9.0, 8.690909090909091)","(7.5, 11.5, 11.28)","(16.0, 23.0, 22.8)","(1.24, 1.4, 1.3886666666666665)"
08-01-2023 17:41:02.995809,"(19.0, 40.0, 38.8)","(41.0, 110.0, 101.66666666666666)","(6.5, 9.0, 8.690909090909091)","(7.5, 11.5, 11.28)","(16.0, 23.0, 22.8)","(1.24, 1.4, 1.3873033707865168)"
08-01-2023 17:41:04.011035,"(19.0, 40.0, 38.5)","(41.0, 110.0, 101.66666666666666)","(6.5, 9.0, 8.690909090909091)","(7.5, 11.5, 11.303571428571429)","(16.0, 23.0, 22.8)","(1.24, 1.4, 1.3872625698324021)"
08-01-2023 17:41:05.054045,"(19.0, 40.0, 38.90909090909091)","(41.0, 110.0, 101.66666666666666)","(6.5, 9.0, 8.690909090909091)","(7.5, 11.5, 11.303571428571429)","(16.0, 23.0, 22.8)","(1.24, 1.4, 1.3872625698324021)"
08-01-2023 17:41:06.090705,"(19.0, 40.0, 38.90909090909091)","(41.0, 110.0, 101.66666666666666)","(6.5, 9.0, 8.690909090909091)","(7.5, 11.5, 11.303571428571429)","(16.0, 23.0, 22.8)","(1.24, 1.4, 1.3872625698324021)"
08-01-2023 17:41:07.130141,"(19.0, 40.0, 38.90909090909091)","(41.0, 110.0, 101.66666666666666)","(6.5, 9.0, 8.690909090909091)","(7.5, 11.5, 11.303571428571429)","(16.0, 23.0, 22.8)","(1.24, 1.4, 1.3872625698324021)"
08-01-2023 17:41:08.202967,"(19.0, 40.0, 38.8)","(41.0, 110.0, 102.64705882352942)","(6.5, 9.0, 8.690909090909091)","(7.5, 11.5, 11.303571428571429)","(16.0, 23.0, 22.894736842105264)","(1.24, 1.4, 1.3872625698324021)"
08-01-2023 17:41:09.286365,"(19.0, 40.0, 38.5)","(41.0, 110.0, 102.64705882352942)","(6.5, 9.0, 8.690909090909091)","(7.5, 11.5, 11.303571428571429)","(16.0, 23.0, 22.894736842105264)","(1.24, 1.4, 1.3872625698324021)"
08-01-2023 17:41:10.391949,"(19.0, 40.0, 38.5)","(41.0, 110.0, 102.64705882352942)","(6.5, 8.8, 8.76)","(7.5, 11.5, 11.241379310344827)","(16.0, 23.0, 22.894736842105264)","(1.24, 1.4, 1.3872625698324021)"
