,Fabios Ethics,Good Odds Carla,Boa Vista,Allowed To Dream,Why So Serious,Optimus Eli,Unacceptable Les,Kalyara
08-01-2023 18:08:54.694047,"(8.0, 15.5, 13.066666666666666)","(2.5, 3.75, 2.7985714285714285)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 8.152941176470588)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:08:55.743081,"(8.0, 15.5, 13.066666666666666)","(2.5, 3.75, 2.7985714285714285)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 8.152941176470588)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:08:56.898858,"(8.0, 15.5, 13.066666666666666)","(2.5, 3.75, 2.7985714285714285)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 8.152941176470588)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:08:58.056501,"(8.0, 15.5, 13.066666666666666)","(2.5, 3.75, 2.7985714285714285)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 8.152941176470588)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:08:59.211022,"(8.0, 15.5, 13.066666666666666)","(2.5, 3.75, 2.7985714285714285)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 8.152941176470588)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:00.390684,"(8.0, 15.5, 13.066666666666666)","(2.5, 3.75, 2.7985714285714285)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 8.152941176470588)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:01.579261,"(8.0, 15.5, 13.066666666666666)","(2.5, 3.75, 2.7985714285714285)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 8.152941176470588)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:02.692111,"(8.0, 15.5, 13.066666666666666)","(2.5, 3.75, 2.7985714285714285)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 8.152941176470588)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:03.796240,"(8.0, 15.5, 13.066666666666666)","(2.5, 3.75, 2.7985714285714285)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 8.152941176470588)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:04.952824,"(8.0, 15.5, 13.066666666666666)","(2.5, 3.75, 2.7985714285714285)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 8.152941176470588)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:06.139869,"(8.0, 15.5, 13.066666666666666)","(2.5, 3.75, 2.802)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 6.675)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:07.350228,"(8.0, 15.5, 11.444444444444445)","(2.5, 3.45, 3.1260000000000003)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 6.75)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:08.506886,"(8.0, 15.5, 11.444444444444445)","(2.5, 3.45, 3.1260000000000003)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 6.75)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:09.638412,"(8.0, 15.0, 12.085714285714285)","(2.5, 3.45, 3.1260000000000003)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 6.75)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:10.708206,"(8.0, 15.0, 12.17142857142857)","(2.5, 3.45, 3.1260000000000003)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.4, 7.550000000000001)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:11.783248,"(8.0, 15.0, 12.17142857142857)","(2.5, 3.45, 3.1260000000000003)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.4, 7.550000000000001)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:12.948889,"(8.0, 15.0, 12.17142857142857)","(2.5, 3.45, 3.1260000000000003)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.4, 7.550000000000001)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:14.158456,"(8.0, 15.0, 12.17142857142857)","(2.5, 3.45, 3.1260000000000003)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.4, 7.550000000000001)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:15.380765,"(8.0, 15.0, 12.17142857142857)","(2.5, 3.45, 3.1260000000000003)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.4, 7.7)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:16.505235,"(8.0, 15.0, 12.17142857142857)","(2.5, 3.45, 3.2700000000000005)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.4, 7.7)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:17.605862,"(8.0, 15.0, 12.17142857142857)","(2.5, 3.45, 3.2700000000000005)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.4, 7.7)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:18.784961,"(8.0, 15.0, 12.17142857142857)","(2.5, 3.45, 3.2700000000000005)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.4, 7.7)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:19.926974,"(8.0, 15.0, 12.17142857142857)","(2.5, 3.45, 3.2700000000000005)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.4, 7.7)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:21.132858,"(8.0, 15.0, 12.17142857142857)","(2.5, 3.45, 3.2700000000000005)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.4, 7.7)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:22.326574,"(8.0, 15.0, 12.17142857142857)","(2.5, 3.45, 3.2700000000000005)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.4, 7.7)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:23.468976,"(8.0, 15.0, 12.17142857142857)","(2.5, 3.45, 3.2700000000000005)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.4, 7.7)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:24.662457,"(8.0, 15.0, 12.17142857142857)","(2.5, 3.45, 3.2700000000000005)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.4, 7.7)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:25.788286,"(8.0, 15.0, 12.17142857142857)","(2.5, 3.45, 3.2700000000000005)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.4, 7.7)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:26.936695,"(8.0, 15.0, 12.17142857142857)","(2.5, 3.45, 3.2700000000000005)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.4, 7.7)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:28.111517,"(8.0, 15.0, 12.17142857142857)","(2.5, 3.45, 3.2700000000000005)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.4, 7.7)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:29.158500,"(8.0, 15.0, 12.17142857142857)","(2.5, 3.45, 3.2995238095238095)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.4, 7.7)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:30.333680,"(8.0, 15.0, 12.17142857142857)","(2.5, 3.45, 3.2995238095238095)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.4, 7.7)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:31.527399,"(8.0, 15.0, 12.17142857142857)","(2.5, 3.45, 3.2995238095238095)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.4, 7.7)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:32.668418,"(8.0, 15.0, 12.17142857142857)","(2.5, 3.45, 3.2995238095238095)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.4, 7.7)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:33.756387,"(8.0, 15.0, 12.17142857142857)","(2.5, 3.45, 3.2995238095238095)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.4, 7.7)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:35.288818,"(8.0, 15.0, 12.17142857142857)","(2.5, 3.45, 3.2995238095238095)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.4, 7.7)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:37.842794,"(8.0, 15.0, 12.17142857142857)","(2.5, 3.45, 3.341034482758621)","(2.15, 3.3, 2.5436363636363635)","(5.5, 9.4, 7.7)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:39.229455,"(8.0, 15.0, 10.430769230769231)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.5436363636363635)","(5.5, 9.4, 8.351851851851851)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:40.525384,"(8.0, 15.0, 10.430769230769231)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.5436363636363635)","(5.5, 9.0, 8.351851851851851)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:41.854665,"(8.0, 15.0, 10.430769230769231)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.5436363636363635)","(5.5, 9.0, 8.351851851851851)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:43.120181,"(8.0, 15.0, 10.430769230769231)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.5436363636363635)","(5.5, 9.0, 8.351851851851851)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:44.349113,"(8.0, 15.0, 10.430769230769231)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.5436363636363635)","(5.5, 9.0, 8.351851851851851)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:45.553087,"(8.0, 15.0, 10.430769230769231)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.5436363636363635)","(5.5, 9.0, 6.875)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:46.783114,"(8.0, 15.0, 10.430769230769231)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.5436363636363635)","(5.5, 9.0, 6.875)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:48.015090,"(8.0, 15.0, 10.430769230769231)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.5436363636363635)","(5.5, 9.0, 6.875)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:49.258731,"(8.0, 15.0, 10.430769230769231)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.5436363636363635)","(5.5, 9.0, 6.875)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:50.471488,"(8.0, 15.0, 10.430769230769231)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.5436363636363635)","(5.5, 9.0, 6.875)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:51.675516,"(8.0, 14.5, 13.280000000000001)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.5436363636363635)","(5.5, 9.0, 6.875)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:52.891735,"(8.0, 14.5, 13.280000000000001)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.5436363636363635)","(5.5, 9.0, 6.875)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:54.218345,"(8.0, 14.5, 13.280000000000001)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.5436363636363635)","(5.5, 9.0, 6.875)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:55.494405,"(8.0, 14.5, 13.280000000000001)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.5436363636363635)","(5.5, 9.0, 6.875)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:56.779790,"(8.0, 14.5, 13.280000000000001)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.5436363636363635)","(5.5, 9.0, 6.875)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:57.879380,"(8.0, 14.5, 13.280000000000001)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.5436363636363635)","(5.5, 9.0, 6.875)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:09:59.060298,"(8.0, 14.5, 13.280000000000001)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.5436363636363635)","(5.5, 9.0, 8.155172413793103)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:10:00.291921,"(8.0, 14.5, 13.280000000000001)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.5436363636363635)","(5.5, 9.0, 8.155172413793103)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:10:01.568368,"(8.0, 14.5, 13.280000000000001)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.5436363636363635)","(5.5, 9.0, 8.155172413793103)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:10:02.741856,"(8.0, 14.5, 13.280000000000001)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.5436363636363635)","(5.5, 9.0, 8.155172413793103)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 149.6)"
08-01-2023 18:10:03.943300,"(8.0, 14.5, 13.280000000000001)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.4410526315789474)","(5.5, 9.0, 6.355555555555555)","(31.0, 130.0, 77.05882352941177)","(51.0, 550.0, 326.6666666666667)","(21.0, 70.0, 35.81818181818181)","(31.0, 320.0, 144.1904761904762)"
08-01-2023 18:10:05.121755,"(8.0, 14.5, 13.7375)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.4410526315789474)","(5.5, 9.0, 7.2)","(31.0, 130.0, 77.05882352941177)","(51.0, 540.0, 341.25)","(21.0, 70.0, 48.2)","(31.0, 320.0, 144.1904761904762)"
08-01-2023 18:10:06.326356,"(8.0, 14.0, 11.3)","(2.5, 3.45, 2.866)","(2.15, 3.25, 2.862)","(5.5, 8.8, 7.1)","(31.0, 130.0, 77.05882352941177)","(51.0, 510.0, 341.25)","(21.0, 65.0, 48.2)","(31.0, 320.0, 144.1904761904762)"
08-01-2023 18:10:07.605318,"(8.0, 14.0, 10.625)","(2.5, 3.45, 2.866)","(2.15, 3.25, 2.862)","(5.5, 8.6, 6.733333333333333)","(31.0, 130.0, 77.05882352941177)","(51.0, 510.0, 341.25)","(21.0, 65.0, 48.2)","(31.0, 320.0, 144.1904761904762)"
08-01-2023 18:10:08.834769,"(8.0, 14.0, 11.11111111111111)","(2.5, 3.45, 2.866)","(2.15, 3.25, 2.862)","(5.5, 9.0, 6.311111111111111)","(31.0, 130.0, 77.05882352941177)","(51.0, 510.0, 341.25)","(21.0, 65.0, 48.2)","(31.0, 320.0, 144.1904761904762)"
08-01-2023 18:10:10.089974,"(8.0, 14.0, 11.11111111111111)","(2.5, 3.45, 2.866)","(2.15, 3.25, 2.586)","(5.5, 8.8, 6.311111111111111)","(31.0, 130.0, 77.05882352941177)","(51.0, 510.0, 304.44444444444446)","(21.0, 65.0, 48.2)","(31.0, 320.0, 225.33333333333334)"
08-01-2023 18:10:11.351001,"(8.0, 14.0, 11.771428571428572)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.586)","(5.5, 8.8, 6.311111111111111)","(31.0, 130.0, 77.05882352941177)","(51.0, 500.0, 304.44444444444446)","(21.0, 65.0, 48.2)","(31.0, 320.0, 225.33333333333334)"
08-01-2023 18:10:12.599246,"(8.0, 14.5, 13.36)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.586)","(5.5, 8.8, 6.311111111111111)","(31.0, 130.0, 77.05882352941177)","(51.0, 500.0, 304.44444444444446)","(21.0, 65.0, 48.2)","(31.0, 320.0, 225.33333333333334)"
08-01-2023 18:10:13.858132,"(8.0, 14.5, 13.36)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.586)","(5.5, 8.8, 6.311111111111111)","(31.0, 130.0, 77.05882352941177)","(51.0, 500.0, 229.23076923076923)","(21.0, 65.0, 48.2)","(31.0, 320.0, 225.33333333333334)"
08-01-2023 18:10:15.123935,"(8.0, 14.5, 13.36)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.586)","(5.5, 8.8, 6.311111111111111)","(31.0, 130.0, 118.88888888888889)","(51.0, 500.0, 148.0)","(21.0, 65.0, 62.0)","(31.0, 320.0, 245.33333333333334)"
08-01-2023 18:10:16.393916,"(8.0, 14.5, 13.36)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.586)","(5.5, 8.8, 6.311111111111111)","(31.0, 130.0, 118.88888888888889)","(51.0, 500.0, 148.0)","(21.0, 75.0, 62.0)","(31.0, 350.0, 245.33333333333334)"
08-01-2023 18:10:17.664890,"(8.0, 14.5, 13.36)","(2.5, 3.45, 2.866)","(2.15, 3.3, 2.586)","(5.5, 8.8, 6.311111111111111)","(31.0, 130.0, 118.88888888888889)","(51.0, 500.0, 275.0)","(21.0, 75.0, 62.0)","(31.0, 350.0, 245.33333333333334)"
08-01-2023 18:10:18.991825,"(8.0, 14.5, 13.36)","(2.5, 3.45, 2.805)","(2.15, 3.3, 2.586)","(5.5, 8.8, 6.311111111111111)","(31.0, 130.0, 118.88888888888889)","(51.0, 490.0, 275.0)","(21.0, 75.0, 62.0)","(31.0, 350.0, 245.33333333333334)"
08-01-2023 18:10:20.308996,"(8.0, 15.5, 12.15)","(2.5, 3.4, 2.805)","(2.15, 3.3, 2.586)","(5.5, 8.8, 6.311111111111111)","(31.0, 130.0, 154.44444444444446)","(51.0, 490.0, 275.0)","(21.0, 75.0, 80.6)","(31.0, 350.0, 315.1111111111111)"
08-01-2023 18:10:21.588948,"(8.0, 15.0, 13.76)","(2.5, 3.4, 2.805)","(2.15, 3.3, 2.586)","(5.5, 8.8, 7.841935483870968)","(31.0, 170.0, 154.44444444444446)","(51.0, 490.0, 275.0)","(21.0, 95.0, 80.6)","(31.0, 350.0, 315.1111111111111)"
08-01-2023 18:10:22.848160,"(8.0, 15.0, 13.76)","(2.5, 3.4, 2.805)","(2.15, 3.3, 2.586)","(5.5, 8.8, 7.841935483870968)","(31.0, 170.0, 163.33333333333334)","(51.0, 490.0, 275.0)","(21.0, 95.0, 80.6)","(31.0, 350.0, 315.1111111111111)"
08-01-2023 18:10:24.122909,"(8.0, 15.0, 13.76)","(2.5, 3.4, 2.805)","(2.15, 3.3, 2.586)","(5.5, 8.8, 7.841935483870968)","(31.0, 180.0, 163.33333333333334)","(51.0, 490.0, 275.0)","(21.0, 95.0, 80.6)","(31.0, 350.0, 315.1111111111111)"
08-01-2023 18:10:25.500687,"(8.0, 15.0, 13.76)","(2.5, 3.4, 2.805)","(2.15, 3.3, 2.586)","(5.5, 8.8, 7.841935483870968)","(31.0, 180.0, 163.33333333333334)","(51.0, 490.0, 275.0)","(21.0, 95.0, 80.6)","(31.0, 350.0, 315.1111111111111)"
08-01-2023 18:10:26.880142,"(8.0, 15.0, 13.76)","(2.5, 3.4, 2.805)","(2.15, 3.3, 2.586)","(5.5, 8.8, 7.841935483870968)","(31.0, 180.0, 163.33333333333334)","(51.0, 490.0, 275.0)","(21.0, 95.0, 55.0)","(31.0, 350.0, 238.66666666666666)"
08-01-2023 18:10:28.280009,"(8.0, 15.0, 13.76)","(2.5, 3.4, 2.805)","(2.15, 3.3, 2.586)","(5.5, 8.8, 7.841935483870968)","(31.0, 180.0, 163.33333333333334)","(51.0, 490.0, 275.0)","(21.0, 95.0, 55.0)","(31.0, 340.0, 238.66666666666666)"
08-01-2023 18:10:29.770348,"(8.0, 15.0, 13.76)","(2.5, 3.4, 2.805)","(2.15, 3.3, 2.586)","(5.5, 8.8, 7.841935483870968)","(31.0, 180.0, 163.33333333333334)","(51.0, 490.0, 275.0)","(21.0, 95.0, 55.0)","(31.0, 340.0, 271.2)"
08-01-2023 18:10:31.479917,"(8.0, 15.0, 13.76)","(2.5, 3.4, 2.805)","(2.15, 3.3, 2.586)","(5.5, 8.8, 7.841935483870968)","(31.0, 180.0, 163.33333333333334)","(51.0, 490.0, 275.0)","(21.0, 95.0, 80.6)","(31.0, 330.0, 225.33333333333334)"
08-01-2023 18:10:32.992120,"(8.0, 15.0, 13.76)","(2.5, 3.4, 2.805)","(2.15, 3.3, 2.586)","(5.5, 8.8, 7.841935483870968)","(31.0, 180.0, 163.33333333333334)","(51.0, 490.0, 275.0)","(21.0, 95.0, 80.6)","(31.0, 320.0, 225.33333333333334)"
08-01-2023 18:10:34.768336,"(8.0, 15.0, 13.76)","(2.5, 3.4, 2.805)","(2.15, 3.3, 2.586)","(5.5, 8.8, 7.700000000000001)","(31.0, 180.0, 163.33333333333334)","(51.0, 490.0, 275.0)","(21.0, 95.0, 80.6)","(31.0, 320.0, 225.33333333333334)"
08-01-2023 18:10:36.359845,"(8.0, 15.0, 13.76)","(2.5, 3.4, 2.805)","(2.15, 3.3, 2.586)","(5.5, 8.8, 7.700000000000001)","(31.0, 180.0, 207.77777777777777)","(51.0, 490.0, 275.0)","(21.0, 95.0, 55.0)","(31.0, 320.0, 225.33333333333334)"
08-01-2023 18:10:37.721759,"(8.0, 15.0, 13.76)","(2.5, 3.4, 2.805)","(2.15, 3.3, 2.586)","(5.5, 8.8, 7.700000000000001)","(31.0, 230.0, 207.77777777777777)","(51.0, 490.0, 275.0)","(21.0, 95.0, 55.0)","(31.0, 320.0, 225.33333333333334)"
08-01-2023 18:10:39.066116,"(8.0, 15.0, 13.76)","(2.5, 3.4, 2.805)","(2.15, 3.3, 2.586)","(5.5, 8.8, 7.700000000000001)","(31.0, 230.0, 207.77777777777777)","(51.0, 490.0, 275.0)","(21.0, 95.0, 55.0)","(31.0, 320.0, 255.2)"
08-01-2023 18:10:40.441726,"(8.0, 15.0, 13.76)","(2.5, 3.4, 2.81)","(2.15, 3.3, 2.586)","(5.5, 8.8, 7.700000000000001)","(31.0, 230.0, 207.77777777777777)","(51.0, 490.0, 275.0)","(21.0, 95.0, 67.66666666666666)","(31.0, 310.0, 235.27272727272728)"
08-01-2023 18:10:41.767865,"(8.0, 15.0, 13.76)","(2.5, 3.35, 2.772727272727273)","(2.15, 3.3, 2.586)","(5.5, 8.8, 7.700000000000001)","(31.0, 230.0, 207.77777777777777)","(51.0, 490.0, 275.0)","(21.0, 90.0, 47.0)","(31.0, 310.0, 235.27272727272728)"
