,Cosmic Leilani,Who Told Sarah,Speedy Quokka,Dr Dulcie,Boo Boos Better,Stars Hope,Gucci Giblet,Agnes
181,"[datetime.datetime(2022, 11, 28, 14, 45, 30, 973006), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 30, 973006), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 30, 973006), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 30, 973006), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 30, 973006), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 30, 973006), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 30, 973006), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 30, 973006), 26.0, 120.0]"
182,"[datetime.datetime(2022, 11, 28, 14, 45, 32, 105997), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 32, 105997), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 32, 105997), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 32, 105997), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 32, 105997), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 32, 105997), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 32, 105997), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 32, 105997), 26.0, 120.0]"
183,"[datetime.datetime(2022, 11, 28, 14, 45, 33, 239744), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 33, 239744), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 33, 239744), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 33, 239744), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 33, 239744), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 33, 239744), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 33, 239744), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 33, 239744), 26.0, 120.0]"
184,"[datetime.datetime(2022, 11, 28, 14, 45, 34, 388911), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 34, 388911), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 34, 388911), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 34, 388911), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 34, 388911), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 34, 388911), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 34, 388911), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 34, 388911), 26.0, 120.0]"
185,"[datetime.datetime(2022, 11, 28, 14, 45, 35, 529310), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 35, 529310), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 35, 529310), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 35, 529310), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 35, 529310), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 35, 529310), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 35, 529310), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 35, 529310), 26.0, 120.0]"
186,"[datetime.datetime(2022, 11, 28, 14, 45, 36, 662070), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 36, 662070), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 36, 662070), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 36, 662070), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 36, 662070), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 36, 662070), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 36, 662070), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 36, 662070), 26.0, 120.0]"
187,"[datetime.datetime(2022, 11, 28, 14, 45, 37, 786417), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 37, 786417), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 37, 786417), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 37, 786417), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 37, 786417), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 37, 786417), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 37, 786417), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 37, 786417), 26.0, 120.0]"
188,"[datetime.datetime(2022, 11, 28, 14, 45, 38, 913070), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 38, 913070), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 38, 913070), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 38, 913070), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 38, 913070), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 38, 913070), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 38, 913070), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 38, 913070), 26.0, 120.0]"
189,"[datetime.datetime(2022, 11, 28, 14, 45, 40, 40743), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 40, 40743), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 40, 40743), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 40, 40743), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 40, 40743), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 40, 40743), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 40, 40743), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 40, 40743), 26.0, 120.0]"
190,"[datetime.datetime(2022, 11, 28, 14, 45, 41, 163653), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 41, 163653), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 41, 163653), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 41, 163653), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 41, 163653), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 41, 163653), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 41, 163653), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 41, 163653), 26.0, 120.0]"
191,"[datetime.datetime(2022, 11, 28, 14, 45, 42, 291165), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 42, 291165), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 42, 291165), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 42, 291165), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 42, 291165), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 42, 291165), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 42, 291165), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 42, 291165), 26.0, 120.0]"
192,"[datetime.datetime(2022, 11, 28, 14, 45, 43, 413656), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 43, 413656), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 43, 413656), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 43, 413656), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 43, 413656), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 43, 413656), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 43, 413656), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 43, 413656), 26.0, 120.0]"
193,"[datetime.datetime(2022, 11, 28, 14, 45, 44, 543463), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 44, 543463), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 44, 543463), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 44, 543463), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 44, 543463), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 44, 543463), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 44, 543463), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 44, 543463), 26.0, 120.0]"
194,"[datetime.datetime(2022, 11, 28, 14, 45, 45, 666119), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 45, 666119), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 45, 666119), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 45, 666119), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 45, 666119), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 45, 666119), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 45, 666119), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 45, 666119), 26.0, 120.0]"
195,"[datetime.datetime(2022, 11, 28, 14, 45, 46, 795051), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 46, 795051), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 46, 795051), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 46, 795051), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 46, 795051), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 46, 795051), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 46, 795051), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 46, 795051), 26.0, 120.0]"
196,"[datetime.datetime(2022, 11, 28, 14, 45, 47, 922394), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 47, 922394), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 47, 922394), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 47, 922394), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 47, 922394), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 47, 922394), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 47, 922394), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 47, 922394), 26.0, 120.0]"
197,"[datetime.datetime(2022, 11, 28, 14, 45, 49, 56206), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 49, 56206), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 49, 56206), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 49, 56206), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 49, 56206), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 49, 56206), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 49, 56206), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 49, 56206), 26.0, 120.0]"
198,"[datetime.datetime(2022, 11, 28, 14, 45, 50, 190323), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 50, 190323), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 50, 190323), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 50, 190323), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 50, 190323), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 50, 190323), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 50, 190323), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 50, 190323), 26.0, 120.0]"
199,"[datetime.datetime(2022, 11, 28, 14, 45, 51, 316677), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 51, 316677), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 51, 316677), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 51, 316677), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 51, 316677), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 51, 316677), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 51, 316677), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 51, 316677), 26.0, 120.0]"
200,"[datetime.datetime(2022, 11, 28, 14, 45, 52, 448383), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 52, 448383), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 52, 448383), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 52, 448383), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 52, 448383), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 52, 448383), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 52, 448383), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 52, 448383), 26.0, 120.0]"
201,"[datetime.datetime(2022, 11, 28, 14, 45, 53, 580913), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 53, 580913), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 53, 580913), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 53, 580913), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 53, 580913), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 53, 580913), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 53, 580913), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 53, 580913), 26.0, 120.0]"
202,"[datetime.datetime(2022, 11, 28, 14, 45, 54, 715652), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 54, 715652), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 54, 715652), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 54, 715652), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 54, 715652), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 54, 715652), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 54, 715652), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 54, 715652), 26.0, 120.0]"
203,"[datetime.datetime(2022, 11, 28, 14, 45, 55, 838258), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 55, 838258), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 55, 838258), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 55, 838258), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 55, 838258), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 55, 838258), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 55, 838258), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 55, 838258), 26.0, 120.0]"
204,"[datetime.datetime(2022, 11, 28, 14, 45, 56, 968701), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 56, 968701), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 56, 968701), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 56, 968701), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 56, 968701), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 56, 968701), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 56, 968701), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 56, 968701), 26.0, 120.0]"
205,"[datetime.datetime(2022, 11, 28, 14, 45, 58, 97766), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 58, 97766), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 58, 97766), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 58, 97766), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 58, 97766), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 58, 97766), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 58, 97766), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 58, 97766), 26.0, 120.0]"
206,"[datetime.datetime(2022, 11, 28, 14, 45, 59, 224513), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 45, 59, 224513), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 45, 59, 224513), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 45, 59, 224513), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 45, 59, 224513), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 45, 59, 224513), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 45, 59, 224513), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 45, 59, 224513), 26.0, 120.0]"
207,"[datetime.datetime(2022, 11, 28, 14, 46, 0, 358093), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 46, 0, 358093), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 46, 0, 358093), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 46, 0, 358093), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 46, 0, 358093), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 46, 0, 358093), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 46, 0, 358093), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 46, 0, 358093), 26.0, 120.0]"
208,"[datetime.datetime(2022, 11, 28, 14, 46, 1, 482993), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 46, 1, 482993), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 46, 1, 482993), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 46, 1, 482993), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 46, 1, 482993), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 46, 1, 482993), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 46, 1, 482993), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 46, 1, 482993), 26.0, 120.0]"
209,"[datetime.datetime(2022, 11, 28, 14, 46, 2, 610413), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 46, 2, 610413), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 46, 2, 610413), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 46, 2, 610413), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 46, 2, 610413), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 46, 2, 610413), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 46, 2, 610413), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 46, 2, 610413), 26.0, 120.0]"
210,"[datetime.datetime(2022, 11, 28, 14, 46, 3, 733369), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 46, 3, 733369), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 46, 3, 733369), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 46, 3, 733369), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 46, 3, 733369), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 46, 3, 733369), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 46, 3, 733369), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 46, 3, 733369), 26.0, 120.0]"
211,"[datetime.datetime(2022, 11, 28, 14, 46, 4, 866326), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 46, 4, 866326), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 46, 4, 866326), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 46, 4, 866326), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 46, 4, 866326), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 46, 4, 866326), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 46, 4, 866326), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 46, 4, 866326), 26.0, 120.0]"
212,"[datetime.datetime(2022, 11, 28, 14, 46, 6, 6681), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 46, 6, 6681), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 46, 6, 6681), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 46, 6, 6681), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 46, 6, 6681), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 46, 6, 6681), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 46, 6, 6681), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 46, 6, 6681), 26.0, 120.0]"
213,"[datetime.datetime(2022, 11, 28, 14, 46, 7, 147413), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 46, 7, 147413), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 46, 7, 147413), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 46, 7, 147413), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 46, 7, 147413), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 46, 7, 147413), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 46, 7, 147413), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 46, 7, 147413), 26.0, 120.0]"
214,"[datetime.datetime(2022, 11, 28, 14, 46, 8, 277781), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 46, 8, 277781), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 46, 8, 277781), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 46, 8, 277781), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 46, 8, 277781), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 46, 8, 277781), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 46, 8, 277781), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 46, 8, 277781), 26.0, 120.0]"
215,"[datetime.datetime(2022, 11, 28, 14, 46, 9, 411787), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 46, 9, 411787), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 46, 9, 411787), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 46, 9, 411787), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 46, 9, 411787), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 46, 9, 411787), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 46, 9, 411787), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 46, 9, 411787), 26.0, 120.0]"
216,"[datetime.datetime(2022, 11, 28, 14, 46, 10, 549371), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 46, 10, 549371), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 46, 10, 549371), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 46, 10, 549371), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 46, 10, 549371), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 46, 10, 549371), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 46, 10, 549371), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 46, 10, 549371), 26.0, 120.0]"
217,"[datetime.datetime(2022, 11, 28, 14, 46, 11, 672425), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 46, 11, 672425), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 46, 11, 672425), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 46, 11, 672425), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 46, 11, 672425), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 46, 11, 672425), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 46, 11, 672425), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 46, 11, 672425), 26.0, 120.0]"
218,"[datetime.datetime(2022, 11, 28, 14, 46, 12, 814111), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 46, 12, 814111), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 46, 12, 814111), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 46, 12, 814111), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 46, 12, 814111), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 46, 12, 814111), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 46, 12, 814111), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 46, 12, 814111), 26.0, 120.0]"
219,"[datetime.datetime(2022, 11, 28, 14, 46, 13, 946300), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 46, 13, 946300), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 46, 13, 946300), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 46, 13, 946300), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 46, 13, 946300), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 46, 13, 946300), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 46, 13, 946300), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 46, 13, 946300), 26.0, 120.0]"
220,"[datetime.datetime(2022, 11, 28, 14, 46, 15, 84733), 12.0, 22.0]","[datetime.datetime(2022, 11, 28, 14, 46, 15, 84733), 3.7, 5.7]","[datetime.datetime(2022, 11, 28, 14, 46, 15, 84733), 4.2, 6.6]","[datetime.datetime(2022, 11, 28, 14, 46, 15, 84733), 7.5, 14.5]","[datetime.datetime(2022, 11, 28, 14, 46, 15, 84733), 31.0, 230.0]","[datetime.datetime(2022, 11, 28, 14, 46, 15, 84733), 5.5, 8.6]","[datetime.datetime(2022, 11, 28, 14, 46, 15, 84733), 3.0, 6.0]","[datetime.datetime(2022, 11, 28, 14, 46, 15, 84733), 26.0, 120.0]"
