,Terrific Keith,Lochinvar Jazz,Hannele Bale,Daksha Bale,Gotham Diva,Long Shadow,Vance Bale,Dr Ronald
11-01-2023 19:45:42.321646,"(1.95, 2.92, 2.205)","(12.0, 29.0, 18.333333333333332)","(7.5, 12.0, 11.166666666666668)","(8.0, 13.5, 11.053846153846154)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.7, 3.433333333333333)","(41.0, 320.0, 80.0)"
11-01-2023 19:45:43.638284,"(1.95, 2.9, 2.190666666666667)","(12.0, 29.0, 18.333333333333332)","(7.5, 12.0, 11.166666666666668)","(8.0, 13.5, 11.053846153846154)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.7, 3.433333333333333)","(41.0, 320.0, 80.0)"
11-01-2023 19:45:44.978526,"(1.95, 2.88, 2.51)","(12.0, 29.0, 18.333333333333332)","(7.5, 12.0, 11.166666666666668)","(8.0, 13.5, 10.152631578947368)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.7, 3.433333333333333)","(41.0, 320.0, 80.0)"
11-01-2023 19:45:46.357296,"(1.95, 2.88, 2.51)","(12.0, 29.0, 18.333333333333332)","(7.5, 12.0, 11.166666666666668)","(8.0, 13.5, 10.152631578947368)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.7, 3.433333333333333)","(41.0, 320.0, 80.0)"
11-01-2023 19:45:47.657869,"(1.95, 2.9, 2.746)","(12.0, 29.0, 18.333333333333332)","(7.5, 12.0, 10.076923076923077)","(8.0, 12.0, 8.8)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.7, 3.433333333333333)","(41.0, 320.0, 80.0)"
11-01-2023 19:45:48.953988,"(1.95, 2.9, 2.746)","(12.0, 29.0, 18.333333333333332)","(7.5, 12.0, 8.818181818181818)","(8.0, 15.0, 9.342857142857143)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.7, 2.9636363636363634)","(41.0, 320.0, 80.0)"
11-01-2023 19:45:50.221970,"(1.95, 2.9, 2.746)","(12.0, 29.0, 18.333333333333332)","(7.5, 12.0, 8.690909090909091)","(8.0, 15.0, 10.05)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.6, 3.3666666666666667)","(41.0, 320.0, 80.0)"
11-01-2023 19:45:51.562622,"(1.95, 2.9, 2.746)","(12.0, 29.0, 18.333333333333332)","(7.5, 12.0, 8.690909090909091)","(8.0, 15.0, 10.05)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.5, 3.3666666666666667)","(41.0, 320.0, 80.0)"
11-01-2023 19:45:52.951305,"(1.95, 2.9, 2.7768)","(12.0, 29.0, 18.333333333333332)","(7.5, 12.0, 8.690909090909091)","(8.0, 15.0, 9.5)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.5, 4.3133333333333335)","(41.0, 320.0, 78.22222222222223)"
11-01-2023 19:45:54.279076,"(1.95, 2.9, 2.7768)","(12.0, 29.0, 18.333333333333332)","(7.5, 12.0, 8.690909090909091)","(8.0, 14.0, 9.5)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.5, 4.3133333333333335)","(41.0, 320.0, 152.6153846153846)"
11-01-2023 19:45:55.610286,"(1.95, 2.9, 2.7768)","(12.0, 29.0, 18.333333333333332)","(7.5, 12.0, 8.690909090909091)","(8.0, 14.0, 9.5)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.5, 4.3133333333333335)","(41.0, 320.0, 80.0)"
11-01-2023 19:45:56.872865,"(1.95, 2.9, 2.7768)","(12.0, 29.0, 18.333333333333332)","(7.5, 12.0, 8.690909090909091)","(8.0, 14.0, 9.5)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.5, 4.3133333333333335)","(41.0, 320.0, 80.0)"
11-01-2023 19:45:58.202683,"(1.95, 2.9, 2.7768)","(12.0, 29.0, 18.333333333333332)","(7.5, 12.0, 8.690909090909091)","(8.0, 14.0, 9.825)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.5, 4.3133333333333335)","(41.0, 320.0, 80.0)"
11-01-2023 19:45:59.565220,"(1.95, 2.9, 2.7768)","(12.0, 29.0, 18.333333333333332)","(7.5, 12.0, 8.690909090909091)","(8.0, 13.5, 9.825)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.5, 4.3133333333333335)","(41.0, 320.0, 80.0)"
11-01-2023 19:46:01.019809,"(1.95, 2.9, 2.7768)","(12.0, 29.0, 18.333333333333332)","(7.5, 12.0, 8.690909090909091)","(8.0, 13.5, 9.825)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.5, 3.86)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:02.546642,"(1.95, 2.9, 2.7768)","(12.0, 29.0, 18.333333333333332)","(7.5, 12.0, 8.690909090909091)","(8.0, 13.5, 9.825)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.5, 3.4066666666666667)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:03.960591,"(1.95, 2.9, 2.7768)","(12.0, 29.0, 18.333333333333332)","(7.5, 12.0, 8.690909090909091)","(8.0, 13.5, 9.825)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.5, 3.4066666666666667)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:05.338275,"(1.95, 2.9, 2.7768)","(12.0, 29.0, 19.4)","(7.5, 12.0, 8.879999999999999)","(8.0, 13.5, 9.5)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.5, 3.6799999999999997)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:06.804128,"(1.95, 2.9, 2.7768)","(12.0, 29.0, 19.4)","(7.5, 12.0, 8.879999999999999)","(8.0, 14.0, 9.5)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.5, 3.6799999999999997)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:08.260197,"(1.95, 2.9, 2.749142857142857)","(12.0, 29.0, 19.4)","(7.5, 12.0, 8.879999999999999)","(8.0, 14.0, 9.5)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.5, 3.6799999999999997)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:09.718768,"(1.95, 2.9, 2.795238095238095)","(12.0, 29.0, 19.4)","(7.5, 12.0, 8.879999999999999)","(8.0, 14.0, 9.5)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.5, 3.6799999999999997)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:11.160911,"(1.95, 2.9, 2.7680000000000002)","(12.0, 29.0, 19.4)","(7.5, 12.0, 8.879999999999999)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.5, 4.176)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:12.626737,"(1.95, 2.88, 2.7680000000000002)","(12.0, 29.0, 19.4)","(7.5, 12.0, 8.879999999999999)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.5, 4.176)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:13.935448,"(1.95, 2.88, 2.7716666666666665)","(12.0, 29.0, 19.4)","(7.5, 12.0, 8.879999999999999)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.5, 4.176)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:15.309257,"(1.95, 2.88, 2.7716666666666665)","(12.0, 29.0, 19.4)","(7.5, 12.0, 8.879999999999999)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.5, 4.176)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:16.801053,"(1.95, 2.88, 2.7716666666666665)","(12.0, 29.0, 19.4)","(7.5, 12.0, 8.879999999999999)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.5, 4.176)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:18.190868,"(1.95, 2.88, 2.770701754385965)","(12.0, 29.0, 19.4)","(7.5, 12.0, 8.879999999999999)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.5, 3.7)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:19.747111,"(1.95, 3.15, 2.8648000000000002)","(12.0, 29.0, 19.4)","(7.5, 12.0, 8.879999999999999)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.5, 3.0454545454545454)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:21.246840,"(1.95, 3.1, 2.8158823529411765)","(12.0, 29.0, 19.4)","(7.5, 12.0, 8.879999999999999)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.5, 3.6500000000000004)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:22.775549,"(1.95, 3.1, 2.763157894736842)","(12.0, 29.0, 19.4)","(7.5, 12.0, 8.879999999999999)","(8.0, 14.0, 12.133333333333333)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.4, 3.6500000000000004)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:24.248649,"(1.95, 3.0, 2.763157894736842)","(12.0, 29.0, 19.4)","(7.5, 12.0, 8.879999999999999)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.4, 4.3075)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:25.828954,"(1.95, 3.0, 2.763157894736842)","(12.0, 29.0, 19.4)","(7.5, 12.0, 8.879999999999999)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.4, 4.3075)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:27.261882,"(1.95, 3.0, 2.763157894736842)","(12.0, 29.0, 19.4)","(7.5, 12.0, 8.879999999999999)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.4, 3.3411764705882354)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:28.773204,"(1.95, 3.0, 2.826923076923077)","(12.0, 29.0, 19.4)","(7.5, 12.0, 8.879999999999999)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.4, 3.3411764705882354)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:30.149523,"(1.95, 3.0, 2.826923076923077)","(12.0, 29.0, 19.4)","(7.5, 12.0, 8.879999999999999)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.4, 3.3411764705882354)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:31.563373,"(1.95, 3.0, 2.826923076923077)","(12.0, 29.0, 19.4)","(7.5, 12.0, 8.879999999999999)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.4, 3.3411764705882354)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:32.954248,"(1.95, 3.0, 2.826923076923077)","(12.0, 29.0, 19.4)","(7.5, 12.0, 8.879999999999999)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.4, 3.3411764705882354)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:34.323525,"(1.95, 3.0, 2.826923076923077)","(12.0, 29.0, 19.4)","(7.5, 12.0, 8.879999999999999)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.4, 3.3411764705882354)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:35.714340,"(1.95, 3.0, 2.826923076923077)","(12.0, 29.0, 19.4)","(7.5, 12.0, 8.879999999999999)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.4, 3.3411764705882354)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:37.053829,"(1.95, 3.0, 2.826923076923077)","(12.0, 29.0, 19.4)","(7.5, 12.0, 8.879999999999999)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.4, 3.30625)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:38.424023,"(1.95, 3.0, 2.826923076923077)","(12.0, 29.0, 19.4)","(7.5, 12.0, 8.50909090909091)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.2, 3.8999999999999995)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:39.882161,"(1.95, 3.0, 2.826923076923077)","(12.0, 29.0, 19.4)","(7.5, 12.0, 9.780000000000001)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 4.1, 3.7750000000000004)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:41.356913,"(1.95, 3.0, 2.826923076923077)","(12.0, 29.0, 19.4)","(7.5, 11.5, 10.066666666666666)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.95, 3.7750000000000004)","(41.0, 320.0, 84.44444444444444)"
11-01-2023 19:46:42.738331,"(1.95, 3.0, 2.826923076923077)","(12.0, 29.0, 19.4)","(7.5, 11.5, 8.28)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.95, 3.7750000000000004)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:46:44.138540,"(1.95, 2.98, 2.8575)","(12.0, 29.0, 19.4)","(7.5, 10.5, 8.884615384615385)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.95, 3.7750000000000004)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:46:45.442883,"(1.95, 2.98, 2.8575)","(12.0, 29.0, 19.4)","(7.5, 10.5, 8.884615384615385)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.95, 3.7750000000000004)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:46:46.807081,"(1.95, 2.98, 2.8575)","(12.0, 29.0, 19.4)","(7.5, 10.5, 8.884615384615385)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.95, 3.2125)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:46:48.248645,"(1.95, 2.98, 2.8575)","(12.0, 29.0, 19.4)","(7.5, 10.5, 8.4)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.9, 3.2125)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:46:49.584657,"(1.95, 2.98, 2.8575)","(12.0, 29.0, 19.4)","(7.5, 10.5, 8.4)","(8.0, 14.0, 11.3)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.9, 3.2125)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:46:50.943358,"(1.95, 2.98, 2.8575)","(12.0, 29.0, 19.4)","(7.5, 10.5, 8.707692307692309)","(8.0, 14.0, 9.7)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.9, 3.2857142857142856)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:46:52.312572,"(1.95, 2.98, 2.91)","(12.0, 28.0, 16.0)","(7.5, 10.0, 9.475000000000001)","(8.0, 13.0, 9.088888888888889)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.8, 3.2375)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:46:53.670797,"(1.95, 3.05, 2.91875)","(12.0, 28.0, 16.0)","(7.5, 9.8, 9.475000000000001)","(8.0, 13.0, 10.169230769230769)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.8, 3.0666666666666664)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:46:55.049313,"(1.95, 3.05, 2.92625)","(12.0, 28.0, 16.0)","(7.5, 9.8, 9.475000000000001)","(8.0, 13.0, 10.169230769230769)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.8, 3.148148148148148)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:46:56.412398,"(1.95, 3.05, 2.92625)","(12.0, 28.0, 16.0)","(7.5, 9.8, 9.475000000000001)","(8.0, 13.0, 10.169230769230769)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.8, 3.148148148148148)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:46:57.825538,"(1.95, 3.05, 2.92625)","(12.0, 28.0, 16.0)","(7.5, 9.8, 9.475000000000001)","(8.0, 13.0, 10.169230769230769)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.8, 3.142857142857143)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:46:59.293013,"(1.95, 3.05, 2.8360317460317463)","(12.0, 28.0, 23.0)","(7.5, 9.8, 9.200000000000001)","(8.0, 13.0, 10.7)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.75, 2.9615384615384617)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:00.649033,"(1.95, 3.15, 2.9810714285714286)","(12.0, 28.0, 23.0)","(7.5, 9.8, 9.545454545454547)","(8.0, 13.0, 10.7)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.7, 2.9615384615384617)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:02.015130,"(1.95, 3.1, 2.8945945945945946)","(12.0, 28.0, 23.0)","(7.5, 9.8, 9.366666666666667)","(8.0, 13.0, 10.444444444444445)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.7, 3.025)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:03.385778,"(1.95, 3.1, 2.892727272727273)","(12.0, 28.0, 23.0)","(7.5, 9.8, 9.511111111111113)","(8.0, 13.0, 9.17)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.65, 2.941176470588235)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:04.865729,"(1.95, 3.1, 2.892727272727273)","(12.0, 28.0, 23.0)","(7.5, 9.8, 9.32)","(8.0, 12.5, 10.4)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.6, 3.2249999999999996)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:06.379768,"(1.95, 3.1, 2.8775609756097564)","(12.0, 28.0, 23.0)","(7.5, 9.8, 9.32)","(8.0, 12.0, 11.542857142857143)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.55, 2.9309523809523808)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:07.786359,"(1.95, 3.1, 2.8775609756097564)","(12.0, 28.0, 23.0)","(7.5, 9.8, 9.32)","(8.0, 12.0, 11.542857142857143)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.55, 2.927083333333333)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:09.230562,"(1.95, 3.1, 2.8775609756097564)","(12.0, 28.0, 23.0)","(7.5, 9.8, 9.32)","(8.0, 12.0, 11.542857142857143)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.55, 2.927083333333333)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:10.680264,"(1.95, 3.1, 2.8775609756097564)","(12.0, 28.0, 23.0)","(7.5, 9.8, 9.545454545454547)","(8.0, 12.0, 11.266666666666667)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.55, 2.927083333333333)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:12.203757,"(1.95, 3.1, 2.8775609756097564)","(12.0, 28.0, 23.0)","(7.5, 9.8, 8.200000000000001)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.55, 2.927083333333333)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:13.846781,"(1.95, 3.1, 2.8775609756097564)","(12.0, 28.0, 23.0)","(7.5, 9.8, 8.283333333333333)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.55, 2.939285714285714)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:15.297889,"(1.95, 3.1, 2.8775609756097564)","(12.0, 28.0, 23.0)","(7.5, 9.8, 8.145454545454546)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.45, 2.939285714285714)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:16.804222,"(1.95, 3.1, 2.892727272727273)","(12.0, 28.0, 23.0)","(7.5, 9.8, 8.145454545454546)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.45, 2.939285714285714)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:18.374883,"(1.95, 3.1, 2.892727272727273)","(12.0, 28.0, 23.0)","(7.5, 9.8, 8.266666666666666)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.45, 2.939285714285714)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:19.735267,"(1.95, 3.1, 2.892727272727273)","(12.0, 28.0, 23.0)","(7.5, 9.6, 8.266666666666666)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.45, 2.939285714285714)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:21.296762,"(1.95, 3.1, 2.892727272727273)","(12.0, 28.0, 23.0)","(7.5, 9.6, 8.266666666666666)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 52.14285714285714)","(21.0, 70.0, 30.8)","(2.8, 3.45, 2.9454545454545453)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:22.783457,"(1.95, 3.1, 2.7927999999999997)","(12.0, 28.0, 25.0)","(7.5, 9.6, 8.6)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 47.0)","(21.0, 70.0, 30.8)","(2.8, 3.4, 2.9204545454545454)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:24.404843,"(1.95, 3.1, 2.787297297297297)","(12.0, 28.0, 25.0)","(7.5, 9.6, 8.266666666666666)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.35, 2.9204545454545454)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:25.874766,"(1.95, 3.05, 2.787297297297297)","(12.0, 28.0, 25.0)","(7.5, 9.6, 8.092307692307692)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.35, 2.9204545454545454)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:27.317606,"(1.95, 3.05, 2.787297297297297)","(12.0, 28.0, 24.375)","(7.5, 9.6, 8.4)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.35, 2.9204545454545454)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:28.656120,"(1.95, 3.05, 2.787297297297297)","(12.0, 28.0, 21.0)","(7.5, 9.6, 8.4)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.35, 2.9204545454545454)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:29.977933,"(1.95, 3.05, 2.787297297297297)","(12.0, 28.0, 21.0)","(7.5, 9.6, 8.4)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.35, 2.9204545454545454)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:31.381444,"(1.95, 3.0, 2.7929411764705883)","(12.0, 28.0, 21.0)","(7.5, 9.6, 8.092307692307692)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.35, 2.9204545454545454)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:32.793729,"(1.95, 3.0, 2.7929411764705883)","(12.0, 28.0, 21.0)","(7.5, 9.6, 8.072727272727272)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.35, 2.9204545454545454)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:34.187412,"(1.95, 3.0, 2.7929411764705883)","(12.0, 28.0, 21.0)","(7.5, 9.6, 8.072727272727272)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.35, 2.9145833333333333)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:35.499619,"(1.95, 3.0, 2.7929411764705883)","(12.0, 28.0, 21.0)","(7.5, 9.6, 8.072727272727272)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.25, 2.9145833333333333)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:36.758437,"(1.95, 3.0, 2.7929411764705883)","(12.0, 28.0, 21.0)","(7.5, 9.6, 8.072727272727272)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.25, 2.9145833333333333)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:38.034267,"(1.95, 3.0, 2.7929411764705883)","(12.0, 28.0, 21.0)","(7.5, 9.6, 8.4)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.25, 2.9145833333333333)","(41.0, 320.0, 76.44444444444444)"
