,Tap Out Lucy,Leapling,Zipping Supremo,Tap Out Sniper,Anjo Typhoon,Golden Light,Draco,Sooky Lala
11-01-2023 16:27:48.757447,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 34.44444444444444)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:27:49.880599,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 34.44444444444444)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:27:50.973801,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 34.44444444444444)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:27:52.102656,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 34.44444444444444)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:27:53.214722,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 34.44444444444444)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:27:54.580340,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:27:55.924734,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:27:57.090618,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:27:58.175891,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:27:59.294622,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:28:00.262009,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:28:01.278942,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:28:02.276489,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:28:03.301235,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:28:04.356687,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:28:05.384796,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:28:06.460258,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:28:07.481971,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:28:08.576203,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:28:09.626487,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:28:10.681332,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:28:11.742258,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:28:12.767350,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:28:13.802118,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:28:14.751882,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:28:15.719939,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:28:16.681163,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:28:17.678134,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:28:18.690875,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:28:19.718780,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 34.44444444444444)","(7.5, 14.0, 10.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.344444444444445)"
11-01-2023 16:28:20.785095,"(2.9, 4.7, 3.06875)","(7.0, 13.5, 10.98)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 41.607142857142854)","(7.5, 14.0, 10.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.82857142857143)"
11-01-2023 16:28:21.866805,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 41.607142857142854)","(7.5, 14.0, 10.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:28:22.893155,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 41.607142857142854)","(7.5, 14.0, 10.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:28:23.994097,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 41.607142857142854)","(7.5, 14.0, 10.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:28:25.049980,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 41.607142857142854)","(7.5, 14.0, 10.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:28:26.127801,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 41.607142857142854)","(7.5, 14.0, 10.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:28:27.178180,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 41.607142857142854)","(7.5, 14.0, 10.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:28:28.172805,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 41.607142857142854)","(7.5, 14.0, 10.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:28:29.181390,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 41.607142857142854)","(7.5, 14.0, 10.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:28:30.162306,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 41.607142857142854)","(7.5, 14.0, 10.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:28:31.115527,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 41.607142857142854)","(7.5, 14.0, 10.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:28:32.103114,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 41.607142857142854)","(7.5, 14.0, 10.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:28:33.092758,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 41.607142857142854)","(7.5, 14.0, 10.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:28:34.136560,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 41.607142857142854)","(7.5, 14.0, 10.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:28:35.212556,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 41.607142857142854)","(7.5, 14.0, 10.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:28:36.312913,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 41.607142857142854)","(7.5, 14.0, 10.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:28:37.445346,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 41.607142857142854)","(7.5, 14.0, 10.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:28:38.542595,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 34.44444444444444)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 13.0, 12.344444444444445)"
11-01-2023 16:28:39.624631,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 34.44444444444444)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:28:40.654530,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 34.44444444444444)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:28:41.684993,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 34.44444444444444)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:28:42.646213,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 34.44444444444444)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:28:43.604731,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 34.44444444444444)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:28:44.562376,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:28:45.607606,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:28:46.640774,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:28:47.708753,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:28:48.790266,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:28:49.905912,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:28:50.981385,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:28:52.016799,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:28:53.075106,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:28:54.069960,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:28:55.042823,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:28:55.993666,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:28:56.972019,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:28:57.963019,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:28:58.972461,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:29:00.031377,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:29:01.230190,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.666666666666666)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 25.03846153846154)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:29:02.476281,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.8, 5.1)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 23.6)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:29:03.652163,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.6, 5.1)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 23.6)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:29:04.829530,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.6, 5.1)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 23.6)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:29:06.113936,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.6, 5.1)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 23.6)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:29:07.181120,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.6, 5.1)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 23.6)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:29:08.225310,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.6, 5.1)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 23.6)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:29:09.234699,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.6, 5.1)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 23.6)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:29:10.196749,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.6, 5.1)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 23.6)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:29:11.162787,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.6, 5.1)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 23.6)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:29:12.182189,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.6, 5.1)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 23.6)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:29:13.207759,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.6, 5.1)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 23.6)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:29:14.276657,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.6, 5.1)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 23.6)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:29:15.359925,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.6, 5.1)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 23.6)","(7.5, 12.5, 12.198461538461538)"
11-01-2023 16:29:16.446230,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 12.24)","(4.4, 7.6, 5.1)","(17.0, 55.0, 30.333333333333336)","(7.5, 14.0, 9.0)","(5.0, 8.2, 6.2)","(13.0, 26.0, 23.6)","(7.5, 12.5, 12.198461538461538)"
