,Zipping Ontario,Dembe,Zipping Tracker,Mrs Chinn,Opawa Conan,Gitan
12-01-2023 16:19:02.853676,"(7.5, 16.0, 14.447058823529414)","(3.8, 7.0, 4.7)","(26.0, 160.0, 91.5)","(9.0, 18.5, 17.21764705882353)","(4.8, 8.2, 6.0285714285714285)","(1.85, 2.96, 2.523529411764706)"
12-01-2023 16:19:03.876640,"(7.5, 16.0, 14.447058823529414)","(3.8, 7.0, 4.7)","(26.0, 160.0, 91.5)","(9.0, 18.5, 17.21764705882353)","(4.8, 8.2, 6.0285714285714285)","(1.85, 2.96, 2.523529411764706)"
12-01-2023 16:19:05.357527,"(7.5, 16.0, 14.447058823529414)","(3.8, 7.0, 4.7)","(26.0, 160.0, 91.5)","(9.0, 18.5, 17.21764705882353)","(4.8, 8.2, 6.0285714285714285)","(1.85, 2.96, 2.523529411764706)"
12-01-2023 16:19:06.736588,"(7.5, 16.0, 14.447058823529414)","(3.8, 7.0, 4.7)","(26.0, 160.0, 91.5)","(9.0, 18.5, 17.21764705882353)","(4.8, 8.2, 6.0285714285714285)","(1.85, 2.96, 2.523529411764706)"
12-01-2023 16:19:07.983061,"(7.5, 16.0, 14.447058823529414)","(3.8, 7.0, 4.7)","(26.0, 160.0, 91.5)","(9.0, 18.5, 17.21764705882353)","(4.8, 8.2, 6.0285714285714285)","(1.85, 2.96, 2.523529411764706)"
12-01-2023 16:19:09.136508,"(7.5, 16.0, 14.447058823529414)","(3.8, 7.0, 4.7)","(26.0, 160.0, 91.5)","(9.0, 18.5, 17.21764705882353)","(4.8, 8.2, 6.0285714285714285)","(1.85, 2.96, 2.523529411764706)"
12-01-2023 16:19:10.283362,"(7.5, 16.0, 14.447058823529414)","(3.8, 7.0, 4.7)","(26.0, 160.0, 91.5)","(9.0, 18.5, 17.21764705882353)","(4.8, 8.2, 6.0285714285714285)","(1.85, 2.96, 2.523529411764706)"
12-01-2023 16:19:11.442245,"(7.5, 16.0, 14.447058823529414)","(3.8, 7.0, 4.7)","(26.0, 160.0, 91.5)","(9.0, 18.5, 17.21764705882353)","(4.8, 8.2, 6.0285714285714285)","(1.85, 2.96, 2.6492)"
12-01-2023 16:19:12.740710,"(7.5, 16.0, 14.447058823529414)","(3.8, 7.0, 5.641176470588235)","(26.0, 160.0, 91.5)","(9.0, 18.5, 17.21764705882353)","(4.8, 8.2, 6.0285714285714285)","(1.85, 2.96, 2.6492)"
12-01-2023 16:19:13.834456,"(7.5, 16.0, 14.447058823529414)","(3.8, 7.0, 5.641176470588235)","(26.0, 160.0, 91.5)","(9.0, 18.5, 17.21764705882353)","(4.8, 8.2, 7.1)","(1.85, 2.96, 2.6492)"
12-01-2023 16:19:15.084308,"(7.5, 16.0, 14.447058823529414)","(3.8, 7.0, 5.641176470588235)","(26.0, 160.0, 91.5)","(9.0, 18.5, 17.21764705882353)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.6492)"
12-01-2023 16:19:16.137690,"(7.5, 16.0, 14.447058823529414)","(3.8, 7.0, 5.641176470588235)","(26.0, 160.0, 91.5)","(9.0, 18.5, 17.21764705882353)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.6492)"
12-01-2023 16:19:17.173726,"(7.5, 16.0, 14.447058823529414)","(3.8, 7.0, 5.641176470588235)","(26.0, 160.0, 91.5)","(9.0, 18.5, 17.21764705882353)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.6492)"
12-01-2023 16:19:18.194219,"(7.5, 16.0, 14.447058823529414)","(3.8, 7.0, 5.641176470588235)","(26.0, 160.0, 91.5)","(9.0, 18.5, 17.21764705882353)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.6492)"
12-01-2023 16:19:19.180394,"(7.5, 16.0, 14.447058823529414)","(3.8, 7.0, 5.641176470588235)","(26.0, 160.0, 91.5)","(9.0, 18.5, 17.21764705882353)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.6492)"
12-01-2023 16:19:20.223316,"(7.5, 16.0, 14.447058823529414)","(3.8, 7.0, 5.641176470588235)","(26.0, 160.0, 91.5)","(9.0, 18.5, 17.21764705882353)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.6492)"
12-01-2023 16:19:21.224634,"(7.5, 16.0, 14.447058823529414)","(3.8, 7.0, 5.641176470588235)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.6492)"
12-01-2023 16:19:22.336258,"(7.5, 16.0, 10.72)","(3.8, 7.0, 5.641176470588235)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.6492)"
12-01-2023 16:19:23.391571,"(7.5, 16.0, 10.72)","(3.8, 7.0, 5.641176470588235)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.6492)"
12-01-2023 16:19:24.347343,"(7.5, 16.0, 10.72)","(3.8, 7.0, 5.641176470588235)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.6492)"
12-01-2023 16:19:25.568945,"(7.5, 16.0, 10.72)","(3.8, 7.0, 5.641176470588235)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.6492)"
12-01-2023 16:19:26.727423,"(7.5, 16.0, 10.72)","(3.8, 7.0, 5.641176470588235)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.6492)"
12-01-2023 16:19:27.881611,"(7.5, 16.0, 10.72)","(3.8, 7.0, 5.641176470588235)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.6492)"
12-01-2023 16:19:29.036056,"(7.5, 16.0, 10.72)","(3.8, 7.0, 5.641176470588235)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.6492)"
12-01-2023 16:19:30.094882,"(7.5, 16.0, 10.72)","(3.8, 7.0, 5.641176470588235)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:31.104947,"(7.5, 16.0, 10.72)","(3.8, 7.0, 5.641176470588235)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:32.083325,"(7.5, 16.0, 10.72)","(3.8, 7.0, 5.641176470588235)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:33.074189,"(7.5, 16.0, 10.72)","(3.8, 7.0, 4.467441860465116)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:34.149864,"(7.5, 16.0, 10.72)","(3.8, 6.8, 4.991666666666667)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:35.199674,"(7.5, 16.0, 10.72)","(3.8, 6.8, 4.991666666666667)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:36.226530,"(7.5, 16.0, 10.72)","(3.8, 6.8, 4.991666666666667)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:37.225053,"(7.5, 16.0, 10.72)","(3.8, 6.8, 4.991666666666667)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:38.191003,"(7.5, 16.0, 10.72)","(3.8, 6.8, 4.991666666666667)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:39.298911,"(7.5, 16.0, 10.72)","(3.8, 6.8, 4.991666666666667)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:40.395751,"(7.5, 16.0, 10.72)","(3.8, 6.8, 4.991666666666667)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:41.720235,"(7.5, 16.0, 10.72)","(3.8, 6.8, 4.991666666666667)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:42.834513,"(7.5, 16.0, 10.72)","(3.8, 6.8, 4.537837837837838)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:43.883612,"(7.5, 16.0, 10.72)","(3.8, 6.8, 4.537837837837838)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:44.879785,"(7.5, 16.0, 10.72)","(3.8, 6.8, 4.537837837837838)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:45.997722,"(7.5, 16.0, 10.72)","(3.8, 6.8, 4.537837837837838)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:47.265578,"(7.5, 16.0, 10.72)","(3.8, 6.8, 4.537837837837838)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:48.294191,"(7.5, 16.0, 10.72)","(3.8, 6.8, 4.537837837837838)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:49.725494,"(7.5, 16.0, 10.72)","(3.8, 6.8, 4.537837837837838)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:50.826952,"(7.5, 16.0, 10.72)","(3.8, 6.8, 4.537837837837838)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:52.073702,"(7.5, 16.0, 10.72)","(3.8, 6.8, 4.537837837837838)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:53.090600,"(7.5, 16.0, 10.72)","(3.8, 6.8, 4.537837837837838)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:54.292231,"(7.5, 16.0, 10.72)","(3.8, 6.8, 4.537837837837838)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:55.692574,"(7.5, 16.0, 10.72)","(3.8, 6.8, 5.2625)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 7.1)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:56.700708,"(7.5, 16.0, 10.72)","(3.8, 6.2, 5.2625)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 6.800000000000001)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:58.128858,"(7.5, 16.0, 10.72)","(3.8, 6.2, 5.2625)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 6.800000000000001)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:19:59.476499,"(7.5, 16.0, 10.72)","(3.8, 6.2, 4.809090909090909)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 6.800000000000001)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:00.660898,"(7.5, 16.0, 10.72)","(3.8, 6.2, 4.809090909090909)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 6.800000000000001)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:01.670727,"(7.5, 16.0, 10.72)","(3.8, 6.2, 4.809090909090909)","(26.0, 160.0, 91.5)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 6.800000000000001)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:02.875280,"(7.5, 16.0, 14.447058823529414)","(3.8, 6.2, 4.809090909090909)","(26.0, 160.0, 91.5)","(9.0, 18.5, 17.21764705882353)","(4.8, 8.0, 6.800000000000001)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:03.844601,"(7.5, 16.0, 14.447058823529414)","(3.8, 6.2, 4.809090909090909)","(26.0, 160.0, 91.5)","(9.0, 18.5, 17.21764705882353)","(4.8, 8.0, 6.800000000000001)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:04.898592,"(7.5, 16.0, 14.447058823529414)","(3.8, 6.2, 4.809090909090909)","(26.0, 160.0, 107.3076923076923)","(9.0, 18.5, 17.21764705882353)","(4.8, 8.0, 6.800000000000001)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:05.978713,"(7.5, 16.0, 14.447058823529414)","(3.8, 6.2, 4.809090909090909)","(26.0, 160.0, 107.3076923076923)","(9.0, 18.5, 17.21764705882353)","(4.8, 8.0, 6.800000000000001)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:07.128109,"(7.5, 16.0, 14.447058823529414)","(3.8, 6.2, 4.809090909090909)","(26.0, 160.0, 107.3076923076923)","(9.0, 18.5, 17.21764705882353)","(4.8, 8.0, 6.800000000000001)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:08.124619,"(7.5, 16.0, 14.447058823529414)","(3.8, 6.2, 4.809090909090909)","(26.0, 160.0, 107.3076923076923)","(9.0, 18.5, 17.21764705882353)","(4.8, 8.0, 6.800000000000001)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:09.252581,"(7.5, 16.0, 14.447058823529414)","(3.8, 6.2, 4.809090909090909)","(26.0, 160.0, 107.3076923076923)","(9.0, 18.5, 17.21764705882353)","(4.8, 8.0, 6.800000000000001)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:10.352353,"(7.5, 16.0, 14.447058823529414)","(3.8, 6.2, 4.809090909090909)","(26.0, 160.0, 107.3076923076923)","(9.0, 18.5, 17.21764705882353)","(4.8, 8.0, 6.800000000000001)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:11.251617,"(7.5, 16.0, 14.447058823529414)","(3.8, 6.2, 4.809090909090909)","(26.0, 160.0, 107.3076923076923)","(9.0, 18.5, 17.21764705882353)","(4.8, 8.0, 6.800000000000001)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:12.285665,"(7.5, 16.0, 14.447058823529414)","(3.8, 6.2, 4.809090909090909)","(26.0, 160.0, 107.3076923076923)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.0, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:13.244331,"(7.5, 16.0, 14.447058823529414)","(3.8, 6.2, 4.809090909090909)","(26.0, 160.0, 107.3076923076923)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:14.234260,"(7.5, 16.0, 14.447058823529414)","(3.8, 6.2, 4.809090909090909)","(26.0, 160.0, 107.3076923076923)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:15.831299,"(7.5, 16.0, 14.447058823529414)","(3.8, 6.2, 4.809090909090909)","(26.0, 160.0, 107.3076923076923)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:17.212214,"(7.5, 16.0, 14.447058823529414)","(3.8, 6.2, 4.809090909090909)","(26.0, 160.0, 107.3076923076923)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:18.182208,"(7.5, 16.0, 14.447058823529414)","(3.8, 6.2, 4.809090909090909)","(26.0, 160.0, 107.3076923076923)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:19.138420,"(7.5, 16.0, 14.447058823529414)","(3.8, 6.2, 4.809090909090909)","(26.0, 160.0, 107.3076923076923)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:20.092540,"(7.5, 16.0, 14.447058823529414)","(3.8, 6.2, 4.809090909090909)","(26.0, 160.0, 107.3076923076923)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:21.070426,"(7.5, 16.0, 14.447058823529414)","(3.8, 6.2, 4.809090909090909)","(26.0, 160.0, 107.3076923076923)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:22.080160,"(7.5, 16.0, 10.72)","(3.8, 6.2, 4.809090909090909)","(26.0, 150.0, 115.36363636363636)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:23.190153,"(7.5, 16.0, 10.72)","(3.8, 6.2, 4.809090909090909)","(26.0, 150.0, 115.36363636363636)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:24.179885,"(7.5, 16.0, 10.72)","(3.8, 6.2, 4.809090909090909)","(26.0, 150.0, 115.36363636363636)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:25.356828,"(7.5, 16.0, 10.72)","(3.8, 6.2, 4.809090909090909)","(26.0, 150.0, 115.36363636363636)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:26.554711,"(7.5, 16.0, 10.72)","(3.8, 6.2, 4.809090909090909)","(26.0, 150.0, 115.36363636363636)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:27.741361,"(7.5, 16.0, 10.72)","(3.8, 6.2, 4.809090909090909)","(26.0, 150.0, 115.36363636363636)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:28.774527,"(7.5, 16.0, 10.72)","(3.8, 6.2, 4.809090909090909)","(26.0, 150.0, 115.36363636363636)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:29.781858,"(7.5, 16.0, 10.72)","(3.8, 6.2, 4.809090909090909)","(26.0, 150.0, 115.36363636363636)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:30.739376,"(7.5, 16.0, 10.72)","(3.8, 6.2, 4.809090909090909)","(26.0, 150.0, 115.36363636363636)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:31.867134,"(7.5, 16.0, 10.72)","(3.8, 6.2, 4.809090909090909)","(26.0, 300.0, 131.9230769230769)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:32.927622,"(7.5, 16.0, 10.72)","(3.8, 6.2, 4.809090909090909)","(26.0, 200.0, 131.9230769230769)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:33.929658,"(7.5, 16.0, 10.72)","(3.8, 6.2, 4.809090909090909)","(26.0, 200.0, 131.9230769230769)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:34.917707,"(7.5, 16.0, 10.72)","(3.8, 6.2, 4.809090909090909)","(26.0, 200.0, 131.9230769230769)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:35.974056,"(7.5, 16.0, 10.72)","(3.8, 6.2, 4.809090909090909)","(26.0, 200.0, 113.0)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:37.124383,"(7.5, 16.0, 10.72)","(3.8, 6.4, 4.795833333333333)","(26.0, 200.0, 113.0)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:37.983156,"(7.5, 16.0, 10.72)","(3.8, 6.4, 4.795833333333333)","(26.0, 200.0, 113.0)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:39.155008,"(7.5, 16.0, 10.72)","(3.8, 6.4, 4.795833333333333)","(26.0, 200.0, 88.14285714285714)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:40.197633,"(7.5, 16.0, 10.72)","(3.8, 6.4, 4.795833333333333)","(26.0, 200.0, 88.14285714285714)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 2.3183333333333334)"
12-01-2023 16:20:41.325527,"(7.5, 16.0, 10.72)","(3.8, 6.4, 4.795833333333333)","(26.0, 200.0, 88.14285714285714)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 2.96, 3.079148936170213)"
12-01-2023 16:20:42.332165,"(7.5, 16.0, 10.72)","(3.8, 6.4, 4.795833333333333)","(26.0, 200.0, 88.14285714285714)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 3.1, 3.079148936170213)"
12-01-2023 16:20:43.388405,"(7.5, 16.0, 10.72)","(3.8, 6.4, 4.795833333333333)","(31.0, 200.0, 88.14285714285714)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 3.1, 3.079148936170213)"
12-01-2023 16:20:44.415913,"(7.5, 16.0, 10.72)","(3.8, 6.4, 4.795833333333333)","(31.0, 200.0, 88.14285714285714)","(9.0, 18.5, 11.233333333333333)","(4.8, 8.2, 6.933333333333334)","(1.85, 3.1, 3.079148936170213)"
12-01-2023 16:20:45.551794,"(7.5, 16.0, 10.72)","(3.8, 6.2, 4.809090909090909)","(31.0, 200.0, 88.14285714285714)","(9.0, 18.5, 11.933333333333334)","(4.8, 8.2, 7.266666666666667)","(1.85, 3.1, 1.8525352112676057)"
12-01-2023 16:20:46.555273,"(7.5, 16.5, 9.975)","(3.8, 6.6, 5.266666666666667)","(31.0, 200.0, 88.14285714285714)","(9.0, 19.0, 11.933333333333334)","(4.8, 8.2, 7.266666666666667)","(1.85, 1.86, 1.8525352112676057)"
12-01-2023 16:20:47.573650,"(7.5, 16.5, 9.975)","(3.8, 6.6, 5.266666666666667)","(31.0, 200.0, 88.14285714285714)","(9.0, 19.0, 11.933333333333334)","(4.8, 8.2, 7.266666666666667)","(1.85, 1.86, 1.8525352112676057)"
12-01-2023 16:20:48.548823,"(7.5, 16.5, 9.975)","(3.8, 6.6, 5.266666666666667)","(31.0, 200.0, 88.14285714285714)","(9.0, 19.0, 11.933333333333334)","(4.8, 8.2, 7.266666666666667)","(1.85, 1.86, 1.8525352112676057)"
12-01-2023 16:20:49.479254,"(7.5, 16.5, 9.975)","(3.8, 6.6, 5.266666666666667)","(31.0, 200.0, 88.14285714285714)","(9.0, 19.0, 11.933333333333334)","(4.8, 8.2, 7.266666666666667)","(1.85, 1.86, 1.8525352112676057)"
12-01-2023 16:20:50.559454,"(7.5, 16.5, 9.975)","(3.8, 6.6, 5.266666666666667)","(31.0, 200.0, 88.14285714285714)","(9.0, 19.0, 11.933333333333334)","(4.8, 8.2, 7.266666666666667)","(1.85, 1.86, 1.8525352112676057)"
12-01-2023 16:20:51.973962,"(7.5, 16.5, 9.975)","(3.8, 6.6, 5.266666666666667)","(31.0, 200.0, 163.0)","(9.0, 19.0, 11.933333333333334)","(4.8, 8.2, 7.266666666666667)","(1.85, 1.86, 1.8525352112676057)"
12-01-2023 16:20:52.983650,"(7.5, 16.5, 9.975)","(3.8, 6.6, 5.266666666666667)","(31.0, 300.0, 163.0)","(9.0, 19.0, 11.933333333333334)","(4.8, 8.2, 7.266666666666667)","(1.85, 1.86, 1.8525352112676057)"
12-01-2023 16:20:54.031054,"(7.5, 16.5, 9.975)","(3.8, 6.6, 5.266666666666667)","(31.0, 300.0, 163.0)","(9.0, 19.0, 11.799999999999999)","(4.8, 8.2, 7.2333333333333325)","(1.85, 1.86, 1.8525352112676057)"
12-01-2023 16:20:55.114803,"(7.5, 16.5, 9.825)","(3.8, 6.6, 5.266666666666667)","(31.0, 300.0, 178.66666666666666)","(9.0, 19.0, 14.875)","(4.8, 8.2, 7.35)","(1.85, 1.86, 1.9345238095238095)"
12-01-2023 16:20:56.259362,"(7.5, 16.5, 9.857142857142858)","(3.8, 6.4, 5.48)","(31.0, 300.0, 254.5)","(9.0, 19.0, 14.875)","(4.8, 8.2, 7.35)","(1.85, 1.95, 1.9345238095238095)"
12-01-2023 16:20:57.332174,"(7.5, 16.5, 9.857142857142858)","(3.8, 6.4, 5.48)","(31.0, 300.0, 254.5)","(9.0, 19.0, 14.875)","(4.8, 8.2, 7.35)","(1.85, 1.95, 1.9345238095238095)"
12-01-2023 16:20:58.507419,"(7.5, 16.5, 9.857142857142858)","(3.8, 6.4, 5.48)","(31.0, 300.0, 254.5)","(9.0, 19.0, 14.875)","(4.8, 8.2, 6.55)","(1.85, 1.95, 1.8471428571428572)"
