,Paramount Ace,Bold Onyx,Tennessee Jacks,Racey Kasey,Koepka,Victa Makayla
08-01-2023 18:49:05.493905,"(3.1, 3.9, 3.1107142857142858)","(2.3, 3.6, 2.888888888888889)","(8.0, 14.0, 12.719999999999999)","(11.0, 21.0, 19.714285714285715)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.4)"
08-01-2023 18:49:06.592169,"(3.1, 3.9, 3.1107142857142858)","(2.3, 3.6, 2.888888888888889)","(8.0, 14.0, 12.719999999999999)","(11.0, 21.0, 19.714285714285715)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.4)"
08-01-2023 18:49:07.684041,"(3.1, 3.9, 3.1107142857142858)","(2.3, 3.6, 2.888888888888889)","(8.0, 14.0, 12.719999999999999)","(11.0, 21.0, 19.714285714285715)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.4)"
08-01-2023 18:49:08.844792,"(3.1, 4.4, 3.1142857142857143)","(2.3, 3.6, 2.888888888888889)","(8.0, 14.0, 11.52)","(11.0, 21.0, 19.714285714285715)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.4)"
08-01-2023 18:49:09.952123,"(3.1, 4.3, 3.4666666666666663)","(2.3, 3.6, 2.8125)","(8.0, 14.0, 11.52)","(11.0, 21.0, 19.714285714285715)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.25)"
08-01-2023 18:49:11.059586,"(3.1, 4.3, 3.82)","(2.3, 3.6, 2.8375)","(8.0, 14.0, 11.52)","(11.0, 21.0, 19.714285714285715)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.25)"
08-01-2023 18:49:12.133820,"(3.1, 4.1, 3.4529411764705884)","(2.3, 3.6, 2.583333333333333)","(8.0, 14.0, 12.8)","(11.0, 21.0, 19.714285714285715)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.25)"
08-01-2023 18:49:13.276978,"(3.1, 4.1, 3.314285714285714)","(2.3, 3.6, 2.5166666666666666)","(8.0, 14.0, 11.68)","(11.0, 21.0, 20.1)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.25)"
08-01-2023 18:49:14.390171,"(3.1, 4.1, 3.1374999999999997)","(2.3, 3.6, 2.96)","(8.0, 14.0, 11.68)","(11.0, 22.0, 21.136363636363637)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:49:15.476717,"(3.1, 4.1, 3.6999999999999997)","(2.3, 3.6, 2.5166666666666666)","(8.0, 14.0, 11.68)","(11.0, 22.0, 20.8125)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:49:16.532048,"(3.1, 4.1, 3.6999999999999997)","(2.3, 3.6, 2.8)","(8.0, 14.0, 11.68)","(11.0, 22.0, 20.8125)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:49:17.681170,"(3.1, 4.1, 3.6999999999999997)","(2.3, 3.6, 2.9)","(8.0, 14.0, 12.879999999999999)","(11.0, 22.0, 20.8125)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.26153846153846)"
08-01-2023 18:49:18.846365,"(3.1, 4.1, 3.6999999999999997)","(2.3, 3.6, 3.341666666666667)","(8.0, 14.0, 12.879999999999999)","(11.0, 22.0, 20.8125)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.26153846153846)"
08-01-2023 18:49:20.326302,"(3.1, 4.1, 3.4)","(2.3, 3.6, 2.8375)","(8.0, 14.5, 12.14)","(11.0, 22.0, 19.875)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.1)"
08-01-2023 18:49:21.593859,"(3.1, 4.1, 3.4)","(2.3, 3.6, 3.3692307692307693)","(8.0, 14.5, 12.14)","(11.0, 22.0, 19.875)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.1)"
08-01-2023 18:49:22.722803,"(3.1, 4.1, 3.8)","(2.3, 3.6, 2.65)","(8.0, 14.5, 12.14)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.1)"
08-01-2023 18:49:23.813823,"(3.1, 4.1, 3.8)","(2.3, 3.6, 3.356521739130435)","(8.0, 14.5, 12.14)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 7.984615384615385)"
08-01-2023 18:49:24.937060,"(3.1, 4.1, 3.8)","(2.3, 3.6, 2.9375)","(8.0, 14.5, 12.14)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:49:25.972725,"(3.1, 4.1, 3.8)","(2.3, 3.6, 2.9375)","(8.0, 14.5, 12.14)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:49:27.035037,"(3.1, 4.1, 3.8)","(2.3, 3.6, 2.9625)","(8.0, 14.5, 12.14)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:49:28.115218,"(3.1, 4.1, 3.8)","(2.3, 3.6, 3.372727272727273)","(8.0, 14.5, 12.14)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:49:29.157195,"(3.1, 4.1, 3.8)","(2.3, 3.6, 2.857142857142857)","(8.0, 14.5, 12.14)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:49:30.178948,"(3.1, 4.1, 3.8)","(2.3, 3.6, 2.65)","(8.0, 14.5, 12.533333333333333)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.26153846153846)"
08-01-2023 18:49:31.266264,"(3.1, 4.1, 3.7666666666666666)","(2.3, 3.6, 2.65)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.26153846153846)"
08-01-2023 18:49:32.332267,"(3.1, 4.2, 3.4363636363636365)","(2.3, 3.6, 2.65)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.1)"
08-01-2023 18:49:33.321089,"(3.1, 4.1, 3.328125)","(2.3, 3.6, 2.65)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:49:34.381360,"(3.1, 4.0, 3.1291666666666664)","(2.3, 3.6, 2.8)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.538461538461538)"
08-01-2023 18:49:35.477452,"(3.1, 4.0, 3.346875)","(2.3, 3.6, 2.7875)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.4)"
08-01-2023 18:49:36.546503,"(3.1, 4.0, 3.346875)","(2.3, 3.6, 2.8)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:49:37.475860,"(3.1, 4.0, 3.346875)","(2.3, 3.6, 3.1076923076923078)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:49:38.514996,"(3.1, 4.0, 3.346875)","(2.3, 3.6, 3.1076923076923078)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:49:39.611924,"(3.1, 4.0, 3.346875)","(2.3, 3.6, 3.1076923076923078)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.666666666666664)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.1)"
08-01-2023 18:49:40.636658,"(3.1, 4.0, 3.346875)","(2.3, 3.6, 3.1076923076923078)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.666666666666664)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.1)"
08-01-2023 18:49:41.649706,"(3.1, 4.0, 3.346875)","(2.3, 3.6, 3.1076923076923078)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.666666666666664)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:49:42.798409,"(3.1, 4.0, 3.346875)","(2.3, 3.6, 3.1076923076923078)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.666666666666664)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:49:43.776367,"(3.1, 4.0, 3.346875)","(2.3, 3.6, 3.1076923076923078)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.666666666666664)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.26153846153846)"
08-01-2023 18:49:44.789772,"(3.1, 4.0, 3.346875)","(2.3, 3.6, 3.1076923076923078)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.625)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.1)"
08-01-2023 18:49:45.857858,"(3.1, 4.0, 3.346875)","(2.3, 3.6, 3.1076923076923078)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.0)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.1)"
08-01-2023 18:49:46.918391,"(3.1, 4.0, 3.346875)","(2.3, 3.6, 3.1076923076923078)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.1)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:49:47.928118,"(3.1, 4.0, 3.346875)","(2.3, 3.6, 3.1076923076923078)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.1)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:49:48.977549,"(3.1, 4.0, 3.346875)","(2.3, 3.6, 3.1076923076923078)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.1)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.26153846153846)"
08-01-2023 18:49:50.068045,"(3.1, 4.0, 3.346875)","(2.3, 3.6, 3.1076923076923078)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.944444444444443)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.1)"
08-01-2023 18:49:51.084433,"(3.1, 4.0, 3.346875)","(2.3, 3.6, 3.1076923076923078)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.944444444444443)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.1)"
08-01-2023 18:49:52.187080,"(3.1, 4.0, 3.346875)","(2.3, 3.6, 3.1076923076923078)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.944444444444443)","(7.0, 17.0, 8.6)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:49:53.266269,"(3.1, 4.0, 3.346875)","(2.3, 3.6, 3.1076923076923078)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.944444444444443)","(7.0, 17.0, 8.6)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:49:54.258049,"(3.1, 4.0, 3.346875)","(2.3, 3.6, 3.1076923076923078)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.944444444444443)","(7.0, 17.0, 8.6)","(7.0, 12.0, 8.1)"
08-01-2023 18:49:55.352650,"(3.1, 4.0, 3.346875)","(2.3, 3.6, 3.1076923076923078)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.944444444444443)","(7.0, 17.0, 8.6)","(7.0, 12.0, 8.1)"
08-01-2023 18:49:56.429515,"(3.1, 4.0, 3.346875)","(2.3, 3.6, 3.1076923076923078)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.944444444444443)","(7.0, 17.0, 8.6)","(7.0, 12.0, 8.1)"
08-01-2023 18:49:57.512624,"(3.1, 4.0, 3.346875)","(2.3, 3.6, 3.1076923076923078)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.944444444444443)","(7.0, 17.0, 8.6)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:49:58.679591,"(3.1, 3.95, 3.3)","(2.3, 3.6, 3.1076923076923078)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.944444444444443)","(7.0, 17.0, 8.6)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:49:59.829462,"(3.1, 3.95, 3.3)","(2.3, 3.6, 3.1076923076923078)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.6)","(7.0, 12.0, 8.1)"
08-01-2023 18:50:00.853425,"(3.1, 3.95, 3.3)","(2.3, 3.6, 3.1076923076923078)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.6)","(7.0, 12.0, 8.1)"
08-01-2023 18:50:02.166824,"(3.1, 3.95, 3.3)","(2.3, 3.6, 3.1076923076923078)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.6)","(7.0, 12.0, 8.1)"
08-01-2023 18:50:03.328097,"(3.1, 3.95, 3.3)","(2.3, 3.6, 3.3440000000000003)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.6)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:50:04.565069,"(3.1, 3.95, 3.3)","(2.3, 3.55, 3.304)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.6)","(7.0, 12.0, 8.26153846153846)"
08-01-2023 18:50:05.617780,"(3.1, 3.95, 3.3)","(2.3, 3.55, 3.304)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.6)","(7.0, 12.0, 8.1)"
08-01-2023 18:50:06.743289,"(3.1, 3.95, 3.3)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.6)","(7.0, 12.0, 8.1)"
08-01-2023 18:50:07.870762,"(3.1, 3.95, 3.3)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.6)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:50:08.899787,"(3.1, 3.95, 3.3)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.6)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:50:09.873666,"(3.1, 3.95, 3.3)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.6)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:50:10.947033,"(3.1, 3.95, 3.3)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.6)","(7.0, 12.0, 8.1)"
08-01-2023 18:50:12.007969,"(3.1, 3.95, 3.3)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.6)","(7.0, 12.0, 8.1)"
08-01-2023 18:50:13.259683,"(3.1, 4.5, 3.3089285714285714)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.6)","(7.0, 12.0, 8.26153846153846)"
08-01-2023 18:50:14.404638,"(3.1, 4.4, 4.014285714285714)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.6)","(7.0, 12.0, 8.1)"
08-01-2023 18:50:15.537762,"(3.1, 4.2, 3.8714285714285714)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.6)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:50:16.725130,"(3.1, 4.2, 3.4923076923076923)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.6)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:50:17.941149,"(3.1, 4.2, 3.409375)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.785714285714285)","(7.0, 17.0, 8.6)","(7.0, 12.0, 8.1)"
08-01-2023 18:50:19.130269,"(3.1, 4.0, 3.3321428571428573)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.666666666666664)","(7.0, 17.0, 8.6)","(7.0, 12.0, 8.1)"
08-01-2023 18:50:20.321387,"(3.1, 4.0, 3.3321428571428573)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.92857142857143)","(7.0, 17.0, 10.466666666666667)","(7.0, 12.0, 8.1)"
08-01-2023 18:50:21.440562,"(3.1, 4.0, 3.3321428571428573)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.92857142857143)","(7.0, 17.0, 10.466666666666667)","(7.0, 12.0, 8.1)"
08-01-2023 18:50:22.476170,"(3.1, 4.0, 3.1291666666666664)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.92857142857143)","(7.0, 17.0, 10.466666666666667)","(7.0, 12.0, 8.538461538461538)"
08-01-2023 18:50:23.468371,"(3.1, 4.0, 3.1291666666666664)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.92857142857143)","(7.0, 17.0, 10.466666666666667)","(7.0, 12.0, 8.4)"
08-01-2023 18:50:24.469928,"(3.1, 4.0, 3.1291666666666664)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.92857142857143)","(7.0, 17.0, 10.466666666666667)","(7.0, 12.0, 8.4)"
08-01-2023 18:50:25.550568,"(3.1, 4.0, 3.1291666666666664)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.92857142857143)","(7.0, 17.0, 10.466666666666667)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:50:26.687636,"(3.1, 4.0, 3.1291666666666664)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.92857142857143)","(7.0, 17.0, 10.466666666666667)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:50:27.672968,"(3.1, 4.0, 3.1291666666666664)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.92857142857143)","(7.0, 17.0, 11.24)","(7.0, 12.0, 8.26153846153846)"
08-01-2023 18:50:28.716425,"(3.1, 4.0, 3.1291666666666664)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.92857142857143)","(7.0, 17.0, 8.942857142857143)","(7.0, 12.0, 8.1)"
08-01-2023 18:50:29.825144,"(3.1, 4.0, 3.1291666666666664)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.92857142857143)","(7.0, 17.0, 8.942857142857143)","(7.0, 12.0, 8.1)"
08-01-2023 18:50:30.872140,"(3.1, 4.0, 3.1291666666666664)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.92857142857143)","(7.0, 17.0, 8.942857142857143)","(7.0, 12.0, 8.538461538461538)"
08-01-2023 18:50:31.957283,"(3.1, 4.0, 3.1291666666666664)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.92857142857143)","(7.0, 17.0, 8.942857142857143)","(7.0, 12.0, 8.4)"
08-01-2023 18:50:33.265888,"(3.1, 4.0, 3.1291666666666664)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.92857142857143)","(7.0, 17.0, 8.942857142857143)","(7.0, 12.0, 8.4)"
08-01-2023 18:50:34.354647,"(3.1, 4.0, 3.1291666666666664)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.92857142857143)","(7.0, 17.0, 8.942857142857143)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:50:35.387378,"(3.1, 4.0, 3.1291666666666664)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.92857142857143)","(7.0, 17.0, 8.942857142857143)","(7.0, 12.0, 8.26153846153846)"
08-01-2023 18:50:36.450910,"(3.1, 4.0, 3.1291666666666664)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.92857142857143)","(7.0, 17.0, 8.942857142857143)","(7.0, 12.0, 8.26153846153846)"
08-01-2023 18:50:37.408368,"(3.1, 4.0, 3.1291666666666664)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 19.5)","(7.0, 17.0, 8.942857142857143)","(7.0, 12.0, 8.26153846153846)"
08-01-2023 18:50:38.344395,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 23.0, 20.166666666666664)","(7.0, 17.0, 8.942857142857143)","(7.0, 12.0, 8.1)"
08-01-2023 18:50:39.389088,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 23.0, 18.3125)","(7.0, 17.0, 8.942857142857143)","(7.0, 12.0, 8.1)"
08-01-2023 18:50:40.442983,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 23.0, 18.3125)","(7.0, 17.0, 8.942857142857143)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:50:41.448542,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 23.0, 18.3125)","(7.0, 17.0, 8.942857142857143)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:50:42.453212,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 23.0, 18.3125)","(7.0, 17.0, 8.942857142857143)","(7.0, 12.0, 8.26153846153846)"
08-01-2023 18:50:43.456749,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 23.0, 15.5)","(7.0, 17.0, 8.942857142857143)","(7.0, 12.0, 8.1)"
08-01-2023 18:50:44.521718,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 23.0, 15.5)","(7.0, 17.0, 8.942857142857143)","(7.0, 12.0, 8.1)"
08-01-2023 18:50:45.408211,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 23.0, 15.5)","(7.0, 17.0, 8.942857142857143)","(7.0, 12.0, 8.1)"
08-01-2023 18:50:46.320236,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 23.0, 16.25)","(7.0, 17.0, 8.942857142857143)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:50:47.321153,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 23.0, 16.25)","(7.0, 17.0, 8.942857142857143)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:50:48.285977,"(3.1, 4.0, 3.117857142857143)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 23.0, 20.88888888888889)","(7.0, 17.0, 8.942857142857143)","(7.0, 12.0, 7.800000000000001)"
08-01-2023 18:50:49.289235,"(3.1, 4.0, 3.117857142857143)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.88888888888889)","(7.0, 17.0, 8.942857142857143)","(7.0, 12.0, 10.225)"
08-01-2023 18:50:50.253620,"(3.1, 4.0, 3.117857142857143)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 17.5)","(7.0, 17.0, 8.942857142857143)","(7.0, 11.5, 10.225)"
08-01-2023 18:50:51.231525,"(3.1, 4.0, 3.117857142857143)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 17.5)","(7.0, 17.0, 8.942857142857143)","(7.0, 11.5, 10.225)"
08-01-2023 18:50:52.113662,"(3.1, 4.0, 3.117857142857143)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 17.5)","(7.0, 17.0, 8.942857142857143)","(7.0, 11.5, 10.225)"
08-01-2023 18:50:52.983654,"(3.1, 4.0, 3.117857142857143)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 17.5)","(7.0, 17.0, 8.942857142857143)","(7.0, 11.5, 10.225)"
08-01-2023 18:50:53.937868,"(3.1, 4.0, 3.117857142857143)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 17.5)","(7.0, 17.0, 8.942857142857143)","(7.0, 11.5, 10.225)"
08-01-2023 18:50:54.801330,"(3.1, 4.0, 3.117857142857143)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 17.5)","(7.0, 17.0, 8.942857142857143)","(7.0, 11.5, 10.225)"
08-01-2023 18:50:55.707607,"(3.1, 4.0, 3.117857142857143)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 17.5)","(7.0, 17.0, 8.942857142857143)","(7.0, 11.5, 10.225)"
08-01-2023 18:50:56.688216,"(3.1, 4.0, 3.117857142857143)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 17.5)","(7.0, 17.0, 8.942857142857143)","(7.0, 11.5, 10.225)"
08-01-2023 18:50:57.853029,"(3.1, 4.0, 3.117857142857143)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 20.2)","(7.0, 17.0, 8.942857142857143)","(7.0, 11.5, 10.225)"
08-01-2023 18:50:58.914647,"(3.1, 4.0, 3.117857142857143)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 21.25)","(7.0, 17.0, 8.942857142857143)","(7.0, 11.5, 10.225)"
08-01-2023 18:51:00.009342,"(3.1, 4.0, 3.117857142857143)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 21.25)","(7.0, 17.0, 8.942857142857143)","(7.0, 11.5, 10.325)"
08-01-2023 18:51:01.235189,"(3.1, 4.0, 3.3842105263157896)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 21.25)","(7.0, 17.0, 8.942857142857143)","(7.0, 11.5, 10.325)"
08-01-2023 18:51:02.229166,"(3.1, 3.9, 3.2714285714285714)","(2.3, 3.65, 3.384)","(8.0, 14.5, 12.6)","(11.0, 22.0, 21.25)","(7.0, 17.0, 8.942857142857143)","(7.0, 11.5, 10.325)"
