,Ocean Girl,Letter To You,Hurricane Daisy,Behind Greywalls,Gethsemane,Wolf,Queen Zipper
08-12-2022 14:47:25.252463,"(15.0, 48.0, 36.0)","(5.5, 12.0, 7.488888888888889)","(5.0, 8.8, 8.133333333333333)","(5.5, 8.0, 6.708695652173913)","(14.0, 34.0, 29.666666666666664)","(1.85, 2.24, 2.008888888888889)","(18.0, 70.0, 49.5)"
08-12-2022 14:47:26.328173,"(15.0, 48.0, 36.0)","(5.5, 12.0, 7.488888888888889)","(5.0, 8.8, 8.133333333333333)","(5.5, 8.0, 6.708695652173913)","(14.0, 34.0, 29.666666666666664)","(1.85, 2.24, 1.9545454545454546)","(18.0, 70.0, 47.66666666666667)"
08-12-2022 14:47:27.503732,"(15.0, 48.0, 36.0)","(5.5, 12.0, 7.488888888888889)","(5.0, 8.8, 8.133333333333333)","(5.5, 8.0, 6.411111111111111)","(14.0, 34.0, 29.666666666666664)","(1.85, 2.2, 2.0142857142857142)","(18.0, 85.0, 35.375)"
08-12-2022 14:47:28.801237,"(15.0, 48.0, 36.0)","(5.5, 12.0, 7.488888888888889)","(5.0, 8.8, 8.133333333333333)","(5.5, 8.0, 5.957142857142857)","(14.0, 34.0, 29.666666666666664)","(1.85, 2.2, 2.04875)","(18.0, 80.0, 35.375)"
08-12-2022 14:47:30.175940,"(15.0, 48.0, 36.0)","(5.5, 12.0, 7.488888888888889)","(5.0, 8.8, 8.133333333333333)","(5.5, 8.0, 5.957142857142857)","(14.0, 34.0, 29.666666666666664)","(1.85, 2.2, 2.04875)","(18.0, 80.0, 35.375)"
08-12-2022 14:47:31.466204,"(15.0, 48.0, 36.0)","(5.5, 12.0, 7.488888888888889)","(5.0, 8.8, 8.133333333333333)","(5.5, 8.0, 5.957142857142857)","(14.0, 34.0, 29.666666666666664)","(1.85, 2.2, 2.013333333333333)","(18.0, 80.0, 35.375)"
08-12-2022 14:47:32.593534,"(15.0, 48.0, 36.0)","(5.5, 12.0, 7.488888888888889)","(5.0, 8.8, 8.133333333333333)","(5.5, 8.0, 5.957142857142857)","(14.0, 34.0, 29.666666666666664)","(1.85, 2.18, 2.013333333333333)","(18.0, 80.0, 35.375)"
08-12-2022 14:47:33.749449,"(15.0, 48.0, 36.0)","(5.5, 12.0, 7.488888888888889)","(5.0, 8.8, 8.133333333333333)","(5.5, 8.0, 5.957142857142857)","(14.0, 34.0, 29.666666666666664)","(1.85, 2.18, 2.0375)","(18.0, 80.0, 35.375)"
08-12-2022 14:47:34.974253,"(15.0, 48.0, 36.0)","(5.5, 12.0, 7.488888888888889)","(5.0, 8.8, 8.133333333333333)","(5.5, 8.0, 5.957142857142857)","(14.0, 34.0, 29.666666666666664)","(1.85, 2.18, 2.0375)","(18.0, 80.0, 35.375)"
08-12-2022 14:47:36.338879,"(15.0, 48.0, 36.0)","(5.5, 12.0, 7.36)","(5.0, 8.8, 8.133333333333333)","(5.5, 8.0, 5.957142857142857)","(14.0, 34.0, 29.666666666666664)","(1.85, 2.18, 2.0375)","(18.0, 80.0, 35.375)"
08-12-2022 14:47:37.574380,"(15.0, 48.0, 36.0)","(5.5, 12.0, 7.36)","(5.0, 8.8, 8.133333333333333)","(5.5, 8.0, 5.957142857142857)","(14.0, 34.0, 29.666666666666664)","(1.85, 2.18, 1.98)","(18.0, 80.0, 35.375)"
08-12-2022 14:47:38.839387,"(15.0, 48.0, 36.0)","(5.5, 12.0, 8.430769230769231)","(5.0, 8.8, 8.133333333333333)","(5.5, 8.0, 6.411111111111111)","(14.0, 34.0, 29.666666666666664)","(1.85, 2.18, 2.0)","(18.0, 80.0, 35.375)"
08-12-2022 14:47:40.071907,"(15.0, 48.0, 36.0)","(5.5, 12.0, 7.36)","(5.0, 8.8, 8.133333333333333)","(5.5, 8.0, 5.957142857142857)","(14.0, 34.0, 29.666666666666664)","(1.85, 2.18, 2.0300000000000002)","(18.0, 80.0, 35.375)"
08-12-2022 14:47:41.332453,"(15.0, 48.0, 36.0)","(5.5, 12.0, 7.36)","(5.0, 8.8, 8.133333333333333)","(5.5, 8.0, 6.9)","(14.0, 34.0, 29.666666666666664)","(1.85, 2.18, 2.0442105263157897)","(18.0, 80.0, 36.285714285714285)"
08-12-2022 14:47:42.669526,"(15.0, 48.0, 36.0)","(5.5, 12.0, 9.781818181818181)","(5.0, 8.8, 8.133333333333333)","(5.5, 7.4, 6.9)","(14.0, 34.0, 29.666666666666664)","(1.85, 2.16, 2.0028571428571427)","(18.0, 80.0, 52.0)"
08-12-2022 14:47:43.951731,"(15.0, 50.0, 38.44444444444444)","(5.5, 12.0, 9.781818181818181)","(5.0, 8.8, 8.133333333333333)","(5.5, 7.4, 6.9)","(14.0, 34.0, 29.666666666666664)","(1.85, 2.16, 1.9844444444444445)","(18.0, 75.0, 52.0)"
08-12-2022 14:47:45.225773,"(15.0, 50.0, 42.57142857142857)","(5.5, 12.0, 7.2)","(5.0, 8.8, 8.133333333333333)","(5.5, 7.4, 6.9)","(14.0, 34.0, 29.666666666666664)","(1.85, 2.14, 2.019090909090909)","(18.0, 75.0, 52.0)"
08-12-2022 14:47:46.641982,"(15.0, 50.0, 42.57142857142857)","(5.5, 12.0, 7.2)","(5.0, 8.8, 8.133333333333333)","(5.5, 7.4, 6.9)","(14.0, 34.0, 29.666666666666664)","(1.85, 2.14, 2.0)","(18.0, 75.0, 52.0)"
08-12-2022 14:47:48.012995,"(15.0, 50.0, 42.57142857142857)","(5.5, 12.0, 8.906666666666666)","(5.0, 8.8, 8.133333333333333)","(5.5, 7.4, 6.9)","(14.0, 34.0, 29.666666666666664)","(1.85, 2.14, 1.972)","(18.0, 75.0, 52.0)"
08-12-2022 14:47:49.363089,"(15.0, 50.0, 42.57142857142857)","(5.5, 12.0, 10.8625)","(5.0, 8.8, 8.133333333333333)","(5.5, 7.4, 7.21)","(14.0, 34.0, 31.833333333333332)","(1.85, 2.14, 2.0127272727272727)","(18.0, 75.0, 52.0)"
08-12-2022 14:47:50.676852,"(15.0, 50.0, 43.75)","(5.5, 11.5, 10.8625)","(5.0, 8.8, 8.133333333333333)","(5.5, 7.4, 7.1)","(14.0, 34.0, 31.833333333333332)","(1.85, 2.14, 2.0127272727272727)","(18.0, 75.0, 52.0)"
08-12-2022 14:47:52.145400,"(15.0, 50.0, 43.75)","(5.5, 11.5, 10.65)","(5.0, 8.8, 8.133333333333333)","(5.5, 7.4, 5.975)","(14.0, 34.0, 31.833333333333332)","(1.85, 2.14, 2.0127272727272727)","(18.0, 75.0, 36.666666666666664)"
08-12-2022 14:47:53.459281,"(15.0, 50.0, 43.75)","(5.5, 11.5, 10.233333333333334)","(5.0, 8.8, 8.133333333333333)","(5.5, 7.4, 5.991304347826087)","(14.0, 34.0, 31.833333333333332)","(1.85, 2.14, 1.9825)","(18.0, 75.0, 34.75)"
08-12-2022 14:47:54.992789,"(15.0, 50.0, 43.75)","(5.5, 11.0, 10.233333333333334)","(5.0, 8.8, 8.133333333333333)","(5.5, 7.4, 5.991304347826087)","(14.0, 34.0, 31.833333333333332)","(1.85, 2.1, 1.9821052631578948)","(18.0, 75.0, 34.75)"
08-12-2022 14:47:56.364682,"(15.0, 50.0, 43.75)","(5.5, 11.0, 10.233333333333334)","(5.0, 8.8, 8.133333333333333)","(5.5, 7.4, 6.292307692307692)","(14.0, 34.0, 31.833333333333332)","(1.85, 2.1, 1.9821052631578948)","(18.0, 75.0, 34.75)"
08-12-2022 14:47:57.609318,"(15.0, 50.0, 43.75)","(5.5, 11.0, 10.233333333333334)","(5.0, 8.8, 8.133333333333333)","(5.5, 7.4, 5.963636363636363)","(14.0, 34.0, 31.833333333333332)","(1.85, 2.1, 1.968235294117647)","(18.0, 75.0, 34.75)"
08-12-2022 14:47:58.845909,"(15.0, 50.0, 43.75)","(5.5, 11.0, 10.233333333333334)","(5.0, 8.8, 8.133333333333333)","(5.5, 7.2, 5.925000000000001)","(14.0, 34.0, 31.833333333333332)","(1.85, 2.1, 1.96)","(18.0, 75.0, 43.5)"
08-12-2022 14:48:00.189094,"(15.0, 50.0, 43.75)","(5.5, 11.0, 10.233333333333334)","(5.0, 8.8, 7.8181818181818175)","(5.5, 7.2, 6.300000000000001)","(14.0, 34.0, 31.833333333333332)","(1.85, 2.1, 1.9981818181818183)","(18.0, 75.0, 47.63636363636364)"
08-12-2022 14:48:01.519520,"(15.0, 50.0, 43.75)","(5.5, 11.0, 10.233333333333334)","(5.0, 8.2, 7.8181818181818175)","(5.5, 7.2, 6.300000000000001)","(14.0, 34.0, 31.833333333333332)","(1.85, 2.1, 1.9981818181818183)","(18.0, 75.0, 40.875)"
08-12-2022 14:48:02.863641,"(15.0, 50.0, 43.75)","(5.5, 11.0, 10.233333333333334)","(5.0, 8.2, 7.8181818181818175)","(5.5, 7.2, 5.680000000000001)","(14.0, 34.0, 30.333333333333336)","(1.85, 2.1, 1.968235294117647)","(18.0, 75.0, 60.81818181818181)"
08-12-2022 14:48:04.226498,"(15.0, 48.0, 37.0)","(5.5, 11.0, 10.233333333333334)","(5.0, 8.2, 7.8769230769230765)","(5.5, 7.2, 5.989473684210527)","(14.0, 32.0, 30.333333333333336)","(1.85, 2.1, 1.968235294117647)","(18.0, 75.0, 60.81818181818181)"
08-12-2022 14:48:05.548261,"(15.0, 48.0, 38.0)","(5.5, 11.0, 9.6)","(5.0, 8.2, 7.8769230769230765)","(5.5, 7.0, 5.989473684210527)","(14.0, 32.0, 28.666666666666668)","(1.85, 2.1, 1.9894736842105263)","(18.0, 75.0, 60.81818181818181)"
08-12-2022 14:48:06.800155,"(15.0, 48.0, 34.25)","(5.5, 11.0, 10.3)","(5.0, 8.2, 7.8769230769230765)","(5.5, 7.0, 5.607407407407408)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.1, 1.9964285714285714)","(18.0, 75.0, 52.23076923076923)"
08-12-2022 14:48:07.950512,"(15.0, 48.0, 37.733333333333334)","(5.5, 11.0, 10.3)","(5.0, 8.2, 7.8769230769230765)","(5.5, 7.0, 5.6036363636363635)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.08, 1.9533333333333334)","(18.0, 75.0, 52.23076923076923)"
08-12-2022 14:48:09.209703,"(15.0, 48.0, 37.733333333333334)","(5.5, 11.0, 10.889473684210525)","(5.0, 8.2, 7.8769230769230765)","(5.5, 7.0, 5.6036363636363635)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.06, 1.9533333333333334)","(18.0, 75.0, 57.588235294117645)"
08-12-2022 14:48:10.494825,"(15.0, 48.0, 37.733333333333334)","(5.5, 11.0, 10.889473684210525)","(5.0, 8.2, 7.8769230769230765)","(5.5, 7.0, 5.586666666666667)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.06, 1.9752941176470589)","(18.0, 75.0, 57.588235294117645)"
08-12-2022 14:48:11.719215,"(15.0, 48.0, 37.733333333333334)","(5.5, 11.0, 10.943999999999999)","(5.0, 8.2, 7.8769230769230765)","(5.5, 7.0, 5.586666666666667)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.06, 1.9752941176470589)","(18.0, 75.0, 57.588235294117645)"
08-12-2022 14:48:12.885956,"(15.0, 46.0, 40.54545454545455)","(5.5, 11.0, 10.72)","(5.0, 8.2, 7.8769230769230765)","(5.5, 7.0, 5.6036363636363635)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.06, 1.9533333333333334)","(18.0, 75.0, 57.588235294117645)"
08-12-2022 14:48:14.043976,"(15.0, 46.0, 40.54545454545455)","(5.5, 11.0, 10.733333333333334)","(5.0, 8.2, 7.8769230769230765)","(5.5, 7.0, 5.6036363636363635)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.06, 1.9533333333333334)","(18.0, 75.0, 57.588235294117645)"
08-12-2022 14:48:15.244828,"(15.0, 46.0, 43.77777777777778)","(5.5, 11.0, 10.433333333333334)","(5.0, 8.2, 7.8769230769230765)","(5.5, 7.0, 5.586666666666667)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.06, 1.9752941176470589)","(18.0, 75.0, 57.588235294117645)"
08-12-2022 14:48:16.431259,"(15.0, 44.0, 42.0)","(5.5, 11.0, 10.433333333333334)","(5.0, 8.2, 7.685714285714285)","(5.5, 7.0, 5.586666666666667)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.06, 1.9672727272727273)","(18.0, 75.0, 57.588235294117645)"
08-12-2022 14:48:17.558097,"(15.0, 46.0, 35.411764705882355)","(5.5, 11.0, 10.514285714285714)","(5.0, 8.2, 7.685714285714285)","(5.5, 7.0, 5.586666666666667)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.06, 1.9672727272727273)","(18.0, 75.0, 57.588235294117645)"
08-12-2022 14:48:18.618956,"(15.0, 46.0, 35.411764705882355)","(5.5, 11.0, 10.908108108108108)","(5.0, 8.2, 7.685714285714285)","(5.5, 7.0, 5.586666666666667)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.06, 1.9672727272727273)","(18.0, 75.0, 57.588235294117645)"
08-12-2022 14:48:19.748853,"(15.0, 46.0, 35.411764705882355)","(5.5, 11.0, 10.908108108108108)","(5.0, 8.2, 7.685714285714285)","(5.5, 7.0, 5.6036363636363635)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.06, 1.9417391304347826)","(18.0, 75.0, 57.588235294117645)"
08-12-2022 14:48:20.979379,"(15.0, 46.0, 35.411764705882355)","(5.5, 11.0, 10.908108108108108)","(5.0, 8.2, 7.959999999999999)","(5.5, 7.0, 5.586666666666667)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.06, 1.9672727272727273)","(18.0, 75.0, 57.588235294117645)"
08-12-2022 14:48:22.204729,"(15.0, 46.0, 35.411764705882355)","(5.5, 11.0, 10.908108108108108)","(5.0, 8.2, 7.959999999999999)","(5.5, 7.0, 5.586666666666667)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.06, 1.9672727272727273)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:23.560196,"(15.0, 44.0, 42.0)","(5.5, 11.0, 10.908108108108108)","(5.0, 8.2, 7.959999999999999)","(5.5, 7.0, 5.586666666666667)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.06, 1.9672727272727273)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:24.691232,"(15.0, 44.0, 42.0)","(5.5, 11.0, 10.908108108108108)","(5.0, 8.2, 7.959999999999999)","(5.5, 7.0, 5.6036363636363635)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.06, 1.9417391304347826)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:25.919383,"(15.0, 44.0, 42.0)","(5.5, 11.0, 10.908108108108108)","(5.0, 8.2, 7.75)","(5.5, 7.0, 5.586666666666667)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.06, 1.9672727272727273)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:27.287639,"(15.0, 44.0, 37.07692307692308)","(5.5, 11.0, 10.908108108108108)","(5.0, 8.2, 7.75)","(5.5, 7.0, 5.586666666666667)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.06, 1.9672727272727273)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:28.614563,"(15.0, 44.0, 37.07692307692308)","(5.5, 11.0, 10.73846153846154)","(5.0, 8.2, 7.333333333333333)","(5.5, 7.0, 5.773333333333333)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.06, 1.9757142857142858)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:29.872723,"(15.0, 44.0, 37.07692307692308)","(5.5, 11.0, 10.753846153846155)","(5.0, 8.2, 7.368421052631579)","(5.5, 6.8, 5.773333333333333)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.04, 1.94)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:30.997523,"(15.0, 44.0, 37.07692307692308)","(5.5, 11.0, 10.753846153846155)","(5.0, 8.0, 7.368421052631579)","(5.5, 6.8, 5.543589743589743)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.962222222222222)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:32.243881,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.921951219512195)","(5.0, 8.0, 7.368421052631579)","(5.5, 6.8, 5.543589743589743)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.962222222222222)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:33.445615,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.921951219512195)","(5.0, 8.0, 7.463157894736842)","(5.5, 6.8, 5.543589743589743)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.9457142857142857)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:34.608974,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.921951219512195)","(5.0, 8.2, 7.463157894736842)","(5.5, 6.8, 5.543589743589743)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.9378947368421051)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:35.896936,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.921951219512195)","(5.0, 8.2, 7.463157894736842)","(5.5, 6.8, 5.666666666666667)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.962222222222222)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:37.113552,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.921951219512195)","(5.0, 8.2, 7.463157894736842)","(5.5, 6.6, 5.666666666666667)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.9457142857142857)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:38.304026,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.921951219512195)","(5.0, 8.2, 7.463157894736842)","(5.5, 6.6, 5.666666666666667)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.9457142857142857)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:39.853171,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.5)","(5.0, 8.2, 7.463157894736842)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.9652631578947368)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:40.992809,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.5)","(5.0, 8.2, 7.463157894736842)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.9378947368421051)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:42.289940,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.90625)","(5.0, 8.2, 7.463157894736842)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.9707692307692308)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:43.508823,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.90625)","(5.0, 8.2, 7.463157894736842)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.948888888888889)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:44.718350,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.90625)","(5.0, 8.2, 7.463157894736842)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.9514285714285713)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:46.041785,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.90625)","(5.0, 8.2, 7.463157894736842)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.9514285714285713)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:47.484824,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.90625)","(5.0, 8.2, 7.463157894736842)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.9523076923076923)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:48.924570,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.90625)","(5.0, 8.2, 7.463157894736842)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.9523076923076923)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:50.574685,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.90625)","(5.0, 8.2, 7.463157894736842)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.9523076923076923)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:52.038709,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.90625)","(5.0, 8.2, 7.463157894736842)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.9215384615384616)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:53.471290,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.90625)","(5.0, 8.2, 7.463157894736842)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.9453333333333334)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:54.879878,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.90625)","(5.0, 8.2, 7.463157894736842)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.9453333333333334)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:56.238926,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.90625)","(5.0, 8.2, 7.463157894736842)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.908)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:57.586933,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.90625)","(5.0, 8.2, 7.463157894736842)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.908)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:48:58.814944,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.90625)","(5.0, 8.2, 7.463157894736842)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.908)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:49:00.074541,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.90625)","(5.0, 8.2, 7.463157894736842)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.94)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:49:01.377779,"(15.0, 44.0, 35.0)","(5.5, 11.0, 9.9375)","(5.0, 8.2, 7.463157894736842)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.94)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:49:02.606806,"(15.0, 44.0, 35.0)","(5.5, 11.0, 9.9375)","(5.0, 8.2, 7.463157894736842)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.94)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:49:03.887269,"(15.0, 44.0, 35.0)","(5.5, 11.0, 9.9375)","(5.0, 8.2, 7.463157894736842)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.9133333333333333)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:49:05.135371,"(15.0, 44.0, 35.0)","(5.5, 11.0, 9.237037037037037)","(5.0, 8.2, 7.463157894736842)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.9133333333333333)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:49:06.382691,"(15.0, 44.0, 35.0)","(5.5, 11.0, 9.05)","(5.0, 8.2, 7.463157894736842)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.945)","(18.0, 75.0, 53.85714285714286)"
08-12-2022 14:49:07.546681,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.093023255813954)","(5.0, 8.2, 7.3478260869565215)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.9276923076923078)","(18.0, 75.0, 58.8125)"
08-12-2022 14:49:08.737535,"(15.0, 44.0, 35.0)","(5.5, 10.5, 9.9)","(5.0, 8.2, 7.3478260869565215)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.86)","(18.0, 75.0, 58.8125)"
08-12-2022 14:49:09.861969,"(15.0, 44.0, 35.0)","(5.5, 10.5, 9.9)","(5.0, 8.2, 7.3478260869565215)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.8422222222222222)","(18.0, 75.0, 58.8125)"
08-12-2022 14:49:10.990096,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.025)","(5.0, 8.2, 7.3478260869565215)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.924)","(18.0, 75.0, 58.8125)"
08-12-2022 14:49:12.167128,"(15.0, 44.0, 35.0)","(5.5, 11.0, 9.2)","(5.0, 8.2, 7.3478260869565215)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.9714285714285715)","(18.0, 75.0, 58.8125)"
08-12-2022 14:49:13.365741,"(15.0, 44.0, 35.0)","(5.5, 11.0, 9.2)","(5.0, 8.2, 7.3478260869565215)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 30.18181818181818)","(1.85, 2.02, 1.9714285714285715)","(18.0, 75.0, 58.8125)"
08-12-2022 14:49:14.585461,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.121951219512194)","(5.0, 8.2, 7.3478260869565215)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 29.75)","(1.85, 2.02, 1.9714285714285715)","(18.0, 75.0, 58.8125)"
08-12-2022 14:49:15.732478,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.052631578947368)","(5.0, 8.2, 7.3478260869565215)","(5.5, 6.6, 5.5200000000000005)","(14.0, 32.0, 28.8)","(1.85, 2.02, 1.9293333333333333)","(18.0, 75.0, 58.8125)"
08-12-2022 14:49:16.851114,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.052631578947368)","(5.0, 8.2, 7.3478260869565215)","(5.5, 6.6, 5.5200000000000005)","(15.0, 32.0, 31.058823529411764)","(1.8, 2.02, 1.9293333333333333)","(18.0, 75.0, 58.8125)"
08-12-2022 14:49:18.038787,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.052631578947368)","(5.0, 8.2, 7.3478260869565215)","(5.5, 6.6, 5.5200000000000005)","(15.0, 32.0, 31.058823529411764)","(1.8, 2.02, 1.9293333333333333)","(18.0, 75.0, 58.8125)"
08-12-2022 14:49:19.259503,"(15.0, 44.0, 35.0)","(5.5, 11.0, 10.052631578947368)","(5.0, 8.2, 7.3478260869565215)","(5.5, 6.6, 5.5200000000000005)","(15.0, 32.0, 31.238095238095237)","(1.8, 2.02, 1.8840000000000001)","(18.0, 75.0, 58.8125)"
