,Ocean Girl,Letter To You,Hurricane Daisy,Behind Greywalls,Gethsemane,Wolf,Queen Zipper
08-12-2022 14:40:24.535004,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:25.975554,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:27.487000,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:28.805147,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:29.975740,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:31.353261,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:32.864031,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:34.256222,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:35.557381,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:36.833769,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:38.106140,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:39.351609,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:40.615569,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:41.837719,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:43.005595,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:44.212122,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:45.418306,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:46.574524,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:47.696577,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:48.859235,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:50.084681,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:51.317395,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:52.442840,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:53.435292,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:54.501664,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:55.635008,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:56.786809,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:57.918174,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:40:59.079336,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:41:00.174407,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:41:01.245117,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:41:02.421457,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:41:03.471017,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:41:04.586550,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:41:05.694170,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:41:06.798630,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:41:07.961461,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:41:09.150221,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:41:10.294310,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:41:11.339541,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 35.11538461538461)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 45.208333333333336)"
08-12-2022 14:41:12.345052,"(17.0, 55.0, 38.75)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 23.636363636363637)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:13.435363,"(17.0, 55.0, 27.0)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:14.578173,"(17.0, 55.0, 27.0)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:15.738847,"(17.0, 55.0, 27.0)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:16.930012,"(17.0, 55.0, 27.0)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:18.114082,"(17.0, 55.0, 27.0)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:19.285206,"(17.0, 55.0, 27.0)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:20.482894,"(17.0, 55.0, 27.0)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:21.713635,"(17.0, 55.0, 27.0)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.66, 2.37448275862069)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:22.919906,"(17.0, 55.0, 27.0)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.66, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:24.073014,"(17.0, 55.0, 27.0)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:25.200922,"(17.0, 55.0, 27.0)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:26.363961,"(17.0, 55.0, 27.0)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:27.574550,"(17.0, 55.0, 27.0)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:28.733705,"(17.0, 55.0, 27.0)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:29.842626,"(17.0, 55.0, 27.0)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:31.058452,"(17.0, 55.0, 27.0)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:32.241990,"(17.0, 55.0, 27.0)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:33.440449,"(17.0, 55.0, 27.0)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:34.714823,"(17.0, 55.0, 27.0)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:35.924386,"(17.0, 55.0, 27.0)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:37.143358,"(17.0, 55.0, 27.0)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:38.358628,"(17.0, 55.0, 27.0)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:39.545627,"(17.0, 55.0, 27.0)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:40.820816,"(17.0, 55.0, 27.0)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:42.019830,"(17.0, 55.0, 27.0)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:43.160229,"(17.0, 50.0, 25.636363636363637)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:44.324863,"(17.0, 50.0, 25.636363636363637)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:45.484230,"(17.0, 50.0, 25.636363636363637)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:46.684208,"(17.0, 50.0, 25.636363636363637)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:47.849859,"(17.0, 50.0, 25.636363636363637)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:48.924782,"(17.0, 50.0, 25.636363636363637)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:50.161256,"(17.0, 50.0, 25.636363636363637)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:51.386639,"(17.0, 50.0, 25.636363636363637)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:52.710722,"(17.0, 50.0, 25.636363636363637)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:53.956199,"(17.0, 50.0, 25.636363636363637)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:55.212017,"(17.0, 50.0, 25.636363636363637)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:56.475272,"(17.0, 50.0, 25.636363636363637)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:57.862085,"(17.0, 50.0, 25.636363636363637)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:41:59.257154,"(17.0, 50.0, 25.636363636363637)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:42:00.487243,"(17.0, 50.0, 25.636363636363637)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:42:01.717011,"(17.0, 50.0, 25.636363636363637)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:42:02.960327,"(17.0, 50.0, 25.636363636363637)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:42:04.167013,"(17.0, 50.0, 25.636363636363637)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:42:05.432046,"(17.0, 50.0, 25.636363636363637)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:42:06.714232,"(17.0, 50.0, 25.636363636363637)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:42:07.964000,"(17.0, 50.0, 25.636363636363637)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:42:09.178880,"(17.0, 50.0, 25.636363636363637)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:42:10.441208,"(17.0, 50.0, 25.636363636363637)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:42:11.733236,"(17.0, 50.0, 25.636363636363637)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:42:13.082757,"(17.0, 48.0, 25.090909090909093)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
08-12-2022 14:42:14.291741,"(17.0, 48.0, 25.090909090909093)","(5.5, 11.5, 5.954545454545455)","(5.0, 8.6, 5.640000000000001)","(5.5, 9.6, 8.761904761904763)","(15.0, 48.0, 24.0)","(1.75, 2.64, 2.19609756097561)","(19.0, 65.0, 35.625)"
