,Dr Nightingale,Dan Dan,Big Buddha,Phelan Seedy,Dr Rogan,Irish,Style Key,Fun Idol
07-12-2022 19:36:16.556649,"(12.0, 24.0, 13.13888888888889)","(7.0, 11.0, 10.11111111111111)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 6.6000000000000005)","(5.0, 7.8, 7.188888888888888)","(3.1, 4.9, 3.871428571428572)","(31.0, 100.0, 88.0)","(3.4, 6.6, 4.885714285714285)"
07-12-2022 19:36:17.887820,"(12.0, 24.0, 13.13888888888889)","(7.0, 10.5, 10.11111111111111)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 6.981818181818182)","(5.0, 7.8, 7.188888888888888)","(3.1, 4.9, 3.871428571428572)","(31.0, 100.0, 88.0)","(3.4, 6.6, 4.885714285714285)"
07-12-2022 19:36:19.370204,"(12.0, 24.0, 13.13888888888889)","(7.0, 10.5, 10.11111111111111)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 6.733333333333333)","(5.0, 7.8, 6.4875)","(3.1, 4.9, 3.871428571428572)","(31.0, 100.0, 88.0)","(3.4, 6.6, 4.885714285714285)"
07-12-2022 19:36:20.722471,"(12.0, 24.0, 13.13888888888889)","(7.0, 10.5, 10.11111111111111)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 7.425000000000001)","(5.0, 7.8, 7.188888888888888)","(3.1, 4.9, 3.871428571428572)","(31.0, 100.0, 88.0)","(3.4, 6.6, 4.8999999999999995)"
07-12-2022 19:36:22.134488,"(12.0, 24.0, 13.13888888888889)","(7.0, 10.5, 10.11111111111111)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 6.981818181818182)","(5.0, 7.8, 6.55)","(3.1, 4.9, 3.871428571428572)","(31.0, 100.0, 88.0)","(3.4, 6.4, 4.8999999999999995)"
07-12-2022 19:36:23.571503,"(12.0, 24.0, 13.13888888888889)","(7.0, 10.5, 10.11111111111111)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.828571428571429)","(5.0, 7.8, 6.890909090909091)","(3.1, 4.9, 3.871428571428572)","(31.0, 100.0, 88.0)","(3.4, 6.4, 4.885714285714285)"
07-12-2022 19:36:24.976181,"(12.0, 24.0, 13.13888888888889)","(7.0, 10.5, 10.11111111111111)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.828571428571429)","(5.0, 7.8, 5.585714285714285)","(3.1, 4.9, 3.871428571428572)","(31.0, 100.0, 88.0)","(3.4, 6.6, 5.266666666666667)"
07-12-2022 19:36:26.405659,"(12.0, 24.0, 13.13888888888889)","(7.0, 10.5, 10.11111111111111)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.828571428571429)","(5.0, 7.8, 6.91764705882353)","(3.1, 4.9, 3.871428571428572)","(31.0, 100.0, 88.0)","(3.4, 6.6, 4.983333333333333)"
07-12-2022 19:36:27.673788,"(12.0, 24.0, 13.13888888888889)","(7.0, 10.5, 10.11111111111111)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.828571428571429)","(5.0, 7.8, 6.8)","(3.1, 4.9, 3.871428571428572)","(31.0, 100.0, 88.0)","(3.4, 6.4, 5.8375)"
07-12-2022 19:36:29.016605,"(12.0, 24.0, 13.13888888888889)","(7.0, 10.5, 10.11111111111111)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.828571428571429)","(5.0, 7.8, 6.925)","(3.1, 4.9, 3.871428571428572)","(31.0, 100.0, 53.769230769230774)","(3.4, 6.4, 4.983333333333333)"
07-12-2022 19:36:30.326887,"(12.0, 24.0, 13.13888888888889)","(7.0, 10.5, 10.11111111111111)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.828571428571429)","(5.0, 7.8, 6.925)","(3.1, 4.9, 3.871428571428572)","(31.0, 95.0, 53.769230769230774)","(3.4, 6.4, 4.9714285714285715)"
07-12-2022 19:36:31.649953,"(12.0, 24.0, 13.13888888888889)","(7.0, 10.5, 10.11111111111111)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.828571428571429)","(5.0, 7.8, 8.367567567567567)","(3.1, 4.9, 3.871428571428572)","(31.0, 95.0, 53.769230769230774)","(3.4, 6.6, 4.9714285714285715)"
07-12-2022 19:36:32.998415,"(12.0, 24.0, 13.13888888888889)","(7.0, 10.5, 10.11111111111111)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.828571428571429)","(5.0, 8.4, 8.254545454545454)","(3.1, 4.9, 3.871428571428572)","(31.0, 95.0, 53.769230769230774)","(3.4, 6.6, 4.983333333333333)"
07-12-2022 19:36:34.426751,"(12.0, 24.0, 13.13888888888889)","(7.0, 10.5, 7.914285714285714)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.828571428571429)","(5.0, 8.4, 8.254545454545454)","(3.1, 4.9, 3.871428571428572)","(31.0, 95.0, 53.769230769230774)","(3.4, 6.4, 4.983333333333333)"
07-12-2022 19:36:35.745534,"(12.0, 24.0, 13.13888888888889)","(7.0, 8.6, 8.777777777777779)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.6571428571428575)","(5.0, 8.4, 8.254545454545454)","(3.1, 4.9, 3.5)","(31.0, 95.0, 53.769230769230774)","(3.4, 6.4, 5.175)"
07-12-2022 19:36:37.294254,"(12.0, 24.0, 13.13888888888889)","(7.0, 11.0, 10.2)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.6571428571428575)","(5.0, 8.4, 8.254545454545454)","(3.1, 4.9, 3.5)","(31.0, 95.0, 53.769230769230774)","(3.4, 6.6, 5.3)"
07-12-2022 19:36:38.716989,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 9.725)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.6571428571428575)","(5.0, 8.4, 8.254545454545454)","(3.1, 4.9, 3.5)","(31.0, 95.0, 55.333333333333336)","(3.4, 6.8, 5.3)"
07-12-2022 19:36:39.999732,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 10.057142857142857)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.6571428571428575)","(5.0, 8.4, 8.17142857142857)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.8, 4.919047619047619)"
07-12-2022 19:36:41.452060,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 10.057142857142857)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.6571428571428575)","(5.0, 8.4, 8.17142857142857)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 7.0, 4.919047619047619)"
07-12-2022 19:36:42.832181,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 9.76)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.6571428571428575)","(5.0, 8.4, 8.17142857142857)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 7.0, 4.919047619047619)"
07-12-2022 19:36:44.233515,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 9.4)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.84)","(5.0, 8.4, 8.17142857142857)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 7.0, 4.738095238095238)"
07-12-2022 19:36:45.662618,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 10.028571428571428)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.84)","(5.0, 8.4, 8.338461538461539)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 7.0, 4.738095238095238)"
07-12-2022 19:36:46.998034,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 10.028571428571428)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.84)","(5.0, 8.4, 8.338461538461539)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 7.0, 4.738095238095238)"
07-12-2022 19:36:48.371854,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 9.84)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 7.08)","(5.0, 8.4, 8.338461538461539)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 7.0, 4.738095238095238)"
07-12-2022 19:36:49.694257,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 9.84)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 7.08)","(5.0, 8.4, 8.338461538461539)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 7.0, 4.828571428571428)"
07-12-2022 19:36:51.081161,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 9.84)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 7.08)","(5.0, 8.4, 8.338461538461539)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 7.0, 4.828571428571428)"
07-12-2022 19:36:52.573295,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 9.95)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.76)","(5.0, 8.4, 8.338461538461539)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 7.0, 4.828571428571428)"
07-12-2022 19:36:53.861233,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 9.983333333333334)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.76)","(5.0, 8.4, 8.338461538461539)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 7.0, 4.828571428571428)"
07-12-2022 19:36:55.123326,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 9.775)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.76)","(5.0, 8.4, 8.338461538461539)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 7.0, 4.828571428571428)"
07-12-2022 19:36:56.425824,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 9.775)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 7.5200000000000005)","(5.0, 8.4, 8.338461538461539)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 7.0, 4.809523809523809)"
07-12-2022 19:36:57.867560,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 9.775)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 7.623529411764705)","(5.0, 8.4, 8.32)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.8, 4.809523809523809)"
07-12-2022 19:36:59.221371,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 10.0125)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 7.300000000000001)","(5.0, 8.4, 8.2875)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.8, 4.809523809523809)"
07-12-2022 19:37:00.925349,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 9.76)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.76)","(5.0, 8.4, 8.2875)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.8, 4.809523809523809)"
07-12-2022 19:37:02.564671,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 8.444444444444445)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.76)","(5.0, 8.4, 8.2875)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.8, 4.809523809523809)"
07-12-2022 19:37:03.963063,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 8.444444444444445)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.76)","(5.0, 8.4, 8.2875)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.8, 5.171428571428571)"
07-12-2022 19:37:05.304625,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 8.444444444444445)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 7.08)","(5.0, 8.4, 8.2875)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.6, 5.171428571428571)"
07-12-2022 19:37:06.736179,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 8.75)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 7.08)","(5.0, 8.4, 8.2875)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.6, 5.6)"
07-12-2022 19:37:08.189950,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 8.4375)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.76)","(5.0, 8.4, 8.2875)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.6, 5.6)"
07-12-2022 19:37:09.699288,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 8.4375)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.76)","(5.0, 8.4, 8.2875)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.6, 4.955555555555556)"
07-12-2022 19:37:11.475176,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 8.875)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.76)","(5.0, 8.4, 8.2875)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 4.955555555555556)"
07-12-2022 19:37:12.920302,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 8.444444444444445)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.76)","(5.0, 8.4, 8.2875)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 4.955555555555556)"
07-12-2022 19:37:14.288805,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 8.75)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.76)","(5.0, 8.4, 8.2875)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 4.955555555555556)"
07-12-2022 19:37:15.929388,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 8.4375)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 7.08)","(5.0, 8.4, 8.2875)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 4.955555555555556)"
07-12-2022 19:37:17.506697,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 8.4375)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 7.08)","(5.0, 8.4, 8.2875)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 4.955555555555556)"
07-12-2022 19:37:19.076171,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 8.4375)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.76)","(5.0, 8.4, 8.2875)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 4.955555555555556)"
07-12-2022 19:37:20.743498,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 8.875)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.76)","(5.0, 8.4, 8.2875)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 5.6)"
07-12-2022 19:37:22.425324,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 8.444444444444445)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 7.08)","(5.0, 8.4, 8.63448275862069)","(3.1, 4.9, 3.5)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 4.877777777777778)"
07-12-2022 19:37:24.007483,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 8.09375)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 7.08)","(5.0, 8.8, 8.63448275862069)","(3.1, 4.9, 3.52)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 4.877777777777778)"
07-12-2022 19:37:25.578938,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 7.9071428571428575)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.76)","(5.0, 8.8, 8.600000000000001)","(3.1, 5.0, 3.52)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 4.877777777777778)"
07-12-2022 19:37:27.099655,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 7.9071428571428575)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.76)","(5.0, 8.8, 8.600000000000001)","(3.1, 5.0, 3.52)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 4.877777777777778)"
07-12-2022 19:37:28.615195,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 7.68125)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 7.08)","(5.0, 8.8, 8.600000000000001)","(3.1, 5.0, 3.52)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 4.877777777777778)"
07-12-2022 19:37:30.033245,"(12.0, 24.0, 14.142857142857142)","(7.0, 10.5, 7.511111111111111)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 7.08)","(5.0, 8.8, 9.0)","(3.1, 5.0, 3.52)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 4.877777777777778)"
07-12-2022 19:37:31.459182,"(12.0, 24.0, 14.142857142857142)","(7.0, 8.4, 7.511111111111111)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.76)","(5.0, 9.2, 9.0)","(3.1, 5.0, 3.52)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 4.877777777777778)"
07-12-2022 19:37:32.831701,"(12.0, 24.0, 14.142857142857142)","(7.0, 8.4, 7.7)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.76)","(5.0, 9.2, 9.0)","(3.1, 5.0, 3.52)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 4.877777777777778)"
07-12-2022 19:37:34.215043,"(12.0, 24.0, 14.142857142857142)","(7.0, 8.4, 7.65)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.76)","(5.0, 9.2, 7.4399999999999995)","(3.1, 5.0, 3.52)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 4.877777777777778)"
07-12-2022 19:37:35.581900,"(12.0, 24.0, 14.142857142857142)","(7.0, 8.4, 7.65)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.76)","(5.0, 9.2, 8.85)","(3.1, 5.0, 3.52)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 4.877777777777778)"
07-12-2022 19:37:36.960433,"(12.0, 24.0, 14.142857142857142)","(7.0, 8.4, 7.65)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 7.08)","(5.0, 9.2, 8.7)","(3.1, 5.0, 3.52)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 5.659090909090909)"
07-12-2022 19:37:38.418055,"(12.0, 24.0, 14.142857142857142)","(7.0, 8.4, 7.630769230769231)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 6.75)","(5.0, 9.0, 8.7)","(3.1, 5.0, 3.52)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 5.659090909090909)"
07-12-2022 19:37:39.985774,"(12.0, 24.0, 14.142857142857142)","(7.0, 8.4, 9.95)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.571428571428571)","(5.0, 9.0, 8.7)","(3.1, 5.0, 3.52)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 5.659090909090909)"
07-12-2022 19:37:41.468824,"(12.0, 24.0, 14.142857142857142)","(7.0, 11.0, 9.25)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 6.75)","(5.0, 9.0, 8.7)","(3.1, 5.0, 3.52)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 5.659090909090909)"
07-12-2022 19:37:43.054897,"(12.0, 24.0, 14.142857142857142)","(7.0, 11.0, 9.25)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 6.75)","(5.0, 9.0, 8.7)","(3.1, 5.0, 3.52)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 5.659090909090909)"
07-12-2022 19:37:44.937176,"(12.0, 24.0, 14.142857142857142)","(7.0, 11.0, 9.25)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.571428571428571)","(5.0, 9.0, 8.7)","(3.1, 5.0, 3.52)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 5.659090909090909)"
07-12-2022 19:37:46.505265,"(12.0, 24.0, 14.142857142857142)","(7.0, 11.0, 9.25)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 5.571428571428571)","(5.0, 9.0, 8.7)","(3.1, 5.0, 3.52)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 5.659090909090909)"
07-12-2022 19:37:48.003290,"(12.0, 24.0, 14.142857142857142)","(7.0, 11.0, 9.25)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 6.75)","(5.0, 9.0, 8.7)","(3.1, 5.0, 3.4)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 5.659090909090909)"
07-12-2022 19:37:49.420529,"(12.0, 24.0, 14.142857142857142)","(7.0, 11.0, 8.529411764705882)","(20.0, 55.0, 23.88888888888889)","(5.0, 8.4, 6.75)","(5.0, 9.0, 8.454545454545455)","(3.1, 4.9, 3.2846153846153845)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 5.444444444444445)"
07-12-2022 19:37:50.810219,"(12.0, 24.0, 16.32)","(7.0, 11.0, 8.529411764705882)","(20.0, 55.0, 22.333333333333332)","(5.0, 8.4, 5.571428571428571)","(5.0, 9.0, 8.454545454545455)","(3.1, 4.9, 4.2)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 5.444444444444445)"
07-12-2022 19:37:52.262760,"(12.0, 24.0, 16.96)","(7.0, 11.0, 7.454545454545454)","(20.0, 55.0, 22.333333333333332)","(5.0, 8.4, 7.235294117647059)","(5.0, 9.0, 8.64)","(3.1, 4.9, 4.273684210526316)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 5.444444444444445)"
07-12-2022 19:37:53.759904,"(12.0, 24.0, 16.96)","(7.0, 8.6, 7.454545454545454)","(20.0, 55.0, 22.333333333333332)","(5.0, 8.4, 6.654545454545455)","(5.0, 9.0, 8.64)","(3.1, 4.9, 4.273684210526316)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 4.828571428571428)"
07-12-2022 19:37:55.200903,"(12.0, 24.0, 16.96)","(7.0, 8.6, 9.154545454545454)","(20.0, 55.0, 22.333333333333332)","(5.0, 8.4, 6.654545454545455)","(5.0, 9.0, 8.454545454545455)","(3.1, 4.9, 4.273684210526316)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 4.828571428571428)"
07-12-2022 19:37:56.686539,"(12.0, 24.0, 16.96)","(7.0, 10.5, 9.154545454545454)","(20.0, 55.0, 22.333333333333332)","(5.0, 8.4, 6.0)","(5.0, 9.0, 8.454545454545455)","(3.1, 4.9, 4.273684210526316)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 4.828571428571428)"
07-12-2022 19:37:58.175130,"(12.0, 24.0, 16.96)","(7.0, 10.5, 9.154545454545454)","(20.0, 55.0, 22.333333333333332)","(5.0, 8.4, 6.0)","(5.0, 9.0, 8.64)","(3.1, 4.9, 4.273684210526316)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 4.828571428571428)"
07-12-2022 19:37:59.687605,"(12.0, 24.0, 16.96)","(7.0, 10.5, 9.154545454545454)","(20.0, 55.0, 22.333333333333332)","(5.0, 8.4, 6.0)","(5.0, 9.0, 8.64)","(3.1, 4.9, 4.273684210526316)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 4.828571428571428)"
07-12-2022 19:38:01.217274,"(12.0, 24.0, 16.96)","(7.0, 10.5, 9.154545454545454)","(20.0, 55.0, 22.333333333333332)","(5.0, 8.4, 6.0)","(5.0, 9.0, 8.64)","(3.1, 4.9, 4.273684210526316)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.2, 4.828571428571428)"
07-12-2022 19:38:02.667523,"(12.0, 24.0, 21.18181818181818)","(7.0, 10.5, 10.0375)","(20.0, 55.0, 35.0)","(5.0, 8.4, 6.699999999999999)","(5.0, 9.0, 8.64)","(3.1, 4.9, 4.676923076923076)","(31.0, 110.0, 87.0909090909091)","(3.4, 6.2, 5.533333333333333)"
07-12-2022 19:38:04.157781,"(12.0, 23.0, 20.142857142857142)","(7.0, 10.5, 9.6)","(20.0, 50.0, 34.0)","(5.0, 8.2, 6.15)","(5.0, 9.0, 8.6)","(3.1, 4.8, 4.685714285714285)","(31.0, 100.0, 87.47058823529412)","(3.4, 6.0, 5.87)"
07-12-2022 19:38:05.583827,"(12.0, 23.0, 20.142857142857142)","(7.0, 10.0, 9.6)","(20.0, 48.0, 34.0)","(5.0, 7.2, 6.15)","(5.0, 9.0, 8.6)","(3.1, 4.8, 4.685714285714285)","(31.0, 100.0, 87.47058823529412)","(3.4, 6.0, 5.766666666666667)"
07-12-2022 19:38:06.998836,"(12.0, 23.0, 20.142857142857142)","(7.0, 10.0, 9.6)","(20.0, 48.0, 34.0)","(5.0, 7.2, 5.583333333333333)","(5.0, 9.0, 8.266666666666667)","(3.1, 4.8, 4.685714285714285)","(31.0, 100.0, 87.47058823529412)","(3.4, 6.0, 5.89)"
07-12-2022 19:38:08.378044,"(12.0, 23.0, 20.142857142857142)","(7.0, 10.0, 9.6)","(20.0, 48.0, 34.0)","(5.0, 8.0, 7.09375)","(5.0, 8.4, 8.258823529411766)","(3.1, 4.8, 4.685714285714285)","(31.0, 100.0, 87.47058823529412)","(3.4, 6.0, 5.89)"
07-12-2022 19:38:09.778363,"(12.0, 23.0, 20.142857142857142)","(7.0, 10.0, 9.6)","(20.0, 48.0, 34.0)","(5.0, 8.0, 7.2368421052631575)","(5.0, 8.4, 8.258823529411766)","(3.1, 4.8, 4.685714285714285)","(31.0, 100.0, 87.47058823529412)","(3.4, 6.0, 5.89)"
07-12-2022 19:38:11.342537,"(12.0, 23.0, 20.142857142857142)","(7.0, 10.0, 9.2)","(20.0, 48.0, 34.0)","(5.0, 8.0, 5.583333333333333)","(5.0, 8.4, 8.258823529411766)","(3.1, 4.8, 4.685714285714285)","(31.0, 100.0, 87.47058823529412)","(3.4, 6.0, 5.91)"
07-12-2022 19:38:12.887824,"(12.0, 23.0, 20.142857142857142)","(7.0, 10.0, 9.6)","(20.0, 48.0, 34.0)","(5.0, 8.0, 6.923076923076923)","(5.0, 8.4, 8.258823529411766)","(3.1, 4.8, 4.4125)","(31.0, 100.0, 87.47058823529412)","(3.4, 6.0, 5.91)"
07-12-2022 19:38:14.309052,"(12.0, 23.0, 20.142857142857142)","(7.0, 10.0, 9.709090909090909)","(20.0, 48.0, 34.0)","(5.0, 8.0, 6.6)","(5.0, 8.4, 8.258823529411766)","(3.1, 4.8, 4.696666666666666)","(31.0, 100.0, 87.47058823529412)","(3.4, 6.0, 5.91)"
07-12-2022 19:38:15.765025,"(12.0, 23.0, 20.142857142857142)","(7.0, 10.0, 7.8)","(20.0, 48.0, 34.0)","(5.0, 8.0, 6.681818181818182)","(5.0, 8.4, 8.258823529411766)","(3.1, 4.8, 4.696666666666666)","(31.0, 100.0, 87.47058823529412)","(3.4, 6.0, 5.807142857142857)"
