,Maybe Tomorrow,Yamazaki Riot,Blocked Knows,Smell Like Beans,Slingshot Xena,Slingshot Sneaky
180,"[datetime.datetime(2022, 11, 28, 19, 39, 42, 991187), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 39, 42, 991187), 16.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 39, 42, 991187), 2.0, 3.7]","[datetime.datetime(2022, 11, 28, 19, 39, 42, 991187), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 39, 42, 991187), 4.2, 7.6]","[datetime.datetime(2022, 11, 28, 19, 39, 42, 991187), 5.0, 7.0]"
181,"[datetime.datetime(2022, 11, 28, 19, 39, 44, 86724), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 39, 44, 86724), 16.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 39, 44, 86724), 2.0, 3.75]","[datetime.datetime(2022, 11, 28, 19, 39, 44, 86724), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 39, 44, 86724), 4.2, 7.6]","[datetime.datetime(2022, 11, 28, 19, 39, 44, 86724), 5.0, 7.0]"
182,"[datetime.datetime(2022, 11, 28, 19, 39, 45, 183470), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 39, 45, 183470), 16.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 39, 45, 183470), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 39, 45, 183470), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 39, 45, 183470), 4.2, 7.6]","[datetime.datetime(2022, 11, 28, 19, 39, 45, 183470), 5.0, 7.0]"
183,"[datetime.datetime(2022, 11, 28, 19, 39, 46, 279298), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 39, 46, 279298), 16.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 39, 46, 279298), 2.0, 3.75]","[datetime.datetime(2022, 11, 28, 19, 39, 46, 279298), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 39, 46, 279298), 4.2, 7.6]","[datetime.datetime(2022, 11, 28, 19, 39, 46, 279298), 5.0, 7.0]"
184,"[datetime.datetime(2022, 11, 28, 19, 39, 47, 377446), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 39, 47, 377446), 16.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 39, 47, 377446), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 39, 47, 377446), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 39, 47, 377446), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 39, 47, 377446), 5.0, 7.0]"
185,"[datetime.datetime(2022, 11, 28, 19, 39, 48, 475596), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 39, 48, 475596), 16.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 39, 48, 475596), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 39, 48, 475596), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 39, 48, 475596), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 39, 48, 475596), 5.0, 7.0]"
186,"[datetime.datetime(2022, 11, 28, 19, 39, 49, 570321), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 39, 49, 570321), 16.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 39, 49, 570321), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 39, 49, 570321), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 39, 49, 570321), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 39, 49, 570321), 5.0, 7.0]"
187,"[datetime.datetime(2022, 11, 28, 19, 39, 50, 670904), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 39, 50, 670904), 16.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 39, 50, 670904), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 39, 50, 670904), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 39, 50, 670904), 4.2, 7.6]","[datetime.datetime(2022, 11, 28, 19, 39, 50, 670904), 5.0, 7.0]"
188,"[datetime.datetime(2022, 11, 28, 19, 39, 51, 770323), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 39, 51, 770323), 16.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 39, 51, 770323), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 39, 51, 770323), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 39, 51, 770323), 4.2, 7.6]","[datetime.datetime(2022, 11, 28, 19, 39, 51, 770323), 5.0, 7.0]"
189,"[datetime.datetime(2022, 11, 28, 19, 39, 52, 875633), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 39, 52, 875633), 16.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 39, 52, 875633), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 39, 52, 875633), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 39, 52, 875633), 4.2, 7.6]","[datetime.datetime(2022, 11, 28, 19, 39, 52, 875633), 5.0, 7.0]"
190,"[datetime.datetime(2022, 11, 28, 19, 39, 53, 984412), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 39, 53, 984412), 16.0, 38.0]","[datetime.datetime(2022, 11, 28, 19, 39, 53, 984412), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 39, 53, 984412), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 39, 53, 984412), 4.2, 7.6]","[datetime.datetime(2022, 11, 28, 19, 39, 53, 984412), 5.0, 7.0]"
191,"[datetime.datetime(2022, 11, 28, 19, 39, 55, 80446), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 39, 55, 80446), 16.0, 36.0]","[datetime.datetime(2022, 11, 28, 19, 39, 55, 80446), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 39, 55, 80446), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 39, 55, 80446), 4.2, 7.6]","[datetime.datetime(2022, 11, 28, 19, 39, 55, 80446), 5.0, 7.0]"
192,"[datetime.datetime(2022, 11, 28, 19, 39, 56, 184794), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 39, 56, 184794), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 56, 184794), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 39, 56, 184794), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 39, 56, 184794), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 39, 56, 184794), 5.0, 6.8]"
193,"[datetime.datetime(2022, 11, 28, 19, 39, 57, 280131), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 39, 57, 280131), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 57, 280131), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 39, 57, 280131), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 39, 57, 280131), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 39, 57, 280131), 5.0, 7.4]"
194,"[datetime.datetime(2022, 11, 28, 19, 39, 58, 375927), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 39, 58, 375927), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 58, 375927), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 39, 58, 375927), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 39, 58, 375927), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 39, 58, 375927), 5.0, 7.4]"
195,"[datetime.datetime(2022, 11, 28, 19, 39, 59, 474138), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 39, 59, 474138), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 39, 59, 474138), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 39, 59, 474138), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 39, 59, 474138), 4.2, 7.6]","[datetime.datetime(2022, 11, 28, 19, 39, 59, 474138), 5.0, 7.6]"
196,"[datetime.datetime(2022, 11, 28, 19, 40, 0, 570882), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 40, 0, 570882), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 0, 570882), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 0, 570882), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 0, 570882), 4.2, 7.6]","[datetime.datetime(2022, 11, 28, 19, 40, 0, 570882), 5.0, 7.6]"
197,"[datetime.datetime(2022, 11, 28, 19, 40, 1, 675913), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 40, 1, 675913), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 1, 675913), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 1, 675913), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 1, 675913), 4.2, 7.6]","[datetime.datetime(2022, 11, 28, 19, 40, 1, 675913), 5.0, 7.6]"
198,"[datetime.datetime(2022, 11, 28, 19, 40, 2, 770577), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 40, 2, 770577), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 2, 770577), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 2, 770577), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 40, 2, 770577), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 2, 770577), 5.0, 7.4]"
199,"[datetime.datetime(2022, 11, 28, 19, 40, 3, 866085), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 40, 3, 866085), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 3, 866085), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 3, 866085), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 40, 3, 866085), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 3, 866085), 5.0, 7.4]"
200,"[datetime.datetime(2022, 11, 28, 19, 40, 4, 973018), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 40, 4, 973018), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 4, 973018), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 4, 973018), 4.8, 7.2]","[datetime.datetime(2022, 11, 28, 19, 40, 4, 973018), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 4, 973018), 5.0, 7.4]"
201,"[datetime.datetime(2022, 11, 28, 19, 40, 6, 87678), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 40, 6, 87678), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 6, 87678), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 6, 87678), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 6, 87678), 4.2, 7.6]","[datetime.datetime(2022, 11, 28, 19, 40, 6, 87678), 5.0, 7.8]"
202,"[datetime.datetime(2022, 11, 28, 19, 40, 7, 191764), 17.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 40, 7, 191764), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 7, 191764), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 7, 191764), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 7, 191764), 4.2, 7.6]","[datetime.datetime(2022, 11, 28, 19, 40, 7, 191764), 5.0, 7.8]"
203,"[datetime.datetime(2022, 11, 28, 19, 40, 8, 287899), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 8, 287899), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 8, 287899), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 8, 287899), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 8, 287899), 4.2, 7.6]","[datetime.datetime(2022, 11, 28, 19, 40, 8, 287899), 5.0, 7.4]"
204,"[datetime.datetime(2022, 11, 28, 19, 40, 9, 388354), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 9, 388354), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 9, 388354), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 9, 388354), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 9, 388354), 4.2, 7.6]","[datetime.datetime(2022, 11, 28, 19, 40, 9, 388354), 5.0, 7.4]"
205,"[datetime.datetime(2022, 11, 28, 19, 40, 10, 484704), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 10, 484704), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 10, 484704), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 10, 484704), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 10, 484704), 4.2, 7.6]","[datetime.datetime(2022, 11, 28, 19, 40, 10, 484704), 5.0, 7.4]"
206,"[datetime.datetime(2022, 11, 28, 19, 40, 11, 584664), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 11, 584664), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 11, 584664), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 11, 584664), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 11, 584664), 4.2, 7.6]","[datetime.datetime(2022, 11, 28, 19, 40, 11, 584664), 5.0, 7.4]"
207,"[datetime.datetime(2022, 11, 28, 19, 40, 12, 685708), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 12, 685708), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 12, 685708), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 12, 685708), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 12, 685708), 4.2, 7.6]","[datetime.datetime(2022, 11, 28, 19, 40, 12, 685708), 5.0, 7.4]"
208,"[datetime.datetime(2022, 11, 28, 19, 40, 13, 781368), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 13, 781368), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 13, 781368), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 13, 781368), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 13, 781368), 4.2, 7.6]","[datetime.datetime(2022, 11, 28, 19, 40, 13, 781368), 5.0, 7.4]"
209,"[datetime.datetime(2022, 11, 28, 19, 40, 14, 884450), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 14, 884450), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 14, 884450), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 14, 884450), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 14, 884450), 4.2, 7.6]","[datetime.datetime(2022, 11, 28, 19, 40, 14, 884450), 5.0, 7.4]"
210,"[datetime.datetime(2022, 11, 28, 19, 40, 15, 980553), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 15, 980553), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 15, 980553), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 15, 980553), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 15, 980553), 4.2, 7.6]","[datetime.datetime(2022, 11, 28, 19, 40, 15, 980553), 5.0, 7.4]"
211,"[datetime.datetime(2022, 11, 28, 19, 40, 17, 81208), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 17, 81208), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 17, 81208), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 17, 81208), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 17, 81208), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 17, 81208), 5.0, 7.4]"
212,"[datetime.datetime(2022, 11, 28, 19, 40, 18, 186010), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 18, 186010), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 18, 186010), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 18, 186010), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 18, 186010), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 18, 186010), 5.0, 7.4]"
213,"[datetime.datetime(2022, 11, 28, 19, 40, 19, 289336), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 19, 289336), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 19, 289336), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 19, 289336), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 19, 289336), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 19, 289336), 5.0, 7.4]"
214,"[datetime.datetime(2022, 11, 28, 19, 40, 20, 392922), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 20, 392922), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 20, 392922), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 20, 392922), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 20, 392922), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 20, 392922), 5.0, 7.4]"
215,"[datetime.datetime(2022, 11, 28, 19, 40, 21, 487194), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 21, 487194), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 21, 487194), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 21, 487194), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 21, 487194), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 21, 487194), 5.0, 7.4]"
216,"[datetime.datetime(2022, 11, 28, 19, 40, 22, 581117), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 22, 581117), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 22, 581117), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 22, 581117), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 22, 581117), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 22, 581117), 5.0, 7.4]"
217,"[datetime.datetime(2022, 11, 28, 19, 40, 23, 680123), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 23, 680123), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 23, 680123), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 23, 680123), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 23, 680123), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 23, 680123), 5.0, 7.4]"
218,"[datetime.datetime(2022, 11, 28, 19, 40, 24, 778846), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 24, 778846), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 24, 778846), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 24, 778846), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 24, 778846), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 24, 778846), 5.0, 7.4]"
219,"[datetime.datetime(2022, 11, 28, 19, 40, 25, 881602), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 25, 881602), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 25, 881602), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 25, 881602), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 25, 881602), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 25, 881602), 5.0, 7.0]"
220,"[datetime.datetime(2022, 11, 28, 19, 40, 26, 980528), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 26, 980528), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 26, 980528), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 26, 980528), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 26, 980528), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 26, 980528), 5.0, 7.0]"
221,"[datetime.datetime(2022, 11, 28, 19, 40, 28, 78045), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 28, 78045), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 28, 78045), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 28, 78045), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 28, 78045), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 28, 78045), 5.0, 7.0]"
222,"[datetime.datetime(2022, 11, 28, 19, 40, 29, 193558), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 29, 193558), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 29, 193558), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 29, 193558), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 29, 193558), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 29, 193558), 5.0, 7.0]"
223,"[datetime.datetime(2022, 11, 28, 19, 40, 30, 292392), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 30, 292392), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 30, 292392), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 30, 292392), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 30, 292392), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 30, 292392), 5.0, 7.0]"
224,"[datetime.datetime(2022, 11, 28, 19, 40, 31, 403977), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 31, 403977), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 31, 403977), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 31, 403977), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 31, 403977), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 31, 403977), 5.0, 7.0]"
225,"[datetime.datetime(2022, 11, 28, 19, 40, 32, 499669), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 32, 499669), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 32, 499669), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 32, 499669), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 32, 499669), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 32, 499669), 5.0, 7.0]"
226,"[datetime.datetime(2022, 11, 28, 19, 40, 33, 597128), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 33, 597128), 16.0, 34.0]","[datetime.datetime(2022, 11, 28, 19, 40, 33, 597128), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 33, 597128), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 33, 597128), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 33, 597128), 5.0, 7.0]"
227,"[datetime.datetime(2022, 11, 28, 19, 40, 34, 698105), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 34, 698105), 16.0, 44.0]","[datetime.datetime(2022, 11, 28, 19, 40, 34, 698105), 2.0, 3.75]","[datetime.datetime(2022, 11, 28, 19, 40, 34, 698105), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 34, 698105), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 34, 698105), 5.0, 7.0]"
228,"[datetime.datetime(2022, 11, 28, 19, 40, 35, 802014), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 35, 802014), 16.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 40, 35, 802014), 2.0, 3.75]","[datetime.datetime(2022, 11, 28, 19, 40, 35, 802014), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 35, 802014), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 35, 802014), 5.0, 7.0]"
229,"[datetime.datetime(2022, 11, 28, 19, 40, 36, 910631), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 36, 910631), 16.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 40, 36, 910631), 2.0, 3.75]","[datetime.datetime(2022, 11, 28, 19, 40, 36, 910631), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 36, 910631), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 36, 910631), 5.0, 7.0]"
230,"[datetime.datetime(2022, 11, 28, 19, 40, 38, 12918), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 38, 12918), 16.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 40, 38, 12918), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 38, 12918), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 38, 12918), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 38, 12918), 5.0, 7.0]"
231,"[datetime.datetime(2022, 11, 28, 19, 40, 39, 109900), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 39, 109900), 16.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 40, 39, 109900), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 39, 109900), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 39, 109900), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 39, 109900), 5.0, 7.0]"
232,"[datetime.datetime(2022, 11, 28, 19, 40, 40, 215157), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 40, 215157), 16.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 40, 40, 215157), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 40, 215157), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 40, 215157), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 40, 215157), 5.0, 7.0]"
233,"[datetime.datetime(2022, 11, 28, 19, 40, 41, 315649), 17.0, 50.0]","[datetime.datetime(2022, 11, 28, 19, 40, 41, 315649), 16.0, 42.0]","[datetime.datetime(2022, 11, 28, 19, 40, 41, 315649), 2.0, 3.8]","[datetime.datetime(2022, 11, 28, 19, 40, 41, 315649), 4.8, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 41, 315649), 4.2, 7.4]","[datetime.datetime(2022, 11, 28, 19, 40, 41, 315649), 5.0, 7.0]"
