,My Mate Tip,Roman Blazer,Zipping James,Extreme Rock,Dundee Rebel,Ox The Man,Legal Bud
07-01-2023 20:17:01.412612,"(4.0, 4.9, 4.7690909090909095)","(3.4, 3.9, 3.7181818181818183)","(6.5, 13.0, 12.4)","(11.0, 16.0, 15.08108108108108)","(7.0, 9.2, 8.923076923076923)","(3.9, 4.7, 4.673684210526316)","(11.0, 19.0, 16.72972972972973)"
07-01-2023 20:17:02.499001,"(4.0, 4.9, 4.7690909090909095)","(3.4, 3.9, 3.7181818181818183)","(6.5, 13.0, 12.4)","(11.0, 16.0, 15.08108108108108)","(7.0, 9.2, 8.923076923076923)","(3.9, 4.7, 4.673684210526316)","(11.0, 19.0, 16.72972972972973)"
07-01-2023 20:17:03.438357,"(4.0, 4.9, 4.7690909090909095)","(3.4, 3.9, 3.7181818181818183)","(6.5, 13.0, 12.4)","(11.0, 16.0, 15.08108108108108)","(7.0, 9.2, 8.923076923076923)","(3.9, 4.7, 4.673684210526316)","(11.0, 19.0, 16.72972972972973)"
07-01-2023 20:17:04.388151,"(4.0, 4.9, 4.7690909090909095)","(3.4, 3.9, 3.7181818181818183)","(6.5, 13.0, 12.4)","(11.0, 16.0, 15.08108108108108)","(7.0, 9.2, 8.872727272727273)","(3.9, 4.7, 4.673684210526316)","(11.0, 19.0, 16.72972972972973)"
07-01-2023 20:17:05.379473,"(4.0, 4.9, 4.7690909090909095)","(3.4, 3.9, 3.7181818181818183)","(6.5, 13.0, 12.4)","(11.0, 16.0, 15.08108108108108)","(7.0, 9.2, 8.923076923076923)","(3.9, 4.7, 4.673684210526316)","(11.0, 19.0, 16.72972972972973)"
07-01-2023 20:17:06.369968,"(4.0, 4.9, 4.7690909090909095)","(3.4, 3.9, 3.7181818181818183)","(6.5, 13.0, 12.4)","(11.0, 16.0, 15.25)","(7.0, 9.2, 9.0)","(3.9, 4.7, 4.68)","(11.0, 19.0, 16.72972972972973)"
07-01-2023 20:17:07.862268,"(4.0, 4.9, 4.7690909090909095)","(3.4, 3.9, 3.725)","(6.5, 13.0, 12.4)","(11.0, 16.0, 15.25)","(7.0, 9.2, 9.375)","(3.9, 4.7, 4.683333333333334)","(11.0, 19.0, 16.72972972972973)"
07-01-2023 20:17:09.090792,"(4.0, 4.9, 4.764285714285714)","(3.4, 3.85, 3.7071428571428573)","(6.5, 13.0, 12.4)","(11.0, 16.0, 15.25)","(7.0, 10.5, 10.2)","(3.9, 4.7, 4.683333333333334)","(11.0, 19.0, 16.72972972972973)"
07-01-2023 20:17:10.310721,"(4.0, 4.9, 4.764285714285714)","(3.4, 3.85, 3.7071428571428573)","(6.5, 13.0, 12.4)","(11.0, 16.0, 15.538461538461538)","(7.0, 10.5, 9.571428571428571)","(3.9, 4.7, 4.683333333333334)","(11.0, 19.0, 16.72972972972973)"
07-01-2023 20:17:11.513986,"(4.0, 4.9, 4.764285714285714)","(3.4, 3.85, 3.7071428571428573)","(6.5, 13.0, 12.4)","(11.0, 16.0, 15.6)","(7.0, 10.5, 9.416666666666666)","(3.9, 4.7, 4.683333333333334)","(11.0, 19.0, 16.72972972972973)"
07-01-2023 20:17:12.637964,"(4.0, 4.9, 4.764285714285714)","(3.4, 3.85, 3.7071428571428573)","(6.5, 13.0, 12.4)","(11.0, 16.0, 15.6)","(7.0, 10.5, 9.416666666666666)","(3.9, 4.7, 4.683333333333334)","(11.0, 19.0, 16.72972972972973)"
07-01-2023 20:17:13.660597,"(4.0, 4.9, 4.764285714285714)","(3.4, 3.85, 3.7071428571428573)","(6.5, 13.0, 12.4)","(11.0, 16.0, 15.6)","(7.0, 10.5, 9.416666666666666)","(3.9, 4.7, 4.683333333333334)","(11.0, 19.0, 16.72972972972973)"
07-01-2023 20:17:14.718399,"(4.0, 4.9, 4.764285714285714)","(3.4, 3.85, 3.7071428571428573)","(6.5, 13.0, 12.4)","(11.0, 16.0, 15.6)","(7.0, 10.5, 9.603448275862068)","(3.9, 4.7, 4.683333333333334)","(11.0, 19.0, 16.72972972972973)"
07-01-2023 20:17:15.803027,"(4.0, 4.9, 4.764285714285714)","(3.4, 3.85, 3.7071428571428573)","(6.5, 13.0, 12.4)","(11.0, 16.0, 15.6)","(7.0, 10.5, 9.416666666666666)","(3.9, 4.7, 4.683333333333334)","(11.0, 19.0, 16.72972972972973)"
07-01-2023 20:17:16.983188,"(4.0, 4.9, 4.764285714285714)","(3.4, 3.85, 3.7071428571428573)","(6.5, 13.0, 12.4)","(11.0, 16.0, 15.6)","(7.0, 10.5, 9.416666666666666)","(3.9, 4.7, 4.683333333333334)","(11.0, 19.0, 16.72972972972973)"
07-01-2023 20:17:18.098940,"(4.0, 4.9, 4.764285714285714)","(3.4, 3.85, 3.6785714285714284)","(6.5, 13.0, 12.3)","(11.0, 16.0, 15.357142857142858)","(7.0, 10.5, 9.714285714285715)","(3.9, 4.7, 4.678571428571429)","(11.0, 19.0, 16.72972972972973)"
07-01-2023 20:17:19.314944,"(4.0, 4.9, 4.833333333333334)","(3.4, 3.85, 3.7071428571428573)","(6.5, 12.5, 12.210526315789474)","(11.0, 16.0, 15.357142857142858)","(7.0, 9.8, 9.133333333333333)","(3.9, 4.7, 4.683333333333334)","(11.0, 19.0, 16.72972972972973)"
07-01-2023 20:17:20.488174,"(4.0, 4.9, 4.811111111111112)","(3.4, 3.85, 3.7071428571428573)","(6.5, 13.0, 12.210526315789474)","(11.0, 16.0, 15.357142857142858)","(7.0, 9.8, 9.700000000000001)","(3.9, 4.7, 4.683333333333334)","(11.0, 19.0, 16.72972972972973)"
07-01-2023 20:17:21.707828,"(4.0, 4.9, 4.86)","(3.4, 3.85, 3.7071428571428573)","(6.5, 13.0, 12.210526315789474)","(11.0, 16.0, 15.357142857142858)","(7.0, 9.8, 9.72)","(3.9, 4.7, 4.683333333333334)","(11.0, 19.0, 16.97826086956522)"
07-01-2023 20:17:22.777891,"(4.0, 4.9, 4.873333333333334)","(3.4, 3.85, 3.7071428571428573)","(6.5, 13.0, 12.210526315789474)","(11.0, 16.0, 15.357142857142858)","(7.0, 9.8, 9.72)","(3.9, 4.7, 4.683333333333334)","(11.0, 18.5, 16.97826086956522)"
07-01-2023 20:17:23.767660,"(4.0, 4.9, 4.873333333333334)","(3.4, 3.85, 3.7071428571428573)","(6.5, 13.0, 12.210526315789474)","(11.0, 16.0, 15.357142857142858)","(7.0, 9.8, 9.457142857142857)","(3.9, 4.7, 4.678571428571429)","(11.0, 18.5, 16.97826086956522)"
07-01-2023 20:17:24.929644,"(4.0, 4.9, 4.863636363636364)","(3.4, 3.85, 3.7071428571428573)","(6.5, 13.0, 12.210526315789474)","(11.0, 16.0, 15.307692307692308)","(7.0, 9.8, 9.457142857142857)","(3.9, 4.7, 4.678571428571429)","(11.0, 18.5, 16.97826086956522)"
07-01-2023 20:17:26.013335,"(4.0, 4.9, 4.871428571428572)","(3.4, 3.85, 3.7323529411764707)","(6.5, 13.0, 12.333333333333334)","(11.0, 16.0, 15.4375)","(7.0, 9.8, 9.457142857142857)","(3.9, 4.7, 4.678571428571429)","(11.0, 18.5, 16.681818181818183)"
07-01-2023 20:17:27.144463,"(4.0, 4.9, 4.883333333333334)","(3.4, 3.85, 3.775925925925926)","(6.5, 13.0, 12.333333333333334)","(11.0, 16.0, 15.4375)","(7.0, 9.8, 9.457142857142857)","(3.9, 4.7, 4.678571428571429)","(11.0, 18.5, 16.681818181818183)"
07-01-2023 20:17:28.299003,"(4.0, 5.0, 4.889473684210526)","(3.4, 3.85, 3.7973684210526315)","(6.5, 13.0, 12.333333333333334)","(11.0, 16.0, 15.333333333333334)","(7.0, 9.8, 9.666666666666668)","(3.9, 4.7, 4.678571428571429)","(11.0, 18.5, 16.52325581395349)"
07-01-2023 20:17:29.393641,"(4.0, 5.0, 4.889473684210526)","(3.4, 3.85, 3.773529411764706)","(6.5, 13.0, 12.333333333333334)","(11.0, 16.0, 15.333333333333334)","(7.0, 9.8, 9.48)","(3.9, 4.7, 4.678571428571429)","(11.0, 18.5, 16.52325581395349)"
07-01-2023 20:17:30.478588,"(4.0, 5.0, 4.889473684210526)","(3.4, 3.8, 3.757142857142857)","(6.5, 13.0, 12.333333333333334)","(11.0, 16.0, 15.5)","(7.0, 9.8, 9.48)","(3.9, 4.7, 4.444444444444445)","(11.0, 18.5, 16.52325581395349)"
07-01-2023 20:17:31.599518,"(4.0, 5.0, 4.889473684210526)","(3.4, 3.8, 3.7484374999999996)","(6.5, 13.0, 12.333333333333334)","(11.0, 16.0, 15.5)","(7.0, 9.8, 9.618181818181819)","(3.9, 4.6, 4.425000000000001)","(11.0, 18.5, 16.52325581395349)"
07-01-2023 20:17:32.706037,"(4.0, 5.0, 4.889473684210526)","(3.4, 3.8, 3.7484374999999996)","(6.5, 13.0, 12.333333333333334)","(11.0, 16.0, 15.4)","(7.0, 9.8, 9.514285714285714)","(3.9, 4.6, 4.425000000000001)","(11.0, 18.5, 16.52325581395349)"
07-01-2023 20:17:34.154296,"(4.0, 5.0, 4.88)","(3.4, 3.8, 3.746774193548387)","(6.5, 13.0, 12.333333333333334)","(11.0, 16.0, 15.4)","(7.0, 9.8, 9.571428571428571)","(3.9, 4.6, 4.444444444444445)","(11.0, 18.5, 16.60810810810811)"
07-01-2023 20:17:35.374247,"(4.0, 5.0, 4.88)","(3.3, 3.8, 3.746774193548387)","(7.5, 13.0, 12.333333333333334)","(12.0, 16.0, 15.333333333333334)","(7.5, 9.8, 9.618181818181819)","(3.8, 4.6, 4.444444444444445)","(12.0, 18.5, 16.60810810810811)"
07-01-2023 20:17:36.375254,"(4.0, 5.0, 4.855172413793103)","(3.3, 3.8, 3.746774193548387)","(7.5, 13.0, 12.333333333333334)","(12.0, 16.0, 15.333333333333334)","(7.5, 9.8, 9.950000000000001)","(3.8, 4.6, 4.425000000000001)","(12.0, 18.5, 16.60810810810811)"
07-01-2023 20:17:37.421856,"(4.0, 5.0, 4.855172413793103)","(3.3, 3.8, 3.7928571428571427)","(7.5, 13.0, 12.333333333333334)","(12.0, 16.0, 15.333333333333334)","(7.5, 11.0, 10.15)","(3.8, 4.6, 4.444444444444445)","(12.0, 18.5, 16.60810810810811)"
07-01-2023 20:17:39.006444,"(4.0, 5.0, 4.855172413793103)","(3.3, 3.8, 3.7928571428571427)","(7.5, 13.0, 12.333333333333334)","(12.0, 16.0, 15.333333333333334)","(7.5, 10.5, 10.15)","(3.8, 4.6, 4.444444444444445)","(12.0, 18.5, 16.60810810810811)"
07-01-2023 20:17:40.238135,"(4.0, 5.0, 4.855172413793103)","(3.3, 3.8, 3.7928571428571427)","(7.5, 13.0, 12.333333333333334)","(12.0, 16.0, 15.2)","(7.5, 10.5, 10.15)","(3.8, 4.6, 4.425000000000001)","(12.0, 18.5, 16.60810810810811)"
07-01-2023 20:17:41.618262,"(4.0, 5.0, 4.855172413793103)","(3.3, 3.8, 3.74)","(7.5, 13.0, 12.333333333333334)","(12.0, 16.0, 15.2)","(7.5, 10.5, 10.384615384615385)","(3.8, 4.6, 4.425000000000001)","(12.0, 18.5, 16.60810810810811)"
07-01-2023 20:17:42.798588,"(4.0, 5.0, 4.855172413793103)","(3.3, 3.75, 3.74)","(7.5, 13.0, 12.333333333333334)","(12.0, 16.0, 15.2)","(7.5, 10.5, 10.384615384615385)","(3.8, 4.6, 4.444444444444445)","(12.0, 18.5, 16.60810810810811)"
07-01-2023 20:17:43.961688,"(4.0, 5.0, 4.855172413793103)","(3.3, 3.75, 3.74)","(7.5, 13.0, 12.333333333333334)","(12.0, 16.0, 15.333333333333334)","(7.5, 10.5, 9.923076923076923)","(3.8, 4.6, 4.313709677419355)","(12.0, 18.5, 16.818181818181817)"
07-01-2023 20:17:45.303842,"(4.0, 5.0, 4.855172413793103)","(3.3, 3.8, 3.7888888888888888)","(7.5, 13.0, 12.333333333333334)","(12.0, 16.0, 15.333333333333334)","(7.5, 10.0, 9.923076923076923)","(3.8, 4.4, 4.3128)","(12.0, 18.0, 16.818181818181817)"
07-01-2023 20:17:46.490325,"(4.0, 5.0, 4.855172413793103)","(3.3, 3.85, 3.7875)","(7.5, 13.0, 12.333333333333334)","(12.0, 16.0, 15.333333333333334)","(7.5, 10.0, 9.923076923076923)","(3.8, 4.4, 4.3432432432432435)","(12.0, 18.0, 16.5625)"
07-01-2023 20:17:47.803102,"(4.0, 5.0, 4.855172413793103)","(3.3, 3.8, 3.781481481481481)","(7.5, 13.0, 12.333333333333334)","(12.0, 16.0, 15.333333333333334)","(7.5, 10.0, 9.923076923076923)","(3.8, 4.4, 4.422033898305084)","(12.0, 18.0, 16.428571428571427)"
07-01-2023 20:17:48.806602,"(4.0, 5.0, 4.882051282051282)","(3.3, 3.8, 3.770967741935484)","(7.5, 13.0, 12.333333333333334)","(12.0, 16.0, 15.333333333333334)","(7.5, 10.0, 9.580645161290322)","(3.8, 4.6, 4.467532467532467)","(12.0, 18.0, 16.428571428571427)"
07-01-2023 20:17:49.921230,"(4.0, 5.0, 4.9523809523809526)","(3.3, 3.8, 3.768965517241379)","(7.5, 13.0, 12.333333333333334)","(12.0, 16.0, 15.1)","(7.5, 10.5, 9.580645161290322)","(3.8, 4.6, 4.421875)","(12.0, 18.0, 16.486486486486488)"
07-01-2023 20:17:51.231461,"(4.0, 5.0, 4.939130434782609)","(3.3, 3.8, 3.7954545454545454)","(7.5, 13.0, 12.333333333333334)","(12.0, 16.0, 15.2)","(7.5, 10.5, 9.580645161290322)","(3.8, 4.6, 4.455084745762711)","(12.0, 18.0, 16.486486486486488)"
07-01-2023 20:17:52.455195,"(4.0, 5.0, 4.939130434782609)","(3.3, 3.85, 3.7923076923076926)","(7.5, 13.0, 12.333333333333334)","(12.0, 16.0, 15.6)","(7.5, 10.5, 9.661764705882353)","(3.8, 4.6, 4.455084745762711)","(12.0, 18.0, 16.486486486486488)"
07-01-2023 20:17:53.624261,"(4.0, 5.0, 4.939130434782609)","(3.3, 3.85, 3.7923076923076926)","(7.5, 13.0, 12.333333333333334)","(12.0, 16.0, 15.583333333333334)","(7.5, 10.5, 9.661764705882353)","(3.8, 4.6, 4.455084745762711)","(12.0, 18.0, 16.486486486486488)"
07-01-2023 20:17:55.070374,"(4.0, 5.0, 4.9125)","(3.3, 3.85, 3.8182692307692307)","(7.5, 13.0, 12.333333333333334)","(12.0, 16.0, 15.583333333333334)","(7.5, 10.5, 9.661764705882353)","(3.8, 4.6, 4.455084745762711)","(12.0, 18.0, 16.486486486486488)"
07-01-2023 20:17:56.696678,"(4.0, 5.0, 4.859999999999999)","(3.3, 3.85, 3.8411764705882354)","(7.5, 13.0, 12.285714285714286)","(12.0, 16.0, 15.545454545454545)","(7.5, 10.5, 9.580645161290322)","(3.8, 4.6, 4.464864864864865)","(12.0, 18.0, 16.486486486486488)"
07-01-2023 20:17:58.020405,"(4.0, 5.0, 4.859999999999999)","(3.3, 3.85, 3.8414285714285716)","(7.5, 13.0, 12.235294117647058)","(12.0, 16.0, 15.166666666666666)","(7.5, 10.5, 9.580645161290322)","(3.8, 4.6, 4.464864864864865)","(12.0, 18.0, 16.529411764705884)"
07-01-2023 20:17:59.222322,"(4.0, 5.0, 4.8428571428571425)","(3.3, 3.85, 3.8414285714285716)","(7.5, 13.0, 12.235294117647058)","(12.0, 16.0, 15.166666666666666)","(7.5, 10.5, 9.580645161290322)","(3.8, 4.6, 4.464864864864865)","(12.0, 17.5, 16.529411764705884)"
07-01-2023 20:18:01.030116,"(4.0, 5.0, 4.859999999999999)","(3.3, 3.85, 3.8805555555555555)","(7.5, 13.0, 12.5)","(12.0, 16.0, 15.166666666666666)","(7.5, 10.5, 9.580645161290322)","(3.8, 4.6, 4.464864864864865)","(12.0, 17.5, 16.1875)"
07-01-2023 20:18:02.375581,"(4.0, 5.0, 4.8)","(3.3, 3.95, 3.9889830508474575)","(7.5, 13.0, 12.5625)","(12.0, 16.0, 15.105263157894736)","(7.5, 10.5, 10.6875)","(3.8, 4.6, 4.488405797101449)","(12.0, 17.5, 16.142857142857142)"
07-01-2023 20:18:03.630034,"(4.0, 4.8, 4.65)","(3.3, 4.0, 3.988135593220339)","(7.5, 13.0, 12.266666666666667)","(12.0, 16.0, 15.125)","(7.5, 11.5, 10.3)","(3.8, 4.5, 4.491428571428571)","(12.0, 17.0, 15.727272727272727)"
07-01-2023 20:18:05.099524,"(4.0, 4.8, 4.64)","(3.3, 4.0, 3.978787878787879)","(7.5, 13.0, 12.25)","(12.0, 16.0, 15.4)","(7.5, 10.5, 10.333333333333334)","(3.8, 4.5, 4.491428571428571)","(12.0, 16.0, 15.5625)"
07-01-2023 20:18:06.418293,"(4.0, 4.8, 4.64)","(3.3, 4.0, 3.72)","(7.5, 13.0, 12.5)","(12.0, 16.0, 14.976190476190476)","(7.5, 10.5, 10.25)","(3.8, 4.5, 4.511111111111111)","(12.0, 16.0, 16.25)"
07-01-2023 20:18:07.758125,"(4.0, 5.1, 4.864285714285714)","(3.3, 3.75, 3.64375)","(7.5, 13.0, 12.8)","(12.0, 17.0, 14.916666666666666)","(7.5, 12.5, 10.473684210526315)","(3.8, 4.6, 4.536507936507936)","(12.0, 17.5, 16.29310344827586)"
07-01-2023 20:18:09.137807,"(4.2, 5.1, 4.864285714285714)","(3.3, 3.65, 3.64375)","(7.5, 13.0, 12.8)","(12.0, 17.0, 14.916666666666666)","(7.5, 11.5, 10.535714285714286)","(3.8, 4.6, 4.55)","(12.0, 17.5, 16.25)"
07-01-2023 20:18:10.321893,"(4.2, 5.1, 4.911764705882353)","(3.3, 3.65, 3.6166666666666667)","(7.5, 13.0, 12.75)","(12.0, 17.0, 15.26086956521739)","(7.5, 11.5, 10.535714285714286)","(3.8, 4.6, 4.55)","(12.0, 17.5, 16.25)"
07-01-2023 20:18:11.510299,"(4.2, 5.1, 4.911764705882353)","(3.3, 3.6, 3.5700000000000003)","(7.5, 13.0, 12.8125)","(12.0, 17.0, 15.742857142857144)","(7.5, 11.0, 10.75)","(3.8, 4.6, 4.55)","(12.0, 17.5, 16.0)"
07-01-2023 20:18:12.662943,"(4.2, 5.1, 4.911764705882353)","(3.3, 3.6, 3.5500000000000003)","(7.5, 13.0, 12.8125)","(12.0, 17.0, 15.742857142857144)","(7.5, 11.0, 10.352941176470589)","(3.8, 4.6, 4.542857142857143)","(12.0, 17.5, 16.772727272727273)"
07-01-2023 20:18:14.066243,"(4.2, 5.1, 4.911764705882353)","(3.3, 3.55, 3.5318181818181817)","(7.5, 13.0, 12.8125)","(12.0, 17.0, 15.742857142857144)","(7.5, 11.0, 10.272727272727273)","(3.8, 4.6, 4.566666666666666)","(12.0, 17.5, 17.2)"
07-01-2023 20:18:15.335609,"(4.2, 5.1, 4.911764705882353)","(3.3, 3.55, 3.5318181818181817)","(7.5, 13.0, 12.866666666666667)","(12.0, 17.0, 15.742857142857144)","(7.5, 11.0, 10.272727272727273)","(3.8, 4.6, 4.566666666666666)","(12.0, 17.5, 17.184210526315788)"
07-01-2023 20:18:16.742143,"(4.2, 5.1, 4.888235294117647)","(3.3, 3.55, 3.5210526315789474)","(7.5, 13.0, 12.866666666666667)","(12.0, 17.0, 16.392857142857142)","(7.5, 11.0, 10.272727272727273)","(3.8, 4.6, 4.566666666666666)","(12.0, 17.5, 16.86)"
07-01-2023 20:18:18.166346,"(4.2, 5.1, 4.8677419354838705)","(3.3, 3.55, 3.51046511627907)","(7.5, 13.0, 13.733333333333334)","(12.0, 16.5, 16.25)","(7.5, 11.0, 10.272727272727273)","(3.8, 4.6, 4.578947368421052)","(12.0, 17.5, 16.86)"
07-01-2023 20:18:19.530338,"(4.2, 5.1, 4.9222222222222225)","(3.3, 3.55, 3.503061224489796)","(7.5, 14.0, 13.375)","(12.0, 16.5, 16.25)","(7.5, 11.0, 10.3)","(3.8, 4.6, 4.5828125)","(12.0, 17.5, 17.2)"
07-01-2023 20:18:20.662769,"(4.2, 5.1, 4.925000000000001)","(3.3, 3.5, 3.486111111111111)","(7.5, 14.0, 13.375)","(12.0, 16.5, 16.25)","(7.5, 11.0, 10.3)","(3.8, 4.7, 4.5828125)","(12.0, 17.5, 17.03846153846154)"
07-01-2023 20:18:21.727931,"(4.2, 5.1, 4.915384615384616)","(3.3, 3.5, 3.4782608695652173)","(7.5, 14.0, 13.117647058823529)","(12.0, 16.5, 16.25)","(7.5, 11.0, 10.263157894736842)","(3.8, 4.7, 4.596363636363637)","(12.0, 17.5, 17.153846153846153)"
07-01-2023 20:18:23.072873,"(4.2, 5.1, 4.915384615384616)","(3.3, 3.55, 3.5389473684210526)","(7.5, 14.0, 13.0)","(12.0, 16.5, 16.25)","(7.5, 11.0, 10.238095238095237)","(3.8, 4.7, 4.596363636363637)","(12.0, 17.5, 16.833333333333332)"
07-01-2023 20:18:24.459583,"(4.2, 5.1, 4.915384615384616)","(3.3, 3.55, 3.5477477477477475)","(7.5, 14.0, 12.6875)","(12.0, 16.5, 16.392857142857142)","(7.5, 11.0, 10.208333333333334)","(3.8, 4.7, 4.622972972972973)","(12.0, 17.5, 16.833333333333332)"
07-01-2023 20:18:25.853914,"(4.2, 5.1, 4.915384615384616)","(3.3, 3.55, 3.589075630252101)","(8.5, 14.0, 12.9)","(12.0, 16.5, 16.28)","(7.5, 11.0, 10.155555555555557)","(3.8, 4.7, 4.590909090909091)","(12.0, 17.5, 17.153846153846153)"
07-01-2023 20:18:27.162413,"(4.2, 5.1, 4.913333333333334)","(3.3, 3.6, 3.5793650793650795)","(8.5, 13.5, 12.95)","(12.0, 17.0, 16.142857142857142)","(7.5, 11.0, 10.005882352941176)","(3.8, 4.7, 4.590909090909091)","(12.0, 17.5, 17.125)"
07-01-2023 20:18:28.473739,"(4.2, 5.1, 4.913333333333334)","(3.3, 3.6, 3.5793650793650795)","(8.5, 13.5, 12.95)","(12.0, 17.0, 16.142857142857142)","(7.5, 10.5, 9.98421052631579)","(3.8, 4.7, 4.590909090909091)","(12.0, 17.5, 17.125)"
07-01-2023 20:18:29.878035,"(4.2, 5.1, 4.919047619047619)","(3.3, 3.6, 3.5462962962962963)","(8.5, 13.5, 13.041666666666666)","(12.0, 17.0, 16.41176470588235)","(7.5, 10.5, 9.98421052631579)","(3.8, 4.7, 4.590909090909091)","(12.0, 17.5, 16.794117647058822)"
07-01-2023 20:18:31.231104,"(4.2, 5.1, 4.919047619047619)","(3.3, 3.55, 3.5462962962962963)","(8.5, 13.5, 13.18421052631579)","(12.0, 17.0, 16.5)","(7.5, 10.5, 9.959090909090909)","(3.8, 4.7, 4.590909090909091)","(12.0, 17.5, 16.807692307692307)"
07-01-2023 20:18:32.699243,"(4.2, 5.1, 4.914285714285715)","(3.3, 3.55, 3.5898305084745763)","(8.5, 13.5, 13.147058823529411)","(12.0, 17.0, 16.636363636363637)","(7.5, 10.5, 10.043478260869566)","(3.8, 4.7, 4.605882352941177)","(12.0, 17.5, 16.807692307692307)"
07-01-2023 20:18:34.189031,"(4.2, 5.0, 4.753571428571429)","(3.3, 3.6, 3.5456896551724135)","(8.5, 13.5, 13.147058823529411)","(12.0, 17.0, 16.857142857142858)","(7.5, 10.5, 10.043478260869566)","(3.8, 4.7, 4.614893617021277)","(12.0, 17.5, 16.833333333333332)"
07-01-2023 20:18:35.610832,"(4.2, 5.0, 4.753571428571429)","(3.3, 3.55, 3.5456896551724135)","(8.5, 13.5, 13.147058823529411)","(12.0, 17.0, 17.1)","(7.5, 10.5, 10.043478260869566)","(3.9, 4.7, 4.614893617021277)","(12.0, 17.5, 17.5)"
07-01-2023 20:18:36.936164,"(4.2, 5.0, 4.7441176470588236)","(3.3, 3.55, 3.5456896551724135)","(8.5, 13.5, 13.078947368421053)","(12.0, 18.0, 17.3)","(7.5, 10.5, 9.945833333333335)","(3.9, 4.7, 4.614893617021277)","(12.0, 18.5, 17.9)"
07-01-2023 20:18:38.381021,"(4.2, 5.0, 4.806666666666667)","(3.3, 3.55, 3.5456896551724135)","(8.5, 13.5, 13.078947368421053)","(12.0, 18.0, 17.16)","(7.5, 10.5, 9.945833333333335)","(3.9, 4.7, 4.609090909090909)","(12.0, 18.0, 17.62)"
07-01-2023 20:18:39.835890,"(4.2, 5.0, 4.806666666666667)","(3.3, 3.55, 3.5875)","(8.5, 13.5, 13.119047619047619)","(12.0, 18.0, 17.05263157894737)","(7.5, 10.5, 9.966666666666667)","(3.9, 4.7, 4.609090909090909)","(12.0, 18.5, 18.023809523809526)"
07-01-2023 20:18:41.242484,"(4.2, 5.0, 4.8342857142857145)","(3.3, 3.6, 3.59375)","(8.5, 13.5, 13.152173913043478)","(12.0, 18.0, 17.045454545454547)","(7.5, 10.5, 9.940000000000001)","(3.9, 4.7, 4.740677966101695)","(12.0, 18.5, 16.0)"
07-01-2023 20:18:42.526627,"(4.2, 4.9, 4.800000000000001)","(3.3, 3.65, 3.6404761904761904)","(8.5, 13.5, 13.152173913043478)","(12.0, 18.0, 17.045454545454547)","(7.5, 10.5, 9.940000000000001)","(3.9, 4.8, 4.7254901960784315)","(12.0, 17.0, 14.970588235294118)"
07-01-2023 20:18:43.815412,"(4.2, 4.9, 4.8304347826086955)","(3.3, 3.65, 3.6448275862068966)","(8.5, 13.0, 12.916666666666666)","(12.0, 18.0, 16.568181818181817)","(7.5, 10.5, 9.940000000000001)","(3.9, 4.8, 4.746969696969697)","(12.0, 15.5, 14.717391304347826)"
07-01-2023 20:18:45.081329,"(4.2, 4.9, 4.8304347826086955)","(3.3, 3.65, 3.6448275862068966)","(8.5, 13.0, 12.916666666666666)","(12.0, 18.0, 16.568181818181817)","(7.5, 10.5, 9.940000000000001)","(3.9, 4.8, 4.746969696969697)","(12.0, 15.5, 14.717391304347826)"
07-01-2023 20:18:46.340372,"(4.2, 4.9, 4.8304347826086955)","(3.3, 3.65, 3.6478571428571427)","(8.5, 13.0, 12.916666666666666)","(12.0, 18.0, 16.568181818181817)","(7.5, 10.5, 9.940000000000001)","(3.9, 4.8, 4.763265306122449)","(12.0, 15.5, 14.84)"
07-01-2023 20:18:47.585375,"(4.2, 4.9, 4.8304347826086955)","(3.3, 3.65, 3.648550724637681)","(8.5, 13.0, 12.934782608695652)","(12.0, 18.0, 17.25)","(7.5, 10.5, 9.940000000000001)","(3.9, 4.8, 4.763265306122449)","(12.0, 15.0, 14.84)"
07-01-2023 20:18:48.825939,"(4.2, 4.9, 4.853125)","(3.3, 3.65, 3.6876404494382022)","(8.5, 13.0, 12.934782608695652)","(12.0, 18.0, 17.684210526315788)","(7.5, 10.5, 9.940000000000001)","(3.9, 4.8, 4.792857142857143)","(12.0, 15.0, 14.91304347826087)"
07-01-2023 20:18:50.097213,"(4.2, 4.9, 4.848484848484849)","(3.3, 3.7, 3.6865853658536585)","(8.5, 13.0, 12.916666666666666)","(12.0, 18.0, 17.857142857142858)","(7.5, 10.5, 9.363636363636363)","(3.9, 4.8, 4.775)","(12.0, 15.0, 14.91304347826087)"
07-01-2023 20:18:51.422531,"(4.2, 4.9, 4.805555555555555)","(3.3, 3.7, 3.689873417721519)","(8.5, 13.0, 12.916666666666666)","(12.0, 18.0, 17.933333333333334)","(7.5, 9.8, 9.430769230769231)","(3.9, 4.8, 4.79375)","(12.0, 15.0, 14.84)"
07-01-2023 20:18:52.718067,"(4.2, 4.9, 4.721052631578948)","(3.3, 3.7, 3.689873417721519)","(8.5, 13.0, 12.916666666666666)","(12.0, 18.0, 17.928571428571427)","(7.5, 9.8, 9.45)","(3.9, 4.8, 4.79375)","(12.0, 15.0, 15.166666666666666)"
07-01-2023 20:18:53.940358,"(4.2, 4.9, 4.711111111111111)","(3.3, 3.7, 3.6865853658536585)","(8.5, 13.0, 12.916666666666666)","(12.0, 18.0, 17.9375)","(7.5, 9.8, 9.45)","(3.9, 4.8, 4.79375)","(12.0, 15.5, 15.102941176470589)"
