,Indy Ghost,Xandra Bale,Star Impact,Impresario,Elite Jet,Release The Rage,Hill Top Jonnie,Ice Star
11-01-2023 20:21:10.319514,"(11.0, 25.0, 13.1)","(31.0, 100.0, 47.63636363636364)","(15.0, 40.0, 22.18181818181818)","(18.0, 44.0, 24.0)","(2.7, 4.6, 3.3815384615384616)","(7.5, 16.0, 11.444444444444443)","(1.85, 2.76, 1.9991666666666665)","(41.0, 320.0, 147.6923076923077)"
11-01-2023 20:21:11.516388,"(11.0, 25.0, 13.1)","(31.0, 100.0, 47.63636363636364)","(15.0, 40.0, 22.18181818181818)","(18.0, 44.0, 24.0)","(2.7, 4.6, 3.3815384615384616)","(7.5, 16.0, 11.444444444444443)","(1.85, 2.76, 1.9991666666666665)","(41.0, 320.0, 147.6923076923077)"
11-01-2023 20:21:12.723525,"(11.0, 25.0, 13.1)","(31.0, 100.0, 47.63636363636364)","(15.0, 40.0, 22.18181818181818)","(18.0, 44.0, 24.0)","(2.7, 4.6, 3.3815384615384616)","(7.5, 16.0, 11.444444444444443)","(1.85, 2.76, 1.9991666666666665)","(41.0, 320.0, 147.6923076923077)"
11-01-2023 20:21:13.894268,"(11.0, 25.0, 13.1)","(31.0, 100.0, 47.63636363636364)","(15.0, 40.0, 22.18181818181818)","(18.0, 44.0, 24.0)","(2.7, 4.6, 3.3815384615384616)","(7.5, 16.0, 11.444444444444443)","(1.85, 2.76, 1.9991666666666665)","(41.0, 320.0, 147.6923076923077)"
11-01-2023 20:21:15.075370,"(11.0, 25.0, 13.1)","(31.0, 100.0, 47.63636363636364)","(15.0, 40.0, 22.18181818181818)","(18.0, 44.0, 24.0)","(2.7, 4.6, 3.3815384615384616)","(7.5, 16.0, 11.444444444444443)","(1.85, 2.76, 1.9991666666666665)","(41.0, 320.0, 147.6923076923077)"
11-01-2023 20:21:16.222801,"(11.0, 25.0, 13.1)","(31.0, 100.0, 47.63636363636364)","(15.0, 40.0, 22.18181818181818)","(18.0, 44.0, 24.0)","(2.7, 4.6, 3.3815384615384616)","(7.5, 16.0, 11.444444444444443)","(1.85, 2.76, 1.9991666666666665)","(41.0, 320.0, 147.6923076923077)"
11-01-2023 20:21:17.329097,"(11.0, 25.0, 13.1)","(31.0, 100.0, 47.63636363636364)","(15.0, 40.0, 22.18181818181818)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 11.444444444444443)","(1.85, 2.76, 1.9991666666666665)","(41.0, 320.0, 147.6923076923077)"
11-01-2023 20:21:18.461854,"(11.0, 25.0, 13.1)","(31.0, 100.0, 47.63636363636364)","(15.0, 40.0, 25.4375)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9991666666666665)","(41.0, 320.0, 147.6923076923077)"
11-01-2023 20:21:19.627358,"(11.0, 25.0, 13.1)","(31.0, 130.0, 67.5)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9991666666666665)","(41.0, 320.0, 147.6923076923077)"
11-01-2023 20:21:20.877842,"(11.0, 25.0, 13.1)","(31.0, 130.0, 67.5)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9991666666666665)","(41.0, 320.0, 147.6923076923077)"
11-01-2023 20:21:22.110456,"(11.0, 25.0, 13.1)","(31.0, 130.0, 67.5)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9991666666666665)","(41.0, 320.0, 147.6923076923077)"
11-01-2023 20:21:23.319851,"(11.0, 25.0, 13.1)","(31.0, 130.0, 67.5)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9991666666666665)","(41.0, 320.0, 147.6923076923077)"
11-01-2023 20:21:24.574121,"(11.0, 25.0, 13.1)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9991666666666665)","(41.0, 320.0, 147.6923076923077)"
11-01-2023 20:21:25.804495,"(11.0, 25.0, 13.1)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 147.6923076923077)"
11-01-2023 20:21:27.055926,"(11.0, 25.0, 13.1)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 147.6923076923077)"
11-01-2023 20:21:28.252702,"(11.0, 25.0, 13.1)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 147.6923076923077)"
11-01-2023 20:21:29.388638,"(11.0, 25.0, 13.1)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 147.6923076923077)"
11-01-2023 20:21:30.486891,"(11.0, 25.0, 13.1)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 147.6923076923077)"
11-01-2023 20:21:31.507002,"(11.0, 25.0, 13.1)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 147.6923076923077)"
11-01-2023 20:21:32.661644,"(11.0, 25.0, 13.1)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:21:33.842307,"(11.0, 25.0, 13.1)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:21:35.138390,"(11.0, 25.0, 13.1)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:21:36.361707,"(11.0, 25.0, 13.1)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:21:37.559892,"(11.0, 25.0, 13.1)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:21:38.712945,"(11.0, 25.0, 13.1)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:21:39.756011,"(11.0, 25.0, 13.1)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:21:40.837893,"(11.0, 25.0, 13.1)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:21:41.924876,"(11.0, 25.0, 13.1)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:21:43.151988,"(11.0, 25.0, 13.1)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:21:44.365198,"(11.0, 25.0, 13.1)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:21:45.610705,"(11.0, 25.0, 13.1)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:21:46.918180,"(11.0, 25.0, 13.1)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:21:48.224082,"(11.0, 25.0, 13.1)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:21:49.444333,"(11.0, 25.0, 13.1)","(31.0, 130.0, 57.27272727272727)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:21:50.640724,"(11.0, 25.0, 13.1)","(31.0, 130.0, 69.6923076923077)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:21:52.157167,"(11.0, 25.0, 13.1)","(31.0, 130.0, 69.6923076923077)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:21:53.605165,"(11.0, 25.0, 13.1)","(31.0, 130.0, 69.6923076923077)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:21:55.029218,"(11.0, 25.0, 13.1)","(31.0, 130.0, 60.18181818181818)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 11.444444444444443)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:21:56.471791,"(11.0, 25.0, 13.1)","(31.0, 130.0, 60.18181818181818)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 11.444444444444443)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:21:57.796375,"(11.0, 25.0, 13.1)","(31.0, 130.0, 60.18181818181818)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 11.444444444444443)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:21:59.018407,"(11.0, 25.0, 13.1)","(31.0, 130.0, 60.18181818181818)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 11.444444444444443)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:22:00.237151,"(11.0, 25.0, 13.1)","(31.0, 130.0, 60.18181818181818)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 11.444444444444443)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:22:01.415897,"(11.0, 25.0, 13.1)","(31.0, 130.0, 60.18181818181818)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 11.444444444444443)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:22:02.669123,"(11.0, 25.0, 13.1)","(31.0, 130.0, 60.18181818181818)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 11.444444444444443)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:22:04.019685,"(11.0, 25.0, 13.1)","(31.0, 130.0, 60.18181818181818)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 11.444444444444443)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:22:06.229408,"(11.0, 25.0, 13.1)","(31.0, 130.0, 60.18181818181818)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 11.444444444444443)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:22:07.459707,"(11.0, 25.0, 13.1)","(31.0, 130.0, 60.18181818181818)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 11.444444444444443)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:22:08.704249,"(11.0, 25.0, 13.1)","(31.0, 130.0, 60.18181818181818)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 11.444444444444443)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 171.73333333333335)"
11-01-2023 20:22:09.959987,"(11.0, 25.0, 13.1)","(31.0, 130.0, 70.0)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 26.8125)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 182.0)"
11-01-2023 20:22:11.195171,"(11.0, 25.0, 16.25)","(31.0, 130.0, 65.0)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 26.8125)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 182.0)"
11-01-2023 20:22:12.403177,"(11.0, 25.0, 16.25)","(31.0, 130.0, 65.0)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 26.8125)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 182.0)"
11-01-2023 20:22:13.612747,"(11.0, 25.0, 16.25)","(31.0, 130.0, 65.0)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 26.8125)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 182.0)"
11-01-2023 20:22:14.944838,"(11.0, 25.0, 16.25)","(31.0, 130.0, 65.0)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 26.8125)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 182.0)"
11-01-2023 20:22:16.220116,"(11.0, 25.0, 16.25)","(31.0, 130.0, 65.0)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 26.8125)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 182.0)"
11-01-2023 20:22:17.479833,"(11.0, 25.0, 16.25)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 26.8125)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 182.0)"
11-01-2023 20:22:18.708487,"(11.0, 25.0, 16.25)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 26.8125)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 182.0)"
11-01-2023 20:22:20.038077,"(11.0, 25.0, 16.25)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 26.8125)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 117.14285714285714)"
11-01-2023 20:22:21.294393,"(11.0, 25.0, 16.25)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 26.8125)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 117.14285714285714)"
11-01-2023 20:22:22.611760,"(11.0, 25.0, 16.25)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 26.8125)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 117.14285714285714)"
11-01-2023 20:22:23.891721,"(11.0, 25.0, 16.25)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 26.8125)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 117.14285714285714)"
11-01-2023 20:22:25.098565,"(11.0, 25.0, 16.25)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 26.8125)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 2.013)","(41.0, 320.0, 117.14285714285714)"
11-01-2023 20:22:26.322682,"(11.0, 25.0, 16.25)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 26.8125)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 2.013)","(41.0, 320.0, 117.14285714285714)"
11-01-2023 20:22:27.500768,"(11.0, 25.0, 16.25)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 26.8125)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 2.013)","(41.0, 320.0, 117.14285714285714)"
11-01-2023 20:22:28.671332,"(11.0, 25.0, 16.25)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 26.8125)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 2.013)","(41.0, 320.0, 117.14285714285714)"
11-01-2023 20:22:30.178960,"(11.0, 25.0, 16.25)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 26.8125)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 2.013)","(41.0, 320.0, 117.14285714285714)"
11-01-2023 20:22:31.299323,"(11.0, 25.0, 16.25)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 26.8125)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 2.013)","(41.0, 320.0, 117.14285714285714)"
11-01-2023 20:22:32.568587,"(11.0, 25.0, 16.25)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 26.8125)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 2.013)","(41.0, 320.0, 117.14285714285714)"
11-01-2023 20:22:33.902476,"(11.0, 25.0, 16.25)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 26.8125)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 2.013)","(41.0, 320.0, 117.14285714285714)"
11-01-2023 20:22:35.140691,"(11.0, 25.0, 16.25)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 26.8125)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 2.013)","(41.0, 320.0, 117.14285714285714)"
11-01-2023 20:22:36.442622,"(11.0, 25.0, 16.25)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 26.8125)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 2.013)","(41.0, 320.0, 117.14285714285714)"
11-01-2023 20:22:37.792821,"(11.0, 25.0, 16.25)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 26.8125)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 117.14285714285714)"
11-01-2023 20:22:39.068795,"(11.0, 25.0, 16.25)","(31.0, 130.0, 72.77777777777777)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 26.8125)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 13.266666666666666)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 117.14285714285714)"
11-01-2023 20:22:40.336048,"(11.0, 25.0, 16.25)","(31.0, 130.0, 66.25)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 11.444444444444443)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 145.23076923076923)"
11-01-2023 20:22:41.525565,"(11.0, 25.0, 14.818181818181818)","(31.0, 130.0, 66.25)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 11.444444444444443)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 145.23076923076923)"
11-01-2023 20:22:42.667389,"(11.0, 25.0, 14.818181818181818)","(31.0, 130.0, 55.81818181818182)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 11.444444444444443)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 132.0)"
11-01-2023 20:22:43.791550,"(11.0, 25.0, 14.818181818181818)","(31.0, 130.0, 55.81818181818182)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 12.485714285714284)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 132.0)"
11-01-2023 20:22:44.966415,"(11.0, 25.0, 14.818181818181818)","(31.0, 130.0, 55.81818181818182)","(15.0, 42.0, 25.4375)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 12.485714285714284)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 132.0)"
11-01-2023 20:22:46.093462,"(11.0, 25.0, 14.818181818181818)","(31.0, 130.0, 55.81818181818182)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 12.485714285714284)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 132.0)"
11-01-2023 20:22:47.287470,"(11.0, 25.0, 14.818181818181818)","(31.0, 130.0, 55.81818181818182)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 12.485714285714284)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 132.0)"
11-01-2023 20:22:48.546554,"(11.0, 25.0, 14.818181818181818)","(31.0, 130.0, 79.0)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 12.485714285714284)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 132.0)"
11-01-2023 20:22:49.790815,"(11.0, 25.0, 14.818181818181818)","(31.0, 130.0, 79.0)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 16.0, 12.079999999999998)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 132.0)"
11-01-2023 20:22:51.368413,"(11.0, 25.0, 14.818181818181818)","(31.0, 130.0, 79.0)","(15.0, 42.0, 22.727272727272727)","(18.0, 44.0, 24.0)","(2.7, 4.6, 2.9979999999999998)","(7.5, 18.5, 12.079999999999998)","(1.85, 2.76, 1.9677272727272728)","(41.0, 320.0, 132.0)"
