,Hange Zoe,Luke Warm Lager,Johanna Jewel,Lightning Fiamma,Skedaddle Amber,Regal Melody,Pandas Buddy,Pockets Pontoon
209,"[datetime.datetime(2022, 11, 28, 20, 5, 19, 745177), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 19, 745177), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 19, 745177), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 19, 745177), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 19, 745177), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 19, 746177), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 19, 746177), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 19, 746177), 16.0, 50.0]"
210,"[datetime.datetime(2022, 11, 28, 20, 5, 20, 918334), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 20, 918334), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 20, 918334), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 20, 918334), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 20, 918334), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 20, 918334), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 20, 918334), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 20, 918334), 16.0, 50.0]"
211,"[datetime.datetime(2022, 11, 28, 20, 5, 22, 76277), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 22, 76277), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 22, 76277), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 22, 76277), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 22, 76277), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 22, 76277), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 22, 76277), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 22, 76277), 16.0, 50.0]"
212,"[datetime.datetime(2022, 11, 28, 20, 5, 23, 232485), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 23, 232485), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 23, 232485), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 23, 232485), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 23, 232485), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 23, 232485), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 23, 232485), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 23, 232485), 16.0, 50.0]"
213,"[datetime.datetime(2022, 11, 28, 20, 5, 24, 375346), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 24, 375346), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 24, 375346), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 24, 375346), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 24, 375346), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 24, 375346), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 24, 375346), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 24, 375346), 16.0, 50.0]"
214,"[datetime.datetime(2022, 11, 28, 20, 5, 25, 539400), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 25, 539400), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 25, 539400), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 25, 539400), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 25, 539400), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 25, 539400), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 25, 539400), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 25, 539400), 16.0, 50.0]"
215,"[datetime.datetime(2022, 11, 28, 20, 5, 26, 680653), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 26, 680653), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 26, 680653), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 26, 680653), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 26, 680653), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 26, 680653), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 26, 680653), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 26, 680653), 16.0, 50.0]"
216,"[datetime.datetime(2022, 11, 28, 20, 5, 27, 823593), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 27, 823593), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 27, 823593), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 27, 823593), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 27, 823593), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 27, 823593), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 27, 823593), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 27, 823593), 16.0, 50.0]"
217,"[datetime.datetime(2022, 11, 28, 20, 5, 28, 970922), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 28, 970922), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 28, 970922), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 28, 970922), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 28, 970922), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 28, 970922), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 28, 970922), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 28, 970922), 16.0, 50.0]"
218,"[datetime.datetime(2022, 11, 28, 20, 5, 30, 103728), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 30, 103728), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 30, 103728), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 30, 103728), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 30, 103728), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 30, 103728), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 30, 103728), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 30, 103728), 16.0, 50.0]"
219,"[datetime.datetime(2022, 11, 28, 20, 5, 31, 278831), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 31, 278831), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 31, 278831), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 31, 278831), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 31, 278831), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 31, 278831), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 31, 278831), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 31, 278831), 16.0, 50.0]"
220,"[datetime.datetime(2022, 11, 28, 20, 5, 32, 474176), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 32, 474176), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 32, 474176), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 32, 474176), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 32, 474176), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 32, 474176), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 32, 474176), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 32, 474176), 16.0, 50.0]"
221,"[datetime.datetime(2022, 11, 28, 20, 5, 33, 635278), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 33, 635278), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 33, 635278), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 33, 635278), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 33, 635278), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 33, 635278), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 33, 635278), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 33, 635278), 16.0, 50.0]"
222,"[datetime.datetime(2022, 11, 28, 20, 5, 34, 786815), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 34, 786815), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 34, 786815), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 34, 786815), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 34, 786815), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 34, 786815), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 34, 786815), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 34, 786815), 16.0, 50.0]"
223,"[datetime.datetime(2022, 11, 28, 20, 5, 35, 942869), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 35, 942869), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 35, 942869), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 35, 942869), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 35, 942869), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 35, 942869), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 35, 942869), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 35, 942869), 16.0, 50.0]"
224,"[datetime.datetime(2022, 11, 28, 20, 5, 37, 82862), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 37, 82862), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 37, 82862), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 37, 82862), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 37, 82862), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 37, 82862), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 37, 82862), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 37, 82862), 16.0, 50.0]"
225,"[datetime.datetime(2022, 11, 28, 20, 5, 38, 250331), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 38, 250331), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 38, 250331), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 38, 250331), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 38, 250331), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 38, 250331), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 38, 250331), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 38, 250331), 16.0, 50.0]"
226,"[datetime.datetime(2022, 11, 28, 20, 5, 39, 468199), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 39, 468199), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 39, 468199), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 39, 468199), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 39, 468199), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 39, 468199), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 39, 468199), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 39, 468199), 16.0, 50.0]"
227,"[datetime.datetime(2022, 11, 28, 20, 5, 40, 624607), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 40, 624607), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 40, 624607), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 40, 624607), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 40, 624607), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 40, 624607), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 40, 624607), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 40, 624607), 16.0, 50.0]"
228,"[datetime.datetime(2022, 11, 28, 20, 5, 41, 778744), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 41, 778744), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 41, 778744), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 41, 778744), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 41, 778744), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 41, 778744), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 41, 778744), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 41, 778744), 16.0, 50.0]"
229,"[datetime.datetime(2022, 11, 28, 20, 5, 42, 914431), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 42, 914431), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 42, 914431), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 42, 914431), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 42, 914431), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 42, 914431), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 42, 914431), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 42, 914431), 16.0, 50.0]"
230,"[datetime.datetime(2022, 11, 28, 20, 5, 44, 50831), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 44, 50831), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 44, 50831), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 44, 50831), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 44, 50831), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 44, 50831), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 44, 50831), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 44, 50831), 16.0, 50.0]"
231,"[datetime.datetime(2022, 11, 28, 20, 5, 45, 222134), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 45, 222134), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 45, 222134), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 45, 222134), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 45, 222134), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 45, 222134), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 45, 222134), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 45, 222134), 16.0, 50.0]"
232,"[datetime.datetime(2022, 11, 28, 20, 5, 46, 365265), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 46, 365265), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 46, 365265), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 46, 365265), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 46, 365265), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 46, 365265), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 46, 365265), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 46, 365265), 16.0, 50.0]"
233,"[datetime.datetime(2022, 11, 28, 20, 5, 47, 504584), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 47, 504584), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 47, 504584), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 47, 504584), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 47, 504584), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 47, 504584), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 47, 504584), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 47, 504584), 16.0, 50.0]"
234,"[datetime.datetime(2022, 11, 28, 20, 5, 48, 662653), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 48, 662653), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 48, 662653), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 48, 662653), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 48, 662653), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 48, 662653), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 48, 662653), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 48, 662653), 16.0, 50.0]"
235,"[datetime.datetime(2022, 11, 28, 20, 5, 49, 841889), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 49, 841889), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 49, 841889), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 49, 841889), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 49, 841889), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 49, 841889), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 49, 841889), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 49, 841889), 16.0, 50.0]"
236,"[datetime.datetime(2022, 11, 28, 20, 5, 50, 999192), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 50, 999192), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 50, 999192), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 50, 999192), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 50, 999192), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 50, 999192), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 50, 999192), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 50, 999192), 16.0, 50.0]"
237,"[datetime.datetime(2022, 11, 28, 20, 5, 52, 140908), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 52, 140908), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 52, 140908), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 52, 140908), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 52, 140908), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 52, 140908), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 52, 140908), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 52, 140908), 16.0, 50.0]"
238,"[datetime.datetime(2022, 11, 28, 20, 5, 53, 275395), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 53, 275395), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 53, 275395), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 53, 275395), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 53, 275395), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 53, 275395), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 53, 275395), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 53, 275395), 16.0, 50.0]"
239,"[datetime.datetime(2022, 11, 28, 20, 5, 54, 406283), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 54, 406283), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 54, 406283), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 54, 406283), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 54, 406283), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 54, 406283), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 54, 406283), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 54, 406283), 16.0, 50.0]"
240,"[datetime.datetime(2022, 11, 28, 20, 5, 55, 542284), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 55, 542284), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 55, 542284), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 55, 542284), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 55, 542284), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 55, 542284), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 55, 542284), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 55, 542284), 16.0, 50.0]"
241,"[datetime.datetime(2022, 11, 28, 20, 5, 56, 676948), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 56, 676948), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 56, 676948), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 56, 676948), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 56, 676948), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 56, 676948), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 56, 676948), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 56, 676948), 16.0, 50.0]"
242,"[datetime.datetime(2022, 11, 28, 20, 5, 57, 802337), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 57, 802337), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 57, 802337), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 57, 802337), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 57, 802337), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 57, 802337), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 57, 802337), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 57, 802337), 16.0, 50.0]"
243,"[datetime.datetime(2022, 11, 28, 20, 5, 58, 932188), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 5, 58, 932188), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 5, 58, 932188), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 5, 58, 932188), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 5, 58, 932188), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 5, 58, 932188), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 5, 58, 932188), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 5, 58, 932188), 16.0, 50.0]"
244,"[datetime.datetime(2022, 11, 28, 20, 6, 0, 64983), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 6, 0, 64983), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 6, 0, 64983), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 6, 0, 64983), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 6, 0, 64983), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 6, 0, 64983), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 6, 0, 64983), 3.8, 5.7]","[datetime.datetime(2022, 11, 28, 20, 6, 0, 64983), 16.0, 50.0]"
245,"[datetime.datetime(2022, 11, 28, 20, 6, 1, 204434), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 6, 1, 204434), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 6, 1, 204434), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 6, 1, 204434), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 20, 6, 1, 204434), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 6, 1, 204434), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 6, 1, 204434), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 6, 1, 204434), 16.0, 50.0]"
246,"[datetime.datetime(2022, 11, 28, 20, 6, 2, 418114), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 6, 2, 418114), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 6, 2, 418114), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 6, 2, 418114), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 20, 6, 2, 418114), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 6, 2, 418114), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 6, 2, 418114), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 6, 2, 418114), 16.0, 50.0]"
247,"[datetime.datetime(2022, 11, 28, 20, 6, 3, 593443), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 6, 3, 593443), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 6, 3, 593443), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 6, 3, 593443), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 20, 6, 3, 593443), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 6, 3, 593443), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 6, 3, 593443), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 6, 3, 593443), 16.0, 50.0]"
248,"[datetime.datetime(2022, 11, 28, 20, 6, 4, 731843), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 6, 4, 731843), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 6, 4, 731843), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 6, 4, 731843), 3.9, 5.8]","[datetime.datetime(2022, 11, 28, 20, 6, 4, 731843), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 6, 4, 731843), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 6, 4, 731843), 3.8, 6.2]","[datetime.datetime(2022, 11, 28, 20, 6, 4, 731843), 16.0, 50.0]"
