,Epic Rooster,Off Grid,Diamond Georgio,Daves Deal,Homebush Rocket,Laredo Jewel,Nighthawk Swift,Sour Lemon
15-12-2022 14:14:59.265700,"(2.2, 4.2, 2.939)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.0, 6.466666666666667)","(16.0, 95.0, 74.875)","(13.0, 28.0, 24.42857142857143)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:00.534832,"(2.2, 4.2, 2.939)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.0, 6.466666666666667)","(16.0, 95.0, 74.875)","(13.0, 28.0, 24.42857142857143)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:01.616391,"(2.2, 4.2, 2.939)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.0, 7.355555555555556)","(16.0, 95.0, 74.875)","(13.0, 28.0, 24.57142857142857)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:02.776091,"(2.2, 4.1, 3.333333333333333)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.0, 7.355555555555556)","(16.0, 95.0, 74.875)","(13.0, 28.0, 24.57142857142857)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:03.892712,"(2.2, 4.1, 3.333333333333333)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.0, 7.355555555555556)","(16.0, 95.0, 74.875)","(13.0, 28.0, 24.57142857142857)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:05.034201,"(2.2, 4.1, 3.333333333333333)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.0, 7.355555555555556)","(16.0, 95.0, 74.875)","(13.0, 28.0, 24.57142857142857)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:06.219814,"(2.2, 4.1, 3.333333333333333)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.0, 7.355555555555556)","(16.0, 95.0, 74.875)","(13.0, 28.0, 24.57142857142857)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:07.409700,"(2.2, 4.1, 3.333333333333333)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.0, 7.355555555555556)","(16.0, 95.0, 74.875)","(13.0, 28.0, 24.57142857142857)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:08.552123,"(2.2, 4.1, 3.333333333333333)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.0, 7.355555555555556)","(16.0, 95.0, 74.875)","(13.0, 28.0, 24.57142857142857)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:09.600464,"(2.2, 4.1, 3.333333333333333)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.0, 7.355555555555556)","(16.0, 95.0, 74.875)","(13.0, 28.0, 24.57142857142857)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:10.720816,"(2.2, 4.1, 3.333333333333333)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.0, 7.355555555555556)","(16.0, 95.0, 74.875)","(13.0, 28.0, 24.57142857142857)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:11.845719,"(2.2, 4.1, 3.333333333333333)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.0, 7.355555555555556)","(16.0, 95.0, 74.875)","(13.0, 28.0, 24.714285714285715)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:13.019721,"(2.2, 4.0, 2.7285714285714286)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.0, 6.466666666666667)","(16.0, 95.0, 74.875)","(13.0, 28.0, 24.714285714285715)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:14.104810,"(2.2, 4.0, 2.7285714285714286)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.0, 6.466666666666667)","(16.0, 95.0, 74.875)","(13.0, 28.0, 24.714285714285715)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:15.172862,"(2.2, 4.0, 2.7285714285714286)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.0, 6.466666666666667)","(16.0, 95.0, 74.875)","(13.0, 28.0, 24.714285714285715)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:16.295591,"(2.2, 4.0, 3.488235294117647)","(3.9, 5.5, 4.02)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.0, 6.466666666666667)","(16.0, 95.0, 74.875)","(13.0, 28.0, 24.714285714285715)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:17.531554,"(2.2, 4.0, 3.488235294117647)","(3.9, 5.5, 4.02)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.0, 6.466666666666667)","(16.0, 95.0, 74.875)","(13.0, 28.0, 24.714285714285715)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:18.808389,"(2.2, 4.0, 3.488235294117647)","(3.9, 5.5, 4.02)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.0, 6.0)","(16.0, 95.0, 44.6875)","(13.0, 28.0, 26.1875)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:20.019374,"(2.2, 4.0, 3.488235294117647)","(3.9, 5.5, 4.02)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.2, 6.0)","(16.0, 95.0, 36.45454545454545)","(13.0, 32.0, 26.1875)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:21.198274,"(2.2, 4.0, 3.488235294117647)","(3.9, 5.5, 4.02)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.2, 6.0)","(16.0, 95.0, 36.45454545454545)","(13.0, 32.0, 26.1875)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:22.285394,"(2.2, 4.0, 3.488235294117647)","(3.9, 5.5, 4.02)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.2, 6.0)","(16.0, 95.0, 36.45454545454545)","(13.0, 32.0, 26.1875)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:23.336341,"(2.2, 4.0, 3.488235294117647)","(3.9, 5.5, 4.02)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.2, 6.0)","(16.0, 95.0, 36.45454545454545)","(13.0, 32.0, 17.75)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:24.365267,"(2.2, 4.2, 4.05076923076923)","(3.9, 5.5, 4.02)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.2, 6.799999999999999)","(16.0, 95.0, 36.45454545454545)","(13.0, 32.0, 17.75)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:25.487129,"(2.2, 4.4, 4.235384615384616)","(3.9, 5.5, 4.02)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.2, 6.799999999999999)","(16.0, 95.0, 36.45454545454545)","(13.0, 32.0, 17.75)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:26.625668,"(2.2, 4.4, 3.6866666666666665)","(3.9, 5.5, 4.02)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.2, 6.799999999999999)","(16.0, 95.0, 36.45454545454545)","(13.0, 32.0, 17.75)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:27.724638,"(2.2, 4.4, 3.6866666666666665)","(3.9, 5.5, 4.02)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.2, 6.799999999999999)","(16.0, 95.0, 36.45454545454545)","(13.0, 32.0, 17.75)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:28.854391,"(2.2, 4.4, 3.6866666666666665)","(3.9, 5.5, 4.02)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.2, 6.799999999999999)","(16.0, 95.0, 36.45454545454545)","(13.0, 32.0, 17.75)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:30.017663,"(2.2, 4.4, 3.6866666666666665)","(3.9, 5.5, 4.02)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.2, 6.799999999999999)","(16.0, 95.0, 36.45454545454545)","(13.0, 32.0, 17.75)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:31.098269,"(2.2, 4.4, 3.6866666666666665)","(3.9, 5.5, 4.02)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.2, 6.799999999999999)","(16.0, 95.0, 36.45454545454545)","(13.0, 32.0, 17.75)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:32.177470,"(2.2, 4.4, 3.6866666666666665)","(3.9, 5.5, 4.02)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.2, 6.799999999999999)","(16.0, 95.0, 36.45454545454545)","(13.0, 32.0, 17.75)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:33.413529,"(2.2, 4.4, 3.6866666666666665)","(3.9, 5.5, 4.02)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.2, 6.799999999999999)","(16.0, 95.0, 36.45454545454545)","(13.0, 32.0, 17.75)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:34.645145,"(2.2, 4.4, 3.6866666666666665)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.2, 6.799999999999999)","(16.0, 95.0, 36.45454545454545)","(13.0, 32.0, 17.75)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:35.792511,"(2.2, 4.4, 3.7460000000000004)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.2, 6.0)","(16.0, 95.0, 36.45454545454545)","(13.0, 32.0, 18.333333333333332)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:36.937403,"(2.2, 4.4, 3.7460000000000004)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.2, 6.0)","(16.0, 95.0, 36.45454545454545)","(13.0, 29.0, 18.333333333333332)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:38.092963,"(2.2, 4.4, 3.7460000000000004)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.2, 6.0)","(16.0, 95.0, 36.45454545454545)","(13.0, 29.0, 18.333333333333332)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:39.346150,"(2.2, 4.4, 3.3200000000000003)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.2, 6.0)","(16.0, 95.0, 36.45454545454545)","(13.0, 29.0, 18.333333333333332)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:40.468920,"(2.2, 4.4, 4.091428571428572)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.2, 6.0)","(16.0, 95.0, 36.45454545454545)","(13.0, 29.0, 18.333333333333332)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:41.556202,"(2.2, 4.3, 3.0125)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.2, 6.0)","(16.0, 95.0, 36.45454545454545)","(13.0, 29.0, 18.333333333333332)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:42.630962,"(2.2, 4.3, 3.0125)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.8, 6.442857142857143)","(5.5, 9.2, 6.0)","(16.0, 95.0, 36.45454545454545)","(13.0, 29.0, 18.333333333333332)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:43.780094,"(2.2, 4.3, 3.0125)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.8, 6.585714285714285)","(5.5, 9.2, 6.0)","(16.0, 95.0, 36.45454545454545)","(13.0, 29.0, 17.75)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:44.893131,"(2.2, 4.3, 3.4333333333333336)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.8, 6.585714285714285)","(5.5, 9.2, 6.799999999999999)","(16.0, 95.0, 36.45454545454545)","(13.0, 32.0, 25.666666666666668)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:46.017487,"(2.2, 4.3, 3.4333333333333336)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.8, 6.585714285714285)","(5.5, 9.2, 6.799999999999999)","(16.0, 95.0, 36.45454545454545)","(13.0, 32.0, 25.666666666666668)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:47.189020,"(2.2, 4.3, 3.4333333333333336)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.8, 6.585714285714285)","(5.5, 9.2, 6.799999999999999)","(16.0, 95.0, 36.45454545454545)","(13.0, 32.0, 25.666666666666668)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:48.363512,"(2.2, 4.3, 3.4333333333333336)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.8, 6.585714285714285)","(5.5, 9.2, 6.799999999999999)","(16.0, 95.0, 36.45454545454545)","(13.0, 32.0, 25.666666666666668)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:49.449747,"(2.2, 4.3, 3.0125)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.8, 6.800000000000001)","(5.5, 9.2, 6.799999999999999)","(16.0, 95.0, 36.45454545454545)","(13.0, 32.0, 25.666666666666668)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:50.481161,"(2.2, 4.3, 3.0125)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.8, 6.800000000000001)","(5.5, 9.2, 6.799999999999999)","(16.0, 95.0, 36.45454545454545)","(13.0, 32.0, 25.666666666666668)","(31.0, 320.0, 59.0)","(16.0, 190.0, 58.375)"
15-12-2022 14:15:51.596171,"(2.2, 4.2, 2.9317647058823533)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.8, 8.233333333333334)","(5.5, 9.2, 6.799999999999999)","(16.0, 85.0, 33.72727272727273)","(13.0, 32.0, 25.666666666666668)","(31.0, 320.0, 59.0)","(17.0, 190.0, 58.375)"
15-12-2022 14:15:52.627884,"(2.2, 4.2, 2.774545454545455)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.8, 9.142857142857144)","(5.5, 9.2, 6.799999999999999)","(16.0, 85.0, 33.72727272727273)","(13.0, 32.0, 25.666666666666668)","(31.0, 320.0, 59.0)","(17.0, 190.0, 58.375)"
15-12-2022 14:15:53.777608,"(2.2, 4.2, 2.774545454545455)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.8, 8.3)","(5.5, 9.2, 6.799999999999999)","(16.0, 85.0, 33.72727272727273)","(13.0, 32.0, 25.666666666666668)","(31.0, 320.0, 59.0)","(17.0, 190.0, 58.375)"
15-12-2022 14:15:54.850591,"(2.2, 4.2, 3.144)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.8, 8.3)","(5.5, 9.2, 6.799999999999999)","(16.0, 85.0, 33.72727272727273)","(13.0, 32.0, 25.666666666666668)","(31.0, 320.0, 59.0)","(17.0, 190.0, 58.375)"
15-12-2022 14:15:55.925177,"(2.2, 4.2, 3.08)","(3.9, 5.5, 4.02)","(5.0, 9.8, 8.3)","(5.5, 9.2, 6.799999999999999)","(16.0, 85.0, 33.72727272727273)","(13.0, 32.0, 25.666666666666668)","(31.0, 320.0, 59.0)","(17.0, 190.0, 58.375)"
15-12-2022 14:15:57.027053,"(2.2, 4.2, 3.08)","(3.9, 5.5, 4.02)","(5.0, 9.8, 8.3)","(5.5, 9.2, 6.799999999999999)","(16.0, 85.0, 33.72727272727273)","(13.0, 32.0, 25.0625)","(31.0, 320.0, 59.0)","(17.0, 190.0, 58.375)"
15-12-2022 14:15:58.098711,"(2.2, 4.2, 3.08)","(3.9, 5.5, 4.02)","(5.0, 9.8, 8.3)","(5.5, 9.2, 6.799999999999999)","(16.0, 85.0, 33.72727272727273)","(13.0, 32.0, 25.0625)","(31.0, 320.0, 59.0)","(17.0, 190.0, 58.375)"
15-12-2022 14:15:59.262935,"(2.2, 4.2, 3.08)","(3.9, 5.5, 4.02)","(5.0, 9.8, 8.233333333333334)","(5.5, 9.2, 6.0)","(16.0, 85.0, 33.72727272727273)","(13.0, 32.0, 25.0625)","(31.0, 320.0, 59.0)","(17.0, 190.0, 58.375)"
15-12-2022 14:16:00.306045,"(2.2, 4.2, 3.08)","(3.9, 5.5, 4.02)","(5.0, 9.8, 8.233333333333334)","(5.5, 9.2, 6.0)","(16.0, 85.0, 33.72727272727273)","(13.0, 32.0, 25.0625)","(31.0, 320.0, 59.0)","(17.0, 190.0, 58.375)"
15-12-2022 14:16:01.389808,"(2.2, 4.2, 3.08)","(3.9, 5.5, 4.02)","(5.0, 9.8, 9.142857142857144)","(5.5, 9.2, 6.0)","(16.0, 85.0, 33.72727272727273)","(13.0, 32.0, 25.0625)","(31.0, 320.0, 59.0)","(17.0, 190.0, 58.375)"
15-12-2022 14:16:02.507358,"(2.2, 4.2, 3.08)","(3.9, 5.5, 4.02)","(5.0, 9.8, 8.3)","(5.5, 9.2, 6.0)","(16.0, 85.0, 33.72727272727273)","(13.0, 32.0, 25.0625)","(31.0, 320.0, 59.0)","(17.0, 190.0, 58.375)"
15-12-2022 14:16:03.620239,"(2.2, 4.2, 3.08)","(3.9, 5.5, 4.02)","(5.0, 9.8, 8.3)","(5.5, 9.2, 6.0)","(16.0, 85.0, 33.72727272727273)","(13.0, 32.0, 25.0625)","(31.0, 320.0, 59.0)","(17.0, 190.0, 58.375)"
15-12-2022 14:16:04.672453,"(2.2, 4.2, 3.6235294117647063)","(3.9, 5.5, 4.02)","(5.0, 9.8, 8.3)","(5.5, 9.2, 6.0)","(16.0, 85.0, 33.72727272727273)","(13.0, 32.0, 25.0625)","(31.0, 320.0, 59.0)","(17.0, 190.0, 46.5625)"
15-12-2022 14:16:05.727108,"(2.2, 4.2, 3.2626086956521743)","(3.9, 5.5, 4.02)","(5.0, 9.8, 8.3)","(5.5, 9.2, 6.0)","(16.0, 85.0, 33.72727272727273)","(13.0, 32.0, 25.0625)","(31.0, 320.0, 59.0)","(17.0, 100.0, 46.5625)"
15-12-2022 14:16:06.800045,"(2.2, 4.2, 3.144615384615385)","(3.9, 5.5, 4.02)","(5.0, 9.8, 8.3)","(5.5, 9.2, 6.0)","(16.0, 85.0, 33.72727272727273)","(13.0, 32.0, 25.0625)","(31.0, 320.0, 59.0)","(17.0, 100.0, 46.5625)"
15-12-2022 14:16:07.890132,"(2.2, 4.2, 3.144615384615385)","(3.9, 5.5, 4.02)","(5.0, 9.8, 8.3)","(5.5, 9.2, 6.0)","(16.0, 85.0, 33.72727272727273)","(13.0, 32.0, 25.0625)","(31.0, 320.0, 59.0)","(17.0, 100.0, 46.5625)"
15-12-2022 14:16:09.007335,"(2.2, 4.2, 3.144615384615385)","(3.9, 5.5, 4.02)","(5.0, 9.8, 8.3)","(5.5, 9.2, 6.799999999999999)","(16.0, 85.0, 33.72727272727273)","(13.0, 32.0, 25.25)","(31.0, 320.0, 59.0)","(17.0, 100.0, 46.5625)"
15-12-2022 14:16:10.107571,"(2.2, 4.2, 3.144615384615385)","(3.9, 5.5, 4.02)","(5.0, 9.8, 8.600000000000001)","(5.5, 9.2, 6.799999999999999)","(16.0, 85.0, 33.72727272727273)","(13.0, 32.0, 26.857142857142858)","(31.0, 320.0, 59.0)","(17.0, 100.0, 46.5625)"
15-12-2022 14:16:11.157399,"(2.2, 4.2, 3.144615384615385)","(3.9, 5.5, 4.02)","(5.0, 9.8, 8.233333333333334)","(5.5, 9.2, 6.799999999999999)","(16.0, 85.0, 33.72727272727273)","(13.0, 32.0, 25.25)","(31.0, 320.0, 59.0)","(17.0, 100.0, 46.5625)"
15-12-2022 14:16:12.197171,"(2.2, 4.2, 3.144615384615385)","(3.9, 5.5, 4.02)","(5.0, 9.8, 8.233333333333334)","(5.5, 9.2, 6.799999999999999)","(16.0, 85.0, 33.72727272727273)","(13.0, 32.0, 25.25)","(31.0, 320.0, 59.0)","(17.0, 100.0, 46.5625)"
15-12-2022 14:16:13.185197,"(2.2, 4.2, 3.144615384615385)","(3.9, 5.5, 4.02)","(5.0, 9.8, 8.233333333333334)","(5.5, 9.2, 6.799999999999999)","(16.0, 85.0, 33.72727272727273)","(13.0, 32.0, 25.25)","(31.0, 320.0, 59.0)","(17.0, 100.0, 46.5625)"
15-12-2022 14:16:14.209712,"(2.2, 4.2, 3.144615384615385)","(3.9, 5.5, 4.02)","(5.0, 9.8, 8.233333333333334)","(5.5, 9.2, 6.799999999999999)","(16.0, 85.0, 33.72727272727273)","(13.0, 32.0, 25.25)","(31.0, 320.0, 59.0)","(17.0, 100.0, 46.5625)"
15-12-2022 14:16:15.530988,"(2.2, 4.2, 3.144615384615385)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.8, 8.3)","(5.5, 9.2, 6.799999999999999)","(16.0, 85.0, 33.72727272727273)","(13.0, 32.0, 25.25)","(31.0, 320.0, 59.0)","(17.0, 100.0, 46.5625)"
15-12-2022 14:16:16.696106,"(2.2, 4.2, 3.144615384615385)","(3.9, 5.5, 4.423076923076923)","(5.0, 9.8, 8.3)","(5.5, 9.2, 6.799999999999999)","(16.0, 85.0, 33.72727272727273)","(13.0, 32.0, 25.25)","(31.0, 320.0, 59.0)","(17.0, 100.0, 46.5625)"
15-12-2022 14:16:17.905405,"(2.2, 4.2, 3.144615384615385)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 8.3)","(5.5, 9.2, 6.799999999999999)","(16.0, 85.0, 33.72727272727273)","(13.0, 32.0, 25.25)","(31.0, 320.0, 59.0)","(17.0, 100.0, 46.5625)"
15-12-2022 14:16:19.196919,"(2.2, 4.2, 3.144615384615385)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 6.425)","(5.5, 9.2, 6.799999999999999)","(16.0, 85.0, 41.92307692307693)","(13.0, 32.0, 25.4375)","(31.0, 320.0, 59.0)","(17.0, 100.0, 46.5625)"
15-12-2022 14:16:20.281227,"(2.2, 4.1, 3.552941176470588)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 6.425)","(5.5, 9.2, 6.0)","(16.0, 85.0, 41.92307692307693)","(13.0, 32.0, 25.4375)","(31.0, 320.0, 59.0)","(17.0, 100.0, 46.5625)"
15-12-2022 14:16:21.315501,"(2.2, 4.1, 3.552941176470588)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 6.6000000000000005)","(5.5, 9.2, 6.0)","(16.0, 85.0, 41.92307692307693)","(13.0, 32.0, 25.4375)","(31.0, 320.0, 59.0)","(17.0, 100.0, 46.5625)"
15-12-2022 14:16:22.420022,"(2.2, 4.1, 3.552941176470588)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 6.275)","(5.5, 9.2, 6.0)","(16.0, 85.0, 41.92307692307693)","(13.0, 32.0, 25.4375)","(31.0, 320.0, 59.0)","(17.0, 100.0, 46.5625)"
15-12-2022 14:16:23.499327,"(2.2, 4.1, 3.2636363636363637)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 6.425)","(5.5, 9.2, 6.0)","(16.0, 85.0, 41.92307692307693)","(13.0, 32.0, 25.4375)","(31.0, 320.0, 59.0)","(17.0, 100.0, 46.5625)"
15-12-2022 14:16:24.489259,"(2.2, 4.1, 3.2636363636363637)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 6.425)","(5.5, 9.2, 6.0)","(16.0, 85.0, 41.92307692307693)","(13.0, 32.0, 25.4375)","(31.0, 320.0, 59.0)","(17.0, 100.0, 46.5625)"
15-12-2022 14:16:25.571872,"(2.2, 4.1, 3.2636363636363637)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 6.425)","(5.5, 9.2, 6.0)","(16.0, 85.0, 41.92307692307693)","(13.0, 32.0, 25.4375)","(31.0, 320.0, 59.0)","(17.0, 100.0, 46.5625)"
15-12-2022 14:16:26.581880,"(2.2, 4.1, 3.2636363636363637)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 6.425)","(5.5, 9.2, 6.0)","(16.0, 85.0, 41.92307692307693)","(13.0, 32.0, 25.4375)","(31.0, 320.0, 59.0)","(17.0, 100.0, 46.5625)"
15-12-2022 14:16:27.568199,"(2.2, 4.1, 3.2636363636363637)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 6.425)","(5.5, 9.2, 6.0)","(16.0, 85.0, 41.92307692307693)","(13.0, 32.0, 25.4375)","(31.0, 320.0, 59.0)","(17.0, 100.0, 46.5625)"
15-12-2022 14:16:28.582661,"(2.2, 4.1, 3.552941176470588)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 6.425)","(5.5, 9.2, 6.0)","(16.0, 85.0, 41.92307692307693)","(13.0, 32.0, 25.4375)","(31.0, 320.0, 59.0)","(17.0, 100.0, 44.6875)"
15-12-2022 14:16:29.597719,"(2.2, 4.1, 3.552941176470588)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 6.425)","(5.5, 9.2, 6.799999999999999)","(16.0, 85.0, 42.230769230769226)","(13.0, 32.0, 25.625)","(31.0, 320.0, 59.0)","(17.0, 95.0, 44.6875)"
15-12-2022 14:16:30.627321,"(2.2, 4.0, 3.2960000000000003)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 6.425)","(5.5, 9.2, 6.799999999999999)","(16.0, 85.0, 42.230769230769226)","(13.0, 32.0, 25.625)","(31.0, 320.0, 59.0)","(17.0, 95.0, 64.03846153846155)"
15-12-2022 14:16:31.680269,"(2.2, 4.0, 3.2960000000000003)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 6.275)","(5.5, 9.2, 6.799999999999999)","(16.0, 85.0, 42.230769230769226)","(13.0, 32.0, 25.625)","(31.0, 320.0, 59.0)","(17.0, 95.0, 64.03846153846155)"
15-12-2022 14:16:32.896133,"(2.2, 4.0, 3.2960000000000003)","(3.9, 5.5, 4.236111111111111)","(5.0, 9.8, 8.233333333333334)","(5.5, 9.2, 6.799999999999999)","(16.0, 85.0, 42.230769230769226)","(13.0, 32.0, 25.625)","(31.0, 320.0, 59.0)","(17.0, 95.0, 64.03846153846155)"
