,Repeal,Thats Better,Bottom Bar,Iron Hat,Single Touch,Anchors Point,Ghost Hunter,Miss Mazerati,Chill Out Miss,Allusive Eve
09-01-2023 13:27:59.550285,"(21.0, 46.0, 40.94736842105263)","(7.5, 13.5, 12.225)","(21.0, 29.0, 25.428571428571427)","(3.2, 4.2, 4.12)","(3.5, 3.85, 3.7807692307692307)","(21.0, 44.0, 38.0)","(7.0, 8.8, 8.309090909090909)","(5.5, 6.6, 6.28)","(31.0, 42.0, 37.0)","(19.0, 55.0, 50.285714285714285)"
09-01-2023 13:28:00.800779,"(21.0, 46.0, 40.94736842105263)","(7.5, 13.5, 11.880952380952381)","(21.0, 29.0, 25.428571428571427)","(3.2, 4.2, 4.12)","(3.5, 3.85, 3.7807692307692307)","(21.0, 44.0, 38.0)","(7.0, 8.8, 8.309090909090909)","(5.5, 6.6, 6.28)","(31.0, 42.0, 37.0)","(19.0, 55.0, 50.125)"
09-01-2023 13:28:02.063150,"(21.0, 44.0, 42.46153846153846)","(7.5, 13.0, 12.714285714285714)","(21.0, 29.0, 25.428571428571427)","(3.2, 4.2, 4.12)","(3.5, 3.85, 3.7807692307692307)","(21.0, 44.0, 38.0)","(7.0, 8.8, 8.309090909090909)","(5.5, 6.6, 6.28)","(31.0, 42.0, 37.0)","(19.0, 55.0, 50.125)"
09-01-2023 13:28:03.371820,"(21.0, 44.0, 42.46153846153846)","(7.5, 13.0, 12.5)","(21.0, 29.0, 25.428571428571427)","(3.2, 4.2, 4.12)","(3.5, 3.85, 3.7807692307692307)","(21.0, 44.0, 38.0)","(7.0, 8.8, 8.309090909090909)","(5.5, 6.6, 6.28)","(31.0, 42.0, 37.0)","(20.0, 55.0, 50.125)"
09-01-2023 13:28:04.684708,"(21.0, 44.0, 42.46153846153846)","(7.5, 13.0, 12.5)","(21.0, 29.0, 25.142857142857142)","(3.2, 4.2, 4.12)","(3.5, 3.85, 3.7807692307692307)","(21.0, 44.0, 38.0)","(7.0, 8.8, 8.309090909090909)","(5.5, 6.6, 6.28)","(31.0, 42.0, 37.0)","(20.0, 55.0, 50.125)"
09-01-2023 13:28:05.985053,"(21.0, 44.0, 42.46153846153846)","(7.5, 13.0, 12.5)","(21.0, 28.0, 25.142857142857142)","(3.2, 4.2, 4.12)","(3.5, 3.85, 3.7807692307692307)","(21.0, 44.0, 38.0)","(7.0, 8.8, 8.309090909090909)","(5.5, 6.6, 6.28)","(31.0, 42.0, 37.0)","(21.0, 55.0, 50.125)"
09-01-2023 13:28:07.246586,"(21.0, 44.0, 42.46153846153846)","(7.5, 13.0, 12.5)","(21.0, 28.0, 25.142857142857142)","(3.2, 4.2, 4.12)","(3.5, 3.85, 3.827777777777778)","(21.0, 44.0, 40.0)","(7.0, 8.8, 8.309090909090909)","(5.5, 6.6, 6.28)","(31.0, 42.0, 37.0)","(21.0, 55.0, 50.125)"
09-01-2023 13:28:08.462377,"(21.0, 46.0, 40.94736842105263)","(7.5, 13.0, 12.357142857142858)","(21.0, 28.0, 24.428571428571427)","(3.2, 4.2, 4.12)","(3.5, 3.85, 3.827777777777778)","(21.0, 44.0, 41.23076923076923)","(7.0, 8.8, 8.309090909090909)","(5.5, 6.6, 6.28)","(31.0, 42.0, 37.0)","(21.0, 55.0, 50.125)"
09-01-2023 13:28:09.707119,"(21.0, 46.0, 40.94736842105263)","(7.5, 13.0, 12.357142857142858)","(21.0, 28.0, 24.428571428571427)","(3.2, 4.2, 4.12)","(3.5, 3.85, 3.827777777777778)","(21.0, 44.0, 41.23076923076923)","(7.0, 8.8, 8.309090909090909)","(5.5, 6.6, 6.28)","(31.0, 42.0, 43.644444444444446)","(21.0, 55.0, 50.125)"
09-01-2023 13:28:11.017042,"(21.0, 46.0, 40.94736842105263)","(7.5, 13.0, 12.357142857142858)","(21.0, 27.0, 25.0)","(3.2, 4.2, 4.12)","(3.5, 3.85, 3.827777777777778)","(21.0, 44.0, 42.173913043478265)","(7.0, 8.8, 8.309090909090909)","(5.5, 6.6, 6.28)","(31.0, 44.0, 43.80487804878049)","(21.0, 55.0, 50.125)"
09-01-2023 13:28:12.270702,"(21.0, 46.0, 40.94736842105263)","(7.5, 13.0, 12.357142857142858)","(21.0, 27.0, 24.142857142857142)","(3.2, 4.2, 4.12)","(3.5, 3.85, 3.827777777777778)","(21.0, 44.0, 42.173913043478265)","(7.0, 8.8, 8.309090909090909)","(5.5, 6.6, 6.28)","(31.0, 44.0, 43.80487804878049)","(21.0, 55.0, 50.125)"
09-01-2023 13:28:13.499447,"(21.0, 46.0, 40.94736842105263)","(7.5, 13.0, 12.357142857142858)","(21.0, 27.0, 24.142857142857142)","(3.2, 4.2, 4.12)","(3.5, 3.85, 3.827777777777778)","(21.0, 44.0, 42.173913043478265)","(7.0, 8.8, 8.309090909090909)","(5.5, 6.6, 6.28)","(31.0, 44.0, 43.80487804878049)","(21.0, 55.0, 50.125)"
09-01-2023 13:28:14.733352,"(21.0, 46.0, 40.94736842105263)","(7.5, 13.0, 12.86046511627907)","(21.0, 27.0, 24.5)","(3.2, 4.2, 4.12)","(3.5, 3.85, 3.827777777777778)","(21.0, 44.0, 41.0)","(7.0, 8.8, 8.309090909090909)","(5.5, 6.6, 6.28)","(31.0, 44.0, 43.80487804878049)","(21.0, 55.0, 50.875)"
09-01-2023 13:28:16.000361,"(21.0, 46.0, 40.94736842105263)","(7.5, 13.0, 12.86046511627907)","(21.0, 27.0, 25.666666666666664)","(3.2, 4.2, 4.12)","(3.5, 3.85, 3.827777777777778)","(21.0, 44.0, 41.0)","(7.0, 8.8, 8.309090909090909)","(5.5, 6.6, 6.28)","(31.0, 44.0, 43.80487804878049)","(21.0, 55.0, 50.875)"
09-01-2023 13:28:17.194578,"(21.0, 46.0, 40.94736842105263)","(7.5, 13.0, 12.1)","(21.0, 26.0, 24.88888888888889)","(3.2, 4.2, 4.12)","(3.5, 3.85, 3.827777777777778)","(21.0, 44.0, 41.0)","(7.0, 8.8, 8.309090909090909)","(5.5, 6.6, 6.28)","(31.0, 44.0, 43.80487804878049)","(21.0, 55.0, 50.875)"
09-01-2023 13:28:18.433688,"(21.0, 46.0, 40.94736842105263)","(7.5, 13.0, 12.1)","(21.0, 26.0, 23.916666666666668)","(3.2, 4.2, 4.026666666666666)","(3.5, 3.85, 3.827777777777778)","(21.0, 44.0, 31.25)","(7.0, 8.8, 8.463576158940398)","(5.5, 6.6, 6.626666666666667)","(31.0, 44.0, 45.523809523809526)","(21.0, 55.0, 50.875)"
09-01-2023 13:28:19.743966,"(21.0, 46.0, 36.11764705882353)","(7.5, 13.0, 12.1)","(21.0, 26.0, 23.916666666666668)","(3.2, 4.2, 4.026666666666666)","(3.5, 3.85, 3.7944444444444443)","(21.0, 44.0, 32.0)","(7.0, 9.0, 8.463576158940398)","(5.5, 6.8, 6.606060606060606)","(31.0, 46.0, 45.523809523809526)","(21.0, 55.0, 50.875)"
09-01-2023 13:28:21.035490,"(21.0, 44.0, 40.18181818181818)","(7.5, 13.0, 12.1)","(21.0, 26.0, 23.916666666666668)","(3.2, 4.2, 4.026666666666666)","(3.5, 3.9, 3.7913793103448277)","(21.0, 42.0, 29.166666666666668)","(7.0, 9.0, 8.463576158940398)","(5.5, 6.8, 6.606060606060606)","(31.0, 46.0, 45.523809523809526)","(21.0, 55.0, 50.875)"
09-01-2023 13:28:22.353997,"(21.0, 44.0, 40.18181818181818)","(7.5, 13.0, 12.1)","(21.0, 26.0, 23.333333333333332)","(3.2, 4.2, 4.026666666666666)","(3.5, 3.9, 3.7659574468085104)","(21.0, 40.0, 29.166666666666668)","(7.0, 9.0, 8.463576158940398)","(5.5, 6.8, 6.606060606060606)","(31.0, 46.0, 45.523809523809526)","(21.0, 55.0, 50.875)"
09-01-2023 13:28:23.606371,"(21.0, 42.0, 37.0)","(7.5, 13.0, 12.4)","(21.0, 25.0, 23.333333333333332)","(3.2, 4.2, 4.026666666666666)","(3.5, 3.9, 3.7659574468085104)","(21.0, 40.0, 29.166666666666668)","(7.0, 9.0, 8.463576158940398)","(5.5, 6.8, 6.626666666666667)","(31.0, 46.0, 45.523809523809526)","(21.0, 55.0, 50.875)"
09-01-2023 13:28:24.787829,"(21.0, 42.0, 37.0)","(7.5, 13.0, 12.4)","(21.0, 25.0, 23.333333333333332)","(3.2, 4.2, 4.026666666666666)","(3.5, 3.9, 3.7659574468085104)","(21.0, 40.0, 29.166666666666668)","(7.0, 9.0, 8.463576158940398)","(5.5, 6.8, 6.626666666666667)","(31.0, 46.0, 45.523809523809526)","(21.0, 55.0, 50.875)"
09-01-2023 13:28:26.127101,"(21.0, 42.0, 37.0)","(7.5, 13.0, 12.4)","(21.0, 25.0, 24.11111111111111)","(3.2, 4.2, 4.026666666666666)","(3.5, 3.9, 3.7659574468085104)","(21.0, 40.0, 29.166666666666668)","(7.0, 9.0, 8.463576158940398)","(5.5, 6.8, 6.626666666666667)","(31.0, 46.0, 45.523809523809526)","(21.0, 55.0, 50.875)"
09-01-2023 13:28:27.423861,"(21.0, 42.0, 38.666666666666664)","(7.5, 12.5, 12.166666666666666)","(21.0, 24.0, 23.333333333333332)","(3.2, 4.2, 4.026666666666666)","(3.5, 3.9, 3.7659574468085104)","(21.0, 40.0, 29.166666666666668)","(7.0, 9.0, 8.463576158940398)","(5.5, 6.8, 6.626666666666667)","(31.0, 46.0, 45.523809523809526)","(21.0, 55.0, 50.875)"
09-01-2023 13:28:28.773467,"(21.0, 42.0, 38.666666666666664)","(7.5, 12.5, 11.875)","(21.0, 24.0, 22.75)","(3.2, 4.2, 4.026666666666666)","(3.5, 3.9, 3.7659574468085104)","(21.0, 40.0, 29.166666666666668)","(7.0, 9.0, 8.463576158940398)","(5.5, 6.8, 6.626666666666667)","(31.0, 46.0, 45.523809523809526)","(21.0, 55.0, 50.875)"
09-01-2023 13:28:30.112708,"(21.0, 42.0, 38.666666666666664)","(7.5, 12.5, 12.05)","(21.0, 24.0, 22.555555555555557)","(3.2, 4.2, 4.026666666666666)","(3.5, 3.9, 3.7659574468085104)","(21.0, 40.0, 29.166666666666668)","(7.0, 9.0, 8.463576158940398)","(5.5, 6.8, 6.626666666666667)","(31.0, 46.0, 45.523809523809526)","(21.0, 55.0, 51.333333333333336)"
09-01-2023 13:28:31.382782,"(21.0, 44.0, 41.6)","(7.5, 12.5, 12.05)","(21.0, 23.0, 22.555555555555557)","(3.2, 4.2, 4.026666666666666)","(3.5, 3.9, 3.7659574468085104)","(21.0, 40.0, 29.166666666666668)","(7.0, 9.0, 8.463576158940398)","(5.5, 6.8, 6.626666666666667)","(31.0, 46.0, 45.523809523809526)","(21.0, 55.0, 51.333333333333336)"
09-01-2023 13:28:32.627606,"(21.0, 44.0, 41.6)","(7.5, 12.5, 12.05)","(21.0, 36.0, 26.666666666666668)","(3.2, 4.2, 4.026666666666666)","(3.5, 3.9, 3.7659574468085104)","(21.0, 40.0, 29.166666666666668)","(7.0, 9.0, 8.463576158940398)","(5.5, 6.8, 6.626666666666667)","(31.0, 46.0, 45.523809523809526)","(21.0, 55.0, 51.333333333333336)"
09-01-2023 13:28:33.918681,"(21.0, 44.0, 41.6)","(7.5, 12.5, 12.05)","(21.0, 32.0, 27.0)","(3.2, 4.2, 4.026666666666666)","(3.5, 3.9, 3.7659574468085104)","(21.0, 40.0, 29.166666666666668)","(7.0, 9.0, 8.463576158940398)","(5.5, 6.8, 6.606060606060606)","(31.0, 46.0, 45.523809523809526)","(21.0, 55.0, 51.333333333333336)"
09-01-2023 13:28:35.244238,"(21.0, 46.0, 36.666666666666664)","(7.5, 12.5, 12.05)","(21.0, 30.0, 25.0)","(3.2, 4.2, 4.026666666666666)","(3.5, 3.9, 3.7659574468085104)","(21.0, 40.0, 29.166666666666668)","(7.0, 9.0, 8.463576158940398)","(5.5, 6.8, 6.626666666666667)","(31.0, 46.0, 45.523809523809526)","(21.0, 55.0, 51.333333333333336)"
09-01-2023 13:28:36.527118,"(21.0, 46.0, 36.666666666666664)","(7.5, 12.5, 12.05)","(21.0, 30.0, 25.0)","(3.2, 4.2, 4.026666666666666)","(3.5, 3.9, 3.7652380952380953)","(21.0, 40.0, 29.166666666666668)","(7.0, 9.0, 8.463576158940398)","(5.5, 6.8, 6.626666666666667)","(31.0, 46.0, 45.523809523809526)","(21.0, 55.0, 51.333333333333336)"
09-01-2023 13:28:37.783086,"(21.0, 46.0, 36.666666666666664)","(7.5, 12.5, 12.05)","(21.0, 30.0, 25.0)","(3.2, 4.2, 4.026666666666666)","(3.5, 3.95, 3.764678899082569)","(21.0, 40.0, 29.166666666666668)","(7.0, 9.0, 8.463576158940398)","(5.5, 6.8, 6.606060606060606)","(31.0, 46.0, 45.523809523809526)","(21.0, 55.0, 51.333333333333336)"
09-01-2023 13:28:39.060781,"(21.0, 44.0, 38.0)","(7.5, 12.5, 12.05)","(21.0, 30.0, 25.0)","(3.2, 4.2, 4.026666666666666)","(3.5, 3.95, 3.764678899082569)","(21.0, 40.0, 29.166666666666668)","(7.0, 9.0, 8.463576158940398)","(5.5, 6.8, 6.626666666666667)","(31.0, 46.0, 45.523809523809526)","(21.0, 55.0, 51.333333333333336)"
09-01-2023 13:28:40.360655,"(21.0, 42.0, 38.666666666666664)","(7.5, 12.5, 12.05)","(21.0, 30.0, 25.8)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.764678899082569)","(21.0, 40.0, 29.166666666666668)","(7.0, 9.0, 8.463576158940398)","(5.5, 6.8, 6.626666666666667)","(31.0, 46.0, 45.523809523809526)","(21.0, 55.0, 51.333333333333336)"
09-01-2023 13:28:41.569555,"(21.0, 42.0, 38.666666666666664)","(7.5, 12.5, 12.05)","(21.0, 30.0, 25.8)","(3.2, 4.2, 4.0888888888888895)","(3.5, 3.95, 3.768018018018018)","(21.0, 40.0, 29.166666666666668)","(7.0, 9.0, 8.47218045112782)","(5.5, 6.8, 6.626666666666667)","(31.0, 46.0, 45.523809523809526)","(21.0, 55.0, 51.333333333333336)"
09-01-2023 13:28:42.754081,"(21.0, 42.0, 38.666666666666664)","(7.5, 12.5, 12.05)","(21.0, 30.0, 25.8)","(3.2, 4.2, 4.0888888888888895)","(3.5, 3.95, 3.768018018018018)","(21.0, 40.0, 31.428571428571427)","(7.0, 9.0, 8.47218045112782)","(5.5, 6.8, 6.626666666666667)","(31.0, 46.0, 45.523809523809526)","(21.0, 55.0, 51.333333333333336)"
09-01-2023 13:28:43.920123,"(21.0, 42.0, 38.666666666666664)","(7.5, 12.5, 12.05)","(21.0, 30.0, 25.8)","(3.2, 4.2, 4.0888888888888895)","(3.5, 3.95, 3.768018018018018)","(21.0, 40.0, 31.428571428571427)","(7.0, 9.0, 8.47218045112782)","(5.5, 6.8, 6.626666666666667)","(31.0, 46.0, 45.523809523809526)","(21.0, 55.0, 51.333333333333336)"
09-01-2023 13:28:45.093973,"(21.0, 42.0, 38.666666666666664)","(7.5, 12.5, 12.05)","(21.0, 30.0, 25.8)","(3.2, 4.2, 4.0888888888888895)","(3.5, 3.95, 3.768018018018018)","(21.0, 40.0, 31.428571428571427)","(7.0, 9.0, 8.47218045112782)","(5.5, 6.8, 6.626666666666667)","(31.0, 46.0, 45.523809523809526)","(21.0, 55.0, 51.333333333333336)"
09-01-2023 13:28:46.234736,"(21.0, 42.0, 38.666666666666664)","(7.5, 12.5, 12.05)","(21.0, 30.0, 25.8)","(3.2, 4.2, 4.0888888888888895)","(3.5, 3.95, 3.768018018018018)","(21.0, 40.0, 31.428571428571427)","(7.0, 9.0, 8.47218045112782)","(5.5, 6.8, 6.626666666666667)","(31.0, 46.0, 45.523809523809526)","(21.0, 55.0, 51.333333333333336)"
09-01-2023 13:28:47.431971,"(21.0, 42.0, 38.666666666666664)","(7.5, 12.5, 12.05)","(21.0, 30.0, 25.8)","(3.2, 4.2, 4.0888888888888895)","(3.5, 3.95, 3.78125)","(21.0, 40.0, 31.428571428571427)","(7.0, 9.0, 8.47218045112782)","(5.5, 6.8, 6.626666666666667)","(31.0, 46.0, 45.523809523809526)","(21.0, 55.0, 51.333333333333336)"
09-01-2023 13:28:48.604747,"(21.0, 42.0, 38.666666666666664)","(7.5, 12.5, 12.05)","(21.0, 30.0, 25.8)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.8160714285714286)","(21.0, 40.0, 31.428571428571427)","(7.0, 9.0, 8.47218045112782)","(5.5, 6.8, 6.626666666666667)","(31.0, 46.0, 45.523809523809526)","(21.0, 55.0, 51.333333333333336)"
09-01-2023 13:28:49.851788,"(21.0, 42.0, 33.25)","(7.5, 12.5, 12.05)","(21.0, 30.0, 27.333333333333332)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.8084905660377357)","(21.0, 40.0, 32.77777777777778)","(7.0, 9.0, 8.442857142857143)","(5.5, 6.8, 6.607407407407408)","(31.0, 46.0, 45.48717948717949)","(21.0, 55.0, 49.5)"
09-01-2023 13:28:51.109908,"(21.0, 42.0, 33.25)","(7.5, 12.5, 12.05)","(21.0, 29.0, 26.0)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.807894736842105)","(21.0, 40.0, 34.42857142857143)","(7.0, 9.0, 8.46)","(5.5, 6.8, 6.586666666666667)","(31.0, 46.0, 45.48717948717949)","(21.0, 55.0, 49.5)"
09-01-2023 13:28:52.385118,"(21.0, 42.0, 33.25)","(7.5, 12.5, 12.071428571428571)","(21.0, 29.0, 25.4)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.807894736842105)","(21.0, 40.0, 34.42857142857143)","(7.0, 9.0, 8.46)","(5.5, 6.8, 6.586666666666667)","(31.0, 46.0, 45.48717948717949)","(21.0, 55.0, 49.5)"
09-01-2023 13:28:53.633383,"(21.0, 42.0, 33.25)","(7.5, 12.5, 12.071428571428571)","(21.0, 29.0, 25.4)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.807894736842105)","(21.0, 40.0, 34.42857142857143)","(7.0, 9.0, 8.46)","(5.5, 6.8, 6.586666666666667)","(31.0, 46.0, 45.48717948717949)","(21.0, 55.0, 46.75)"
09-01-2023 13:28:54.880878,"(21.0, 42.0, 39.6)","(7.5, 12.5, 12.071428571428571)","(21.0, 29.0, 26.666666666666668)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.807894736842105)","(21.0, 38.0, 28.714285714285715)","(7.0, 9.0, 8.46)","(5.5, 6.8, 6.586666666666667)","(31.0, 46.0, 45.48717948717949)","(21.0, 55.0, 46.75)"
09-01-2023 13:28:56.101285,"(21.0, 40.0, 38.0)","(7.5, 12.5, 12.071428571428571)","(21.0, 29.0, 26.666666666666668)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.807894736842105)","(21.0, 36.0, 31.0)","(7.0, 9.0, 8.46)","(5.5, 6.8, 6.586666666666667)","(31.0, 46.0, 45.48717948717949)","(21.0, 55.0, 50.875)"
09-01-2023 13:28:57.301163,"(21.0, 40.0, 38.0)","(7.5, 12.5, 12.071428571428571)","(21.0, 29.0, 26.666666666666668)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.8985714285714286)","(21.0, 34.0, 29.333333333333332)","(7.0, 9.0, 8.46)","(5.5, 6.8, 6.586666666666667)","(31.0, 46.0, 45.48717948717949)","(21.0, 55.0, 50.875)"
09-01-2023 13:28:58.440755,"(21.0, 40.0, 38.0)","(7.5, 12.5, 12.071428571428571)","(21.0, 29.0, 26.666666666666668)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.902577319587629)","(21.0, 32.0, 28.88888888888889)","(7.0, 9.0, 8.46)","(5.5, 6.8, 6.586666666666667)","(31.0, 46.0, 45.48717948717949)","(21.0, 55.0, 50.875)"
09-01-2023 13:28:59.592454,"(21.0, 40.0, 38.0)","(7.5, 12.0, 11.545454545454545)","(21.0, 29.0, 23.75)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.902577319587629)","(21.0, 32.0, 28.88888888888889)","(7.0, 9.0, 8.46)","(5.5, 6.8, 6.586666666666667)","(31.0, 46.0, 45.48717948717949)","(21.0, 55.0, 50.875)"
09-01-2023 13:29:00.747085,"(21.0, 40.0, 38.0)","(7.5, 12.0, 11.411764705882353)","(21.0, 29.0, 24.8)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.902577319587629)","(21.0, 32.0, 28.88888888888889)","(7.0, 9.0, 8.46)","(5.5, 6.8, 6.586666666666667)","(31.0, 46.0, 45.48717948717949)","(21.0, 55.0, 50.875)"
09-01-2023 13:29:01.997017,"(21.0, 40.0, 34.666666666666664)","(7.5, 12.0, 11.235294117647058)","(21.0, 29.0, 25.4)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.902577319587629)","(21.0, 32.0, 29.6)","(7.0, 9.0, 8.46)","(5.5, 6.8, 6.586666666666667)","(31.0, 46.0, 45.48717948717949)","(21.0, 55.0, 51.7)"
09-01-2023 13:29:03.238796,"(21.0, 40.0, 37.333333333333336)","(7.5, 12.0, 11.235294117647058)","(21.0, 29.0, 25.4)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.902577319587629)","(21.0, 32.0, 29.6)","(7.0, 9.0, 8.46)","(5.5, 6.8, 6.586666666666667)","(31.0, 46.0, 45.48717948717949)","(21.0, 55.0, 51.7)"
09-01-2023 13:29:04.511166,"(21.0, 40.0, 37.333333333333336)","(7.5, 12.0, 11.235294117647058)","(21.0, 29.0, 27.2)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.902577319587629)","(21.0, 32.0, 29.6)","(7.0, 9.0, 8.46)","(5.5, 6.8, 6.586666666666667)","(31.0, 46.0, 45.48717948717949)","(21.0, 55.0, 51.7)"
09-01-2023 13:29:05.821642,"(21.0, 40.0, 38.888888888888886)","(7.5, 12.0, 11.833333333333334)","(21.0, 29.0, 24.8)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.902577319587629)","(21.0, 32.0, 31.333333333333332)","(7.0, 9.0, 8.48372093023256)","(5.5, 6.8, 6.314285714285714)","(31.0, 46.0, 43.83783783783784)","(21.0, 55.0, 51.7)"
09-01-2023 13:29:07.029817,"(21.0, 42.0, 37.2)","(7.5, 12.0, 11.833333333333334)","(21.0, 29.0, 24.8)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.902577319587629)","(21.0, 32.0, 31.565217391304348)","(7.0, 8.8, 8.48372093023256)","(5.5, 6.6, 6.3)","(31.0, 44.0, 43.83783783783784)","(21.0, 55.0, 51.7)"
09-01-2023 13:29:08.266397,"(21.0, 42.0, 37.2)","(7.5, 12.0, 11.833333333333334)","(21.0, 29.0, 24.8)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.902577319587629)","(21.0, 36.0, 31.565217391304348)","(7.0, 8.8, 8.556521739130435)","(5.5, 6.6, 6.3)","(31.0, 44.0, 43.83783783783784)","(21.0, 55.0, 51.7)"
09-01-2023 13:29:09.427648,"(21.0, 42.0, 37.2)","(7.5, 12.0, 11.833333333333334)","(21.0, 29.0, 24.8)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.902577319587629)","(21.0, 36.0, 33.0)","(7.0, 8.8, 8.556521739130435)","(5.5, 6.6, 6.3)","(31.0, 44.0, 43.83783783783784)","(21.0, 55.0, 48.25)"
09-01-2023 13:29:10.616402,"(21.0, 42.0, 37.2)","(7.5, 12.0, 11.833333333333334)","(21.0, 29.0, 27.285714285714285)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.902577319587629)","(21.0, 34.0, 33.0)","(7.0, 8.8, 8.556521739130435)","(5.5, 6.6, 6.3)","(31.0, 44.0, 43.83783783783784)","(21.0, 55.0, 48.25)"
09-01-2023 13:29:11.837025,"(21.0, 42.0, 37.2)","(7.5, 12.0, 11.833333333333334)","(21.0, 29.0, 27.285714285714285)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.902577319587629)","(21.0, 34.0, 32.18181818181818)","(7.0, 8.8, 8.556521739130435)","(5.5, 6.6, 6.3)","(31.0, 44.0, 43.83783783783784)","(21.0, 55.0, 48.25)"
09-01-2023 13:29:13.067091,"(21.0, 42.0, 37.2)","(7.5, 12.0, 11.833333333333334)","(21.0, 29.0, 27.285714285714285)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.902577319587629)","(21.0, 34.0, 32.18181818181818)","(7.0, 8.8, 8.556521739130435)","(5.5, 6.6, 6.268965517241379)","(31.0, 44.0, 43.83783783783784)","(21.0, 55.0, 48.25)"
09-01-2023 13:29:14.286879,"(21.0, 42.0, 37.2)","(7.5, 12.0, 11.833333333333334)","(21.0, 29.0, 27.285714285714285)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.902577319587629)","(21.0, 34.0, 32.18181818181818)","(7.0, 8.8, 8.556521739130435)","(5.5, 6.6, 6.268965517241379)","(31.0, 44.0, 43.83783783783784)","(21.0, 55.0, 48.25)"
09-01-2023 13:29:15.492873,"(21.0, 42.0, 37.2)","(7.5, 12.0, 11.833333333333334)","(21.0, 29.0, 27.285714285714285)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.902577319587629)","(21.0, 34.0, 32.666666666666664)","(7.0, 8.8, 8.556521739130435)","(5.5, 6.6, 6.268965517241379)","(31.0, 44.0, 43.83783783783784)","(21.0, 55.0, 48.25)"
09-01-2023 13:29:16.777592,"(21.0, 42.0, 37.2)","(7.5, 12.0, 11.833333333333334)","(21.0, 29.0, 24.8)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.902577319587629)","(21.0, 34.0, 32.666666666666664)","(7.0, 8.8, 8.556521739130435)","(5.5, 6.6, 6.274576271186441)","(31.0, 44.0, 43.83783783783784)","(21.0, 55.0, 48.25)"
09-01-2023 13:29:18.134976,"(21.0, 42.0, 37.2)","(7.5, 12.0, 11.833333333333334)","(21.0, 29.0, 24.8)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.902577319587629)","(21.0, 34.0, 32.666666666666664)","(7.0, 8.8, 8.556521739130435)","(5.5, 6.6, 6.274576271186441)","(31.0, 44.0, 43.83783783783784)","(21.0, 55.0, 48.25)"
09-01-2023 13:29:19.345659,"(21.0, 42.0, 37.2)","(7.5, 12.0, 11.833333333333334)","(21.0, 29.0, 24.8)","(3.2, 4.2, 3.978409090909091)","(3.5, 3.95, 3.9307692307692306)","(21.0, 34.0, 32.666666666666664)","(7.0, 8.8, 8.45)","(5.5, 6.6, 6.274576271186441)","(31.0, 44.0, 43.83783783783784)","(21.0, 55.0, 48.25)"
09-01-2023 13:29:20.542512,"(21.0, 42.0, 35.6)","(7.5, 12.0, 11.855555555555556)","(21.0, 29.0, 24.8)","(3.2, 4.2, 4.130232558139535)","(3.5, 4.1, 3.9307692307692306)","(21.0, 34.0, 32.666666666666664)","(7.0, 8.8, 8.356521739130434)","(5.5, 6.6, 6.15)","(31.0, 44.0, 43.83783783783784)","(21.0, 55.0, 48.25)"
09-01-2023 13:29:21.796614,"(21.0, 40.0, 36.25)","(7.5, 12.0, 11.855555555555556)","(21.0, 29.0, 27.285714285714285)","(3.2, 4.2, 4.130232558139535)","(3.5, 4.1, 3.9307692307692306)","(21.0, 34.0, 32.666666666666664)","(7.0, 8.8, 8.356521739130434)","(5.5, 6.6, 6.15)","(31.0, 44.0, 43.83783783783784)","(21.0, 55.0, 48.25)"
