,Baggys Gold,Zambrana,Bigsy,Romarosa,Dundee Velvet,Jet Like Rico,Little Nellie,Lakeview Raymond
05-01-2023 17:27:38.141610,"(13.0, 32.0, 29.405405405405403)","(5.0, 5.5, 5.281818181818182)","(8.5, 13.5, 13.011627906976745)","(6.0, 13.0, 12.657142857142857)","(61.0, 85.0, 76.66666666666667)","(2.4, 2.58, 2.577916666666667)","(10.0, 17.0, 16.26829268292683)","(5.0, 7.4, 7.25)"
05-01-2023 17:27:39.531144,"(13.0, 32.0, 29.405405405405403)","(5.0, 5.5, 5.281818181818182)","(8.5, 13.5, 13.011627906976745)","(6.0, 13.0, 12.657142857142857)","(61.0, 85.0, 76.66666666666667)","(2.4, 2.58, 2.577916666666667)","(10.0, 17.0, 16.26829268292683)","(5.0, 7.4, 7.25)"
05-01-2023 17:27:41.138865,"(13.0, 32.0, 29.405405405405403)","(5.0, 5.5, 5.453846153846154)","(8.5, 13.5, 13.011627906976745)","(6.0, 13.0, 12.657142857142857)","(61.0, 80.0, 73.33333333333333)","(2.4, 2.58, 2.577)","(10.0, 17.0, 16.34065934065934)","(5.0, 7.4, 7.25)"
05-01-2023 17:27:42.547965,"(13.0, 32.0, 29.405405405405403)","(5.0, 5.4, 5.35)","(8.5, 13.5, 13.011627906976745)","(6.0, 13.0, 12.657142857142857)","(61.0, 80.0, 78.75)","(2.4, 2.58, 2.576341463414634)","(10.0, 17.0, 16.34065934065934)","(5.0, 7.4, 7.25)"
05-01-2023 17:27:43.933664,"(13.0, 32.0, 30.70769230769231)","(5.0, 5.4, 5.3375)","(8.5, 13.5, 13.011627906976745)","(6.0, 13.0, 12.657142857142857)","(61.0, 85.0, 75.0)","(2.4, 2.58, 2.5761038961038962)","(10.0, 17.0, 16.34065934065934)","(5.0, 7.4, 7.25)"
05-01-2023 17:27:45.136916,"(13.0, 32.0, 28.4)","(5.0, 5.4, 5.275)","(8.5, 13.5, 13.011627906976745)","(6.0, 13.0, 12.657142857142857)","(61.0, 90.0, 67.5)","(2.4, 2.58, 2.575774647887324)","(10.0, 17.0, 16.34065934065934)","(5.0, 7.4, 7.25)"
05-01-2023 17:27:46.266103,"(13.0, 32.0, 30.421052631578945)","(5.0, 5.7, 5.55)","(8.5, 13.5, 13.011627906976745)","(6.0, 13.0, 12.657142857142857)","(61.0, 90.0, 67.5)","(2.4, 2.58, 2.575774647887324)","(10.0, 17.0, 16.34065934065934)","(5.0, 7.4, 7.25)"
05-01-2023 17:27:47.453324,"(13.0, 32.0, 30.421052631578945)","(5.0, 5.6, 5.415384615384615)","(8.5, 13.5, 12.945652173913043)","(6.0, 13.0, 12.657142857142857)","(61.0, 90.0, 65.76923076923077)","(2.4, 2.58, 2.575774647887324)","(10.0, 17.0, 16.34065934065934)","(5.0, 7.4, 7.25)"
05-01-2023 17:27:48.616314,"(13.0, 32.0, 29.5)","(5.0, 5.6, 5.415384615384615)","(8.5, 13.5, 12.945652173913043)","(6.0, 13.0, 12.657142857142857)","(61.0, 85.0, 65.0)","(2.4, 2.58, 2.5754545454545457)","(10.0, 17.0, 16.34065934065934)","(5.0, 7.4, 7.25)"
05-01-2023 17:27:49.852921,"(13.0, 32.0, 30.421052631578945)","(5.0, 5.6, 5.466666666666667)","(8.5, 13.5, 12.945652173913043)","(6.0, 13.0, 12.40909090909091)","(61.0, 85.0, 65.0)","(2.4, 2.58, 2.57375)","(10.0, 17.0, 15.461538461538462)","(5.0, 7.4, 7.222222222222222)"
05-01-2023 17:27:51.014029,"(13.0, 32.0, 30.96551724137931)","(5.0, 5.5, 5.383333333333333)","(8.5, 13.0, 12.914285714285715)","(6.0, 12.5, 12.40909090909091)","(61.0, 85.0, 65.0)","(2.4, 2.58, 2.57375)","(10.0, 16.5, 15.461538461538462)","(5.0, 7.4, 7.222222222222222)"
05-01-2023 17:27:52.230689,"(13.0, 32.0, 30.235294117647058)","(5.0, 5.5, 5.34375)","(8.5, 13.0, 12.914285714285715)","(6.0, 13.0, 12.716216216216216)","(61.0, 85.0, 65.0)","(2.4, 2.58, 2.5700000000000003)","(10.0, 16.5, 15.625)","(5.0, 7.4, 7.222222222222222)"
05-01-2023 17:27:53.344155,"(14.0, 32.0, 30.96551724137931)","(4.8, 5.5, 5.357142857142857)","(9.0, 13.0, 12.914285714285715)","(6.5, 13.0, 12.716216216216216)","(51.0, 85.0, 65.0)","(2.35, 2.58, 2.569655172413793)","(10.0, 16.5, 15.625)","(5.0, 7.4, 7.222222222222222)"
05-01-2023 17:27:54.492914,"(14.0, 32.0, 31.0)","(4.8, 5.4, 5.323076923076924)","(9.0, 13.0, 12.914285714285715)","(6.5, 13.0, 12.716216216216216)","(51.0, 85.0, 65.0)","(2.35, 2.58, 2.5530434782608697)","(10.0, 16.5, 15.625)","(5.0, 7.4, 7.275)"
05-01-2023 17:27:55.574206,"(14.0, 32.0, 31.032258064516128)","(4.8, 5.4, 5.311111111111112)","(9.0, 13.0, 12.914285714285715)","(6.5, 13.0, 12.716216216216216)","(51.0, 85.0, 65.0)","(2.35, 2.56, 2.5530434782608697)","(10.0, 16.5, 15.625)","(5.0, 7.4, 7.275)"
05-01-2023 17:27:56.723573,"(14.0, 32.0, 30.333333333333332)","(4.8, 5.4, 5.300000000000001)","(9.0, 13.0, 12.914285714285715)","(6.5, 13.0, 12.675675675675675)","(51.0, 85.0, 65.0)","(2.35, 2.56, 2.5527659574468085)","(10.0, 16.5, 15.625)","(5.0, 7.4, 7.275)"
05-01-2023 17:27:57.820954,"(14.0, 32.0, 30.91304347826087)","(4.8, 5.4, 5.3375)","(9.0, 13.0, 12.914285714285715)","(6.5, 12.5, 12.357142857142858)","(51.0, 85.0, 65.0)","(2.35, 2.56, 2.5527659574468085)","(10.0, 16.5, 15.625)","(5.0, 7.4, 7.28)"
05-01-2023 17:27:58.999075,"(14.0, 32.0, 31.2)","(4.8, 5.4, 5.3375)","(9.0, 13.0, 12.914285714285715)","(6.5, 12.5, 12.653846153846153)","(51.0, 85.0, 64.16666666666667)","(2.35, 2.56, 2.550181818181818)","(10.0, 16.5, 15.961538461538462)","(5.0, 7.4, 7.28)"
05-01-2023 17:28:00.185514,"(15.0, 32.0, 31.555555555555557)","(4.8, 5.4, 5.358333333333333)","(9.0, 13.0, 12.914285714285715)","(6.5, 13.0, 12.653846153846153)","(51.0, 85.0, 64.16666666666667)","(2.35, 2.56, 2.550980392156863)","(10.0, 16.5, 15.916666666666666)","(5.0, 7.4, 7.28)"
05-01-2023 17:28:01.322467,"(15.0, 32.0, 31.555555555555557)","(4.8, 5.5, 5.335)","(9.0, 13.0, 12.914285714285715)","(6.5, 13.0, 12.653846153846153)","(51.0, 85.0, 64.16666666666667)","(2.35, 2.56, 2.550980392156863)","(10.0, 16.5, 15.916666666666666)","(5.0, 7.4, 7.28)"
05-01-2023 17:28:02.590548,"(15.0, 32.0, 31.555555555555557)","(4.8, 5.5, 5.395238095238095)","(9.0, 13.0, 12.916666666666666)","(6.5, 13.0, 12.467741935483872)","(51.0, 85.0, 64.16666666666667)","(2.35, 2.56, 2.55)","(10.0, 16.5, 16.026315789473685)","(5.0, 7.4, 7.28)"
05-01-2023 17:28:03.746687,"(15.0, 32.0, 31.555555555555557)","(4.8, 5.5, 5.395238095238095)","(9.0, 13.0, 12.916666666666666)","(6.5, 12.5, 12.467741935483872)","(51.0, 85.0, 71.66666666666667)","(2.35, 2.56, 2.55)","(10.0, 16.5, 16.452380952380953)","(5.0, 7.4, 7.228571428571429)"
05-01-2023 17:28:05.027932,"(15.0, 32.0, 31.6)","(4.8, 5.4, 5.3909090909090915)","(9.0, 13.0, 12.971428571428572)","(6.5, 12.5, 12.467741935483872)","(51.0, 85.0, 71.66666666666667)","(2.35, 2.56, 2.55)","(10.0, 17.5, 16.452380952380953)","(5.0, 7.4, 7.228571428571429)"
05-01-2023 17:28:06.356035,"(15.0, 32.0, 30.875)","(4.8, 5.4, 5.3909090909090915)","(9.0, 13.0, 12.947368421052632)","(6.5, 12.5, 12.467741935483872)","(51.0, 85.0, 71.66666666666667)","(2.35, 2.56, 2.485)","(10.0, 17.5, 16.543478260869566)","(5.0, 7.4, 7.228571428571429)"
05-01-2023 17:28:07.545385,"(15.0, 32.0, 31.0)","(4.8, 5.4, 5.3500000000000005)","(9.0, 13.5, 13.0625)","(6.5, 12.5, 12.571428571428571)","(51.0, 85.0, 72.14285714285714)","(2.35, 2.52, 2.4654545454545453)","(10.0, 17.5, 16.543478260869566)","(5.0, 7.4, 7.228571428571429)"
05-01-2023 17:28:08.630993,"(15.0, 34.0, 30.08695652173913)","(4.8, 5.4, 5.383333333333334)","(9.0, 13.5, 13.0625)","(6.5, 13.0, 12.571428571428571)","(51.0, 85.0, 71.25)","(2.35, 2.52, 2.465)","(10.0, 17.5, 16.6875)","(5.0, 7.4, 7.2615384615384615)"
05-01-2023 17:28:09.776725,"(15.0, 34.0, 30.085106382978722)","(4.8, 5.4, 5.333333333333334)","(9.0, 13.5, 13.1)","(6.5, 13.0, 12.571428571428571)","(51.0, 85.0, 71.25)","(2.35, 2.52, 2.4646153846153847)","(10.0, 17.5, 16.6875)","(5.0, 7.4, 7.24)"
05-01-2023 17:28:10.896729,"(15.0, 34.0, 30.085106382978722)","(4.8, 5.4, 5.375)","(9.0, 13.5, 13.1)","(6.5, 13.0, 12.571428571428571)","(51.0, 85.0, 67.3529411764706)","(2.35, 2.52, 2.4646153846153847)","(10.0, 17.5, 16.46)","(5.0, 7.4, 7.266666666666667)"
05-01-2023 17:28:12.019644,"(15.0, 34.0, 30.244897959183675)","(4.8, 5.3, 5.272222222222222)","(9.0, 13.5, 13.188888888888888)","(6.5, 13.0, 12.571428571428571)","(51.0, 85.0, 67.3529411764706)","(2.35, 2.52, 2.4628571428571426)","(10.0, 17.5, 16.46)","(5.0, 7.4, 7.266666666666667)"
05-01-2023 17:28:13.080243,"(15.0, 34.0, 30.244897959183675)","(4.8, 5.3, 5.272222222222222)","(9.0, 13.5, 13.188888888888888)","(6.5, 13.0, 12.571428571428571)","(51.0, 85.0, 67.3529411764706)","(2.35, 2.52, 2.4892307692307694)","(10.0, 17.5, 16.46)","(5.0, 7.4, 7.266666666666667)"
05-01-2023 17:28:14.222235,"(15.0, 34.0, 31.333333333333332)","(4.8, 5.3, 5.391666666666667)","(9.0, 13.5, 13.188888888888888)","(6.5, 13.0, 12.571428571428571)","(51.0, 80.0, 71.1764705882353)","(2.35, 2.54, 2.49)","(10.0, 17.5, 16.543478260869566)","(5.0, 7.4, 7.434482758620689)"
05-01-2023 17:28:15.344396,"(15.0, 34.0, 31.333333333333332)","(4.8, 5.4, 5.391666666666667)","(9.0, 13.5, 13.188888888888888)","(6.5, 13.0, 12.571428571428571)","(51.0, 80.0, 71.1764705882353)","(2.35, 2.54, 2.49)","(10.0, 17.5, 16.357142857142858)","(5.0, 7.6, 7.278260869565218)"
05-01-2023 17:28:16.497339,"(15.0, 32.0, 31.916666666666668)","(4.8, 5.4, 5.389473684210527)","(9.0, 13.5, 13.245454545454546)","(6.5, 13.0, 12.653846153846153)","(51.0, 80.0, 71.1764705882353)","(2.35, 2.54, 2.473333333333333)","(10.0, 17.5, 16.357142857142858)","(5.0, 7.4, 7.278260869565218)"
05-01-2023 17:28:17.557838,"(15.0, 34.0, 31.333333333333332)","(4.8, 5.4, 5.316666666666667)","(9.0, 13.5, 13.245454545454546)","(6.5, 13.0, 12.653846153846153)","(51.0, 80.0, 76.15384615384616)","(2.35, 2.54, 2.473333333333333)","(10.0, 17.5, 16.357142857142858)","(5.0, 7.4, 7.278260869565218)"
05-01-2023 17:28:18.693377,"(15.0, 34.0, 31.333333333333332)","(4.8, 5.4, 5.316666666666667)","(9.0, 13.5, 13.245454545454546)","(6.5, 13.0, 12.68421052631579)","(51.0, 80.0, 71.66666666666666)","(2.35, 2.54, 2.4690322580645163)","(10.0, 17.5, 16.67948717948718)","(5.0, 7.4, 7.278260869565218)"
05-01-2023 17:28:20.032053,"(15.0, 34.0, 31.47945205479452)","(4.8, 5.4, 5.375)","(9.0, 13.5, 13.245454545454546)","(6.5, 13.0, 12.68421052631579)","(51.0, 80.0, 66.76470588235294)","(2.35, 2.48, 2.4466666666666668)","(10.0, 17.5, 16.814285714285713)","(5.0, 7.4, 7.278260869565218)"
05-01-2023 17:28:21.206916,"(15.0, 34.0, 31.47945205479452)","(4.8, 5.5, 5.414285714285715)","(9.0, 13.5, 13.245454545454546)","(6.5, 13.0, 12.68421052631579)","(51.0, 80.0, 66.76470588235294)","(2.35, 2.48, 2.448888888888889)","(10.0, 17.5, 16.67948717948718)","(5.0, 7.4, 7.278260869565218)"
05-01-2023 17:28:22.426598,"(15.0, 34.0, 31.47945205479452)","(4.8, 5.6, 5.414285714285715)","(9.0, 13.5, 13.245454545454546)","(6.5, 13.0, 12.68421052631579)","(51.0, 80.0, 65.52631578947368)","(2.35, 2.48, 2.448888888888889)","(10.0, 17.5, 16.67948717948718)","(5.0, 7.4, 7.376470588235295)"
05-01-2023 17:28:23.615165,"(15.0, 34.0, 31.47945205479452)","(4.8, 5.6, 5.411764705882353)","(9.0, 13.5, 13.245454545454546)","(6.5, 13.0, 12.68421052631579)","(51.0, 80.0, 65.52631578947368)","(2.35, 2.48, 2.4433333333333334)","(10.0, 17.5, 16.67948717948718)","(5.0, 7.4, 7.378947368421053)"
05-01-2023 17:28:24.890278,"(15.0, 34.0, 31.641025641025642)","(4.8, 5.6, 5.411764705882353)","(9.0, 13.5, 13.245454545454546)","(6.5, 13.0, 12.68421052631579)","(51.0, 80.0, 66.11111111111111)","(2.35, 2.46, 2.4433333333333334)","(10.0, 17.5, 16.67948717948718)","(5.0, 7.4, 7.378947368421053)"
05-01-2023 17:28:25.991727,"(15.0, 34.0, 31.662337662337663)","(4.8, 5.6, 5.406060606060606)","(9.0, 13.5, 13.232142857142858)","(6.5, 13.0, 12.545454545454545)","(51.0, 80.0, 74.0)","(2.35, 2.46, 2.4299999999999997)","(10.0, 17.5, 16.86842105263158)","(5.0, 7.4, 7.3315789473684205)"
05-01-2023 17:28:27.167874,"(16.0, 34.0, 33.368421052631575)","(4.8, 5.5, 5.42)","(9.0, 13.5, 13.232142857142858)","(6.5, 13.0, 12.545454545454545)","(51.0, 80.0, 64.66666666666667)","(2.35, 2.44, 2.3979999999999997)","(11.0, 17.5, 16.647058823529413)","(5.0, 7.6, 7.3315789473684205)"
05-01-2023 17:28:28.345943,"(16.0, 34.0, 33.878787878787875)","(4.8, 5.5, 5.40625)","(9.0, 13.5, 13.232142857142858)","(6.5, 13.0, 12.545454545454545)","(51.0, 80.0, 64.66666666666667)","(2.35, 2.44, 2.4076923076923076)","(11.0, 17.0, 16.11111111111111)","(5.0, 7.6, 7.3315789473684205)"
05-01-2023 17:28:29.575267,"(16.0, 34.0, 33.857142857142854)","(4.8, 5.5, 5.333333333333333)","(9.0, 13.5, 13.232142857142858)","(6.5, 13.0, 12.545454545454545)","(51.0, 80.0, 64.66666666666667)","(2.35, 2.44, 2.4059999999999997)","(11.0, 17.0, 16.25)","(5.0, 7.6, 7.2625)"
05-01-2023 17:28:30.889316,"(16.0, 34.0, 33.87096774193549)","(4.8, 5.5, 5.333333333333333)","(9.0, 13.5, 13.232142857142858)","(6.5, 13.0, 12.545454545454545)","(51.0, 80.0, 64.66666666666667)","(2.35, 2.44, 2.4059999999999997)","(11.0, 17.0, 16.25)","(5.0, 7.6, 7.2785714285714285)"
05-01-2023 17:28:32.017143,"(16.0, 34.0, 33.857142857142854)","(4.8, 5.4, 5.300000000000001)","(9.0, 13.5, 13.227272727272727)","(6.5, 13.0, 12.583333333333334)","(51.0, 80.0, 62.758620689655174)","(2.35, 2.44, 2.4052631578947365)","(11.0, 17.0, 16.2)","(5.0, 7.6, 7.2785714285714285)"
05-01-2023 17:28:33.193979,"(16.0, 34.0, 33.857142857142854)","(4.8, 5.4, 5.257142857142857)","(9.0, 13.5, 13.227272727272727)","(6.5, 13.0, 12.583333333333334)","(51.0, 80.0, 62.758620689655174)","(2.35, 2.44, 2.404444444444444)","(11.0, 17.0, 16.614285714285714)","(5.0, 7.6, 7.2785714285714285)"
05-01-2023 17:28:34.307529,"(16.0, 34.0, 33.857142857142854)","(4.8, 5.4, 5.257142857142857)","(9.0, 13.5, 13.227272727272727)","(6.5, 13.0, 12.583333333333334)","(51.0, 80.0, 62.758620689655174)","(2.35, 2.42, 2.396923076923077)","(11.0, 17.0, 16.8)","(5.0, 7.6, 7.2785714285714285)"
05-01-2023 17:28:35.440285,"(16.0, 34.0, 33.857142857142854)","(4.8, 5.4, 5.257142857142857)","(9.0, 13.5, 13.227272727272727)","(6.5, 13.0, 12.583333333333334)","(51.0, 80.0, 60.76923076923077)","(2.35, 2.42, 2.4033333333333333)","(11.0, 17.0, 16.7)","(5.0, 7.6, 7.2785714285714285)"
05-01-2023 17:28:36.576131,"(16.0, 34.0, 33.857142857142854)","(4.8, 5.4, 5.257142857142857)","(9.0, 13.5, 13.351063829787234)","(6.5, 13.0, 12.538461538461538)","(51.0, 80.0, 60.74074074074074)","(2.3, 2.42, 2.4033333333333333)","(11.0, 17.0, 16.09090909090909)","(5.0, 7.6, 7.279999999999999)"
05-01-2023 17:28:37.687818,"(16.0, 34.0, 32.91891891891892)","(4.8, 5.4, 5.257142857142857)","(9.0, 14.0, 13.8)","(6.5, 13.0, 12.538461538461538)","(51.0, 80.0, 60.74074074074074)","(2.3, 2.42, 2.4033333333333333)","(11.0, 17.0, 16.09090909090909)","(5.0, 7.6, 7.3500000000000005)"
05-01-2023 17:28:38.723239,"(16.0, 34.0, 33.375)","(4.8, 5.5, 5.269230769230769)","(9.0, 14.0, 13.8125)","(6.5, 13.0, 12.538461538461538)","(51.0, 80.0, 61.37931034482759)","(2.3, 2.42, 2.4171428571428573)","(11.0, 17.0, 16.166666666666668)","(5.0, 7.4, 7.3500000000000005)"
05-01-2023 17:28:39.783170,"(16.0, 34.0, 32.91891891891892)","(4.8, 5.5, 5.269230769230769)","(9.0, 14.0, 13.8125)","(6.5, 13.0, 12.538461538461538)","(51.0, 80.0, 61.37931034482759)","(2.3, 2.42, 2.415)","(11.0, 17.0, 16.09090909090909)","(5.0, 7.4, 7.266666666666667)"
05-01-2023 17:28:40.832834,"(16.0, 34.0, 32.91891891891892)","(4.8, 5.5, 5.269230769230769)","(9.0, 14.0, 13.8125)","(6.5, 13.0, 12.538461538461538)","(51.0, 80.0, 61.37931034482759)","(2.3, 2.42, 2.415)","(11.0, 17.0, 16.09090909090909)","(5.0, 7.4, 7.266666666666667)"
05-01-2023 17:28:41.989596,"(16.0, 34.0, 32.91891891891892)","(4.8, 5.5, 5.3125)","(9.0, 14.0, 13.911764705882353)","(6.5, 13.0, 12.538461538461538)","(51.0, 80.0, 61.42857142857143)","(2.3, 2.42, 2.4175)","(11.0, 17.0, 16.693877551020407)","(5.0, 7.4, 7.283333333333333)"
05-01-2023 17:28:43.399129,"(16.0, 34.0, 32.8421052631579)","(4.8, 5.5, 5.3090909090909095)","(9.0, 14.0, 13.931818181818182)","(6.5, 13.0, 12.538461538461538)","(51.0, 80.0, 61.42857142857143)","(2.3, 2.42, 2.418181818181818)","(11.0, 17.0, 16.829545454545453)","(5.0, 7.4, 7.283333333333333)"
05-01-2023 17:28:44.612027,"(16.0, 34.0, 32.8421052631579)","(4.8, 5.4, 5.3090909090909095)","(9.0, 14.0, 13.931818181818182)","(6.5, 13.0, 12.538461538461538)","(51.0, 80.0, 66.66666666666667)","(2.3, 2.42, 2.418181818181818)","(11.0, 17.0, 16.166666666666668)","(5.0, 7.4, 7.272)"
05-01-2023 17:28:45.727540,"(16.0, 34.0, 32.8421052631579)","(4.8, 5.4, 5.3090909090909095)","(9.0, 14.0, 13.931818181818182)","(6.5, 13.0, 12.538461538461538)","(51.0, 70.0, 66.66666666666667)","(2.3, 2.42, 2.418181818181818)","(11.0, 17.0, 16.071428571428573)","(5.0, 7.4, 7.272)"
05-01-2023 17:28:47.000423,"(16.0, 34.0, 32.8421052631579)","(4.8, 5.6, 5.463636363636364)","(9.0, 14.0, 13.931818181818182)","(6.5, 13.0, 12.538461538461538)","(51.0, 70.0, 66.66666666666667)","(2.3, 2.42, 2.4166666666666665)","(11.0, 17.0, 16.071428571428573)","(5.0, 7.4, 7.272)"
05-01-2023 17:28:48.199339,"(16.0, 34.0, 32.8421052631579)","(4.8, 5.6, 5.457142857142857)","(9.0, 14.0, 13.984848484848484)","(6.5, 13.0, 12.538461538461538)","(51.0, 70.0, 66.66666666666667)","(2.3, 2.42, 2.4166666666666665)","(11.0, 17.0, 16.27777777777778)","(5.0, 7.4, 7.272)"
05-01-2023 17:28:49.334651,"(16.0, 34.0, 32.8421052631579)","(4.8, 5.6, 5.457142857142857)","(9.0, 14.0, 13.984848484848484)","(6.5, 13.0, 12.538461538461538)","(51.0, 70.0, 66.66666666666667)","(2.3, 2.42, 2.4166666666666665)","(11.0, 17.0, 16.27777777777778)","(5.0, 7.4, 7.272)"
05-01-2023 17:28:50.491739,"(16.0, 34.0, 32.8421052631579)","(4.8, 5.6, 5.455172413793104)","(9.0, 14.0, 13.984848484848484)","(6.5, 13.0, 12.411764705882353)","(51.0, 70.0, 66.66666666666667)","(2.3, 2.42, 2.4166666666666665)","(11.0, 17.0, 16.27777777777778)","(5.0, 7.4, 7.272)"
05-01-2023 17:28:51.612889,"(16.0, 34.0, 32.8421052631579)","(4.8, 5.6, 5.455172413793104)","(9.0, 14.0, 13.984848484848484)","(6.5, 13.0, 12.411764705882353)","(51.0, 70.0, 66.66666666666667)","(2.3, 2.42, 2.4166666666666665)","(11.0, 17.0, 16.1875)","(5.0, 7.4, 7.272)"
05-01-2023 17:28:52.661460,"(16.0, 34.0, 32.97674418604651)","(4.8, 5.6, 5.455172413793104)","(9.0, 14.0, 13.984848484848484)","(6.5, 13.0, 12.411764705882353)","(51.0, 80.0, 60.625)","(2.3, 2.42, 2.416923076923077)","(11.0, 17.0, 16.1875)","(5.0, 7.4, 7.272)"
05-01-2023 17:28:53.785140,"(16.0, 34.0, 32.97674418604651)","(4.8, 5.6, 5.455172413793104)","(9.0, 14.0, 13.988372093023255)","(6.5, 13.0, 12.411764705882353)","(51.0, 80.0, 65.0)","(2.3, 2.44, 2.424444444444444)","(11.0, 17.0, 16.38095238095238)","(5.0, 7.4, 7.224)"
05-01-2023 17:28:54.834680,"(16.0, 34.0, 32.97674418604651)","(4.8, 5.5, 5.4)","(9.0, 14.0, 13.977272727272727)","(6.5, 13.0, 12.538461538461538)","(51.0, 70.0, 65.0)","(2.3, 2.44, 2.424444444444444)","(11.0, 17.0, 16.5)","(5.0, 7.4, 7.242857142857143)"
05-01-2023 17:28:55.976588,"(16.0, 34.0, 32.97674418604651)","(4.8, 5.5, 5.341176470588235)","(9.0, 14.0, 13.977272727272727)","(6.5, 13.0, 12.5)","(51.0, 70.0, 65.0)","(2.3, 2.44, 2.424444444444444)","(11.0, 17.0, 16.38095238095238)","(5.0, 7.4, 7.2956521739130435)"
05-01-2023 17:28:57.069781,"(16.0, 34.0, 32.97674418604651)","(4.8, 5.5, 5.341176470588235)","(9.0, 14.0, 13.977272727272727)","(6.5, 13.0, 12.538461538461538)","(51.0, 70.0, 61.666666666666664)","(2.3, 2.44, 2.4314285714285715)","(11.0, 17.0, 16.38095238095238)","(5.0, 7.4, 7.2956521739130435)"
05-01-2023 17:28:58.274972,"(17.0, 34.0, 32.97674418604651)","(4.8, 5.5, 5.341176470588235)","(9.0, 14.0, 13.977272727272727)","(6.5, 13.0, 12.538461538461538)","(51.0, 65.0, 65.0)","(2.3, 2.44, 2.4314285714285715)","(11.0, 17.0, 16.444444444444443)","(5.0, 7.4, 7.2956521739130435)"
05-01-2023 17:28:59.496929,"(17.0, 34.0, 32.97674418604651)","(4.8, 5.5, 5.341176470588235)","(9.0, 14.0, 13.977777777777778)","(6.5, 13.0, 12.538461538461538)","(51.0, 70.0, 60.666666666666664)","(2.3, 2.44, 2.424444444444444)","(11.0, 17.0, 16.444444444444443)","(5.0, 7.4, 7.2956521739130435)"
05-01-2023 17:29:00.794045,"(17.0, 34.0, 32.97674418604651)","(4.8, 5.5, 5.341176470588235)","(9.0, 14.0, 13.977777777777778)","(6.5, 13.0, 12.8125)","(51.0, 80.0, 60.666666666666664)","(2.3, 2.44, 2.424444444444444)","(11.0, 17.0, 16.35)","(5.0, 7.4, 7.3578947368421055)"
05-01-2023 17:29:02.145636,"(17.0, 34.0, 32.97674418604651)","(4.8, 5.5, 5.341176470588235)","(9.0, 14.0, 13.977777777777778)","(6.5, 13.0, 12.875)","(51.0, 80.0, 61.15384615384615)","(2.3, 2.44, 2.4393548387096775)","(11.0, 17.0, 16.35)","(5.0, 7.4, 7.3578947368421055)"
05-01-2023 17:29:03.323769,"(17.0, 34.0, 32.97674418604651)","(4.8, 5.5, 5.341176470588235)","(9.0, 14.0, 13.977272727272727)","(6.5, 13.0, 12.884615384615385)","(51.0, 75.0, 61.15384615384615)","(2.3, 2.44, 2.4393548387096775)","(11.0, 17.0, 16.35)","(5.0, 7.4, 7.3578947368421055)"
05-01-2023 17:29:04.583737,"(17.0, 34.0, 32.97674418604651)","(4.8, 5.5, 5.341176470588235)","(9.0, 14.0, 13.977272727272727)","(6.5, 13.0, 12.884615384615385)","(51.0, 75.0, 61.15384615384615)","(2.3, 2.44, 2.4393548387096775)","(11.0, 17.0, 16.35)","(5.0, 7.4, 7.3578947368421055)"
05-01-2023 17:29:06.134440,"(17.0, 34.0, 32.8421052631579)","(4.8, 5.5, 5.341176470588235)","(9.0, 14.0, 13.977272727272727)","(6.5, 13.0, 12.884615384615385)","(51.0, 75.0, 61.666666666666664)","(2.3, 2.44, 2.4393548387096775)","(11.0, 17.0, 16.35)","(5.0, 7.4, 7.3578947368421055)"
05-01-2023 17:29:07.886922,"(17.0, 34.0, 32.8421052631579)","(4.8, 5.5, 5.341176470588235)","(9.0, 14.0, 13.8)","(6.5, 13.0, 12.884615384615385)","(51.0, 75.0, 61.666666666666664)","(2.3, 2.44, 2.4393548387096775)","(11.0, 17.0, 16.35)","(5.0, 7.4, 7.3578947368421055)"
05-01-2023 17:29:09.555348,"(17.0, 34.0, 32.8421052631579)","(4.8, 5.5, 5.257142857142857)","(9.0, 14.0, 13.784615384615385)","(6.5, 13.0, 12.884615384615385)","(51.0, 75.0, 61.666666666666664)","(2.3, 2.44, 2.4393548387096775)","(11.0, 17.0, 16.35)","(5.0, 7.4, 7.3578947368421055)"
05-01-2023 17:29:10.914806,"(19.0, 34.0, 32.8421052631579)","(4.6, 5.4, 5.257142857142857)","(9.0, 14.0, 13.784615384615385)","(7.5, 13.0, 12.884615384615385)","(51.0, 75.0, 61.07142857142857)","(2.15, 2.44, 2.4393548387096775)","(11.0, 17.0, 16.35)","(5.0, 7.4, 7.3578947368421055)"
05-01-2023 17:29:12.235358,"(19.0, 34.0, 32.8421052631579)","(4.6, 5.4, 5.257142857142857)","(9.0, 14.0, 13.784615384615385)","(7.5, 13.0, 12.884615384615385)","(51.0, 75.0, 61.07142857142857)","(2.15, 2.44, 2.4299999999999997)","(11.0, 17.0, 16.35)","(5.0, 7.4, 7.3578947368421055)"
05-01-2023 17:29:13.486313,"(19.0, 32.0, 31.82758620689655)","(4.6, 5.4, 5.257142857142857)","(9.0, 14.0, 13.784615384615385)","(7.5, 13.0, 12.884615384615385)","(51.0, 75.0, 60.9375)","(2.15, 2.46, 2.428)","(11.0, 17.0, 16.35)","(5.0, 7.4, 7.3578947368421055)"
