,Tiggys Em,Blackpool Blade,Rebels Spark,Son Of Cecil,Morning Lily,Nineteen Crimes,Inga Sally,Chloes Comet
12-01-2023 16:42:16.214478,"(21.0, 85.0, 52.25)","(4.0, 6.4, 5.453571428571429)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:17.344578,"(21.0, 85.0, 52.25)","(4.0, 6.4, 5.453571428571429)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:18.840386,"(21.0, 85.0, 52.25)","(4.0, 6.4, 5.453571428571429)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:20.322621,"(21.0, 85.0, 52.25)","(4.0, 6.4, 5.453571428571429)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:21.725916,"(21.0, 85.0, 52.25)","(4.0, 6.4, 5.453571428571429)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:22.908327,"(21.0, 85.0, 52.25)","(4.0, 6.4, 5.453571428571429)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:24.107689,"(21.0, 85.0, 52.25)","(4.0, 6.4, 5.453571428571429)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:25.294157,"(21.0, 85.0, 52.25)","(4.0, 6.4, 5.453571428571429)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:26.502551,"(21.0, 85.0, 52.25)","(4.0, 6.4, 5.453571428571429)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:27.676107,"(21.0, 85.0, 52.25)","(4.0, 6.4, 5.453571428571429)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:28.966629,"(21.0, 85.0, 52.25)","(4.0, 6.4, 5.453571428571429)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:30.170088,"(21.0, 85.0, 52.25)","(4.0, 6.4, 5.453571428571429)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:31.405961,"(21.0, 85.0, 52.25)","(4.0, 6.4, 5.453571428571429)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:32.557098,"(21.0, 85.0, 52.25)","(4.0, 6.4, 5.453571428571429)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:33.781579,"(21.0, 85.0, 52.25)","(4.0, 6.4, 5.453571428571429)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:35.035571,"(21.0, 85.0, 52.25)","(4.0, 6.4, 5.453571428571429)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:36.291805,"(21.0, 85.0, 52.25)","(4.0, 6.4, 5.453571428571429)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:37.586066,"(21.0, 85.0, 52.25)","(4.0, 6.4, 5.453571428571429)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:38.841692,"(21.0, 85.0, 52.25)","(4.0, 6.4, 5.453571428571429)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:40.122429,"(21.0, 85.0, 44.69230769230769)","(4.0, 6.4, 5.453571428571429)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:41.230760,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 5.453571428571429)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:42.708099,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 5.453571428571429)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:44.008133,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 5.453571428571429)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:45.173621,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 5.453571428571429)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:46.359439,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 5.453571428571429)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:47.876673,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:49.346284,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:50.819214,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:52.214486,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:53.633429,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:55.129544,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:56.891047,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:58.660448,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:42:59.924453,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:01.149459,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:02.434299,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:03.611031,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:05.002466,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:06.422344,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:07.645136,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:08.796275,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:09.915944,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:11.174325,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:12.469967,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:13.800534,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:15.105332,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:16.530102,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:17.834589,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:19.162674,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:20.354034,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:21.633786,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:22.923851,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:24.189688,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:25.771132,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:27.125506,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:28.409470,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:29.737979,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:30.987395,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:32.207877,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:33.402603,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:34.589311,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:35.755663,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:36.976729,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:38.148477,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:39.257063,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 20.625)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:40.367491,"(21.0, 85.0, 37.72727272727273)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 12.0)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:41.512214,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:42.780395,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:44.086113,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:45.241346,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:46.562314,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:47.767071,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:49.055321,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:50.337035,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:51.527514,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:52.775497,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:53.887344,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:55.079857,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:56.261142,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:57.435026,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:58.622157,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
12-01-2023 16:43:59.807734,"(21.0, 85.0, 52.25)","(4.0, 6.4, 4.627272727272727)","(5.0, 7.6, 5.3500000000000005)","(7.5, 14.0, 13.314285714285713)","(5.0, 7.6, 7.02)","(5.0, 8.2, 7.616666666666665)","(11.0, 24.0, 22.833333333333336)","(5.0, 7.6, 5.266666666666667)"
