,Jayville Glory,Irenes A Star,She Has Zip,All Inn Ryder,Funky Felix,Dimes Ambition,Forcefully,La La Nebraska
15-12-2022 11:46:42.204495,"(5.5, 12.0, 10.5)","(3.4, 5.4, 4.640000000000001)","(7.0, 9.4, 8.714285714285714)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.399999999999999)","(4.8, 5.5, 5.130769230769231)","(9.0, 18.0, 15.5)"
15-12-2022 11:46:43.290557,"(5.5, 12.0, 10.5)","(3.4, 5.4, 4.640000000000001)","(7.0, 10.0, 9.25)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 13.5)","(4.8, 5.5, 5.069230769230769)","(9.0, 17.0, 15.5)"
15-12-2022 11:46:44.328471,"(5.5, 12.0, 10.5)","(3.4, 5.4, 4.640000000000001)","(7.0, 10.0, 9.25)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.755555555555555)","(4.8, 5.5, 5.069230769230769)","(9.0, 17.0, 15.333333333333332)"
15-12-2022 11:46:45.298784,"(5.5, 12.0, 10.5)","(3.4, 5.4, 4.640000000000001)","(7.0, 10.0, 9.25)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.755555555555555)","(4.8, 5.5, 5.130769230769231)","(9.0, 17.5, 15.5)"
15-12-2022 11:46:46.265105,"(5.5, 12.0, 10.5)","(3.4, 5.4, 4.640000000000001)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.755555555555555)","(4.8, 5.5, 5.130769230769231)","(9.0, 17.0, 15.5)"
15-12-2022 11:46:47.228773,"(5.5, 12.0, 10.5)","(3.4, 5.4, 4.640000000000001)","(7.0, 11.0, 10.35)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.755555555555555)","(4.8, 5.5, 5.130769230769231)","(9.0, 17.0, 15.5)"
15-12-2022 11:46:48.184883,"(5.5, 12.0, 10.5)","(3.4, 5.4, 4.640000000000001)","(7.0, 11.0, 10.35)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.755555555555555)","(4.8, 5.5, 5.069230769230769)","(9.0, 17.0, 15.5)"
15-12-2022 11:46:49.170541,"(5.5, 12.0, 10.5)","(3.4, 5.4, 4.640000000000001)","(7.0, 11.0, 10.35)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.755555555555555)","(4.8, 5.5, 5.069230769230769)","(9.0, 17.0, 15.5)"
15-12-2022 11:46:50.191634,"(5.5, 12.0, 10.5)","(3.4, 5.4, 4.640000000000001)","(7.0, 11.0, 10.35)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.755555555555555)","(4.8, 5.4, 5.030769230769231)","(9.0, 17.0, 15.5)"
15-12-2022 11:46:51.210176,"(5.5, 12.0, 10.5)","(3.4, 5.4, 4.640000000000001)","(7.0, 11.0, 10.35)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.755555555555555)","(4.8, 5.4, 5.092307692307693)","(9.0, 17.0, 15.5)"
15-12-2022 11:46:52.235437,"(5.5, 12.0, 10.5)","(3.4, 5.4, 4.314285714285714)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.755555555555555)","(4.8, 5.4, 5.092307692307693)","(9.0, 17.0, 15.5)"
15-12-2022 11:46:53.293792,"(5.5, 12.0, 10.5)","(3.4, 5.4, 3.7600000000000002)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.755555555555555)","(4.8, 5.4, 5.092307692307693)","(9.0, 17.0, 15.5)"
15-12-2022 11:46:54.353673,"(5.5, 12.0, 10.5)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.755555555555555)","(4.8, 5.4, 5.030769230769231)","(9.0, 17.0, 15.5)"
15-12-2022 11:46:55.417205,"(5.5, 12.0, 10.5)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.755555555555555)","(4.8, 5.4, 5.030769230769231)","(9.0, 17.0, 15.5)"
15-12-2022 11:46:56.613522,"(5.5, 12.0, 10.5)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.755555555555555)","(4.8, 5.4, 5.092307692307693)","(9.0, 17.0, 15.5)"
15-12-2022 11:46:57.710979,"(5.5, 12.0, 10.5)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.755555555555555)","(4.8, 5.4, 5.092307692307693)","(9.0, 17.0, 15.5)"
15-12-2022 11:46:58.754922,"(5.5, 12.0, 10.5)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.755555555555555)","(4.8, 5.8, 5.65)","(9.0, 17.0, 15.5)"
15-12-2022 11:46:59.811803,"(5.5, 12.0, 10.5)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.755555555555555)","(4.8, 5.8, 5.633333333333333)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:00.789586,"(5.5, 12.0, 10.5)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.755555555555555)","(4.8, 5.8, 5.65)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:02.067103,"(5.5, 12.0, 10.5)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.755555555555555)","(4.8, 5.8, 5.65)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:03.210367,"(5.5, 12.0, 10.5)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.755555555555555)","(4.8, 5.8, 5.65)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:04.299101,"(5.5, 12.0, 10.5)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.755555555555555)","(4.8, 5.8, 5.633333333333333)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:05.429047,"(5.5, 12.0, 10.5)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.755555555555555)","(4.8, 5.8, 5.633333333333333)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:06.571582,"(5.5, 12.0, 10.5)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.755555555555555)","(4.8, 5.8, 5.633333333333333)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:07.627560,"(5.5, 12.0, 10.5)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 13.5)","(4.8, 5.8, 5.65)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:08.690880,"(5.5, 12.0, 10.5)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 13.5)","(4.8, 5.8, 5.65)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:09.888917,"(5.5, 12.0, 8.571428571428571)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.933333333333334)","(4.8, 5.8, 5.65)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:11.022285,"(5.5, 12.0, 8.571428571428571)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.933333333333334)","(4.8, 5.8, 5.633333333333333)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:12.091319,"(5.5, 11.5, 7.65)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.933333333333334)","(4.8, 5.8, 5.633333333333333)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:13.297848,"(5.5, 11.5, 7.65)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.933333333333334)","(4.8, 5.8, 5.633333333333333)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:14.616632,"(5.5, 11.5, 7.65)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.933333333333334)","(4.8, 5.8, 5.633333333333333)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:15.833400,"(5.5, 11.5, 7.65)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.933333333333334)","(4.8, 5.8, 5.65)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:17.015208,"(5.5, 11.5, 7.65)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 9.933333333333334)","(4.8, 5.8, 5.65)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:18.205291,"(5.5, 11.5, 7.65)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 13.5)","(4.8, 5.8, 5.65)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:19.356963,"(5.5, 11.0, 7.666666666666667)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 13.5)","(4.8, 5.8, 5.65)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:20.441437,"(5.5, 11.0, 7.666666666666667)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 13.5)","(4.8, 5.8, 5.65)","(9.0, 17.0, 15.125)"
15-12-2022 11:47:21.432173,"(5.5, 11.0, 7.666666666666667)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 13.5)","(4.8, 5.8, 5.65)","(9.0, 16.5, 15.125)"
15-12-2022 11:47:22.460325,"(5.5, 11.0, 7.666666666666667)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 10.11111111111111)","(4.8, 5.8, 5.633333333333333)","(9.0, 16.5, 15.125)"
15-12-2022 11:47:23.574985,"(5.5, 11.0, 7.666666666666667)","(3.4, 5.4, 4.488888888888889)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 10.11111111111111)","(4.8, 5.8, 5.633333333333333)","(9.0, 16.5, 15.125)"
15-12-2022 11:47:24.661866,"(5.5, 11.0, 7.666666666666667)","(3.4, 5.4, 4.672727272727273)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 10.11111111111111)","(4.8, 5.8, 5.65)","(9.0, 16.5, 15.125)"
15-12-2022 11:47:25.848238,"(5.5, 11.0, 7.666666666666667)","(3.4, 5.4, 4.285714285714286)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 10.11111111111111)","(4.8, 5.8, 5.65)","(9.0, 16.5, 15.125)"
15-12-2022 11:47:27.088407,"(5.5, 11.5, 10.125)","(3.4, 5.4, 4.62)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 10.11111111111111)","(4.8, 5.8, 5.65)","(9.0, 16.5, 15.125)"
15-12-2022 11:47:28.233380,"(5.5, 11.5, 10.125)","(3.4, 5.4, 4.62)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 10.11111111111111)","(4.8, 5.8, 5.65)","(9.0, 16.5, 15.125)"
15-12-2022 11:47:29.427790,"(5.5, 11.5, 10.125)","(3.4, 5.4, 4.62)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 10.11111111111111)","(4.8, 5.8, 5.65)","(9.0, 16.5, 15.125)"
15-12-2022 11:47:30.565990,"(5.5, 11.5, 10.125)","(3.4, 5.4, 4.62)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 10.11111111111111)","(4.8, 5.8, 5.65)","(9.0, 16.5, 15.5)"
15-12-2022 11:47:31.624248,"(5.5, 11.5, 10.125)","(3.4, 5.4, 4.62)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 10.11111111111111)","(4.8, 5.8, 5.633333333333333)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:32.631043,"(5.5, 11.5, 10.125)","(3.4, 5.4, 4.62)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 10.11111111111111)","(4.8, 5.8, 5.633333333333333)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:33.676362,"(5.5, 11.5, 10.125)","(3.4, 5.4, 4.62)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 10.11111111111111)","(4.8, 5.8, 5.633333333333333)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:34.708023,"(5.5, 11.5, 10.125)","(3.4, 5.4, 4.62)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 10.11111111111111)","(4.8, 5.8, 5.633333333333333)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:35.807297,"(5.5, 11.5, 10.125)","(3.4, 5.4, 4.62)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 10.11111111111111)","(4.8, 5.8, 5.6875)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:37.013369,"(5.5, 11.5, 10.125)","(3.4, 5.4, 4.62)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 10.11111111111111)","(4.8, 5.8, 5.6875)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:38.165487,"(5.5, 11.5, 10.125)","(3.4, 5.4, 4.62)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 13.5)","(4.8, 5.8, 5.633333333333333)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:39.347459,"(5.5, 11.5, 10.125)","(3.4, 5.4, 4.62)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 10.288888888888888)","(4.8, 5.8, 5.633333333333333)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:40.509525,"(5.5, 11.5, 10.125)","(3.4, 5.4, 4.62)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 10.288888888888888)","(4.8, 5.8, 5.65)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:41.639982,"(5.5, 11.5, 10.125)","(3.4, 5.4, 4.62)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 10.288888888888888)","(4.8, 5.8, 5.65)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:42.690717,"(5.5, 11.5, 10.125)","(3.4, 5.4, 4.62)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 10.288888888888888)","(4.8, 5.8, 5.65)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:43.806914,"(5.5, 11.5, 10.125)","(3.4, 5.4, 4.62)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.966666666666667)","(7.0, 19.0, 10.288888888888888)","(4.8, 5.8, 5.65)","(9.0, 17.0, 15.5)"
15-12-2022 11:47:44.880645,"(5.5, 11.5, 8.85)","(3.4, 5.4, 3.88)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 15.15625)","(7.0, 19.0, 11.16)","(4.8, 5.8, 5.688888888888888)","(9.0, 17.0, 15.666666666666666)"
15-12-2022 11:47:46.012018,"(5.5, 11.5, 8.85)","(3.4, 5.4, 3.88)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.5)","(7.0, 19.0, 11.16)","(4.8, 5.8, 5.683333333333334)","(9.0, 17.0, 15.666666666666666)"
15-12-2022 11:47:47.126140,"(5.5, 11.5, 8.85)","(3.4, 5.4, 3.88)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 14.5)","(7.0, 19.0, 13.823529411764707)","(4.8, 5.8, 5.683333333333334)","(9.0, 17.0, 15.666666666666666)"
15-12-2022 11:47:48.204023,"(5.5, 11.5, 8.85)","(3.4, 5.4, 3.88)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 13.8)","(7.0, 19.0, 11.16)","(4.8, 5.8, 5.683333333333334)","(9.0, 17.0, 15.666666666666666)"
15-12-2022 11:47:49.321046,"(5.5, 11.5, 8.85)","(3.4, 5.4, 3.88)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 13.8)","(7.0, 19.0, 11.16)","(4.8, 5.8, 5.688888888888888)","(9.0, 17.0, 15.666666666666666)"
15-12-2022 11:47:50.374838,"(5.5, 11.5, 8.85)","(3.4, 5.4, 3.88)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 13.8)","(7.0, 19.0, 11.16)","(4.8, 5.8, 5.683333333333334)","(9.0, 17.0, 15.277777777777779)"
15-12-2022 11:47:51.490375,"(5.5, 11.5, 8.85)","(3.4, 5.4, 3.88)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 18.0, 12.285714285714286)","(7.0, 19.0, 11.16)","(4.8, 5.8, 5.683333333333334)","(9.0, 16.5, 15.277777777777779)"
15-12-2022 11:47:52.646363,"(5.5, 11.5, 8.85)","(3.4, 5.4, 3.88)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 17.0, 12.285714285714286)","(7.0, 19.0, 11.16)","(4.8, 5.8, 5.683333333333334)","(9.0, 16.5, 14.928571428571429)"
15-12-2022 11:47:54.022665,"(5.5, 11.5, 8.85)","(3.4, 5.4, 3.88)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 17.0, 12.285714285714286)","(7.0, 19.0, 11.16)","(4.8, 5.8, 5.683333333333334)","(9.0, 16.5, 14.928571428571429)"
15-12-2022 11:47:55.378151,"(5.5, 11.5, 8.85)","(3.4, 5.4, 3.88)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 17.0, 12.285714285714286)","(7.0, 19.0, 11.16)","(4.8, 5.8, 5.688888888888888)","(9.0, 16.5, 14.928571428571429)"
15-12-2022 11:47:56.671175,"(5.5, 11.5, 8.85)","(3.4, 5.4, 3.88)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 17.0, 12.285714285714286)","(7.0, 19.0, 11.16)","(4.8, 5.8, 5.688888888888888)","(9.0, 16.5, 14.928571428571429)"
15-12-2022 11:47:57.998860,"(5.5, 11.5, 8.85)","(3.4, 5.4, 3.88)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 17.0, 12.285714285714286)","(7.0, 19.0, 11.16)","(4.8, 5.8, 5.683333333333334)","(9.0, 16.5, 14.928571428571429)"
15-12-2022 11:47:59.428578,"(5.5, 11.5, 8.85)","(3.4, 5.4, 3.88)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 17.0, 12.7)","(7.0, 19.0, 13.823529411764707)","(4.8, 5.8, 5.683333333333334)","(9.0, 16.5, 14.928571428571429)"
15-12-2022 11:48:00.785435,"(5.5, 11.5, 8.85)","(3.4, 5.4, 3.88)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 17.5, 12.875)","(7.0, 19.0, 11.16)","(4.8, 5.8, 5.688888888888888)","(9.0, 16.5, 14.928571428571429)"
15-12-2022 11:48:02.154052,"(5.5, 11.5, 8.85)","(3.4, 5.4, 3.88)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 17.0, 12.875)","(7.0, 19.0, 11.16)","(4.8, 5.8, 5.688888888888888)","(9.0, 16.5, 14.928571428571429)"
15-12-2022 11:48:03.519218,"(5.5, 11.5, 8.85)","(3.4, 5.4, 3.88)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 17.0, 12.875)","(7.0, 19.0, 11.16)","(4.8, 5.8, 5.683333333333334)","(9.0, 16.5, 14.928571428571429)"
15-12-2022 11:48:04.801352,"(5.5, 11.5, 8.85)","(3.4, 5.4, 3.88)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 17.0, 12.875)","(7.0, 19.0, 11.16)","(4.8, 5.8, 5.683333333333334)","(9.0, 16.5, 14.928571428571429)"
15-12-2022 11:48:06.015393,"(5.5, 11.5, 8.85)","(3.4, 5.4, 3.88)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 17.0, 12.875)","(7.0, 19.0, 11.16)","(4.8, 5.8, 5.688888888888888)","(9.0, 16.5, 14.928571428571429)"
15-12-2022 11:48:07.231057,"(5.5, 11.5, 8.85)","(3.4, 5.4, 3.88)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 17.0, 12.875)","(7.0, 19.0, 11.16)","(4.8, 5.8, 5.688888888888888)","(9.0, 16.5, 14.928571428571429)"
15-12-2022 11:48:08.481061,"(5.5, 11.5, 8.85)","(3.4, 5.4, 3.88)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 17.0, 12.875)","(7.0, 19.0, 13.823529411764707)","(4.8, 5.8, 5.688888888888888)","(9.0, 16.5, 14.928571428571429)"
15-12-2022 11:48:09.723321,"(5.5, 11.5, 8.85)","(3.4, 5.4, 3.88)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 17.0, 12.875)","(7.0, 19.0, 10.644444444444444)","(4.8, 5.8, 5.688888888888888)","(9.0, 16.5, 14.825)"
15-12-2022 11:48:10.976420,"(5.5, 11.5, 8.85)","(3.4, 5.4, 3.88)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 17.0, 13.0)","(7.0, 19.0, 13.823529411764707)","(4.8, 5.8, 5.688888888888888)","(9.0, 16.5, 14.585714285714285)"
15-12-2022 11:48:12.197905,"(5.5, 11.5, 8.85)","(3.4, 5.4, 3.88)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 16.0, 12.125)","(7.0, 19.0, 13.823529411764707)","(4.8, 5.8, 5.688888888888888)","(9.0, 16.5, 14.585714285714285)"
15-12-2022 11:48:13.443252,"(5.5, 11.5, 8.85)","(3.4, 5.4, 4.62)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 16.5, 12.125)","(7.0, 19.0, 10.644444444444444)","(4.8, 5.8, 5.688888888888888)","(9.0, 16.5, 14.585714285714285)"
15-12-2022 11:48:14.672441,"(5.5, 11.5, 8.85)","(3.4, 5.4, 4.1000000000000005)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 16.5, 12.125)","(7.0, 19.0, 10.644444444444444)","(4.8, 5.8, 5.688888888888888)","(9.0, 16.5, 14.585714285714285)"
15-12-2022 11:48:15.845960,"(5.5, 11.5, 8.85)","(3.4, 5.4, 4.1000000000000005)","(7.0, 11.0, 10.65)","(6.5, 11.0, 9.0)","(10.0, 16.5, 12.125)","(7.0, 19.0, 10.644444444444444)","(4.8, 5.8, 5.688888888888888)","(9.0, 16.5, 14.585714285714285)"
15-12-2022 11:48:17.017783,"(5.5, 11.5, 8.85)","(3.4, 5.4, 4.1000000000000005)","(7.0, 11.0, 10.65)","(6.5, 11.0, 8.875)","(10.0, 16.5, 12.125)","(7.0, 19.0, 10.644444444444444)","(4.8, 5.8, 5.688888888888888)","(9.0, 16.5, 14.585714285714285)"
15-12-2022 11:48:18.173818,"(5.5, 11.5, 8.85)","(3.4, 5.4, 4.1000000000000005)","(7.0, 11.0, 10.65)","(6.5, 11.5, 8.875)","(10.0, 16.5, 12.125)","(7.0, 19.0, 10.644444444444444)","(4.8, 5.8, 5.688888888888888)","(9.0, 16.5, 14.585714285714285)"
15-12-2022 11:48:19.256823,"(5.5, 11.5, 8.85)","(3.4, 5.2, 4.325)","(7.0, 11.0, 10.65)","(6.5, 11.5, 8.875)","(10.0, 16.5, 12.125)","(7.0, 19.0, 10.644444444444444)","(4.8, 5.8, 5.688888888888888)","(9.0, 16.5, 14.585714285714285)"
15-12-2022 11:48:20.364725,"(5.5, 11.5, 8.85)","(3.4, 5.2, 4.325)","(7.0, 11.0, 10.65)","(6.5, 11.5, 8.875)","(10.0, 16.5, 12.125)","(7.0, 19.0, 10.644444444444444)","(4.8, 5.8, 5.688888888888888)","(9.0, 16.5, 14.585714285714285)"
