,Little Auckland,Hurricane Dream,Shesherz,Feelin Flirty,Akermanis,Lookat Mee,Studleigh Patricia,Delta Three Nz,Village Smirker,Beau Hart
16-12-2022 13:09:08.180749,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.2, 6.08)","(21.0, 34.0, 31.0)","(31.0, 38.0, 35.0)","(21.0, 36.0, 34.705882352941174)","(3.9, 6.2, 6.033333333333333)","(21.0, 60.0, 56.5)","(1.75, 99999, 99990)","(51.0, 210.0, 166.66666666666669)","(101.0, 250.0, 185.0)"
16-12-2022 13:09:09.406364,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.2, 6.08)","(21.0, 34.0, 31.0)","(31.0, 38.0, 35.0)","(21.0, 36.0, 29.333333333333332)","(4.0, 6.2, 6.033333333333333)","(21.0, 60.0, 56.5)","(1.75, 99999, 99990)","(51.0, 210.0, 147.5)","(101.0, 250.0, 185.0)"
16-12-2022 13:09:10.634657,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.2, 6.133333333333334)","(21.0, 34.0, 31.0)","(31.0, 38.0, 35.333333333333336)","(21.0, 36.0, 31.5)","(4.0, 6.2, 6.033333333333333)","(21.0, 60.0, 56.5)","(1.75, 99999, 99990)","(51.0, 210.0, 147.5)","(101.0, 250.0, 185.0)"
16-12-2022 13:09:11.899806,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.2, 6.133333333333334)","(21.0, 34.0, 31.0)","(31.0, 38.0, 35.333333333333336)","(21.0, 36.0, 30.6)","(4.0, 6.2, 6.033333333333333)","(21.0, 60.0, 56.5)","(1.75, 99999, 99990)","(51.0, 210.0, 147.5)","(101.0, 250.0, 185.0)"
16-12-2022 13:09:13.100456,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.2, 6.133333333333334)","(21.0, 34.0, 31.0)","(31.0, 38.0, 35.0)","(21.0, 36.0, 30.6)","(4.0, 6.2, 6.033333333333333)","(21.0, 60.0, 56.5)","(1.75, 99999, 99990)","(51.0, 210.0, 166.66666666666669)","(101.0, 250.0, 185.0)"
16-12-2022 13:09:14.362620,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.2, 6.133333333333334)","(21.0, 34.0, 31.0)","(31.0, 38.0, 35.0)","(21.0, 36.0, 30.6)","(4.0, 6.2, 6.033333333333333)","(21.0, 60.0, 82.0)","(1.75, 99999, 99990)","(51.0, 210.0, 166.66666666666669)","(101.0, 250.0, 163.33333333333334)"
16-12-2022 13:09:15.566608,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.6, 6.488888888888889)","(21.0, 34.0, 31.0)","(31.0, 38.0, 35.333333333333336)","(21.0, 36.0, 32.85714285714286)","(4.0, 6.2, 6.033333333333333)","(21.0, 100.0, 78.66666666666667)","(1.75, 99999, 99990)","(51.0, 210.0, 166.66666666666669)","(101.0, 250.0, 170.0)"
16-12-2022 13:09:16.705546,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.6, 6.215384615384615)","(21.0, 34.0, 31.0)","(31.0, 38.0, 35.333333333333336)","(21.0, 36.0, 29.333333333333332)","(4.0, 6.2, 6.033333333333333)","(21.0, 95.0, 76.0)","(1.75, 99999, 99990)","(51.0, 210.0, 166.66666666666669)","(101.0, 250.0, 185.0)"
16-12-2022 13:09:17.943126,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.6, 6.496153846153846)","(21.0, 34.0, 31.0)","(31.0, 38.0, 35.333333333333336)","(21.0, 36.0, 30.0)","(4.0, 6.2, 6.033333333333333)","(21.0, 90.0, 80.0)","(1.75, 99999, 99990)","(51.0, 210.0, 166.66666666666669)","(101.0, 250.0, 163.33333333333334)"
16-12-2022 13:09:19.189468,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.6, 6.496153846153846)","(21.0, 34.0, 31.0)","(31.0, 38.0, 36.0)","(21.0, 36.0, 30.0)","(4.0, 6.2, 6.033333333333333)","(21.0, 95.0, 79.33333333333333)","(1.75, 99999, 99990)","(51.0, 210.0, 166.66666666666669)","(101.0, 250.0, 170.0)"
16-12-2022 13:09:20.448438,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.6, 6.33)","(21.0, 34.0, 31.0)","(31.0, 38.0, 36.0)","(21.0, 36.0, 30.0)","(4.0, 6.2, 6.033333333333333)","(21.0, 95.0, 79.33333333333333)","(1.75, 99999, 99990)","(51.0, 210.0, 180.0)","(101.0, 250.0, 163.33333333333334)"
16-12-2022 13:09:21.754403,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.6, 6.32)","(21.0, 34.0, 32.666666666666664)","(31.0, 38.0, 35.0)","(21.0, 36.0, 31.714285714285715)","(4.0, 6.2, 6.033333333333333)","(21.0, 95.0, 88.28571428571428)","(1.75, 99999, 99990)","(51.0, 230.0, 180.0)","(101.0, 250.0, 163.33333333333334)"
16-12-2022 13:09:22.993278,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.4, 6.32)","(21.0, 34.0, 32.666666666666664)","(31.0, 38.0, 35.0)","(21.0, 36.0, 29.25)","(4.0, 6.2, 5.85)","(21.0, 95.0, 88.28571428571428)","(1.75, 99999, 99990)","(51.0, 230.0, 180.0)","(101.0, 250.0, 163.33333333333334)"
16-12-2022 13:09:24.201380,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.8, 6.1454545454545455)","(21.0, 34.0, 31.0)","(31.0, 38.0, 36.0)","(21.0, 36.0, 31.09090909090909)","(4.0, 6.2, 5.833333333333333)","(21.0, 95.0, 88.28571428571428)","(1.75, 99999, 99990)","(51.0, 230.0, 180.0)","(101.0, 250.0, 163.33333333333334)"
16-12-2022 13:09:25.433156,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.6, 6.225)","(21.0, 34.0, 31.0)","(31.0, 38.0, 35.0)","(21.0, 36.0, 30.0)","(4.0, 6.0, 5.6)","(21.0, 95.0, 80.0)","(1.75, 99999, 99990)","(51.0, 230.0, 180.0)","(101.0, 250.0, 185.0)"
16-12-2022 13:09:26.684537,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.4, 6.7)","(21.0, 34.0, 31.0)","(31.0, 38.0, 36.0)","(21.0, 36.0, 30.0)","(3.8, 6.0, 5.942105263157895)","(21.0, 95.0, 80.0)","(1.75, 99999, 99990)","(51.0, 230.0, 157.5)","(101.0, 250.0, 185.0)"
16-12-2022 13:09:28.018903,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.8, 6.2)","(21.0, 34.0, 31.0)","(31.0, 40.0, 37.0)","(21.0, 36.0, 30.0)","(3.8, 6.0, 5.913043478260869)","(21.0, 95.0, 80.0)","(1.75, 99999, 99990)","(51.0, 230.0, 157.5)","(101.0, 250.0, 185.0)"
16-12-2022 13:09:29.288588,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.8, 6.2)","(21.0, 34.0, 31.0)","(31.0, 40.0, 38.5)","(21.0, 36.0, 30.0)","(3.8, 6.2, 5.914285714285715)","(21.0, 95.0, 79.33333333333333)","(1.75, 99999, 99990)","(51.0, 230.0, 180.0)","(101.0, 250.0, 163.33333333333334)"
16-12-2022 13:09:30.588401,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.8, 6.2)","(21.0, 34.0, 31.0)","(31.0, 40.0, 38.5)","(21.0, 36.0, 30.0)","(3.8, 6.2, 5.866666666666667)","(21.0, 95.0, 60.0)","(1.75, 99999, 99990)","(51.0, 230.0, 180.0)","(101.0, 250.0, 163.33333333333334)"
16-12-2022 13:09:31.912422,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.8, 6.2)","(21.0, 34.0, 30.5)","(31.0, 40.0, 38.5)","(21.0, 36.0, 30.0)","(3.8, 6.0, 5.3)","(21.0, 90.0, 64.0)","(1.75, 99999, 99990)","(51.0, 230.0, 180.0)","(101.0, 250.0, 170.0)"
16-12-2022 13:09:33.129298,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.8, 6.2)","(21.0, 34.0, 30.5)","(31.0, 40.0, 38.5)","(21.0, 36.0, 30.0)","(3.8, 5.8, 5.085714285714285)","(21.0, 80.0, 61.5)","(1.75, 99999, 99990)","(51.0, 230.0, 180.0)","(101.0, 250.0, 163.33333333333334)"
16-12-2022 13:09:34.307232,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.8, 6.2)","(21.0, 34.0, 30.5)","(31.0, 40.0, 38.5)","(21.0, 36.0, 30.0)","(3.8, 5.8, 5.3)","(21.0, 75.0, 57.0)","(1.75, 99999, 99990)","(51.0, 230.0, 180.0)","(101.0, 250.0, 170.0)"
16-12-2022 13:09:35.463970,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.8, 6.44)","(21.0, 34.0, 30.5)","(31.0, 40.0, 38.5)","(21.0, 36.0, 30.0)","(3.8, 5.8, 5.3)","(21.0, 75.0, 57.0)","(1.75, 99999, 99990)","(51.0, 230.0, 180.0)","(101.0, 250.0, 185.0)"
16-12-2022 13:09:36.712730,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.8, 6.125)","(21.0, 34.0, 30.5)","(31.0, 40.0, 38.5)","(21.0, 36.0, 30.0)","(3.8, 5.8, 5.383333333333333)","(21.0, 75.0, 57.0)","(1.75, 99999, 99990)","(51.0, 230.0, 180.0)","(101.0, 250.0, 185.0)"
16-12-2022 13:09:38.032617,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.6, 6.15)","(21.0, 34.0, 31.0)","(31.0, 40.0, 38.5)","(21.0, 36.0, 30.0)","(3.8, 5.8, 5.355555555555555)","(21.0, 75.0, 62.5)","(1.75, 99999, 99990)","(51.0, 230.0, 180.0)","(101.0, 250.0, 185.0)"
16-12-2022 13:09:39.285565,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.4, 6.15)","(21.0, 34.0, 31.0)","(31.0, 40.0, 38.5)","(21.0, 36.0, 31.636363636363637)","(3.8, 5.8, 5.25)","(21.0, 75.0, 62.5)","(1.75, 99999, 99990)","(51.0, 230.0, 157.5)","(101.0, 250.0, 185.0)"
16-12-2022 13:09:40.467901,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.4, 6.300000000000001)","(21.0, 34.0, 31.0)","(31.0, 40.0, 38.5)","(21.0, 36.0, 30.0)","(3.8, 5.7, 5.378571428571429)","(21.0, 75.0, 61.5)","(1.75, 99999, 99990)","(51.0, 230.0, 157.5)","(101.0, 250.0, 185.0)"
16-12-2022 13:09:41.631224,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.8, 6.62)","(21.0, 34.0, 31.0)","(31.0, 40.0, 38.5)","(18.0, 34.0, 30.0)","(3.8, 5.7, 5.539285714285715)","(26.0, 75.0, 62.5)","(1.75, 99999, 99990)","(51.0, 230.0, 180.0)","(101.0, 250.0, 185.0)"
16-12-2022 13:09:42.924467,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.8, 6.414285714285715)","(21.0, 34.0, 31.0)","(31.0, 40.0, 38.5)","(18.0, 36.0, 30.0)","(3.8, 5.7, 5.539285714285715)","(26.0, 75.0, 57.0)","(1.75, 99999, 99990)","(51.0, 230.0, 180.0)","(101.0, 250.0, 185.0)"
16-12-2022 13:09:44.208098,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.8, 6.3307692307692305)","(21.0, 34.0, 29.545454545454547)","(31.0, 40.0, 38.5)","(18.0, 36.0, 30.0)","(3.8, 5.7, 5.290909090909091)","(26.0, 75.0, 60.0)","(1.75, 99999, 99990)","(51.0, 230.0, 150.0)","(101.0, 250.0, 185.0)"
16-12-2022 13:09:45.516067,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.6, 6.3307692307692305)","(21.0, 34.0, 30.5)","(31.0, 40.0, 38.5)","(18.0, 36.0, 30.0)","(3.8, 5.7, 5.870833333333334)","(26.0, 70.0, 59.0)","(1.75, 99999, 99990)","(51.0, 220.0, 126.66666666666666)","(101.0, 250.0, 185.0)"
16-12-2022 13:09:46.785498,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.6, 6.300000000000001)","(21.0, 34.0, 29.1)","(31.0, 40.0, 38.5)","(18.0, 36.0, 30.0)","(3.8, 5.9, 5.8500000000000005)","(26.0, 70.0, 60.75)","(1.75, 99999, 99990)","(51.0, 210.0, 123.33333333333334)","(101.0, 250.0, 185.0)"
16-12-2022 13:09:48.096687,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.4, 6.300000000000001)","(21.0, 34.0, 29.1)","(31.0, 40.0, 38.5)","(18.0, 36.0, 30.0)","(3.8, 5.9, 5.65)","(26.0, 65.0, 59.333333333333336)","(1.75, 99999, 99990)","(51.0, 200.0, 123.33333333333334)","(101.0, 250.0, 185.0)"
16-12-2022 13:09:49.418420,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.4, 6.300000000000001)","(21.0, 34.0, 29.1)","(31.0, 40.0, 38.5)","(18.0, 36.0, 32.0)","(3.8, 5.9, 6.158823529411765)","(26.0, 65.0, 59.333333333333336)","(1.75, 99999, 99990)","(51.0, 200.0, 135.0)","(101.0, 250.0, 185.0)"
16-12-2022 13:09:50.711162,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.4, 6.300000000000001)","(21.0, 34.0, 29.1)","(31.0, 40.0, 38.5)","(18.0, 36.0, 32.0)","(3.8, 6.2, 5.771428571428571)","(26.0, 65.0, 59.333333333333336)","(1.75, 99999, 99990)","(51.0, 190.0, 120.0)","(101.0, 250.0, 185.0)"
16-12-2022 13:09:51.971534,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.8, 6.2)","(21.0, 34.0, 29.0)","(31.0, 40.0, 38.5)","(18.0, 36.0, 32.0)","(4.0, 6.2, 5.714285714285714)","(26.0, 65.0, 59.333333333333336)","(1.75, 99999, 99990)","(51.0, 190.0, 135.0)","(101.0, 250.0, 163.33333333333334)"
16-12-2022 13:09:53.233586,"(101.0, 160.0, 145.71428571428572)","(4.2, 6.8, 6.3)","(21.0, 34.0, 27.294117647058822)","(31.0, 40.0, 36.36363636363636)","(18.0, 36.0, 32.0)","(4.0, 6.0, 5.76)","(26.0, 65.0, 59.333333333333336)","(1.75, 99999, 99990)","(51.0, 190.0, 135.0)","(101.0, 250.0, 163.33333333333334)"
16-12-2022 13:09:54.481745,"(101.0, 160.0, 197.5)","(4.2, 6.6, 6.171428571428572)","(21.0, 32.0, 25.846153846153847)","(31.0, 44.0, 36.36363636363636)","(18.0, 36.0, 32.0)","(4.0, 6.0, 5.76)","(26.0, 65.0, 59.333333333333336)","(1.75, 99999, 99990)","(51.0, 190.0, 135.0)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:09:55.789441,"(101.0, 250.0, 211.8181818181818)","(4.2, 6.6, 6.171428571428572)","(21.0, 32.0, 25.846153846153847)","(31.0, 44.0, 36.36363636363636)","(18.0, 36.0, 32.0)","(4.0, 6.0, 5.76)","(26.0, 65.0, 59.333333333333336)","(1.75, 99999, 99990)","(51.0, 190.0, 135.0)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:09:57.159677,"(101.0, 240.0, 218.33333333333334)","(4.2, 6.6, 6.171428571428572)","(21.0, 32.0, 25.846153846153847)","(31.0, 44.0, 36.36363636363636)","(18.0, 36.0, 32.0)","(4.0, 6.0, 5.76)","(26.0, 65.0, 59.333333333333336)","(1.75, 99999, 99990)","(51.0, 190.0, 135.0)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:09:58.479056,"(101.0, 240.0, 218.33333333333334)","(4.2, 6.6, 6.24)","(21.0, 32.0, 26.18181818181818)","(31.0, 44.0, 36.36363636363636)","(18.0, 36.0, 29.142857142857142)","(4.0, 6.0, 5.76)","(26.0, 65.0, 59.333333333333336)","(1.75, 99999, 99990)","(51.0, 190.0, 135.0)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:09:59.767016,"(101.0, 230.0, 183.84615384615384)","(4.2, 6.6, 6.24)","(21.0, 32.0, 27.0)","(31.0, 44.0, 36.36363636363636)","(18.0, 36.0, 29.25)","(4.0, 6.0, 5.76)","(26.0, 65.0, 59.333333333333336)","(1.75, 99999, 99990)","(51.0, 190.0, 135.0)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:01.081008,"(101.0, 220.0, 177.69230769230768)","(4.2, 6.6, 6.24)","(21.0, 32.0, 27.0)","(31.0, 44.0, 36.36363636363636)","(18.0, 36.0, 29.5)","(4.0, 6.0, 5.654545454545454)","(26.0, 65.0, 59.333333333333336)","(1.75, 99999, 99990)","(51.0, 190.0, 135.0)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:02.512510,"(101.0, 220.0, 177.69230769230768)","(4.2, 6.6, 6.24)","(21.0, 32.0, 27.0)","(31.0, 44.0, 36.36363636363636)","(18.0, 34.0, 29.5)","(4.0, 5.9, 5.654545454545454)","(26.0, 65.0, 59.333333333333336)","(1.75, 99999, 99990)","(51.0, 190.0, 135.0)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:03.928504,"(101.0, 210.0, 190.0)","(4.2, 6.6, 6.24)","(21.0, 32.0, 27.0)","(31.0, 44.0, 36.36363636363636)","(18.0, 34.0, 29.5)","(4.0, 5.9, 5.654545454545454)","(26.0, 65.0, 59.333333333333336)","(1.75, 99999, 99990)","(51.0, 190.0, 135.0)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:05.320888,"(101.0, 200.0, 174.0)","(4.2, 6.6, 6.24)","(21.0, 32.0, 27.0)","(31.0, 44.0, 36.36363636363636)","(18.0, 34.0, 29.5)","(4.0, 5.9, 5.654545454545454)","(26.0, 65.0, 59.333333333333336)","(1.75, 99999, 99990)","(51.0, 190.0, 135.0)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:06.675897,"(101.0, 190.0, 174.0)","(4.2, 6.6, 6.24)","(21.0, 32.0, 27.0)","(31.0, 44.0, 36.36363636363636)","(18.0, 34.0, 29.5)","(4.0, 5.9, 5.654545454545454)","(26.0, 65.0, 59.333333333333336)","(1.75, 99999, 99990)","(51.0, 190.0, 135.0)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:07.953943,"(101.0, 190.0, 174.0)","(4.2, 6.6, 6.24)","(21.0, 32.0, 27.0)","(31.0, 44.0, 36.36363636363636)","(18.0, 34.0, 29.5)","(4.0, 5.9, 5.654545454545454)","(26.0, 65.0, 59.333333333333336)","(1.75, 99999, 99990)","(51.0, 190.0, 135.0)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:09.265636,"(101.0, 260.0, 230.0)","(4.2, 6.6, 6.24)","(21.0, 32.0, 27.0)","(31.0, 44.0, 36.36363636363636)","(18.0, 34.0, 29.5)","(4.0, 5.9, 5.654545454545454)","(26.0, 65.0, 59.333333333333336)","(1.75, 99999, 99990)","(51.0, 190.0, 135.0)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:10.622083,"(101.0, 250.0, 180.0)","(4.4, 6.6, 6.24)","(21.0, 32.0, 27.0)","(31.0, 44.0, 36.36363636363636)","(18.0, 34.0, 27.333333333333332)","(4.0, 5.9, 5.654545454545454)","(26.0, 65.0, 59.333333333333336)","(1.7, 99999, 99990)","(51.0, 190.0, 135.0)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:11.976755,"(101.0, 230.0, 183.84615384615384)","(4.4, 6.6, 6.24)","(21.0, 32.0, 27.0)","(31.0, 44.0, 36.36363636363636)","(18.0, 32.0, 26.75)","(4.0, 5.9, 5.625)","(26.0, 65.0, 59.333333333333336)","(1.7, 99999, 99990)","(51.0, 190.0, 120.0)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:13.311233,"(101.0, 230.0, 197.27272727272725)","(4.4, 6.6, 6.24)","(21.0, 32.0, 26.166666666666668)","(31.0, 44.0, 36.36363636363636)","(18.0, 32.0, 29.375)","(4.0, 5.8, 5.625)","(26.0, 65.0, 76.0)","(1.7, 99999, 99990)","(51.0, 190.0, 147.5)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:14.653654,"(101.0, 210.0, 182.72727272727275)","(4.4, 6.6, 6.18)","(21.0, 32.0, 27.0)","(31.0, 44.0, 36.36363636363636)","(18.0, 32.0, 29.375)","(4.0, 5.8, 5.625)","(26.0, 90.0, 71.0)","(1.7, 99999, 99990)","(51.0, 210.0, 147.5)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:15.981962,"(101.0, 210.0, 163.33333333333334)","(4.4, 6.6, 6.18)","(21.0, 32.0, 27.0)","(31.0, 44.0, 36.36363636363636)","(18.0, 32.0, 29.375)","(4.0, 5.8, 5.625)","(26.0, 85.0, 65.0)","(1.7, 99999, 99990)","(51.0, 210.0, 126.66666666666666)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:17.306823,"(101.0, 200.0, 165.3846153846154)","(4.4, 6.6, 6.18)","(21.0, 32.0, 27.625)","(31.0, 44.0, 36.36363636363636)","(18.0, 32.0, 29.375)","(4.0, 5.8, 5.771428571428571)","(26.0, 85.0, 65.0)","(1.7, 99999, 99990)","(51.0, 210.0, 113.75)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:18.609033,"(101.0, 200.0, 182.0)","(4.4, 6.4, 6.257142857142857)","(21.0, 32.0, 26.166666666666668)","(31.0, 44.0, 36.36363636363636)","(18.0, 32.0, 29.375)","(4.0, 6.2, 5.866666666666666)","(26.0, 85.0, 65.0)","(1.7, 99999, 99990)","(51.0, 200.0, 113.75)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:19.937829,"(101.0, 200.0, 211.8181818181818)","(4.4, 6.4, 6.257142857142857)","(21.0, 32.0, 26.166666666666668)","(31.0, 44.0, 36.36363636363636)","(18.0, 32.0, 29.375)","(4.0, 6.0, 5.84)","(26.0, 85.0, 65.0)","(1.7, 99999, 99990)","(51.0, 200.0, 113.75)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:21.261871,"(101.0, 250.0, 180.0)","(4.4, 6.4, 6.2)","(21.0, 32.0, 27.0)","(31.0, 44.0, 36.36363636363636)","(18.0, 32.0, 29.375)","(4.0, 6.2, 5.636363636363636)","(26.0, 85.0, 73.33333333333333)","(1.7, 99999, 99990)","(51.0, 200.0, 113.75)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:22.678651,"(101.0, 250.0, 180.0)","(4.4, 6.8, 6.414285714285715)","(21.0, 32.0, 27.0)","(31.0, 44.0, 38.4)","(18.0, 32.0, 29.375)","(4.0, 6.0, 5.636363636363636)","(26.0, 85.0, 65.0)","(1.7, 99999, 99990)","(51.0, 200.0, 113.75)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:24.076984,"(101.0, 240.0, 214.0)","(4.4, 6.8, 6.171428571428572)","(21.0, 32.0, 27.0)","(31.0, 44.0, 38.4)","(18.0, 32.0, 29.375)","(4.0, 6.0, 5.636363636363636)","(26.0, 85.0, 73.33333333333333)","(1.7, 99999, 99990)","(51.0, 200.0, 147.5)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:25.444144,"(101.0, 220.0, 198.0)","(4.4, 6.6, 6.171428571428572)","(21.0, 32.0, 27.0)","(31.0, 44.0, 38.90909090909091)","(18.0, 32.0, 29.375)","(4.0, 6.0, 5.636363636363636)","(26.0, 85.0, 73.33333333333333)","(1.7, 99999, 99990)","(51.0, 210.0, 147.5)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:26.740543,"(101.0, 210.0, 190.0)","(4.4, 6.6, 6.199999999999999)","(21.0, 32.0, 27.0)","(31.0, 44.0, 38.90909090909091)","(18.0, 32.0, 29.375)","(4.0, 6.0, 5.636363636363636)","(26.0, 85.0, 73.33333333333333)","(1.7, 99999, 99990)","(51.0, 210.0, 147.5)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:28.066877,"(101.0, 210.0, 171.53846153846155)","(4.4, 6.6, 6.199999999999999)","(21.0, 32.0, 27.0)","(31.0, 44.0, 35.25)","(18.0, 32.0, 29.375)","(4.0, 6.0, 5.636363636363636)","(26.0, 85.0, 65.0)","(1.7, 99999, 99990)","(51.0, 210.0, 147.5)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:29.481954,"(101.0, 190.0, 181.11111111111111)","(4.4, 6.6, 6.2)","(21.0, 32.0, 27.0)","(31.0, 44.0, 35.25)","(18.0, 32.0, 29.375)","(4.0, 6.0, 5.636363636363636)","(26.0, 85.0, 65.0)","(1.7, 99999, 99990)","(51.0, 210.0, 147.5)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:30.834591,"(101.0, 200.0, 195.71428571428572)","(4.4, 6.4, 6.571428571428571)","(21.0, 32.0, 27.0)","(31.0, 44.0, 35.25)","(18.0, 32.0, 29.375)","(4.0, 6.0, 5.675)","(26.0, 85.0, 67.5)","(1.7, 99999, 99990)","(51.0, 210.0, 162.5)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:32.172628,"(101.0, 260.0, 195.71428571428572)","(4.4, 6.8, 6.571428571428571)","(21.0, 32.0, 27.0)","(31.0, 44.0, 35.25)","(18.0, 32.0, 29.375)","(4.0, 5.9, 5.675)","(26.0, 85.0, 67.5)","(1.7, 99999, 99990)","(51.0, 240.0, 193.33333333333331)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:33.536886,"(101.0, 240.0, 190.0)","(4.4, 6.8, 6.571428571428571)","(21.0, 32.0, 27.0)","(31.0, 44.0, 35.25)","(18.0, 32.0, 29.375)","(4.0, 5.9, 5.675)","(26.0, 85.0, 65.0)","(1.7, 99999, 99990)","(51.0, 250.0, 167.5)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:34.906948,"(101.0, 220.0, 207.77777777777777)","(4.4, 6.6, 6.428571428571428)","(21.0, 32.0, 27.0)","(31.0, 44.0, 35.25)","(18.0, 32.0, 29.375)","(4.0, 5.9, 5.675)","(26.0, 85.0, 65.0)","(1.7, 99999, 99990)","(51.0, 250.0, 167.5)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:36.249050,"(101.0, 210.0, 167.14285714285714)","(4.4, 6.6, 6.5)","(21.0, 32.0, 27.0)","(31.0, 44.0, 35.25)","(18.0, 32.0, 29.375)","(4.0, 5.9, 5.675)","(26.0, 85.0, 75.0)","(1.7, 99999, 99990)","(51.0, 250.0, 136.66666666666666)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:37.551719,"(101.0, 200.0, 165.3846153846154)","(4.4, 6.8, 6.35)","(21.0, 32.0, 27.0)","(31.0, 44.0, 35.25)","(18.0, 32.0, 29.375)","(4.0, 5.9, 5.675)","(26.0, 100.0, 74.0)","(1.7, 99999, 99990)","(51.0, 240.0, 193.33333333333331)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:38.917855,"(101.0, 200.0, 165.3846153846154)","(4.4, 6.8, 6.35)","(21.0, 32.0, 27.0)","(31.0, 44.0, 35.25)","(18.0, 32.0, 29.375)","(4.0, 5.9, 5.675)","(26.0, 100.0, 74.0)","(1.7, 99999, 99990)","(51.0, 250.0, 193.33333333333331)","(101.0, 250.0, 183.33333333333334)"
16-12-2022 13:10:40.270258,"(101.0, 190.0, 174.0)","(4.4, 6.8, 6.35)","(21.0, 32.0, 27.0)","(31.0, 44.0, 35.25)","(18.0, 32.0, 29.375)","(4.0, 5.9, 5.628571428571428)","(26.0, 100.0, 79.33333333333333)","(1.7, 99999, 99990)","(51.0, 250.0, 193.33333333333331)","(101.0, 250.0, 183.33333333333334)"
