,Foxpath,Lika Swift,Acrion,Atlantic Ridge,Ricco Doro,Gone Ahead,Kiloran Bay,Bella Cinque,Fine Rebel,Invest And Profit,Move On Over,Martha Lavinia
07-01-2023 12:55:25.321842,"(7.0, 9.4, 9.066666666666666)","(26.0, 42.0, 39.69230769230769)","(3.9, 4.6, 4.505633802816901)","(6.0, 6.8, 6.776470588235294)","(13.0, 15.0, 14.212121212121213)","(41.0, 80.0, 70.21739130434783)","(26.0, 50.0, 47.0)","(11.0, 15.5, 14.5)","(8.0, 9.4, 8.864171122994653)","(15.0, 21.0, 20.02127659574468)","(51.0, 80.0, 72.0)","(5.0, 6.2, 6.045360824742268)"
07-01-2023 12:55:27.050423,"(7.0, 9.4, 9.066666666666666)","(26.0, 42.0, 39.69230769230769)","(3.9, 4.6, 4.505633802816901)","(6.0, 6.8, 6.776470588235294)","(13.0, 15.0, 14.212121212121213)","(41.0, 80.0, 70.21739130434783)","(26.0, 50.0, 47.0)","(11.0, 15.5, 14.5)","(8.0, 9.4, 8.87539267015707)","(15.0, 21.0, 20.02127659574468)","(51.0, 80.0, 72.0)","(5.0, 6.2, 6.045360824742268)"
07-01-2023 12:55:28.545824,"(7.0, 9.4, 9.066666666666666)","(26.0, 42.0, 39.69230769230769)","(3.9, 4.6, 4.505633802816901)","(6.0, 6.8, 6.699999999999999)","(13.0, 15.0, 14.133333333333333)","(41.0, 80.0, 70.21739130434783)","(26.0, 50.0, 47.0)","(11.0, 15.5, 14.5)","(8.0, 9.4, 8.87539267015707)","(15.0, 21.0, 20.02127659574468)","(51.0, 80.0, 72.5)","(5.0, 6.2, 6.045360824742268)"
07-01-2023 12:55:30.362755,"(7.0, 9.4, 9.066666666666666)","(26.0, 42.0, 40.23529411764706)","(3.9, 4.6, 4.505633802816901)","(6.0, 6.8, 6.699999999999999)","(13.0, 15.0, 14.133333333333333)","(41.0, 80.0, 70.21739130434783)","(26.0, 50.0, 47.0)","(11.0, 15.5, 14.5)","(8.0, 9.4, 8.87539267015707)","(15.0, 21.0, 20.02127659574468)","(51.0, 80.0, 72.5)","(5.0, 6.2, 6.045360824742268)"
07-01-2023 12:55:32.257169,"(7.0, 9.4, 9.368421052631579)","(26.0, 42.0, 40.23529411764706)","(3.9, 4.6, 4.505633802816901)","(6.0, 6.8, 6.65)","(13.0, 15.0, 14.235294117647058)","(41.0, 80.0, 70.21739130434783)","(26.0, 50.0, 47.0)","(11.0, 15.0, 14.5)","(8.0, 9.4, 8.87539267015707)","(15.0, 21.0, 20.02127659574468)","(51.0, 80.0, 72.5)","(5.0, 6.2, 6.052941176470588)"
07-01-2023 12:55:34.120831,"(7.0, 9.4, 10.175)","(26.0, 42.0, 40.23529411764706)","(3.9, 4.6, 4.505633802816901)","(6.0, 6.8, 6.620689655172414)","(13.0, 15.0, 14.133333333333333)","(41.0, 80.0, 70.21739130434783)","(26.0, 50.0, 47.0)","(11.0, 15.0, 14.5)","(8.0, 9.4, 8.83068181818182)","(15.0, 21.0, 20.02127659574468)","(51.0, 80.0, 66.66666666666667)","(5.0, 6.2, 6.052941176470588)"
07-01-2023 12:55:35.715305,"(7.0, 10.5, 9.98)","(26.0, 42.0, 40.23529411764706)","(3.9, 4.6, 4.505633802816901)","(6.0, 7.2, 6.690909090909091)","(13.0, 15.0, 14.333333333333334)","(41.0, 80.0, 70.21739130434783)","(26.0, 50.0, 47.0)","(11.0, 15.0, 14.5)","(8.0, 9.4, 8.83068181818182)","(15.0, 21.0, 20.02127659574468)","(51.0, 80.0, 66.66666666666667)","(5.0, 6.2, 6.052941176470588)"
07-01-2023 12:55:37.370841,"(7.0, 10.5, 9.98)","(26.0, 42.0, 40.23529411764706)","(3.9, 4.6, 4.505633802816901)","(6.0, 7.2, 6.652173913043478)","(13.0, 15.0, 14.5)","(41.0, 80.0, 70.21739130434783)","(26.0, 50.0, 47.0)","(11.0, 15.0, 14.5)","(8.0, 9.4, 8.817441860465117)","(15.0, 21.0, 20.02127659574468)","(51.0, 80.0, 66.66666666666667)","(5.0, 6.2, 6.052941176470588)"
07-01-2023 12:55:38.953863,"(7.0, 9.8, 9.22857142857143)","(26.0, 42.0, 40.23529411764706)","(3.9, 4.6, 4.505633802816901)","(6.0, 7.2, 6.652173913043478)","(13.0, 15.0, 14.5)","(41.0, 80.0, 70.21739130434783)","(26.0, 50.0, 47.0)","(11.0, 15.0, 14.5)","(8.0, 9.4, 8.817441860465117)","(15.0, 21.0, 20.02127659574468)","(51.0, 80.0, 72.5)","(5.0, 6.2, 6.052941176470588)"
07-01-2023 12:55:40.639638,"(7.0, 9.8, 9.22857142857143)","(26.0, 42.0, 40.23529411764706)","(3.9, 4.6, 4.505633802816901)","(6.0, 7.2, 6.652173913043478)","(13.0, 15.0, 14.5)","(41.0, 80.0, 69.28571428571429)","(26.0, 50.0, 47.0)","(11.0, 15.0, 14.5)","(8.0, 9.4, 8.817441860465117)","(15.0, 21.0, 20.02127659574468)","(51.0, 80.0, 72.5)","(5.0, 6.2, 6.052941176470588)"
07-01-2023 12:55:42.212621,"(7.0, 9.8, 9.177777777777777)","(26.0, 42.0, 40.23529411764706)","(3.9, 4.6, 4.505633802816901)","(6.0, 7.2, 6.652173913043478)","(13.0, 15.0, 14.5)","(41.0, 80.0, 69.28571428571429)","(26.0, 50.0, 47.0)","(11.0, 15.0, 14.5)","(8.0, 9.4, 8.817441860465117)","(15.0, 21.0, 20.02127659574468)","(51.0, 80.0, 72.5)","(5.0, 6.2, 6.052941176470588)"
07-01-2023 12:55:43.718863,"(7.0, 9.8, 9.177777777777777)","(26.0, 42.0, 40.23529411764706)","(3.9, 4.6, 4.505633802816901)","(6.0, 7.2, 6.652173913043478)","(13.0, 15.0, 14.5)","(41.0, 80.0, 69.28571428571429)","(26.0, 50.0, 47.0)","(11.0, 15.0, 14.5)","(8.0, 9.4, 8.817441860465117)","(15.0, 21.0, 20.02127659574468)","(51.0, 80.0, 72.5)","(5.0, 6.2, 6.052941176470588)"
07-01-2023 12:55:45.195589,"(7.0, 9.8, 9.177777777777777)","(26.0, 42.0, 40.23529411764706)","(3.9, 4.6, 4.506012024048096)","(6.0, 7.2, 6.652173913043478)","(13.0, 15.0, 14.5)","(41.0, 80.0, 69.28571428571429)","(26.0, 50.0, 47.0)","(11.0, 15.0, 14.5)","(8.0, 9.4, 8.817441860465117)","(15.0, 21.0, 20.02127659574468)","(51.0, 80.0, 72.5)","(5.0, 6.2, 6.052941176470588)"
07-01-2023 12:55:46.645049,"(7.0, 9.8, 9.177777777777777)","(26.0, 42.0, 40.23529411764706)","(3.9, 4.6, 4.506012024048096)","(6.0, 7.2, 6.733333333333333)","(13.0, 15.0, 14.5)","(41.0, 80.0, 69.28571428571429)","(26.0, 50.0, 48.0)","(11.0, 15.0, 14.5)","(8.0, 9.4, 8.817441860465117)","(15.0, 21.0, 20.02127659574468)","(51.0, 80.0, 72.5)","(5.0, 6.2, 6.052941176470588)"
07-01-2023 12:55:48.305351,"(7.5, 9.8, 9.22857142857143)","(26.0, 42.0, 40.23529411764706)","(3.9, 4.6, 4.500453514739229)","(5.5, 7.2, 6.733333333333333)","(13.0, 15.0, 14.5)","(41.0, 80.0, 69.28571428571429)","(26.0, 50.0, 48.0)","(11.0, 15.0, 14.5)","(8.0, 9.4, 8.817441860465117)","(15.0, 21.0, 20.02857142857143)","(51.0, 80.0, 72.5)","(5.0, 6.2, 6.090243902439025)"
07-01-2023 12:55:49.940142,"(7.5, 9.8, 9.22857142857143)","(26.0, 42.0, 39.69230769230769)","(3.9, 4.6, 4.500453514739229)","(5.5, 7.2, 6.733333333333333)","(13.0, 15.0, 14.5)","(41.0, 80.0, 67.85714285714286)","(26.0, 50.0, 48.0)","(11.0, 15.0, 14.5)","(8.0, 9.4, 8.817441860465117)","(15.0, 21.0, 20.02857142857143)","(51.0, 80.0, 72.5)","(5.0, 6.2, 6.090243902439025)"
07-01-2023 12:55:51.583625,"(7.5, 9.8, 9.22857142857143)","(26.0, 42.0, 39.69230769230769)","(3.9, 4.6, 4.500453514739229)","(5.5, 7.2, 6.652173913043478)","(13.0, 15.0, 14.5)","(41.0, 75.0, 67.5)","(26.0, 50.0, 48.0)","(11.0, 15.0, 14.5)","(8.0, 9.4, 8.817441860465117)","(15.0, 21.0, 20.02857142857143)","(51.0, 80.0, 72.5)","(5.0, 6.2, 6.090243902439025)"
07-01-2023 12:55:53.363259,"(7.5, 9.8, 9.22857142857143)","(26.0, 42.0, 39.69230769230769)","(3.9, 4.6, 4.500453514739229)","(5.5, 7.2, 6.652173913043478)","(13.0, 15.0, 15.0)","(41.0, 75.0, 67.5)","(26.0, 50.0, 48.5)","(11.0, 15.0, 14.5)","(8.0, 9.4, 8.817441860465117)","(15.0, 21.0, 20.02857142857143)","(51.0, 80.0, 66.66666666666667)","(5.0, 6.2, 6.090243902439025)"
07-01-2023 12:55:55.024932,"(7.5, 9.8, 9.22857142857143)","(26.0, 42.0, 39.69230769230769)","(3.9, 4.6, 4.500453514739229)","(5.5, 7.2, 6.652173913043478)","(13.0, 15.5, 15.0)","(41.0, 75.0, 68.33333333333333)","(26.0, 50.0, 48.5)","(11.0, 15.0, 14.473684210526315)","(8.0, 9.4, 8.833898305084746)","(15.0, 21.0, 20.02857142857143)","(51.0, 80.0, 76.66666666666667)","(5.0, 6.2, 6.090243902439025)"
07-01-2023 12:55:56.639905,"(7.5, 9.8, 9.22857142857143)","(26.0, 42.0, 39.69230769230769)","(3.9, 4.6, 4.500453514739229)","(5.5, 7.2, 6.690909090909091)","(13.0, 15.5, 15.0)","(41.0, 75.0, 68.33333333333333)","(26.0, 50.0, 48.5)","(11.0, 15.0, 14.473684210526315)","(8.0, 9.4, 8.833898305084746)","(15.0, 21.0, 20.02857142857143)","(51.0, 80.0, 70.0)","(5.0, 6.2, 6.090243902439025)"
07-01-2023 12:55:58.201284,"(7.5, 9.8, 9.22857142857143)","(26.0, 42.0, 41.333333333333336)","(3.9, 4.6, 4.500453514739229)","(5.5, 7.2, 6.696)","(13.0, 15.5, 15.0)","(41.0, 75.0, 68.33333333333333)","(26.0, 50.0, 48.5)","(11.0, 15.0, 14.473684210526315)","(8.0, 9.4, 8.833898305084746)","(15.0, 21.0, 20.02857142857143)","(51.0, 80.0, 70.0)","(5.0, 6.2, 6.090243902439025)"
07-01-2023 12:55:59.798107,"(7.5, 9.8, 9.22857142857143)","(26.0, 42.0, 41.333333333333336)","(3.9, 4.6, 4.500453514739229)","(5.5, 7.2, 6.658064516129032)","(13.0, 15.5, 15.0)","(41.0, 75.0, 68.33333333333333)","(26.0, 50.0, 48.5)","(11.0, 15.0, 14.473684210526315)","(8.0, 9.4, 8.833898305084746)","(15.0, 21.0, 20.02857142857143)","(51.0, 80.0, 70.0)","(5.0, 6.2, 6.090243902439025)"
07-01-2023 12:56:01.347493,"(7.5, 9.8, 9.22857142857143)","(26.0, 42.0, 41.333333333333336)","(3.9, 4.6, 4.500453514739229)","(5.5, 7.2, 6.658064516129032)","(13.0, 15.5, 15.0)","(41.0, 75.0, 68.33333333333333)","(26.0, 50.0, 48.5)","(11.0, 15.0, 14.473684210526315)","(8.0, 9.4, 8.833898305084746)","(15.0, 21.0, 20.02857142857143)","(51.0, 80.0, 70.0)","(5.0, 6.2, 6.090243902439025)"
07-01-2023 12:56:02.905626,"(7.5, 9.8, 9.466666666666667)","(26.0, 42.0, 41.333333333333336)","(3.9, 4.6, 4.500453514739229)","(5.5, 7.2, 6.76551724137931)","(13.0, 15.5, 15.0)","(41.0, 75.0, 68.33333333333333)","(26.0, 50.0, 47.0)","(11.0, 15.0, 14.473684210526315)","(8.0, 9.4, 8.833898305084746)","(15.0, 21.0, 20.02857142857143)","(51.0, 80.0, 70.0)","(5.0, 6.2, 6.090243902439025)"
07-01-2023 12:56:04.478393,"(7.5, 9.8, 9.466666666666667)","(26.0, 42.0, 40.0)","(3.9, 4.6, 4.3010101010101005)","(5.5, 7.2, 7.223529411764706)","(13.0, 15.5, 15.3)","(41.0, 75.0, 62.5)","(26.0, 50.0, 48.0)","(11.0, 15.0, 14.5)","(8.0, 9.4, 8.846408839779006)","(15.0, 21.0, 19.633333333333333)","(51.0, 80.0, 74.28571428571429)","(5.0, 6.2, 6.153846153846154)"
07-01-2023 12:56:06.091238,"(7.5, 9.8, 9.406153846153847)","(26.0, 42.0, 41.875)","(3.9, 4.6, 4.301369863013698)","(5.5, 7.8, 7.939130434782609)","(13.0, 15.5, 15.475609756097562)","(41.0, 65.0, 63.75)","(26.0, 50.0, 48.0)","(11.0, 15.0, 14.285714285714286)","(8.0, 9.4, 9.25603448275862)","(15.0, 20.0, 18.179347826086957)","(51.0, 80.0, 66.66666666666667)","(5.0, 6.8, 6.5777777777777775)"
07-01-2023 12:56:07.694245,"(7.5, 9.6, 9.408510638297873)","(26.0, 42.0, 41.875)","(3.9, 4.4, 4.30126582278481)","(5.5, 8.2, 8.126829268292683)","(13.0, 15.5, 15.722222222222221)","(41.0, 65.0, 63.333333333333336)","(26.0, 50.0, 48.666666666666664)","(11.0, 15.0, 14.41304347826087)","(8.0, 9.4, 9.256277056277057)","(15.0, 20.0, 19.357142857142858)","(51.0, 80.0, 65.0)","(5.0, 6.8, 6.557142857142857)"
07-01-2023 12:56:09.324329,"(7.5, 9.6, 9.408333333333333)","(26.0, 42.0, 41.875)","(3.9, 4.4, 4.22258064516129)","(5.5, 8.2, 8.549999999999999)","(13.0, 16.0, 15.722222222222221)","(41.0, 65.0, 56.904761904761905)","(31.0, 50.0, 48.666666666666664)","(11.0, 14.5, 14.41304347826087)","(8.0, 9.4, 9.256277056277057)","(15.0, 19.5, 19.370967741935484)","(51.0, 75.0, 65.0)","(5.0, 6.6, 6.488888888888889)"
07-01-2023 12:56:10.971505,"(7.5, 9.6, 9.408333333333333)","(26.0, 42.0, 41.875)","(3.9, 4.3, 4.27391304347826)","(5.5, 8.6, 8.98)","(13.0, 16.0, 15.672413793103448)","(41.0, 60.0, 56.904761904761905)","(31.0, 50.0, 48.666666666666664)","(11.0, 14.5, 14.357142857142858)","(8.0, 9.4, 9.256277056277057)","(15.0, 19.5, 19.357142857142858)","(51.0, 75.0, 65.0)","(5.0, 6.6, 6.425806451612903)"
07-01-2023 12:56:12.574934,"(7.5, 9.6, 9.408333333333333)","(26.0, 42.0, 41.875)","(3.9, 4.3, 4.271764705882353)","(5.5, 9.0, 8.985714285714286)","(13.0, 16.0, 15.136363636363637)","(41.0, 60.0, 52.608695652173914)","(31.0, 50.0, 48.666666666666664)","(11.0, 14.5, 14.357142857142858)","(8.0, 9.4, 9.256277056277057)","(15.0, 19.5, 17.72222222222222)","(51.0, 75.0, 65.0)","(5.0, 6.6, 6.4079999999999995)"
07-01-2023 12:56:14.147995,"(7.5, 9.6, 9.408333333333333)","(26.0, 42.0, 41.875)","(3.9, 4.3, 4.271764705882353)","(5.5, 9.0, 8.985714285714286)","(13.0, 16.0, 15.136363636363637)","(41.0, 60.0, 54.34782608695652)","(31.0, 50.0, 48.666666666666664)","(11.0, 14.5, 14.357142857142858)","(8.0, 9.4, 9.260185185185184)","(15.0, 19.5, 17.653846153846153)","(51.0, 75.0, 64.58333333333333)","(5.0, 6.6, 6.463636363636363)"
07-01-2023 12:56:15.717061,"(7.5, 9.6, 9.408333333333333)","(26.0, 42.0, 41.875)","(3.9, 4.3, 4.269318181818182)","(5.5, 9.0, 8.945454545454545)","(13.0, 16.0, 15.076923076923077)","(41.0, 60.0, 51.875)","(31.0, 50.0, 48.666666666666664)","(11.0, 14.5, 14.36)","(8.0, 9.4, 9.260185185185184)","(15.0, 19.5, 17.653846153846153)","(51.0, 75.0, 64.0625)","(5.0, 6.6, 6.4079999999999995)"
07-01-2023 12:56:17.282283,"(7.5, 9.6, 9.503157894736843)","(26.0, 42.0, 41.875)","(3.9, 4.3, 4.269318181818182)","(5.5, 9.0, 8.992592592592592)","(13.0, 16.0, 15.068181818181818)","(41.0, 60.0, 53.80952380952381)","(31.0, 50.0, 49.55555555555556)","(11.0, 14.5, 14.36)","(8.0, 9.4, 9.260185185185184)","(15.0, 19.5, 17.57894736842105)","(51.0, 75.0, 59.09090909090909)","(5.0, 6.6, 6.392307692307692)"
07-01-2023 12:56:18.751951,"(7.5, 9.6, 9.503157894736843)","(26.0, 42.0, 41.875)","(3.9, 4.3, 4.174074074074074)","(5.5, 9.0, 9.046153846153846)","(13.0, 16.0, 15.732142857142858)","(41.0, 60.0, 56.904761904761905)","(31.0, 50.0, 49.666666666666664)","(11.0, 14.5, 14.347826086956522)","(8.0, 9.4, 9.22235294117647)","(15.0, 19.0, 17.557692307692307)","(51.0, 75.0, 65.66666666666667)","(5.0, 6.6, 6.3517241379310345)"
07-01-2023 12:56:20.305150,"(7.5, 9.6, 9.503157894736843)","(26.0, 42.0, 41.875)","(3.9, 4.3, 4.174074074074074)","(5.5, 9.2, 9.333333333333334)","(13.0, 16.0, 15.732142857142858)","(41.0, 60.0, 56.904761904761905)","(31.0, 50.0, 49.666666666666664)","(11.0, 14.5, 14.406976744186046)","(8.0, 9.4, 9.22235294117647)","(15.0, 19.0, 17.568181818181817)","(51.0, 75.0, 65.66666666666667)","(5.0, 6.6, 6.3374999999999995)"
07-01-2023 12:56:21.881541,"(7.5, 9.6, 9.503157894736843)","(26.0, 42.0, 41.875)","(3.9, 4.2, 4.143529411764706)","(5.5, 9.4, 9.036363636363635)","(13.0, 16.0, 15.74375)","(41.0, 60.0, 56.904761904761905)","(31.0, 50.0, 49.666666666666664)","(11.0, 14.5, 14.406976744186046)","(8.0, 9.4, 9.224836601307189)","(15.0, 19.0, 17.568181818181817)","(51.0, 75.0, 65.66666666666667)","(5.0, 6.6, 6.284210526315789)"
07-01-2023 12:56:23.492584,"(7.5, 9.6, 9.503157894736843)","(26.0, 42.0, 41.875)","(3.9, 4.2, 4.151282051282051)","(5.5, 9.2, 8.718181818181819)","(13.0, 16.0, 15.74375)","(41.0, 60.0, 56.142857142857146)","(31.0, 50.0, 66.0)","(11.0, 14.5, 14.406976744186046)","(8.0, 9.4, 9.233333333333333)","(15.0, 19.0, 17.568181818181817)","(51.0, 75.0, 65.66666666666667)","(5.0, 6.6, 6.284210526315789)"
07-01-2023 12:56:25.103047,"(7.5, 9.6, 9.503157894736843)","(26.0, 42.0, 41.875)","(3.9, 4.3, 4.147619047619047)","(5.5, 9.0, 8.718181818181819)","(13.0, 16.0, 15.74375)","(41.0, 60.0, 56.142857142857146)","(31.0, 70.0, 70.0)","(11.0, 14.5, 14.347826086956522)","(8.0, 9.4, 9.233333333333333)","(15.0, 19.0, 17.568181818181817)","(51.0, 75.0, 67.0)","(5.0, 6.6, 6.284210526315789)"
07-01-2023 12:56:26.667240,"(7.5, 9.6, 9.503157894736843)","(26.0, 42.0, 41.875)","(3.9, 4.3, 4.151162790697674)","(5.5, 9.0, 8.766037735849057)","(13.0, 16.0, 15.74375)","(41.0, 60.0, 56.142857142857146)","(31.0, 80.0, 61.111111111111114)","(11.0, 14.5, 14.15)","(8.0, 9.4, 9.233333333333333)","(15.0, 19.0, 17.568181818181817)","(51.0, 70.0, 63.0)","(5.0, 6.6, 6.294545454545454)"
07-01-2023 12:56:28.230686,"(7.5, 9.6, 9.852307692307692)","(26.0, 42.0, 40.0)","(3.9, 4.3, 4.151162790697674)","(5.5, 9.0, 8.812121212121212)","(13.0, 16.0, 15.753246753246753)","(41.0, 60.0, 56.142857142857146)","(31.0, 75.0, 60.0)","(11.0, 14.5, 14.15)","(8.0, 9.4, 9.004166666666666)","(15.0, 19.0, 17.568181818181817)","(51.0, 70.0, 63.0)","(5.0, 6.6, 6.294545454545454)"
07-01-2023 12:56:29.731725,"(7.5, 10.0, 9.733333333333333)","(26.0, 42.0, 40.0)","(3.9, 4.3, 4.205882352941177)","(5.5, 9.0, 8.585714285714285)","(13.0, 16.0, 15.753246753246753)","(41.0, 60.0, 55.78125)","(31.0, 75.0, 60.0)","(11.0, 14.5, 14.15)","(8.0, 9.4, 9.04)","(15.0, 19.0, 17.568181818181817)","(51.0, 70.0, 63.0)","(5.0, 6.6, 6.319999999999999)"
07-01-2023 12:56:31.249639,"(7.5, 10.0, 9.733333333333333)","(26.0, 42.0, 40.0)","(3.9, 4.3, 4.205882352941177)","(5.5, 8.6, 8.585714285714285)","(13.0, 16.0, 15.753246753246753)","(41.0, 60.0, 55.57142857142857)","(26.0, 75.0, 64.875)","(11.0, 14.5, 14.033333333333333)","(8.0, 9.2, 9.04)","(15.0, 19.0, 17.568181818181817)","(51.0, 70.0, 63.75)","(5.0, 6.6, 6.319999999999999)"
07-01-2023 12:56:32.782781,"(7.5, 10.0, 9.866666666666667)","(26.0, 42.0, 38.8)","(3.9, 4.3, 4.205882352941177)","(5.5, 8.6, 8.483870967741936)","(13.0, 16.0, 15.753246753246753)","(41.0, 60.0, 55.57142857142857)","(26.0, 75.0, 64.875)","(11.0, 14.5, 14.033333333333333)","(8.0, 9.2, 9.04)","(15.0, 19.0, 17.568181818181817)","(51.0, 70.0, 63.75)","(5.0, 6.6, 6.319999999999999)"
07-01-2023 12:56:34.440594,"(7.5, 10.5, 10.297368421052632)","(26.0, 42.0, 32.5)","(3.9, 4.3, 4.205882352941177)","(5.5, 8.6, 8.483870967741936)","(13.0, 16.0, 15.753246753246753)","(41.0, 60.0, 55.645161290322584)","(26.0, 75.0, 57.0)","(11.0, 14.5, 14.033333333333333)","(8.0, 9.2, 9.04)","(15.0, 19.0, 17.568181818181817)","(51.0, 70.0, 63.75)","(5.0, 6.6, 6.145945945945946)"
07-01-2023 12:56:36.028354,"(7.5, 10.5, 10.297368421052632)","(26.0, 40.0, 34.285714285714285)","(3.9, 4.3, 4.282142857142857)","(5.5, 8.6, 8.347368421052632)","(13.0, 16.0, 15.753246753246753)","(41.0, 60.0, 55.57142857142857)","(26.0, 75.0, 57.0)","(11.0, 14.5, 14.033333333333333)","(8.0, 9.2, 9.04)","(15.0, 19.0, 17.568181818181817)","(51.0, 70.0, 63.75)","(5.0, 6.6, 6.145945945945946)"
07-01-2023 12:56:37.622656,"(7.5, 10.5, 10.297368421052632)","(26.0, 40.0, 36.36363636363636)","(3.9, 4.3, 4.3933333333333335)","(5.5, 8.4, 8.32857142857143)","(13.0, 16.0, 15.753246753246753)","(41.0, 60.0, 55.57142857142857)","(26.0, 75.0, 57.0)","(11.0, 14.5, 13.921052631578947)","(8.0, 9.2, 8.876923076923077)","(15.0, 19.0, 17.568181818181817)","(51.0, 70.0, 63.75)","(5.0, 6.6, 6.145945945945946)"
07-01-2023 12:56:43.339333,"(7.5, 10.5, 10.297368421052632)","(26.0, 40.0, 36.36363636363636)","(3.9, 4.4, 4.3933333333333335)","(5.5, 8.4, 8.32857142857143)","(13.0, 16.0, 15.753246753246753)","(41.0, 60.0, 55.57142857142857)","(26.0, 70.0, 56.25)","(11.0, 14.5, 13.921052631578947)","(8.0, 9.0, 8.717647058823529)","(14.0, 19.0, 17.568181818181817)","(51.0, 70.0, 63.75)","(5.0, 6.6, 6.154285714285714)"
07-01-2023 12:56:44.836145,"(7.5, 10.5, 10.297368421052632)","(26.0, 40.0, 36.36363636363636)","(3.9, 4.4, 4.3933333333333335)","(5.5, 8.4, 8.28936170212766)","(13.0, 16.0, 15.55813953488372)","(41.0, 60.0, 55.57142857142857)","(26.0, 70.0, 53.38461538461539)","(11.0, 14.5, 13.833333333333334)","(8.0, 9.0, 8.6)","(14.0, 19.0, 17.568181818181817)","(51.0, 70.0, 63.75)","(5.0, 6.6, 6.219512195121951)"
07-01-2023 12:56:46.339241,"(7.5, 10.5, 10.045454545454545)","(26.0, 40.0, 34.666666666666664)","(3.9, 4.5, 4.35)","(6.5, 8.4, 8.28936170212766)","(13.0, 16.0, 15.55813953488372)","(41.0, 60.0, 55.57142857142857)","(26.0, 70.0, 53.38461538461539)","(11.0, 14.5, 13.833333333333334)","(8.0, 9.0, 8.48)","(14.0, 19.0, 17.57894736842105)","(51.0, 70.0, 63.75)","(5.0, 6.6, 6.219512195121951)"
07-01-2023 12:56:47.923213,"(7.5, 10.5, 10.045454545454545)","(26.0, 38.0, 34.666666666666664)","(3.9, 4.5, 4.35)","(6.5, 8.4, 8.28936170212766)","(13.0, 16.0, 15.55813953488372)","(41.0, 60.0, 55.57142857142857)","(26.0, 70.0, 53.38461538461539)","(11.0, 14.5, 13.833333333333334)","(8.0, 8.8, 8.48)","(14.0, 19.0, 17.57894736842105)","(51.0, 70.0, 63.75)","(5.0, 6.6, 6.2749999999999995)"
07-01-2023 12:56:49.494625,"(7.5, 10.5, 10.045454545454545)","(26.0, 36.0, 35.2)","(3.9, 4.5, 4.3546875)","(6.5, 8.4, 8.28936170212766)","(13.0, 16.0, 15.55813953488372)","(41.0, 60.0, 55.57142857142857)","(31.0, 70.0, 53.38461538461539)","(11.0, 14.5, 13.285714285714286)","(8.0, 8.8, 8.48)","(14.0, 19.0, 17.82608695652174)","(51.0, 70.0, 63.75)","(5.0, 6.6, 6.2749999999999995)"
07-01-2023 12:56:51.284453,"(7.5, 10.5, 10.01875)","(26.0, 36.0, 35.2)","(3.9, 4.5, 4.3546875)","(6.5, 8.4, 8.28936170212766)","(13.0, 16.0, 15.55813953488372)","(41.0, 60.0, 55.57142857142857)","(31.0, 70.0, 48.4)","(11.0, 14.0, 12.725)","(8.0, 8.8, 8.591304347826087)","(14.0, 19.0, 17.82608695652174)","(51.0, 70.0, 63.75)","(5.0, 6.6, 6.2749999999999995)"
07-01-2023 12:56:53.189918,"(7.5, 10.5, 10.01875)","(26.0, 36.0, 35.2)","(3.9, 4.5, 4.54392523364486)","(6.5, 8.4, 8.261538461538462)","(13.0, 16.0, 15.55813953488372)","(41.0, 60.0, 55.645161290322584)","(31.0, 70.0, 50.75)","(11.0, 14.0, 12.64)","(8.0, 8.8, 8.715789473684211)","(14.0, 19.0, 18.0)","(51.0, 70.0, 63.75)","(5.0, 6.6, 6.2749999999999995)"
07-01-2023 12:56:54.973333,"(7.5, 10.5, 9.858333333333334)","(26.0, 36.0, 39.111111111111114)","(3.9, 4.6, 4.5634146341463415)","(6.5, 8.4, 8.261538461538462)","(13.0, 16.0, 15.55813953488372)","(41.0, 60.0, 55.57142857142857)","(31.0, 65.0, 49.8)","(11.0, 14.0, 12.666666666666666)","(8.0, 8.8, 8.591304347826087)","(14.0, 19.0, 17.82608695652174)","(51.0, 70.0, 63.75)","(5.0, 6.6, 6.2749999999999995)"
07-01-2023 12:56:56.836415,"(7.5, 10.5, 10.297368421052632)","(26.0, 40.0, 39.111111111111114)","(3.9, 4.6, 4.5634146341463415)","(6.5, 8.4, 8.107692307692307)","(13.0, 16.0, 15.55813953488372)","(41.0, 60.0, 55.57142857142857)","(31.0, 65.0, 49.8)","(11.0, 13.5, 12.666666666666666)","(8.0, 8.8, 8.591304347826087)","(14.0, 18.5, 17.727272727272727)","(51.0, 70.0, 63.75)","(5.0, 6.6, 6.2749999999999995)"
07-01-2023 12:56:58.518259,"(7.5, 10.5, 10.297368421052632)","(26.0, 40.0, 39.111111111111114)","(3.9, 4.6, 4.625)","(6.5, 8.2, 8.107692307692307)","(13.0, 16.0, 16.1)","(41.0, 60.0, 55.57142857142857)","(31.0, 65.0, 49.8)","(11.0, 13.5, 12.666666666666666)","(8.0, 8.8, 8.591304347826087)","(14.0, 18.5, 17.727272727272727)","(51.0, 70.0, 63.75)","(5.0, 6.6, 6.2749999999999995)"
