,Foxpath,Lika Swift,Acrion,Atlantic Ridge,Ricco Doro,Gone Ahead,Kiloran Bay,Bella Cinque,Fine Rebel,Invest And Profit,Move On Over,Martha Lavinia
07-01-2023 12:58:34.447988,"(8.5, 11.0, 10.65702479338843)","(31.0, 40.0, 38.6)","(4.2, 5.2, 5.139583333333333)","(6.0, 7.2, 7.148235294117647)","(14.0, 19.0, 18.22972972972973)","(41.0, 60.0, 56.395348837209305)","(41.0, 95.0, 85.0)","(10.0, 13.0, 12.880530973451327)","(7.5, 9.2, 9.174999999999999)","(13.0, 14.5, 14.033333333333333)","(51.0, 65.0, 62.6)","(4.8, 5.2, 5.209090909090909)"
07-01-2023 12:58:35.719573,"(8.5, 11.0, 10.662393162393162)","(31.0, 40.0, 38.6)","(4.2, 5.2, 5.18)","(6.0, 7.2, 7.193684210526316)","(14.0, 19.0, 18.22972972972973)","(41.0, 60.0, 56.395348837209305)","(41.0, 95.0, 85.0)","(10.0, 13.0, 12.880530973451327)","(7.5, 9.2, 9.174999999999999)","(13.0, 14.5, 14.033333333333333)","(51.0, 65.0, 62.6)","(4.8, 5.3, 5.160869565217391)"
07-01-2023 12:58:37.006235,"(8.5, 11.0, 10.662393162393162)","(31.0, 40.0, 38.6)","(4.2, 5.2, 5.18)","(6.0, 7.2, 7.120481927710843)","(14.0, 19.0, 17.33823529411765)","(41.0, 60.0, 56.770833333333336)","(41.0, 95.0, 85.0)","(10.0, 13.0, 12.883561643835616)","(7.5, 9.2, 9.26153846153846)","(13.0, 14.5, 13.84920634920635)","(51.0, 65.0, 61.666666666666664)","(4.8, 5.3, 5.144444444444444)"
07-01-2023 12:58:38.511788,"(8.5, 11.0, 10.877358490566039)","(31.0, 38.0, 36.083333333333336)","(4.2, 5.3, 5.176666666666667)","(6.0, 7.4, 7.229508196721311)","(14.0, 17.5, 17.316666666666666)","(41.0, 60.0, 56.770833333333336)","(41.0, 95.0, 85.0)","(10.0, 13.0, 12.829411764705883)","(7.5, 9.4, 9.153846153846153)","(13.0, 14.0, 14.210526315789474)","(51.0, 65.0, 73.46153846153847)","(4.8, 5.4, 5.239344262295082)"
07-01-2023 12:58:40.179017,"(8.5, 11.0, 10.877358490566039)","(31.0, 38.0, 36.083333333333336)","(4.2, 5.2, 5.176666666666667)","(6.0, 7.4, 7.172131147540984)","(14.0, 17.5, 17.316666666666666)","(41.0, 60.0, 56.770833333333336)","(41.0, 95.0, 85.0)","(10.0, 13.0, 12.776923076923078)","(7.5, 9.4, 9.153846153846153)","(13.0, 15.0, 14.195121951219512)","(51.0, 80.0, 76.05263157894737)","(4.8, 5.3, 5.239344262295082)"
07-01-2023 12:58:41.693992,"(8.5, 11.0, 10.877358490566039)","(31.0, 38.0, 36.57142857142857)","(4.2, 5.2, 5.176666666666667)","(6.0, 7.2, 7.181318681318682)","(14.0, 17.5, 17.296296296296298)","(41.0, 60.0, 56.770833333333336)","(41.0, 95.0, 85.0)","(10.0, 13.0, 12.85204081632653)","(7.5, 9.4, 9.095238095238095)","(13.0, 15.0, 14.285714285714286)","(51.0, 80.0, 75.96774193548387)","(4.8, 5.3, 5.243478260869566)"
07-01-2023 12:58:43.237823,"(8.5, 11.0, 10.877358490566039)","(31.0, 40.0, 36.22222222222222)","(4.2, 5.2, 5.224242424242425)","(6.0, 7.2, 7.136633663366337)","(14.0, 17.5, 17.296296296296298)","(41.0, 60.0, 56.770833333333336)","(41.0, 95.0, 85.0)","(10.0, 13.0, 12.844086021505376)","(7.5, 9.4, 9.138775510204082)","(13.0, 15.0, 14.825396825396826)","(51.0, 80.0, 75.96774193548387)","(4.8, 5.4, 5.140625)"
07-01-2023 12:58:44.670901,"(8.5, 11.0, 10.877358490566039)","(31.0, 40.0, 35.5)","(4.2, 5.3, 5.210714285714285)","(6.0, 7.2, 7.136633663366337)","(14.0, 17.5, 17.296296296296298)","(41.0, 60.0, 56.770833333333336)","(41.0, 95.0, 85.0)","(10.0, 13.0, 12.844086021505376)","(7.5, 9.4, 9.137704918032787)","(13.0, 15.0, 14.87962962962963)","(51.0, 80.0, 75.96774193548387)","(4.8, 5.3, 5.159090909090909)"
07-01-2023 12:58:46.137668,"(9.0, 11.0, 10.8984375)","(31.0, 38.0, 35.5)","(4.2, 5.3, 5.210714285714285)","(6.0, 7.2, 7.136633663366337)","(14.0, 17.5, 17.296296296296298)","(41.0, 60.0, 56.770833333333336)","(41.0, 95.0, 85.0)","(10.0, 13.0, 12.844086021505376)","(7.5, 9.4, 9.137704918032787)","(13.0, 15.0, 14.877358490566039)","(41.0, 80.0, 75.96774193548387)","(4.8, 5.2, 5.159090909090909)"
07-01-2023 12:58:47.578960,"(9.0, 11.0, 10.8984375)","(31.0, 38.0, 35.5)","(4.2, 5.3, 5.250980392156863)","(6.0, 7.2, 7.136633663366337)","(14.0, 17.5, 17.296296296296298)","(41.0, 60.0, 56.770833333333336)","(41.0, 95.0, 84.23076923076923)","(10.0, 13.0, 12.709558823529411)","(7.5, 9.4, 9.137704918032787)","(13.0, 15.0, 14.785714285714286)","(41.0, 80.0, 75.96774193548387)","(4.8, 5.2, 5.260714285714286)"
07-01-2023 12:58:48.967723,"(9.0, 11.0, 10.8984375)","(31.0, 38.0, 35.5)","(4.2, 5.3, 5.250980392156863)","(6.0, 7.2, 7.136633663366337)","(14.0, 17.5, 17.181818181818183)","(41.0, 60.0, 56.770833333333336)","(41.0, 95.0, 88.0)","(10.0, 13.0, 12.709558823529411)","(7.5, 9.4, 9.137704918032787)","(13.0, 15.0, 14.785714285714286)","(41.0, 80.0, 75.96774193548387)","(4.8, 5.3, 5.260714285714286)"
07-01-2023 12:58:50.316125,"(9.0, 11.0, 10.8984375)","(31.0, 38.0, 35.333333333333336)","(4.2, 5.3, 5.201538461538461)","(6.0, 7.2, 7.174324324324324)","(14.0, 17.5, 17.150943396226417)","(41.0, 60.0, 56.770833333333336)","(41.0, 95.0, 88.0)","(10.0, 13.0, 12.703007518796992)","(7.5, 9.4, 9.168)","(13.0, 15.0, 14.785714285714286)","(41.0, 80.0, 75.96774193548387)","(4.8, 5.3, 5.260714285714286)"
07-01-2023 12:58:51.709786,"(9.0, 11.0, 10.8984375)","(31.0, 38.0, 36.25)","(4.2, 5.3, 5.177777777777778)","(6.0, 7.2, 7.165454545454546)","(14.0, 17.5, 17.150943396226417)","(41.0, 60.0, 56.770833333333336)","(41.0, 95.0, 88.0)","(10.0, 13.0, 12.703007518796992)","(7.5, 9.4, 9.066666666666666)","(13.0, 15.0, 14.75)","(41.0, 80.0, 67.5)","(4.8, 5.3, 5.396436525612472)"
07-01-2023 12:58:53.019067,"(9.0, 11.0, 10.823529411764707)","(31.0, 38.0, 35.25)","(4.2, 5.2, 5.155555555555556)","(6.0, 7.2, 7.165454545454546)","(14.0, 17.5, 17.150943396226417)","(41.0, 60.0, 56.702127659574465)","(41.0, 95.0, 84.23076923076923)","(10.0, 13.0, 12.743506493506494)","(7.5, 9.4, 9.125)","(13.0, 15.0, 14.862068965517242)","(41.0, 80.0, 73.33333333333333)","(4.8, 5.4, 5.39622641509434)"
07-01-2023 12:58:54.311708,"(9.0, 11.0, 10.823529411764707)","(31.0, 38.0, 35.25)","(4.2, 5.2, 5.155555555555556)","(6.0, 7.2, 7.165454545454546)","(14.0, 17.5, 17.150943396226417)","(41.0, 60.0, 56.702127659574465)","(41.0, 95.0, 84.23076923076923)","(10.0, 13.0, 12.957317073170731)","(7.5, 9.2, 9.125)","(13.0, 15.0, 14.776315789473685)","(41.0, 80.0, 74.44444444444444)","(4.8, 5.4, 5.397607655502393)"
07-01-2023 12:58:55.615432,"(9.0, 11.0, 10.823529411764707)","(31.0, 38.0, 35.1764705882353)","(4.2, 5.2, 5.147368421052632)","(6.0, 7.2, 7.1456140350877195)","(14.0, 17.5, 17.142857142857142)","(41.0, 60.0, 56.30952380952381)","(41.0, 95.0, 84.23076923076923)","(10.0, 13.0, 12.892523364485982)","(7.5, 9.2, 9.125)","(13.0, 15.0, 15.179487179487179)","(41.0, 80.0, 71.81818181818181)","(4.8, 5.4, 5.423232323232323)"
07-01-2023 12:58:56.916076,"(9.0, 11.0, 10.823529411764707)","(31.0, 38.0, 35.1764705882353)","(4.2, 5.2, 5.147368421052632)","(6.0, 7.2, 7.1456140350877195)","(14.0, 17.5, 17.142857142857142)","(41.0, 60.0, 56.30952380952381)","(41.0, 95.0, 84.23076923076923)","(10.0, 13.0, 12.892523364485982)","(7.5, 9.2, 9.078260869565216)","(13.0, 15.5, 15.154320987654321)","(41.0, 80.0, 71.81818181818181)","(4.8, 5.5, 5.423232323232323)"
07-01-2023 12:58:58.247472,"(9.0, 11.0, 10.823529411764707)","(31.0, 38.0, 35.1764705882353)","(4.2, 5.2, 5.147368421052632)","(6.0, 7.2, 7.1456140350877195)","(14.0, 17.5, 17.142857142857142)","(41.0, 60.0, 56.30952380952381)","(41.0, 95.0, 84.23076923076923)","(10.0, 13.0, 12.912087912087912)","(7.5, 9.2, 9.078260869565216)","(13.0, 15.5, 15.42603550295858)","(41.0, 80.0, 71.81818181818181)","(4.8, 5.5, 5.423232323232323)"
07-01-2023 12:58:59.552948,"(9.0, 11.0, 10.823529411764707)","(31.0, 38.0, 35.25)","(4.2, 5.2, 5.138842975206612)","(6.0, 7.2, 7.112359550561798)","(14.0, 17.5, 16.87735849056604)","(41.0, 60.0, 56.30952380952381)","(41.0, 95.0, 83.57142857142857)","(10.0, 13.0, 12.912087912087912)","(8.0, 9.2, 8.995454545454546)","(13.0, 15.5, 15.436363636363636)","(51.0, 80.0, 71.81818181818181)","(4.6, 5.5, 5.423232323232323)"
07-01-2023 12:59:01.187424,"(9.0, 11.0, 10.84375)","(31.0, 38.0, 35.411764705882355)","(4.2, 5.2, 5.138842975206612)","(6.0, 7.2, 7.112359550561798)","(14.0, 17.0, 16.841463414634145)","(41.0, 60.0, 56.30952380952381)","(41.0, 95.0, 83.57142857142857)","(10.0, 13.0, 12.859649122807017)","(8.0, 9.0, 8.968627450980392)","(13.0, 15.5, 15.44478527607362)","(51.0, 80.0, 71.81818181818181)","(4.8, 5.5, 5.423232323232323)"
07-01-2023 12:59:02.506753,"(9.0, 11.0, 10.84375)","(31.0, 38.0, 35.714285714285715)","(4.2, 5.2, 5.102631578947368)","(6.0, 7.2, 6.867676767676768)","(14.0, 17.0, 16.72)","(41.0, 60.0, 55.90909090909091)","(41.0, 95.0, 83.57142857142857)","(10.0, 13.0, 13.06060606060606)","(8.0, 9.0, 8.968627450980392)","(13.0, 15.5, 15.435714285714285)","(51.0, 80.0, 71.81818181818181)","(4.8, 5.5, 5.417708333333334)"
07-01-2023 12:59:04.417675,"(9.0, 11.0, 10.923076923076923)","(31.0, 38.0, 35.411764705882355)","(4.4, 5.2, 5.095454545454545)","(6.0, 7.0, 6.870422535211268)","(14.0, 17.0, 16.75)","(41.0, 60.0, 56.625)","(51.0, 95.0, 81.66666666666667)","(10.0, 13.5, 13.053571428571429)","(8.0, 9.0, 9.023376623376624)","(13.0, 15.5, 15.451851851851853)","(51.0, 80.0, 69.28571428571429)","(4.6, 5.5, 5.404819277108434)"
07-01-2023 12:59:05.962053,"(9.0, 11.0, 10.923076923076923)","(31.0, 38.0, 35.411764705882355)","(4.4, 5.1, 5.095454545454545)","(6.0, 7.0, 6.893167701863354)","(14.0, 17.0, 16.75)","(41.0, 60.0, 56.625)","(51.0, 95.0, 81.66666666666667)","(10.0, 13.5, 13.078947368421053)","(8.0, 9.2, 8.88888888888889)","(13.0, 15.5, 15.451851851851853)","(51.0, 80.0, 69.28571428571429)","(4.6, 5.5, 5.404819277108434)"
07-01-2023 12:59:07.582192,"(9.0, 11.0, 10.923076923076923)","(31.0, 38.0, 35.411764705882355)","(4.4, 5.1, 5.067307692307692)","(6.0, 7.0, 6.882872928176796)","(14.0, 17.0, 16.75)","(41.0, 60.0, 56.625)","(51.0, 95.0, 81.66666666666667)","(10.0, 13.5, 13.119047619047619)","(8.0, 9.0, 8.77245508982036)","(13.0, 15.5, 15.5875)","(51.0, 80.0, 69.28571428571429)","(4.6, 5.5, 5.404819277108434)"
07-01-2023 12:59:09.301220,"(9.0, 11.0, 10.938775510204081)","(31.0, 38.0, 35.8)","(4.4, 5.1, 5.036986301369863)","(6.0, 7.0, 6.896875)","(14.0, 17.0, 16.833333333333332)","(41.0, 60.0, 57.0)","(51.0, 95.0, 81.66666666666667)","(10.0, 13.5, 12.970588235294118)","(8.0, 8.8, 8.779640718562876)","(13.0, 16.0, 15.66304347826087)","(51.0, 80.0, 72.5)","(4.6, 5.5, 5.551612903225807)"
07-01-2023 12:59:10.907164,"(9.0, 11.0, 10.938775510204081)","(31.0, 38.0, 35.8)","(4.4, 5.1, 5.036986301369863)","(6.0, 7.0, 6.896875)","(14.0, 17.0, 16.833333333333332)","(41.0, 60.0, 57.0)","(51.0, 95.0, 81.66666666666667)","(11.0, 13.0, 12.970588235294118)","(8.0, 8.8, 8.779761904761905)","(13.0, 16.0, 15.4765625)","(51.0, 80.0, 72.5)","(4.6, 5.6, 5.558974358974359)"
07-01-2023 12:59:12.652256,"(9.0, 11.0, 10.938775510204081)","(31.0, 38.0, 35.8)","(4.4, 5.1, 5.016556291390728)","(6.0, 7.0, 6.969090909090909)","(14.0, 17.0, 16.833333333333332)","(41.0, 60.0, 57.0)","(51.0, 95.0, 81.66666666666667)","(11.0, 13.0, 12.876470588235295)","(8.0, 8.8, 8.779761904761905)","(13.0, 15.5, 15.398692810457517)","(51.0, 80.0, 72.5)","(4.6, 5.6, 5.545762711864406)"
07-01-2023 12:59:14.254093,"(9.0, 11.0, 10.938775510204081)","(31.0, 38.0, 35.8)","(4.4, 5.1, 5.019745222929936)","(6.0, 7.0, 6.968518518518518)","(14.0, 17.0, 16.833333333333332)","(41.0, 60.0, 57.0)","(51.0, 95.0, 81.66666666666667)","(11.0, 13.0, 12.867088607594937)","(7.5, 8.8, 8.779761904761905)","(13.0, 15.5, 15.367469879518072)","(51.0, 80.0, 72.5)","(4.6, 5.5, 5.497916666666667)"
07-01-2023 12:59:15.859715,"(9.0, 11.0, 10.938775510204081)","(31.0, 38.0, 35.8)","(4.4, 5.1, 5.019745222929936)","(6.0, 7.0, 6.968518518518518)","(14.0, 17.0, 16.833333333333332)","(41.0, 60.0, 57.0)","(51.0, 95.0, 81.66666666666667)","(11.0, 13.0, 12.867088607594937)","(7.5, 8.8, 8.779761904761905)","(13.0, 15.5, 15.367469879518072)","(51.0, 80.0, 72.5)","(4.6, 5.5, 5.672058823529412)"
07-01-2023 12:59:17.307652,"(9.0, 11.0, 10.938775510204081)","(31.0, 38.0, 35.5)","(4.4, 5.1, 5.028409090909091)","(6.0, 7.0, 6.966037735849056)","(14.0, 17.0, 16.833333333333332)","(41.0, 60.0, 57.0)","(51.0, 95.0, 81.66666666666667)","(11.0, 13.0, 12.867088607594937)","(7.5, 8.8, 8.766336633663366)","(13.0, 15.5, 15.367469879518072)","(51.0, 80.0, 72.5)","(4.6, 5.7, 5.665333333333333)"
07-01-2023 12:59:18.818228,"(9.0, 11.0, 10.938775510204081)","(31.0, 40.0, 37.1875)","(4.4, 5.1, 5.028409090909091)","(6.0, 7.0, 6.966037735849056)","(14.0, 17.0, 16.833333333333332)","(41.0, 60.0, 56.625)","(51.0, 95.0, 81.66666666666667)","(11.0, 13.0, 12.867088607594937)","(7.5, 8.8, 8.77939393939394)","(13.0, 15.5, 15.367469879518072)","(51.0, 80.0, 75.83333333333333)","(4.6, 5.7, 5.665333333333333)"
07-01-2023 12:59:20.315849,"(9.0, 11.0, 10.938775510204081)","(31.0, 40.0, 37.0)","(4.4, 5.0, 4.9945054945054945)","(6.0, 7.2, 6.962962962962963)","(14.0, 17.0, 17.220238095238095)","(41.0, 60.0, 56.625)","(51.0, 95.0, 81.66666666666667)","(11.0, 13.0, 12.867088607594937)","(7.5, 8.8, 8.771098265895954)","(13.0, 15.5, 15.367469879518072)","(51.0, 80.0, 75.83333333333333)","(4.6, 5.7, 5.668918918918919)"
07-01-2023 12:59:21.688979,"(9.0, 11.0, 10.938775510204081)","(31.0, 40.0, 37.0)","(4.4, 5.0, 4.989583333333333)","(6.0, 7.0, 6.962962962962963)","(14.0, 17.5, 17.220238095238095)","(41.0, 60.0, 56.625)","(51.0, 95.0, 81.66666666666667)","(11.0, 13.0, 12.867088607594937)","(7.5, 8.8, 8.771098265895954)","(13.0, 15.5, 15.367469879518072)","(51.0, 80.0, 74.23076923076923)","(4.6, 5.7, 5.668493150684932)"
07-01-2023 12:59:23.025522,"(9.0, 11.0, 10.936170212765957)","(31.0, 40.0, 37.0)","(4.4, 5.0, 4.989583333333333)","(6.0, 7.0, 6.962962962962963)","(14.0, 17.5, 17.220238095238095)","(41.0, 60.0, 56.625)","(51.0, 95.0, 81.66666666666667)","(11.0, 13.0, 12.867088607594937)","(7.5, 8.8, 8.771098265895954)","(13.0, 15.5, 15.367469879518072)","(51.0, 80.0, 74.23076923076923)","(4.6, 5.7, 5.668493150684932)"
07-01-2023 12:59:24.498598,"(9.0, 11.0, 10.936170212765957)","(31.0, 40.0, 37.0)","(4.4, 5.0, 4.989583333333333)","(6.0, 7.0, 6.962962962962963)","(14.0, 17.5, 17.220238095238095)","(41.0, 60.0, 56.625)","(51.0, 95.0, 81.66666666666667)","(11.0, 13.0, 12.867088607594937)","(7.5, 8.8, 8.771098265895954)","(13.0, 15.5, 15.367469879518072)","(51.0, 80.0, 74.23076923076923)","(4.6, 5.7, 5.668493150684932)"
07-01-2023 12:59:25.905346,"(9.0, 11.0, 10.936170212765957)","(31.0, 40.0, 37.0)","(4.4, 5.0, 4.945967741935484)","(6.0, 7.0, 6.96)","(14.0, 17.5, 17.216867469879517)","(41.0, 60.0, 56.44736842105263)","(51.0, 95.0, 85.0)","(11.0, 13.5, 13.06989247311828)","(7.5, 8.8, 8.771098265895954)","(13.0, 15.5, 15.393203883495145)","(51.0, 80.0, 75.3125)","(4.8, 5.7, 5.668055555555555)"
07-01-2023 12:59:27.361497,"(9.0, 11.0, 10.936170212765957)","(31.0, 40.0, 37.25)","(4.4, 5.0, 4.957894736842105)","(6.0, 7.0, 6.816336633663366)","(14.0, 17.5, 17.010204081632654)","(41.0, 60.0, 56.142857142857146)","(51.0, 95.0, 85.0)","(11.0, 13.5, 13.076923076923077)","(7.5, 8.8, 8.770238095238096)","(13.0, 15.5, 15.37709497206704)","(51.0, 80.0, 75.3125)","(4.8, 5.7, 5.668055555555555)"
07-01-2023 12:59:28.870004,"(9.0, 11.0, 10.936170212765957)","(31.0, 40.0, 37.25)","(4.4, 5.0, 4.94125)","(6.0, 7.0, 6.777914110429448)","(14.0, 17.5, 17.010204081632654)","(41.0, 60.0, 55.645161290322584)","(51.0, 95.0, 85.0)","(11.0, 13.5, 12.947916666666666)","(7.5, 8.8, 8.746153846153847)","(13.0, 15.5, 15.296052631578947)","(51.0, 80.0, 75.3125)","(4.8, 5.7, 5.683050847457627)"
07-01-2023 12:59:30.350789,"(9.0, 11.0, 10.716535433070867)","(31.0, 40.0, 38.285714285714285)","(4.4, 5.0, 4.894871794871795)","(6.0, 6.8, 6.739516129032258)","(14.0, 17.5, 17.010204081632654)","(51.0, 60.0, 56.53846153846154)","(51.0, 95.0, 81.66666666666667)","(11.0, 13.0, 13.125)","(8.0, 8.8, 8.793548387096775)","(13.0, 15.5, 15.304621848739496)","(51.0, 80.0, 78.57142857142857)","(4.8, 5.7, 5.708)"
07-01-2023 12:59:31.867182,"(9.0, 11.0, 10.716535433070867)","(31.0, 40.0, 38.285714285714285)","(4.4, 4.9, 4.894871794871795)","(6.0, 6.8, 6.718222222222222)","(14.0, 17.5, 17.010204081632654)","(51.0, 60.0, 56.53846153846154)","(51.0, 95.0, 81.66666666666667)","(11.0, 13.5, 13.020833333333334)","(8.0, 8.8, 8.792941176470588)","(13.0, 15.5, 15.30379746835443)","(51.0, 80.0, 76.15384615384616)","(4.8, 5.8, 5.755)"
07-01-2023 12:59:33.333775,"(9.0, 11.0, 10.716535433070867)","(31.0, 40.0, 38.285714285714285)","(4.4, 4.9, 4.896078431372549)","(6.0, 6.8, 6.702068965517241)","(14.0, 17.5, 17.010204081632654)","(51.0, 60.0, 56.707317073170735)","(51.0, 95.0, 81.66666666666667)","(11.0, 13.5, 13.077981651376147)","(8.0, 8.8, 8.796385542168675)","(13.0, 15.5, 15.309426229508198)","(51.0, 80.0, 78.66666666666667)","(4.8, 5.8, 5.718248175182482)"
07-01-2023 12:59:34.769442,"(9.0, 11.0, 10.737226277372264)","(31.0, 40.0, 38.285714285714285)","(4.4, 4.9, 4.896078431372549)","(6.0, 6.8, 6.702068965517241)","(14.0, 17.5, 17.068627450980394)","(51.0, 60.0, 56.707317073170735)","(51.0, 95.0, 81.66666666666667)","(11.0, 13.5, 13.066037735849056)","(8.0, 8.8, 8.796153846153846)","(13.0, 15.5, 15.309426229508198)","(51.0, 80.0, 77.22222222222223)","(4.8, 5.8, 5.699386503067484)"
07-01-2023 12:59:36.138841,"(9.0, 11.0, 10.737226277372264)","(31.0, 40.0, 38.285714285714285)","(4.4, 4.9, 4.896078431372549)","(6.0, 6.8, 6.702068965517241)","(14.0, 17.5, 17.068627450980394)","(51.0, 60.0, 57.065217391304344)","(51.0, 95.0, 86.42857142857143)","(11.0, 13.5, 12.894736842105264)","(8.0, 8.8, 8.895348837209303)","(13.0, 15.5, 15.309426229508198)","(51.0, 80.0, 78.66666666666667)","(4.8, 5.8, 5.694736842105263)"
07-01-2023 12:59:37.481810,"(9.0, 11.0, 10.737226277372264)","(31.0, 40.0, 38.285714285714285)","(4.4, 4.9, 4.896078431372549)","(6.0, 6.8, 6.702068965517241)","(14.0, 17.5, 17.068627450980394)","(51.0, 60.0, 57.065217391304344)","(51.0, 95.0, 87.5)","(11.0, 13.5, 12.85897435897436)","(8.0, 9.0, 8.905128205128205)","(13.0, 15.5, 15.309426229508198)","(51.0, 80.0, 77.22222222222223)","(4.8, 5.8, 5.688888888888888)"
07-01-2023 12:59:39.044579,"(9.0, 11.0, 10.737226277372264)","(31.0, 40.0, 38.285714285714285)","(4.4, 5.0, 4.919877675840978)","(6.0, 6.8, 6.708029197080291)","(15.0, 17.5, 17.068627450980394)","(51.0, 60.0, 57.065217391304344)","(51.0, 95.0, 88.75)","(11.0, 13.5, 12.85897435897436)","(8.0, 9.0, 9.273469387755101)","(13.0, 15.5, 15.301282051282051)","(51.0, 80.0, 77.22222222222223)","(4.8, 5.8, 5.691935483870968)"
07-01-2023 12:59:40.535968,"(9.0, 11.0, 10.746478873239436)","(31.0, 40.0, 38.285714285714285)","(4.4, 4.9, 4.896610169491526)","(6.0, 6.8, 6.684120171673819)","(15.0, 17.5, 17.068627450980394)","(51.0, 60.0, 56.9)","(51.0, 95.0, 88.75)","(11.0, 13.5, 12.925287356321839)","(8.0, 9.4, 9.042857142857143)","(13.0, 15.5, 15.111570247933884)","(51.0, 80.0, 77.22222222222223)","(4.8, 5.7, 5.667857142857143)"
07-01-2023 12:59:41.925154,"(9.0, 11.0, 10.746478873239436)","(31.0, 40.0, 38.285714285714285)","(4.4, 4.9, 4.896491228070175)","(6.0, 6.8, 6.684120171673819)","(15.0, 17.5, 17.068627450980394)","(51.0, 60.0, 56.9)","(51.0, 95.0, 88.75)","(11.0, 13.5, 13.481481481481481)","(8.0, 9.4, 8.755)","(13.0, 15.5, 15.0875)","(51.0, 80.0, 77.36842105263158)","(4.8, 5.7, 5.649056603773585)"
07-01-2023 12:59:43.293596,"(9.0, 11.0, 10.764900662251655)","(31.0, 40.0, 38.285714285714285)","(4.4, 4.9, 4.883510638297873)","(6.0, 7.0, 6.97906976744186)","(15.0, 17.5, 17.107142857142858)","(51.0, 60.0, 57.01923076923077)","(51.0, 95.0, 89.64285714285714)","(11.0, 14.0, 13.506172839506172)","(8.0, 8.8, 8.742201834862385)","(13.0, 15.5, 14.163333333333334)","(51.0, 80.0, 77.36842105263158)","(4.8, 5.7, 5.663013698630137)"
07-01-2023 12:59:44.758648,"(9.0, 11.0, 10.731060606060606)","(31.0, 40.0, 38.285714285714285)","(4.4, 4.9, 4.883510638297873)","(6.0, 7.0, 6.973529411764706)","(15.0, 17.5, 17.1)","(51.0, 60.0, 57.01923076923077)","(51.0, 95.0, 89.64285714285714)","(11.0, 14.0, 13.506172839506172)","(8.0, 8.8, 8.742201834862385)","(13.0, 14.5, 14.681159420289855)","(51.0, 80.0, 77.36842105263158)","(4.8, 5.7, 5.663013698630137)"
07-01-2023 12:59:46.121993,"(9.0, 11.0, 10.731060606060606)","(31.0, 40.0, 38.285714285714285)","(4.4, 4.9, 4.9006410256410255)","(6.0, 7.0, 6.859829059829059)","(15.0, 17.5, 17.526315789473685)","(51.0, 60.0, 57.1875)","(51.0, 95.0, 89.44444444444444)","(11.0, 14.0, 13.506172839506172)","(8.0, 8.8, 8.741552511415525)","(13.0, 15.0, 14.379032258064516)","(51.0, 80.0, 77.0)","(4.8, 5.7, 5.6927536231884055)"
07-01-2023 12:59:47.697854,"(9.0, 11.0, 10.783536585365853)","(31.0, 40.0, 39.6)","(4.4, 5.0, 4.883957219251337)","(6.0, 7.0, 6.898591549295775)","(15.0, 18.0, 17.42105263157895)","(51.0, 60.0, 57.1875)","(51.0, 95.0, 89.44444444444444)","(11.0, 14.0, 13.534883720930232)","(8.0, 8.8, 8.741552511415525)","(13.0, 14.5, 14.193877551020408)","(51.0, 80.0, 77.0)","(4.8, 5.7, 5.687179487179487)"
07-01-2023 12:59:49.117440,"(9.0, 11.0, 10.783536585365853)","(31.0, 40.0, 37.62068965517241)","(4.4, 4.9, 4.883957219251337)","(6.0, 7.0, 7.007017543859649)","(15.0, 17.5, 17.423076923076923)","(51.0, 60.0, 57.0)","(51.0, 95.0, 93.0)","(11.0, 14.0, 13.534883720930232)","(8.0, 8.8, 8.749038461538461)","(13.0, 14.5, 14.1)","(51.0, 80.0, 78.75)","(4.8, 5.7, 5.687179487179487)"
07-01-2023 12:59:50.475536,"(9.0, 11.0, 10.775147928994082)","(31.0, 38.0, 37.63934426229508)","(4.4, 4.9, 4.885645933014354)","(6.0, 7.2, 7.109375)","(15.0, 17.5, 17.406976744186046)","(51.0, 60.0, 56.83673469387755)","(51.0, 95.0, 93.33333333333333)","(11.0, 14.0, 13.63963963963964)","(8.0, 8.8, 8.72638888888889)","(13.0, 14.5, 14.229166666666666)","(51.0, 80.0, 77.14285714285714)","(4.8, 5.7, 5.6912280701754385)"
07-01-2023 12:59:52.161421,"(9.0, 11.0, 10.779069767441861)","(31.0, 38.0, 37.63934426229508)","(4.4, 4.9, 4.886725663716814)","(6.0, 7.2, 7.118840579710145)","(15.0, 17.5, 17.42982456140351)","(51.0, 60.0, 56.96078431372549)","(51.0, 95.0, 93.63636363636364)","(11.0, 14.0, 13.71631205673759)","(8.0, 8.8, 8.731168831168832)","(12.0, 14.5, 14.25925925925926)","(51.0, 80.0, 78.88888888888889)","(4.8, 5.7, 5.6930555555555555)"
07-01-2023 12:59:53.604599,"(9.0, 11.0, 10.951456310679612)","(31.0, 38.0, 37.214285714285715)","(4.4, 4.9, 4.886725663716814)","(6.0, 7.2, 7.118840579710145)","(15.0, 17.5, 17.42982456140351)","(51.0, 60.0, 57.4390243902439)","(51.0, 95.0, 88.82352941176471)","(11.0, 14.0, 13.703703703703704)","(8.0, 8.8, 8.732000000000001)","(12.0, 14.5, 14.23469387755102)","(51.0, 80.0, 77.27272727272727)","(4.8, 5.7, 5.6930555555555555)"
