,Sweet Enough,Alpha Princess,Durham,Coonamble Kid,Adulate,Fancy A Scotch,Crystal Chaos,Wheres The Bar
11-01-2023 15:43:05.340613,"(61.0, 140.0, 132.0)","(11.0, 16.5, 15.916666666666666)","(81.0, 190.0, 180.76923076923077)","(5.0, 7.4, 7.348148148148148)","(2.6, 2.84, 2.799375)","(4.8, 7.2, 6.970588235294118)","(81.0, 200.0, 182.22222222222223)","(2.7, 3.8, 3.5916666666666663)"
11-01-2023 15:43:06.545574,"(61.0, 140.0, 132.0)","(11.0, 16.5, 14.441176470588236)","(81.0, 190.0, 180.76923076923077)","(5.0, 7.4, 7.348148148148148)","(2.6, 2.84, 2.799375)","(4.8, 7.2, 6.970588235294118)","(81.0, 200.0, 182.22222222222223)","(2.7, 3.8, 3.5916666666666663)"
11-01-2023 15:43:07.820392,"(61.0, 140.0, 132.0)","(11.0, 16.5, 14.434782608695652)","(81.0, 190.0, 175.0)","(5.0, 7.4, 7.348148148148148)","(2.6, 2.84, 2.799375)","(4.8, 7.2, 6.970588235294118)","(81.0, 200.0, 182.22222222222223)","(2.7, 3.8, 3.5916666666666663)"
11-01-2023 15:43:09.224457,"(61.0, 140.0, 132.0)","(11.0, 16.5, 14.657894736842104)","(81.0, 190.0, 175.0)","(5.0, 7.4, 7.336363636363637)","(2.6, 2.84, 2.799375)","(4.8, 7.2, 6.970588235294118)","(81.0, 200.0, 182.22222222222223)","(2.7, 3.8, 3.5916666666666663)"
11-01-2023 15:43:10.474497,"(61.0, 140.0, 132.0)","(11.0, 16.5, 14.657894736842104)","(81.0, 190.0, 175.0)","(5.0, 7.4, 7.336363636363637)","(2.6, 2.84, 2.799375)","(4.8, 7.2, 6.970588235294118)","(81.0, 200.0, 182.22222222222223)","(2.7, 3.8, 3.565625)"
11-01-2023 15:43:11.716731,"(61.0, 140.0, 132.0)","(11.0, 16.5, 14.657894736842104)","(81.0, 190.0, 177.14285714285714)","(5.0, 7.4, 7.348148148148148)","(2.6, 2.84, 2.826363636363636)","(4.8, 7.2, 6.970588235294118)","(81.0, 200.0, 182.22222222222223)","(2.7, 3.8, 3.565625)"
11-01-2023 15:43:12.979235,"(61.0, 140.0, 132.0)","(11.0, 16.5, 15.625)","(81.0, 190.0, 175.0)","(5.0, 7.4, 7.348148148148148)","(2.6, 2.84, 2.81037037037037)","(4.8, 7.2, 6.970588235294118)","(81.0, 200.0, 182.22222222222223)","(2.7, 3.8, 3.57)"
11-01-2023 15:43:14.258999,"(61.0, 140.0, 135.0)","(11.0, 16.5, 15.625)","(81.0, 190.0, 175.0)","(5.0, 7.4, 7.3621621621621625)","(2.6, 2.84, 2.81037037037037)","(4.8, 7.2, 7.0227272727272725)","(81.0, 200.0, 182.22222222222223)","(2.7, 3.75, 3.6315789473684212)"
11-01-2023 15:43:15.479760,"(61.0, 140.0, 135.0)","(11.0, 16.5, 15.625)","(81.0, 190.0, 172.85714285714286)","(5.0, 7.4, 7.3621621621621625)","(2.6, 2.84, 2.826363636363636)","(4.8, 7.2, 7.0227272727272725)","(81.0, 200.0, 182.22222222222223)","(2.7, 3.75, 3.6565217391304348)"
11-01-2023 15:43:16.722547,"(61.0, 140.0, 136.0)","(11.0, 16.5, 15.566666666666666)","(81.0, 190.0, 172.85714285714286)","(5.0, 7.4, 7.3621621621621625)","(2.6, 2.84, 2.818252427184466)","(4.8, 7.2, 7.0227272727272725)","(81.0, 200.0, 182.22222222222223)","(2.7, 3.7, 3.5965517241379312)"
11-01-2023 15:43:18.019482,"(61.0, 140.0, 135.0)","(11.0, 16.5, 15.566666666666666)","(81.0, 190.0, 172.85714285714286)","(5.0, 7.4, 7.35625)","(2.6, 2.82, 2.817142857142857)","(4.8, 7.2, 7.0227272727272725)","(81.0, 200.0, 173.33333333333334)","(2.7, 3.7, 3.5965517241379312)"
11-01-2023 15:43:19.251374,"(81.0, 140.0, 135.0)","(11.0, 16.5, 15.566666666666666)","(91.0, 190.0, 172.85714285714286)","(5.0, 7.4, 7.35625)","(2.6, 2.82, 2.817142857142857)","(5.0, 7.2, 7.0227272727272725)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.5965517241379312)"
11-01-2023 15:43:20.546977,"(81.0, 140.0, 135.0)","(11.0, 16.5, 15.94)","(91.0, 190.0, 172.85714285714286)","(5.0, 7.4, 7.3621621621621625)","(2.6, 2.82, 2.8162499999999997)","(5.0, 7.2, 7.0227272727272725)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.5965517241379312)"
11-01-2023 15:43:21.810439,"(81.0, 140.0, 135.0)","(11.0, 16.5, 14.441176470588236)","(91.0, 190.0, 172.85714285714286)","(5.0, 7.4, 7.3621621621621625)","(2.6, 2.82, 2.8162499999999997)","(5.0, 7.2, 7.0227272727272725)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.571794871794872)"
11-01-2023 15:43:23.240751,"(81.0, 140.0, 135.0)","(11.0, 16.5, 14.441176470588236)","(91.0, 190.0, 172.85714285714286)","(5.0, 7.4, 7.3621621621621625)","(2.6, 2.82, 2.8183892617449664)","(5.0, 7.2, 7.0227272727272725)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.571794871794872)"
11-01-2023 15:43:24.642383,"(81.0, 140.0, 135.0)","(11.0, 16.5, 14.441176470588236)","(91.0, 190.0, 175.0)","(5.0, 7.4, 7.3621621621621625)","(2.6, 2.82, 2.82)","(5.0, 7.2, 7.0227272727272725)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.571794871794872)"
11-01-2023 15:43:25.900590,"(91.0, 140.0, 135.0)","(11.0, 16.5, 14.441176470588236)","(91.0, 190.0, 175.0)","(5.0, 7.4, 7.35625)","(2.6, 2.86, 2.82)","(5.0, 7.2, 7.0227272727272725)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.571794871794872)"
11-01-2023 15:43:27.336973,"(91.0, 140.0, 135.0)","(11.0, 16.5, 14.441176470588236)","(91.0, 190.0, 175.0)","(5.0, 7.4, 7.36)","(2.6, 2.86, 2.797142857142857)","(5.0, 7.2, 6.95)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.5824324324324324)"
11-01-2023 15:43:28.668173,"(91.0, 140.0, 135.0)","(11.0, 16.5, 14.909090909090908)","(91.0, 190.0, 175.0)","(5.0, 7.4, 7.365853658536586)","(2.6, 2.86, 2.7874999999999996)","(5.0, 7.0, 6.95)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.568181818181818)"
11-01-2023 15:43:30.170325,"(91.0, 140.0, 135.0)","(11.0, 16.5, 14.689655172413794)","(91.0, 190.0, 175.0)","(5.0, 7.4, 7.365853658536586)","(2.6, 2.8, 2.797142857142857)","(5.0, 7.0, 6.988888888888889)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.568181818181818)"
11-01-2023 15:43:31.434981,"(91.0, 140.0, 135.0)","(11.0, 16.5, 14.689655172413794)","(91.0, 190.0, 175.0)","(5.0, 7.4, 7.365853658536586)","(2.6, 2.86, 2.797142857142857)","(5.0, 7.0, 6.988888888888889)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.5636363636363635)"
11-01-2023 15:43:32.684846,"(91.0, 140.0, 135.0)","(11.0, 16.5, 14.689655172413794)","(91.0, 190.0, 175.0)","(5.0, 7.4, 7.365853658536586)","(2.6, 2.86, 2.82)","(5.0, 7.0, 6.988888888888889)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.5549999999999997)"
11-01-2023 15:43:33.972268,"(91.0, 140.0, 135.0)","(11.0, 16.5, 14.689655172413794)","(91.0, 190.0, 175.0)","(5.0, 7.4, 7.723076923076923)","(2.6, 2.86, 2.8317647058823527)","(5.0, 7.0, 6.988888888888889)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.584)"
11-01-2023 15:43:35.208343,"(91.0, 140.0, 135.0)","(11.0, 16.5, 16.22222222222222)","(91.0, 190.0, 175.0)","(5.0, 7.8, 7.618181818181818)","(2.6, 2.86, 2.826315789473684)","(5.0, 7.0, 6.9875)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.576595744680851)"
11-01-2023 15:43:36.602252,"(91.0, 140.0, 135.0)","(11.0, 16.5, 16.22222222222222)","(91.0, 190.0, 175.0)","(5.0, 8.0, 7.7375)","(2.6, 2.86, 2.844390243902439)","(5.0, 7.0, 6.9875)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.576595744680851)"
11-01-2023 15:43:38.064800,"(91.0, 140.0, 135.0)","(11.0, 16.5, 15.333333333333334)","(91.0, 190.0, 175.0)","(5.0, 8.0, 7.72)","(2.6, 2.86, 2.8166666666666664)","(5.0, 7.0, 6.9875)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.576595744680851)"
11-01-2023 15:43:39.492587,"(91.0, 140.0, 135.0)","(11.0, 15.5, 15.333333333333334)","(91.0, 190.0, 175.0)","(5.0, 8.0, 7.756521739130434)","(2.6, 2.82, 2.804)","(5.0, 7.0, 6.9875)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.5692307692307694)"
11-01-2023 15:43:40.882175,"(91.0, 140.0, 135.0)","(11.0, 15.5, 15.416666666666666)","(91.0, 190.0, 175.0)","(5.0, 8.0, 7.905882352941177)","(2.6, 2.82, 2.8010526315789472)","(5.0, 7.0, 6.9904761904761905)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.5794117647058825)"
11-01-2023 15:43:42.259646,"(91.0, 140.0, 135.0)","(11.0, 15.5, 15.416666666666666)","(91.0, 190.0, 175.0)","(5.0, 8.0, 8.145454545454545)","(2.6, 2.82, 2.8114285714285714)","(5.0, 7.0, 6.882758620689655)","(101.0, 200.0, 168.0)","(2.7, 3.6, 3.5363636363636366)"
11-01-2023 15:43:43.599812,"(91.0, 140.0, 135.0)","(11.0, 15.5, 17.03846153846154)","(91.0, 190.0, 175.0)","(5.0, 8.2, 8.153846153846153)","(2.6, 2.82, 2.8066666666666666)","(5.0, 7.0, 6.873333333333333)","(101.0, 200.0, 168.0)","(2.7, 3.6, 3.518181818181818)"
11-01-2023 15:43:44.889868,"(91.0, 140.0, 135.0)","(11.0, 17.5, 16.615384615384617)","(91.0, 190.0, 175.0)","(5.0, 8.2, 8.166666666666666)","(2.6, 2.82, 2.7783333333333333)","(5.0, 7.0, 6.8533333333333335)","(101.0, 200.0, 168.0)","(2.7, 3.6, 3.6305555555555555)"
11-01-2023 15:43:46.166964,"(91.0, 140.0, 135.0)","(11.0, 17.0, 15.53125)","(91.0, 190.0, 175.0)","(5.0, 8.2, 8.022222222222222)","(2.6, 2.78, 2.779333333333333)","(5.0, 7.0, 6.794594594594594)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.668181818181818)"
11-01-2023 15:43:47.480695,"(91.0, 140.0, 135.0)","(11.0, 16.0, 15.325)","(91.0, 190.0, 175.0)","(5.0, 8.2, 8.028571428571428)","(2.6, 2.78, 2.797299035369775)","(5.0, 6.8, 6.848275862068966)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.6611111111111114)"
11-01-2023 15:43:48.761959,"(91.0, 140.0, 135.0)","(11.0, 16.0, 15.134615384615385)","(91.0, 190.0, 175.0)","(5.0, 8.2, 8.028571428571428)","(2.6, 2.8, 2.797299035369775)","(5.0, 7.0, 6.848275862068966)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.6611111111111114)"
11-01-2023 15:43:50.013813,"(91.0, 140.0, 135.0)","(11.0, 16.0, 15.0)","(91.0, 190.0, 175.0)","(5.0, 8.2, 8.025)","(2.6, 2.8, 2.7596688741721853)","(5.0, 7.0, 6.848275862068966)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.6611111111111114)"
11-01-2023 15:43:51.363486,"(91.0, 140.0, 135.0)","(11.0, 16.0, 15.0)","(91.0, 190.0, 175.0)","(5.0, 8.2, 8.13170731707317)","(2.6, 2.76, 2.7596688741721853)","(5.0, 7.0, 6.857142857142857)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.6733333333333333)"
11-01-2023 15:43:52.703212,"(91.0, 140.0, 135.0)","(11.0, 16.0, 15.131578947368421)","(91.0, 190.0, 175.0)","(5.0, 8.2, 8.13170731707317)","(2.6, 2.76, 2.7699999999999996)","(5.0, 7.0, 6.852631578947368)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.66875)"
11-01-2023 15:43:53.911002,"(91.0, 140.0, 135.0)","(11.0, 16.0, 15.131578947368421)","(91.0, 190.0, 175.0)","(5.0, 8.2, 8.13170731707317)","(2.6, 2.78, 2.7624999999999997)","(5.0, 7.0, 6.857142857142857)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.6733333333333333)"
11-01-2023 15:43:55.136401,"(91.0, 140.0, 135.0)","(11.0, 16.0, 15.131578947368421)","(91.0, 190.0, 175.0)","(5.0, 8.2, 8.083333333333332)","(2.6, 2.78, 2.7790635451505015)","(5.0, 7.0, 6.848275862068966)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.6578947368421053)"
11-01-2023 15:43:56.381647,"(101.0, 140.0, 135.0)","(11.0, 16.0, 15.131578947368421)","(91.0, 190.0, 175.0)","(5.5, 8.2, 8.122222222222222)","(2.6, 2.78, 2.7790635451505015)","(5.0, 7.0, 6.857142857142857)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.6733333333333333)"
11-01-2023 15:43:57.744484,"(101.0, 140.0, 135.0)","(11.0, 16.0, 15.131578947368421)","(91.0, 190.0, 175.0)","(5.5, 8.2, 8.12)","(2.6, 2.78, 2.7790635451505015)","(5.0, 7.0, 6.857142857142857)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.6733333333333333)"
11-01-2023 15:43:59.023172,"(101.0, 140.0, 135.0)","(11.0, 16.0, 15.5)","(91.0, 190.0, 175.0)","(5.5, 8.2, 8.066666666666666)","(2.6, 2.78, 2.7781208053691273)","(5.0, 7.0, 6.713333333333333)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.6636363636363636)"
11-01-2023 15:44:00.426514,"(101.0, 140.0, 135.0)","(11.0, 16.5, 15.6)","(91.0, 190.0, 175.0)","(5.5, 8.2, 8.131428571428572)","(2.6, 2.78, 2.779020979020979)","(5.0, 6.8, 6.3621621621621625)","(101.0, 200.0, 168.0)","(2.7, 3.7, 3.7227272727272727)"
11-01-2023 15:44:01.825040,"(101.0, 140.0, 135.0)","(11.0, 16.5, 15.6)","(91.0, 190.0, 175.0)","(5.5, 8.2, 8.122222222222222)","(2.6, 2.78, 2.7788927335640135)","(5.0, 6.4, 6.3939393939393945)","(101.0, 200.0, 168.0)","(2.7, 3.75, 3.73)"
11-01-2023 15:44:03.161948,"(101.0, 140.0, 135.0)","(11.0, 16.5, 15.6)","(91.0, 190.0, 175.0)","(5.5, 8.2, 8.124324324324323)","(2.6, 2.78, 2.7788927335640135)","(5.0, 6.4, 6.3939393939393945)","(101.0, 200.0, 168.0)","(2.7, 3.75, 3.735)"
11-01-2023 15:44:04.459896,"(101.0, 140.0, 135.0)","(11.0, 16.5, 15.6)","(91.0, 190.0, 175.0)","(5.5, 8.2, 8.124324324324323)","(2.6, 2.78, 2.7788927335640135)","(5.0, 6.4, 6.3939393939393945)","(101.0, 200.0, 168.0)","(2.7, 3.75, 3.735)"
11-01-2023 15:44:05.680341,"(101.0, 140.0, 135.0)","(11.0, 16.5, 15.6)","(91.0, 190.0, 175.0)","(5.5, 8.2, 8.12)","(2.6, 2.78, 2.7788732394366193)","(5.0, 6.4, 6.394871794871795)","(101.0, 200.0, 168.0)","(2.7, 3.75, 3.735)"
11-01-2023 15:44:06.915476,"(101.0, 140.0, 135.0)","(11.0, 16.5, 15.692307692307692)","(91.0, 190.0, 175.0)","(5.5, 8.2, 8.12)","(2.6, 2.78, 2.7788732394366193)","(5.0, 6.4, 6.358333333333333)","(101.0, 200.0, 168.0)","(2.7, 3.75, 3.735)"
11-01-2023 15:44:08.211331,"(101.0, 140.0, 135.0)","(11.0, 16.5, 15.692307692307692)","(91.0, 190.0, 175.0)","(5.5, 8.2, 8.122222222222222)","(2.6, 2.78, 2.7788732394366193)","(5.0, 6.4, 6.364912280701755)","(101.0, 200.0, 168.0)","(2.7, 3.75, 3.735)"
11-01-2023 15:44:09.656501,"(101.0, 140.0, 135.0)","(11.0, 16.5, 15.692307692307692)","(91.0, 190.0, 175.0)","(5.5, 8.2, 8.122222222222222)","(2.6, 2.78, 2.7788732394366193)","(5.0, 6.4, 6.361538461538462)","(101.0, 200.0, 168.0)","(2.7, 3.75, 3.735)"
11-01-2023 15:44:10.976408,"(101.0, 140.0, 135.0)","(11.0, 16.5, 15.692307692307692)","(91.0, 190.0, 175.0)","(5.5, 8.2, 8.122222222222222)","(2.6, 2.78, 2.7788732394366193)","(5.0, 6.4, 6.361538461538462)","(101.0, 200.0, 168.0)","(2.7, 3.75, 3.735)"
11-01-2023 15:44:12.529139,"(101.0, 140.0, 135.0)","(11.0, 16.5, 15.692307692307692)","(91.0, 190.0, 175.0)","(5.5, 8.2, 8.122222222222222)","(2.6, 2.78, 2.778853046594982)","(5.0, 6.4, 6.361538461538462)","(101.0, 200.0, 168.0)","(2.7, 3.75, 3.735)"
11-01-2023 15:44:14.541027,"(101.0, 140.0, 135.0)","(11.0, 16.5, 15.692307692307692)","(91.0, 190.0, 175.0)","(5.5, 8.2, 8.122222222222222)","(2.6, 2.78, 2.763333333333333)","(5.0, 6.4, 6.361538461538462)","(101.0, 200.0, 168.0)","(2.7, 3.75, 3.735)"
11-01-2023 15:44:15.966592,"(101.0, 140.0, 135.0)","(11.0, 16.5, 15.692307692307692)","(91.0, 190.0, 175.0)","(5.5, 8.2, 8.122222222222222)","(2.6, 2.78, 2.78)","(5.0, 6.4, 6.347368421052632)","(101.0, 200.0, 168.0)","(2.7, 3.75, 3.735)"
11-01-2023 15:44:17.364074,"(101.0, 140.0, 135.0)","(11.0, 16.5, 15.692307692307692)","(91.0, 190.0, 175.0)","(5.5, 8.2, 8.122222222222222)","(2.6, 2.8, 2.775652173913043)","(5.0, 6.4, 6.347368421052632)","(101.0, 200.0, 168.0)","(2.7, 3.75, 3.735)"
11-01-2023 15:44:18.758371,"(101.0, 140.0, 135.0)","(11.0, 16.5, 15.5)","(101.0, 190.0, 175.0)","(5.5, 8.2, 8.054545454545455)","(2.45, 2.8, 2.78)","(5.0, 6.4, 6.327272727272727)","(101.0, 200.0, 168.0)","(2.8, 3.75, 3.718)"
11-01-2023 15:44:20.171392,"(101.0, 140.0, 135.0)","(11.0, 16.5, 15.5)","(101.0, 190.0, 175.0)","(5.5, 8.2, 7.9875)","(2.45, 2.8, 2.7835294117647056)","(5.0, 6.4, 6.327272727272727)","(101.0, 200.0, 168.0)","(2.8, 3.75, 3.735)"
11-01-2023 15:44:21.400920,"(101.0, 140.0, 135.0)","(11.0, 16.5, 15.38888888888889)","(101.0, 190.0, 175.0)","(5.5, 8.0, 7.339130434782609)","(2.45, 2.8, 2.8266666666666667)","(5.0, 6.4, 6.377777777777778)","(101.0, 200.0, 168.0)","(2.8, 3.75, 3.7529411764705882)"
11-01-2023 15:44:22.615258,"(101.0, 140.0, 135.0)","(11.0, 16.0, 15.368421052631579)","(101.0, 190.0, 175.0)","(5.5, 7.4, 7.4799999999999995)","(2.45, 2.84, 2.815384615384615)","(5.0, 6.4, 6.377777777777778)","(101.0, 200.0, 168.0)","(2.8, 3.8, 3.7529411764705882)"
11-01-2023 15:44:23.871131,"(101.0, 140.0, 135.0)","(11.0, 16.0, 15.4)","(101.0, 190.0, 175.0)","(5.5, 7.6, 7.4363636363636365)","(2.45, 2.84, 2.7855555555555553)","(5.0, 6.4, 6.377777777777778)","(101.0, 200.0, 168.0)","(2.8, 3.8, 3.8333333333333335)"
11-01-2023 15:44:25.048279,"(101.0, 140.0, 135.0)","(11.0, 16.0, 15.4)","(101.0, 190.0, 175.0)","(5.5, 7.6, 7.4363636363636365)","(2.45, 2.8, 2.7830303030303027)","(5.0, 6.4, 6.377777777777778)","(101.0, 200.0, 168.0)","(2.8, 3.85, 3.85)"
11-01-2023 15:44:26.373747,"(101.0, 140.0, 135.0)","(11.0, 16.0, 15.4)","(101.0, 190.0, 175.0)","(5.5, 7.6, 7.416666666666667)","(2.45, 2.8, 2.819240506329114)","(5.0, 6.4, 6.377777777777778)","(101.0, 200.0, 168.0)","(2.8, 3.9, 3.85)"
11-01-2023 15:44:27.920854,"(101.0, 140.0, 135.0)","(11.0, 16.0, 14.807692307692308)","(101.0, 190.0, 175.0)","(5.5, 7.6, 7.1454545454545455)","(2.45, 2.82, 2.86)","(5.0, 6.4, 6.377777777777778)","(101.0, 200.0, 168.0)","(2.8, 3.9, 3.8227272727272728)"
11-01-2023 15:44:29.408335,"(101.0, 140.0, 135.0)","(11.0, 15.0, 14.717391304347826)","(101.0, 190.0, 175.0)","(5.5, 7.2, 7.1454545454545455)","(2.45, 2.88, 2.885)","(5.0, 6.4, 6.377777777777778)","(101.0, 200.0, 168.0)","(2.8, 3.85, 3.8227272727272728)"
11-01-2023 15:44:30.799159,"(101.0, 140.0, 135.0)","(11.0, 15.0, 14.434782608695652)","(101.0, 190.0, 175.0)","(5.5, 7.2, 7.1454545454545455)","(2.45, 2.9, 2.885)","(5.0, 6.4, 6.377777777777778)","(101.0, 200.0, 168.0)","(2.8, 3.85, 3.8227272727272728)"
11-01-2023 15:44:32.012017,"(101.0, 140.0, 135.0)","(11.0, 15.0, 13.944444444444445)","(101.0, 190.0, 175.0)","(5.5, 7.2, 7.1454545454545455)","(2.45, 2.9, 2.885)","(5.0, 6.4, 6.355555555555556)","(101.0, 200.0, 170.0)","(2.8, 3.85, 3.838888888888889)"
11-01-2023 15:44:33.303268,"(101.0, 140.0, 135.0)","(11.0, 14.5, 13.970588235294118)","(101.0, 190.0, 175.0)","(5.5, 7.2, 6.9714285714285715)","(2.45, 2.9, 2.876)","(5.0, 6.4, 6.355555555555556)","(101.0, 190.0, 170.0)","(2.8, 3.85, 3.857142857142857)"
11-01-2023 15:44:34.650553,"(101.0, 140.0, 135.0)","(11.0, 14.5, 14.233333333333333)","(101.0, 190.0, 175.0)","(5.5, 7.2, 6.977777777777778)","(2.45, 2.88, 2.8625)","(5.0, 6.4, 6.355555555555556)","(101.0, 190.0, 170.0)","(2.8, 3.9, 3.9392857142857145)"
11-01-2023 15:44:35.873196,"(101.0, 140.0, 135.0)","(11.0, 14.5, 14.233333333333333)","(101.0, 190.0, 175.0)","(5.5, 7.2, 7.054545454545455)","(2.45, 2.9, 2.8625)","(5.0, 6.4, 6.355555555555556)","(101.0, 190.0, 170.0)","(2.8, 3.95, 3.9173913043478263)"
11-01-2023 15:44:37.091898,"(101.0, 140.0, 135.0)","(11.0, 14.5, 14.233333333333333)","(101.0, 190.0, 175.0)","(5.5, 7.2, 6.945454545454545)","(2.45, 2.9, 2.8653846153846154)","(5.0, 6.4, 6.231578947368421)","(101.0, 190.0, 170.0)","(2.8, 3.95, 3.8833333333333333)"
11-01-2023 15:44:38.492235,"(101.0, 140.0, 135.0)","(11.0, 14.5, 14.023809523809524)","(101.0, 190.0, 175.0)","(5.5, 7.2, 6.88)","(2.45, 2.9, 2.9594088669950738)","(5.0, 6.4, 6.223255813953489)","(101.0, 190.0, 175.0)","(2.8, 3.95, 3.8666666666666667)"
11-01-2023 15:44:39.771766,"(101.0, 140.0, 135.0)","(11.0, 14.5, 14.023809523809524)","(101.0, 190.0, 175.0)","(5.5, 7.2, 6.863157894736842)","(2.45, 2.96, 2.9490322580645163)","(5.0, 6.4, 6.204878048780488)","(101.0, 190.0, 175.0)","(2.8, 3.95, 3.8555555555555556)"
11-01-2023 15:44:41.016123,"(101.0, 140.0, 135.0)","(11.0, 14.5, 13.879310344827585)","(101.0, 190.0, 175.0)","(5.5, 7.2, 6.844444444444444)","(2.45, 2.98, 2.9861290322580643)","(5.0, 6.4, 6.204878048780488)","(101.0, 190.0, 175.0)","(2.8, 3.9, 3.8625)"
11-01-2023 15:44:42.400586,"(101.0, 140.0, 135.0)","(11.0, 14.5, 13.583333333333334)","(101.0, 190.0, 175.0)","(5.5, 7.2, 6.844444444444444)","(2.45, 3.05, 2.9838235294117648)","(5.0, 6.4, 6.21)","(101.0, 190.0, 175.0)","(2.8, 3.9, 3.8478260869565215)"
11-01-2023 15:44:43.713763,"(101.0, 140.0, 135.0)","(11.0, 14.5, 13.675)","(101.0, 190.0, 175.0)","(5.5, 7.2, 6.844444444444444)","(2.45, 3.05, 2.9828571428571427)","(5.0, 6.4, 6.21)","(101.0, 190.0, 175.0)","(2.8, 3.9, 3.8478260869565215)"
11-01-2023 15:44:44.979400,"(101.0, 140.0, 135.0)","(11.0, 14.5, 13.675)","(101.0, 190.0, 175.0)","(5.5, 7.2, 6.844444444444444)","(2.45, 3.0, 2.975)","(5.0, 6.4, 6.21)","(101.0, 190.0, 175.0)","(2.8, 3.9, 3.8478260869565215)"
11-01-2023 15:44:46.209498,"(101.0, 140.0, 135.0)","(11.0, 14.0, 13.411764705882353)","(101.0, 190.0, 175.0)","(5.5, 7.2, 6.870588235294117)","(2.45, 2.98, 2.9890909090909092)","(5.0, 6.4, 6.21)","(101.0, 190.0, 175.0)","(2.8, 3.9, 3.8478260869565215)"
11-01-2023 15:44:47.523054,"(101.0, 140.0, 135.0)","(11.0, 14.0, 13.411764705882353)","(101.0, 190.0, 175.0)","(5.5, 7.2, 6.85)","(2.45, 3.0, 2.9699999999999998)","(5.0, 6.4, 6.21)","(101.0, 190.0, 175.0)","(2.8, 3.9, 3.8478260869565215)"
11-01-2023 15:44:48.906114,"(101.0, 140.0, 135.0)","(11.0, 14.0, 13.066666666666666)","(101.0, 190.0, 175.0)","(5.5, 7.2, 6.766666666666667)","(2.45, 3.0, 3.058333333333333)","(5.0, 6.4, 6.2)","(101.0, 190.0, 175.0)","(2.8, 3.9, 3.82)"
11-01-2023 15:44:50.256289,"(101.0, 140.0, 135.0)","(11.0, 13.5, 12.809859154929578)","(101.0, 190.0, 175.0)","(5.5, 7.0, 6.6499999999999995)","(2.45, 3.1, 3.085585585585586)","(5.0, 6.4, 6.231111111111112)","(101.0, 190.0, 187.14285714285714)","(2.8, 3.85, 3.8984924623115575)"
11-01-2023 15:44:51.653098,"(101.0, 140.0, 135.0)","(11.0, 13.5, 12.809859154929578)","(101.0, 190.0, 175.0)","(5.5, 6.8, 6.6499999999999995)","(2.45, 3.1, 3.081896551724138)","(5.0, 6.4, 6.231111111111112)","(101.0, 200.0, 187.14285714285714)","(2.8, 3.9, 3.912962962962963)"
11-01-2023 15:44:53.038380,"(101.0, 140.0, 135.0)","(11.0, 13.5, 12.805555555555555)","(101.0, 190.0, 175.0)","(5.5, 6.8, 6.633333333333333)","(2.45, 3.1, 3.081896551724138)","(5.0, 6.4, 6.221276595744681)","(101.0, 200.0, 187.14285714285714)","(2.8, 3.95, 3.912962962962963)"
11-01-2023 15:44:54.371346,"(101.0, 140.0, 135.0)","(11.0, 13.5, 12.805555555555555)","(101.0, 190.0, 175.0)","(5.5, 6.8, 6.633333333333333)","(2.45, 3.1, 3.0814977973568283)","(5.0, 6.4, 6.221276595744681)","(101.0, 200.0, 187.14285714285714)","(2.8, 3.95, 3.912962962962963)"
11-01-2023 15:44:55.751682,"(101.0, 140.0, 135.0)","(11.0, 13.5, 12.805555555555555)","(101.0, 190.0, 175.0)","(5.5, 6.8, 6.633333333333333)","(2.45, 3.1, 3.0814977973568283)","(5.0, 6.4, 6.221276595744681)","(101.0, 200.0, 187.14285714285714)","(2.8, 3.95, 3.896923076923077)"
