,Yuko Blaq,Little Gomez,Just Like Nu,Queen Of Samson,Leaping Lucille,Getaway Gherkin,Knick Knack Mac,Chidobe
219,"[datetime.datetime(2022, 11, 28, 18, 59, 28, 774017), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 59, 28, 774017), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 59, 28, 774017), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 59, 28, 774017), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 59, 28, 774017), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 59, 28, 774017), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 59, 28, 774017), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 59, 28, 774017), 51.0, 440.0]"
220,"[datetime.datetime(2022, 11, 28, 18, 59, 29, 982042), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 59, 29, 982042), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 59, 29, 982042), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 59, 29, 982042), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 59, 29, 982042), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 59, 29, 982042), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 59, 29, 982042), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 59, 29, 982042), 51.0, 440.0]"
221,"[datetime.datetime(2022, 11, 28, 18, 59, 31, 235885), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 59, 31, 235885), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 59, 31, 235885), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 59, 31, 235885), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 59, 31, 235885), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 59, 31, 235885), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 59, 31, 235885), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 59, 31, 235885), 51.0, 440.0]"
222,"[datetime.datetime(2022, 11, 28, 18, 59, 32, 519217), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 59, 32, 519217), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 59, 32, 519217), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 59, 32, 519217), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 59, 32, 519217), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 59, 32, 519217), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 59, 32, 519217), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 59, 32, 519217), 51.0, 440.0]"
223,"[datetime.datetime(2022, 11, 28, 18, 59, 33, 890124), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 59, 33, 890124), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 59, 33, 890124), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 59, 33, 890124), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 59, 33, 890124), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 59, 33, 890124), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 59, 33, 890124), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 59, 33, 890124), 51.0, 440.0]"
224,"[datetime.datetime(2022, 11, 28, 18, 59, 35, 151761), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 59, 35, 151761), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 59, 35, 151761), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 59, 35, 151761), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 59, 35, 151761), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 59, 35, 151761), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 59, 35, 151761), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 59, 35, 151761), 51.0, 440.0]"
225,"[datetime.datetime(2022, 11, 28, 18, 59, 36, 408664), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 59, 36, 408664), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 59, 36, 408664), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 59, 36, 408664), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 59, 36, 408664), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 59, 36, 408664), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 59, 36, 408664), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 59, 36, 408664), 51.0, 440.0]"
226,"[datetime.datetime(2022, 11, 28, 18, 59, 37, 641552), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 59, 37, 641552), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 59, 37, 641552), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 59, 37, 641552), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 59, 37, 641552), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 59, 37, 641552), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 59, 37, 641552), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 59, 37, 641552), 51.0, 440.0]"
227,"[datetime.datetime(2022, 11, 28, 18, 59, 38, 876972), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 59, 38, 876972), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 59, 38, 876972), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 59, 38, 876972), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 59, 38, 876972), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 59, 38, 876972), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 59, 38, 876972), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 59, 38, 876972), 51.0, 440.0]"
228,"[datetime.datetime(2022, 11, 28, 18, 59, 40, 106116), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 59, 40, 106116), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 59, 40, 106116), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 59, 40, 106116), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 59, 40, 106116), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 59, 40, 106116), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 59, 40, 106116), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 59, 40, 106116), 51.0, 440.0]"
229,"[datetime.datetime(2022, 11, 28, 18, 59, 41, 341082), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 59, 41, 341082), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 59, 41, 341082), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 59, 41, 341082), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 59, 41, 341082), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 59, 41, 341082), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 59, 41, 341082), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 59, 41, 341082), 51.0, 440.0]"
230,"[datetime.datetime(2022, 11, 28, 18, 59, 42, 611907), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 59, 42, 611907), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 59, 42, 611907), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 59, 42, 611907), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 59, 42, 611907), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 59, 42, 611907), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 59, 42, 611907), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 59, 42, 611907), 51.0, 440.0]"
231,"[datetime.datetime(2022, 11, 28, 18, 59, 43, 781948), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 59, 43, 781948), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 59, 43, 781948), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 59, 43, 781948), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 59, 43, 781948), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 59, 43, 781948), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 59, 43, 781948), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 59, 43, 781948), 51.0, 440.0]"
232,"[datetime.datetime(2022, 11, 28, 18, 59, 45, 96110), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 59, 45, 96110), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 59, 45, 96110), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 59, 45, 96110), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 59, 45, 96110), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 59, 45, 96110), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 59, 45, 96110), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 59, 45, 96110), 51.0, 440.0]"
233,"[datetime.datetime(2022, 11, 28, 18, 59, 46, 351654), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 59, 46, 351654), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 59, 46, 351654), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 59, 46, 351654), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 59, 46, 351654), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 59, 46, 351654), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 59, 46, 351654), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 59, 46, 351654), 51.0, 440.0]"
234,"[datetime.datetime(2022, 11, 28, 18, 59, 47, 647709), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 59, 47, 647709), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 59, 47, 647709), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 59, 47, 647709), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 59, 47, 647709), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 59, 47, 647709), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 59, 47, 647709), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 59, 47, 647709), 51.0, 440.0]"
235,"[datetime.datetime(2022, 11, 28, 18, 59, 48, 933032), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 59, 48, 933032), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 59, 48, 933032), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 59, 48, 933032), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 59, 48, 933032), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 59, 48, 933032), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 59, 48, 933032), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 59, 48, 933032), 51.0, 440.0]"
236,"[datetime.datetime(2022, 11, 28, 18, 59, 50, 203728), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 59, 50, 203728), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 59, 50, 203728), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 59, 50, 203728), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 59, 50, 203728), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 59, 50, 203728), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 59, 50, 203728), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 59, 50, 203728), 51.0, 440.0]"
237,"[datetime.datetime(2022, 11, 28, 18, 59, 51, 458591), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 59, 51, 458591), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 59, 51, 458591), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 59, 51, 458591), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 59, 51, 458591), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 59, 51, 458591), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 59, 51, 458591), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 59, 51, 458591), 51.0, 440.0]"
238,"[datetime.datetime(2022, 11, 28, 18, 59, 52, 690915), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 59, 52, 690915), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 59, 52, 690915), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 59, 52, 690915), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 59, 52, 690915), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 59, 52, 690915), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 59, 52, 690915), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 59, 52, 690915), 51.0, 440.0]"
239,"[datetime.datetime(2022, 11, 28, 18, 59, 53, 937507), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 59, 53, 937507), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 59, 53, 937507), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 59, 53, 937507), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 59, 53, 937507), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 59, 53, 937507), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 59, 53, 937507), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 59, 53, 937507), 51.0, 440.0]"
240,"[datetime.datetime(2022, 11, 28, 18, 59, 55, 281028), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 59, 55, 281028), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 59, 55, 281028), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 59, 55, 281028), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 59, 55, 281028), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 59, 55, 281028), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 59, 55, 281028), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 59, 55, 281028), 51.0, 440.0]"
241,"[datetime.datetime(2022, 11, 28, 18, 59, 56, 493481), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 59, 56, 493481), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 59, 56, 493481), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 59, 56, 493481), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 59, 56, 493481), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 59, 56, 493481), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 59, 56, 493481), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 59, 56, 493481), 51.0, 440.0]"
242,"[datetime.datetime(2022, 11, 28, 18, 59, 57, 740195), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 59, 57, 740195), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 59, 57, 740195), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 59, 57, 740195), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 59, 57, 740195), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 59, 57, 740195), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 59, 57, 740195), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 59, 57, 740195), 51.0, 440.0]"
243,"[datetime.datetime(2022, 11, 28, 18, 59, 59, 134723), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 59, 59, 134723), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 59, 59, 134723), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 59, 59, 134723), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 59, 59, 134723), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 59, 59, 134723), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 59, 59, 134723), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 59, 59, 134723), 51.0, 440.0]"
244,"[datetime.datetime(2022, 11, 28, 19, 0, 0, 412735), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 19, 0, 0, 412735), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 19, 0, 0, 412735), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 0, 0, 412735), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 0, 0, 412735), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 0, 0, 412735), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 19, 0, 0, 412735), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 19, 0, 0, 412735), 51.0, 440.0]"
245,"[datetime.datetime(2022, 11, 28, 19, 0, 1, 700472), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 19, 0, 1, 700472), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 19, 0, 1, 700472), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 0, 1, 700472), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 0, 1, 700472), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 0, 1, 700472), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 19, 0, 1, 700472), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 19, 0, 1, 700472), 51.0, 440.0]"
246,"[datetime.datetime(2022, 11, 28, 19, 0, 2, 912730), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 19, 0, 2, 912730), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 19, 0, 2, 912730), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 0, 2, 912730), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 0, 2, 912730), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 0, 2, 912730), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 19, 0, 2, 912730), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 19, 0, 2, 912730), 51.0, 440.0]"
247,"[datetime.datetime(2022, 11, 28, 19, 0, 4, 160228), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 19, 0, 4, 160228), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 19, 0, 4, 160228), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 0, 4, 160228), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 0, 4, 160228), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 0, 4, 160228), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 19, 0, 4, 160228), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 19, 0, 4, 160228), 51.0, 440.0]"
248,"[datetime.datetime(2022, 11, 28, 19, 0, 5, 431618), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 19, 0, 5, 431618), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 19, 0, 5, 431618), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 0, 5, 431618), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 0, 5, 431618), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 0, 5, 431618), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 19, 0, 5, 431618), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 19, 0, 5, 431618), 51.0, 440.0]"
249,"[datetime.datetime(2022, 11, 28, 19, 0, 6, 659355), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 19, 0, 6, 659355), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 19, 0, 6, 659355), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 0, 6, 659355), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 0, 6, 659355), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 0, 6, 659355), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 19, 0, 6, 659355), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 19, 0, 6, 659355), 51.0, 440.0]"
250,"[datetime.datetime(2022, 11, 28, 19, 0, 7, 958268), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 19, 0, 7, 958268), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 19, 0, 7, 958268), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 0, 7, 958268), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 0, 7, 958268), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 0, 7, 958268), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 19, 0, 7, 958268), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 19, 0, 7, 958268), 51.0, 440.0]"
251,"[datetime.datetime(2022, 11, 28, 19, 0, 9, 320374), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 19, 0, 9, 320374), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 19, 0, 9, 320374), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 0, 9, 320374), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 0, 9, 320374), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 0, 9, 320374), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 19, 0, 9, 320374), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 19, 0, 9, 320374), 51.0, 440.0]"
252,"[datetime.datetime(2022, 11, 28, 19, 0, 10, 611622), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 19, 0, 10, 611622), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 19, 0, 10, 611622), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 0, 10, 611622), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 0, 10, 611622), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 0, 10, 611622), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 19, 0, 10, 611622), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 19, 0, 10, 611622), 51.0, 440.0]"
253,"[datetime.datetime(2022, 11, 28, 19, 0, 11, 887749), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 19, 0, 11, 887749), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 19, 0, 11, 887749), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 0, 11, 887749), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 0, 11, 887749), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 0, 11, 887749), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 19, 0, 11, 887749), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 19, 0, 11, 887749), 51.0, 440.0]"
254,"[datetime.datetime(2022, 11, 28, 19, 0, 13, 96597), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 19, 0, 13, 96597), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 19, 0, 13, 96597), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 0, 13, 96597), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 0, 13, 96597), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 0, 13, 96597), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 19, 0, 13, 96597), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 19, 0, 13, 96597), 51.0, 440.0]"
255,"[datetime.datetime(2022, 11, 28, 19, 0, 14, 275645), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 19, 0, 14, 275645), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 19, 0, 14, 275645), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 0, 14, 275645), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 0, 14, 275645), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 0, 14, 275645), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 19, 0, 14, 275645), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 19, 0, 14, 275645), 51.0, 440.0]"
256,"[datetime.datetime(2022, 11, 28, 19, 0, 15, 461590), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 19, 0, 15, 461590), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 19, 0, 15, 461590), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 0, 15, 461590), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 0, 15, 461590), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 0, 15, 461590), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 19, 0, 15, 461590), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 19, 0, 15, 461590), 51.0, 440.0]"
257,"[datetime.datetime(2022, 11, 28, 19, 0, 16, 631486), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 19, 0, 16, 631486), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 19, 0, 16, 631486), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 0, 16, 631486), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 0, 16, 631486), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 0, 16, 631486), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 19, 0, 16, 631486), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 19, 0, 16, 631486), 51.0, 440.0]"
258,"[datetime.datetime(2022, 11, 28, 19, 0, 17, 806862), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 19, 0, 17, 806862), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 19, 0, 17, 806862), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 19, 0, 17, 806862), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 19, 0, 17, 806862), 8.0, 19.5]","[datetime.datetime(2022, 11, 28, 19, 0, 17, 806862), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 19, 0, 17, 806862), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 19, 0, 17, 806862), 51.0, 440.0]"
