,Glass Warrior,So Astounding,Travelling Gigolo,Super Swoop,Bell Ringer Boy,King Island,Steel Skies,Always A Winner,Not A Brass Razoo,The Executive,Sunset Gun,The Decider
06-01-2023 16:43:49.441963,"(11.0, 18.5, 16.666666666666668)","(7.5, 11.5, 10.72857142857143)","(2.7, 3.25, 3.2125)","(19.0, 22.0, 21.0)","(8.0, 9.4, 8.942857142857143)","(16.0, 32.0, 21.5)","(13.0, 19.5, 18.5)","(21.0, 32.0, 31.5)","(7.5, 11.0, 10.377777777777776)","(7.5, 9.6, 9.491891891891893)","(61.0, 180.0, 125.0)","(26.0, 48.0, 43.6)"
06-01-2023 16:43:50.884137,"(11.0, 18.5, 16.666666666666668)","(7.5, 11.5, 10.72857142857143)","(2.7, 3.25, 3.2125)","(19.0, 22.0, 21.0)","(8.0, 9.4, 8.942857142857143)","(16.0, 32.0, 21.5)","(13.0, 19.5, 18.5)","(21.0, 32.0, 31.5)","(7.5, 11.0, 10.377777777777776)","(7.5, 9.6, 9.491891891891893)","(61.0, 180.0, 125.0)","(26.0, 48.0, 43.6)"
06-01-2023 16:43:52.391031,"(11.0, 18.5, 16.666666666666668)","(7.5, 11.5, 10.72857142857143)","(2.7, 3.25, 3.2125)","(19.0, 22.0, 21.0)","(8.0, 9.4, 8.942857142857143)","(16.0, 32.0, 21.5)","(13.0, 19.5, 18.5)","(21.0, 32.0, 31.5)","(7.5, 11.0, 10.377777777777776)","(7.5, 9.6, 9.491891891891893)","(61.0, 180.0, 125.0)","(26.0, 48.0, 43.6)"
06-01-2023 16:43:54.184462,"(11.0, 18.5, 16.666666666666668)","(7.5, 11.5, 10.72857142857143)","(2.7, 3.25, 3.2125)","(19.0, 22.0, 21.0)","(8.0, 9.4, 8.942857142857143)","(16.0, 32.0, 21.5)","(13.0, 19.5, 18.5)","(21.0, 32.0, 31.5)","(7.5, 11.0, 10.377777777777776)","(7.5, 9.6, 9.272727272727272)","(61.0, 180.0, 120.0)","(26.0, 48.0, 43.6)"
06-01-2023 16:43:55.756844,"(11.0, 18.0, 16.0)","(7.5, 11.5, 10.72857142857143)","(2.7, 3.25, 3.2125)","(19.0, 22.0, 21.0)","(8.0, 9.4, 8.942857142857143)","(16.0, 32.0, 21.5)","(13.0, 19.5, 18.5)","(21.0, 32.0, 31.5)","(7.5, 11.0, 10.377777777777776)","(7.5, 9.6, 9.272727272727272)","(61.0, 170.0, 115.0)","(26.0, 48.0, 43.6)"
06-01-2023 16:43:57.286121,"(11.0, 17.5, 16.0)","(7.5, 11.5, 10.72857142857143)","(2.7, 3.25, 3.2125)","(19.0, 22.0, 21.0)","(8.0, 9.4, 8.942857142857143)","(16.0, 32.0, 21.5)","(13.0, 19.5, 18.5)","(21.0, 32.0, 31.5)","(7.5, 11.0, 10.377777777777776)","(7.5, 9.6, 8.657142857142857)","(61.0, 160.0, 115.0)","(26.0, 48.0, 43.6)"
06-01-2023 16:43:58.784375,"(11.0, 17.5, 16.0)","(7.5, 11.5, 10.25)","(2.7, 3.25, 3.2125)","(19.0, 22.0, 20.833333333333332)","(8.0, 9.4, 8.942857142857143)","(16.0, 32.0, 21.5)","(13.0, 19.5, 18.0)","(21.0, 32.0, 29.333333333333332)","(7.5, 11.0, 9.7)","(7.5, 9.6, 8.7)","(61.0, 160.0, 115.0)","(26.0, 48.0, 43.6)"
06-01-2023 16:44:00.165352,"(11.0, 17.5, 16.0)","(7.5, 11.5, 10.35)","(2.7, 3.25, 3.2071428571428573)","(19.0, 22.0, 21.4)","(8.0, 9.4, 8.942857142857143)","(16.0, 32.0, 21.5)","(13.0, 19.5, 18.0)","(21.0, 32.0, 29.333333333333332)","(7.5, 11.0, 9.8)","(7.5, 9.4, 8.7)","(61.0, 160.0, 115.0)","(26.0, 48.0, 43.6)"
06-01-2023 16:44:01.651532,"(11.0, 17.5, 16.0)","(7.5, 11.5, 10.35)","(2.7, 3.25, 3.2125)","(19.0, 22.0, 21.4)","(8.0, 9.4, 8.942857142857143)","(16.0, 32.0, 21.5)","(13.0, 19.5, 18.0)","(21.0, 32.0, 29.333333333333332)","(7.5, 11.0, 11.2)","(7.5, 9.2, 8.7)","(61.0, 160.0, 115.0)","(26.0, 48.0, 43.6)"
06-01-2023 16:44:03.020017,"(11.0, 17.5, 16.0)","(7.5, 11.5, 10.35)","(2.7, 3.25, 3.2125)","(19.0, 22.0, 21.4)","(8.0, 9.4, 8.942857142857143)","(16.0, 32.0, 21.5)","(13.0, 19.5, 18.0)","(21.0, 32.0, 29.333333333333332)","(7.5, 12.5, 10.3)","(7.5, 9.2, 8.7)","(61.0, 160.0, 115.0)","(26.0, 48.0, 43.6)"
06-01-2023 16:44:04.516796,"(11.0, 17.5, 16.0)","(7.5, 11.5, 9.857142857142856)","(2.7, 3.25, 3.1414285714285715)","(19.0, 22.0, 21.5)","(8.0, 9.4, 9.139999999999999)","(16.0, 32.0, 25.0)","(13.0, 19.5, 17.25)","(21.0, 32.0, 31.5)","(7.5, 12.0, 8.861538461538462)","(7.5, 9.2, 8.7)","(61.0, 160.0, 106.0)","(26.0, 48.0, 44.61538461538461)"
06-01-2023 16:44:06.172748,"(11.0, 17.5, 13.6)","(7.5, 11.5, 9.857142857142856)","(2.7, 3.25, 3.1414285714285715)","(19.0, 22.0, 21.5)","(8.0, 9.2, 9.139999999999999)","(16.0, 32.0, 25.25)","(13.0, 19.5, 17.25)","(21.0, 32.0, 31.5)","(7.5, 12.0, 8.861538461538462)","(7.5, 9.2, 8.7)","(61.0, 150.0, 123.33333333333334)","(26.0, 48.0, 44.85714285714286)"
06-01-2023 16:44:07.637197,"(11.0, 17.5, 13.6)","(7.5, 11.5, 9.857142857142856)","(2.7, 3.25, 3.1414285714285715)","(19.0, 22.0, 21.5)","(8.0, 9.2, 9.139999999999999)","(16.0, 32.0, 25.25)","(13.0, 19.5, 17.25)","(21.0, 32.0, 31.5)","(7.5, 12.0, 8.861538461538462)","(7.5, 9.2, 8.7)","(61.0, 150.0, 105.0)","(26.0, 48.0, 44.85714285714286)"
06-01-2023 16:44:09.326833,"(11.0, 17.5, 13.6)","(7.5, 11.5, 9.528571428571428)","(2.7, 3.25, 3.147297297297297)","(19.0, 22.0, 21.5)","(8.0, 9.2, 9.139999999999999)","(16.0, 32.0, 26.214285714285715)","(13.0, 19.5, 17.25)","(21.0, 32.0, 31.6)","(7.5, 12.0, 8.861538461538462)","(7.5, 9.2, 8.7)","(61.0, 140.0, 105.0)","(26.0, 48.0, 44.85714285714286)"
06-01-2023 16:44:10.877037,"(11.0, 17.5, 13.6)","(7.5, 11.5, 9.528571428571428)","(2.7, 3.25, 3.147297297297297)","(19.0, 22.0, 21.5)","(8.0, 9.2, 9.139999999999999)","(16.0, 32.0, 26.214285714285715)","(13.0, 19.5, 17.25)","(21.0, 32.0, 31.6)","(7.5, 12.0, 8.861538461538462)","(7.5, 9.2, 8.7)","(61.0, 140.0, 98.0)","(26.0, 48.0, 44.85714285714286)"
06-01-2023 16:44:12.400851,"(11.0, 17.5, 13.6)","(7.5, 11.5, 9.506666666666666)","(2.7, 3.25, 3.147297297297297)","(19.0, 22.0, 21.5)","(8.0, 9.2, 9.139999999999999)","(16.0, 32.0, 26.214285714285715)","(13.0, 19.5, 17.25)","(21.0, 32.0, 31.6)","(7.5, 12.0, 8.861538461538462)","(7.5, 9.2, 8.7)","(61.0, 140.0, 93.33333333333333)","(26.0, 48.0, 44.85714285714286)"
06-01-2023 16:44:13.807972,"(11.0, 17.5, 13.6)","(7.5, 11.5, 9.506666666666666)","(2.7, 3.25, 3.147297297297297)","(19.0, 22.0, 21.5)","(8.0, 9.2, 8.91304347826087)","(16.0, 32.0, 26.214285714285715)","(13.0, 19.5, 17.25)","(21.0, 32.0, 31.6)","(7.5, 12.0, 10.05)","(7.5, 9.2, 8.7)","(61.0, 140.0, 93.33333333333333)","(26.0, 48.0, 44.85714285714286)"
06-01-2023 16:44:15.779411,"(11.0, 17.5, 14.058823529411764)","(7.5, 11.5, 9.506666666666666)","(2.7, 3.25, 3.147297297297297)","(19.0, 22.0, 21.5)","(8.0, 9.4, 9.139999999999999)","(16.0, 32.0, 26.214285714285715)","(13.0, 19.5, 17.25)","(21.0, 32.0, 31.6)","(7.5, 11.5, 10.05)","(7.5, 9.2, 8.7)","(61.0, 140.0, 93.33333333333333)","(26.0, 48.0, 44.85714285714286)"
06-01-2023 16:44:17.419686,"(11.0, 17.5, 14.058823529411764)","(7.5, 11.5, 9.506666666666666)","(2.7, 3.25, 3.147297297297297)","(19.0, 22.0, 21.5)","(8.0, 9.2, 9.139999999999999)","(16.0, 32.0, 26.214285714285715)","(13.0, 19.5, 17.25)","(21.0, 32.0, 31.6)","(7.5, 11.5, 10.05)","(7.5, 9.2, 8.7)","(61.0, 140.0, 93.33333333333333)","(26.0, 48.0, 44.85714285714286)"
06-01-2023 16:44:19.095266,"(11.0, 17.5, 16.0)","(7.5, 11.5, 10.1)","(2.7, 3.25, 3.1447368421052633)","(19.0, 22.0, 21.25)","(8.0, 9.2, 9.139999999999999)","(16.0, 32.0, 24.2)","(13.0, 19.5, 17.25)","(21.0, 32.0, 31.6)","(7.5, 11.5, 9.8)","(7.5, 9.2, 8.8)","(61.0, 140.0, 93.33333333333333)","(26.0, 48.0, 44.85714285714286)"
06-01-2023 16:44:20.855381,"(11.0, 17.0, 14.0)","(7.5, 11.0, 10.1)","(2.7, 3.25, 3.1447368421052633)","(19.0, 22.0, 21.25)","(8.0, 9.2, 9.139999999999999)","(16.0, 32.0, 24.2)","(13.0, 19.5, 17.25)","(21.0, 32.0, 31.6)","(7.5, 11.0, 9.8)","(7.5, 9.4, 8.8)","(61.0, 140.0, 93.33333333333333)","(26.0, 48.0, 44.85714285714286)"
06-01-2023 16:44:22.396725,"(11.0, 17.0, 14.0)","(7.5, 11.0, 10.1)","(2.7, 3.25, 3.1447368421052633)","(19.0, 22.0, 21.25)","(8.0, 9.2, 9.139999999999999)","(16.0, 32.0, 24.2)","(13.0, 19.5, 17.25)","(21.0, 32.0, 31.6)","(7.5, 11.0, 9.8)","(7.5, 9.4, 8.8)","(61.0, 140.0, 93.33333333333333)","(26.0, 48.0, 45.06666666666666)"
06-01-2023 16:44:23.851585,"(11.0, 17.0, 14.0)","(7.5, 11.0, 10.1)","(2.7, 3.25, 3.15)","(19.0, 22.0, 21.25)","(8.0, 9.2, 9.139999999999999)","(16.0, 32.0, 24.2)","(13.0, 19.5, 17.25)","(21.0, 32.0, 31.6)","(7.5, 11.0, 9.56)","(7.5, 9.4, 8.8)","(61.0, 140.0, 93.33333333333333)","(26.0, 48.0, 34.0)"
06-01-2023 16:44:25.337380,"(11.0, 17.0, 14.0)","(7.5, 11.0, 10.1)","(2.7, 3.25, 3.15)","(19.0, 22.0, 21.25)","(8.0, 9.2, 9.139999999999999)","(16.0, 32.0, 24.2)","(13.0, 19.5, 17.25)","(21.0, 32.0, 31.6)","(7.5, 11.0, 9.56)","(7.5, 9.4, 8.8)","(61.0, 140.0, 93.33333333333333)","(26.0, 48.0, 34.0)"
06-01-2023 16:44:26.806645,"(11.0, 17.0, 14.0)","(7.5, 11.0, 10.1)","(2.7, 3.25, 3.15)","(19.0, 22.0, 21.25)","(8.0, 9.2, 8.69)","(16.0, 32.0, 24.2)","(13.0, 19.5, 17.25)","(21.0, 32.0, 31.6)","(7.5, 11.0, 8.792)","(7.5, 9.4, 8.8)","(61.0, 140.0, 93.33333333333333)","(26.0, 48.0, 41.0)"
06-01-2023 16:44:28.584046,"(11.0, 17.0, 14.0)","(7.5, 11.0, 10.1)","(2.7, 3.25, 3.15)","(19.0, 22.0, 21.25)","(8.0, 9.2, 8.69)","(16.0, 32.0, 24.2)","(13.0, 19.5, 17.25)","(21.0, 32.0, 31.6)","(7.5, 11.0, 8.792)","(7.5, 9.4, 8.8)","(61.0, 140.0, 93.33333333333333)","(26.0, 48.0, 41.0)"
06-01-2023 16:44:30.142973,"(11.0, 17.0, 14.0)","(7.5, 11.0, 10.1)","(2.7, 3.25, 3.15)","(19.0, 22.0, 21.25)","(8.0, 9.2, 8.8)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 31.6)","(7.5, 11.0, 9.55)","(7.5, 9.4, 8.8)","(61.0, 140.0, 93.33333333333333)","(26.0, 48.0, 41.0)"
06-01-2023 16:44:31.743368,"(11.0, 16.5, 13.875)","(7.5, 10.5, 9.85)","(2.7, 3.25, 3.15)","(19.0, 22.0, 21.25)","(8.0, 9.0, 8.8)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 31.6)","(7.5, 10.5, 9.55)","(7.5, 9.4, 8.8)","(61.0, 140.0, 93.33333333333333)","(26.0, 48.0, 41.0)"
06-01-2023 16:44:33.234545,"(11.0, 16.5, 13.875)","(7.5, 10.5, 9.85)","(2.7, 3.25, 3.15)","(19.0, 22.0, 21.25)","(8.0, 9.0, 8.8)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 31.6)","(7.5, 10.5, 9.55)","(7.5, 9.4, 8.8)","(61.0, 140.0, 93.33333333333333)","(26.0, 48.0, 41.0)"
06-01-2023 16:44:34.843652,"(11.0, 16.5, 13.5)","(7.5, 10.5, 9.85)","(2.7, 3.25, 3.165625)","(19.0, 22.0, 21.25)","(8.0, 9.0, 8.8)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 31.6)","(7.5, 10.5, 9.55)","(7.5, 9.4, 8.8)","(61.0, 140.0, 116.66666666666666)","(26.0, 48.0, 41.0)"
06-01-2023 16:44:36.370950,"(11.0, 16.5, 13.5)","(7.5, 10.5, 9.85)","(2.7, 3.25, 3.1681818181818184)","(19.0, 22.0, 21.25)","(8.0, 9.0, 8.8)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 31.6)","(7.5, 10.5, 9.55)","(7.5, 9.4, 8.8)","(61.0, 140.0, 116.66666666666666)","(26.0, 48.0, 41.0)"
06-01-2023 16:44:37.999187,"(11.0, 16.5, 13.5)","(7.5, 10.5, 9.85)","(2.7, 3.25, 3.1681818181818184)","(19.0, 22.0, 21.25)","(8.0, 9.0, 8.8)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 31.6)","(7.5, 10.5, 9.55)","(7.5, 9.4, 8.8)","(61.0, 140.0, 116.66666666666666)","(26.0, 48.0, 41.0)"
06-01-2023 16:44:39.683310,"(11.0, 16.5, 13.5)","(7.5, 10.5, 9.85)","(2.7, 3.25, 3.1681818181818184)","(19.0, 22.0, 21.25)","(8.0, 9.0, 8.8)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 31.6)","(7.5, 10.5, 9.55)","(7.5, 9.4, 8.8)","(61.0, 140.0, 116.66666666666666)","(26.0, 48.0, 41.0)"
06-01-2023 16:44:41.469738,"(11.0, 16.5, 13.5)","(7.5, 10.5, 9.85)","(2.7, 3.25, 3.1681818181818184)","(19.0, 22.0, 21.25)","(8.0, 9.0, 8.8)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 9.55)","(7.5, 9.4, 8.8)","(61.0, 140.0, 116.66666666666666)","(26.0, 48.0, 41.0)"
06-01-2023 16:44:43.386542,"(11.0, 16.5, 13.5)","(7.5, 10.5, 9.85)","(2.7, 3.25, 3.177027027027027)","(19.0, 22.0, 21.25)","(8.0, 9.0, 8.8)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 9.55)","(7.5, 9.4, 8.8)","(61.0, 140.0, 116.66666666666666)","(26.0, 48.0, 41.0)"
06-01-2023 16:44:45.239929,"(11.0, 16.5, 13.5)","(7.5, 10.5, 9.85)","(2.7, 3.25, 3.2295454545454545)","(19.0, 22.0, 21.25)","(8.0, 9.0, 8.8)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 9.55)","(7.5, 9.4, 8.8)","(61.0, 140.0, 116.66666666666666)","(26.0, 48.0, 41.0)"
06-01-2023 16:44:46.841190,"(11.0, 16.5, 13.5)","(7.5, 10.5, 9.85)","(2.7, 3.25, 3.2295454545454545)","(19.0, 22.0, 21.25)","(8.0, 9.0, 8.8)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 9.55)","(7.5, 9.4, 8.8)","(61.0, 140.0, 116.66666666666666)","(26.0, 48.0, 41.0)"
06-01-2023 16:44:48.443407,"(11.0, 16.5, 13.5)","(7.5, 10.5, 9.85)","(2.7, 3.25, 3.2295454545454545)","(19.0, 22.0, 25.0)","(8.0, 9.0, 8.8)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 9.55)","(7.5, 9.4, 8.8)","(61.0, 140.0, 116.66666666666666)","(26.0, 48.0, 41.0)"
06-01-2023 16:44:49.905122,"(11.0, 16.5, 13.5)","(7.5, 10.5, 9.85)","(2.7, 3.25, 3.2295454545454545)","(19.0, 27.0, 25.0)","(8.0, 9.0, 8.8)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 9.55)","(7.5, 9.4, 8.8)","(61.0, 140.0, 116.66666666666666)","(26.0, 48.0, 41.0)"
06-01-2023 16:44:51.405512,"(11.0, 16.5, 13.5)","(7.5, 10.5, 9.85)","(2.7, 3.25, 3.2295454545454545)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.8)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 9.55)","(7.5, 9.4, 8.8)","(61.0, 140.0, 116.66666666666666)","(26.0, 48.0, 41.0)"
06-01-2023 16:44:52.985735,"(11.0, 16.5, 13.5)","(7.5, 10.5, 9.527272727272727)","(2.7, 3.25, 3.2295454545454545)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.8)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 9.55)","(7.5, 9.4, 8.7)","(61.0, 140.0, 116.66666666666666)","(26.0, 48.0, 41.0)"
06-01-2023 16:44:54.532293,"(11.0, 16.5, 13.5)","(7.5, 11.0, 9.350000000000001)","(2.7, 3.25, 3.2295454545454545)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.8)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 9.55)","(7.5, 9.2, 8.7)","(61.0, 140.0, 116.66666666666666)","(26.0, 48.0, 41.0)"
06-01-2023 16:44:55.996244,"(11.0, 16.5, 13.5)","(7.5, 11.0, 9.350000000000001)","(2.7, 3.25, 3.2295454545454545)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.8)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 9.55)","(7.5, 9.2, 8.7)","(61.0, 140.0, 116.66666666666666)","(26.0, 48.0, 41.0)"
06-01-2023 16:44:57.587722,"(11.0, 16.5, 13.5)","(7.5, 11.0, 9.350000000000001)","(2.7, 3.25, 3.2295454545454545)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.8)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 9.55)","(7.5, 9.2, 8.7)","(61.0, 140.0, 116.66666666666666)","(26.0, 48.0, 41.0)"
06-01-2023 16:44:59.158445,"(11.0, 16.5, 14.166666666666666)","(7.5, 11.0, 9.285714285714286)","(2.7, 3.25, 3.2295454545454545)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.733333333333333)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 9.55)","(7.5, 9.2, 8.7)","(61.0, 140.0, 131.25)","(26.0, 48.0, 41.0)"
06-01-2023 16:45:00.715932,"(11.0, 16.5, 14.166666666666666)","(7.5, 10.5, 9.285714285714286)","(2.7, 3.25, 3.2295454545454545)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.7)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 9.55)","(7.5, 9.2, 8.7)","(61.0, 140.0, 131.25)","(26.0, 48.0, 41.0)"
06-01-2023 16:45:02.181479,"(11.0, 16.5, 14.166666666666666)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.2199999999999998)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.7)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 9.55)","(7.5, 9.2, 8.7)","(61.0, 140.0, 131.25)","(26.0, 48.0, 41.0)"
06-01-2023 16:45:03.680029,"(11.0, 16.5, 14.166666666666666)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.2199999999999998)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.7)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 9.55)","(7.5, 9.2, 8.7)","(61.0, 140.0, 131.25)","(26.0, 48.0, 41.0)"
06-01-2023 16:45:05.218500,"(11.0, 16.5, 14.166666666666666)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.2199999999999998)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.7)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 9.55)","(7.5, 9.2, 8.7)","(61.0, 140.0, 131.25)","(26.0, 48.0, 41.0)"
06-01-2023 16:45:06.683222,"(11.0, 16.5, 14.166666666666666)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.2199999999999998)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.7)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 9.55)","(7.5, 9.2, 8.7)","(61.0, 140.0, 131.25)","(26.0, 48.0, 41.0)"
06-01-2023 16:45:08.275986,"(11.0, 16.5, 14.166666666666666)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.2199999999999998)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.7)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 9.55)","(7.5, 9.2, 8.7)","(61.0, 140.0, 116.66666666666667)","(26.0, 48.0, 41.0)"
06-01-2023 16:45:09.764828,"(11.0, 16.5, 14.166666666666666)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.7)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 9.55)","(7.5, 9.2, 8.7)","(61.0, 130.0, 108.88888888888889)","(26.0, 48.0, 41.0)"
06-01-2023 16:45:11.193369,"(11.0, 16.5, 14.166666666666666)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.7)","(16.0, 32.0, 24.5)","(13.0, 19.5, 17.25)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 9.55)","(7.5, 9.2, 8.7)","(61.0, 120.0, 108.88888888888889)","(26.0, 48.0, 41.0)"
06-01-2023 16:45:12.624378,"(11.0, 16.5, 13.777777777777779)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.28)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.115384615384617)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 9.075)","(7.5, 9.2, 8.7)","(61.0, 120.0, 108.88888888888889)","(26.0, 48.0, 41.0)"
06-01-2023 16:45:14.013770,"(11.0, 16.5, 14.203125)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.28)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 9.075)","(7.5, 9.2, 8.8)","(61.0, 120.0, 105.0)","(26.0, 48.0, 41.0)"
06-01-2023 16:45:15.394082,"(11.0, 16.5, 14.203125)","(7.5, 10.0, 9.6)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.28)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 9.075)","(7.5, 9.4, 8.8)","(61.0, 120.0, 105.0)","(26.0, 48.0, 41.0)"
06-01-2023 16:45:16.830028,"(11.0, 16.5, 14.203125)","(7.5, 10.0, 9.6)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.28)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 8.746153846153845)","(7.5, 9.4, 8.8)","(61.0, 120.0, 105.0)","(26.0, 48.0, 41.0)"
06-01-2023 16:45:18.213512,"(11.0, 16.5, 14.203125)","(7.5, 10.0, 9.6)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.28)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 8.746153846153845)","(7.5, 9.4, 8.8)","(61.0, 120.0, 105.0)","(26.0, 48.0, 41.0)"
06-01-2023 16:45:19.634483,"(11.0, 16.5, 14.203125)","(7.5, 10.0, 9.6)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.5)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 8.746153846153845)","(7.5, 9.4, 8.8)","(61.0, 120.0, 105.0)","(26.0, 48.0, 41.0)"
06-01-2023 16:45:21.083718,"(11.0, 16.5, 14.203125)","(7.5, 10.0, 9.6)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.5)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 8.746153846153845)","(7.5, 9.4, 9.133333333333333)","(61.0, 120.0, 105.0)","(26.0, 48.0, 41.0)"
06-01-2023 16:45:22.540606,"(11.0, 16.5, 14.203125)","(7.5, 10.0, 9.6)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.5)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 8.746153846153845)","(7.5, 9.4, 9.133333333333333)","(61.0, 120.0, 105.0)","(26.0, 48.0, 41.0)"
