,Glass Warrior,So Astounding,Travelling Gigolo,Super Swoop,Bell Ringer Boy,King Island,Steel Skies,Always A Winner,Not A Brass Razoo,The Executive,Sunset Gun,The Decider
06-01-2023 16:45:23.907777,"(11.0, 16.5, 14.203125)","(7.5, 10.0, 9.6)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.5)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 8.746153846153845)","(7.5, 9.4, 9.258823529411766)","(61.0, 120.0, 105.0)","(26.0, 48.0, 41.0)"
06-01-2023 16:45:25.293268,"(11.0, 16.5, 14.203125)","(7.5, 10.0, 9.6)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.5)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 8.746153846153845)","(7.5, 9.4, 9.258823529411766)","(61.0, 120.0, 105.0)","(26.0, 48.0, 41.0)"
06-01-2023 16:45:26.701272,"(11.0, 16.5, 14.203125)","(7.5, 10.0, 9.6)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.5)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 8.746153846153845)","(7.5, 9.4, 8.733333333333334)","(61.0, 120.0, 86.25)","(26.0, 48.0, 41.0)"
06-01-2023 16:45:28.101751,"(11.0, 16.5, 14.203125)","(7.5, 10.0, 9.6)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.5)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 8.746153846153845)","(7.5, 9.4, 8.733333333333334)","(61.0, 120.0, 105.0)","(26.0, 48.0, 41.0)"
06-01-2023 16:45:29.472096,"(11.0, 16.5, 14.203125)","(7.5, 10.0, 9.6)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.428571428571429)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 8.746153846153845)","(7.5, 9.4, 9.15)","(61.0, 120.0, 105.0)","(26.0, 48.0, 41.0)"
06-01-2023 16:45:30.956734,"(11.0, 16.5, 14.203125)","(7.5, 10.0, 9.6)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.428571428571429)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 8.746153846153845)","(7.5, 9.4, 9.15)","(61.0, 120.0, 105.0)","(26.0, 48.0, 41.0)"
06-01-2023 16:45:32.400563,"(11.0, 16.5, 14.203125)","(7.5, 10.0, 9.6)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.428571428571429)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 8.746153846153845)","(7.5, 9.4, 9.266666666666667)","(61.0, 120.0, 105.0)","(26.0, 48.0, 41.0)"
06-01-2023 16:45:33.814586,"(11.0, 16.5, 14.203125)","(7.5, 10.0, 9.6)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.428571428571429)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 8.746153846153845)","(7.5, 9.4, 9.266666666666667)","(61.0, 120.0, 105.0)","(26.0, 48.0, 38.0)"
06-01-2023 16:45:35.187903,"(11.0, 16.5, 14.203125)","(7.5, 10.0, 9.333333333333332)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.428571428571429)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 8.758333333333333)","(7.5, 9.4, 9.375)","(61.0, 120.0, 105.0)","(26.0, 48.0, 41.666666666666664)"
06-01-2023 16:45:36.582092,"(11.0, 16.5, 14.283333333333333)","(7.5, 10.5, 9.416666666666666)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.428571428571429)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 8.758333333333333)","(7.5, 9.6, 9.375)","(61.0, 120.0, 105.0)","(26.0, 48.0, 41.666666666666664)"
06-01-2023 16:45:37.950095,"(11.0, 16.5, 14.283333333333333)","(7.5, 10.5, 9.416666666666666)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.428571428571429)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 8.758333333333333)","(7.5, 9.6, 9.375)","(61.0, 120.0, 105.0)","(26.0, 48.0, 41.666666666666664)"
06-01-2023 16:45:39.349845,"(11.0, 16.5, 14.283333333333333)","(7.5, 10.5, 9.416666666666666)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.435294117647059)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 8.758333333333333)","(7.5, 9.6, 9.375)","(61.0, 120.0, 105.0)","(26.0, 48.0, 41.666666666666664)"
06-01-2023 16:45:40.738981,"(11.0, 16.5, 14.283333333333333)","(7.5, 10.5, 9.416666666666666)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.435294117647059)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 8.758333333333333)","(7.5, 9.6, 9.375)","(61.0, 120.0, 105.0)","(26.0, 48.0, 41.666666666666664)"
06-01-2023 16:45:42.056120,"(11.0, 16.5, 14.283333333333333)","(7.5, 10.5, 9.416666666666666)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.435294117647059)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 8.758333333333333)","(7.5, 9.6, 9.375)","(61.0, 120.0, 90.0)","(26.0, 48.0, 41.666666666666664)"
06-01-2023 16:45:43.432416,"(11.0, 16.5, 14.283333333333333)","(7.5, 10.5, 9.416666666666666)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.435294117647059)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 8.758333333333333)","(7.5, 9.6, 9.375)","(61.0, 120.0, 90.0)","(26.0, 48.0, 41.666666666666664)"
06-01-2023 16:45:44.816617,"(11.0, 16.5, 14.283333333333333)","(7.5, 10.5, 9.416666666666666)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.373913043478261)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 8.758333333333333)","(7.5, 9.6, 9.375)","(61.0, 120.0, 90.0)","(26.0, 48.0, 41.666666666666664)"
06-01-2023 16:45:46.260654,"(11.0, 16.5, 14.283333333333333)","(7.5, 10.5, 9.416666666666666)","(2.7, 3.25, 3.1966666666666668)","(19.0, 27.0, 24.0)","(8.0, 9.0, 8.373913043478261)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.5, 9.3)","(7.5, 9.6, 9.266666666666667)","(61.0, 120.0, 90.0)","(26.0, 48.0, 41.666666666666664)"
06-01-2023 16:45:47.704918,"(11.0, 16.0, 14.434782608695652)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.1966666666666668)","(19.0, 26.0, 23.333333333333332)","(8.0, 9.0, 8.373913043478261)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.0, 9.3)","(7.5, 9.4, 9.266666666666667)","(61.0, 120.0, 90.0)","(26.0, 48.0, 41.666666666666664)"
06-01-2023 16:45:49.125476,"(11.0, 16.0, 14.434782608695652)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.1966666666666668)","(19.0, 26.0, 23.333333333333332)","(8.0, 9.0, 8.373913043478261)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.0, 9.3)","(7.5, 9.4, 9.266666666666667)","(61.0, 120.0, 103.33333333333334)","(26.0, 48.0, 41.666666666666664)"
06-01-2023 16:45:50.552320,"(11.0, 16.0, 14.434782608695652)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.1966666666666668)","(19.0, 26.0, 23.333333333333332)","(8.0, 9.0, 8.373913043478261)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.0, 9.3)","(7.5, 9.4, 9.266666666666667)","(61.0, 120.0, 103.33333333333334)","(26.0, 48.0, 41.666666666666664)"
06-01-2023 16:45:51.983429,"(11.0, 16.0, 14.434782608695652)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.1966666666666668)","(19.0, 26.0, 23.333333333333332)","(8.0, 9.0, 8.373913043478261)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.0, 9.3)","(7.5, 9.4, 9.266666666666667)","(61.0, 120.0, 103.33333333333334)","(26.0, 48.0, 41.666666666666664)"
06-01-2023 16:45:53.423997,"(11.0, 16.0, 14.434782608695652)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.1966666666666668)","(19.0, 26.0, 23.333333333333332)","(8.0, 9.0, 8.373913043478261)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.0, 9.3)","(7.5, 9.4, 9.266666666666667)","(61.0, 120.0, 103.33333333333334)","(26.0, 48.0, 41.666666666666664)"
06-01-2023 16:45:54.832956,"(11.0, 16.0, 14.434782608695652)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.1966666666666668)","(19.0, 26.0, 23.333333333333332)","(8.0, 9.0, 8.373913043478261)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.0, 9.3)","(7.5, 9.4, 9.266666666666667)","(61.0, 120.0, 103.33333333333334)","(26.0, 48.0, 41.666666666666664)"
06-01-2023 16:45:56.340434,"(11.0, 16.0, 14.434782608695652)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.1966666666666668)","(19.0, 26.0, 23.333333333333332)","(8.0, 9.0, 8.373913043478261)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.0, 9.3)","(7.5, 9.4, 9.266666666666667)","(61.0, 120.0, 103.33333333333334)","(26.0, 48.0, 41.666666666666664)"
06-01-2023 16:45:57.719314,"(11.0, 16.0, 14.434782608695652)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.161111111111111)","(19.0, 26.0, 23.333333333333332)","(8.0, 9.0, 8.373913043478261)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.0, 9.3)","(7.5, 9.4, 9.266666666666667)","(61.0, 120.0, 103.33333333333334)","(26.0, 48.0, 41.666666666666664)"
06-01-2023 16:45:59.138897,"(11.0, 16.0, 14.434782608695652)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.2)","(19.0, 26.0, 23.333333333333332)","(8.0, 9.0, 8.41875)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.0, 9.3)","(7.5, 9.4, 9.266666666666667)","(61.0, 120.0, 103.33333333333334)","(26.0, 48.0, 41.666666666666664)"
06-01-2023 16:46:00.628386,"(11.0, 16.0, 14.434782608695652)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.2)","(19.0, 26.0, 23.333333333333332)","(8.0, 9.2, 8.412121212121212)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.0, 9.3)","(7.5, 9.4, 9.266666666666667)","(61.0, 120.0, 103.33333333333334)","(26.0, 48.0, 41.666666666666664)"
06-01-2023 16:46:02.122361,"(11.0, 16.0, 14.434782608695652)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.2)","(19.0, 26.0, 23.333333333333332)","(8.0, 9.2, 8.412121212121212)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.0, 9.3)","(7.5, 9.4, 9.266666666666667)","(61.0, 120.0, 103.33333333333334)","(26.0, 48.0, 41.666666666666664)"
06-01-2023 16:46:03.648297,"(11.0, 16.0, 14.434782608695652)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.2)","(19.0, 26.0, 23.333333333333332)","(8.0, 9.2, 8.412121212121212)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.0, 9.3)","(7.5, 9.4, 9.266666666666667)","(61.0, 120.0, 103.33333333333334)","(26.0, 48.0, 41.666666666666664)"
06-01-2023 16:46:05.106653,"(11.0, 16.0, 14.434782608695652)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.2)","(19.0, 26.0, 23.333333333333332)","(8.0, 9.2, 8.497297297297296)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.0, 9.3)","(7.5, 9.4, 9.266666666666667)","(61.0, 120.0, 103.33333333333334)","(26.0, 48.0, 41.666666666666664)"
06-01-2023 16:46:06.586124,"(11.0, 16.0, 14.434782608695652)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.2)","(19.0, 26.0, 23.333333333333332)","(8.0, 9.2, 8.3875)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.0, 9.3)","(7.5, 9.4, 9.266666666666667)","(61.0, 120.0, 103.33333333333334)","(26.0, 48.0, 41.666666666666664)"
06-01-2023 16:46:08.055246,"(11.0, 16.0, 14.434782608695652)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.2)","(19.0, 26.0, 23.333333333333332)","(8.0, 9.2, 8.3875)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.0, 9.3)","(7.5, 9.4, 9.266666666666667)","(61.0, 120.0, 103.33333333333334)","(26.0, 48.0, 42.57142857142857)"
06-01-2023 16:46:09.625292,"(11.0, 16.0, 14.434782608695652)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.2)","(19.0, 26.0, 23.333333333333332)","(8.0, 9.2, 8.3875)","(16.0, 32.0, 24.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.0, 9.3)","(7.5, 9.4, 9.266666666666667)","(61.0, 120.0, 103.33333333333334)","(26.0, 48.0, 42.57142857142857)"
06-01-2023 16:46:11.139995,"(11.0, 16.0, 14.434782608695652)","(7.5, 10.5, 9.083333333333334)","(2.7, 3.25, 3.2)","(19.0, 26.0, 23.333333333333332)","(8.0, 9.2, 8.784)","(16.0, 32.0, 22.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 10.0, 8.733333333333333)","(7.5, 9.4, 9.266666666666667)","(61.0, 120.0, 82.5)","(26.0, 48.0, 36.857142857142854)"
06-01-2023 16:46:12.716151,"(11.0, 16.0, 14.434782608695652)","(7.5, 10.5, 9.785714285714286)","(2.7, 3.25, 3.2)","(19.0, 26.0, 23.333333333333332)","(8.0, 9.2, 8.784)","(16.0, 27.0, 22.5)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 9.4, 8.733333333333333)","(7.5, 9.4, 9.266666666666667)","(61.0, 95.0, 78.33333333333333)","(26.0, 40.0, 36.857142857142854)"
06-01-2023 16:46:14.255826,"(11.0, 16.0, 14.434782608695652)","(7.5, 10.5, 9.785714285714286)","(2.7, 3.25, 3.2)","(19.0, 26.0, 23.333333333333332)","(8.0, 9.2, 8.784)","(16.0, 27.0, 22.75)","(13.0, 19.5, 18.214285714285715)","(21.0, 32.0, 30.666666666666668)","(7.5, 9.4, 8.657142857142857)","(7.5, 9.4, 9.275)","(61.0, 95.0, 78.33333333333333)","(26.0, 40.0, 35.42857142857143)"
06-01-2023 16:46:15.829129,"(11.0, 16.0, 14.434782608695652)","(7.5, 10.5, 9.416666666666666)","(2.7, 3.25, 3.2)","(19.0, 26.0, 23.333333333333332)","(8.0, 9.2, 8.237037037037036)","(16.0, 26.0, 22.75)","(13.0, 19.5, 17.357142857142858)","(21.0, 32.0, 30.666666666666668)","(7.5, 9.4, 9.3)","(7.5, 9.4, 9.266666666666667)","(61.0, 95.0, 78.33333333333333)","(26.0, 38.0, 35.42857142857143)"
06-01-2023 16:46:17.436016,"(11.0, 16.0, 14.434782608695652)","(7.5, 10.5, 9.416666666666666)","(2.7, 3.25, 3.2)","(19.0, 26.0, 23.333333333333332)","(8.0, 9.2, 8.356756756756756)","(16.0, 26.0, 22.75)","(13.0, 19.5, 17.357142857142858)","(21.0, 32.0, 31.2)","(7.5, 10.0, 9.533333333333333)","(7.5, 9.4, 9.266666666666667)","(61.0, 95.0, 78.33333333333333)","(26.0, 38.0, 35.42857142857143)"
06-01-2023 16:46:19.032162,"(11.0, 16.0, 14.333333333333334)","(7.5, 10.5, 9.416666666666666)","(2.7, 3.25, 3.2)","(19.0, 26.0, 24.0)","(8.0, 9.2, 8.356756756756756)","(16.0, 26.0, 22.75)","(13.0, 19.5, 17.357142857142858)","(21.0, 32.0, 30.5)","(7.5, 10.0, 9.933333333333334)","(7.5, 9.4, 8.911111111111111)","(61.0, 95.0, 78.33333333333333)","(26.0, 38.0, 35.42857142857143)"
06-01-2023 16:46:20.559761,"(11.0, 16.0, 14.333333333333334)","(7.5, 10.5, 10.13888888888889)","(2.7, 3.25, 3.2)","(19.0, 26.0, 25.428571428571427)","(8.0, 9.2, 8.70943396226415)","(16.0, 26.0, 25.1875)","(13.0, 19.5, 17.357142857142858)","(21.0, 32.0, 30.5)","(7.5, 10.5, 9.933333333333334)","(7.5, 10.0, 9.58)","(61.0, 95.0, 78.33333333333333)","(26.0, 38.0, 36.8)"
06-01-2023 16:46:22.053906,"(11.0, 16.0, 14.333333333333334)","(7.5, 10.5, 10.13888888888889)","(2.7, 3.25, 3.2)","(19.0, 26.0, 25.428571428571427)","(8.0, 9.2, 8.646808510638298)","(16.0, 26.0, 25.1875)","(13.0, 19.5, 17.357142857142858)","(21.0, 32.0, 30.5)","(7.5, 10.5, 9.933333333333334)","(7.5, 10.0, 9.560975609756097)","(61.0, 95.0, 78.33333333333333)","(26.0, 38.0, 36.8)"
06-01-2023 16:46:23.561126,"(11.0, 16.0, 14.333333333333334)","(7.5, 10.5, 10.13888888888889)","(2.7, 3.25, 3.2)","(19.0, 26.0, 25.428571428571427)","(8.0, 9.2, 8.457142857142857)","(16.0, 26.0, 25.1875)","(13.0, 19.5, 17.357142857142858)","(21.0, 32.0, 30.5)","(7.5, 10.5, 9.933333333333334)","(7.5, 10.0, 9.117647058823529)","(61.0, 95.0, 78.33333333333333)","(26.0, 38.0, 36.8)"
06-01-2023 16:46:25.100052,"(11.0, 16.0, 14.333333333333334)","(7.5, 10.5, 9.583333333333334)","(2.7, 3.25, 3.2)","(19.0, 26.0, 24.4)","(8.0, 9.2, 8.457142857142857)","(16.0, 26.0, 23.0)","(13.0, 19.5, 18.0)","(21.0, 32.0, 30.5)","(7.5, 10.5, 10.436666666666667)","(7.5, 10.0, 9.692307692307692)","(61.0, 95.0, 78.33333333333333)","(26.0, 38.0, 36.8)"
06-01-2023 16:46:26.645396,"(11.0, 16.0, 14.333333333333334)","(7.5, 10.5, 9.681818181818182)","(2.7, 3.25, 3.2)","(19.0, 26.0, 24.0)","(8.0, 9.2, 8.457142857142857)","(16.0, 26.0, 23.5)","(13.0, 19.5, 18.375)","(21.0, 32.0, 30.5)","(7.5, 10.5, 10.0)","(7.5, 10.0, 9.692307692307692)","(61.0, 95.0, 78.33333333333333)","(26.0, 38.0, 34.0)"
06-01-2023 16:46:28.113459,"(11.0, 16.0, 14.333333333333334)","(7.5, 10.5, 9.681818181818182)","(2.7, 3.25, 3.2)","(19.0, 26.0, 24.88888888888889)","(8.0, 9.2, 8.457142857142857)","(16.0, 26.0, 23.0)","(13.0, 19.5, 18.375)","(21.0, 32.0, 31.0)","(7.5, 10.5, 10.0)","(7.5, 10.0, 9.4375)","(61.0, 95.0, 78.33333333333333)","(26.0, 38.0, 37.5)"
06-01-2023 16:46:29.615857,"(11.0, 16.0, 14.461538461538462)","(7.5, 10.5, 9.681818181818182)","(2.7, 3.25, 3.154166666666667)","(19.0, 26.0, 24.0)","(8.0, 9.2, 8.457142857142857)","(16.0, 27.0, 25.58823529411765)","(13.0, 19.5, 18.375)","(21.0, 32.0, 31.0)","(7.5, 10.5, 10.0)","(7.5, 10.0, 9.4375)","(61.0, 95.0, 78.33333333333333)","(26.0, 40.0, 37.5)"
06-01-2023 16:46:31.201357,"(11.0, 16.0, 14.461538461538462)","(7.5, 10.5, 9.681818181818182)","(2.7, 3.25, 3.175806451612903)","(19.0, 26.0, 24.0)","(8.0, 9.2, 8.457142857142857)","(16.0, 27.0, 25.58823529411765)","(13.0, 19.5, 18.375)","(21.0, 32.0, 31.0)","(7.5, 10.5, 10.0)","(7.5, 10.0, 9.4375)","(61.0, 95.0, 78.33333333333333)","(26.0, 40.0, 36.0)"
06-01-2023 16:46:32.735008,"(11.0, 16.0, 14.461538461538462)","(7.5, 10.5, 9.653846153846153)","(2.7, 3.25, 3.175806451612903)","(19.0, 26.0, 24.0)","(8.0, 9.2, 8.457142857142857)","(16.0, 27.0, 25.58823529411765)","(13.0, 19.5, 18.375)","(21.0, 32.0, 31.0)","(7.5, 10.5, 9.8)","(7.5, 10.0, 9.4375)","(61.0, 95.0, 78.33333333333333)","(26.0, 40.0, 36.0)"
06-01-2023 16:46:34.326436,"(11.0, 16.0, 14.461538461538462)","(7.5, 10.5, 9.653846153846153)","(2.7, 3.25, 3.175806451612903)","(19.0, 26.0, 23.4)","(8.0, 9.2, 8.457142857142857)","(16.0, 27.0, 25.58823529411765)","(13.0, 19.5, 18.25)","(21.0, 32.0, 31.0)","(7.5, 11.0, 10.8)","(7.5, 10.0, 9.4375)","(61.0, 95.0, 78.33333333333333)","(26.0, 40.0, 36.8)"
06-01-2023 16:46:35.910538,"(11.0, 15.5, 14.75)","(7.5, 10.5, 9.653846153846153)","(2.7, 3.25, 3.175806451612903)","(19.0, 25.0, 23.4)","(8.0, 9.2, 8.457142857142857)","(16.0, 27.0, 25.58823529411765)","(13.0, 19.5, 18.25)","(21.0, 32.0, 37.666666666666664)","(7.5, 11.0, 10.806451612903226)","(7.5, 10.0, 9.4375)","(61.0, 95.0, 78.33333333333333)","(26.0, 40.0, 36.8)"
06-01-2023 16:46:37.437520,"(11.0, 15.5, 14.23076923076923)","(7.5, 10.5, 9.653846153846153)","(2.7, 3.25, 3.175806451612903)","(19.0, 25.0, 23.0)","(8.0, 9.2, 8.529032258064516)","(16.0, 27.0, 25.58823529411765)","(13.0, 19.5, 18.25)","(21.0, 42.0, 34.0)","(7.5, 11.0, 10.0)","(7.5, 10.0, 9.4375)","(61.0, 95.0, 87.5)","(26.0, 40.0, 36.0)"
06-01-2023 16:46:38.940155,"(11.0, 15.5, 14.23076923076923)","(7.5, 10.5, 9.653846153846153)","(2.7, 3.25, 3.175806451612903)","(19.0, 25.0, 22.714285714285715)","(8.0, 9.2, 8.529032258064516)","(16.0, 27.0, 25.58823529411765)","(13.0, 19.5, 18.25)","(21.0, 42.0, 34.0)","(7.5, 11.0, 10.0)","(7.5, 10.0, 9.4375)","(61.0, 95.0, 87.5)","(26.0, 40.0, 36.0)"
06-01-2023 16:46:40.382250,"(11.0, 15.5, 14.75)","(7.5, 10.5, 9.653846153846153)","(2.7, 3.25, 3.2)","(19.0, 25.0, 22.714285714285715)","(8.0, 9.2, 8.457142857142857)","(16.0, 27.0, 25.58823529411765)","(13.0, 19.5, 18.25)","(21.0, 42.0, 35.14285714285714)","(7.5, 11.0, 10.0)","(7.5, 10.0, 9.4375)","(61.0, 95.0, 87.5)","(26.0, 40.0, 36.0)"
06-01-2023 16:46:41.845111,"(11.0, 15.5, 14.75)","(7.5, 10.5, 9.653846153846153)","(2.7, 3.25, 3.175806451612903)","(19.0, 25.0, 22.714285714285715)","(8.0, 9.2, 8.457142857142857)","(16.0, 27.0, 25.58823529411765)","(13.0, 19.5, 18.25)","(21.0, 42.0, 35.14285714285714)","(7.5, 11.0, 10.0)","(7.5, 10.0, 9.4375)","(61.0, 95.0, 87.5)","(26.0, 40.0, 36.0)"
06-01-2023 16:46:43.351593,"(11.0, 15.5, 14.5)","(7.5, 10.5, 9.653846153846153)","(2.7, 3.25, 3.2)","(19.0, 25.0, 23.4)","(8.0, 9.2, 8.457142857142857)","(16.0, 27.0, 25.58823529411765)","(13.0, 19.5, 18.25)","(21.0, 42.0, 35.14285714285714)","(7.5, 11.0, 10.4)","(7.5, 10.0, 9.4375)","(61.0, 95.0, 87.5)","(26.0, 40.0, 36.0)"
06-01-2023 16:46:44.864041,"(11.0, 15.5, 14.166666666666666)","(7.5, 10.5, 9.653846153846153)","(2.7, 3.25, 3.2)","(19.0, 25.0, 22.8)","(8.0, 9.2, 8.457142857142857)","(16.0, 27.0, 25.58823529411765)","(13.0, 19.5, 18.25)","(21.0, 42.0, 35.14285714285714)","(7.5, 11.0, 10.82)","(7.5, 10.0, 9.4375)","(61.0, 95.0, 87.5)","(26.0, 40.0, 35.0)"
06-01-2023 16:46:46.472679,"(11.0, 15.5, 14.75)","(8.0, 10.5, 9.653846153846153)","(2.7, 3.25, 3.2)","(19.0, 24.0, 22.285714285714285)","(8.0, 9.2, 8.457142857142857)","(16.0, 27.0, 25.58823529411765)","(13.0, 19.5, 18.25)","(21.0, 42.0, 35.14285714285714)","(7.5, 11.0, 10.836363636363636)","(7.0, 10.0, 9.4375)","(61.0, 95.0, 87.5)","(26.0, 38.0, 35.0)"
