,Wispy Bale,Flash The Hand,Hawk Girl,Redbank Molly,Post The Zipper,Brockies Way,Lucky Ethics,Magical Touch
10-01-2023 21:07:17.928694,"(9.0, 19.0, 16.42857142857143)","(3.6, 10.0, 9.422222222222222)","(10.0, 17.5, 13.363636363636363)","(6.5, 12.0, 9.125)","(5.0, 8.0, 7.5)","(2.4, 3.05, 2.5370967741935484)","(31.0, 220.0, 171.75)","(61.0, 420.0, 298.33333333333337)"
10-01-2023 21:07:19.074649,"(9.0, 19.0, 16.42857142857143)","(3.6, 10.0, 9.422222222222222)","(10.0, 17.5, 13.363636363636363)","(6.5, 12.0, 9.125)","(5.0, 8.0, 7.5)","(2.4, 3.05, 2.5370967741935484)","(31.0, 220.0, 171.75)","(61.0, 420.0, 365.0)"
10-01-2023 21:07:20.231213,"(9.0, 19.0, 16.42857142857143)","(3.6, 10.0, 9.422222222222222)","(10.0, 17.5, 13.363636363636363)","(6.5, 12.0, 9.125)","(5.0, 8.0, 7.5)","(2.4, 3.05, 2.5370967741935484)","(31.0, 220.0, 141.75)","(61.0, 520.0, 358.3333333333333)"
10-01-2023 21:07:21.682439,"(9.0, 19.0, 16.42857142857143)","(3.6, 10.0, 9.5)","(10.0, 17.5, 13.363636363636363)","(6.5, 12.0, 9.125)","(5.0, 8.0, 7.5)","(2.4, 3.05, 2.5370967741935484)","(31.0, 180.0, 141.75)","(61.0, 510.0, 358.3333333333333)"
10-01-2023 21:07:23.070314,"(9.0, 19.0, 16.42857142857143)","(3.6, 10.0, 9.5)","(10.0, 17.5, 13.363636363636363)","(6.5, 12.0, 9.125)","(5.0, 8.0, 7.5)","(2.4, 3.05, 2.5370967741935484)","(31.0, 180.0, 141.75)","(61.0, 510.0, 358.3333333333333)"
10-01-2023 21:07:24.244741,"(9.0, 19.0, 16.42857142857143)","(3.6, 10.0, 9.5)","(10.0, 17.5, 13.363636363636363)","(6.5, 12.0, 9.125)","(5.0, 8.0, 7.5)","(2.4, 3.05, 2.5370967741935484)","(31.0, 180.0, 141.75)","(61.0, 510.0, 358.3333333333333)"
10-01-2023 21:07:25.479972,"(9.0, 19.0, 16.42857142857143)","(3.6, 10.0, 9.5)","(10.0, 17.5, 13.363636363636363)","(6.5, 12.0, 9.125)","(5.0, 8.0, 7.5)","(2.4, 3.05, 2.5370967741935484)","(31.0, 180.0, 141.75)","(61.0, 510.0, 358.3333333333333)"
10-01-2023 21:07:26.590433,"(9.0, 19.0, 16.42857142857143)","(3.6, 10.0, 9.5)","(10.0, 17.5, 13.363636363636363)","(6.5, 12.0, 9.125)","(5.0, 8.0, 7.5)","(2.4, 3.05, 2.5370967741935484)","(31.0, 180.0, 141.75)","(61.0, 510.0, 358.3333333333333)"
10-01-2023 21:07:27.801998,"(9.0, 19.0, 16.42857142857143)","(3.6, 10.0, 9.5)","(10.0, 17.5, 13.363636363636363)","(6.5, 12.0, 9.125)","(5.0, 8.0, 7.5)","(2.4, 3.05, 2.5370967741935484)","(31.0, 180.0, 141.75)","(61.0, 510.0, 358.3333333333333)"
10-01-2023 21:07:29.131765,"(9.0, 19.0, 16.42857142857143)","(3.6, 10.0, 9.5)","(10.0, 17.5, 13.363636363636363)","(6.5, 12.0, 9.125)","(5.0, 8.0, 7.5)","(2.4, 3.05, 2.5370967741935484)","(31.0, 180.0, 141.75)","(61.0, 510.0, 358.3333333333333)"
10-01-2023 21:07:30.342315,"(9.0, 19.0, 16.42857142857143)","(3.6, 10.0, 9.5)","(10.0, 17.5, 13.363636363636363)","(6.5, 12.0, 9.125)","(5.0, 8.0, 7.5)","(2.4, 3.05, 2.5370967741935484)","(31.0, 180.0, 141.75)","(61.0, 510.0, 358.3333333333333)"
10-01-2023 21:07:31.381728,"(9.0, 19.0, 16.42857142857143)","(3.6, 10.0, 9.5)","(10.0, 17.5, 13.363636363636363)","(6.5, 12.0, 9.125)","(5.0, 8.0, 7.5)","(2.4, 3.05, 2.5370967741935484)","(31.0, 180.0, 141.75)","(61.0, 510.0, 358.3333333333333)"
10-01-2023 21:07:32.503456,"(9.0, 19.0, 16.42857142857143)","(3.6, 10.0, 9.5)","(10.0, 17.5, 13.363636363636363)","(6.5, 12.0, 9.125)","(5.0, 8.0, 7.5)","(2.4, 3.05, 2.5370967741935484)","(31.0, 180.0, 141.75)","(61.0, 510.0, 358.3333333333333)"
10-01-2023 21:07:33.687886,"(9.0, 19.0, 16.42857142857143)","(3.6, 10.0, 9.5)","(10.0, 17.5, 13.363636363636363)","(6.5, 12.0, 9.125)","(5.0, 8.0, 7.5)","(2.4, 3.05, 2.5370967741935484)","(31.0, 180.0, 141.75)","(61.0, 510.0, 358.3333333333333)"
10-01-2023 21:07:34.856806,"(9.0, 19.0, 16.42857142857143)","(3.6, 10.0, 9.5)","(10.0, 17.5, 13.363636363636363)","(6.5, 12.0, 9.125)","(5.0, 8.0, 7.5)","(2.4, 3.05, 2.5370967741935484)","(31.0, 180.0, 141.75)","(61.0, 510.0, 237.5)"
10-01-2023 21:07:36.009746,"(9.0, 19.0, 16.42857142857143)","(3.6, 10.0, 9.705882352941178)","(10.0, 17.5, 13.363636363636363)","(6.5, 12.0, 10.083333333333334)","(5.0, 8.0, 7.5)","(2.4, 3.05, 2.5370967741935484)","(31.0, 180.0, 171.75)","(61.0, 420.0, 298.33333333333337)"
10-01-2023 21:07:37.159372,"(9.0, 19.0, 16.42857142857143)","(3.6, 10.0, 9.705882352941178)","(10.0, 17.5, 13.363636363636363)","(6.5, 12.0, 10.083333333333334)","(5.0, 8.0, 7.5)","(2.4, 3.05, 2.5370967741935484)","(31.0, 220.0, 171.75)","(61.0, 420.0, 298.33333333333337)"
10-01-2023 21:07:38.264540,"(9.0, 19.0, 16.42857142857143)","(3.6, 10.0, 9.444444444444445)","(10.0, 17.5, 13.363636363636363)","(6.5, 12.0, 10.083333333333334)","(5.0, 8.0, 7.5)","(2.4, 3.05, 2.5370967741935484)","(31.0, 220.0, 171.75)","(61.0, 420.0, 240.0)"
10-01-2023 21:07:39.489462,"(9.0, 19.0, 16.42857142857143)","(3.6, 9.8, 8.88)","(10.0, 17.5, 13.363636363636363)","(6.5, 12.0, 9.444444444444445)","(5.0, 8.0, 7.5)","(2.4, 3.05, 2.5370967741935484)","(31.0, 220.0, 124.0)","(61.0, 420.0, 240.0)"
10-01-2023 21:07:40.709606,"(9.0, 19.0, 16.42857142857143)","(3.6, 10.0, 9.466666666666667)","(10.0, 17.5, 13.363636363636363)","(6.5, 12.0, 9.444444444444445)","(5.0, 8.0, 7.5)","(2.4, 3.05, 2.5370967741935484)","(31.0, 220.0, 124.0)","(61.0, 420.0, 240.0)"
10-01-2023 21:07:42.125684,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 5.95)","(10.0, 17.5, 12.25)","(6.5, 12.0, 8.333333333333332)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.5370967741935484)","(31.0, 220.0, 104.0)","(61.0, 420.0, 240.0)"
10-01-2023 21:07:43.574390,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 5.95)","(10.0, 17.5, 12.25)","(6.5, 12.0, 8.333333333333332)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.5370967741935484)","(31.0, 180.0, 104.0)","(61.0, 420.0, 240.0)"
10-01-2023 21:07:45.035543,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 5.95)","(10.0, 17.5, 12.25)","(6.5, 12.0, 8.333333333333332)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.5370967741935484)","(31.0, 180.0, 104.0)","(61.0, 420.0, 240.0)"
10-01-2023 21:07:46.445469,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 5.95)","(10.0, 17.5, 12.25)","(6.5, 12.0, 8.333333333333332)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.5370967741935484)","(31.0, 180.0, 104.0)","(61.0, 420.0, 240.0)"
10-01-2023 21:07:47.784346,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 5.95)","(10.0, 17.5, 12.25)","(6.5, 12.0, 8.333333333333332)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.5370967741935484)","(31.0, 180.0, 104.0)","(61.0, 420.0, 240.0)"
10-01-2023 21:07:49.033204,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 6.377777777777778)","(10.0, 17.5, 12.25)","(6.5, 12.0, 9.55)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 180.0, 104.0)","(61.0, 420.0, 240.0)"
10-01-2023 21:07:50.295299,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 6.377777777777778)","(10.0, 17.5, 12.25)","(6.5, 11.5, 9.55)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 180.0, 104.0)","(61.0, 420.0, 240.0)"
10-01-2023 21:07:51.419062,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 6.377777777777778)","(10.0, 17.5, 12.25)","(6.5, 11.5, 8.28)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 180.0, 104.0)","(61.0, 420.0, 285.0)"
10-01-2023 21:07:52.730885,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 7.84)","(10.0, 17.5, 12.25)","(6.5, 11.0, 8.28)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 180.0, 104.0)","(61.0, 510.0, 285.0)"
10-01-2023 21:07:54.052028,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 7.84)","(10.0, 17.5, 12.25)","(6.5, 10.5, 7.9624999999999995)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 180.0, 104.0)","(61.0, 510.0, 285.0)"
10-01-2023 21:07:55.481313,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 7.84)","(10.0, 17.5, 12.25)","(6.5, 10.0, 7.942857142857142)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 180.0, 104.0)","(61.0, 510.0, 285.0)"
10-01-2023 21:07:56.790513,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 7.84)","(10.0, 17.5, 12.25)","(6.5, 10.0, 7.942857142857142)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 180.0, 104.0)","(61.0, 510.0, 285.0)"
10-01-2023 21:07:58.116188,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 8.111764705882354)","(10.0, 17.5, 12.25)","(6.5, 10.0, 7.942857142857142)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 180.0, 104.0)","(61.0, 510.0, 285.0)"
10-01-2023 21:07:59.428611,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 6.859999999999999)","(10.0, 17.5, 12.25)","(6.5, 10.0, 7.942857142857142)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 180.0, 43.53846153846154)","(61.0, 510.0, 111.11111111111111)"
10-01-2023 21:08:00.783000,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 6.859999999999999)","(10.0, 17.5, 12.25)","(6.5, 9.8, 8.333333333333334)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 111.11111111111111)"
10-01-2023 21:08:02.027900,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 6.859999999999999)","(10.0, 17.5, 12.25)","(6.5, 9.8, 8.333333333333334)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 510.0, 285.0)"
10-01-2023 21:08:03.319936,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 6.859999999999999)","(10.0, 17.5, 12.25)","(6.5, 9.8, 8.333333333333334)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 510.0, 285.0)"
10-01-2023 21:08:04.545001,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 6.859999999999999)","(10.0, 17.5, 12.25)","(6.5, 9.8, 8.333333333333334)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 510.0, 285.0)"
10-01-2023 21:08:05.727623,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 6.859999999999999)","(10.0, 17.5, 12.25)","(6.5, 9.8, 8.333333333333334)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 510.0, 285.0)"
10-01-2023 21:08:06.975901,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 6.859999999999999)","(10.0, 17.5, 12.25)","(6.5, 9.8, 8.333333333333334)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 510.0, 285.0)"
10-01-2023 21:08:08.254984,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 6.859999999999999)","(10.0, 17.5, 12.25)","(6.5, 9.8, 8.333333333333334)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 510.0, 285.0)"
10-01-2023 21:08:09.580605,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 6.859999999999999)","(10.0, 17.5, 12.25)","(6.5, 9.8, 8.333333333333334)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 510.0, 290.0)"
10-01-2023 21:08:10.867322,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 6.859999999999999)","(10.0, 17.5, 12.25)","(6.5, 9.8, 8.333333333333334)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:12.284450,"(9.0, 19.0, 13.333333333333334)","(3.6, 10.0, 8.006250000000001)","(10.0, 17.5, 12.25)","(6.5, 9.8, 8.333333333333334)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:13.631568,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 8.111764705882354)","(10.0, 17.5, 12.25)","(6.5, 9.8, 8.333333333333334)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:15.009726,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 8.111764705882354)","(10.0, 17.5, 12.25)","(6.5, 9.8, 8.333333333333334)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:16.512046,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 8.111764705882354)","(10.0, 17.5, 12.25)","(6.5, 9.8, 8.333333333333334)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:17.963793,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 8.111764705882354)","(10.0, 17.5, 12.25)","(6.5, 9.8, 8.333333333333334)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:19.419066,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 7.8500000000000005)","(10.0, 17.5, 12.25)","(6.5, 9.8, 8.333333333333334)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:20.755933,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 7.8500000000000005)","(10.0, 17.5, 12.25)","(6.5, 9.8, 8.333333333333334)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:22.086849,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 6.7666666666666675)","(10.0, 17.5, 12.25)","(6.5, 9.8, 8.333333333333334)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:23.480184,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 6.7666666666666675)","(10.0, 17.5, 12.25)","(6.5, 9.8, 7.85)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:24.715712,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 8.225000000000001)","(10.0, 17.5, 12.25)","(6.5, 9.6, 7.85)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:25.938801,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 8.225000000000001)","(10.0, 17.5, 12.25)","(6.5, 9.4, 7.96)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:27.256508,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 8.31764705882353)","(10.0, 17.5, 12.25)","(6.5, 9.4, 7.96)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:28.551420,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 8.31764705882353)","(10.0, 17.5, 12.25)","(6.5, 9.4, 7.96)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:29.875605,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 8.31764705882353)","(10.0, 17.5, 12.25)","(6.5, 9.4, 7.96)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:31.245508,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 8.31764705882353)","(10.0, 17.5, 12.25)","(6.5, 9.4, 7.96)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:32.518285,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 8.31764705882353)","(10.0, 17.5, 12.25)","(6.5, 9.4, 7.96)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:34.063232,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 8.31764705882353)","(10.0, 17.5, 12.25)","(6.5, 9.4, 7.96)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:35.632637,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 8.31764705882353)","(10.0, 17.5, 12.25)","(6.5, 9.4, 7.96)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:37.103130,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 8.31764705882353)","(10.0, 17.5, 12.25)","(6.5, 9.4, 7.96)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:38.862458,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 8.31764705882353)","(10.0, 17.5, 12.25)","(6.5, 9.4, 7.857142857142857)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:40.297069,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 8.31764705882353)","(10.0, 17.5, 12.25)","(6.5, 9.4, 8.5)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:41.753518,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 8.31764705882353)","(10.0, 17.5, 12.25)","(6.5, 9.4, 8.5)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:43.075341,"(9.0, 19.0, 13.333333333333334)","(3.6, 9.8, 8.31764705882353)","(10.0, 17.5, 12.25)","(6.5, 9.4, 8.5)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:44.419348,"(9.0, 19.0, 13.333333333333334)","(3.6, 10.0, 8.8)","(10.0, 17.5, 12.25)","(6.5, 9.4, 8.5)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:45.863342,"(9.0, 19.0, 13.333333333333334)","(3.6, 10.0, 8.8)","(10.0, 17.5, 12.25)","(6.5, 9.4, 8.5)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:47.381853,"(9.0, 19.0, 13.333333333333334)","(3.6, 10.0, 8.8)","(10.0, 17.5, 12.25)","(6.5, 9.4, 8.5)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:48.922309,"(9.0, 19.0, 13.333333333333334)","(3.6, 10.0, 8.8)","(10.0, 17.5, 12.25)","(6.5, 9.4, 8.5)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:50.281372,"(9.0, 19.0, 13.333333333333334)","(3.6, 10.0, 8.8)","(10.0, 17.5, 12.25)","(6.5, 9.4, 8.5)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:51.690199,"(9.0, 19.0, 13.333333333333334)","(3.6, 10.0, 8.8)","(10.0, 17.5, 12.25)","(6.5, 9.4, 8.5)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:52.982088,"(9.0, 19.0, 13.333333333333334)","(3.6, 10.0, 8.8)","(10.0, 17.5, 12.25)","(6.5, 9.4, 8.5)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:54.356429,"(9.0, 19.0, 14.75)","(3.6, 10.0, 8.8)","(10.0, 19.0, 12.75)","(6.5, 9.4, 8.5)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:55.761304,"(9.0, 19.0, 14.75)","(3.6, 10.0, 8.8)","(10.0, 18.5, 13.666666666666666)","(6.5, 9.4, 8.5)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:57.078543,"(9.0, 19.0, 14.75)","(3.6, 10.0, 8.8)","(10.0, 18.0, 13.333333333333334)","(6.5, 9.4, 8.5)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:58.487812,"(9.0, 19.0, 14.75)","(3.6, 10.0, 8.8)","(10.0, 17.0, 12.75)","(6.5, 9.4, 8.5)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:08:59.724055,"(9.0, 19.0, 14.75)","(3.6, 10.0, 8.8)","(10.0, 16.5, 12.75)","(6.5, 9.4, 8.5)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:09:01.100569,"(9.0, 19.0, 14.75)","(3.6, 10.0, 8.8)","(10.0, 16.5, 12.75)","(6.5, 9.4, 8.5)","(5.0, 8.0, 6.066666666666666)","(2.4, 3.05, 2.553125)","(31.0, 230.0, 43.53846153846154)","(61.0, 520.0, 290.0)"
10-01-2023 21:09:02.492643,"(9.0, 19.0, 14.75)","(3.6, 10.0, 9.476923076923077)","(10.0, 16.5, 12.625)","(6.5, 9.4, 9.2)","(5.0, 8.0, 5.765217391304348)","(2.4, 3.05, 2.5885714285714285)","(31.0, 230.0, 131.84615384615384)","(61.0, 520.0, 405.0)"
10-01-2023 21:09:03.847267,"(9.0, 19.0, 14.75)","(3.6, 10.0, 8.957142857142857)","(10.0, 16.0, 12.25)","(6.5, 10.0, 9.266666666666666)","(5.0, 7.8, 6.116666666666667)","(2.4, 3.0, 2.6533333333333333)","(31.0, 220.0, 84.54545454545455)","(61.0, 520.0, 405.0)"
10-01-2023 21:09:05.176453,"(9.0, 19.0, 14.75)","(3.6, 9.6, 7.745454545454546)","(10.0, 14.5, 11.857142857142858)","(6.5, 10.0, 8.942857142857143)","(5.0, 7.4, 5.466666666666667)","(2.4, 3.0, 2.6)","(31.0, 180.0, 100.58823529411765)","(61.0, 520.0, 405.0)"
10-01-2023 21:09:06.512367,"(9.0, 18.5, 11.833333333333334)","(3.6, 9.4, 8.043478260869566)","(10.0, 14.0, 11.75)","(6.5, 9.8, 8.044444444444444)","(5.0, 6.8, 5.327272727272727)","(2.4, 3.0, 2.6)","(31.0, 180.0, 100.58823529411765)","(61.0, 520.0, 405.0)"
10-01-2023 21:09:07.923251,"(9.0, 18.5, 11.3)","(3.6, 9.4, 8.244444444444445)","(10.0, 13.5, 11.75)","(6.5, 9.6, 8.8)","(5.0, 6.6, 5.257142857142857)","(2.4, 3.0, 2.6533333333333333)","(31.0, 180.0, 91.2)","(61.0, 520.0, 405.0)"
10-01-2023 21:09:09.295747,"(9.0, 18.5, 11.642857142857142)","(3.6, 9.4, 8.494117647058824)","(10.0, 13.5, 11.75)","(6.5, 10.0, 8.16)","(5.0, 6.2, 5.811764705882353)","(2.4, 3.0, 2.6533333333333333)","(31.0, 180.0, 98.0)","(61.0, 520.0, 405.0)"
