,Blue Yap,Mcentire,Untroubled,Touch Of Speed,Blue Stingray,Irinka Anna,Just Dream,Lady On Fire
09-01-2023 14:55:24.932131,"(7.0, 9.6, 9.538461538461538)","(3.4, 4.2, 4.182051282051282)","(7.0, 9.8, 9.327272727272728)","(3.2, 3.9, 3.892436974789916)","(61.0, 100.0, 98.02631578947368)","(4.8, 6.4, 6.311111111111112)","(7.5, 10.5, 9.985714285714286)","(91.0, 210.0, 167.14285714285714)"
09-01-2023 14:55:26.190147,"(7.0, 9.6, 9.538461538461538)","(3.4, 4.2, 4.1761904761904765)","(7.0, 9.8, 9.1875)","(3.2, 3.9, 3.892436974789916)","(61.0, 100.0, 98.02631578947368)","(4.8, 6.4, 6.290909090909091)","(7.5, 10.5, 9.735)","(91.0, 210.0, 167.14285714285714)"
09-01-2023 14:55:27.513195,"(7.0, 9.6, 9.505263157894737)","(3.4, 4.2, 4.191428571428571)","(7.0, 9.6, 9.1875)","(3.2, 3.9, 3.9000000000000004)","(61.0, 100.0, 98.02631578947368)","(4.8, 6.4, 6.256)","(7.5, 10.5, 9.45)","(91.0, 210.0, 167.14285714285714)"
09-01-2023 14:55:28.700190,"(7.0, 9.6, 9.533333333333333)","(3.4, 4.2, 4.175675675675675)","(7.0, 9.6, 9.428571428571429)","(3.2, 3.95, 3.9000000000000004)","(61.0, 100.0, 98.02631578947368)","(4.8, 6.4, 6.256)","(7.5, 9.6, 9.375)","(91.0, 210.0, 167.14285714285714)"
09-01-2023 14:55:29.894410,"(7.0, 9.6, 9.417391304347825)","(3.4, 4.2, 4.17906976744186)","(7.0, 9.6, 9.2)","(3.2, 3.95, 3.9000000000000004)","(61.0, 100.0, 98.02631578947368)","(4.8, 6.4, 6.256)","(7.5, 9.6, 9.42)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:55:30.989661,"(7.0, 9.6, 9.417391304347825)","(3.4, 4.2, 4.17906976744186)","(7.0, 9.6, 9.2)","(3.2, 3.95, 3.9000000000000004)","(61.0, 100.0, 98.02631578947368)","(4.8, 6.4, 6.256)","(7.5, 9.6, 9.442105263157895)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:55:32.130534,"(7.0, 9.6, 9.533333333333333)","(3.4, 4.2, 4.17906976744186)","(7.0, 9.6, 9.2)","(3.2, 3.95, 3.9000000000000004)","(61.0, 100.0, 98.02631578947368)","(4.8, 6.4, 6.256)","(7.5, 9.6, 9.442105263157895)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:55:33.312613,"(7.0, 9.6, 9.417391304347825)","(3.4, 4.2, 4.17906976744186)","(7.0, 9.6, 9.2)","(3.2, 3.95, 3.9000000000000004)","(61.0, 100.0, 98.02631578947368)","(4.8, 6.4, 6.256)","(7.5, 9.6, 9.442105263157895)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:55:34.451797,"(7.0, 9.6, 9.417391304347825)","(3.4, 4.2, 4.17906976744186)","(7.0, 9.6, 9.2)","(3.2, 3.95, 3.9092592592592594)","(61.0, 100.0, 98.02631578947368)","(4.8, 6.4, 6.213333333333334)","(7.5, 9.6, 9.48)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:55:35.594278,"(7.0, 9.6, 9.182608695652174)","(3.4, 4.2, 4.18125)","(7.0, 9.6, 9.15)","(3.2, 3.95, 3.907692307692308)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.4, 6.166666666666667)","(7.5, 9.6, 9.45)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:55:36.705169,"(7.0, 9.6, 9.485714285714286)","(3.4, 4.2, 4.178571428571429)","(7.0, 9.6, 9.15)","(3.2, 3.95, 3.903571428571429)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.4, 6.11764705882353)","(7.5, 9.6, 9.36)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:55:37.796399,"(7.0, 9.6, 9.305263157894737)","(3.4, 4.2, 4.178571428571429)","(7.0, 9.6, 9.15)","(3.2, 3.95, 3.912857142857143)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.4, 6.11764705882353)","(7.5, 9.6, 9.518181818181818)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:55:38.865093,"(7.0, 9.6, 9.305263157894737)","(3.4, 4.2, 4.174285714285714)","(7.0, 9.6, 9.15)","(3.2, 3.95, 3.912857142857143)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.4, 6.11764705882353)","(7.5, 9.6, 9.48)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:55:39.923762,"(7.0, 9.6, 9.305263157894737)","(3.4, 4.2, 4.174285714285714)","(7.0, 9.6, 9.15)","(3.2, 3.95, 3.912857142857143)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.4, 6.222222222222222)","(7.5, 9.6, 9.5)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:55:41.138100,"(7.0, 9.6, 9.485714285714286)","(3.4, 4.2, 4.14375)","(7.0, 9.6, 9.15)","(3.2, 3.95, 3.912857142857143)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.4, 6.228571428571429)","(7.5, 9.6, 9.5)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:55:42.275471,"(7.0, 9.6, 9.046153846153846)","(3.4, 4.2, 4.1571428571428575)","(7.0, 9.6, 9.15)","(3.2, 3.95, 3.912857142857143)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.4, 6.300000000000001)","(7.5, 9.6, 9.5)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:55:43.497413,"(7.0, 9.6, 9.046153846153846)","(3.4, 4.2, 4.122727272727272)","(7.0, 9.6, 9.15)","(3.2, 3.95, 3.912857142857143)","(61.0, 100.0, 99.5945945945946)","(4.8, 6.4, 6.222222222222222)","(7.5, 9.6, 9.48)","(91.0, 210.0, 185.0)"
09-01-2023 14:55:44.727235,"(7.0, 9.6, 9.04)","(3.4, 4.3, 4.178571428571428)","(7.0, 9.6, 9.15)","(3.2, 3.95, 3.912857142857143)","(61.0, 100.0, 99.5945945945946)","(4.8, 6.4, 6.222222222222222)","(7.5, 9.6, 9.5)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:55:45.871960,"(7.0, 9.6, 9.157894736842104)","(3.4, 4.3, 4.178571428571428)","(7.0, 9.6, 9.15)","(3.2, 3.95, 3.912857142857143)","(61.0, 100.0, 99.5945945945946)","(4.8, 6.4, 6.206896551724138)","(7.5, 9.6, 9.5)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:55:46.987762,"(7.0, 9.6, 9.157894736842104)","(3.4, 4.3, 4.252)","(7.0, 9.6, 9.15)","(3.2, 3.95, 3.9147058823529415)","(61.0, 100.0, 99.5945945945946)","(4.8, 6.4, 6.206896551724138)","(7.5, 9.6, 9.5)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:55:48.097120,"(7.0, 9.6, 9.18)","(3.4, 4.3, 4.252)","(7.0, 9.6, 9.15)","(3.2, 3.95, 3.9147058823529415)","(61.0, 100.0, 99.5945945945946)","(4.8, 6.4, 6.206896551724138)","(7.5, 9.6, 9.518181818181818)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:55:49.185348,"(7.0, 9.6, 9.18)","(3.4, 4.3, 4.252)","(7.0, 9.6, 9.15)","(3.2, 3.95, 3.9147058823529415)","(61.0, 100.0, 99.5945945945946)","(4.8, 6.4, 6.206896551724138)","(7.5, 9.6, 9.518181818181818)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:55:50.272170,"(7.0, 9.4, 9.114285714285714)","(3.4, 4.3, 4.252)","(7.0, 9.6, 9.15)","(3.2, 3.95, 3.9147058823529415)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.4, 6.333333333333334)","(7.5, 9.6, 9.495652173913044)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:55:51.396699,"(7.0, 9.4, 9.16)","(3.4, 4.3, 4.211111111111111)","(7.0, 9.6, 9.25)","(3.2, 3.95, 3.9147058823529415)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.4, 6.230769230769231)","(7.5, 9.6, 9.495652173913044)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:55:52.526638,"(7.0, 9.4, 9.16)","(3.4, 4.3, 4.211111111111111)","(7.0, 9.6, 9.25)","(3.2, 3.95, 3.9147058823529415)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.4, 6.230769230769231)","(7.5, 9.6, 9.495652173913044)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:55:53.585182,"(7.0, 9.4, 9.16)","(3.4, 4.3, 4.2407407407407405)","(7.0, 9.6, 9.25)","(3.2, 3.95, 3.920967741935484)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.4, 6.230769230769231)","(7.5, 9.6, 9.495652173913044)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:55:54.589091,"(7.0, 9.4, 9.24)","(3.4, 4.3, 4.2407407407407405)","(7.0, 9.6, 9.428571428571429)","(3.2, 3.95, 3.920967741935484)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.4, 6.285714285714286)","(7.5, 9.6, 9.495652173913044)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:55:55.687617,"(7.0, 9.4, 9.22857142857143)","(3.4, 4.3, 4.211111111111111)","(7.0, 9.6, 9.136363636363637)","(3.2, 3.95, 3.920967741935484)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.4, 6.230769230769231)","(7.5, 9.6, 9.495652173913044)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:55:56.829427,"(7.0, 9.4, 9.22857142857143)","(3.4, 4.3, 4.154545454545454)","(7.0, 9.6, 9.136363636363637)","(3.2, 3.95, 3.920967741935484)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.4, 6.230769230769231)","(7.5, 9.6, 9.495652173913044)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:55:57.956348,"(7.0, 9.4, 9.22857142857143)","(3.4, 4.3, 4.236)","(7.0, 9.6, 9.136363636363637)","(3.2, 3.95, 3.909090909090909)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.4, 6.359999999999999)","(7.5, 9.6, 9.495652173913044)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:55:59.038210,"(7.0, 9.4, 9.184615384615384)","(3.4, 4.3, 4.236)","(7.0, 9.6, 9.136363636363637)","(3.2, 3.95, 3.8970588235294117)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.6, 6.473684210526315)","(7.5, 9.6, 9.495652173913044)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:56:00.089271,"(7.0, 9.4, 9.184615384615384)","(3.4, 4.3, 4.236)","(7.0, 9.6, 9.25)","(3.2, 3.95, 3.875)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.4, 6.266666666666667)","(7.5, 9.6, 9.495652173913044)","(91.0, 210.0, 184.28571428571428)"
09-01-2023 14:56:01.263128,"(7.0, 9.4, 9.36923076923077)","(3.4, 4.3, 4.154545454545454)","(7.0, 9.6, 9.272727272727273)","(3.2, 3.95, 3.9329787234042555)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.4, 6.155555555555556)","(7.5, 9.6, 9.495652173913044)","(91.0, 210.0, 190.0)"
09-01-2023 14:56:02.365496,"(7.0, 9.6, 9.423529411764706)","(3.4, 4.3, 4.176923076923076)","(7.0, 9.6, 9.375)","(3.2, 3.95, 3.9329787234042555)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.4, 6.140000000000001)","(7.5, 9.6, 9.566666666666666)","(91.0, 200.0, 190.0)"
09-01-2023 14:56:03.494695,"(7.0, 9.8, 9.436363636363637)","(3.4, 4.3, 4.22)","(7.0, 9.6, 9.12)","(3.2, 3.9, 3.8923076923076922)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.4, 6.08)","(7.5, 9.6, 9.566666666666666)","(91.0, 200.0, 190.0)"
09-01-2023 14:56:04.601210,"(7.0, 9.8, 9.266666666666667)","(3.4, 4.3, 4.236)","(7.0, 9.6, 9.107142857142858)","(3.2, 3.95, 3.9392857142857145)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.6, 6.076923076923077)","(7.5, 9.6, 9.533333333333333)","(91.0, 200.0, 190.0)"
09-01-2023 14:56:05.734491,"(7.0, 9.8, 9.16)","(3.4, 4.3, 4.22)","(7.0, 9.6, 8.986666666666666)","(3.2, 3.95, 3.94375)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.4, 6.105263157894737)","(7.5, 9.6, 9.533333333333333)","(91.0, 200.0, 190.0)"
09-01-2023 14:56:06.877968,"(7.0, 9.8, 9.16)","(3.4, 4.3, 4.233333333333333)","(7.0, 9.6, 8.96)","(3.2, 3.95, 3.94375)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.4, 6.105263157894737)","(7.5, 9.6, 9.563636363636363)","(91.0, 200.0, 184.28571428571428)"
09-01-2023 14:56:07.986787,"(7.0, 9.8, 9.16)","(3.4, 4.3, 4.233333333333333)","(7.0, 9.6, 8.96)","(3.2, 3.95, 3.94375)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.4, 6.0285714285714285)","(7.5, 9.6, 9.533333333333333)","(91.0, 210.0, 182.14285714285714)"
09-01-2023 14:56:09.111840,"(7.0, 9.8, 9.16)","(3.4, 4.3, 4.233333333333333)","(7.0, 9.2, 9.058823529411764)","(3.2, 3.95, 3.9333333333333336)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.2, 6.126666666666667)","(7.5, 9.6, 9.563636363636363)","(91.0, 210.0, 190.0)"
09-01-2023 14:56:10.138731,"(7.0, 9.6, 9.288)","(3.4, 4.3, 4.233333333333333)","(7.0, 9.2, 8.872727272727273)","(3.2, 3.95, 3.9)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.2, 6.190476190476191)","(7.5, 9.6, 9.563636363636363)","(91.0, 200.0, 190.0)"
09-01-2023 14:56:11.261984,"(7.0, 9.6, 9.377777777777776)","(3.4, 4.3, 4.173684210526315)","(7.0, 9.2, 8.872727272727273)","(3.3, 3.9, 3.873529411764706)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.4, 6.188235294117647)","(7.5, 9.6, 9.533333333333333)","(91.0, 200.0, 190.0)"
09-01-2023 14:56:12.432373,"(7.0, 9.6, 9.418181818181818)","(3.4, 4.3, 4.2172413793103445)","(7.0, 9.2, 8.872727272727273)","(3.3, 3.9, 3.825555555555556)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.4, 6.285714285714286)","(7.5, 9.6, 9.563636363636363)","(91.0, 200.0, 185.0)"
09-01-2023 14:56:13.525929,"(7.0, 9.6, 9.314285714285713)","(3.4, 4.3, 4.2172413793103445)","(7.0, 9.6, 9.518518518518519)","(3.3, 3.85, 3.8225000000000002)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.4, 6.133333333333334)","(7.5, 9.6, 9.563636363636363)","(91.0, 190.0, 185.0)"
09-01-2023 14:56:14.615107,"(7.0, 9.8, 9.32)","(3.4, 4.3, 4.2172413793103445)","(7.0, 9.8, 9.518518518518519)","(3.3, 3.85, 3.8225000000000002)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.2, 6.031578947368421)","(7.5, 9.6, 9.533333333333333)","(91.0, 190.0, 182.14285714285714)"
09-01-2023 14:56:15.647998,"(7.0, 9.8, 9.32)","(3.4, 4.3, 4.2172413793103445)","(7.0, 9.8, 9.7)","(3.3, 3.8, 3.688888888888889)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.2, 6.0285714285714285)","(7.5, 9.6, 9.563636363636363)","(91.0, 210.0, 175.33333333333334)"
09-01-2023 14:56:16.671187,"(7.0, 9.6, 9.3)","(3.4, 4.5, 4.433333333333334)","(7.0, 9.8, 9.7)","(3.3, 3.7, 3.6555555555555554)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.2, 6.085106382978724)","(7.5, 9.6, 9.533333333333333)","(91.0, 210.0, 172.85714285714286)"
09-01-2023 14:56:17.804688,"(7.0, 9.6, 9.28235294117647)","(3.4, 4.5, 4.442105263157895)","(7.0, 9.8, 9.7)","(3.3, 3.7, 3.671794871794872)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.2, 6.105263157894737)","(7.5, 9.6, 9.563636363636363)","(91.0, 210.0, 172.85714285714286)"
09-01-2023 14:56:19.170288,"(7.0, 9.6, 9.266666666666666)","(3.4, 4.5, 4.448571428571428)","(7.0, 9.8, 9.72)","(3.3, 3.7, 3.619811320754717)","(61.0, 100.0, 98.17073170731707)","(4.8, 6.2, 6.105263157894737)","(7.5, 9.6, 9.533333333333333)","(91.0, 210.0, 172.85714285714286)"
09-01-2023 14:56:20.574092,"(7.0, 9.6, 9.28)","(3.4, 4.5, 4.4437500000000005)","(7.0, 9.8, 9.72)","(3.2, 3.65, 3.5890243902439023)","(61.0, 100.0, 99.21052631578948)","(4.8, 6.2, 5.839024390243902)","(7.5, 9.6, 9.533333333333333)","(91.0, 210.0, 172.85714285714286)"
09-01-2023 14:56:21.773681,"(7.0, 9.8, 9.28)","(3.4, 4.5, 4.4437500000000005)","(7.0, 9.8, 9.727272727272728)","(3.2, 3.6, 3.575806451612903)","(61.0, 100.0, 99.21052631578948)","(4.8, 5.9, 5.841269841269841)","(7.5, 9.6, 9.583333333333332)","(91.0, 210.0, 172.85714285714286)"
09-01-2023 14:56:22.991268,"(7.0, 9.8, 9.446153846153846)","(3.4, 4.5, 4.495833333333334)","(7.0, 9.8, 9.733333333333334)","(3.2, 3.6, 3.5607142857142855)","(61.0, 100.0, 99.21052631578948)","(4.8, 5.9, 5.841269841269841)","(7.5, 9.6, 9.583333333333332)","(91.0, 210.0, 172.85714285714286)"
09-01-2023 14:56:24.250826,"(7.0, 9.4, 9.377777777777778)","(3.5, 4.6, 4.540909090909091)","(7.0, 9.8, 9.733333333333334)","(3.2, 3.6, 3.5673469387755103)","(61.0, 100.0, 99.21052631578948)","(4.8, 5.9, 5.841269841269841)","(7.5, 9.6, 9.583333333333332)","(91.0, 210.0, 172.85714285714286)"
09-01-2023 14:56:25.429400,"(7.0, 9.4, 9.377777777777778)","(3.5, 4.6, 4.535)","(7.0, 9.8, 9.733333333333334)","(3.2, 3.6, 3.587142857142857)","(61.0, 100.0, 99.21052631578948)","(4.8, 5.9, 5.862264150943396)","(7.5, 9.6, 9.583333333333332)","(91.0, 210.0, 172.85714285714286)"
09-01-2023 14:56:26.809553,"(7.0, 9.6, 9.507692307692308)","(3.5, 4.6, 4.525581395348837)","(7.5, 9.8, 9.733333333333334)","(3.2, 3.65, 3.587142857142857)","(61.0, 100.0, 99.5945945945946)","(5.0, 5.9, 5.862264150943396)","(7.5, 9.6, 9.583333333333332)","(101.0, 210.0, 172.85714285714286)"
09-01-2023 14:56:28.058920,"(7.5, 9.6, 9.314285714285713)","(3.6, 4.6, 4.525581395348837)","(7.5, 9.8, 9.733333333333334)","(3.2, 3.65, 3.587142857142857)","(61.0, 100.0, 99.5945945945946)","(5.0, 5.9, 5.862264150943396)","(7.5, 9.6, 9.583333333333332)","(101.0, 210.0, 174.0)"
09-01-2023 14:56:29.114819,"(7.5, 9.6, 9.458823529411765)","(3.6, 4.6, 4.525581395348837)","(7.5, 9.8, 9.733333333333334)","(3.2, 3.65, 3.587142857142857)","(61.0, 100.0, 99.5945945945946)","(5.0, 5.9, 5.849056603773585)","(7.5, 9.6, 9.583333333333332)","(101.0, 210.0, 174.0)"
09-01-2023 14:56:30.186762,"(7.5, 10.0, 9.75)","(3.6, 4.6, 4.591603053435114)","(7.5, 9.8, 9.733333333333334)","(3.2, 3.65, 3.587142857142857)","(61.0, 100.0, 99.5945945945946)","(5.0, 5.9, 5.846)","(7.5, 9.6, 9.583333333333332)","(101.0, 210.0, 174.0)"
09-01-2023 14:56:31.268821,"(7.5, 9.6, 9.586666666666666)","(3.6, 4.6, 4.591603053435114)","(7.5, 9.8, 9.733333333333334)","(3.2, 3.65, 3.587142857142857)","(61.0, 100.0, 99.5945945945946)","(5.0, 5.9, 5.846)","(7.5, 9.6, 9.583333333333332)","(101.0, 210.0, 174.0)"
09-01-2023 14:56:32.368433,"(7.5, 9.6, 9.586666666666666)","(3.6, 4.6, 4.591603053435114)","(7.5, 9.8, 9.733333333333334)","(3.2, 3.65, 3.5949999999999998)","(61.0, 100.0, 99.5945945945946)","(5.0, 5.9, 5.846)","(7.5, 9.6, 9.070588235294117)","(101.0, 210.0, 174.0)"
09-01-2023 14:56:33.553353,"(7.5, 9.6, 9.586666666666666)","(3.6, 4.6, 4.59375)","(7.5, 9.8, 9.733333333333334)","(3.2, 3.65, 3.6051020408163263)","(61.0, 100.0, 99.5945945945946)","(5.0, 5.9, 5.838983050847458)","(7.5, 9.4, 9.145454545454546)","(101.0, 210.0, 172.85714285714286)"
09-01-2023 14:56:34.687664,"(7.5, 9.6, 9.586666666666666)","(3.6, 4.6, 4.683206106870229)","(7.5, 9.8, 9.726666666666667)","(3.2, 3.65, 3.5978260869565215)","(61.0, 100.0, 99.5945945945946)","(5.0, 5.9, 5.802702702702702)","(7.5, 9.4, 9.533333333333333)","(101.0, 210.0, 172.85714285714286)"
09-01-2023 14:56:35.816001,"(7.5, 9.6, 9.586666666666666)","(3.6, 4.7, 4.692948717948718)","(7.5, 9.8, 9.726666666666667)","(3.2, 3.65, 3.5770833333333334)","(61.0, 100.0, 99.5945945945946)","(5.0, 5.9, 5.761111111111111)","(7.5, 9.6, 9.683333333333334)","(101.0, 210.0, 172.85714285714286)"
09-01-2023 14:56:36.862789,"(7.5, 10.0, 9.64)","(3.6, 4.7, 4.693125)","(7.5, 9.8, 9.726666666666667)","(3.2, 3.65, 3.580952380952381)","(61.0, 100.0, 99.5945945945946)","(5.0, 5.8, 5.752380952380952)","(7.5, 9.8, 9.76)","(101.0, 210.0, 182.14285714285714)"
09-01-2023 14:56:37.956236,"(7.5, 10.0, 9.672727272727274)","(3.6, 4.7, 4.693125)","(7.5, 9.8, 9.726666666666667)","(3.2, 3.6, 3.5764705882352943)","(61.0, 100.0, 99.5945945945946)","(5.0, 5.8, 5.762962962962963)","(7.5, 10.0, 9.875)","(101.0, 210.0, 172.85714285714286)"
09-01-2023 14:56:39.128693,"(7.5, 10.0, 9.554285714285715)","(3.6, 4.7, 4.692465753424658)","(7.5, 9.8, 9.733333333333334)","(3.2, 3.6, 3.5294520547945205)","(61.0, 100.0, 99.5945945945946)","(5.0, 5.8, 5.7444444444444445)","(7.5, 10.0, 9.966666666666667)","(101.0, 210.0, 172.85714285714286)"
09-01-2023 14:56:40.318605,"(7.5, 9.8, 9.72)","(3.6, 4.7, 4.692465753424658)","(7.5, 9.8, 9.737142857142857)","(3.2, 3.55, 3.5258064516129033)","(61.0, 100.0, 99.5945945945946)","(5.0, 5.8, 5.722222222222222)","(7.5, 10.0, 9.733333333333334)","(101.0, 210.0, 172.85714285714286)"
09-01-2023 14:56:41.474262,"(7.5, 10.0, 9.933333333333334)","(3.6, 4.7, 4.692465753424658)","(7.5, 9.8, 9.73529411764706)","(3.2, 3.55, 3.5241379310344825)","(61.0, 100.0, 99.5945945945946)","(5.0, 5.8, 5.722222222222222)","(7.5, 9.8, 9.780000000000001)","(101.0, 210.0, 172.85714285714286)"
09-01-2023 14:56:42.575578,"(7.5, 9.8, 9.577777777777778)","(3.6, 4.8, 4.7673469387755105)","(7.5, 9.8, 9.73529411764706)","(3.2, 3.55, 3.5241379310344825)","(61.0, 100.0, 99.5945945945946)","(5.0, 5.8, 5.722222222222222)","(7.5, 9.8, 9.780000000000001)","(101.0, 210.0, 174.0)"
09-01-2023 14:56:43.763461,"(7.5, 9.8, 9.48421052631579)","(3.6, 4.8, 4.768)","(7.5, 9.8, 9.73529411764706)","(3.2, 3.55, 3.5281249999999997)","(61.0, 100.0, 99.5945945945946)","(5.0, 5.8, 5.722222222222222)","(7.5, 9.8, 9.780000000000001)","(101.0, 210.0, 174.0)"
09-01-2023 14:56:44.904081,"(7.5, 9.8, 9.48421052631579)","(3.6, 4.8, 4.768)","(7.5, 9.8, 9.73529411764706)","(3.2, 3.55, 3.5281249999999997)","(61.0, 100.0, 99.5945945945946)","(5.0, 5.8, 5.688)","(7.5, 9.8, 9.875)","(101.0, 210.0, 174.0)"
09-01-2023 14:56:46.001050,"(7.5, 9.8, 9.507317073170732)","(3.6, 4.8, 4.764150943396227)","(7.5, 9.8, 9.731250000000001)","(3.2, 3.55, 3.5276923076923077)","(61.0, 100.0, 99.5945945945946)","(5.0, 5.8, 5.688)","(7.5, 10.0, 9.869565217391305)","(101.0, 210.0, 174.0)"
09-01-2023 14:56:47.173863,"(7.5, 9.6, 9.433333333333334)","(3.6, 4.8, 4.782926829268293)","(7.5, 9.8, 9.731250000000001)","(3.2, 3.55, 3.5315384615384615)","(61.0, 100.0, 99.5945945945946)","(5.0, 5.8, 5.706666666666666)","(7.5, 10.0, 9.869565217391305)","(101.0, 210.0, 174.0)"
09-01-2023 14:56:48.378414,"(7.5, 9.0, 8.944444444444445)","(3.8, 4.8, 4.766)","(7.5, 9.8, 9.731250000000001)","(3.2, 3.55, 3.532089552238806)","(61.0, 100.0, 99.5945945945946)","(5.0, 5.8, 5.706666666666666)","(7.5, 10.0, 9.869565217391305)","(101.0, 210.0, 174.0)"
09-01-2023 14:56:49.598547,"(7.5, 9.2, 8.989090909090908)","(3.8, 4.8, 4.763829787234043)","(7.5, 9.8, 9.731250000000001)","(3.2, 3.55, 3.532089552238806)","(61.0, 100.0, 99.5945945945946)","(5.0, 5.8, 5.706666666666666)","(7.5, 10.0, 9.968421052631578)","(101.0, 210.0, 174.0)"
09-01-2023 14:56:50.782772,"(7.5, 9.2, 8.992857142857144)","(3.8, 4.8, 4.763829787234043)","(7.5, 9.8, 9.731250000000001)","(3.2, 3.55, 3.532089552238806)","(61.0, 100.0, 99.5945945945946)","(5.0, 5.8, 5.706666666666666)","(7.5, 10.0, 9.972727272727273)","(101.0, 210.0, 174.0)"
09-01-2023 14:56:51.943988,"(7.5, 9.2, 8.992857142857144)","(3.8, 4.8, 4.763829787234043)","(7.5, 9.8, 9.731250000000001)","(3.2, 3.55, 3.529310344827586)","(61.0, 100.0, 99.5945945945946)","(5.0, 5.8, 5.706666666666666)","(7.5, 10.0, 9.9)","(101.0, 210.0, 174.0)"
09-01-2023 14:56:53.089524,"(7.5, 9.2, 9.008695652173913)","(3.8, 4.8, 4.741379310344827)","(7.5, 9.8, 9.73529411764706)","(3.2, 3.55, 3.526153846153846)","(61.0, 100.0, 99.54545454545455)","(5.0, 5.8, 5.706666666666666)","(7.5, 10.5, 10.129411764705882)","(101.0, 210.0, 174.0)"
09-01-2023 14:56:54.199930,"(7.5, 9.4, 9.38857142857143)","(3.8, 4.8, 4.743333333333333)","(7.5, 9.8, 9.758620689655173)","(3.2, 3.55, 3.4380952380952383)","(61.0, 100.0, 99.54545454545455)","(5.0, 5.8, 5.706666666666666)","(7.5, 10.5, 10.08)","(101.0, 210.0, 174.0)"
09-01-2023 14:56:55.234913,"(7.5, 9.6, 9.524528301886791)","(3.8, 4.8, 4.754054054054054)","(7.5, 9.8, 9.73529411764706)","(3.2, 3.45, 3.4380952380952383)","(61.0, 100.0, 99.54545454545455)","(5.0, 5.8, 5.715151515151515)","(7.5, 10.5, 10.129411764705882)","(101.0, 210.0, 174.0)"
09-01-2023 14:56:56.356932,"(7.5, 9.6, 9.582222222222223)","(3.8, 4.8, 4.754054054054054)","(7.5, 9.8, 9.758620689655173)","(3.2, 3.45, 3.427027027027027)","(61.0, 100.0, 99.54545454545455)","(5.0, 5.8, 5.715151515151515)","(7.5, 10.5, 10.129411764705882)","(101.0, 210.0, 174.0)"
