,Cortes,Darksaber,Kokonotsu,Lonfire,Ponte Vecchio,Rackermann,The Woke Waiter,Thornycroft,Dreamtime Girl,Field The Moment,Shuffle Dancer
14-12-2022 14:27:50.074180,"(11.0, 15.0, 14.695652173913043)","(31.0, 55.0, 49.44827586206897)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.16)","(31.0, 80.0, 76.25)","(1.95, 2.16, 2.147153284671533)","(11.0, 17.0, 16.285714285714285)","(12.0, 17.0, 16.333333333333332)","(26.0, 36.0, 34.833333333333336)","(7.5, 9.2, 8.966666666666667)","(10.0, 12.5, 12.137037037037038)"
14-12-2022 14:27:51.617783,"(11.0, 15.0, 14.695652173913043)","(31.0, 55.0, 49.44827586206897)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.16)","(31.0, 80.0, 76.25)","(1.95, 2.16, 2.150167597765363)","(11.0, 16.5, 16.235294117647058)","(12.0, 17.0, 16.333333333333332)","(26.0, 36.0, 34.833333333333336)","(7.5, 9.0, 8.966666666666667)","(10.0, 12.5, 12.137037037037038)"
14-12-2022 14:27:53.131189,"(11.0, 15.0, 14.695652173913043)","(31.0, 55.0, 49.44827586206897)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.16)","(31.0, 80.0, 76.25)","(1.95, 2.16, 2.151741935483871)","(11.0, 16.5, 16.12857142857143)","(12.0, 17.0, 16.333333333333332)","(26.0, 36.0, 34.833333333333336)","(7.5, 9.0, 8.94)","(10.0, 12.5, 12.137037037037038)"
14-12-2022 14:27:54.563853,"(11.0, 15.0, 14.695652173913043)","(31.0, 55.0, 49.44827586206897)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.16)","(31.0, 80.0, 76.25)","(1.95, 2.16, 2.1716363636363636)","(11.0, 16.5, 16.102272727272727)","(12.0, 17.0, 16.5)","(26.0, 36.0, 34.833333333333336)","(7.5, 9.0, 8.94)","(10.0, 12.5, 11.767857142857142)"
14-12-2022 14:27:56.109025,"(11.0, 15.0, 14.695652173913043)","(31.0, 55.0, 49.44827586206897)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.166666666666666)","(31.0, 80.0, 77.5)","(1.95, 2.18, 2.172)","(11.0, 16.5, 16.102272727272727)","(12.0, 17.0, 16.5)","(26.0, 36.0, 34.833333333333336)","(7.5, 9.0, 8.955555555555556)","(10.0, 12.0, 11.758620689655173)"
14-12-2022 14:27:57.648971,"(11.0, 15.0, 14.71111111111111)","(31.0, 55.0, 49.44827586206897)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.166666666666666)","(31.0, 80.0, 77.5)","(1.95, 2.18, 2.1723333333333334)","(11.0, 16.5, 16.102272727272727)","(12.0, 17.0, 16.5)","(26.0, 36.0, 34.833333333333336)","(7.5, 9.0, 8.955555555555556)","(10.0, 12.0, 11.72)"
14-12-2022 14:27:59.068271,"(11.0, 15.0, 14.71111111111111)","(31.0, 55.0, 49.44827586206897)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.166666666666666)","(31.0, 80.0, 77.5)","(1.95, 2.18, 2.1706122448979595)","(11.0, 16.5, 16.102272727272727)","(12.0, 17.0, 16.5)","(26.0, 36.0, 34.833333333333336)","(7.5, 9.0, 8.955555555555556)","(10.0, 12.0, 11.72)"
14-12-2022 14:28:00.434308,"(11.0, 15.0, 14.71111111111111)","(31.0, 55.0, 49.44827586206897)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.166666666666666)","(31.0, 80.0, 77.5)","(1.95, 2.18, 2.1706122448979595)","(11.0, 16.5, 15.770833333333334)","(12.0, 17.0, 16.5)","(26.0, 36.0, 34.833333333333336)","(7.5, 9.0, 8.955555555555556)","(10.0, 12.0, 11.72)"
14-12-2022 14:28:01.827802,"(11.0, 15.0, 14.675)","(31.0, 55.0, 49.44827586206897)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.166666666666666)","(31.0, 80.0, 77.5)","(1.95, 2.18, 2.1706122448979595)","(11.0, 16.5, 15.77659574468085)","(12.0, 17.0, 16.5)","(26.0, 36.0, 34.833333333333336)","(7.5, 9.0, 8.955555555555556)","(10.0, 12.0, 11.58)"
14-12-2022 14:28:03.312506,"(11.0, 15.0, 14.72972972972973)","(31.0, 55.0, 49.44827586206897)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.166666666666666)","(31.0, 80.0, 77.5)","(1.95, 2.18, 2.1726315789473687)","(11.0, 16.5, 15.77659574468085)","(12.0, 17.0, 16.5)","(26.0, 36.0, 34.833333333333336)","(7.5, 9.0, 8.92)","(10.0, 12.0, 11.353658536585366)"
14-12-2022 14:28:04.738364,"(11.0, 15.0, 14.72972972972973)","(31.0, 55.0, 49.44827586206897)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.18)","(31.0, 80.0, 70.0)","(1.95, 2.18, 2.172615384615385)","(11.0, 16.5, 15.77659574468085)","(12.0, 17.0, 16.5)","(26.0, 36.0, 34.833333333333336)","(7.5, 9.0, 8.92)","(10.0, 11.5, 11.29)"
14-12-2022 14:28:06.172008,"(11.0, 15.0, 14.72972972972973)","(31.0, 55.0, 49.44827586206897)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.18)","(31.0, 80.0, 70.0)","(1.95, 2.18, 2.1786363636363637)","(11.0, 16.5, 15.754901960784313)","(12.0, 17.0, 16.25)","(26.0, 36.0, 34.833333333333336)","(7.5, 9.0, 8.92)","(10.0, 11.5, 11.266666666666667)"
14-12-2022 14:28:07.621781,"(11.0, 15.0, 14.72972972972973)","(31.0, 55.0, 49.44827586206897)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.18)","(31.0, 85.0, 70.0)","(1.95, 2.18, 2.191556350626118)","(11.0, 16.5, 15.77659574468085)","(12.0, 17.0, 16.25)","(26.0, 36.0, 34.833333333333336)","(7.5, 9.0, 8.92)","(10.0, 11.5, 11.266666666666667)"
14-12-2022 14:28:09.080003,"(11.0, 15.0, 14.72972972972973)","(31.0, 55.0, 49.44827586206897)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.18)","(31.0, 85.0, 70.0)","(1.95, 2.2, 2.1921966205837173)","(11.0, 16.5, 15.77659574468085)","(12.0, 17.0, 16.045454545454547)","(26.0, 36.0, 34.833333333333336)","(7.5, 9.0, 8.92)","(10.0, 11.5, 11.24390243902439)"
14-12-2022 14:28:10.525570,"(11.0, 15.0, 14.72972972972973)","(31.0, 55.0, 49.44827586206897)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.18)","(31.0, 85.0, 70.0)","(1.95, 2.2, 2.1921966205837173)","(11.0, 16.5, 15.77659574468085)","(12.0, 17.0, 16.045454545454547)","(26.0, 36.0, 34.833333333333336)","(7.5, 9.0, 8.92)","(10.0, 11.5, 11.24390243902439)"
14-12-2022 14:28:11.924845,"(11.0, 15.0, 14.72972972972973)","(31.0, 55.0, 49.44827586206897)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.18)","(31.0, 85.0, 70.0)","(1.95, 2.2, 2.1921966205837173)","(11.0, 16.5, 15.77659574468085)","(12.0, 17.0, 16.045454545454547)","(26.0, 36.0, 34.833333333333336)","(7.5, 9.0, 8.92)","(10.0, 11.5, 11.24390243902439)"
14-12-2022 14:28:13.329580,"(11.0, 15.0, 14.761904761904763)","(31.0, 55.0, 50.121212121212125)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.18)","(31.0, 85.0, 80.58823529411765)","(1.95, 2.2, 2.1921966205837173)","(11.0, 16.5, 15.903508771929825)","(12.0, 17.0, 16.045454545454547)","(26.0, 36.0, 34.833333333333336)","(7.5, 9.0, 8.92)","(10.0, 11.5, 11.24390243902439)"
14-12-2022 14:28:14.730524,"(11.0, 15.0, 14.761904761904763)","(31.0, 55.0, 50.121212121212125)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.18)","(31.0, 85.0, 80.58823529411765)","(1.95, 2.2, 2.1923952095808383)","(11.0, 16.5, 15.903508771929825)","(12.0, 17.0, 16.045454545454547)","(26.0, 36.0, 34.833333333333336)","(7.5, 9.0, 8.92)","(10.0, 11.5, 11.222222222222221)"
14-12-2022 14:28:16.116106,"(11.0, 15.0, 14.761904761904763)","(31.0, 55.0, 50.121212121212125)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.18)","(31.0, 85.0, 80.58823529411765)","(1.95, 2.2, 2.1923952095808383)","(11.0, 16.5, 15.903508771929825)","(12.0, 17.0, 16.045454545454547)","(26.0, 36.0, 34.833333333333336)","(7.5, 9.0, 8.92)","(10.0, 11.5, 11.212765957446809)"
14-12-2022 14:28:17.482362,"(11.0, 15.0, 14.761904761904763)","(31.0, 55.0, 50.121212121212125)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.18)","(31.0, 85.0, 73.75)","(1.95, 2.2, 2.1876699029126216)","(11.0, 16.5, 15.87704918032787)","(12.0, 17.0, 16.125)","(26.0, 36.0, 32.333333333333336)","(7.5, 9.0, 8.92)","(10.0, 11.5, 11.180851063829786)"
14-12-2022 14:28:18.923574,"(11.0, 15.0, 14.761904761904763)","(31.0, 55.0, 54.53333333333333)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.18)","(31.0, 85.0, 73.75)","(1.95, 2.2, 2.1876699029126216)","(11.0, 16.5, 15.942307692307692)","(12.0, 17.0, 16.125)","(26.0, 36.0, 32.333333333333336)","(7.5, 9.0, 8.92)","(10.0, 11.5, 11.058823529411764)"
14-12-2022 14:28:20.312083,"(11.0, 15.0, 14.761904761904763)","(31.0, 55.0, 54.53333333333333)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.18)","(31.0, 85.0, 73.75)","(1.95, 2.2, 2.1876699029126216)","(11.0, 16.0, 15.942307692307692)","(12.0, 17.0, 16.125)","(26.0, 36.0, 32.333333333333336)","(7.5, 9.0, 8.92)","(10.0, 11.5, 11.052631578947368)"
14-12-2022 14:28:21.798226,"(11.0, 15.0, 14.761904761904763)","(31.0, 55.0, 53.6)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.18)","(31.0, 85.0, 73.75)","(1.95, 2.2, 2.1881545064377685)","(11.0, 16.0, 15.942307692307692)","(12.0, 17.0, 16.125)","(26.0, 36.0, 32.333333333333336)","(7.5, 9.0, 9.046153846153846)","(10.0, 11.5, 10.878378378378379)"
14-12-2022 14:28:23.268870,"(11.0, 15.0, 14.761904761904763)","(31.0, 55.0, 54.0)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.18)","(31.0, 85.0, 58.75)","(1.95, 2.2, 2.1872811059907837)","(11.0, 16.0, 15.52)","(12.0, 17.0, 16.125)","(26.0, 36.0, 32.333333333333336)","(7.5, 9.2, 9.046153846153846)","(10.0, 11.0, 11.007042253521126)"
14-12-2022 14:28:24.812263,"(11.0, 15.0, 14.761904761904763)","(31.0, 55.0, 54.0)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.18)","(31.0, 85.0, 75.83333333333334)","(1.95, 2.2, 2.1872811059907837)","(11.0, 16.0, 15.30232558139535)","(12.0, 17.0, 16.125)","(26.0, 36.0, 32.333333333333336)","(7.5, 9.2, 9.046153846153846)","(10.0, 11.5, 10.98)"
14-12-2022 14:28:26.594547,"(11.0, 15.0, 14.761904761904763)","(31.0, 55.0, 54.0)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.18)","(31.0, 80.0, 75.83333333333334)","(1.95, 2.2, 2.188540540540541)","(11.0, 16.0, 15.30232558139535)","(12.0, 17.0, 16.55)","(26.0, 36.0, 32.333333333333336)","(7.5, 9.2, 8.899999999999999)","(10.0, 11.5, 10.986486486486486)"
14-12-2022 14:28:28.421291,"(11.0, 15.0, 14.761904761904763)","(31.0, 55.0, 54.36363636363636)","(41.0, 70.0, 65.13333333333334)","(11.0, 14.5, 14.1)","(31.0, 80.0, 65.0)","(1.95, 2.2, 2.20561797752809)","(11.0, 16.0, 15.333333333333334)","(12.0, 17.0, 16.653846153846153)","(26.0, 36.0, 32.36363636363637)","(7.5, 9.2, 8.91764705882353)","(10.0, 11.5, 11.014285714285714)"
14-12-2022 14:28:30.338476,"(11.0, 15.0, 14.761904761904763)","(31.0, 55.0, 54.166666666666664)","(41.0, 70.0, 96.66666666666667)","(11.0, 14.5, 14.1)","(31.0, 80.0, 75.83333333333334)","(1.95, 2.22, 2.20561797752809)","(11.0, 15.5, 14.777777777777779)","(12.0, 17.0, 16.653846153846153)","(26.0, 36.0, 32.4)","(7.5, 9.2, 8.834782608695651)","(10.0, 11.5, 11.014285714285714)"
14-12-2022 14:28:31.924040,"(11.0, 15.0, 14.761904761904763)","(31.0, 55.0, 54.166666666666664)","(41.0, 160.0, 90.0)","(11.0, 14.5, 14.1)","(31.0, 80.0, 75.83333333333334)","(1.95, 2.22, 2.213227513227513)","(11.0, 15.0, 14.777777777777779)","(12.0, 17.0, 16.653846153846153)","(26.0, 34.0, 32.22222222222222)","(7.5, 9.2, 8.834782608695651)","(10.0, 11.5, 10.984848484848484)"
14-12-2022 14:28:33.539208,"(11.0, 15.0, 14.761904761904763)","(31.0, 55.0, 54.44444444444444)","(41.0, 140.0, 77.5)","(11.0, 14.5, 14.1)","(31.0, 80.0, 75.83333333333334)","(1.95, 2.22, 2.213227513227513)","(11.0, 15.0, 14.777777777777779)","(12.0, 17.0, 16.653846153846153)","(26.0, 34.0, 32.22222222222222)","(7.5, 9.2, 8.834782608695651)","(10.0, 11.5, 10.984848484848484)"
14-12-2022 14:28:35.191208,"(11.0, 15.0, 14.761904761904763)","(31.0, 55.0, 54.44444444444444)","(41.0, 140.0, 77.5)","(11.0, 14.5, 14.1)","(31.0, 80.0, 75.83333333333334)","(1.95, 2.22, 2.2133333333333334)","(11.0, 15.0, 14.777777777777779)","(12.0, 17.0, 16.653846153846153)","(26.0, 34.0, 32.22222222222222)","(7.5, 9.2, 8.834782608695651)","(10.0, 11.5, 10.984848484848484)"
14-12-2022 14:28:36.986650,"(11.0, 15.0, 14.761904761904763)","(31.0, 55.0, 54.44444444444444)","(41.0, 140.0, 77.5)","(11.0, 14.5, 14.19811320754717)","(31.0, 80.0, 75.83333333333334)","(1.95, 2.22, 2.2133333333333334)","(11.0, 15.0, 14.9)","(12.0, 17.0, 16.678571428571427)","(26.0, 34.0, 32.4)","(7.5, 9.2, 8.85)","(10.0, 11.5, 11.552631578947368)"
14-12-2022 14:28:38.661235,"(11.0, 15.0, 14.767441860465116)","(31.0, 55.0, 54.44444444444444)","(41.0, 140.0, 74.28571428571429)","(11.0, 14.5, 14.19811320754717)","(31.0, 80.0, 69.28571428571429)","(1.95, 2.22, 2.2133333333333334)","(11.0, 15.5, 15.0)","(12.0, 17.0, 16.678571428571427)","(26.0, 34.0, 32.4)","(7.5, 9.2, 8.85)","(10.0, 11.5, 11.291666666666666)"
14-12-2022 14:28:40.241978,"(11.0, 15.0, 14.767441860465116)","(31.0, 55.0, 54.44444444444444)","(41.0, 130.0, 72.85714285714286)","(11.0, 14.5, 14.214285714285714)","(31.0, 75.0, 69.28571428571429)","(1.95, 2.22, 2.2103030303030304)","(11.0, 15.5, 14.75)","(12.0, 17.0, 16.678571428571427)","(26.0, 34.0, 32.4)","(7.5, 9.2, 8.85)","(10.0, 11.5, 11.291666666666666)"
14-12-2022 14:28:41.683059,"(11.0, 15.0, 14.767441860465116)","(31.0, 55.0, 54.44444444444444)","(41.0, 120.0, 72.85714285714286)","(11.0, 14.5, 14.214285714285714)","(31.0, 75.0, 69.28571428571429)","(1.95, 2.22, 2.2103030303030304)","(11.0, 15.0, 14.75)","(12.0, 17.0, 16.678571428571427)","(26.0, 34.0, 32.4)","(7.5, 9.2, 9.105084745762712)","(10.0, 11.5, 11.717391304347826)"
14-12-2022 14:28:43.039700,"(11.0, 15.0, 14.767441860465116)","(31.0, 55.0, 54.44444444444444)","(41.0, 110.0, 87.5)","(11.0, 14.5, 14.214285714285714)","(31.0, 75.0, 69.28571428571429)","(1.95, 2.22, 2.2103030303030304)","(11.0, 15.0, 14.75)","(12.0, 17.0, 16.678571428571427)","(26.0, 34.0, 31.6)","(7.5, 9.2, 9.105084745762712)","(10.0, 12.0, 11.642857142857142)"
14-12-2022 14:28:44.431619,"(11.0, 15.0, 14.767441860465116)","(31.0, 55.0, 54.44444444444444)","(41.0, 110.0, 70.83333333333333)","(11.0, 14.5, 14.214285714285714)","(31.0, 75.0, 69.28571428571429)","(1.95, 2.22, 2.2103030303030304)","(11.0, 15.0, 14.75)","(12.0, 17.0, 16.678571428571427)","(26.0, 34.0, 31.6)","(7.5, 9.2, 9.106666666666666)","(10.0, 12.0, 11.649122807017545)"
14-12-2022 14:28:45.852693,"(11.0, 15.0, 14.767441860465116)","(31.0, 55.0, 54.44444444444444)","(41.0, 100.0, 70.83333333333333)","(11.0, 14.5, 14.19811320754717)","(31.0, 75.0, 58.333333333333336)","(1.95, 2.22, 2.2103030303030304)","(11.0, 15.0, 14.75)","(12.0, 17.0, 16.55)","(26.0, 34.0, 31.142857142857142)","(7.5, 9.2, 9.14074074074074)","(10.0, 12.0, 11.66)"
14-12-2022 14:28:47.218837,"(11.0, 15.0, 14.743589743589745)","(31.0, 55.0, 54.44444444444444)","(41.0, 100.0, 70.83333333333333)","(11.0, 14.5, 14.214285714285714)","(31.0, 75.0, 56.666666666666664)","(1.95, 2.22, 2.2103030303030304)","(11.0, 15.0, 14.75)","(12.0, 17.0, 16.333333333333332)","(26.0, 34.0, 32.476190476190474)","(7.5, 9.2, 9.11111111111111)","(10.0, 12.0, 11.685185185185185)"
14-12-2022 14:28:48.454671,"(11.0, 15.0, 14.736842105263158)","(31.0, 55.0, 54.44444444444444)","(41.0, 100.0, 70.83333333333333)","(11.0, 14.5, 14.214285714285714)","(31.0, 70.0, 56.666666666666664)","(1.95, 2.22, 2.2103030303030304)","(11.0, 15.0, 14.75)","(12.0, 17.0, 16.333333333333332)","(26.0, 34.0, 32.476190476190474)","(7.5, 9.2, 9.11111111111111)","(10.0, 12.0, 11.685185185185185)"
14-12-2022 14:28:49.746946,"(11.0, 15.0, 14.736842105263158)","(31.0, 55.0, 54.583333333333336)","(41.0, 100.0, 73.75)","(11.0, 14.5, 14.214285714285714)","(31.0, 70.0, 56.666666666666664)","(1.95, 2.2, 2.1843542435424355)","(11.0, 15.5, 14.783333333333333)","(12.0, 17.0, 16.4)","(26.0, 34.0, 32.476190476190474)","(7.5, 9.2, 9.11111111111111)","(10.0, 12.0, 11.685185185185185)"
14-12-2022 14:28:51.028048,"(11.0, 15.0, 14.736842105263158)","(31.0, 55.0, 54.285714285714285)","(41.0, 100.0, 73.75)","(11.0, 14.5, 14.214285714285714)","(31.0, 70.0, 63.714285714285715)","(1.95, 2.2, 2.1843542435424355)","(11.0, 15.5, 14.765625)","(12.0, 17.0, 16.4)","(26.0, 34.0, 32.476190476190474)","(7.5, 9.2, 9.11111111111111)","(10.0, 12.0, 11.685185185185185)"
14-12-2022 14:28:52.311071,"(11.0, 15.0, 14.736842105263158)","(31.0, 55.0, 54.285714285714285)","(41.0, 100.0, 82.5)","(11.0, 14.5, 14.214285714285714)","(31.0, 70.0, 60.0)","(1.95, 2.2, 2.1843542435424355)","(11.0, 15.5, 14.765625)","(12.0, 17.0, 16.4)","(26.0, 34.0, 33.25)","(7.5, 9.2, 9.11111111111111)","(10.0, 12.0, 11.685185185185185)"
14-12-2022 14:28:53.683049,"(11.0, 15.0, 14.736842105263158)","(31.0, 55.0, 54.285714285714285)","(41.0, 100.0, 82.5)","(11.0, 14.5, 14.214285714285714)","(31.0, 70.0, 60.0)","(1.95, 2.2, 2.1824066390041494)","(11.0, 15.5, 14.765625)","(12.0, 17.0, 16.4)","(26.0, 34.0, 33.25)","(7.5, 9.2, 9.11111111111111)","(10.0, 12.0, 11.685185185185185)"
14-12-2022 14:28:55.105855,"(11.0, 15.0, 14.736842105263158)","(31.0, 55.0, 54.285714285714285)","(41.0, 100.0, 85.0)","(11.0, 14.5, 14.214285714285714)","(31.0, 70.0, 60.0)","(1.95, 2.2, 2.1824066390041494)","(11.0, 15.5, 14.765625)","(12.0, 17.0, 16.4)","(26.0, 34.0, 33.25)","(7.5, 9.2, 9.11111111111111)","(10.0, 12.0, 11.685185185185185)"
14-12-2022 14:28:56.497116,"(11.0, 15.0, 14.736842105263158)","(31.0, 55.0, 54.285714285714285)","(41.0, 100.0, 80.0)","(11.0, 14.5, 14.214285714285714)","(31.0, 70.0, 60.0)","(1.95, 2.2, 2.1824066390041494)","(11.0, 15.5, 14.765625)","(12.0, 17.0, 16.4)","(26.0, 34.0, 33.0)","(7.5, 9.2, 9.11111111111111)","(10.0, 12.0, 11.685185185185185)"
14-12-2022 14:28:57.790479,"(11.0, 15.0, 14.736842105263158)","(31.0, 55.0, 54.285714285714285)","(41.0, 100.0, 80.0)","(11.0, 14.5, 14.219298245614034)","(31.0, 70.0, 60.0)","(1.95, 2.2, 2.1824066390041494)","(11.0, 15.5, 14.765625)","(12.0, 17.0, 16.4)","(26.0, 34.0, 33.0)","(7.5, 9.2, 9.11111111111111)","(10.0, 12.0, 11.685185185185185)"
14-12-2022 14:28:59.080412,"(11.0, 15.0, 14.736842105263158)","(31.0, 55.0, 54.285714285714285)","(41.0, 100.0, 80.0)","(11.0, 14.5, 14.219298245614034)","(31.0, 70.0, 60.0)","(1.95, 2.2, 2.1824066390041494)","(11.0, 15.5, 14.765625)","(12.0, 17.0, 16.4)","(26.0, 34.0, 33.0)","(7.5, 9.2, 9.158139534883722)","(10.0, 12.0, 11.685185185185185)"
14-12-2022 14:29:00.439653,"(11.0, 15.0, 14.736842105263158)","(31.0, 55.0, 54.285714285714285)","(41.0, 100.0, 80.0)","(11.0, 14.5, 14.219298245614034)","(31.0, 70.0, 60.0)","(1.95, 2.2, 2.1824066390041494)","(11.0, 15.5, 14.82857142857143)","(12.0, 17.0, 16.4)","(26.0, 34.0, 33.0)","(7.5, 9.4, 9.17)","(10.0, 12.0, 11.685185185185185)"
14-12-2022 14:29:01.800276,"(11.0, 15.0, 14.736842105263158)","(31.0, 55.0, 54.285714285714285)","(41.0, 100.0, 76.66666666666667)","(11.0, 14.5, 14.219298245614034)","(31.0, 70.0, 60.0)","(1.95, 2.2, 2.1889602053915276)","(11.0, 15.5, 14.82857142857143)","(12.0, 17.0, 16.4)","(26.0, 34.0, 33.0)","(7.5, 9.4, 9.151724137931035)","(10.0, 12.0, 11.755102040816327)"
14-12-2022 14:29:03.161138,"(11.0, 15.0, 14.696969696969697)","(31.0, 55.0, 54.285714285714285)","(41.0, 100.0, 79.0)","(11.0, 14.5, 14.219298245614034)","(31.0, 70.0, 60.0)","(1.95, 2.2, 2.1889602053915276)","(11.0, 15.5, 14.82857142857143)","(12.0, 17.0, 16.4)","(26.0, 34.0, 33.0)","(7.5, 9.4, 9.151724137931035)","(10.0, 12.0, 11.755102040816327)"
14-12-2022 14:29:04.459503,"(11.0, 15.0, 14.696969696969697)","(31.0, 55.0, 54.285714285714285)","(41.0, 100.0, 79.0)","(11.0, 14.5, 14.219298245614034)","(31.0, 70.0, 60.0)","(1.95, 2.2, 2.1841121495327105)","(11.0, 15.5, 14.82857142857143)","(12.0, 17.0, 16.4)","(26.0, 34.0, 33.0)","(7.5, 9.4, 9.151724137931035)","(10.0, 12.0, 11.755102040816327)"
14-12-2022 14:29:05.762727,"(11.0, 14.5, 14.410714285714286)","(31.0, 55.0, 54.285714285714285)","(41.0, 100.0, 86.875)","(11.0, 14.5, 14.219298245614034)","(31.0, 70.0, 60.0)","(1.95, 2.2, 2.1841121495327105)","(11.0, 15.5, 14.82857142857143)","(12.0, 17.0, 16.4)","(26.0, 34.0, 33.0)","(7.5, 9.4, 9.151724137931035)","(10.0, 12.0, 11.755102040816327)"
14-12-2022 14:29:07.060538,"(11.0, 14.5, 14.410714285714286)","(31.0, 55.0, 54.285714285714285)","(41.0, 100.0, 86.875)","(11.0, 14.5, 14.219298245614034)","(31.0, 70.0, 67.8)","(1.95, 2.2, 2.1841121495327105)","(11.0, 15.5, 14.82857142857143)","(12.0, 17.0, 16.4)","(26.0, 34.0, 33.0)","(7.5, 9.4, 9.112)","(10.0, 12.0, 11.755102040816327)"
14-12-2022 14:29:08.347139,"(11.0, 14.5, 14.410714285714286)","(31.0, 55.0, 54.285714285714285)","(41.0, 100.0, 86.875)","(11.0, 14.5, 14.219298245614034)","(31.0, 70.0, 67.8)","(1.95, 2.2, 2.1841121495327105)","(11.0, 15.5, 14.82857142857143)","(12.0, 17.0, 16.4)","(26.0, 34.0, 33.0)","(7.5, 9.4, 9.112)","(10.0, 12.0, 11.755102040816327)"
14-12-2022 14:29:09.727148,"(11.0, 14.5, 14.410714285714286)","(31.0, 55.0, 47.18421052631579)","(41.0, 100.0, 86.875)","(11.0, 14.5, 14.219298245614034)","(31.0, 70.0, 69.21052631578948)","(1.95, 2.2, 2.1841121495327105)","(11.0, 15.5, 14.82857142857143)","(12.0, 17.0, 16.4)","(26.0, 36.0, 33.851851851851855)","(7.5, 9.4, 9.112)","(10.0, 11.5, 11.234375)"
14-12-2022 14:29:11.100923,"(11.0, 14.5, 14.410714285714286)","(31.0, 55.0, 46.951219512195124)","(41.0, 100.0, 86.875)","(11.0, 14.5, 14.219298245614034)","(31.0, 70.0, 69.21052631578948)","(1.95, 2.2, 2.1845679012345682)","(11.0, 15.5, 14.82857142857143)","(12.0, 17.0, 16.4)","(26.0, 36.0, 33.851851851851855)","(7.5, 9.4, 9.112)","(10.0, 11.5, 11.234375)"
14-12-2022 14:29:12.429431,"(11.0, 14.5, 14.410714285714286)","(31.0, 55.0, 46.951219512195124)","(41.0, 100.0, 86.875)","(11.0, 14.5, 14.219298245614034)","(31.0, 70.0, 69.21052631578948)","(1.95, 2.2, 2.1852857142857145)","(11.0, 15.5, 15.047619047619047)","(12.0, 18.0, 17.047619047619047)","(26.0, 36.0, 34.97674418604651)","(7.5, 9.4, 9.112)","(10.0, 11.5, 11.234375)"
14-12-2022 14:29:13.695433,"(11.0, 14.5, 14.428571428571429)","(31.0, 55.0, 46.951219512195124)","(41.0, 100.0, 79.0)","(11.0, 14.5, 14.219298245614034)","(31.0, 90.0, 71.36363636363636)","(1.95, 2.2, 2.1852857142857145)","(11.0, 15.5, 15.047619047619047)","(12.0, 18.0, 17.047619047619047)","(26.0, 36.0, 34.97674418604651)","(7.5, 9.4, 9.112)","(10.0, 11.5, 11.234375)"
14-12-2022 14:29:14.980234,"(11.0, 14.5, 14.428571428571429)","(31.0, 55.0, 46.951219512195124)","(41.0, 100.0, 89.0)","(11.0, 14.5, 14.219298245614034)","(31.0, 85.0, 77.5)","(1.95, 2.2, 2.1852857142857145)","(11.0, 15.5, 15.047619047619047)","(12.0, 18.0, 17.047619047619047)","(26.0, 36.0, 34.97674418604651)","(7.5, 9.4, 9.112)","(10.0, 11.5, 11.234375)"
14-12-2022 14:29:16.272597,"(11.0, 14.5, 14.428571428571429)","(31.0, 55.0, 46.951219512195124)","(41.0, 95.0, 88.0)","(11.0, 14.5, 14.219298245614034)","(31.0, 85.0, 77.5)","(1.95, 2.2, 2.197345132743363)","(11.0, 15.5, 15.047619047619047)","(12.0, 18.0, 17.047619047619047)","(26.0, 36.0, 34.97674418604651)","(7.5, 9.4, 9.112)","(10.0, 11.5, 11.333333333333334)"
