,Starofremembrance,Kermadec,Castor Troy,Eye See Double,Streetside Classic,Loyola Trios,Whey Better,Debt Till We Part,Blacklist,Jackson Neptune
08-01-2023 18:19:58.368048,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.7)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:19:59.691441,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.7)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:00.937489,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.7)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:02.188144,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.7)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:03.473846,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.7)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:04.692028,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.7)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:05.922718,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.7)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:07.208486,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.7)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:08.459201,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.7)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:09.669961,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.707142857142857)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:10.848519,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.707142857142857)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:12.035452,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.707142857142857)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:13.230025,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.707142857142857)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:14.553370,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.707142857142857)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:15.798634,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.707142857142857)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:17.108913,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.707142857142857)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:18.412676,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.707142857142857)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:19.666869,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.707142857142857)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:21.005056,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.707142857142857)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:22.207825,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.707142857142857)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:23.399067,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.707142857142857)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:24.626637,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.707142857142857)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:25.871320,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:27.090425,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:28.346382,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:29.573805,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:30.799519,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:31.946191,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:33.209671,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:34.394319,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:35.599578,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:36.885991,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:38.197396,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:39.445899,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:40.699000,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:41.881700,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:43.056024,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:44.260661,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:45.731292,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:46.915590,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:48.188694,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:49.399486,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:50.879084,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:52.291891,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:53.576397,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:54.912964,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:56.134907,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:57.344058,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:58.513917,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:20:59.763564,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:21:01.094843,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:21:02.462878,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:21:03.801245,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:21:05.030611,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:21:06.188785,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:21:07.635876,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:21:08.779912,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:21:09.919644,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:21:11.159493,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:21:12.681775,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:21:14.309976,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:21:15.637134,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 4.96)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:21:17.177425,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.695)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:21:18.601053,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.695)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:21:19.945925,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.695)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:21:21.304969,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.695)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:21:22.560885,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.695)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:21:23.716088,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.695)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:21:24.872945,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.695)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
08-01-2023 18:21:26.106680,"(71.0, 170.0, 138.57142857142856)","(4.8, 7.0, 6.333333333333333)","(10.0, 16.5, 13.66)","(8.5, 14.0, 11.76)","(5.5, 9.0, 8.028571428571428)","(26.0, 50.0, 37.5)","(4.2, 5.8, 5.695)","(5.5, 8.8, 7.771428571428572)","(20.0, 38.0, 29.0)","(5.5, 8.2, 7.324999999999999)"
