,Starofremembrance,Kermadec,Castor Troy,Eye See Double,Streetside Classic,Loyola Trios,Whey Better,Debt Till We Part,Blacklist,Jackson Neptune
08-01-2023 18:40:59.160001,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.536363636363636)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:00.431690,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.536363636363636)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:01.672836,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.536363636363636)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:03.004669,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.5214285714285705)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:04.270086,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.5214285714285705)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:05.545707,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.5214285714285705)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:07.023976,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.5214285714285705)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:08.466382,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.5214285714285705)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:10.011398,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.5214285714285705)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:11.472377,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.5214285714285705)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:13.025015,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.5214285714285705)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:14.377628,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.5214285714285705)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:15.740615,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.5214285714285705)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:17.145414,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.5214285714285705)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:18.458770,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.5214285714285705)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:19.728965,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.5214285714285705)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:20.944582,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.5214285714285705)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:22.234301,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.5214285714285705)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:23.506599,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.3428571428571425)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:24.739634,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.3428571428571425)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:26.082249,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.3428571428571425)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:27.364415,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.3428571428571425)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:28.637075,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.3428571428571425)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:29.950646,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.3428571428571425)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:31.252146,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.3428571428571425)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:32.531484,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.3428571428571425)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:33.827664,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.3428571428571425)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:35.167732,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.3428571428571425)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:36.457406,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.3428571428571425)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:37.699614,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.3428571428571425)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:38.937767,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.3428571428571425)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:40.096761,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.3428571428571425)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:41.317382,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.3428571428571425)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:42.527802,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.536363636363636)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:43.732109,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.536363636363636)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:44.910718,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.536363636363636)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:46.114138,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.536363636363636)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:47.286256,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.536363636363636)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:48.516060,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.536363636363636)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:49.721701,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.536363636363636)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:50.944217,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.536363636363636)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:52.184391,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.536363636363636)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:53.445288,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.536363636363636)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:54.693672,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.536363636363636)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:55.942733,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.536363636363636)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:57.212589,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.536363636363636)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:58.473633,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.536363636363636)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:41:59.689280,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.536363636363636)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:42:00.937234,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 13.06)","(8.5, 13.0, 11.16)","(5.5, 8.6, 7.742857142857142)","(26.0, 50.0, 37.5)","(4.2, 5.6, 5.536363636363636)","(5.5, 8.0, 7.2)","(20.0, 36.0, 25.333333333333332)","(5.5, 7.8, 7.0)"
08-01-2023 18:42:02.153806,"(71.0, 160.0, 143.33333333333334)","(4.8, 6.6, 6.022222222222222)","(10.0, 15.5, 12.885714285714286)","(8.5, 13.0, 11.466666666666667)","(5.5, 8.6, 7.6)","(26.0, 50.0, 33.333333333333336)","(4.2, 5.6, 5.48135593220339)","(5.5, 8.0, 7.16)","(20.0, 36.0, 31.428571428571427)","(5.5, 7.8, 6.96)"
08-01-2023 18:42:03.359186,"(71.0, 160.0, 148.88888888888889)","(4.8, 6.6, 5.949999999999999)","(10.0, 15.5, 12.885714285714286)","(8.5, 13.0, 11.466666666666667)","(5.5, 8.6, 7.6)","(26.0, 50.0, 33.333333333333336)","(4.2, 5.6, 5.48135593220339)","(5.5, 8.0, 7.16)","(20.0, 36.0, 31.428571428571427)","(5.5, 7.8, 6.96)"
08-01-2023 18:42:04.575735,"(71.0, 160.0, 148.88888888888889)","(4.8, 6.6, 5.949999999999999)","(10.0, 15.5, 12.885714285714286)","(8.5, 13.0, 11.466666666666667)","(5.5, 8.6, 7.6)","(26.0, 50.0, 33.333333333333336)","(4.2, 5.6, 5.48135593220339)","(5.5, 8.0, 7.16)","(20.0, 36.0, 31.428571428571427)","(5.5, 7.8, 6.96)"
08-01-2023 18:42:05.762031,"(71.0, 160.0, 148.88888888888889)","(4.8, 6.6, 5.949999999999999)","(10.0, 15.5, 12.885714285714286)","(8.5, 13.0, 11.466666666666667)","(5.5, 8.6, 7.6)","(26.0, 50.0, 33.333333333333336)","(4.2, 5.6, 5.48135593220339)","(5.5, 8.0, 7.16)","(20.0, 36.0, 31.428571428571427)","(5.5, 7.8, 6.96)"
08-01-2023 18:42:06.926041,"(71.0, 160.0, 148.88888888888889)","(4.8, 6.6, 5.949999999999999)","(10.0, 15.5, 12.885714285714286)","(8.5, 13.0, 11.466666666666667)","(5.5, 8.6, 7.6)","(26.0, 50.0, 33.333333333333336)","(4.2, 5.6, 5.48135593220339)","(5.5, 8.0, 7.16)","(20.0, 36.0, 31.428571428571427)","(5.5, 7.8, 6.96)"
08-01-2023 18:42:08.105081,"(71.0, 160.0, 148.88888888888889)","(4.8, 6.6, 5.949999999999999)","(10.0, 15.5, 12.885714285714286)","(8.5, 13.0, 11.466666666666667)","(5.5, 8.6, 7.6)","(26.0, 50.0, 33.333333333333336)","(4.2, 5.6, 5.48135593220339)","(5.5, 8.0, 7.16)","(20.0, 36.0, 31.428571428571427)","(5.5, 7.8, 6.96)"
08-01-2023 18:42:09.307823,"(71.0, 160.0, 148.88888888888889)","(4.8, 6.6, 5.949999999999999)","(10.0, 15.5, 12.885714285714286)","(8.5, 13.0, 11.466666666666667)","(5.5, 8.6, 7.6)","(26.0, 50.0, 33.333333333333336)","(4.2, 5.6, 5.488135593220338)","(5.5, 8.0, 7.16)","(20.0, 36.0, 31.428571428571427)","(5.5, 7.8, 6.96)"
08-01-2023 18:42:10.528881,"(71.0, 160.0, 148.88888888888889)","(4.8, 6.6, 5.949999999999999)","(10.0, 15.5, 12.885714285714286)","(8.5, 13.0, 11.466666666666667)","(5.5, 8.6, 7.6)","(26.0, 50.0, 33.333333333333336)","(4.2, 5.6, 5.488135593220338)","(5.5, 8.0, 7.16)","(20.0, 36.0, 31.428571428571427)","(5.5, 7.8, 6.96)"
08-01-2023 18:42:11.719696,"(71.0, 160.0, 148.88888888888889)","(4.8, 6.6, 5.949999999999999)","(10.0, 15.5, 12.885714285714286)","(8.5, 13.0, 11.466666666666667)","(5.5, 8.6, 7.6)","(26.0, 50.0, 33.333333333333336)","(4.2, 5.6, 5.488135593220338)","(5.5, 8.0, 7.16)","(20.0, 36.0, 31.428571428571427)","(5.5, 7.8, 6.96)"
08-01-2023 18:42:12.969151,"(71.0, 160.0, 148.88888888888889)","(4.8, 6.6, 5.949999999999999)","(10.0, 15.5, 12.885714285714286)","(8.5, 13.0, 11.466666666666667)","(5.5, 8.6, 7.6)","(26.0, 50.0, 33.333333333333336)","(4.2, 5.6, 5.488135593220338)","(5.5, 8.0, 7.16)","(20.0, 36.0, 31.428571428571427)","(5.5, 7.8, 6.96)"
08-01-2023 18:42:14.184248,"(71.0, 160.0, 148.88888888888889)","(4.8, 6.6, 5.949999999999999)","(10.0, 15.5, 12.885714285714286)","(8.5, 13.0, 11.466666666666667)","(5.5, 8.6, 7.6)","(26.0, 50.0, 33.333333333333336)","(4.2, 5.6, 5.488135593220338)","(5.5, 8.0, 7.16)","(20.0, 36.0, 31.428571428571427)","(5.5, 7.8, 6.96)"
08-01-2023 18:42:15.420001,"(71.0, 160.0, 148.88888888888889)","(4.8, 6.6, 5.949999999999999)","(10.0, 15.5, 12.885714285714286)","(8.5, 13.0, 11.466666666666667)","(5.5, 8.6, 7.6)","(26.0, 50.0, 33.333333333333336)","(4.2, 5.6, 5.488135593220338)","(5.5, 8.0, 7.16)","(20.0, 36.0, 31.428571428571427)","(5.5, 7.8, 6.96)"
08-01-2023 18:42:16.628183,"(71.0, 160.0, 148.88888888888889)","(4.8, 6.6, 5.949999999999999)","(10.0, 15.5, 12.885714285714286)","(8.5, 13.0, 11.466666666666667)","(5.5, 8.6, 7.6)","(26.0, 50.0, 33.333333333333336)","(4.2, 5.6, 5.488135593220338)","(5.5, 8.0, 7.16)","(20.0, 36.0, 31.428571428571427)","(5.5, 7.8, 6.96)"
08-01-2023 18:42:17.885032,"(71.0, 160.0, 148.88888888888889)","(4.8, 6.6, 5.949999999999999)","(10.0, 15.5, 12.885714285714286)","(8.5, 13.0, 11.466666666666667)","(5.5, 8.6, 7.6)","(26.0, 50.0, 33.333333333333336)","(4.2, 5.6, 5.493333333333333)","(5.5, 8.0, 7.16)","(20.0, 36.0, 31.428571428571427)","(5.5, 7.8, 6.96)"
08-01-2023 18:42:19.084120,"(71.0, 160.0, 148.88888888888889)","(4.8, 6.6, 5.949999999999999)","(10.0, 15.5, 12.885714285714286)","(8.5, 13.0, 11.466666666666667)","(5.5, 8.6, 7.6)","(26.0, 50.0, 33.333333333333336)","(4.2, 5.6, 5.493333333333333)","(5.5, 8.0, 7.16)","(20.0, 36.0, 31.428571428571427)","(5.5, 7.8, 6.96)"
08-01-2023 18:42:20.294871,"(71.0, 160.0, 148.88888888888889)","(4.8, 6.6, 5.949999999999999)","(10.0, 15.5, 12.885714285714286)","(8.5, 13.0, 11.466666666666667)","(5.5, 8.6, 7.6)","(26.0, 50.0, 33.333333333333336)","(4.2, 5.6, 5.493333333333333)","(5.5, 8.0, 7.16)","(20.0, 36.0, 31.428571428571427)","(5.5, 7.8, 6.96)"
08-01-2023 18:42:21.588351,"(71.0, 160.0, 148.88888888888889)","(4.8, 6.6, 5.949999999999999)","(10.0, 15.5, 12.885714285714286)","(8.5, 13.0, 11.466666666666667)","(5.5, 8.6, 7.6)","(26.0, 50.0, 33.333333333333336)","(4.2, 5.6, 5.493333333333333)","(5.5, 8.0, 7.16)","(20.0, 36.0, 31.428571428571427)","(5.5, 7.8, 6.96)"
08-01-2023 18:42:22.805825,"(71.0, 160.0, 148.88888888888889)","(4.8, 6.6, 5.949999999999999)","(10.0, 15.5, 12.885714285714286)","(8.5, 13.0, 11.466666666666667)","(5.5, 8.6, 7.6)","(26.0, 50.0, 33.333333333333336)","(4.2, 5.6, 5.493333333333333)","(5.5, 8.0, 7.16)","(20.0, 36.0, 31.428571428571427)","(5.5, 7.8, 6.96)"
08-01-2023 18:42:24.056111,"(71.0, 160.0, 148.88888888888889)","(4.8, 6.6, 5.949999999999999)","(10.0, 15.5, 12.885714285714286)","(8.5, 13.0, 11.466666666666667)","(5.5, 8.6, 7.6)","(26.0, 50.0, 33.333333333333336)","(4.2, 5.6, 5.493333333333333)","(5.5, 8.0, 7.16)","(20.0, 36.0, 31.428571428571427)","(5.5, 7.8, 6.96)"
08-01-2023 18:42:25.321317,"(71.0, 160.0, 148.88888888888889)","(4.8, 6.6, 5.949999999999999)","(10.0, 15.5, 12.885714285714286)","(8.5, 13.0, 11.466666666666667)","(5.5, 8.6, 7.6)","(26.0, 50.0, 33.333333333333336)","(4.2, 5.6, 5.493333333333333)","(5.5, 8.0, 7.16)","(20.0, 36.0, 31.428571428571427)","(5.5, 7.8, 6.96)"
