,Bushmans Prayer,Ishmy Ruby,Short Deuce,My Dad Baz,Tame The Beast,American Star,Nullify
12-01-2023 10:56:16.577036,"(2.9, 3.3, 3.1043478260869564)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(6.5, 15.5, 13.4375)","(3.5, 5.0, 4.3875)","(12.0, 38.0, 36.75)","(3.8, 4.7, 4.4)"
12-01-2023 10:56:17.552489,"(2.9, 3.3, 3.1043478260869564)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(6.5, 15.5, 13.4375)","(3.5, 5.0, 4.3875)","(12.0, 38.0, 36.75)","(3.8, 4.7, 4.4)"
12-01-2023 10:56:18.514113,"(2.9, 3.3, 3.1043478260869564)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(6.5, 15.5, 13.4375)","(3.5, 5.0, 4.3875)","(12.0, 38.0, 37.18181818181818)","(3.8, 4.7, 4.4)"
12-01-2023 10:56:19.543066,"(2.9, 3.3, 3.1043478260869564)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(6.5, 15.5, 13.4375)","(3.5, 5.0, 4.3875)","(12.0, 38.0, 37.18181818181818)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:20.626521,"(2.9, 3.3, 3.1043478260869564)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(6.5, 15.5, 13.4375)","(3.5, 5.0, 4.3875)","(12.0, 38.0, 37.18181818181818)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:21.738359,"(2.9, 3.3, 3.1043478260869564)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(6.5, 15.5, 13.4375)","(3.5, 5.0, 4.3875)","(12.0, 38.0, 37.18181818181818)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:22.823461,"(2.9, 3.3, 3.1043478260869564)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(6.5, 15.5, 13.928571428571429)","(3.5, 5.0, 4.3875)","(12.0, 38.0, 37.2)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:23.827476,"(2.9, 3.3, 3.1043478260869564)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(6.5, 15.5, 13.928571428571429)","(3.5, 5.0, 4.3875)","(12.0, 38.0, 37.2)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:24.834245,"(2.9, 3.3, 3.1043478260869564)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(6.5, 15.5, 13.4375)","(3.5, 5.0, 4.3875)","(12.0, 38.0, 37.2)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:25.878412,"(2.9, 3.3, 3.1043478260869564)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(6.5, 15.5, 13.4375)","(3.5, 5.0, 4.3875)","(12.0, 38.0, 37.2)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:26.975584,"(2.9, 3.3, 3.1043478260869564)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(6.5, 15.5, 13.4375)","(3.5, 5.0, 4.3875)","(12.0, 38.0, 37.2)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:28.109759,"(2.9, 3.3, 3.1043478260869564)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.775862068965518)","(6.5, 15.5, 13.4375)","(3.5, 5.0, 4.3875)","(12.0, 38.0, 39.0)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:29.198136,"(2.9, 3.3, 3.1043478260869564)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.775862068965518)","(6.5, 15.5, 13.4375)","(3.5, 5.0, 4.3875)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:30.238581,"(2.9, 3.3, 3.1043478260869564)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.775862068965518)","(6.5, 15.5, 13.4375)","(3.5, 5.0, 4.3875)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:31.270332,"(2.9, 3.3, 3.1043478260869564)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.775862068965518)","(6.5, 15.5, 13.88888888888889)","(3.5, 5.0, 4.3875)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:32.224515,"(2.9, 3.3, 3.1043478260869564)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.775862068965518)","(6.5, 15.0, 13.88888888888889)","(3.5, 5.0, 4.3875)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:33.215748,"(2.9, 3.3, 3.1043478260869564)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.775862068965518)","(6.5, 15.0, 13.541666666666666)","(3.5, 5.0, 4.3875)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:34.458442,"(2.9, 3.3, 3.1043478260869564)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.775862068965518)","(6.5, 15.0, 13.541666666666666)","(3.5, 5.0, 4.3875)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:35.635640,"(2.9, 3.3, 3.1043478260869564)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.775862068965518)","(6.5, 15.0, 13.541666666666666)","(3.5, 5.0, 4.3875)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:36.787894,"(2.9, 3.3, 3.1043478260869564)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.775862068965518)","(6.5, 15.0, 13.970588235294118)","(3.5, 5.0, 4.3875)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:37.807337,"(2.9, 3.3, 3.1295454545454544)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.775862068965518)","(6.5, 15.0, 13.970588235294118)","(3.5, 5.0, 4.3875)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:38.985147,"(2.9, 3.3, 3.1295454545454544)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.775862068965518)","(6.5, 15.0, 13.970588235294118)","(3.5, 5.0, 4.3875)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.257894736842105)"
12-01-2023 10:56:40.090148,"(2.9, 3.3, 3.1295454545454544)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.775862068965518)","(6.5, 15.0, 13.970588235294118)","(3.5, 5.0, 4.3875)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:41.173528,"(2.9, 3.3, 3.1295454545454544)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.775862068965518)","(6.5, 15.0, 13.5)","(3.5, 5.0, 4.3875)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:42.187043,"(2.9, 3.3, 3.05)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.775862068965518)","(6.5, 15.0, 14.363636363636363)","(3.5, 5.0, 4.3875)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:43.242403,"(2.9, 3.3, 3.05)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.775862068965518)","(6.5, 16.0, 13.75)","(3.5, 5.0, 4.363636363636363)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:44.361954,"(2.9, 3.3, 3.05)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(6.5, 16.0, 13.75)","(3.5, 5.0, 4.363636363636363)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:45.489247,"(2.9, 3.3, 3.05)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(6.5, 16.0, 13.75)","(3.5, 5.0, 4.3127272727272725)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.257894736842105)"
12-01-2023 10:56:46.625039,"(2.9, 3.3, 3.05)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(6.5, 16.0, 13.75)","(3.5, 5.0, 4.3127272727272725)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.257894736842105)"
12-01-2023 10:56:47.648060,"(2.9, 3.3, 3.05)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(6.5, 16.0, 13.75)","(3.5, 5.0, 4.3127272727272725)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.257894736842105)"
12-01-2023 10:56:48.619524,"(2.9, 3.3, 3.05)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(6.5, 16.0, 13.75)","(3.5, 4.9, 4.366666666666666)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:49.590701,"(2.9, 3.3, 3.05)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(6.5, 16.0, 13.75)","(3.5, 4.9, 4.3374999999999995)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:50.652473,"(2.9, 3.3, 3.05)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(6.5, 16.0, 13.75)","(3.5, 4.9, 4.310526315789473)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:51.649713,"(2.9, 3.3, 3.05)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(6.5, 16.0, 13.75)","(3.5, 4.9, 4.310526315789473)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:52.631854,"(2.9, 3.3, 3.05)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(6.5, 16.0, 13.75)","(3.5, 4.9, 4.311111111111111)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:53.645144,"(2.9, 3.3, 3.05)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(6.5, 16.0, 14.363636363636363)","(3.5, 4.9, 4.311111111111111)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:54.668704,"(2.9, 3.3, 3.05)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(6.5, 16.0, 13.75)","(3.5, 4.9, 4.311111111111111)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:55.747522,"(2.9, 3.3, 3.05)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(6.5, 16.0, 13.75)","(3.5, 4.9, 4.311111111111111)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:56.782521,"(2.9, 3.3, 3.05)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(6.5, 16.0, 13.833333333333334)","(3.5, 4.8, 4.35)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:57.793906,"(2.9, 3.3, 3.05)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(6.5, 16.0, 13.833333333333334)","(3.5, 4.8, 4.35)","(12.0, 40.0, 39.0)","(3.8, 4.7, 4.3)"
12-01-2023 10:56:58.852029,"(2.8, 3.3, 3.05)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(7.0, 16.0, 14.227272727272727)","(3.5, 4.8, 4.310869565217391)","(13.0, 40.0, 39.0)","(3.7, 4.7, 4.3)"
12-01-2023 10:56:59.852884,"(2.8, 3.3, 3.05)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(7.0, 16.0, 14.227272727272727)","(3.5, 4.8, 4.310869565217391)","(13.0, 40.0, 39.0)","(3.7, 4.7, 4.3)"
12-01-2023 10:57:00.892783,"(2.8, 3.3, 3.05)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(7.0, 16.0, 13.947368421052632)","(3.5, 4.8, 4.1152173913043475)","(13.0, 40.0, 39.0)","(3.7, 4.7, 4.3)"
12-01-2023 10:57:01.841571,"(2.8, 3.3, 3.05)","(21.0, 36.0, 33.23076923076923)","(9.0, 12.5, 10.865384615384615)","(7.0, 16.0, 13.947368421052632)","(3.5, 4.8, 4.113725490196078)","(13.0, 40.0, 38.4)","(3.7, 4.7, 4.4)"
12-01-2023 10:57:02.881527,"(2.8, 3.25, 3.09375)","(21.0, 36.0, 30.0)","(9.0, 12.5, 10.8)","(7.0, 16.0, 14.866666666666667)","(3.5, 4.8, 4.116666666666666)","(13.0, 40.0, 38.0)","(3.7, 4.7, 4.557142857142857)"
12-01-2023 10:57:03.893431,"(2.8, 3.25, 3.075)","(21.0, 29.0, 28.583333333333336)","(9.0, 12.5, 11.225)","(7.0, 15.0, 14.866666666666667)","(3.5, 4.3, 4.1117647058823525)","(13.0, 40.0, 39.333333333333336)","(3.7, 4.7, 4.561538461538461)"
12-01-2023 10:57:04.978946,"(2.8, 3.25, 3.0441176470588234)","(21.0, 36.0, 32.57142857142857)","(9.0, 12.5, 11.65)","(7.0, 15.0, 14.866666666666667)","(3.5, 4.3, 4.1117647058823525)","(13.0, 40.0, 39.333333333333336)","(3.7, 4.7, 4.6)"
12-01-2023 10:57:06.056863,"(2.8, 3.2, 3.066666666666667)","(21.0, 36.0, 32.57142857142857)","(9.0, 12.5, 11.803571428571429)","(7.0, 15.0, 14.866666666666667)","(3.5, 4.3, 4.1117647058823525)","(13.0, 40.0, 39.333333333333336)","(3.7, 4.7, 4.6)"
12-01-2023 10:57:07.168926,"(2.8, 3.2, 3.033333333333333)","(21.0, 36.0, 32.0)","(9.0, 12.5, 11.803571428571429)","(7.0, 15.0, 14.866666666666667)","(3.5, 4.3, 4.104444444444444)","(13.0, 40.0, 39.333333333333336)","(3.7, 4.7, 4.533333333333333)"
12-01-2023 10:57:08.219777,"(2.8, 3.2, 3.033333333333333)","(21.0, 36.0, 32.0)","(9.0, 12.5, 11.803571428571429)","(7.0, 15.0, 14.866666666666667)","(3.5, 4.3, 4.104444444444444)","(13.0, 40.0, 39.333333333333336)","(3.7, 4.7, 4.578260869565217)"
12-01-2023 10:57:09.279957,"(2.8, 3.15, 3.032142857142857)","(21.0, 36.0, 32.0)","(9.0, 12.5, 12.038461538461538)","(7.0, 15.0, 14.68)","(3.5, 4.3, 4.107142857142857)","(13.0, 40.0, 39.333333333333336)","(3.7, 4.7, 4.544444444444444)"
12-01-2023 10:57:10.351680,"(2.8, 3.15, 3.032142857142857)","(21.0, 36.0, 32.0)","(9.0, 12.5, 12.055555555555555)","(7.0, 16.0, 14.68)","(3.5, 4.2, 4.102631578947368)","(13.0, 40.0, 39.333333333333336)","(3.7, 4.7, 4.550000000000001)"
12-01-2023 10:57:11.419508,"(2.8, 3.15, 3.032142857142857)","(21.0, 36.0, 32.0)","(9.0, 12.5, 12.055555555555555)","(7.0, 16.0, 14.68)","(3.5, 4.2, 3.9363636363636365)","(13.0, 40.0, 39.333333333333336)","(3.7, 4.7, 4.625)"
12-01-2023 10:57:12.565477,"(2.8, 3.15, 3.032142857142857)","(21.0, 36.0, 32.0)","(9.0, 12.5, 12.055555555555555)","(7.0, 16.0, 14.68)","(3.5, 4.0, 3.93)","(13.0, 40.0, 39.333333333333336)","(3.7, 4.7, 4.637931034482759)"
12-01-2023 10:57:13.636840,"(2.8, 3.15, 3.052941176470588)","(21.0, 36.0, 32.0)","(9.0, 12.5, 12.055555555555555)","(7.0, 16.0, 14.68)","(3.5, 4.0, 3.8074999999999997)","(13.0, 40.0, 48.86666666666667)","(3.7, 4.7, 4.637931034482759)"
12-01-2023 10:57:14.669245,"(2.8, 3.15, 3.032142857142857)","(21.0, 36.0, 32.0)","(9.0, 12.5, 12.055555555555555)","(7.0, 16.0, 14.862068965517242)","(3.5, 4.1, 3.734375)","(13.0, 55.0, 48.86666666666667)","(3.7, 4.7, 4.637931034482759)"
12-01-2023 10:57:15.719317,"(2.8, 3.15, 3.032142857142857)","(21.0, 36.0, 32.0)","(9.0, 12.5, 12.214285714285714)","(7.0, 16.0, 14.862068965517242)","(3.5, 4.1, 3.6855263157894735)","(13.0, 55.0, 48.86666666666667)","(3.7, 4.7, 4.637931034482759)"
12-01-2023 10:57:16.791118,"(2.8, 3.15, 3.032142857142857)","(21.0, 36.0, 32.0)","(9.0, 12.5, 12.3)","(7.0, 16.0, 14.862068965517242)","(3.5, 4.1, 3.6855263157894735)","(13.0, 55.0, 48.86666666666667)","(3.7, 4.7, 4.648571428571429)"
12-01-2023 10:57:17.884223,"(2.8, 3.15, 3.026470588235294)","(21.0, 36.0, 32.0)","(9.0, 14.5, 13.944444444444445)","(7.0, 16.0, 14.68)","(3.5, 4.1, 3.6855263157894735)","(13.0, 55.0, 48.86666666666667)","(3.7, 4.7, 4.657894736842105)"
12-01-2023 10:57:18.905951,"(2.8, 3.15, 3.026470588235294)","(21.0, 36.0, 32.0)","(9.0, 14.5, 12.833333333333334)","(7.0, 16.0, 14.68)","(3.5, 4.1, 3.6855263157894735)","(13.0, 55.0, 45.66666666666667)","(3.7, 4.7, 4.657894736842105)"
12-01-2023 10:57:19.936533,"(2.8, 3.15, 3.026470588235294)","(21.0, 36.0, 32.0)","(9.0, 14.5, 12.3125)","(7.0, 16.0, 14.68)","(3.5, 4.1, 3.7)","(13.0, 55.0, 48.0)","(3.7, 4.7, 4.835714285714286)"
12-01-2023 10:57:20.904126,"(2.8, 3.15, 3.026470588235294)","(21.0, 36.0, 32.0)","(9.0, 14.5, 13.264705882352942)","(7.0, 16.0, 14.68)","(3.5, 3.85, 3.6852941176470586)","(13.0, 55.0, 48.0)","(3.7, 4.9, 4.933333333333333)"
12-01-2023 10:57:21.884277,"(2.8, 3.15, 3.026470588235294)","(21.0, 36.0, 32.0)","(9.0, 14.5, 13.28125)","(7.0, 16.0, 14.68)","(3.5, 3.85, 3.6166666666666667)","(13.0, 55.0, 45.66666666666667)","(3.7, 5.1, 4.95)"
12-01-2023 10:57:22.961710,"(2.8, 3.15, 3.026470588235294)","(21.0, 36.0, 32.0)","(9.0, 14.5, 12.970588235294118)","(7.0, 16.0, 14.68)","(3.5, 3.85, 3.7058823529411766)","(13.0, 55.0, 42.75)","(3.7, 5.1, 4.928571428571429)"
12-01-2023 10:57:24.093929,"(2.8, 3.15, 3.017777777777778)","(21.0, 36.0, 32.0)","(9.0, 14.5, 12.970588235294118)","(7.0, 16.0, 14.68)","(3.5, 3.85, 3.648936170212766)","(13.0, 55.0, 42.75)","(3.7, 5.1, 5.025)"
12-01-2023 10:57:25.130311,"(2.8, 3.15, 3.017777777777778)","(21.0, 36.0, 32.0)","(9.0, 14.5, 12.970588235294118)","(7.0, 16.0, 14.68)","(3.5, 3.85, 3.648936170212766)","(13.0, 55.0, 40.666666666666664)","(3.7, 5.1, 4.990909090909091)"
12-01-2023 10:57:26.127736,"(2.8, 3.15, 3.017777777777778)","(21.0, 36.0, 32.0)","(9.0, 14.5, 12.970588235294118)","(7.0, 16.0, 14.68)","(3.5, 3.85, 3.6842105263157894)","(13.0, 42.0, 40.666666666666664)","(3.7, 5.5, 5.076470588235295)"
12-01-2023 10:57:27.086195,"(2.8, 3.15, 3.017777777777778)","(21.0, 36.0, 32.0)","(9.0, 14.5, 12.970588235294118)","(7.0, 16.0, 14.68)","(3.5, 3.85, 3.6842105263157894)","(13.0, 42.0, 40.666666666666664)","(3.7, 5.5, 5.05625)"
12-01-2023 10:57:28.135100,"(2.8, 3.15, 3.017777777777778)","(21.0, 36.0, 32.470588235294116)","(9.0, 14.5, 12.970588235294118)","(7.0, 16.0, 14.0)","(3.5, 3.85, 3.6842105263157894)","(13.0, 42.0, 40.666666666666664)","(3.7, 5.4, 5.1380952380952385)"
12-01-2023 10:57:29.268318,"(2.8, 3.15, 3.025333333333333)","(21.0, 36.0, 32.8421052631579)","(9.0, 13.5, 12.710526315789474)","(7.0, 15.0, 14.210526315789474)","(3.5, 3.85, 3.5982758620689657)","(13.0, 42.0, 40.666666666666664)","(3.7, 5.4, 5.180487804878049)"
12-01-2023 10:57:30.365035,"(2.8, 3.15, 3.025333333333333)","(21.0, 36.0, 33.391304347826086)","(9.0, 13.5, 12.710526315789474)","(7.0, 15.0, 14.210526315789474)","(3.5, 3.65, 3.6142857142857143)","(13.0, 42.0, 40.666666666666664)","(3.7, 5.4, 5.226315789473684)"
12-01-2023 10:57:31.356246,"(2.8, 3.15, 3.025333333333333)","(21.0, 36.0, 33.391304347826086)","(9.0, 13.5, 12.710526315789474)","(7.0, 15.0, 14.210526315789474)","(3.5, 3.65, 3.5923076923076924)","(13.0, 42.0, 40.666666666666664)","(3.7, 5.4, 5.259574468085106)"
12-01-2023 10:57:32.312537,"(2.8, 3.15, 3.02)","(21.0, 36.0, 33.391304347826086)","(9.0, 13.5, 12.75)","(7.0, 15.0, 14.210526315789474)","(3.5, 3.65, 3.5923076923076924)","(13.0, 42.0, 37.333333333333336)","(3.7, 5.4, 5.259574468085106)"
12-01-2023 10:57:33.330161,"(2.8, 3.15, 3.02)","(21.0, 36.0, 33.391304347826086)","(9.0, 13.5, 12.75)","(7.0, 15.0, 14.375)","(3.5, 3.65, 3.5923076923076924)","(13.0, 44.0, 37.333333333333336)","(3.7, 5.4, 5.259574468085106)"
12-01-2023 10:57:34.310483,"(2.8, 3.15, 3.012380952380952)","(21.0, 36.0, 33.391304347826086)","(9.0, 13.5, 12.75)","(7.0, 15.0, 14.375)","(3.5, 3.65, 3.5923076923076924)","(13.0, 44.0, 37.333333333333336)","(3.7, 5.4, 4.96)"
12-01-2023 10:57:35.407201,"(2.8, 3.15, 3.012380952380952)","(21.0, 36.0, 33.391304347826086)","(9.0, 13.5, 12.75)","(7.0, 15.0, 14.375)","(3.5, 3.65, 3.5923076923076924)","(13.0, 44.0, 37.333333333333336)","(3.7, 5.4, 5.045161290322581)"
12-01-2023 10:57:36.442737,"(2.8, 3.15, 3.012380952380952)","(21.0, 36.0, 33.391304347826086)","(9.0, 13.5, 12.75)","(7.0, 15.0, 14.166666666666666)","(3.5, 3.65, 3.7285714285714286)","(13.0, 44.0, 37.333333333333336)","(3.7, 5.4, 4.976923076923077)"
12-01-2023 10:57:37.478708,"(2.8, 3.15, 3.02)","(21.0, 36.0, 33.391304347826086)","(9.0, 13.5, 12.75)","(7.0, 15.0, 14.166666666666666)","(3.5, 3.8, 3.5827586206896553)","(13.0, 44.0, 37.333333333333336)","(3.7, 5.4, 5.226315789473684)"
12-01-2023 10:57:38.542272,"(2.8, 3.15, 3.02)","(20.0, 36.0, 33.0)","(9.0, 13.5, 12.75)","(7.0, 15.0, 14.375)","(3.5, 3.65, 3.5827586206896553)","(13.0, 44.0, 37.333333333333336)","(3.7, 5.4, 5.226315789473684)"
12-01-2023 10:57:39.666504,"(2.8, 3.15, 3.02)","(20.0, 36.0, 33.0)","(9.0, 13.5, 12.75)","(7.0, 15.0, 14.166666666666666)","(3.5, 3.65, 3.5827586206896553)","(13.0, 44.0, 37.333333333333336)","(3.7, 5.4, 5.226315789473684)"
12-01-2023 10:57:40.714140,"(2.8, 3.15, 3.02)","(20.0, 36.0, 33.42857142857143)","(9.0, 13.5, 12.75)","(7.0, 15.0, 14.473684210526315)","(3.5, 3.65, 3.5827586206896553)","(13.0, 44.0, 37.333333333333336)","(3.7, 5.4, 5.237142857142857)"
12-01-2023 10:57:41.715599,"(2.8, 3.15, 2.995625)","(20.0, 36.0, 33.42857142857143)","(9.0, 13.5, 12.75)","(7.0, 15.0, 14.473684210526315)","(3.5, 3.65, 3.5827586206896553)","(13.0, 44.0, 37.333333333333336)","(3.7, 5.4, 5.268965517241379)"
12-01-2023 10:57:42.690115,"(2.8, 3.15, 2.9916666666666667)","(20.0, 36.0, 33.42857142857143)","(9.0, 13.5, 12.710526315789474)","(7.0, 15.0, 14.166666666666666)","(3.5, 3.65, 3.5827586206896553)","(13.0, 44.0, 37.333333333333336)","(3.7, 5.4, 5.268965517241379)"
12-01-2023 10:57:43.721502,"(2.8, 3.15, 3.0007142857142854)","(20.0, 36.0, 33.42857142857143)","(9.0, 13.5, 12.710526315789474)","(7.0, 15.0, 14.166666666666666)","(3.5, 3.8, 3.62)","(13.0, 44.0, 35.666666666666664)","(3.7, 5.4, 5.268965517241379)"
12-01-2023 10:57:44.821722,"(2.8, 3.15, 3.0007142857142854)","(20.0, 36.0, 33.42857142857143)","(9.0, 13.5, 12.75)","(7.0, 15.0, 14.166666666666666)","(3.5, 3.8, 3.6379310344827585)","(13.0, 44.0, 37.84615384615385)","(3.7, 5.4, 5.268965517241379)"
12-01-2023 10:57:45.887580,"(2.8, 3.15, 2.995625)","(20.0, 36.0, 33.42857142857143)","(9.0, 13.5, 12.75)","(7.0, 15.0, 14.166666666666666)","(3.5, 3.75, 3.58)","(13.0, 44.0, 37.84615384615385)","(3.7, 5.4, 5.342424242424243)"
12-01-2023 10:57:46.919232,"(2.8, 3.15, 2.995625)","(20.0, 36.0, 33.42857142857143)","(9.0, 13.5, 12.75)","(7.0, 15.0, 14.1)","(3.5, 3.6, 3.620967741935484)","(13.0, 44.0, 36.72727272727273)","(3.7, 5.4, 5.34)"
12-01-2023 10:57:47.869625,"(2.8, 3.15, 2.987142857142857)","(20.0, 36.0, 33.65217391304348)","(9.0, 13.5, 13.105263157894736)","(7.0, 15.0, 14.1)","(3.5, 3.75, 3.62)","(13.0, 44.0, 36.72727272727273)","(3.7, 5.4, 5.316)"
12-01-2023 10:57:48.800513,"(2.8, 3.15, 2.987142857142857)","(20.0, 36.0, 30.666666666666668)","(9.0, 13.5, 13.166666666666666)","(7.0, 15.0, 14.1)","(3.5, 3.7, 3.607142857142857)","(13.0, 44.0, 36.72727272727273)","(3.7, 5.4, 5.336)"
12-01-2023 10:57:49.802038,"(2.8, 3.15, 2.987142857142857)","(20.0, 36.0, 33.1764705882353)","(9.0, 13.5, 13.166666666666666)","(7.0, 15.0, 14.1)","(3.5, 3.7, 3.607142857142857)","(13.0, 44.0, 36.72727272727273)","(3.7, 5.4, 5.32)"
12-01-2023 10:57:50.883205,"(2.8, 3.15, 2.987142857142857)","(20.0, 36.0, 33.81818181818182)","(9.0, 13.5, 13.166666666666666)","(7.0, 15.0, 14.1)","(3.5, 3.7, 3.607142857142857)","(13.0, 44.0, 36.72727272727273)","(3.7, 5.4, 5.3238095238095235)"
12-01-2023 10:57:52.016271,"(2.8, 3.15, 2.987142857142857)","(20.0, 36.0, 33.81818181818182)","(9.0, 13.5, 13.166666666666666)","(7.0, 15.0, 14.1)","(3.5, 3.7, 3.607142857142857)","(13.0, 44.0, 36.72727272727273)","(3.7, 5.4, 5.171428571428572)"
12-01-2023 10:57:53.113393,"(2.8, 3.15, 2.987142857142857)","(20.0, 36.0, 33.81818181818182)","(9.0, 13.5, 13.166666666666666)","(7.0, 15.0, 14.1)","(3.5, 3.7, 3.596774193548387)","(13.0, 44.0, 36.72727272727273)","(3.7, 5.4, 5.3238095238095235)"
12-01-2023 10:57:54.174744,"(2.8, 3.15, 2.987142857142857)","(20.0, 36.0, 33.81818181818182)","(9.0, 13.5, 13.166666666666666)","(7.0, 15.0, 14.5)","(3.5, 3.7, 3.5782608695652174)","(13.0, 44.0, 36.72727272727273)","(3.7, 5.4, 5.232)"
