,Just Admit It,Vinny Can Gogh,Jax,Rogue Temptation,Mt View Buck,Poppy To Burn,Orson Franky,Laras Love
107,"[datetime.datetime(2022, 11, 28, 15, 6, 21, 458242), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 21, 458242), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 21, 458242), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 21, 458242), 11.0, 34.0]","[datetime.datetime(2022, 11, 28, 15, 6, 21, 458242), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 21, 458242), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 21, 458242), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 21, 458242), 11.0, 22.0]"
108,"[datetime.datetime(2022, 11, 28, 15, 6, 22, 592247), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 22, 592247), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 22, 592247), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 22, 592247), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 22, 592247), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 22, 592247), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 22, 592247), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 22, 592247), 11.0, 22.0]"
109,"[datetime.datetime(2022, 11, 28, 15, 6, 23, 718673), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 23, 718673), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 23, 718673), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 23, 718673), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 23, 718673), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 23, 718673), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 23, 718673), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 23, 718673), 11.0, 22.0]"
110,"[datetime.datetime(2022, 11, 28, 15, 6, 24, 849166), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 24, 849166), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 24, 849166), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 24, 849166), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 24, 849166), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 24, 849166), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 24, 849166), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 24, 849166), 11.0, 22.0]"
111,"[datetime.datetime(2022, 11, 28, 15, 6, 26, 55292), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 26, 55292), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 26, 55292), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 26, 55292), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 26, 55292), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 26, 55292), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 26, 55292), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 26, 55292), 11.0, 22.0]"
112,"[datetime.datetime(2022, 11, 28, 15, 6, 27, 201753), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 27, 201753), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 27, 201753), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 27, 201753), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 27, 201753), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 27, 201753), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 27, 201753), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 27, 201753), 11.0, 22.0]"
113,"[datetime.datetime(2022, 11, 28, 15, 6, 28, 355278), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 28, 355278), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 28, 355278), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 28, 355278), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 28, 355278), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 28, 355278), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 28, 355278), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 28, 355278), 11.0, 22.0]"
114,"[datetime.datetime(2022, 11, 28, 15, 6, 29, 493720), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 29, 493720), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 29, 493720), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 29, 493720), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 29, 493720), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 29, 493720), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 29, 493720), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 29, 493720), 11.0, 22.0]"
115,"[datetime.datetime(2022, 11, 28, 15, 6, 30, 636545), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 30, 636545), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 30, 636545), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 30, 636545), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 30, 636545), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 30, 636545), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 30, 636545), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 30, 636545), 11.0, 22.0]"
116,"[datetime.datetime(2022, 11, 28, 15, 6, 31, 760352), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 31, 760352), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 31, 760352), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 31, 760352), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 31, 760352), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 31, 760352), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 31, 760352), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 31, 760352), 11.0, 22.0]"
117,"[datetime.datetime(2022, 11, 28, 15, 6, 32, 891233), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 32, 891233), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 32, 891233), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 32, 891233), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 32, 891233), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 32, 891233), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 32, 891233), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 32, 891233), 11.0, 22.0]"
118,"[datetime.datetime(2022, 11, 28, 15, 6, 34, 21472), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 34, 21472), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 34, 21472), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 34, 21472), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 34, 21472), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 34, 21472), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 34, 21472), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 34, 21472), 11.0, 22.0]"
119,"[datetime.datetime(2022, 11, 28, 15, 6, 35, 151104), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 35, 151104), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 35, 151104), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 35, 151104), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 35, 151104), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 35, 151104), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 35, 151104), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 35, 151104), 11.0, 22.0]"
120,"[datetime.datetime(2022, 11, 28, 15, 6, 36, 309786), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 36, 309786), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 36, 309786), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 36, 309786), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 36, 309786), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 36, 309786), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 36, 309786), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 36, 309786), 11.0, 22.0]"
121,"[datetime.datetime(2022, 11, 28, 15, 6, 37, 449626), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 37, 449626), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 37, 449626), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 37, 449626), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 37, 449626), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 37, 449626), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 37, 449626), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 37, 449626), 11.0, 22.0]"
122,"[datetime.datetime(2022, 11, 28, 15, 6, 38, 614215), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 38, 614215), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 38, 614215), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 38, 614215), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 38, 614215), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 38, 614215), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 38, 614215), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 38, 614215), 11.0, 22.0]"
123,"[datetime.datetime(2022, 11, 28, 15, 6, 39, 789241), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 39, 789241), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 39, 789241), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 39, 789241), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 39, 789241), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 39, 789241), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 39, 789241), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 39, 789241), 11.0, 22.0]"
124,"[datetime.datetime(2022, 11, 28, 15, 6, 40, 965658), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 40, 965658), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 40, 965658), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 40, 965658), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 40, 965658), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 40, 965658), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 40, 965658), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 40, 965658), 11.0, 22.0]"
125,"[datetime.datetime(2022, 11, 28, 15, 6, 42, 112638), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 42, 112638), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 42, 112638), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 42, 112638), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 42, 112638), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 42, 112638), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 42, 112638), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 42, 112638), 11.0, 22.0]"
126,"[datetime.datetime(2022, 11, 28, 15, 6, 43, 259514), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 43, 259514), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 43, 259514), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 43, 259514), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 43, 259514), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 43, 259514), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 43, 259514), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 43, 259514), 11.0, 22.0]"
127,"[datetime.datetime(2022, 11, 28, 15, 6, 44, 405522), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 44, 405522), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 44, 405522), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 44, 405522), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 44, 405522), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 44, 405522), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 44, 405522), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 44, 405522), 11.0, 22.0]"
128,"[datetime.datetime(2022, 11, 28, 15, 6, 45, 560365), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 45, 560365), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 45, 560365), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 45, 560365), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 45, 560365), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 45, 560365), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 45, 560365), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 45, 560365), 11.0, 22.0]"
129,"[datetime.datetime(2022, 11, 28, 15, 6, 46, 703258), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 46, 703258), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 46, 703258), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 46, 703258), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 46, 703258), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 46, 703258), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 46, 703258), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 46, 703258), 11.0, 22.0]"
130,"[datetime.datetime(2022, 11, 28, 15, 6, 47, 836213), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 47, 836213), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 47, 836213), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 47, 836213), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 47, 836213), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 47, 836213), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 47, 836213), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 47, 836213), 11.0, 22.0]"
131,"[datetime.datetime(2022, 11, 28, 15, 6, 48, 967476), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 48, 967476), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 48, 967476), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 48, 967476), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 48, 967476), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 48, 967476), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 48, 967476), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 48, 967476), 11.0, 22.0]"
132,"[datetime.datetime(2022, 11, 28, 15, 6, 50, 95704), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 50, 95704), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 50, 95704), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 50, 95704), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 50, 95704), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 50, 95704), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 50, 95704), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 50, 95704), 11.0, 22.0]"
133,"[datetime.datetime(2022, 11, 28, 15, 6, 51, 232803), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 51, 232803), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 51, 232803), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 51, 232803), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 51, 232803), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 51, 232803), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 51, 232803), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 51, 232803), 11.0, 22.0]"
134,"[datetime.datetime(2022, 11, 28, 15, 6, 52, 371455), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 52, 371455), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 52, 371455), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 52, 371455), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 52, 371455), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 52, 371455), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 52, 371455), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 52, 371455), 11.0, 22.0]"
135,"[datetime.datetime(2022, 11, 28, 15, 6, 53, 503699), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 53, 503699), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 53, 503699), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 53, 503699), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 53, 503699), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 53, 503699), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 53, 503699), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 53, 503699), 11.0, 22.0]"
136,"[datetime.datetime(2022, 11, 28, 15, 6, 54, 638675), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 54, 638675), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 54, 638675), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 54, 638675), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 54, 638675), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 54, 638675), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 54, 638675), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 54, 638675), 11.0, 22.0]"
137,"[datetime.datetime(2022, 11, 28, 15, 6, 55, 770873), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 55, 770873), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 55, 770873), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 55, 770873), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 55, 770873), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 55, 770873), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 55, 770873), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 55, 770873), 11.0, 22.0]"
138,"[datetime.datetime(2022, 11, 28, 15, 6, 56, 905279), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 56, 905279), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 56, 905279), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 56, 905279), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 56, 905279), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 56, 905279), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 56, 905279), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 56, 905279), 11.0, 22.0]"
139,"[datetime.datetime(2022, 11, 28, 15, 6, 58, 35707), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 58, 35707), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 58, 35707), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 58, 35707), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 58, 35707), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 58, 35707), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 58, 35707), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 58, 35707), 11.0, 22.0]"
140,"[datetime.datetime(2022, 11, 28, 15, 6, 59, 170655), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 59, 170655), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 6, 59, 170655), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 6, 59, 170655), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 6, 59, 170655), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 6, 59, 170655), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 6, 59, 170655), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 6, 59, 170655), 11.0, 22.0]"
141,"[datetime.datetime(2022, 11, 28, 15, 7, 0, 311029), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 7, 0, 311029), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 7, 0, 311029), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 7, 0, 311029), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 7, 0, 311029), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 7, 0, 311029), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 7, 0, 311029), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 7, 0, 311029), 11.0, 22.0]"
142,"[datetime.datetime(2022, 11, 28, 15, 7, 1, 459765), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 7, 1, 459765), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 7, 1, 459765), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 7, 1, 459765), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 7, 1, 459765), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 7, 1, 459765), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 7, 1, 459765), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 7, 1, 459765), 11.0, 22.0]"
143,"[datetime.datetime(2022, 11, 28, 15, 7, 2, 598778), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 7, 2, 598778), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 7, 2, 598778), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 7, 2, 598778), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 7, 2, 598778), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 15, 7, 2, 598778), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 7, 2, 598778), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 7, 2, 598778), 11.0, 22.0]"
144,"[datetime.datetime(2022, 11, 28, 15, 7, 3, 753494), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 7, 3, 753494), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 7, 3, 753494), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 7, 3, 753494), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 7, 3, 753494), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 15, 7, 3, 753494), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 7, 3, 753494), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 7, 3, 753494), 11.0, 22.0]"
145,"[datetime.datetime(2022, 11, 28, 15, 7, 4, 888240), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 7, 4, 888240), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 7, 4, 888240), 5.0, 11.0]","[datetime.datetime(2022, 11, 28, 15, 7, 4, 888240), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 7, 4, 888240), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 15, 7, 4, 888240), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 7, 4, 888240), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 7, 4, 888240), 11.0, 22.0]"
146,"[datetime.datetime(2022, 11, 28, 15, 7, 6, 25420), 3.4, 4.0]","[datetime.datetime(2022, 11, 28, 15, 7, 6, 25420), 3.1, 4.0]","[datetime.datetime(2022, 11, 28, 15, 7, 6, 25420), 5.0, 10.5]","[datetime.datetime(2022, 11, 28, 15, 7, 6, 25420), 11.0, 32.0]","[datetime.datetime(2022, 11, 28, 15, 7, 6, 25420), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 15, 7, 6, 25420), 5.0, 7.4]","[datetime.datetime(2022, 11, 28, 15, 7, 6, 25420), 10.0, 19.5]","[datetime.datetime(2022, 11, 28, 15, 7, 6, 25420), 11.0, 22.0]"
