,Poor Wally,Betty Boop,Princess Lilly,Gin And Vodka,Deputy Mayor
11-01-2023 19:00:08.347537,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 41.25)","(51.0, 70.0, 54.0)","(3.5, 5.5, 4.066666666666666)","(10.0, 20.0, 16.833333333333332)"
11-01-2023 19:00:09.336304,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 41.25)","(51.0, 70.0, 54.0)","(3.5, 5.5, 3.9727272727272727)","(10.0, 20.0, 16.833333333333332)"
11-01-2023 19:00:10.244547,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.5, 3.9727272727272727)","(10.0, 20.0, 18.333333333333336)"
11-01-2023 19:00:11.143901,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.5, 3.9727272727272727)","(10.0, 20.0, 18.333333333333336)"
11-01-2023 19:00:12.056909,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.5, 3.9727272727272727)","(10.0, 20.0, 18.333333333333336)"
11-01-2023 19:00:13.025093,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.5, 3.9)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:14.002410,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.5, 3.9)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:14.859805,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.5, 3.9)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:15.739887,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.5, 3.9)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:16.644229,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.5, 3.9)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:17.543016,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.5, 3.9)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:18.436679,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.5, 3.9)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:19.375246,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.5, 3.9)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:20.356092,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.5, 3.9)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:21.191722,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.5, 3.9)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:22.091804,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.5, 3.9727272727272727)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:23.039620,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.5, 3.9727272727272727)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:23.932269,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.5, 3.5)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:24.789248,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.5, 3.5)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:25.803915,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.5, 3.5)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:26.774552,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.5, 3.96)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:27.631048,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.4, 3.9299999999999997)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:28.563634,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.0)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:29.543993,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.0)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:30.489731,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.0)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:31.301188,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.0)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:32.230301,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.0)","(10.0, 20.0, 18.333333333333336)"
11-01-2023 19:00:33.216667,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.0)","(10.0, 20.0, 16.833333333333332)"
11-01-2023 19:00:34.107719,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.0)","(10.0, 20.0, 18.333333333333336)"
11-01-2023 19:00:34.922713,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.0)","(10.0, 20.0, 18.333333333333336)"
11-01-2023 19:00:35.851702,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.159090909090909)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:36.720288,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.159090909090909)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:37.636832,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.035)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:38.563198,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.07)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:39.438565,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.07)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:40.339058,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.07)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:41.158013,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.07)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:42.113562,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.4, 3.9299999999999997)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:43.166563,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.4, 3.9299999999999997)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:44.190681,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 35.72727272727273)","(51.0, 70.0, 54.0)","(3.5, 5.4, 3.9299999999999997)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:45.051024,"(1.28, 1.65, 1.5666666666666667)","(21.0, 70.0, 34.36363636363636)","(51.0, 70.0, 54.0)","(3.5, 5.4, 3.9299999999999997)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:46.080612,"(1.28, 1.65, 1.5666666666666667)","(21.0, 70.0, 34.36363636363636)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.0)","(10.0, 20.0, 15.75)"
11-01-2023 19:00:47.053530,"(1.28, 1.65, 1.5666666666666667)","(21.0, 70.0, 34.36363636363636)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.0)","(10.0, 20.0, 18.333333333333336)"
11-01-2023 19:00:48.024173,"(1.28, 1.65, 1.5666666666666667)","(21.0, 70.0, 34.36363636363636)","(51.0, 70.0, 54.0)","(3.5, 5.4, 3.9299999999999997)","(10.0, 20.0, 16.833333333333332)"
11-01-2023 19:00:48.914948,"(1.28, 1.65, 1.5666666666666667)","(21.0, 70.0, 34.36363636363636)","(51.0, 70.0, 54.0)","(3.5, 5.4, 3.9299999999999997)","(10.0, 20.0, 16.833333333333332)"
11-01-2023 19:00:49.867456,"(1.28, 1.65, 1.5666666666666667)","(21.0, 70.0, 34.36363636363636)","(51.0, 70.0, 54.0)","(3.5, 5.4, 3.9299999999999997)","(10.0, 20.0, 16.833333333333332)"
11-01-2023 19:00:50.781857,"(1.28, 1.65, 1.5666666666666667)","(21.0, 70.0, 34.36363636363636)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.095454545454546)","(10.0, 20.0, 16.833333333333332)"
11-01-2023 19:00:51.691719,"(1.28, 1.65, 1.5666666666666667)","(21.0, 70.0, 34.36363636363636)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.0)","(10.0, 20.0, 16.833333333333332)"
11-01-2023 19:00:52.556940,"(1.28, 1.65, 1.5666666666666667)","(21.0, 70.0, 34.36363636363636)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.0)","(10.0, 20.0, 16.833333333333332)"
11-01-2023 19:00:53.419293,"(1.28, 1.65, 1.5666666666666667)","(21.0, 70.0, 34.36363636363636)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.0)","(10.0, 20.0, 16.833333333333332)"
11-01-2023 19:00:54.261270,"(1.28, 1.65, 1.5666666666666667)","(21.0, 70.0, 34.36363636363636)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.0)","(10.0, 20.0, 16.833333333333332)"
11-01-2023 19:00:55.134711,"(1.28, 1.65, 1.5666666666666667)","(21.0, 70.0, 34.36363636363636)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.0)","(10.0, 20.0, 16.833333333333332)"
11-01-2023 19:00:55.960637,"(1.28, 1.65, 1.5666666666666667)","(21.0, 70.0, 34.36363636363636)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.0)","(10.0, 20.0, 16.833333333333332)"
11-01-2023 19:00:56.875072,"(1.28, 1.65, 1.5666666666666667)","(21.0, 70.0, 34.36363636363636)","(51.0, 70.0, 54.0)","(3.5, 5.4, 3.9299999999999997)","(10.0, 20.0, 16.833333333333332)"
11-01-2023 19:00:57.922738,"(1.28, 1.65, 1.5666666666666667)","(21.0, 70.0, 34.36363636363636)","(51.0, 70.0, 54.0)","(3.5, 5.4, 3.9299999999999997)","(10.0, 20.0, 16.833333333333332)"
11-01-2023 19:00:58.957951,"(1.28, 1.65, 1.5666666666666667)","(21.0, 70.0, 34.36363636363636)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.095454545454546)","(10.0, 20.0, 16.833333333333332)"
11-01-2023 19:00:59.768534,"(1.28, 1.65, 1.5666666666666667)","(21.0, 70.0, 34.36363636363636)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.095454545454546)","(10.0, 20.0, 16.833333333333332)"
11-01-2023 19:01:00.796069,"(1.28, 1.65, 1.5666666666666667)","(21.0, 70.0, 34.36363636363636)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.0)","(10.0, 20.0, 16.833333333333332)"
11-01-2023 19:01:01.794273,"(1.28, 1.65, 1.5666666666666667)","(21.0, 70.0, 34.36363636363636)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.0)","(10.0, 20.0, 16.833333333333332)"
11-01-2023 19:01:02.753085,"(1.28, 1.65, 1.5666666666666667)","(21.0, 70.0, 34.36363636363636)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.0)","(10.0, 20.0, 16.833333333333332)"
11-01-2023 19:01:03.646234,"(1.28, 1.65, 1.5666666666666667)","(21.0, 70.0, 34.36363636363636)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.0)","(10.0, 20.0, 17.625)"
11-01-2023 19:01:04.562726,"(1.28, 1.65, 1.5666666666666667)","(21.0, 70.0, 34.36363636363636)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.07)","(10.0, 20.0, 17.625)"
11-01-2023 19:01:05.470099,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 30.833333333333336)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.07)","(10.0, 20.0, 17.625)"
11-01-2023 19:01:06.388113,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 30.833333333333336)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.07)","(10.0, 20.0, 17.625)"
11-01-2023 19:01:07.252537,"(1.28, 1.65, 1.5666666666666667)","(21.0, 75.0, 30.833333333333336)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.0636363636363635)","(10.0, 20.0, 17.625)"
11-01-2023 19:01:08.137257,"(1.28, 1.46, 1.4066298342541437)","(21.0, 75.0, 30.833333333333336)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.84)","(10.0, 20.0, 17.625)"
11-01-2023 19:01:09.063348,"(1.28, 1.46, 1.4066298342541437)","(21.0, 75.0, 30.833333333333336)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.84)","(10.0, 20.0, 17.625)"
11-01-2023 19:01:09.892783,"(1.28, 1.46, 1.4066298342541437)","(21.0, 75.0, 30.833333333333336)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.84)","(10.0, 20.0, 17.625)"
11-01-2023 19:01:10.715250,"(1.28, 1.46, 1.4066298342541437)","(21.0, 75.0, 27.88888888888889)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.84)","(10.0, 20.0, 17.625)"
11-01-2023 19:01:11.640360,"(1.28, 1.46, 1.4066298342541437)","(21.0, 75.0, 27.88888888888889)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.84)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:12.563408,"(1.28, 1.46, 1.4066298342541437)","(21.0, 75.0, 27.88888888888889)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.84)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:13.380187,"(1.28, 1.46, 1.4066298342541437)","(21.0, 75.0, 27.88888888888889)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.84)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:14.246214,"(1.28, 1.46, 1.4066298342541437)","(21.0, 75.0, 39.66666666666667)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.84)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:15.101147,"(1.28, 1.46, 1.4066298342541437)","(21.0, 95.0, 80.4)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.5600000000000005)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:15.961154,"(1.28, 1.46, 1.4066298342541437)","(21.0, 95.0, 80.4)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.5600000000000005)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:16.797978,"(1.28, 1.46, 1.4066298342541437)","(21.0, 95.0, 80.4)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.5600000000000005)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:17.616908,"(1.28, 1.46, 1.4066298342541437)","(21.0, 95.0, 77.0)","(51.0, 70.0, 54.0)","(3.5, 5.4, 4.5600000000000005)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:18.483931,"(1.28, 1.46, 1.4066298342541437)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.7, 4.65)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:19.605696,"(1.28, 1.46, 1.4066298342541437)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.7, 4.65)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:20.520441,"(1.28, 1.46, 1.4066298342541437)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.7, 4.65)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:21.408673,"(1.28, 1.46, 1.4066298342541437)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.7, 4.65)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:22.442324,"(1.28, 1.46, 1.4066298342541437)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.7, 4.65)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:23.427003,"(1.28, 1.46, 1.4066298342541437)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.7, 4.65)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:24.451730,"(1.28, 1.46, 1.4066298342541437)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.7, 4.65)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:25.391893,"(1.28, 1.46, 1.4066298342541437)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.7, 4.65)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:26.453491,"(1.28, 1.46, 1.4114572864321606)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.7, 4.711764705882353)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:27.367996,"(1.28, 1.65, 1.5666666666666667)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.7, 4.711764705882353)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:28.457390,"(1.28, 1.65, 1.5666666666666667)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.6, 5.216666666666667)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:29.444805,"(1.28, 1.65, 1.5666666666666667)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.6, 5.216666666666667)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:30.338889,"(1.28, 1.64, 1.523076923076923)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.6, 5.216666666666667)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:31.244439,"(1.28, 1.63, 1.4638888888888888)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.6, 5.216666666666667)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:32.307833,"(1.28, 1.62, 1.4916666666666667)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.6, 4.475)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:33.258946,"(1.28, 1.6, 1.5290322580645161)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.6, 4.5)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:34.055278,"(1.28, 1.59, 1.4775510204081632)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.6, 4.5)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:34.982681,"(1.28, 1.59, 1.4513513513513514)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.6, 4.5)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:35.926344,"(1.28, 1.59, 1.4513513513513514)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.6, 4.938461538461539)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:36.855392,"(1.28, 1.59, 1.4513513513513514)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.6, 4.779999999999999)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:37.806257,"(1.28, 1.59, 1.4513513513513514)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.6, 4.8)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:38.779781,"(1.28, 1.59, 1.4513513513513514)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.6, 4.8)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:39.718431,"(1.28, 1.59, 1.4513513513513514)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.6, 4.84)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:40.561719,"(1.28, 1.59, 1.4513513513513514)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.6, 4.84)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:41.482462,"(1.28, 1.57, 1.4693877551020407)","(21.0, 120.0, 72.0)","(51.0, 70.0, 54.0)","(3.5, 5.6, 4.84)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:42.526555,"(1.28, 1.56, 1.4761904761904763)","(21.0, 120.0, 72.0)","(51.0, 70.0, 54.0)","(3.5, 5.6, 4.84)","(10.0, 20.0, 15.75)"
11-01-2023 19:01:43.449479,"(1.28, 1.56, 1.4761904761904763)","(21.0, 120.0, 72.0)","(51.0, 70.0, 54.0)","(3.5, 5.6, 4.84)","(10.0, 20.0, 16.0)"
11-01-2023 19:01:44.294183,"(1.28, 1.56, 1.4761904761904763)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.6, 4.88)","(10.0, 20.0, 16.0)"
11-01-2023 19:01:45.182447,"(1.28, 1.56, 1.4761904761904763)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.6, 4.88)","(10.0, 20.0, 16.0)"
11-01-2023 19:01:46.177749,"(1.28, 1.56, 1.4761904761904763)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.6, 4.571428571428571)","(10.0, 20.0, 16.0)"
11-01-2023 19:01:47.083957,"(1.28, 1.56, 1.4761904761904763)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.6, 4.571428571428571)","(10.0, 20.0, 16.0)"
11-01-2023 19:01:47.937170,"(1.28, 1.56, 1.4761904761904763)","(21.0, 95.0, 59.5)","(51.0, 70.0, 54.0)","(3.5, 5.6, 5.016666666666667)","(10.0, 20.0, 16.0)"
11-01-2023 19:01:48.818115,"(1.28, 1.56, 1.4761904761904763)","(21.0, 80.0, 33.333333333333336)","(51.0, 70.0, 54.0)","(3.5, 5.6, 5.016666666666667)","(10.0, 20.0, 16.0)"
11-01-2023 19:01:49.756069,"(1.28, 1.56, 1.4761904761904763)","(21.0, 80.0, 33.333333333333336)","(51.0, 70.0, 54.0)","(3.5, 5.6, 5.016666666666667)","(10.0, 20.0, 16.0)"
11-01-2023 19:01:50.755465,"(1.28, 1.56, 1.4761904761904763)","(21.0, 80.0, 33.333333333333336)","(51.0, 70.0, 54.0)","(3.5, 5.6, 5.016666666666667)","(10.0, 20.0, 16.0)"
11-01-2023 19:01:51.633761,"(1.28, 1.56, 1.4761904761904763)","(21.0, 80.0, 33.333333333333336)","(51.0, 70.0, 54.0)","(3.5, 5.6, 5.016666666666667)","(10.0, 20.0, 16.0)"
11-01-2023 19:01:52.476431,"(1.28, 1.56, 1.4761904761904763)","(21.0, 80.0, 33.333333333333336)","(51.0, 70.0, 54.0)","(3.5, 5.6, 5.016666666666667)","(10.0, 20.0, 16.0)"
11-01-2023 19:01:53.401721,"(1.28, 1.56, 1.4761904761904763)","(21.0, 80.0, 33.333333333333336)","(51.0, 70.0, 54.0)","(3.5, 5.6, 5.016666666666667)","(10.0, 20.0, 16.0)"
11-01-2023 19:01:54.248728,"(1.28, 1.56, 1.4761904761904763)","(21.0, 80.0, 30.22222222222222)","(51.0, 70.0, 54.0)","(3.5, 5.6, 5.016666666666667)","(10.0, 20.0, 16.0)"
11-01-2023 19:01:55.082585,"(1.28, 1.56, 1.4761904761904763)","(21.0, 80.0, 30.22222222222222)","(51.0, 70.0, 54.0)","(3.5, 5.6, 5.016666666666667)","(10.0, 20.0, 16.0)"
11-01-2023 19:01:55.964128,"(1.28, 1.56, 1.4761904761904763)","(21.0, 80.0, 30.22222222222222)","(51.0, 70.0, 54.0)","(3.5, 5.6, 5.016666666666667)","(10.0, 20.0, 16.0)"
11-01-2023 19:01:56.833685,"(1.28, 1.56, 1.4761904761904763)","(21.0, 80.0, 30.22222222222222)","(51.0, 70.0, 54.0)","(3.5, 5.6, 5.016666666666667)","(10.0, 20.0, 16.0)"
11-01-2023 19:01:57.705318,"(1.28, 1.56, 1.4761904761904763)","(21.0, 80.0, 30.22222222222222)","(51.0, 70.0, 54.0)","(3.5, 5.6, 5.016666666666667)","(10.0, 20.0, 16.0)"
11-01-2023 19:01:58.534465,"(1.28, 1.56, 1.4761904761904763)","(21.0, 80.0, 30.22222222222222)","(51.0, 70.0, 54.0)","(3.5, 5.6, 5.016666666666667)","(10.0, 20.0, 16.0)"
11-01-2023 19:01:59.409922,"(1.28, 1.56, 1.4761904761904763)","(21.0, 80.0, 30.22222222222222)","(51.0, 70.0, 54.0)","(3.5, 5.6, 5.016666666666667)","(10.0, 20.0, 16.0)"
11-01-2023 19:02:00.287531,"(1.28, 1.56, 1.4761904761904763)","(21.0, 80.0, 30.22222222222222)","(51.0, 70.0, 54.0)","(3.5, 5.6, 5.016666666666667)","(10.0, 20.0, 16.0)"
11-01-2023 19:02:01.089090,"(1.28, 1.56, 1.4761904761904763)","(21.0, 70.0, 39.333333333333336)","(51.0, 70.0, 54.0)","(3.5, 5.6, 5.016666666666667)","(10.0, 20.0, 16.0)"
11-01-2023 19:02:01.909575,"(1.28, 1.56, 1.4763636363636363)","(21.0, 70.0, 28.6)","(51.0, 70.0, 66.5)","(3.5, 5.6, 5.016666666666667)","(10.0, 20.0, 16.0)"
11-01-2023 19:02:02.948720,"(1.28, 1.56, 1.4763636363636363)","(21.0, 65.0, 44.5)","(51.0, 65.0, 54.5)","(3.5, 5.5, 5.3352941176470585)","(10.0, 20.0, 13.333333333333334)"
11-01-2023 19:02:03.969350,"(1.28, 1.47, 1.4075)","(21.0, 65.0, 44.5)","(51.0, 65.0, 54.5)","(3.5, 5.6, 5.454838709677419)","(10.0, 20.0, 12.533333333333333)"
11-01-2023 19:02:04.831458,"(1.28, 1.47, 1.4213736263736263)","(21.0, 65.0, 44.5)","(51.0, 65.0, 54.5)","(3.5, 5.6, 5.531818181818181)","(10.0, 20.0, 12.533333333333333)"
