,Count On Me,Direct Affect,Jessandi,Mikasa,Myeyesadoreyou,Penfold Park,Calm Down,Dark Lever
15-12-2022 13:18:21.831152,"(6.5, 7.8, 7.6875)","(4.6, 5.8, 5.716666666666667)","(15.0, 19.5, 19.14)","(3.7, 4.4, 4.161038961038961)","(5.5, 7.8, 7.466666666666667)","(21.0, 34.0, 34.875)","(3.8, 4.5, 4.325806451612903)","(51.0, 100.0, 90.9090909090909)"
15-12-2022 13:18:23.200652,"(6.5, 7.8, 7.6875)","(4.6, 5.8, 5.716666666666667)","(15.0, 19.5, 19.14)","(3.7, 4.4, 4.161038961038961)","(5.5, 7.8, 7.466666666666667)","(21.0, 36.0, 34.875)","(3.8, 4.5, 4.325806451612903)","(51.0, 110.0, 90.9090909090909)"
15-12-2022 13:18:24.500657,"(6.5, 7.8, 7.6875)","(4.6, 5.8, 5.716666666666667)","(15.0, 19.5, 19.083333333333332)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6)","(21.0, 36.0, 34.875)","(3.8, 4.5, 4.38)","(51.0, 110.0, 90.9090909090909)"
15-12-2022 13:18:25.841022,"(6.5, 7.8, 7.6875)","(4.6, 5.8, 5.716666666666667)","(15.0, 19.5, 19.083333333333332)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(21.0, 36.0, 34.875)","(3.8, 4.5, 4.38)","(51.0, 110.0, 90.9090909090909)"
15-12-2022 13:18:27.189862,"(6.5, 7.8, 7.6875)","(4.6, 5.8, 5.716666666666667)","(15.0, 19.5, 19.083333333333332)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(21.0, 36.0, 34.875)","(3.8, 4.5, 4.38)","(51.0, 110.0, 90.9090909090909)"
15-12-2022 13:18:28.400540,"(6.5, 7.8, 7.6875)","(4.6, 5.8, 5.716666666666667)","(15.0, 19.5, 19.083333333333332)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(21.0, 36.0, 34.875)","(3.8, 4.5, 4.38)","(51.0, 110.0, 91.66666666666667)"
15-12-2022 13:18:29.636576,"(6.5, 7.8, 7.6875)","(4.6, 5.8, 5.716666666666667)","(15.0, 19.5, 19.083333333333332)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(21.0, 36.0, 34.875)","(3.8, 4.5, 4.291463414634146)","(51.0, 110.0, 91.66666666666667)"
15-12-2022 13:18:30.816503,"(6.5, 7.8, 7.6875)","(4.6, 5.8, 5.716666666666667)","(15.0, 19.5, 19.083333333333332)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(21.0, 36.0, 34.875)","(3.8, 4.3, 4.291463414634146)","(51.0, 110.0, 91.66666666666667)"
15-12-2022 13:18:31.851901,"(6.5, 7.8, 7.6875)","(4.6, 5.8, 5.716666666666667)","(15.0, 19.5, 19.083333333333332)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(21.0, 36.0, 34.875)","(3.8, 4.3, 4.29125)","(51.0, 110.0, 91.66666666666667)"
15-12-2022 13:18:33.002156,"(6.5, 7.8, 7.6875)","(4.6, 5.8, 5.784848484848484)","(15.0, 19.5, 19.083333333333332)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(21.0, 36.0, 35.0)","(3.8, 4.3, 4.29125)","(51.0, 110.0, 91.66666666666667)"
15-12-2022 13:18:34.147556,"(6.5, 7.8, 7.6875)","(4.6, 6.0, 5.833333333333333)","(15.0, 19.5, 19.083333333333332)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(21.0, 36.0, 35.0)","(3.8, 4.3, 4.29125)","(51.0, 110.0, 90.9090909090909)"
15-12-2022 13:18:35.275349,"(6.5, 7.8, 7.6875)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.5, 19.083333333333332)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(20.0, 36.0, 35.0)","(3.8, 4.3, 4.29125)","(51.0, 110.0, 90.9090909090909)"
15-12-2022 13:18:36.499817,"(6.5, 7.8, 7.6875)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.5, 19.083333333333332)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(20.0, 36.0, 35.0)","(3.8, 4.3, 4.360215053763441)","(51.0, 110.0, 90.9090909090909)"
15-12-2022 13:18:37.728030,"(6.5, 7.8, 7.6875)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.5, 19.083333333333332)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(20.0, 36.0, 35.0)","(3.8, 4.4, 4.360215053763441)","(51.0, 110.0, 90.9090909090909)"
15-12-2022 13:18:38.972686,"(6.5, 7.8, 7.6875)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.5, 19.083333333333332)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(20.0, 36.0, 35.0)","(3.8, 4.4, 4.360215053763441)","(51.0, 110.0, 90.9090909090909)"
15-12-2022 13:18:40.138748,"(6.5, 7.8, 7.6875)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.5, 19.083333333333332)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(20.0, 36.0, 35.0)","(3.8, 4.4, 4.360215053763441)","(51.0, 110.0, 90.9090909090909)"
15-12-2022 13:18:41.254596,"(6.5, 7.8, 7.6875)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.5, 19.083333333333332)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(20.0, 36.0, 35.0)","(3.8, 4.4, 4.360215053763441)","(51.0, 110.0, 90.9090909090909)"
15-12-2022 13:18:42.439697,"(6.5, 7.8, 7.6875)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.5, 19.083333333333332)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(20.0, 36.0, 35.0)","(3.8, 4.4, 4.360215053763441)","(51.0, 110.0, 90.9090909090909)"
15-12-2022 13:18:43.471308,"(6.5, 7.8, 7.6875)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.5, 19.083333333333332)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(20.0, 36.0, 35.0)","(3.8, 4.4, 4.360215053763441)","(51.0, 110.0, 90.9090909090909)"
15-12-2022 13:18:44.515084,"(6.5, 7.8, 7.6875)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.5, 19.083333333333332)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(20.0, 36.0, 35.0)","(3.8, 4.4, 4.360215053763441)","(51.0, 110.0, 90.9090909090909)"
15-12-2022 13:18:45.688419,"(6.5, 7.8, 7.6875)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.5, 19.083333333333332)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(20.0, 36.0, 35.0)","(3.8, 4.4, 4.360215053763441)","(51.0, 110.0, 90.9090909090909)"
15-12-2022 13:18:46.811216,"(6.5, 7.8, 7.6875)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.5, 19.083333333333332)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(20.0, 36.0, 35.0)","(3.8, 4.4, 4.360215053763441)","(51.0, 110.0, 90.9090909090909)"
15-12-2022 13:18:47.903992,"(6.5, 7.8, 7.6875)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.5, 19.083333333333332)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(20.0, 36.0, 35.0)","(3.8, 4.4, 4.311904761904762)","(51.0, 110.0, 90.9090909090909)"
15-12-2022 13:18:48.960923,"(6.5, 7.8, 7.6875)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.5, 19.016666666666666)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(20.0, 36.0, 35.0)","(3.8, 4.4, 4.311904761904762)","(51.0, 110.0, 90.9090909090909)"
15-12-2022 13:18:50.071261,"(6.5, 7.8, 7.6875)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.5, 19.016666666666666)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(20.0, 36.0, 35.0)","(3.8, 4.4, 4.311904761904762)","(51.0, 110.0, 90.9090909090909)"
15-12-2022 13:18:51.255920,"(6.5, 7.8, 7.6875)","(4.4, 6.0, 5.925)","(15.0, 19.5, 19.016666666666666)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(20.0, 36.0, 35.0)","(3.8, 4.4, 4.311904761904762)","(51.0, 110.0, 90.9090909090909)"
15-12-2022 13:18:52.287631,"(6.5, 7.8, 7.6875)","(4.4, 6.0, 5.925)","(15.0, 19.5, 19.016666666666666)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(20.0, 36.0, 35.0)","(3.8, 4.4, 4.311904761904762)","(51.0, 110.0, 90.9090909090909)"
15-12-2022 13:18:53.355354,"(6.5, 7.8, 7.6875)","(4.4, 6.0, 5.925)","(15.0, 19.5, 19.016666666666666)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(20.0, 36.0, 35.0)","(3.8, 4.4, 4.311904761904762)","(51.0, 110.0, 90.9090909090909)"
15-12-2022 13:18:54.457217,"(6.5, 7.8, 7.62)","(4.4, 6.0, 5.925)","(15.0, 19.5, 19.03846153846154)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(20.0, 36.0, 35.0)","(3.8, 4.4, 4.311904761904762)","(51.0, 110.0, 90.9090909090909)"
15-12-2022 13:18:55.530767,"(6.5, 7.8, 7.62)","(4.4, 6.0, 5.925)","(15.0, 19.5, 19.03846153846154)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.6125)","(20.0, 36.0, 35.0)","(3.8, 4.4, 4.311904761904762)","(51.0, 110.0, 90.9090909090909)"
15-12-2022 13:18:56.610390,"(6.5, 7.8, 7.62)","(4.4, 6.0, 5.925)","(15.0, 19.5, 19.03846153846154)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.585714285714285)","(20.0, 36.0, 35.35714285714286)","(3.8, 4.4, 4.311904761904762)","(51.0, 110.0, 88.33333333333333)"
15-12-2022 13:18:57.656154,"(6.5, 7.8, 7.62)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.5, 19.03846153846154)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.585714285714285)","(20.0, 36.0, 35.35714285714286)","(3.8, 4.4, 4.311904761904762)","(51.0, 95.0, 88.33333333333333)"
15-12-2022 13:18:58.714709,"(6.5, 7.8, 7.62)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.5, 19.03846153846154)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.585714285714285)","(20.0, 36.0, 35.35714285714286)","(3.8, 4.4, 4.311904761904762)","(51.0, 95.0, 88.33333333333333)"
15-12-2022 13:18:59.763033,"(6.5, 7.8, 7.62)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.5, 19.03846153846154)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.585714285714285)","(20.0, 36.0, 35.35714285714286)","(3.8, 4.4, 4.302631578947368)","(51.0, 95.0, 88.33333333333333)"
15-12-2022 13:19:00.810073,"(6.5, 7.8, 7.62)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.5, 19.03846153846154)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.585714285714285)","(20.0, 36.0, 35.35714285714286)","(3.8, 4.4, 4.302631578947368)","(51.0, 95.0, 88.33333333333333)"
15-12-2022 13:19:01.914625,"(6.5, 7.8, 7.62)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.5, 17.785714285714285)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.585714285714285)","(20.0, 36.0, 35.35714285714286)","(3.8, 4.3, 4.2973856209150325)","(51.0, 95.0, 88.33333333333333)"
15-12-2022 13:19:02.969105,"(6.5, 7.8, 7.62)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.5, 17.785714285714285)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.585714285714285)","(20.0, 36.0, 35.35714285714286)","(3.8, 4.3, 4.2973856209150325)","(51.0, 95.0, 88.33333333333333)"
15-12-2022 13:19:04.054859,"(6.5, 7.8, 7.62)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.5, 18.166666666666668)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.585714285714285)","(20.0, 36.0, 35.35714285714286)","(3.8, 4.3, 4.2973856209150325)","(51.0, 95.0, 88.33333333333333)"
15-12-2022 13:19:05.113852,"(6.5, 7.8, 7.62)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.5, 18.166666666666668)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.585714285714285)","(20.0, 36.0, 35.35714285714286)","(3.8, 4.3, 4.2973856209150325)","(51.0, 95.0, 88.33333333333333)"
15-12-2022 13:19:06.187949,"(6.5, 7.8, 7.74)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.0, 17.846153846153847)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.5793103448275865)","(20.0, 36.0, 35.35714285714286)","(3.8, 4.3, 4.2973856209150325)","(51.0, 95.0, 88.33333333333333)"
15-12-2022 13:19:07.283690,"(6.5, 7.8, 7.74)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.0, 17.846153846153847)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.5793103448275865)","(20.0, 36.0, 35.35714285714286)","(3.8, 4.3, 4.2973856209150325)","(51.0, 95.0, 88.33333333333333)"
15-12-2022 13:19:08.317550,"(6.5, 7.8, 7.74)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.0, 17.846153846153847)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.5793103448275865)","(20.0, 36.0, 35.35714285714286)","(3.8, 4.3, 4.336363636363636)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:09.336970,"(6.5, 7.8, 7.74)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.0, 17.75)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.5793103448275865)","(20.0, 36.0, 35.35714285714286)","(3.8, 4.5, 4.336363636363636)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:10.370283,"(6.5, 7.8, 7.74)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.0, 17.75)","(3.7, 4.4, 4.157894736842105)","(5.5, 7.8, 7.5793103448275865)","(20.0, 36.0, 35.35714285714286)","(3.8, 4.5, 4.336363636363636)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:11.435593,"(6.5, 7.8, 7.74)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.0, 17.75)","(3.7, 4.4, 4.186842105263158)","(5.5, 7.8, 7.5793103448275865)","(20.0, 36.0, 35.35714285714286)","(3.8, 4.5, 4.336363636363636)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:12.500921,"(6.5, 7.8, 7.74)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.0, 17.75)","(3.7, 4.4, 4.202439024390244)","(5.5, 7.8, 7.5793103448275865)","(20.0, 36.0, 35.35714285714286)","(3.8, 4.5, 4.336363636363636)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:13.609068,"(6.5, 7.8, 7.74)","(4.4, 6.0, 5.833333333333333)","(15.0, 19.0, 17.75)","(3.7, 4.4, 4.154545454545454)","(5.5, 7.8, 7.5793103448275865)","(20.0, 36.0, 35.0)","(3.8, 4.5, 4.336363636363636)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:14.644092,"(6.5, 7.8, 7.74)","(4.4, 6.0, 5.964285714285714)","(15.0, 19.0, 18.215686274509803)","(3.7, 4.4, 4.154545454545454)","(5.5, 7.8, 7.5793103448275865)","(20.0, 36.0, 35.0)","(3.8, 4.5, 4.336363636363636)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:15.753862,"(6.5, 7.8, 7.74)","(4.4, 6.0, 5.964285714285714)","(15.0, 19.0, 18.215686274509803)","(3.7, 4.4, 4.154545454545454)","(5.5, 7.8, 7.5793103448275865)","(20.0, 36.0, 35.0)","(3.8, 4.5, 4.336363636363636)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:16.810089,"(6.5, 7.8, 7.74)","(4.4, 6.0, 5.964285714285714)","(15.0, 19.0, 18.215686274509803)","(3.7, 4.4, 4.154545454545454)","(5.5, 7.8, 7.5793103448275865)","(20.0, 36.0, 35.0)","(3.8, 4.5, 4.299166666666666)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:17.824329,"(6.5, 7.8, 7.74)","(4.4, 6.0, 5.964285714285714)","(15.0, 18.5, 18.32857142857143)","(3.7, 4.4, 4.154545454545454)","(5.5, 7.8, 7.5793103448275865)","(20.0, 36.0, 35.0)","(3.8, 4.3, 4.299166666666666)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:18.879619,"(6.5, 7.8, 7.74)","(4.4, 6.0, 5.964285714285714)","(15.0, 18.5, 18.32857142857143)","(3.7, 4.4, 4.154545454545454)","(5.5, 7.8, 7.5793103448275865)","(20.0, 36.0, 35.0)","(3.8, 4.3, 4.299166666666666)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:19.904518,"(6.5, 7.8, 7.74)","(4.4, 6.0, 5.964285714285714)","(15.0, 18.5, 18.32857142857143)","(3.7, 4.4, 4.154545454545454)","(5.5, 7.8, 7.5793103448275865)","(20.0, 36.0, 35.0)","(3.8, 4.3, 4.299166666666666)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:20.980598,"(6.5, 7.8, 7.636363636363637)","(4.4, 6.0, 5.964285714285714)","(15.0, 18.5, 18.32857142857143)","(3.7, 4.4, 4.154545454545454)","(5.5, 7.8, 7.5793103448275865)","(20.0, 36.0, 35.0)","(3.8, 4.4, 4.388390501319262)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:22.055667,"(6.5, 7.8, 7.636363636363637)","(4.4, 6.0, 5.964285714285714)","(15.0, 18.5, 18.32857142857143)","(3.7, 4.4, 4.154545454545454)","(5.5, 7.8, 7.5793103448275865)","(20.0, 36.0, 35.0)","(3.8, 4.4, 4.388390501319262)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:23.140276,"(6.5, 7.8, 7.636363636363637)","(4.4, 6.0, 5.964285714285714)","(15.0, 18.5, 18.32857142857143)","(3.7, 4.4, 4.168571428571428)","(5.5, 7.8, 7.5793103448275865)","(20.0, 36.0, 35.0)","(3.8, 4.4, 4.388390501319262)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:24.230741,"(6.5, 7.8, 7.636363636363637)","(4.4, 6.0, 5.964285714285714)","(15.0, 18.5, 18.35)","(3.7, 4.4, 4.168571428571428)","(5.5, 7.8, 7.5793103448275865)","(20.0, 36.0, 35.0)","(3.8, 4.4, 4.388390501319262)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:25.423080,"(6.5, 7.8, 7.636363636363637)","(4.4, 6.0, 5.964285714285714)","(15.0, 18.5, 18.42105263157895)","(3.7, 4.4, 4.168571428571428)","(5.5, 7.8, 7.5793103448275865)","(20.0, 36.0, 31.2)","(3.8, 4.4, 4.388390501319262)","(51.0, 95.0, 87.5)"
15-12-2022 13:19:26.512725,"(6.5, 7.8, 7.636363636363637)","(4.4, 6.0, 5.964285714285714)","(15.0, 18.5, 18.42105263157895)","(3.7, 4.4, 4.168571428571428)","(5.5, 7.8, 7.5793103448275865)","(20.0, 34.0, 31.2)","(3.8, 4.4, 4.388390501319262)","(51.0, 95.0, 87.5)"
15-12-2022 13:19:27.615160,"(6.5, 7.8, 7.636363636363637)","(4.4, 6.0, 5.964285714285714)","(15.0, 18.5, 18.42105263157895)","(3.7, 4.4, 4.168571428571428)","(5.5, 7.8, 7.5793103448275865)","(20.0, 34.0, 31.2)","(3.8, 4.4, 4.388390501319262)","(51.0, 95.0, 87.5)"
15-12-2022 13:19:28.701568,"(6.5, 7.8, 7.636363636363637)","(4.4, 6.0, 5.964285714285714)","(15.0, 18.5, 18.42105263157895)","(3.7, 4.4, 4.168571428571428)","(5.5, 7.8, 7.5793103448275865)","(20.0, 34.0, 31.2)","(3.8, 4.4, 4.38740157480315)","(51.0, 95.0, 87.5)"
15-12-2022 13:19:29.819960,"(6.5, 7.8, 7.636363636363637)","(4.4, 6.0, 5.964285714285714)","(15.0, 18.5, 18.42105263157895)","(3.7, 4.4, 4.168571428571428)","(5.5, 7.8, 7.5793103448275865)","(20.0, 34.0, 31.2)","(3.8, 4.4, 4.355555555555556)","(51.0, 95.0, 87.5)"
15-12-2022 13:19:30.860534,"(6.5, 7.8, 7.636363636363637)","(4.4, 6.0, 5.964285714285714)","(15.0, 18.5, 18.42105263157895)","(3.7, 4.4, 4.168571428571428)","(5.5, 7.8, 7.5793103448275865)","(20.0, 34.0, 31.2)","(3.8, 4.4, 4.355555555555556)","(51.0, 95.0, 87.5)"
15-12-2022 13:19:32.005533,"(6.5, 7.8, 7.636363636363637)","(4.4, 6.0, 5.964285714285714)","(15.0, 18.5, 18.42105263157895)","(3.7, 4.4, 4.168571428571428)","(5.5, 7.8, 7.5793103448275865)","(20.0, 34.0, 31.2)","(3.8, 4.4, 4.355555555555556)","(51.0, 95.0, 87.5)"
15-12-2022 13:19:33.036961,"(6.5, 7.8, 7.636363636363637)","(4.4, 6.0, 5.964285714285714)","(15.0, 18.5, 18.42105263157895)","(3.7, 4.4, 4.168571428571428)","(5.5, 7.8, 7.5793103448275865)","(20.0, 34.0, 31.2)","(3.8, 4.4, 4.346666666666667)","(51.0, 95.0, 87.5)"
15-12-2022 13:19:34.134085,"(6.5, 7.8, 7.636363636363637)","(4.4, 6.0, 5.964285714285714)","(15.0, 18.5, 18.42105263157895)","(3.7, 4.4, 4.168571428571428)","(5.5, 7.8, 7.5793103448275865)","(20.0, 34.0, 31.2)","(3.8, 4.4, 4.346666666666667)","(51.0, 95.0, 87.5)"
15-12-2022 13:19:35.195680,"(6.5, 7.8, 7.636363636363637)","(4.6, 6.0, 5.964285714285714)","(15.0, 18.5, 18.42105263157895)","(3.7, 4.4, 4.4984267453294)","(5.5, 7.8, 7.5793103448275865)","(20.0, 34.0, 31.2)","(3.8, 4.4, 4.346666666666667)","(51.0, 95.0, 87.5)"
15-12-2022 13:19:36.247680,"(6.5, 7.8, 7.542857142857143)","(4.6, 6.0, 5.964285714285714)","(15.0, 18.5, 18.42105263157895)","(3.7, 4.5, 4.4984267453294)","(5.5, 7.8, 7.5793103448275865)","(20.0, 34.0, 31.2)","(3.8, 4.4, 4.346666666666667)","(51.0, 95.0, 87.5)"
15-12-2022 13:19:37.295159,"(6.5, 7.8, 7.418181818181818)","(4.6, 6.0, 5.964285714285714)","(15.0, 18.5, 18.42105263157895)","(3.7, 4.5, 4.498815399802567)","(5.5, 7.8, 7.5793103448275865)","(20.0, 34.0, 31.2)","(3.8, 4.4, 4.346666666666667)","(51.0, 95.0, 87.5)"
15-12-2022 13:19:38.373945,"(6.5, 7.8, 7.333333333333333)","(4.6, 6.0, 5.956521739130435)","(15.0, 18.5, 18.41176470588235)","(3.7, 4.5, 4.498815399802567)","(5.5, 7.8, 7.5793103448275865)","(20.0, 34.0, 31.2)","(3.8, 4.4, 4.346666666666667)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:39.388387,"(6.5, 7.8, 7.333333333333333)","(4.6, 6.0, 5.956521739130435)","(15.0, 18.5, 18.396551724137932)","(3.7, 4.5, 4.498815399802567)","(5.5, 7.8, 7.5793103448275865)","(20.0, 34.0, 31.2)","(3.8, 4.4, 4.346666666666667)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:40.541832,"(6.5, 7.8, 7.333333333333333)","(4.6, 6.0, 5.956521739130435)","(15.0, 18.5, 18.396551724137932)","(3.7, 4.5, 4.498815399802567)","(5.5, 7.8, 7.5793103448275865)","(20.0, 34.0, 31.2)","(3.8, 4.3, 4.292670157068063)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:41.617858,"(6.5, 7.8, 7.333333333333333)","(4.6, 6.0, 5.956521739130435)","(15.0, 18.5, 18.396551724137932)","(3.7, 4.5, 4.498815399802567)","(5.5, 7.8, 7.5793103448275865)","(20.0, 34.0, 31.2)","(3.8, 4.3, 4.292670157068063)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:42.703294,"(6.5, 7.8, 7.333333333333333)","(4.6, 6.0, 5.956521739130435)","(15.0, 18.5, 18.396551724137932)","(3.7, 4.5, 4.498815399802567)","(5.5, 7.8, 7.5793103448275865)","(20.0, 34.0, 31.2)","(3.8, 4.3, 4.292670157068063)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:43.765106,"(6.5, 7.8, 7.333333333333333)","(4.6, 6.0, 5.956521739130435)","(15.0, 18.5, 18.396551724137932)","(3.7, 4.5, 4.498815399802567)","(5.5, 7.8, 7.5793103448275865)","(20.0, 34.0, 31.2)","(3.8, 4.3, 4.292670157068063)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:44.876871,"(6.5, 7.8, 7.333333333333333)","(4.6, 6.0, 5.956521739130435)","(15.0, 19.0, 18.523809523809526)","(3.7, 4.5, 4.498815399802567)","(5.5, 7.8, 7.5793103448275865)","(20.0, 32.0, 30.0)","(3.8, 4.3, 4.292670157068063)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:45.995210,"(6.5, 7.8, 7.333333333333333)","(4.6, 6.0, 5.956521739130435)","(15.0, 19.0, 18.245283018867923)","(3.7, 4.5, 4.498815399802567)","(5.5, 7.8, 7.5793103448275865)","(20.0, 32.0, 30.0)","(3.8, 4.3, 4.29242819843342)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:47.063834,"(6.5, 7.8, 7.333333333333333)","(4.6, 6.0, 5.9655172413793105)","(15.0, 19.0, 18.245283018867923)","(3.7, 4.5, 4.498815399802567)","(6.0, 7.8, 7.5793103448275865)","(20.0, 32.0, 30.0)","(3.8, 4.3, 4.29242819843342)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:48.229858,"(6.5, 7.8, 7.333333333333333)","(4.6, 6.0, 5.9655172413793105)","(15.0, 19.0, 18.414285714285715)","(3.7, 4.5, 4.4988439306358385)","(6.0, 7.8, 7.5793103448275865)","(20.0, 32.0, 30.0)","(3.8, 4.3, 4.29242819843342)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:49.343332,"(6.5, 7.8, 7.333333333333333)","(4.6, 6.0, 5.9655172413793105)","(15.0, 18.5, 18.414285714285715)","(3.7, 4.5, 4.4988439306358385)","(6.0, 7.8, 7.5793103448275865)","(20.0, 32.0, 30.0)","(3.8, 4.3, 4.29242819843342)","(51.0, 95.0, 85.9090909090909)"
15-12-2022 13:19:50.472642,"(6.5, 7.8, 7.333333333333333)","(4.6, 6.0, 5.9655172413793105)","(15.0, 18.5, 18.414285714285715)","(3.7, 4.5, 4.4988439306358385)","(5.5, 7.8, 7.5793103448275865)","(20.0, 32.0, 30.0)","(3.8, 4.3, 4.29242819843342)","(51.0, 95.0, 85.9090909090909)"
