,Miss Indi,Up The Score,Skylas Elite,Upper West Side,Locked Up,Our Girl Lola,Unacceptable Max,Framalda
09-01-2023 13:51:38.951637,"(6.0, 6.6, 6.431578947368421)","(8.5, 10.0, 9.428571428571429)","(31.0, 46.0, 39.14285714285714)","(2.05, 2.84, 2.7642105263157895)","(26.0, 46.0, 43.333333333333336)","(9.0, 17.5, 16.0)","(7.0, 10.5, 10.18235294117647)","(4.6, 6.4, 6.285714285714286)"
09-01-2023 13:51:40.037852,"(6.0, 6.6, 6.431578947368421)","(8.5, 9.6, 9.314285714285713)","(31.0, 46.0, 39.14285714285714)","(2.05, 2.84, 2.7642105263157895)","(26.0, 46.0, 43.333333333333336)","(9.0, 17.5, 16.0)","(7.0, 10.5, 10.18235294117647)","(4.6, 6.4, 6.333333333333334)"
09-01-2023 13:51:41.176399,"(6.0, 6.6, 6.431578947368421)","(8.5, 9.6, 9.84)","(31.0, 46.0, 38.32)","(2.05, 2.84, 2.744)","(26.0, 46.0, 43.333333333333336)","(9.0, 17.5, 16.0)","(7.0, 10.5, 10.18235294117647)","(4.6, 6.4, 6.333333333333334)"
09-01-2023 13:51:42.290873,"(6.0, 6.6, 6.431578947368421)","(8.5, 10.0, 9.84)","(31.0, 46.0, 38.32)","(2.05, 2.84, 2.7333333333333334)","(26.0, 46.0, 43.333333333333336)","(9.0, 17.5, 16.0)","(7.0, 10.5, 10.18235294117647)","(4.6, 6.4, 6.333333333333334)"
09-01-2023 13:51:43.365728,"(6.0, 6.6, 6.431578947368421)","(8.5, 11.0, 9.44)","(31.0, 46.0, 38.32)","(2.05, 2.84, 2.611578947368421)","(26.0, 46.0, 43.333333333333336)","(9.0, 17.5, 16.0)","(7.0, 10.5, 10.084615384615384)","(4.6, 6.4, 6.333333333333334)"
09-01-2023 13:51:44.501997,"(6.0, 6.6, 6.431578947368421)","(8.5, 11.0, 9.513043478260869)","(31.0, 46.0, 39.14285714285714)","(2.05, 2.68, 2.6053731343283584)","(26.0, 46.0, 43.333333333333336)","(9.0, 17.5, 16.0)","(7.0, 10.5, 10.1625)","(4.6, 6.4, 6.333333333333334)"
09-01-2023 13:51:45.671761,"(6.0, 6.6, 6.431578947368421)","(8.5, 11.0, 9.411764705882351)","(31.0, 46.0, 39.14285714285714)","(2.05, 2.68, 2.604832214765101)","(26.0, 46.0, 44.22222222222222)","(9.0, 17.5, 16.0)","(7.0, 10.5, 10.25294117647059)","(4.6, 6.4, 6.333333333333334)"
09-01-2023 13:51:46.836161,"(6.0, 6.6, 6.431578947368421)","(8.0, 10.5, 9.672727272727272)","(31.0, 46.0, 39.14285714285714)","(2.1, 2.68, 2.604832214765101)","(26.0, 46.0, 43.86666666666667)","(9.0, 17.5, 15.82)","(7.0, 10.5, 10.309090909090909)","(4.6, 6.4, 6.325)"
09-01-2023 13:51:48.020285,"(6.0, 6.6, 6.485714285714286)","(8.0, 9.8, 9.466666666666667)","(31.0, 46.0, 39.14285714285714)","(2.1, 2.68, 2.604832214765101)","(26.0, 46.0, 44.0)","(9.0, 17.5, 15.892857142857142)","(7.0, 10.5, 10.071428571428571)","(4.6, 6.4, 6.266666666666667)"
09-01-2023 13:51:49.259127,"(6.0, 6.6, 6.4967741935483865)","(8.0, 9.8, 9.36)","(31.0, 46.0, 39.37931034482759)","(2.1, 2.68, 2.606797385620915)","(26.0, 46.0, 44.0)","(9.0, 17.5, 15.76923076923077)","(7.0, 10.5, 10.26923076923077)","(4.6, 6.6, 6.35)"
09-01-2023 13:51:50.392682,"(6.0, 6.6, 6.4967741935483865)","(8.0, 9.8, 9.36)","(31.0, 46.0, 39.37931034482759)","(2.1, 2.68, 2.606797385620915)","(26.0, 46.0, 44.0)","(9.0, 17.5, 15.76923076923077)","(7.0, 10.5, 10.125)","(4.6, 6.6, 6.266666666666667)"
09-01-2023 13:51:51.472376,"(6.0, 6.6, 6.4967741935483865)","(8.0, 9.8, 9.36)","(31.0, 46.0, 39.37931034482759)","(2.1, 2.68, 2.606797385620915)","(26.0, 46.0, 44.0)","(9.0, 17.5, 15.76923076923077)","(7.0, 10.5, 10.125)","(4.6, 6.6, 6.266666666666667)"
09-01-2023 13:51:52.607340,"(6.0, 6.6, 6.447619047619048)","(8.0, 9.8, 9.36)","(31.0, 46.0, 39.37931034482759)","(2.1, 2.68, 2.606797385620915)","(26.0, 46.0, 44.0)","(9.0, 17.5, 16.7)","(7.0, 10.5, 10.26923076923077)","(4.6, 6.6, 6.35)"
09-01-2023 13:51:53.742151,"(6.0, 6.6, 6.447619047619048)","(8.0, 9.8, 9.68)","(31.0, 46.0, 39.37931034482759)","(2.1, 2.68, 2.606797385620915)","(26.0, 46.0, 44.0)","(9.0, 17.5, 16.236842105263158)","(7.0, 10.5, 10.26923076923077)","(4.6, 6.6, 6.35)"
09-01-2023 13:51:54.831899,"(6.0, 6.6, 6.447619047619048)","(8.0, 9.8, 9.68)","(31.0, 46.0, 39.37931034482759)","(2.1, 2.68, 2.606797385620915)","(26.0, 46.0, 44.0)","(9.0, 17.5, 16.7)","(7.0, 10.5, 10.125)","(4.6, 6.6, 6.266666666666667)"
09-01-2023 13:51:55.961097,"(6.0, 6.6, 6.447619047619048)","(8.0, 9.8, 9.68)","(31.0, 46.0, 39.37931034482759)","(2.1, 2.68, 2.606797385620915)","(26.0, 46.0, 44.0)","(9.0, 17.5, 16.236842105263158)","(7.0, 10.5, 10.26923076923077)","(4.6, 6.6, 6.266666666666667)"
09-01-2023 13:51:57.037155,"(6.0, 6.6, 6.447619047619048)","(8.0, 9.6, 9.306666666666667)","(31.0, 46.0, 39.37931034482759)","(2.1, 2.68, 2.610097087378641)","(26.0, 46.0, 44.0)","(9.0, 17.5, 16.236842105263158)","(7.0, 10.5, 10.369565217391305)","(4.6, 6.6, 6.35)"
09-01-2023 13:51:58.063222,"(6.0, 6.6, 6.447619047619048)","(8.0, 9.6, 9.306666666666667)","(31.0, 46.0, 39.37931034482759)","(2.1, 2.68, 2.610097087378641)","(26.0, 46.0, 44.0)","(9.0, 17.5, 16.236842105263158)","(7.0, 10.5, 10.369565217391305)","(4.6, 6.6, 6.457142857142857)"
09-01-2023 13:51:59.103717,"(6.0, 6.6, 6.447619047619048)","(8.0, 9.6, 9.306666666666667)","(31.0, 46.0, 39.37931034482759)","(2.1, 2.68, 2.610097087378641)","(26.0, 46.0, 44.0)","(9.0, 17.5, 16.7)","(7.0, 10.5, 10.369565217391305)","(4.6, 6.6, 6.457142857142857)"
09-01-2023 13:52:00.123290,"(6.0, 6.6, 6.447619047619048)","(8.0, 9.6, 9.306666666666667)","(31.0, 46.0, 39.37931034482759)","(2.1, 2.68, 2.610097087378641)","(26.0, 46.0, 44.0)","(9.0, 17.5, 16.236842105263158)","(7.0, 10.5, 10.369565217391305)","(4.6, 6.6, 6.457142857142857)"
09-01-2023 13:52:01.160746,"(6.0, 6.6, 6.447619047619048)","(8.0, 9.6, 9.306666666666667)","(31.0, 46.0, 38.61538461538461)","(2.1, 2.68, 2.610097087378641)","(26.0, 46.0, 44.0)","(9.0, 17.5, 16.7)","(7.0, 10.5, 10.369565217391305)","(4.6, 6.6, 6.457142857142857)"
09-01-2023 13:52:02.226566,"(6.0, 6.6, 6.447619047619048)","(8.0, 9.6, 9.52)","(31.0, 46.0, 38.61538461538461)","(2.1, 2.68, 2.610097087378641)","(26.0, 46.0, 44.0)","(9.0, 17.5, 16.7)","(7.0, 10.5, 10.369565217391305)","(4.6, 6.6, 6.457142857142857)"
09-01-2023 13:52:03.328753,"(6.0, 6.6, 6.447619047619048)","(8.0, 9.6, 9.52)","(31.0, 46.0, 38.61538461538461)","(2.1, 2.68, 2.659090909090909)","(26.0, 46.0, 44.0)","(9.0, 17.5, 16.166666666666668)","(7.0, 10.5, 10.90909090909091)","(4.6, 6.6, 6.457142857142857)"
09-01-2023 13:52:04.430992,"(6.0, 6.6, 6.466666666666667)","(8.0, 9.6, 9.415384615384616)","(31.0, 46.0, 39.37931034482759)","(2.1, 2.7, 2.670909090909091)","(26.0, 46.0, 44.0)","(9.0, 17.5, 16.833333333333332)","(7.0, 11.0, 10.76923076923077)","(4.6, 6.6, 6.457142857142857)"
09-01-2023 13:52:05.545242,"(6.0, 6.6, 6.466666666666667)","(8.0, 9.6, 9.36)","(31.0, 46.0, 39.37931034482759)","(2.1, 2.7, 2.6550000000000002)","(26.0, 46.0, 44.0)","(9.0, 17.5, 16.558823529411764)","(7.0, 11.0, 10.916666666666666)","(4.6, 6.6, 6.457142857142857)"
09-01-2023 13:52:06.662947,"(6.0, 6.6, 6.466666666666667)","(8.0, 9.6, 9.424)","(31.0, 46.0, 39.14285714285714)","(2.1, 2.7, 2.6550000000000002)","(26.0, 46.0, 44.4)","(9.0, 17.5, 16.558823529411764)","(7.0, 11.0, 10.941176470588236)","(4.6, 6.6, 6.457142857142857)"
09-01-2023 13:52:07.749547,"(6.0, 6.6, 6.333333333333333)","(8.0, 9.6, 9.341176470588234)","(31.0, 46.0, 39.14285714285714)","(2.1, 2.7, 2.670909090909091)","(26.0, 46.0, 44.4)","(9.0, 17.5, 16.884615384615383)","(7.0, 11.0, 10.941176470588236)","(4.6, 6.6, 6.457142857142857)"
09-01-2023 13:52:08.867202,"(6.0, 6.6, 6.411764705882353)","(8.0, 9.6, 9.341176470588234)","(31.0, 46.0, 39.14285714285714)","(2.1, 2.7, 2.6550000000000002)","(26.0, 46.0, 44.4)","(9.0, 17.5, 16.558823529411764)","(7.0, 11.0, 10.941176470588236)","(4.6, 6.6, 6.457142857142857)"
09-01-2023 13:52:10.032372,"(6.0, 6.6, 6.333333333333333)","(8.0, 9.6, 9.542857142857143)","(31.0, 46.0, 39.37931034482759)","(2.1, 2.7, 2.6550000000000002)","(26.0, 46.0, 44.4)","(9.0, 17.5, 15.416666666666666)","(7.0, 11.0, 10.25)","(4.6, 6.6, 6.457142857142857)"
09-01-2023 13:52:11.190402,"(6.0, 6.6, 6.333333333333333)","(7.5, 9.6, 9.542857142857143)","(31.0, 46.0, 39.37931034482759)","(2.1, 2.7, 2.6550000000000002)","(26.0, 46.0, 44.4)","(9.0, 17.5, 15.416666666666666)","(7.0, 10.5, 10.294117647058824)","(4.6, 6.6, 6.457142857142857)"
09-01-2023 13:52:12.380767,"(6.0, 6.6, 6.411764705882353)","(7.5, 9.6, 9.542857142857143)","(31.0, 46.0, 39.37931034482759)","(2.1, 2.7, 2.670909090909091)","(26.0, 46.0, 44.4)","(9.0, 17.5, 15.555555555555555)","(7.0, 10.5, 10.294117647058824)","(4.6, 6.6, 6.457142857142857)"
09-01-2023 13:52:13.551993,"(6.0, 6.6, 6.411764705882353)","(7.5, 9.6, 9.399999999999999)","(31.0, 46.0, 39.37931034482759)","(2.1, 2.7, 2.670909090909091)","(26.0, 46.0, 44.4)","(9.0, 17.5, 16.153846153846153)","(7.0, 10.5, 10.294117647058824)","(4.6, 6.6, 6.457142857142857)"
09-01-2023 13:52:14.666065,"(6.0, 6.6, 6.481481481481481)","(7.5, 9.6, 9.341176470588234)","(31.0, 46.0, 39.37931034482759)","(2.1, 2.7, 2.6550000000000002)","(26.0, 46.0, 44.4)","(9.0, 17.5, 16.666666666666668)","(7.0, 10.5, 10.294117647058824)","(4.6, 6.6, 6.457142857142857)"
09-01-2023 13:52:15.757459,"(6.0, 6.6, 6.513513513513513)","(7.5, 9.6, 9.437037037037037)","(31.0, 46.0, 37.92307692307692)","(2.1, 2.7, 2.676)","(26.0, 46.0, 44.4)","(9.0, 17.5, 16.666666666666668)","(7.0, 10.5, 10.294117647058824)","(4.6, 6.6, 6.457142857142857)"
09-01-2023 13:52:17.026338,"(6.0, 6.6, 6.5625)","(7.5, 9.6, 9.379999999999999)","(31.0, 46.0, 37.388888888888886)","(2.1, 2.68, 2.6447058823529415)","(26.0, 46.0, 44.93333333333333)","(9.0, 17.5, 16.666666666666668)","(7.0, 10.5, 10.294117647058824)","(4.6, 6.6, 6.457142857142857)"
09-01-2023 13:52:18.225713,"(6.0, 7.0, 6.742857142857143)","(7.5, 9.6, 9.379999999999999)","(31.0, 46.0, 39.84615384615385)","(2.1, 2.68, 2.6436363636363636)","(26.0, 46.0, 44.93333333333333)","(9.0, 17.5, 15.652173913043478)","(7.0, 10.5, 10.294117647058824)","(4.6, 6.6, 6.457142857142857)"
09-01-2023 13:52:19.361784,"(6.0, 7.0, 6.828571428571428)","(7.5, 9.6, 9.569230769230769)","(31.0, 44.0, 39.07692307692308)","(2.1, 2.68, 2.6436363636363636)","(26.0, 46.0, 44.93333333333333)","(9.0, 17.5, 15.652173913043478)","(7.0, 10.5, 10.379310344827587)","(4.6, 6.6, 6.494736842105263)"
09-01-2023 13:52:20.724817,"(6.0, 7.0, 6.907692307692308)","(7.5, 9.6, 9.569230769230769)","(31.0, 44.0, 37.55555555555556)","(2.1, 2.68, 2.6436363636363636)","(26.0, 46.0, 44.93333333333333)","(9.0, 17.5, 15.652173913043478)","(7.0, 10.5, 10.379310344827587)","(4.6, 6.6, 6.494736842105263)"
09-01-2023 13:52:21.784752,"(6.0, 7.0, 6.907692307692308)","(7.5, 9.6, 9.569230769230769)","(31.0, 42.0, 37.55555555555556)","(2.1, 2.68, 2.6436363636363636)","(26.0, 46.0, 44.93333333333333)","(9.0, 17.5, 15.9375)","(7.0, 10.5, 10.379310344827587)","(4.6, 6.6, 6.466666666666667)"
09-01-2023 13:52:23.010833,"(6.0, 7.4, 7.266666666666667)","(7.5, 9.6, 9.266666666666666)","(31.0, 42.0, 35.142857142857146)","(2.1, 2.68, 2.64)","(26.0, 46.0, 44.93333333333333)","(9.0, 17.5, 15.9375)","(7.0, 10.5, 10.347826086956522)","(4.6, 6.6, 6.454545454545454)"
09-01-2023 13:52:24.105570,"(6.0, 7.4, 7.246153846153846)","(7.5, 9.6, 9.266666666666666)","(31.0, 42.0, 34.96)","(2.1, 2.68, 2.6436363636363636)","(26.0, 46.0, 44.93333333333333)","(9.0, 17.5, 15.9375)","(7.0, 10.5, 10.347826086956522)","(4.6, 6.6, 6.454545454545454)"
09-01-2023 13:52:25.221689,"(6.0, 7.4, 7.177777777777778)","(7.5, 9.6, 9.266666666666666)","(31.0, 42.0, 34.96)","(2.1, 2.68, 2.6436363636363636)","(26.0, 46.0, 44.93333333333333)","(9.0, 17.5, 15.9375)","(7.0, 10.5, 10.347826086956522)","(4.6, 6.6, 6.454545454545454)"
09-01-2023 13:52:26.360371,"(6.0, 7.4, 7.177777777777778)","(7.5, 9.6, 9.266666666666666)","(31.0, 42.0, 34.96)","(2.1, 2.68, 2.62)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.5, 15.9375)","(7.5, 10.5, 10.347826086956522)","(4.6, 6.6, 6.454545454545454)"
09-01-2023 13:52:27.505903,"(6.0, 7.4, 7.342857142857143)","(7.5, 9.6, 9.299999999999999)","(31.0, 42.0, 34.96)","(2.1, 2.68, 2.617391304347826)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.5, 15.9375)","(7.5, 10.5, 10.347826086956522)","(4.6, 6.6, 6.454545454545454)"
09-01-2023 13:52:28.651720,"(6.0, 7.4, 7.342857142857143)","(7.5, 9.6, 9.37142857142857)","(31.0, 42.0, 34.63157894736842)","(2.1, 2.68, 2.617391304347826)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.5, 15.9375)","(7.5, 10.5, 10.37037037037037)","(4.6, 6.6, 6.457777777777777)"
09-01-2023 13:52:29.772876,"(6.0, 7.4, 7.342857142857143)","(7.5, 9.6, 9.37142857142857)","(31.0, 42.0, 34.72727272727273)","(2.1, 2.68, 2.617391304347826)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.5, 15.75)","(7.5, 10.5, 10.37037037037037)","(4.6, 6.6, 6.457777777777777)"
09-01-2023 13:52:30.857982,"(6.0, 7.4, 7.342857142857143)","(7.5, 9.4, 8.818181818181818)","(31.0, 42.0, 34.72727272727273)","(2.1, 2.68, 2.617391304347826)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.75)","(7.5, 10.5, 10.37037037037037)","(4.6, 6.6, 6.457777777777777)"
09-01-2023 13:52:31.984959,"(6.0, 7.8, 7.676923076923077)","(7.5, 9.4, 8.941176470588236)","(31.0, 42.0, 34.72727272727273)","(2.1, 2.68, 2.617391304347826)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.75)","(7.5, 10.5, 10.37037037037037)","(4.6, 6.6, 6.5)"
09-01-2023 13:52:33.086897,"(6.0, 7.8, 7.4)","(7.5, 9.4, 8.88)","(31.0, 42.0, 34.72727272727273)","(2.1, 2.68, 2.617391304347826)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.75)","(7.5, 10.5, 10.37037037037037)","(4.6, 6.6, 6.5)"
09-01-2023 13:52:34.164932,"(6.0, 7.8, 7.4)","(7.5, 9.4, 8.75)","(31.0, 42.0, 34.63157894736842)","(2.1, 2.68, 2.617391304347826)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.705882352941176)","(7.5, 10.5, 10.347826086956522)","(4.6, 6.6, 6.5)"
09-01-2023 13:52:35.277629,"(6.0, 7.8, 7.4)","(7.5, 9.2, 9.08)","(31.0, 42.0, 37.22727272727273)","(2.1, 2.68, 2.617391304347826)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.705882352941176)","(7.5, 10.5, 10.347826086956522)","(4.6, 6.6, 6.521951219512195)"
09-01-2023 13:52:36.335087,"(6.0, 7.8, 7.4)","(7.5, 9.2, 9.049999999999999)","(31.0, 42.0, 37.31707317073171)","(2.15, 2.68, 2.617391304347826)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 16.5)","(7.5, 10.5, 10.347826086956522)","(4.6, 6.6, 6.521951219512195)"
09-01-2023 13:52:37.332338,"(6.0, 7.8, 7.4)","(7.5, 9.2, 9.114285714285714)","(31.0, 42.0, 37.31707317073171)","(2.15, 2.68, 2.617391304347826)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.833333333333334)","(7.5, 10.5, 10.347826086956522)","(4.6, 6.6, 6.521951219512195)"
09-01-2023 13:52:38.323226,"(6.0, 7.8, 7.4)","(7.5, 9.2, 9.149999999999999)","(31.0, 42.0, 37.31707317073171)","(2.15, 2.68, 2.617391304347826)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.5, 15.833333333333334)","(7.5, 10.5, 10.347826086956522)","(4.6, 6.6, 6.521951219512195)"
09-01-2023 13:52:39.310486,"(6.0, 7.8, 7.32)","(7.5, 9.0, 8.875)","(31.0, 42.0, 36.61538461538461)","(2.15, 2.68, 2.6307692307692307)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.5, 15.833333333333334)","(7.5, 10.5, 10.347826086956522)","(4.6, 6.6, 6.5473684210526315)"
09-01-2023 13:52:40.410096,"(6.0, 7.8, 7.32)","(7.5, 9.0, 8.858823529411765)","(31.0, 42.0, 37.142857142857146)","(2.15, 2.68, 2.6307692307692307)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.5, 15.705882352941176)","(7.5, 10.5, 10.347826086956522)","(4.6, 6.6, 6.5473684210526315)"
09-01-2023 13:52:41.540508,"(6.0, 7.8, 7.32)","(7.5, 9.0, 8.858823529411765)","(31.0, 40.0, 37.142857142857146)","(2.15, 2.68, 2.6307692307692307)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.705882352941176)","(7.5, 10.5, 10.347826086956522)","(4.6, 6.6, 6.5473684210526315)"
09-01-2023 13:52:42.574117,"(6.0, 7.8, 7.32)","(7.5, 9.0, 8.8)","(31.0, 40.0, 36.888888888888886)","(2.15, 2.68, 2.6578947368421053)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.666666666666666)","(7.5, 10.5, 10.347826086956522)","(4.6, 6.6, 6.5473684210526315)"
09-01-2023 13:52:43.695850,"(6.0, 7.8, 7.32)","(7.5, 9.0, 8.75)","(31.0, 38.0, 32.31578947368421)","(2.15, 2.7, 2.678571428571429)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.666666666666666)","(7.5, 10.5, 10.321428571428571)","(4.6, 6.6, 6.5473684210526315)"
09-01-2023 13:52:44.830326,"(6.0, 7.8, 7.32)","(7.5, 9.0, 8.75)","(31.0, 38.0, 32.4)","(2.15, 2.7, 2.6578947368421053)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.666666666666666)","(7.5, 10.5, 10.222222222222221)","(4.6, 6.6, 6.5473684210526315)"
09-01-2023 13:52:45.976854,"(6.0, 7.8, 7.32)","(7.5, 9.0, 8.84)","(31.0, 38.0, 32.4)","(2.15, 2.7, 2.6578947368421053)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.666666666666666)","(7.5, 10.5, 10.416666666666666)","(4.6, 6.6, 6.5473684210526315)"
09-01-2023 13:52:47.185480,"(6.0, 7.8, 7.32)","(7.5, 9.0, 8.84)","(31.0, 38.0, 32.206896551724135)","(2.15, 2.7, 2.678571428571429)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 16.333333333333332)","(7.5, 10.5, 10.933333333333334)","(4.6, 6.6, 6.5473684210526315)"
09-01-2023 13:52:48.250046,"(6.0, 7.8, 7.32)","(7.5, 8.8, 8.709090909090909)","(31.0, 38.0, 32.206896551724135)","(2.15, 2.7, 2.6578947368421053)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.857142857142858)","(7.5, 11.0, 10.933333333333334)","(4.6, 6.6, 6.5473684210526315)"
09-01-2023 13:52:49.329307,"(6.0, 7.8, 7.32)","(7.5, 8.8, 8.7)","(31.0, 38.0, 32.206896551724135)","(2.15, 2.7, 2.6578947368421053)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.857142857142858)","(7.5, 11.0, 10.933333333333334)","(4.6, 6.6, 6.5473684210526315)"
09-01-2023 13:52:50.455419,"(6.0, 7.8, 7.32)","(7.5, 8.8, 8.7)","(31.0, 38.0, 32.206896551724135)","(2.15, 2.7, 2.6578947368421053)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.857142857142858)","(7.5, 11.0, 10.933333333333334)","(4.6, 6.6, 6.5473684210526315)"
09-01-2023 13:52:51.436591,"(6.0, 7.8, 7.246153846153846)","(7.5, 8.8, 8.7)","(31.0, 38.0, 32.16216216216216)","(2.15, 2.7, 2.678571428571429)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.857142857142858)","(7.5, 11.0, 10.933333333333334)","(4.6, 6.6, 6.5473684210526315)"
09-01-2023 13:52:52.446615,"(6.0, 7.8, 7.246153846153846)","(7.5, 8.8, 8.7)","(31.0, 38.0, 32.16216216216216)","(2.15, 2.7, 2.6578947368421053)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.857142857142858)","(7.5, 11.0, 10.96551724137931)","(4.6, 6.6, 6.5473684210526315)"
09-01-2023 13:52:53.395685,"(6.0, 7.8, 7.246153846153846)","(7.5, 8.8, 8.771428571428572)","(31.0, 38.0, 32.16216216216216)","(2.15, 2.7, 2.678571428571429)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.857142857142858)","(7.5, 11.0, 10.96551724137931)","(4.6, 6.6, 6.5473684210526315)"
09-01-2023 13:52:54.381276,"(6.0, 7.8, 7.246153846153846)","(7.5, 8.8, 8.771428571428572)","(31.0, 38.0, 32.16216216216216)","(2.15, 2.7, 2.678571428571429)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.857142857142858)","(7.5, 11.5, 11.1)","(4.6, 6.6, 6.5473684210526315)"
09-01-2023 13:52:55.326974,"(6.0, 7.8, 7.246153846153846)","(7.5, 8.8, 8.771428571428572)","(31.0, 38.0, 32.16216216216216)","(2.15, 2.7, 2.6384615384615384)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.857142857142858)","(7.5, 11.5, 11.1)","(4.6, 6.6, 6.5473684210526315)"
09-01-2023 13:52:56.326047,"(6.0, 7.8, 7.246153846153846)","(7.5, 8.8, 8.771428571428572)","(31.0, 38.0, 32.16216216216216)","(2.15, 2.7, 2.676923076923077)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.857142857142858)","(7.5, 11.5, 11.189655172413794)","(4.6, 6.6, 6.5473684210526315)"
09-01-2023 13:52:57.274953,"(6.0, 7.8, 7.246153846153846)","(7.5, 8.8, 8.771428571428572)","(31.0, 38.0, 32.16216216216216)","(2.15, 2.7, 2.6578947368421053)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.857142857142858)","(7.5, 11.5, 11.3)","(4.6, 6.6, 6.5473684210526315)"
09-01-2023 13:52:58.241339,"(6.0, 7.8, 7.246153846153846)","(7.5, 8.8, 8.771428571428572)","(31.0, 38.0, 32.16216216216216)","(2.15, 2.7, 2.678571428571429)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.857142857142858)","(7.5, 11.5, 11.3)","(4.6, 6.6, 6.5473684210526315)"
09-01-2023 13:52:59.246085,"(6.0, 7.8, 7.246153846153846)","(7.5, 8.8, 8.771428571428572)","(31.0, 38.0, 32.16216216216216)","(2.15, 2.7, 2.6578947368421053)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.857142857142858)","(7.5, 11.5, 11.3)","(4.6, 6.6, 6.521951219512195)"
09-01-2023 13:53:00.386358,"(6.0, 7.8, 7.246153846153846)","(7.5, 8.8, 8.771428571428572)","(31.0, 38.0, 32.285714285714285)","(2.15, 2.7, 2.678571428571429)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.857142857142858)","(7.5, 11.5, 11.3)","(4.6, 6.6, 6.521951219512195)"
09-01-2023 13:53:01.481593,"(6.0, 7.6, 7.218181818181818)","(7.5, 8.8, 8.771428571428572)","(31.0, 36.0, 32.285714285714285)","(2.15, 2.7, 2.678571428571429)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.857142857142858)","(7.5, 11.5, 11.369565217391305)","(4.6, 6.6, 6.521951219512195)"
09-01-2023 13:53:02.627722,"(6.0, 7.6, 7.218181818181818)","(7.5, 8.8, 8.771428571428572)","(31.0, 36.0, 32.285714285714285)","(2.15, 2.7, 2.678571428571429)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.857142857142858)","(7.5, 11.5, 11.369565217391305)","(4.6, 6.6, 6.5473684210526315)"
09-01-2023 13:53:03.766380,"(6.0, 7.6, 7.252631578947368)","(7.5, 8.8, 8.771428571428572)","(31.0, 36.0, 32.18181818181818)","(2.15, 2.7, 2.678571428571429)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.857142857142858)","(7.5, 11.5, 11.369565217391305)","(4.6, 6.6, 6.5473684210526315)"
09-01-2023 13:53:04.790566,"(6.0, 7.6, 7.252631578947368)","(7.5, 8.8, 8.771428571428572)","(31.0, 34.0, 32.13333333333333)","(2.15, 2.7, 2.6333333333333333)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.857142857142858)","(7.5, 11.5, 11.369565217391305)","(4.6, 6.6, 6.5473684210526315)"
09-01-2023 13:53:05.902046,"(6.0, 7.6, 7.252631578947368)","(7.5, 8.8, 8.72)","(31.0, 34.0, 32.064516129032256)","(2.15, 2.7, 2.6500000000000004)","(31.0, 46.0, 44.93333333333333)","(10.0, 17.0, 15.857142857142858)","(7.5, 11.5, 11.369565217391305)","(4.6, 6.6, 6.5473684210526315)"
