,Tiggerlong Rebel,Excess Power,Easy Breezy,Rocket Power,Silky Rose,Tat Panda,Island Chief
15-12-2022 12:18:59.448325,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.56, 2.179047619047619)","(13.0, 29.0, 14.777777777777779)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.516666666666666)","(4.2, 8.0, 7.225)"
15-12-2022 12:19:00.416850,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.56, 1.9200000000000002)","(13.0, 29.0, 14.777777777777779)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.516666666666666)","(4.2, 8.0, 7.225)"
15-12-2022 12:19:01.386867,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.56, 1.9200000000000002)","(13.0, 29.0, 14.777777777777779)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.516666666666666)","(4.2, 8.0, 7.225)"
15-12-2022 12:19:02.659711,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.56, 1.9200000000000002)","(13.0, 29.0, 14.777777777777779)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.55)","(4.2, 8.0, 6.363636363636363)"
15-12-2022 12:19:03.928006,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.56, 2.1843478260869564)","(13.0, 29.0, 14.777777777777779)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.55)","(4.2, 8.0, 6.363636363636363)"
15-12-2022 12:19:05.198791,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.56, 2.1843478260869564)","(13.0, 29.0, 14.777777777777779)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.55)","(4.2, 8.0, 6.363636363636363)"
15-12-2022 12:19:06.354006,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.56, 2.1843478260869564)","(13.0, 29.0, 14.777777777777779)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.55)","(4.2, 8.0, 5.866666666666666)"
15-12-2022 12:19:07.424249,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.56, 1.9120000000000001)","(13.0, 29.0, 14.777777777777779)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.55)","(4.2, 8.0, 5.866666666666666)"
15-12-2022 12:19:08.475648,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.56, 1.9120000000000001)","(13.0, 29.0, 14.777777777777779)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.55)","(4.2, 8.0, 6.3090909090909095)"
15-12-2022 12:19:09.787846,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.56, 2.2)","(13.0, 29.0, 14.777777777777779)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.125)","(4.2, 8.0, 6.3090909090909095)"
15-12-2022 12:19:10.862946,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.56, 2.2)","(13.0, 29.0, 14.777777777777779)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.125)","(4.2, 8.0, 6.3090909090909095)"
15-12-2022 12:19:11.875579,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.56, 2.2)","(13.0, 29.0, 14.777777777777779)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.125)","(4.2, 8.0, 5.866666666666666)"
15-12-2022 12:19:12.805047,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.56, 2.2)","(13.0, 29.0, 14.777777777777779)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.125)","(4.2, 8.0, 5.866666666666666)"
15-12-2022 12:19:13.792357,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.54, 2.04)","(13.0, 29.0, 14.777777777777779)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.125)","(4.2, 8.0, 7.2)"
15-12-2022 12:19:14.811206,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.54, 2.04)","(13.0, 29.0, 14.777777777777779)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.125)","(4.2, 8.0, 7.483333333333333)"
15-12-2022 12:19:15.773382,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.52, 2.22)","(13.0, 29.0, 14.777777777777779)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.125)","(4.2, 8.0, 7.483333333333333)"
15-12-2022 12:19:16.795643,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.52, 2.22)","(13.0, 29.0, 14.777777777777779)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.125)","(4.2, 8.0, 7.483333333333333)"
15-12-2022 12:19:17.698463,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.52, 2.22)","(13.0, 29.0, 14.777777777777779)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.125)","(4.2, 8.0, 7.483333333333333)"
15-12-2022 12:19:18.678126,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.52, 1.9200000000000002)","(13.0, 29.0, 14.777777777777779)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.125)","(4.2, 8.0, 7.2)"
15-12-2022 12:19:19.683409,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.48, 2.2666666666666666)","(13.0, 29.0, 14.777777777777779)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.125)","(4.2, 8.0, 7.2)"
15-12-2022 12:19:20.699097,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.48, 2.4233333333333333)","(13.0, 29.0, 14.777777777777779)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.125)","(4.2, 8.0, 7.741666666666667)"
15-12-2022 12:19:21.742743,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.48, 2.4233333333333333)","(13.0, 29.0, 14.777777777777779)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.125)","(4.2, 8.0, 7.741666666666667)"
15-12-2022 12:19:22.692730,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.48, 2.4233333333333333)","(13.0, 29.0, 14.777777777777779)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.125)","(4.2, 8.0, 7.557142857142857)"
15-12-2022 12:19:23.620863,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.48, 2.2666666666666666)","(13.0, 29.0, 14.777777777777779)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.125)","(4.2, 8.0, 7.557142857142857)"
15-12-2022 12:19:24.546860,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.48, 2.2666666666666666)","(13.0, 29.0, 14.777777777777779)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.125)","(4.2, 8.0, 7.516666666666667)"
15-12-2022 12:19:25.475306,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.48, 2.4266666666666667)","(13.0, 29.0, 18.333333333333332)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.44)","(4.2, 8.0, 7.516666666666667)"
15-12-2022 12:19:26.525540,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.48, 2.4266666666666667)","(13.0, 29.0, 18.333333333333332)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.44)","(4.2, 8.0, 7.516666666666667)"
15-12-2022 12:19:27.492352,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.48, 2.4266666666666667)","(13.0, 29.0, 18.333333333333332)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.44)","(4.2, 8.0, 7.516666666666667)"
15-12-2022 12:19:28.418693,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.48, 2.4266666666666667)","(13.0, 29.0, 18.333333333333332)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.44)","(4.2, 8.0, 7.516666666666667)"
15-12-2022 12:19:29.378874,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.48, 2.2666666666666666)","(13.0, 29.0, 18.333333333333332)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.44)","(4.2, 8.0, 7.275)"
15-12-2022 12:19:30.492487,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.48, 2.373333333333333)","(13.0, 29.0, 18.333333333333332)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.225)","(4.2, 8.0, 7.325)"
15-12-2022 12:19:31.803783,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.48, 2.43)","(13.0, 29.0, 18.333333333333332)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.225)","(4.2, 8.0, 7.325)"
15-12-2022 12:19:32.723732,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.48, 2.43)","(13.0, 29.0, 18.333333333333332)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.516666666666666)","(4.2, 8.0, 7.325)"
15-12-2022 12:19:33.785167,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.48, 2.43)","(13.0, 29.0, 18.333333333333332)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.516666666666666)","(4.2, 8.0, 7.325)"
15-12-2022 12:19:34.954444,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.48, 2.2666666666666666)","(13.0, 29.0, 18.333333333333332)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.516666666666666)","(4.2, 8.0, 7.514285714285714)"
15-12-2022 12:19:35.903434,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.5, 1.9176470588235295)","(13.0, 29.0, 18.333333333333332)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.516666666666666)","(4.2, 8.0, 7.566666666666666)"
15-12-2022 12:19:36.869834,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.5, 2.2750000000000004)","(13.0, 29.0, 18.333333333333332)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.516666666666666)","(4.2, 8.0, 7.375)"
15-12-2022 12:19:37.900065,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.5, 2.2750000000000004)","(13.0, 29.0, 18.333333333333332)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.516666666666666)","(4.2, 8.0, 7.375)"
15-12-2022 12:19:38.829202,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.5, 2.2750000000000004)","(13.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.516666666666666)","(4.2, 8.0, 7.375)"
15-12-2022 12:19:39.743104,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.5, 1.9176470588235295)","(13.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.516666666666666)","(4.2, 8.0, 7.375)"
15-12-2022 12:19:40.715579,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.5, 1.9176470588235295)","(13.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.516666666666666)","(4.2, 8.0, 6.5)"
15-12-2022 12:19:41.644087,"(3.8, 6.0, 4.734615384615385)","(1.85, 2.5, 1.9176470588235295)","(13.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.0, 13.5, 12.516666666666666)","(4.2, 8.0, 6.5)"
15-12-2022 12:19:42.603748,"(3.7, 6.0, 4.734615384615385)","(1.85, 2.48, 2.285)","(14.0, 29.0, 21.0)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 12.516666666666666)","(4.2, 7.8, 6.175)"
15-12-2022 12:19:43.588251,"(3.7, 6.0, 4.321428571428571)","(1.85, 2.48, 2.285)","(14.0, 29.0, 21.0)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 12.516666666666666)","(4.2, 7.8, 6.175)"
15-12-2022 12:19:44.533033,"(3.7, 6.0, 4.321428571428571)","(1.85, 2.46, 2.42)","(14.0, 29.0, 21.0)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 12.516666666666666)","(4.2, 7.8, 6.175)"
15-12-2022 12:19:45.472802,"(3.7, 6.0, 4.321428571428571)","(1.85, 2.46, 2.42)","(14.0, 29.0, 21.0)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 12.516666666666666)","(4.2, 7.8, 6.175)"
15-12-2022 12:19:46.369270,"(3.7, 6.0, 4.321428571428571)","(1.85, 2.46, 2.2533333333333334)","(14.0, 29.0, 21.0)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 12.516666666666666)","(4.2, 7.8, 6.175)"
15-12-2022 12:19:47.349348,"(3.7, 6.0, 4.321428571428571)","(1.85, 2.46, 2.2533333333333334)","(14.0, 29.0, 21.0)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 12.516666666666666)","(4.2, 7.8, 6.449999999999999)"
15-12-2022 12:19:48.553307,"(3.7, 6.0, 4.321428571428571)","(1.85, 2.46, 2.4233333333333333)","(14.0, 29.0, 21.0)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 12.516666666666666)","(4.2, 7.8, 6.175)"
15-12-2022 12:19:49.557221,"(3.7, 6.0, 4.321428571428571)","(1.85, 2.46, 2.4233333333333333)","(14.0, 29.0, 21.0)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 12.516666666666666)","(4.2, 7.8, 6.175)"
15-12-2022 12:19:50.545384,"(3.7, 6.0, 4.321428571428571)","(1.85, 2.46, 2.2923809523809524)","(14.0, 29.0, 21.0)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 12.516666666666666)","(4.2, 7.8, 6.175)"
15-12-2022 12:19:51.608855,"(3.7, 6.0, 4.321428571428571)","(1.85, 2.46, 2.2923809523809524)","(14.0, 29.0, 21.0)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 12.516666666666666)","(4.2, 7.8, 6.175)"
15-12-2022 12:19:52.753748,"(3.7, 6.0, 4.321428571428571)","(1.85, 2.46, 1.9876190476190476)","(14.0, 29.0, 21.0)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 12.516666666666666)","(4.2, 7.8, 6.3)"
15-12-2022 12:19:53.891779,"(3.7, 6.0, 4.321428571428571)","(1.85, 2.46, 2.3076190476190472)","(14.0, 29.0, 21.0)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 12.516666666666666)","(4.2, 7.8, 5.925)"
15-12-2022 12:19:55.036077,"(3.7, 6.0, 4.321428571428571)","(1.85, 2.46, 2.3076190476190472)","(14.0, 29.0, 21.0)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 12.516666666666666)","(4.2, 7.8, 5.987500000000001)"
15-12-2022 12:19:56.168590,"(3.7, 6.0, 4.321428571428571)","(1.85, 2.46, 2.3076190476190472)","(14.0, 29.0, 21.0)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 12.516666666666666)","(4.2, 7.8, 5.8625)"
15-12-2022 12:19:57.696844,"(3.7, 6.0, 4.642307692307693)","(1.85, 2.46, 1.915)","(14.0, 29.0, 21.0)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 7.8, 5.8625)"
15-12-2022 12:19:58.781867,"(3.7, 5.8, 4.642307692307693)","(1.85, 2.44, 1.9105882352941177)","(14.0, 29.0, 21.0)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 7.8, 5.987500000000001)"
15-12-2022 12:19:59.864090,"(3.7, 5.8, 4.642307692307693)","(1.85, 2.44, 2.32)","(14.0, 29.0, 21.0)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 7.8, 5.987500000000001)"
15-12-2022 12:20:00.975875,"(3.7, 5.8, 4.642307692307693)","(1.85, 2.44, 2.32)","(14.0, 29.0, 21.0)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 7.8, 5.987500000000001)"
15-12-2022 12:20:02.044552,"(3.7, 5.8, 4.642307692307693)","(1.85, 2.44, 2.2988235294117647)","(14.0, 29.0, 21.0)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 7.8, 6.2444444444444445)"
15-12-2022 12:20:03.239735,"(3.7, 5.8, 4.642307692307693)","(1.85, 2.44, 1.9105882352941177)","(14.0, 29.0, 21.0)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 7.8, 6.7615384615384615)"
15-12-2022 12:20:04.245142,"(3.7, 5.8, 4.642307692307693)","(1.85, 2.44, 2.29)","(14.0, 29.0, 21.0)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 7.8, 7.677777777777777)"
15-12-2022 12:20:05.400220,"(3.7, 5.8, 4.642307692307693)","(1.85, 2.44, 2.29)","(14.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 8.0, 7.677777777777777)"
15-12-2022 12:20:06.473352,"(3.7, 5.8, 4.642307692307693)","(1.85, 2.42, 2.2873684210526317)","(14.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 8.0, 7.677777777777777)"
15-12-2022 12:20:07.425892,"(3.7, 5.8, 4.642307692307693)","(1.85, 2.42, 1.908235294117647)","(14.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 8.0, 7.175)"
15-12-2022 12:20:08.477778,"(3.7, 5.8, 4.642307692307693)","(1.85, 2.42, 1.908235294117647)","(14.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 8.0, 7.225)"
15-12-2022 12:20:09.642903,"(3.7, 5.8, 4.642307692307693)","(1.85, 2.42, 2.2726315789473683)","(14.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 8.0, 7.225)"
15-12-2022 12:20:10.669655,"(3.7, 5.8, 4.642307692307693)","(1.85, 2.42, 2.2726315789473683)","(14.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 8.0, 7.225)"
15-12-2022 12:20:11.656677,"(3.7, 5.8, 4.642307692307693)","(1.85, 2.42, 2.2726315789473683)","(14.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 8.0, 7.225)"
15-12-2022 12:20:12.687535,"(3.7, 5.8, 4.642307692307693)","(1.85, 2.42, 1.9125)","(14.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 8.0, 7.225)"
15-12-2022 12:20:13.682416,"(3.7, 5.8, 4.642307692307693)","(1.85, 2.42, 2.2873684210526317)","(14.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 8.0, 7.644444444444444)"
15-12-2022 12:20:14.656315,"(3.7, 5.7, 5.2176470588235295)","(1.85, 2.42, 2.2873684210526317)","(14.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 8.0, 7.644444444444444)"
15-12-2022 12:20:15.622795,"(3.7, 5.7, 5.2176470588235295)","(1.85, 2.4, 2.282105263157895)","(14.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 8.0, 7.644444444444444)"
15-12-2022 12:20:16.538064,"(3.7, 5.7, 5.2176470588235295)","(1.85, 2.4, 2.282105263157895)","(14.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 8.0, 7.644444444444444)"
15-12-2022 12:20:17.492937,"(3.7, 5.7, 5.2176470588235295)","(1.85, 2.4, 1.9058823529411766)","(14.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 8.0, 7.2)"
15-12-2022 12:20:18.453828,"(3.7, 5.7, 5.2176470588235295)","(1.85, 2.4, 1.9058823529411766)","(14.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 8.0, 7.2)"
15-12-2022 12:20:19.404163,"(3.7, 5.7, 5.2176470588235295)","(1.85, 2.4, 2.2526315789473683)","(14.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 8.0, 7.25)"
15-12-2022 12:20:20.366493,"(3.7, 5.7, 5.2176470588235295)","(1.85, 2.4, 2.2526315789473683)","(14.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 8.0, 7.25)"
15-12-2022 12:20:21.509137,"(3.7, 5.7, 5.2176470588235295)","(1.85, 2.4, 2.2526315789473683)","(14.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 8.0, 7.25)"
15-12-2022 12:20:22.522588,"(3.7, 5.7, 5.2176470588235295)","(1.85, 2.4, 1.9100000000000001)","(14.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 8.0, 7.2)"
15-12-2022 12:20:23.535791,"(3.7, 5.7, 4.760416666666667)","(1.85, 2.38, 1.9075)","(14.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 8.0, 5.514285714285714)"
15-12-2022 12:20:24.496407,"(3.7, 5.7, 4.760416666666667)","(1.85, 2.38, 2.2326315789473683)","(14.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 8.6, 5.514285714285714)"
15-12-2022 12:20:25.564237,"(3.7, 5.7, 4.760416666666667)","(1.85, 2.38, 2.2326315789473683)","(14.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 8.6, 5.514285714285714)"
15-12-2022 12:20:26.492921,"(3.7, 5.7, 4.760416666666667)","(1.85, 2.2, 2.1833333333333336)","(14.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 8.6, 5.514285714285714)"
15-12-2022 12:20:27.491383,"(3.7, 5.7, 4.760416666666667)","(1.85, 2.2, 1.942857142857143)","(14.0, 29.0, 17.923076923076923)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 8.6, 5.975)"
15-12-2022 12:20:28.423523,"(3.7, 5.7, 4.760416666666667)","(1.85, 2.2, 2.171875)","(14.0, 29.0, 19.035714285714285)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 7.6, 6.35)"
15-12-2022 12:20:29.405458,"(3.7, 5.7, 4.760416666666667)","(1.85, 2.2, 2.12)","(14.0, 29.0, 19.035714285714285)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 7.6, 6.1)"
15-12-2022 12:20:30.315324,"(3.7, 5.7, 4.760416666666667)","(1.85, 2.2, 2.1333333333333333)","(14.0, 29.0, 19.035714285714285)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 7.6, 6.1)"
15-12-2022 12:20:31.345885,"(3.7, 5.7, 4.760416666666667)","(1.85, 2.2, 2.085714285714286)","(14.0, 29.0, 19.035714285714285)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 7.6, 6.1)"
15-12-2022 12:20:32.273650,"(3.7, 5.7, 4.760416666666667)","(1.85, 2.2, 2.085714285714286)","(14.0, 29.0, 19.035714285714285)","(61.0, 550.0, 399.2307692307692)","(61.0, 550.0, 399.2307692307692)","(7.5, 13.5, 11.2875)","(4.2, 7.6, 6.90952380952381)"
