,Flying Foo Foo,Imperial Master,Stellar Lad,Boogie Value,Jet Age,Winlock At Large,Penshurst Lass,Demolition
10-01-2023 14:06:17.056705,"(1.45, 1.71, 1.70875)","(9.0, 17.0, 14.375)","(51.0, 240.0, 170.0)","(3.4, 4.1, 3.9024193548387096)","(21.0, 38.0, 35.142857142857146)","(17.0, 30.0, 23.435897435897434)","(101.0, 750.0, 495.0)","(41.0, 140.0, 85.26315789473685)"
10-01-2023 14:06:18.744309,"(1.45, 1.73, 1.721578947368421)","(9.0, 17.0, 14.375)","(51.0, 240.0, 170.0)","(3.4, 4.1, 3.9024193548387096)","(21.0, 38.0, 35.142857142857146)","(17.0, 30.0, 23.435897435897434)","(101.0, 730.0, 694.6153846153846)","(41.0, 140.0, 85.26315789473685)"
10-01-2023 14:06:20.318566,"(1.45, 1.73, 1.722)","(9.0, 17.0, 14.375)","(51.0, 240.0, 170.0)","(3.4, 4.1, 3.9024193548387096)","(21.0, 38.0, 35.142857142857146)","(17.0, 30.0, 23.435897435897434)","(101.0, 730.0, 694.6153846153846)","(41.0, 140.0, 85.26315789473685)"
10-01-2023 14:06:21.735169,"(1.45, 1.73, 1.69)","(9.0, 17.0, 14.375)","(51.0, 240.0, 170.0)","(3.3, 4.1, 3.8666666666666663)","(21.0, 38.0, 35.142857142857146)","(17.0, 30.0, 23.435897435897434)","(101.0, 730.0, 697.1428571428571)","(41.0, 140.0, 85.26315789473685)"
10-01-2023 14:06:23.150598,"(1.45, 1.69, 1.6409174311926604)","(9.0, 17.0, 14.375)","(51.0, 240.0, 170.0)","(3.3, 4.1, 3.8666666666666663)","(21.0, 38.0, 35.142857142857146)","(17.0, 30.0, 23.435897435897434)","(101.0, 730.0, 697.1428571428571)","(41.0, 140.0, 85.26315789473685)"
10-01-2023 14:06:24.533212,"(1.45, 1.69, 1.6409174311926604)","(9.0, 17.0, 14.375)","(51.0, 240.0, 170.0)","(3.3, 4.1, 3.8666666666666663)","(21.0, 38.0, 35.142857142857146)","(17.0, 30.0, 23.555555555555557)","(101.0, 730.0, 697.1428571428571)","(41.0, 140.0, 83.52941176470588)"
10-01-2023 14:06:25.991572,"(1.45, 1.69, 1.6628205128205127)","(9.0, 17.0, 14.375)","(51.0, 240.0, 170.0)","(3.3, 4.1, 3.9)","(21.0, 38.0, 35.142857142857146)","(17.0, 30.0, 23.555555555555557)","(101.0, 730.0, 697.1428571428571)","(41.0, 140.0, 83.52941176470588)"
10-01-2023 14:06:27.351170,"(1.45, 1.69, 1.6703448275862067)","(9.0, 17.0, 14.375)","(51.0, 240.0, 170.0)","(3.3, 4.1, 3.8756410256410256)","(21.0, 38.0, 35.142857142857146)","(17.0, 30.0, 23.555555555555557)","(101.0, 730.0, 697.1428571428571)","(41.0, 140.0, 83.52941176470588)"
10-01-2023 14:06:28.753060,"(1.45, 1.69, 1.6703448275862067)","(9.0, 17.0, 14.375)","(51.0, 240.0, 170.0)","(3.3, 4.1, 3.88)","(21.0, 38.0, 35.142857142857146)","(17.0, 30.0, 23.555555555555557)","(101.0, 730.0, 697.1428571428571)","(41.0, 140.0, 83.52941176470588)"
10-01-2023 14:06:30.048604,"(1.45, 1.69, 1.670952380952381)","(9.0, 17.0, 14.375)","(51.0, 240.0, 170.0)","(3.3, 4.0, 3.88)","(21.0, 38.0, 35.142857142857146)","(17.0, 30.0, 23.555555555555557)","(101.0, 730.0, 697.1428571428571)","(41.0, 140.0, 83.52941176470588)"
10-01-2023 14:06:31.321251,"(1.45, 1.69, 1.670952380952381)","(9.0, 17.0, 14.375)","(51.0, 240.0, 170.0)","(3.3, 4.0, 3.87)","(21.0, 38.0, 35.142857142857146)","(17.0, 30.0, 23.555555555555557)","(101.0, 730.0, 697.1428571428571)","(41.0, 140.0, 83.75)"
10-01-2023 14:06:32.662377,"(1.45, 1.69, 1.6775)","(9.0, 17.0, 14.666666666666666)","(51.0, 240.0, 170.0)","(3.3, 4.0, 3.87)","(21.0, 38.0, 35.142857142857146)","(17.0, 30.0, 24.45)","(101.0, 730.0, 697.1428571428571)","(41.0, 140.0, 83.75)"
10-01-2023 14:06:33.997616,"(1.45, 1.69, 1.6775)","(9.0, 17.0, 14.666666666666666)","(51.0, 240.0, 170.0)","(3.3, 4.0, 3.87)","(21.0, 38.0, 35.142857142857146)","(17.0, 29.0, 23.633333333333333)","(101.0, 730.0, 684.0)","(41.0, 140.0, 83.75)"
10-01-2023 14:06:35.399836,"(1.45, 1.69, 1.6775)","(9.0, 17.0, 14.666666666666666)","(51.0, 240.0, 170.0)","(3.3, 4.0, 3.87)","(21.0, 38.0, 35.142857142857146)","(17.0, 29.0, 23.633333333333333)","(101.0, 730.0, 684.0)","(41.0, 140.0, 83.75)"
10-01-2023 14:06:36.708779,"(1.45, 1.69, 1.6775)","(9.0, 17.0, 15.5)","(51.0, 240.0, 170.0)","(3.3, 4.0, 3.8833333333333333)","(21.0, 38.0, 35.142857142857146)","(17.0, 29.0, 23.225)","(101.0, 730.0, 505.0)","(41.0, 140.0, 83.75)"
10-01-2023 14:06:38.052071,"(1.45, 1.69, 1.6788888888888889)","(9.0, 18.5, 16.0)","(51.0, 240.0, 170.0)","(3.3, 3.9, 3.8916666666666666)","(21.0, 38.0, 36.333333333333336)","(17.0, 29.0, 23.225)","(101.0, 730.0, 505.0)","(41.0, 140.0, 83.75)"
10-01-2023 14:06:39.347160,"(1.45, 1.69, 1.6635294117647057)","(9.0, 18.5, 15.464285714285714)","(51.0, 240.0, 170.0)","(3.3, 3.9, 3.8714285714285714)","(21.0, 38.0, 36.333333333333336)","(17.0, 29.0, 23.225)","(101.0, 730.0, 505.0)","(41.0, 140.0, 79.0625)"
10-01-2023 14:06:40.695462,"(1.45, 1.69, 1.6757142857142857)","(9.0, 17.5, 15.727272727272727)","(51.0, 240.0, 170.0)","(3.3, 3.95, 3.8444444444444446)","(21.0, 38.0, 36.333333333333336)","(17.0, 29.0, 23.225)","(101.0, 730.0, 686.0)","(41.0, 140.0, 79.0625)"
10-01-2023 14:06:42.073349,"(1.45, 1.69, 1.7033333333333334)","(9.0, 17.5, 15.318181818181818)","(51.0, 240.0, 170.0)","(3.3, 3.85, 3.8111111111111113)","(21.0, 38.0, 36.333333333333336)","(17.0, 29.0, 23.225)","(101.0, 730.0, 515.0)","(41.0, 140.0, 83.75)"
10-01-2023 14:06:43.403401,"(1.45, 1.72, 1.7)","(9.0, 17.5, 15.472222222222221)","(51.0, 240.0, 161.25)","(3.3, 3.85, 3.8884615384615384)","(21.0, 38.0, 36.333333333333336)","(17.0, 29.0, 23.225)","(101.0, 730.0, 515.0)","(41.0, 140.0, 83.75)"
10-01-2023 14:06:44.700246,"(1.45, 1.71, 1.7083333333333333)","(9.0, 17.0, 14.8)","(51.0, 240.0, 161.25)","(3.3, 3.9, 3.8892857142857142)","(21.0, 38.0, 36.333333333333336)","(17.0, 29.0, 23.225)","(101.0, 730.0, 515.0)","(41.0, 140.0, 83.75)"
10-01-2023 14:06:46.520060,"(1.45, 1.71, 1.7)","(9.0, 16.0, 14.6)","(51.0, 240.0, 161.25)","(3.3, 3.9, 3.8021739130434784)","(21.0, 38.0, 36.333333333333336)","(17.0, 29.0, 23.225)","(101.0, 730.0, 515.0)","(41.0, 140.0, 83.75)"
10-01-2023 14:06:47.913730,"(1.45, 1.72, 1.71625)","(9.0, 15.5, 14.8125)","(51.0, 240.0, 126.25)","(3.3, 3.85, 3.8021739130434784)","(21.0, 38.0, 36.333333333333336)","(17.0, 29.0, 23.225)","(101.0, 730.0, 515.0)","(41.0, 140.0, 83.52941176470588)"
10-01-2023 14:06:49.295930,"(1.45, 1.72, 1.71)","(9.0, 15.0, 14.833333333333334)","(51.0, 240.0, 156.42857142857144)","(3.3, 3.85, 3.8021739130434784)","(21.0, 38.0, 36.333333333333336)","(17.0, 29.0, 23.225)","(101.0, 730.0, 515.0)","(41.0, 140.0, 83.52941176470588)"
10-01-2023 14:06:51.527815,"(1.45, 1.73, 1.7242857142857142)","(9.0, 15.0, 14.75)","(51.0, 240.0, 132.0)","(3.3, 3.85, 3.775)","(21.0, 38.0, 36.333333333333336)","(17.0, 29.0, 23.225)","(101.0, 730.0, 515.0)","(41.0, 140.0, 83.52941176470588)"
10-01-2023 14:06:53.502390,"(1.45, 1.73, 1.7253846153846153)","(9.0, 15.0, 14.7)","(51.0, 240.0, 141.0)","(3.3, 3.8, 3.7666666666666666)","(21.0, 38.0, 36.333333333333336)","(17.0, 29.0, 23.225)","(101.0, 730.0, 515.0)","(41.0, 140.0, 88.23529411764706)"
10-01-2023 14:06:54.992403,"(1.45, 1.73, 1.712)","(9.0, 15.0, 14.785714285714285)","(51.0, 240.0, 141.0)","(3.3, 3.8, 3.7476190476190476)","(21.0, 38.0, 36.46153846153846)","(17.0, 29.0, 23.225)","(101.0, 730.0, 515.0)","(41.0, 140.0, 88.23529411764706)"
10-01-2023 14:06:56.434133,"(1.45, 1.73, 1.712)","(9.0, 15.0, 14.785714285714285)","(51.0, 240.0, 141.0)","(3.3, 3.8, 3.7476190476190476)","(21.0, 38.0, 36.46153846153846)","(17.0, 29.0, 23.225)","(101.0, 730.0, 515.0)","(41.0, 140.0, 88.23529411764706)"
10-01-2023 14:06:57.733973,"(1.45, 1.73, 1.7276923076923076)","(9.0, 15.0, 14.785714285714285)","(51.0, 240.0, 141.0)","(3.3, 3.8, 3.75)","(21.0, 38.0, 36.46153846153846)","(17.0, 29.0, 23.225)","(101.0, 730.0, 515.0)","(41.0, 140.0, 88.23529411764706)"
10-01-2023 14:06:59.073287,"(1.45, 1.71, 1.705)","(9.0, 15.0, 14.875)","(51.0, 240.0, 159.0)","(3.3, 3.8, 3.776190476190476)","(21.0, 38.0, 36.38709677419355)","(17.0, 29.0, 23.217391304347828)","(101.0, 730.0, 586.6666666666667)","(41.0, 140.0, 92.0)"
10-01-2023 14:07:00.479349,"(1.45, 1.72, 1.721111111111111)","(9.0, 15.0, 14.6)","(51.0, 240.0, 150.0)","(3.3, 3.8, 3.7717391304347827)","(21.0, 38.0, 34.92307692307692)","(17.0, 29.0, 23.217391304347828)","(101.0, 730.0, 697.6923076923076)","(41.0, 140.0, 92.94117647058823)"
10-01-2023 14:07:01.809445,"(1.45, 1.73, 1.763076923076923)","(9.0, 15.5, 14.76923076923077)","(51.0, 240.0, 150.0)","(3.3, 3.85, 3.764705882352941)","(21.0, 38.0, 36.095238095238095)","(17.0, 29.0, 23.19148936170213)","(101.0, 730.0, 525.0)","(41.0, 140.0, 93.125)"
10-01-2023 14:07:03.296157,"(1.45, 1.78, 1.731875)","(9.0, 15.0, 14.875)","(51.0, 240.0, 150.0)","(3.3, 3.8, 3.7681818181818185)","(21.0, 38.0, 33.0)","(17.0, 29.0, 23.217391304347828)","(101.0, 730.0, 525.0)","(41.0, 140.0, 93.125)"
10-01-2023 14:07:04.774791,"(1.45, 1.73, 1.72875)","(9.0, 15.0, 14.875)","(51.0, 240.0, 150.0)","(3.3, 3.85, 3.7416666666666667)","(21.0, 38.0, 33.38461538461539)","(17.0, 29.0, 23.217391304347828)","(101.0, 730.0, 525.0)","(41.0, 140.0, 93.125)"
10-01-2023 14:07:06.132011,"(1.45, 1.73, 1.72875)","(9.0, 15.0, 14.875)","(51.0, 240.0, 150.0)","(3.3, 3.85, 3.7441176470588236)","(21.0, 38.0, 33.38461538461539)","(17.0, 29.0, 23.217391304347828)","(101.0, 730.0, 525.0)","(41.0, 140.0, 93.125)"
10-01-2023 14:07:07.525354,"(1.45, 1.72, 1.7193749999999999)","(9.0, 15.0, 14.875)","(61.0, 240.0, 168.0)","(3.3, 3.85, 3.7441176470588236)","(21.0, 38.0, 33.38461538461539)","(17.0, 29.0, 23.217391304347828)","(101.0, 730.0, 525.0)","(41.0, 140.0, 88.4375)"
10-01-2023 14:07:08.895017,"(1.45, 1.74, 1.738125)","(9.0, 15.0, 14.875)","(61.0, 240.0, 168.0)","(3.3, 3.85, 3.6666666666666665)","(21.0, 38.0, 33.38461538461539)","(17.0, 29.0, 23.217391304347828)","(101.0, 730.0, 525.0)","(41.0, 140.0, 88.4375)"
10-01-2023 14:07:10.123351,"(1.45, 1.73, 1.7281818181818183)","(9.0, 15.0, 14.875)","(61.0, 240.0, 168.0)","(3.3, 3.8, 3.6666666666666665)","(21.0, 38.0, 33.38461538461539)","(17.0, 29.0, 23.365853658536587)","(101.0, 730.0, 525.0)","(41.0, 140.0, 88.4375)"
10-01-2023 14:07:11.369706,"(1.45, 1.73, 1.7281818181818183)","(9.0, 15.0, 14.875)","(61.0, 240.0, 168.0)","(3.3, 3.8, 3.6666666666666665)","(21.0, 38.0, 33.38461538461539)","(17.0, 29.0, 23.365853658536587)","(101.0, 730.0, 525.0)","(41.0, 140.0, 91.875)"
10-01-2023 14:07:12.506812,"(1.45, 1.73, 1.7281818181818183)","(9.0, 15.0, 14.875)","(61.0, 240.0, 168.0)","(3.3, 3.8, 3.6666666666666665)","(21.0, 38.0, 33.38461538461539)","(17.0, 29.0, 23.714285714285715)","(101.0, 730.0, 482.5)","(41.0, 140.0, 98.63636363636364)"
10-01-2023 14:07:13.564727,"(1.45, 1.73, 1.7281818181818183)","(9.0, 15.0, 14.875)","(61.0, 240.0, 150.0)","(3.3, 3.8, 3.69)","(21.0, 38.0, 33.38461538461539)","(17.0, 28.0, 23.714285714285715)","(101.0, 970.0, 475.0)","(41.0, 140.0, 95.45454545454545)"
10-01-2023 14:07:14.699733,"(1.45, 1.74, 1.738125)","(9.0, 15.0, 14.875)","(61.0, 240.0, 177.0)","(3.3, 3.75, 3.7736842105263158)","(21.0, 38.0, 33.38461538461539)","(17.0, 28.0, 23.714285714285715)","(101.0, 630.0, 475.0)","(41.0, 140.0, 95.45454545454545)"
10-01-2023 14:07:16.030717,"(1.45, 1.73, 1.7288235294117646)","(9.0, 15.0, 14.875)","(61.0, 240.0, 177.0)","(3.3, 3.8, 3.781481481481481)","(21.0, 38.0, 33.38461538461539)","(17.0, 28.0, 23.263157894736842)","(101.0, 630.0, 475.0)","(41.0, 140.0, 91.875)"
10-01-2023 14:07:17.373079,"(1.45, 1.73, 1.72875)","(9.0, 15.0, 14.875)","(61.0, 240.0, 177.0)","(3.3, 3.8, 3.781481481481481)","(21.0, 38.0, 33.38461538461539)","(17.0, 28.0, 23.0)","(101.0, 630.0, 475.0)","(41.0, 140.0, 92.72727272727272)"
10-01-2023 14:07:18.943192,"(1.45, 1.73, 1.72875)","(9.0, 15.0, 14.875)","(61.0, 240.0, 177.0)","(3.2, 3.8, 3.716666666666667)","(21.0, 38.0, 33.38461538461539)","(17.0, 28.0, 23.0)","(101.0, 630.0, 475.0)","(41.0, 140.0, 100.0)"
10-01-2023 14:07:20.179105,"(1.45, 1.73, 1.7276470588235293)","(9.0, 15.0, 14.875)","(61.0, 240.0, 177.0)","(3.2, 3.75, 3.7666666666666666)","(21.0, 38.0, 33.38461538461539)","(17.0, 28.0, 23.0)","(101.0, 630.0, 475.0)","(41.0, 140.0, 92.72727272727272)"
10-01-2023 14:07:21.492573,"(1.45, 1.76, 1.7516666666666667)","(9.0, 15.0, 14.875)","(61.0, 240.0, 177.0)","(3.2, 3.8, 3.7333333333333334)","(21.0, 38.0, 33.38461538461539)","(17.0, 28.0, 23.0)","(101.0, 630.0, 475.0)","(41.0, 140.0, 92.72727272727272)"
10-01-2023 14:07:22.930905,"(1.45, 1.76, 1.7476923076923077)","(9.0, 15.5, 14.7)","(61.0, 240.0, 142.5)","(3.2, 3.8, 3.7392857142857143)","(21.0, 38.0, 32.285714285714285)","(17.0, 28.0, 23.0)","(101.0, 630.0, 566.0)","(41.0, 140.0, 82.22222222222223)"
10-01-2023 14:07:24.234569,"(1.45, 1.75, 1.7476923076923077)","(9.0, 15.0, 14.7)","(61.0, 240.0, 150.0)","(3.2, 3.75, 3.7342105263157896)","(21.0, 38.0, 32.285714285714285)","(17.0, 28.0, 23.0)","(101.0, 630.0, 566.0)","(41.0, 140.0, 88.0)"
10-01-2023 14:07:25.419742,"(1.45, 1.77, 1.7437142857142858)","(9.0, 15.0, 14.85)","(61.0, 240.0, 171.1764705882353)","(3.2, 3.75, 3.7342105263157896)","(21.0, 38.0, 32.285714285714285)","(17.0, 28.0, 23.0)","(101.0, 630.0, 566.0)","(41.0, 140.0, 88.0)"
10-01-2023 14:07:26.573466,"(1.45, 1.77, 1.7421428571428572)","(9.0, 15.0, 14.85)","(61.0, 240.0, 171.1764705882353)","(3.2, 3.75, 3.7342105263157896)","(21.0, 38.0, 32.285714285714285)","(17.0, 28.0, 23.0)","(101.0, 630.0, 566.0)","(41.0, 140.0, 88.0)"
10-01-2023 14:07:27.713291,"(1.45, 1.77, 1.7545714285714287)","(9.0, 15.0, 14.85)","(61.0, 240.0, 166.875)","(3.2, 3.75, 3.7342105263157896)","(21.0, 38.0, 32.285714285714285)","(17.0, 28.0, 23.0)","(101.0, 630.0, 566.0)","(41.0, 140.0, 91.25)"
10-01-2023 14:07:29.001563,"(1.45, 1.77, 1.7556)","(9.0, 15.0, 14.85)","(61.0, 240.0, 156.9230769230769)","(3.2, 3.75, 3.6944444444444446)","(21.0, 38.0, 32.285714285714285)","(17.0, 28.0, 22.893617021276597)","(101.0, 630.0, 566.0)","(41.0, 140.0, 91.25)"
10-01-2023 14:07:30.229240,"(1.45, 1.77, 1.7556)","(9.0, 15.0, 14.833333333333334)","(61.0, 240.0, 180.0)","(3.2, 3.7, 3.68)","(21.0, 38.0, 32.23076923076923)","(17.0, 28.0, 22.893617021276597)","(101.0, 630.0, 566.0)","(41.0, 140.0, 91.25)"
10-01-2023 14:07:31.321865,"(1.45, 1.77, 1.752857142857143)","(9.0, 15.0, 14.833333333333334)","(61.0, 240.0, 180.0)","(3.2, 3.7, 3.68)","(21.0, 38.0, 32.285714285714285)","(17.0, 28.0, 22.893617021276597)","(101.0, 630.0, 566.0)","(41.0, 140.0, 84.28571428571429)"
10-01-2023 14:07:32.348821,"(1.45, 1.77, 1.760909090909091)","(9.0, 15.0, 14.892857142857142)","(61.0, 240.0, 180.0)","(3.2, 3.7, 3.68)","(21.0, 38.0, 32.285714285714285)","(17.0, 28.0, 22.893617021276597)","(101.0, 630.0, 566.0)","(41.0, 140.0, 84.28571428571429)"
10-01-2023 14:07:33.370847,"(1.45, 1.77, 1.7466666666666666)","(9.0, 15.0, 14.892857142857142)","(61.0, 240.0, 180.0)","(3.2, 3.7, 3.6900000000000004)","(21.0, 38.0, 32.285714285714285)","(17.0, 28.0, 22.893617021276597)","(101.0, 630.0, 566.0)","(41.0, 140.0, 84.28571428571429)"
10-01-2023 14:07:34.425606,"(1.45, 1.78, 1.7542857142857142)","(9.0, 15.5, 14.944444444444445)","(61.0, 240.0, 180.0)","(3.2, 3.65, 3.6222222222222222)","(21.0, 38.0, 32.285714285714285)","(17.0, 28.0, 22.893617021276597)","(101.0, 630.0, 566.0)","(41.0, 140.0, 79.33333333333333)"
10-01-2023 14:07:35.554606,"(1.45, 1.77, 1.760909090909091)","(9.0, 15.5, 14.944444444444445)","(61.0, 240.0, 180.0)","(3.2, 3.65, 3.623684210526316)","(21.0, 38.0, 32.285714285714285)","(17.0, 28.0, 22.893617021276597)","(101.0, 630.0, 566.0)","(41.0, 140.0, 79.33333333333333)"
10-01-2023 14:07:36.755283,"(1.45, 1.78, 1.76)","(9.0, 15.5, 14.944444444444445)","(71.0, 240.0, 180.0)","(3.2, 3.65, 3.6142857142857143)","(21.0, 38.0, 32.285714285714285)","(18.0, 28.0, 22.893617021276597)","(101.0, 630.0, 566.0)","(41.0, 140.0, 79.33333333333333)"
10-01-2023 14:07:37.954104,"(1.45, 1.77, 1.7442857142857142)","(10.0, 15.5, 14.944444444444445)","(71.0, 240.0, 180.0)","(3.2, 3.65, 3.6142857142857143)","(21.0, 38.0, 32.285714285714285)","(18.0, 28.0, 22.893617021276597)","(101.0, 630.0, 566.0)","(41.0, 140.0, 79.33333333333333)"
10-01-2023 14:07:39.086765,"(1.45, 1.77, 1.7442857142857142)","(10.0, 15.5, 14.944444444444445)","(71.0, 240.0, 180.0)","(3.2, 3.65, 3.623684210526316)","(21.0, 38.0, 32.285714285714285)","(18.0, 28.0, 22.893617021276597)","(101.0, 630.0, 566.0)","(41.0, 140.0, 79.33333333333333)"
10-01-2023 14:07:40.406436,"(1.45, 1.78, 1.75375)","(10.0, 15.5, 14.944444444444445)","(71.0, 240.0, 180.0)","(3.2, 3.65, 3.67)","(21.0, 38.0, 32.285714285714285)","(18.0, 28.0, 22.893617021276597)","(101.0, 630.0, 566.0)","(41.0, 140.0, 79.33333333333333)"
10-01-2023 14:07:41.581701,"(1.45, 1.76, 1.75625)","(10.0, 15.5, 15.078947368421053)","(71.0, 240.0, 180.0)","(3.2, 3.7, 3.6454545454545455)","(21.0, 38.0, 32.193548387096776)","(18.0, 28.0, 22.893617021276597)","(101.0, 630.0, 447.77777777777777)","(41.0, 140.0, 79.33333333333333)"
10-01-2023 14:07:42.966117,"(1.45, 1.77, 1.76625)","(10.0, 15.5, 14.75)","(71.0, 240.0, 141.0)","(3.2, 3.7, 3.6175)","(21.0, 38.0, 32.193548387096776)","(18.0, 28.0, 23.11627906976744)","(101.0, 620.0, 447.77777777777777)","(41.0, 140.0, 79.33333333333333)"
10-01-2023 14:07:44.346529,"(1.45, 1.77, 1.7641176470588236)","(10.0, 15.5, 15.029411764705882)","(71.0, 240.0, 141.0)","(3.2, 3.7, 3.7199999999999998)","(21.0, 38.0, 32.206896551724135)","(18.0, 28.0, 23.043478260869566)","(101.0, 620.0, 447.77777777777777)","(41.0, 140.0, 79.64285714285714)"
10-01-2023 14:07:45.693559,"(1.45, 1.77, 1.7229411764705882)","(10.0, 16.0, 15.029411764705882)","(71.0, 240.0, 141.0)","(3.2, 3.8, 3.727272727272727)","(21.0, 38.0, 32.206896551724135)","(18.0, 28.0, 23.043478260869566)","(101.0, 620.0, 492.22222222222223)","(41.0, 140.0, 79.64285714285714)"
10-01-2023 14:07:47.048000,"(1.45, 1.76, 1.73)","(10.0, 16.0, 15.4)","(71.0, 240.0, 141.0)","(3.2, 3.8, 3.727272727272727)","(21.0, 38.0, 32.206896551724135)","(18.0, 28.0, 23.043478260869566)","(101.0, 720.0, 492.22222222222223)","(41.0, 140.0, 79.64285714285714)"
10-01-2023 14:07:48.355432,"(1.45, 1.76, 1.75)","(10.0, 15.5, 14.666666666666666)","(71.0, 240.0, 180.0)","(3.2, 3.8, 3.6666666666666665)","(21.0, 38.0, 32.206896551724135)","(18.0, 28.0, 23.043478260869566)","(101.0, 720.0, 492.22222222222223)","(41.0, 140.0, 79.64285714285714)"
10-01-2023 14:07:49.526591,"(1.45, 1.77, 1.75)","(10.0, 15.5, 14.666666666666666)","(71.0, 240.0, 180.0)","(3.2, 3.8, 3.625)","(21.0, 38.0, 32.206896551724135)","(18.0, 28.0, 23.043478260869566)","(101.0, 720.0, 492.22222222222223)","(41.0, 140.0, 79.64285714285714)"
10-01-2023 14:07:50.754473,"(1.45, 1.76, 1.744225352112676)","(10.0, 14.5, 14.6)","(71.0, 240.0, 150.0)","(3.2, 3.8, 3.692307692307692)","(21.0, 38.0, 32.206896551724135)","(18.0, 28.0, 23.681818181818183)","(101.0, 720.0, 492.22222222222223)","(41.0, 140.0, 79.64285714285714)"
10-01-2023 14:07:51.905983,"(1.45, 1.75, 1.6998507462686567)","(10.0, 15.5, 14.6)","(71.0, 240.0, 150.0)","(3.2, 3.8, 3.75)","(21.0, 38.0, 32.206896551724135)","(18.0, 28.0, 23.681818181818183)","(101.0, 720.0, 492.22222222222223)","(41.0, 140.0, 79.64285714285714)"
10-01-2023 14:07:53.165419,"(1.45, 1.75, 1.6998507462686567)","(10.0, 15.5, 15.35)","(71.0, 240.0, 150.0)","(3.2, 3.8, 3.75)","(21.0, 38.0, 32.206896551724135)","(18.0, 28.0, 23.681818181818183)","(101.0, 720.0, 492.22222222222223)","(41.0, 140.0, 84.28571428571429)"
10-01-2023 14:07:54.335279,"(1.45, 1.74, 1.7323076923076923)","(10.0, 15.5, 15.35)","(71.0, 240.0, 150.0)","(3.2, 3.8, 3.7333333333333334)","(21.0, 38.0, 32.206896551724135)","(18.0, 28.0, 24.761904761904763)","(101.0, 720.0, 515.0)","(41.0, 140.0, 84.28571428571429)"
10-01-2023 14:07:55.692473,"(1.5, 1.73, 1.7094736842105263)","(10.0, 15.5, 14.864864864864865)","(71.0, 240.0, 150.0)","(3.2, 3.85, 3.7023809523809526)","(21.0, 38.0, 32.206896551724135)","(18.0, 28.0, 24.761904761904763)","(101.0, 720.0, 492.22222222222223)","(51.0, 140.0, 91.25)"
10-01-2023 14:07:56.955411,"(1.5, 1.71, 1.7094736842105263)","(10.0, 16.0, 14.864864864864865)","(71.0, 240.0, 150.0)","(3.2, 3.75, 3.7023809523809526)","(21.0, 38.0, 32.206896551724135)","(18.0, 28.0, 25.043478260869566)","(101.0, 720.0, 492.22222222222223)","(51.0, 140.0, 91.25)"
10-01-2023 14:07:58.234158,"(1.5, 1.71, 1.7094736842105263)","(10.0, 16.0, 14.727272727272727)","(71.0, 240.0, 180.0)","(3.2, 3.75, 3.7125)","(21.0, 38.0, 32.206896551724135)","(18.0, 28.0, 24.977777777777778)","(101.0, 720.0, 492.22222222222223)","(51.0, 140.0, 91.25)"
10-01-2023 14:07:59.499438,"(1.5, 1.72, 1.7189999999999999)","(10.0, 15.5, 15.384615384615385)","(71.0, 240.0, 180.0)","(3.2, 3.85, 3.7128571428571426)","(21.0, 38.0, 32.206896551724135)","(18.0, 28.0, 24.977777777777778)","(101.0, 720.0, 492.22222222222223)","(51.0, 140.0, 91.25)"
10-01-2023 14:08:00.773483,"(1.5, 1.72, 1.7191666666666667)","(10.0, 15.5, 14.833333333333334)","(71.0, 240.0, 168.0)","(3.2, 3.85, 3.7727272727272725)","(21.0, 38.0, 34.38709677419355)","(18.0, 28.0, 24.6)","(101.0, 720.0, 492.22222222222223)","(51.0, 140.0, 91.25)"
10-01-2023 14:08:02.018726,"(1.5, 1.71, 1.7095454545454545)","(10.0, 16.0, 14.833333333333334)","(71.0, 240.0, 168.0)","(3.2, 3.8, 3.7727272727272725)","(21.0, 38.0, 34.60606060606061)","(18.0, 28.0, 24.761904761904763)","(101.0, 720.0, 492.22222222222223)","(51.0, 140.0, 84.28571428571429)"
10-01-2023 14:08:03.306102,"(1.5, 1.73, 1.7177631578947368)","(10.0, 16.0, 15.093023255813954)","(71.0, 240.0, 176.0)","(3.2, 3.75, 3.7675)","(21.0, 38.0, 32.90909090909091)","(18.0, 28.0, 25.0)","(101.0, 720.0, 492.22222222222223)","(51.0, 140.0, 91.25)"
10-01-2023 14:08:04.634379,"(1.5, 1.73, 1.7165217391304348)","(10.0, 16.0, 15.03125)","(71.0, 240.0, 142.22222222222223)","(3.2, 3.8, 3.761764705882353)","(21.0, 38.0, 34.72727272727273)","(18.0, 27.0, 25.066666666666666)","(101.0, 720.0, 492.22222222222223)","(51.0, 140.0, 91.25)"
10-01-2023 14:08:05.873439,"(1.5, 1.72, 1.7185714285714286)","(10.0, 16.0, 15.01063829787234)","(71.0, 240.0, 142.22222222222223)","(3.2, 3.8, 3.761764705882353)","(21.0, 38.0, 34.72727272727273)","(18.0, 26.0, 24.8)","(101.0, 720.0, 492.22222222222223)","(51.0, 140.0, 91.25)"
10-01-2023 14:08:07.082767,"(1.5, 1.72, 1.7181818181818183)","(10.0, 15.5, 15.166666666666666)","(71.0, 130.0, 127.77777777777777)","(3.2, 3.8, 3.764705882352941)","(21.0, 38.0, 34.72727272727273)","(18.0, 26.0, 24.555555555555557)","(101.0, 720.0, 492.22222222222223)","(51.0, 140.0, 91.25)"
