,California Press,Shines,Captain George,Karuta King,Sacred Delago,Sippity Sip,Ponca,War Memorial,Skye Banner,Buckin Rippa
08-12-2022 15:08:55.093383,"(3.9, 4.6, 4.423529411764705)","(3.4, 4.2, 4.152631578947369)","(4.0, 5.2, 5.048)","(26.0, 100.0, 70.0)","(61.0, 300.0, 156.66666666666669)","(31.0, 70.0, 68.84615384615384)","(3.6, 4.3, 4.130232558139535)","(31.0, 80.0, 57.0)","(14.0, 22.0, 20.8)","(71.0, 350.0, 238.0)"
08-12-2022 15:08:56.301896,"(3.9, 4.6, 4.423529411764705)","(3.4, 4.2, 4.152631578947369)","(4.0, 5.2, 5.048)","(26.0, 100.0, 70.0)","(61.0, 300.0, 156.66666666666669)","(31.0, 70.0, 68.84615384615384)","(3.6, 4.3, 4.130232558139535)","(31.0, 80.0, 72.0)","(14.0, 22.0, 20.8)","(71.0, 350.0, 256.66666666666663)"
08-12-2022 15:08:57.486198,"(3.9, 4.6, 4.423529411764705)","(3.4, 4.2, 4.152631578947369)","(4.0, 5.2, 5.048)","(26.0, 100.0, 70.0)","(61.0, 300.0, 156.66666666666669)","(31.0, 70.0, 68.84615384615384)","(3.6, 4.3, 4.130232558139535)","(31.0, 80.0, 68.57142857142857)","(14.0, 22.0, 21.192307692307693)","(71.0, 350.0, 256.66666666666663)"
08-12-2022 15:08:58.783371,"(3.9, 4.6, 4.423529411764705)","(3.4, 4.2, 4.152631578947369)","(4.0, 5.2, 5.048)","(26.0, 100.0, 70.0)","(61.0, 300.0, 156.66666666666669)","(31.0, 70.0, 68.84615384615384)","(3.6, 4.3, 4.130232558139535)","(31.0, 80.0, 70.5)","(14.0, 22.0, 21.34375)","(71.0, 350.0, 256.66666666666663)"
08-12-2022 15:09:00.002614,"(3.9, 4.6, 4.423529411764705)","(3.4, 4.2, 4.152631578947369)","(4.0, 5.2, 5.01)","(26.0, 100.0, 70.0)","(61.0, 300.0, 156.66666666666669)","(31.0, 70.0, 64.23076923076923)","(3.6, 4.3, 4.130232558139535)","(31.0, 80.0, 63.0)","(14.0, 22.0, 20.2)","(71.0, 350.0, 163.33333333333331)"
08-12-2022 15:09:01.159340,"(3.9, 4.6, 4.423529411764705)","(3.4, 4.2, 4.152631578947369)","(4.0, 5.2, 5.01)","(26.0, 100.0, 70.0)","(61.0, 300.0, 138.75)","(31.0, 65.0, 64.23076923076923)","(3.6, 4.3, 4.130232558139535)","(31.0, 80.0, 71.5)","(14.0, 22.0, 20.2)","(71.0, 350.0, 140.0)"
08-12-2022 15:09:02.368329,"(3.9, 4.6, 4.423529411764705)","(3.4, 4.2, 4.152631578947369)","(4.0, 5.2, 5.01)","(26.0, 100.0, 70.0)","(61.0, 300.0, 171.0)","(31.0, 65.0, 64.23076923076923)","(3.6, 4.3, 4.130232558139535)","(31.0, 80.0, 73.2)","(14.0, 22.0, 20.2)","(71.0, 350.0, 272.5)"
08-12-2022 15:09:03.656409,"(3.9, 4.6, 4.423529411764705)","(3.4, 4.2, 4.152631578947369)","(4.0, 5.2, 5.01)","(26.0, 100.0, 82.0)","(61.0, 300.0, 219.375)","(31.0, 65.0, 64.23076923076923)","(3.6, 4.3, 4.130232558139535)","(31.0, 80.0, 69.33333333333333)","(14.0, 22.0, 20.2)","(71.0, 340.0, 255.71428571428572)"
08-12-2022 15:09:04.994481,"(3.9, 4.6, 4.423529411764705)","(3.4, 4.2, 4.152631578947369)","(4.0, 5.2, 5.142424242424243)","(26.0, 100.0, 85.0)","(61.0, 300.0, 227.14285714285714)","(31.0, 65.0, 64.16666666666667)","(3.6, 4.3, 4.1154761904761905)","(31.0, 80.0, 52.857142857142854)","(14.0, 22.0, 19.25)","(71.0, 330.0, 255.71428571428572)"
08-12-2022 15:09:06.214482,"(3.9, 4.6, 4.423529411764705)","(3.4, 4.2, 4.152631578947369)","(4.0, 5.2, 5.142424242424243)","(26.0, 100.0, 85.0)","(61.0, 300.0, 227.14285714285714)","(31.0, 65.0, 64.16666666666667)","(3.6, 4.2, 4.112345679012345)","(31.0, 70.0, 55.0)","(14.0, 21.0, 19.25)","(71.0, 330.0, 255.71428571428572)"
08-12-2022 15:09:07.606167,"(3.9, 4.6, 4.423529411764705)","(3.4, 4.2, 4.152631578947369)","(4.0, 5.2, 5.142424242424243)","(26.0, 100.0, 85.0)","(61.0, 300.0, 227.14285714285714)","(31.0, 65.0, 64.16666666666667)","(3.6, 4.2, 4.112345679012345)","(31.0, 70.0, 55.0)","(14.0, 21.0, 19.25)","(71.0, 330.0, 255.71428571428572)"
08-12-2022 15:09:08.832078,"(3.9, 4.6, 4.423529411764705)","(3.4, 4.2, 4.152631578947369)","(4.0, 5.2, 5.142424242424243)","(26.0, 100.0, 85.0)","(61.0, 300.0, 227.14285714285714)","(31.0, 65.0, 64.16666666666667)","(3.6, 4.2, 4.112345679012345)","(31.0, 70.0, 55.0)","(14.0, 21.0, 19.25)","(71.0, 330.0, 255.71428571428572)"
08-12-2022 15:09:10.150555,"(3.9, 4.6, 4.423529411764705)","(3.4, 4.2, 4.152631578947369)","(4.0, 5.2, 5.142424242424243)","(26.0, 100.0, 93.33333333333334)","(61.0, 300.0, 227.14285714285714)","(31.0, 65.0, 64.16666666666667)","(3.6, 4.2, 4.112345679012345)","(31.0, 70.0, 55.0)","(14.0, 21.0, 19.25)","(71.0, 330.0, 255.71428571428572)"
08-12-2022 15:09:11.690617,"(3.9, 4.6, 4.423529411764705)","(3.4, 4.2, 4.176923076923077)","(4.0, 5.2, 5.142424242424243)","(26.0, 100.0, 86.0)","(61.0, 300.0, 227.14285714285714)","(31.0, 65.0, 64.16666666666667)","(3.6, 4.2, 4.112345679012345)","(31.0, 70.0, 57.27272727272727)","(14.0, 21.0, 20.0)","(71.0, 330.0, 255.71428571428572)"
08-12-2022 15:09:13.126767,"(3.9, 4.6, 4.423529411764705)","(3.4, 4.2, 4.176923076923077)","(4.0, 5.2, 5.01)","(26.0, 100.0, 86.0)","(61.0, 300.0, 227.14285714285714)","(31.0, 65.0, 64.16666666666667)","(3.6, 4.2, 4.112345679012345)","(31.0, 70.0, 60.666666666666664)","(14.0, 21.0, 20.428571428571427)","(71.0, 330.0, 255.71428571428572)"
08-12-2022 15:09:14.469171,"(3.9, 4.6, 4.423529411764705)","(3.4, 4.2, 4.176923076923077)","(4.0, 5.2, 5.01)","(26.0, 100.0, 82.0)","(61.0, 300.0, 227.14285714285714)","(31.0, 65.0, 64.375)","(3.6, 4.2, 4.112345679012345)","(31.0, 70.0, 60.666666666666664)","(14.0, 21.0, 20.428571428571427)","(71.0, 330.0, 255.71428571428572)"
08-12-2022 15:09:15.806563,"(3.9, 4.6, 4.423529411764705)","(3.4, 4.2, 4.176923076923077)","(4.0, 5.2, 5.01)","(26.0, 100.0, 92.5)","(61.0, 300.0, 227.14285714285714)","(31.0, 65.0, 64.375)","(3.6, 4.2, 4.112345679012345)","(31.0, 70.0, 60.666666666666664)","(14.0, 21.0, 20.428571428571427)","(71.0, 330.0, 255.71428571428572)"
08-12-2022 15:09:17.211031,"(3.9, 4.6, 4.423529411764705)","(3.4, 4.2, 4.176923076923077)","(4.0, 5.2, 5.01)","(26.0, 100.0, 95.0)","(61.0, 300.0, 243.33333333333331)","(31.0, 65.0, 64.375)","(3.6, 4.2, 4.112345679012345)","(31.0, 70.0, 60.666666666666664)","(14.0, 21.0, 20.428571428571427)","(71.0, 330.0, 255.71428571428572)"
08-12-2022 15:09:18.480239,"(3.9, 4.6, 4.3999999999999995)","(3.4, 4.2, 4.176923076923077)","(4.0, 5.2, 5.01)","(26.0, 100.0, 82.0)","(61.0, 300.0, 243.33333333333331)","(31.0, 65.0, 64.375)","(3.6, 4.2, 4.112345679012345)","(31.0, 70.0, 60.666666666666664)","(14.0, 21.0, 20.428571428571427)","(71.0, 330.0, 255.71428571428572)"
08-12-2022 15:09:19.911595,"(3.9, 4.6, 4.3999999999999995)","(3.4, 4.2, 4.176923076923077)","(4.0, 5.2, 5.01)","(26.0, 100.0, 82.0)","(61.0, 300.0, 243.33333333333331)","(31.0, 65.0, 64.375)","(3.6, 4.2, 4.112345679012345)","(31.0, 70.0, 60.666666666666664)","(14.0, 21.0, 20.428571428571427)","(71.0, 330.0, 255.71428571428572)"
08-12-2022 15:09:21.290596,"(3.9, 4.6, 4.3999999999999995)","(3.4, 4.2, 4.176923076923077)","(4.0, 5.2, 5.01)","(26.0, 100.0, 86.0)","(61.0, 300.0, 243.33333333333331)","(31.0, 65.0, 64.375)","(3.6, 4.2, 4.112345679012345)","(31.0, 70.0, 60.666666666666664)","(14.0, 21.0, 20.428571428571427)","(71.0, 330.0, 255.71428571428572)"
08-12-2022 15:09:22.574704,"(3.9, 4.6, 4.3999999999999995)","(3.4, 4.2, 4.176923076923077)","(4.0, 5.2, 5.01)","(26.0, 100.0, 86.0)","(61.0, 300.0, 243.33333333333331)","(31.0, 65.0, 64.375)","(3.6, 4.2, 4.112345679012345)","(31.0, 70.0, 60.666666666666664)","(14.0, 21.0, 20.428571428571427)","(71.0, 330.0, 255.71428571428572)"
08-12-2022 15:09:23.767939,"(3.9, 4.6, 4.3999999999999995)","(3.4, 4.2, 4.176923076923077)","(4.0, 5.2, 5.01)","(26.0, 100.0, 86.0)","(61.0, 300.0, 282.0)","(31.0, 65.0, 64.375)","(3.6, 4.2, 4.112345679012345)","(31.0, 70.0, 60.666666666666664)","(14.0, 21.0, 20.428571428571427)","(71.0, 330.0, 328.3333333333333)"
08-12-2022 15:09:25.044188,"(3.9, 4.6, 4.3999999999999995)","(3.4, 4.2, 4.176923076923077)","(4.0, 5.2, 5.01)","(26.0, 100.0, 82.0)","(61.0, 320.0, 282.0)","(31.0, 65.0, 64.375)","(3.6, 4.2, 4.112345679012345)","(31.0, 70.0, 60.666666666666664)","(14.0, 21.0, 20.428571428571427)","(71.0, 380.0, 328.3333333333333)"
08-12-2022 15:09:26.302326,"(3.9, 4.6, 4.3999999999999995)","(3.4, 4.2, 4.176923076923077)","(4.0, 5.2, 5.01)","(26.0, 100.0, 95.0)","(61.0, 320.0, 282.0)","(31.0, 65.0, 64.375)","(3.6, 4.2, 4.112345679012345)","(31.0, 70.0, 60.666666666666664)","(14.0, 21.0, 20.428571428571427)","(71.0, 380.0, 328.3333333333333)"
08-12-2022 15:09:27.547893,"(3.9, 4.6, 4.3999999999999995)","(3.4, 4.2, 4.176923076923077)","(4.0, 5.2, 5.01)","(26.0, 100.0, 95.0)","(61.0, 320.0, 282.0)","(31.0, 65.0, 64.375)","(3.6, 4.2, 4.112345679012345)","(31.0, 70.0, 60.666666666666664)","(14.0, 21.0, 20.428571428571427)","(71.0, 380.0, 328.3333333333333)"
08-12-2022 15:09:28.766007,"(3.9, 4.6, 4.3999999999999995)","(3.4, 4.2, 4.1454545454545455)","(4.0, 5.2, 5.01)","(26.0, 100.0, 82.0)","(61.0, 320.0, 282.0)","(31.0, 65.0, 64.375)","(3.6, 4.2, 4.112345679012345)","(31.0, 70.0, 60.666666666666664)","(14.0, 21.0, 20.428571428571427)","(71.0, 380.0, 328.3333333333333)"
08-12-2022 15:09:30.019747,"(3.9, 4.6, 4.3999999999999995)","(3.4, 4.2, 4.1454545454545455)","(4.0, 5.2, 5.01)","(26.0, 100.0, 82.0)","(61.0, 320.0, 282.0)","(31.0, 65.0, 64.375)","(3.6, 4.2, 4.112345679012345)","(31.0, 70.0, 60.666666666666664)","(14.0, 21.0, 20.428571428571427)","(71.0, 380.0, 320.0)"
08-12-2022 15:09:31.224884,"(3.9, 4.6, 4.3999999999999995)","(3.4, 4.2, 4.1454545454545455)","(4.0, 5.2, 5.01)","(26.0, 100.0, 82.5)","(61.0, 320.0, 282.0)","(31.0, 65.0, 64.375)","(3.6, 4.2, 4.112345679012345)","(31.0, 70.0, 56.4)","(14.0, 21.0, 20.428571428571427)","(71.0, 370.0, 320.0)"
08-12-2022 15:09:32.487771,"(3.9, 4.6, 4.3999999999999995)","(3.4, 4.2, 4.1454545454545455)","(4.0, 5.2, 5.01)","(26.0, 100.0, 85.0)","(61.0, 320.0, 282.0)","(31.0, 65.0, 72.72727272727272)","(3.6, 4.2, 4.112345679012345)","(31.0, 70.0, 56.4)","(14.0, 21.0, 20.2)","(71.0, 370.0, 310.0)"
08-12-2022 15:09:33.700796,"(3.9, 4.6, 4.3999999999999995)","(3.4, 4.2, 4.1454545454545455)","(4.0, 5.2, 5.01)","(26.0, 100.0, 95.0)","(61.0, 320.0, 282.0)","(31.0, 80.0, 72.72727272727272)","(3.6, 4.2, 4.112345679012345)","(31.0, 70.0, 56.4)","(14.0, 21.0, 20.2)","(71.0, 370.0, 166.66666666666669)"
08-12-2022 15:09:34.958214,"(3.9, 4.6, 4.3999999999999995)","(3.4, 4.2, 4.1454545454545455)","(4.0, 5.2, 5.01)","(26.0, 100.0, 86.0)","(61.0, 320.0, 282.0)","(31.0, 80.0, 72.72727272727272)","(3.6, 4.2, 4.112345679012345)","(31.0, 70.0, 56.4)","(14.0, 21.0, 20.2)","(71.0, 360.0, 225.0)"
08-12-2022 15:09:36.238417,"(3.9, 4.6, 4.3999999999999995)","(3.4, 4.2, 4.1454545454545455)","(4.0, 5.2, 5.01)","(26.0, 100.0, 70.0)","(61.0, 320.0, 438.57142857142856)","(31.0, 80.0, 72.72727272727272)","(3.6, 4.2, 4.112345679012345)","(31.0, 70.0, 54.54545454545455)","(14.0, 21.0, 20.6)","(71.0, 380.0, 186.66666666666669)"
08-12-2022 15:09:37.529488,"(3.9, 4.6, 4.3999999999999995)","(3.4, 4.2, 4.1454545454545455)","(4.0, 5.2, 5.01)","(26.0, 100.0, 70.0)","(61.0, 670.0, 483.3333333333333)","(31.0, 80.0, 72.72727272727272)","(3.6, 4.2, 4.106578947368421)","(31.0, 70.0, 56.4)","(14.0, 21.0, 20.6)","(71.0, 420.0, 186.66666666666669)"
08-12-2022 15:09:38.913849,"(3.9, 4.6, 4.3999999999999995)","(3.4, 4.2, 4.1454545454545455)","(4.0, 5.2, 5.01)","(26.0, 100.0, 70.0)","(61.0, 660.0, 362.0)","(31.0, 80.0, 72.72727272727272)","(3.6, 4.2, 4.106578947368421)","(31.0, 70.0, 54.54545454545455)","(14.0, 21.0, 20.6)","(71.0, 420.0, 216.0)"
08-12-2022 15:09:40.164779,"(3.9, 4.6, 4.3999999999999995)","(3.4, 4.2, 4.1454545454545455)","(4.0, 5.2, 5.01)","(26.0, 100.0, 70.0)","(61.0, 420.0, 362.0)","(31.0, 80.0, 72.72727272727272)","(3.6, 4.2, 4.106578947368421)","(31.0, 70.0, 56.4)","(14.0, 21.0, 20.6)","(71.0, 420.0, 292.5)"
08-12-2022 15:09:41.722558,"(4.0, 4.6, 4.3999999999999995)","(3.4, 4.2, 4.1454545454545455)","(4.0, 5.2, 5.01)","(31.0, 100.0, 64.16666666666667)","(61.0, 420.0, 362.0)","(31.0, 80.0, 72.72727272727272)","(3.7, 4.2, 4.106578947368421)","(31.0, 70.0, 56.4)","(14.0, 21.0, 20.6)","(71.0, 420.0, 292.5)"
08-12-2022 15:09:43.130166,"(4.0, 4.6, 4.3999999999999995)","(3.4, 4.2, 4.1454545454545455)","(4.0, 5.2, 5.01)","(31.0, 110.0, 64.16666666666667)","(61.0, 420.0, 362.0)","(31.0, 80.0, 72.72727272727272)","(3.7, 4.2, 4.106578947368421)","(31.0, 70.0, 56.4)","(14.0, 21.0, 20.6)","(71.0, 420.0, 292.5)"
08-12-2022 15:09:44.455905,"(4.0, 4.6, 4.3999999999999995)","(3.4, 4.2, 4.1454545454545455)","(4.0, 5.2, 5.01)","(31.0, 110.0, 64.16666666666667)","(61.0, 420.0, 362.0)","(31.0, 80.0, 72.72727272727272)","(3.7, 4.2, 4.106578947368421)","(31.0, 70.0, 55.833333333333336)","(14.0, 21.0, 20.6)","(71.0, 420.0, 292.5)"
08-12-2022 15:09:46.110716,"(4.0, 4.6, 4.4125)","(3.4, 4.2, 4.1454545454545455)","(4.0, 5.2, 5.01)","(31.0, 110.0, 64.16666666666667)","(61.0, 420.0, 362.0)","(31.0, 80.0, 72.72727272727272)","(3.7, 4.2, 4.106578947368421)","(31.0, 65.0, 57.333333333333336)","(14.0, 21.0, 20.6)","(71.0, 420.0, 292.5)"
08-12-2022 15:09:47.597387,"(4.0, 4.6, 4.4125)","(3.4, 4.2, 4.166666666666667)","(4.0, 5.2, 5.01)","(31.0, 110.0, 64.16666666666667)","(61.0, 420.0, 252.5)","(31.0, 80.0, 66.66666666666667)","(3.7, 4.2, 4.113333333333333)","(31.0, 65.0, 52.142857142857146)","(14.0, 21.0, 21.18181818181818)","(71.0, 420.0, 292.5)"
08-12-2022 15:09:49.029189,"(4.0, 4.6, 4.4125)","(3.4, 4.2, 4.166666666666667)","(4.0, 5.2, 5.01)","(31.0, 110.0, 64.16666666666667)","(61.0, 420.0, 252.5)","(31.0, 80.0, 66.66666666666667)","(3.7, 4.3, 4.113333333333333)","(31.0, 65.0, 45.90909090909091)","(14.0, 22.0, 21.18181818181818)","(71.0, 420.0, 292.5)"
08-12-2022 15:09:50.361811,"(4.0, 4.6, 4.4125)","(3.4, 4.2, 4.166666666666667)","(4.0, 5.2, 5.01)","(31.0, 110.0, 64.16666666666667)","(61.0, 420.0, 252.5)","(31.0, 80.0, 66.66666666666667)","(3.7, 4.3, 4.113333333333333)","(31.0, 65.0, 57.0)","(14.0, 22.0, 21.18181818181818)","(71.0, 420.0, 292.5)"
08-12-2022 15:09:51.804982,"(4.0, 4.6, 4.4125)","(3.4, 4.2, 4.166666666666667)","(4.0, 5.2, 5.01)","(31.0, 110.0, 64.16666666666667)","(61.0, 420.0, 252.5)","(31.0, 80.0, 66.66666666666667)","(3.7, 4.3, 4.113333333333333)","(31.0, 70.0, 57.0)","(14.0, 22.0, 21.18181818181818)","(71.0, 420.0, 292.5)"
08-12-2022 15:09:53.101591,"(4.0, 4.6, 4.4125)","(3.4, 4.2, 4.166666666666667)","(4.0, 5.2, 5.01)","(31.0, 110.0, 82.5)","(61.0, 420.0, 252.5)","(31.0, 80.0, 66.66666666666667)","(3.7, 4.3, 4.113333333333333)","(31.0, 70.0, 52.857142857142854)","(14.0, 22.0, 21.18181818181818)","(71.0, 420.0, 292.5)"
08-12-2022 15:09:54.308426,"(4.0, 4.6, 4.5473684210526315)","(3.4, 4.2, 4.166666666666667)","(4.0, 5.2, 5.01)","(31.0, 110.0, 90.35714285714286)","(61.0, 420.0, 252.5)","(31.0, 80.0, 66.66666666666667)","(3.7, 4.3, 4.113333333333333)","(31.0, 70.0, 50.0)","(14.0, 22.0, 21.18181818181818)","(71.0, 420.0, 292.5)"
08-12-2022 15:09:55.664514,"(4.0, 4.6, 4.5473684210526315)","(3.4, 4.2, 4.166666666666667)","(4.0, 5.2, 5.01)","(31.0, 110.0, 90.35714285714286)","(61.0, 420.0, 193.33333333333331)","(31.0, 80.0, 70.0)","(3.7, 4.3, 4.113333333333333)","(31.0, 70.0, 57.05882352941177)","(14.0, 22.0, 20.25)","(71.0, 420.0, 315.7142857142857)"
08-12-2022 15:09:56.922425,"(4.0, 4.6, 4.5473684210526315)","(3.4, 4.2, 4.166666666666667)","(4.0, 5.2, 5.01)","(31.0, 110.0, 82.5)","(61.0, 410.0, 193.33333333333331)","(31.0, 75.0, 66.66666666666667)","(3.7, 4.3, 4.133333333333333)","(31.0, 70.0, 54.285714285714285)","(14.0, 21.0, 20.666666666666668)","(71.0, 410.0, 315.7142857142857)"
08-12-2022 15:09:58.142129,"(4.0, 4.6, 4.509090909090909)","(3.4, 4.2, 4.179166666666667)","(4.0, 5.2, 5.059259259259259)","(31.0, 110.0, 82.5)","(61.0, 410.0, 193.33333333333331)","(31.0, 70.0, 66.66666666666667)","(3.7, 4.3, 4.133333333333333)","(31.0, 70.0, 57.714285714285715)","(14.0, 21.0, 20.666666666666668)","(71.0, 410.0, 308.57142857142856)"
08-12-2022 15:09:59.375351,"(4.0, 4.6, 4.509090909090909)","(3.4, 4.2, 4.179166666666667)","(4.0, 5.2, 5.059259259259259)","(31.0, 110.0, 82.5)","(61.0, 410.0, 193.33333333333331)","(31.0, 70.0, 66.66666666666667)","(3.7, 4.3, 4.133333333333333)","(31.0, 65.0, 57.714285714285715)","(14.0, 21.0, 20.666666666666668)","(71.0, 400.0, 308.57142857142856)"
08-12-2022 15:10:00.551025,"(4.0, 4.6, 4.509090909090909)","(3.4, 4.2, 4.179166666666667)","(4.0, 5.2, 5.059259259259259)","(31.0, 110.0, 96.11111111111111)","(61.0, 410.0, 193.33333333333331)","(31.0, 70.0, 67.14285714285714)","(3.7, 4.3, 4.155670103092783)","(31.0, 65.0, 61.6)","(14.0, 21.0, 20.666666666666668)","(71.0, 400.0, 308.57142857142856)"
08-12-2022 15:10:02.026386,"(4.0, 4.6, 4.509090909090909)","(3.4, 4.2, 4.179166666666667)","(4.0, 5.2, 5.027272727272727)","(31.0, 110.0, 97.14285714285714)","(61.0, 410.0, 193.33333333333331)","(31.0, 70.0, 67.14285714285714)","(3.7, 4.3, 4.155670103092783)","(31.0, 65.0, 61.6)","(14.0, 21.0, 20.666666666666668)","(71.0, 400.0, 308.57142857142856)"
08-12-2022 15:10:03.643798,"(4.0, 4.6, 4.509090909090909)","(3.4, 4.2, 4.179166666666667)","(4.0, 5.2, 5.027272727272727)","(31.0, 100.0, 88.63636363636363)","(61.0, 410.0, 193.33333333333331)","(31.0, 70.0, 67.14285714285714)","(3.7, 4.3, 4.155670103092783)","(31.0, 65.0, 61.6)","(14.0, 21.0, 20.666666666666668)","(71.0, 400.0, 347.5)"
08-12-2022 15:10:05.056858,"(4.0, 4.6, 4.509090909090909)","(3.4, 4.2, 4.179166666666667)","(4.0, 5.2, 5.027272727272727)","(31.0, 95.0, 63.666666666666664)","(61.0, 410.0, 193.33333333333331)","(31.0, 70.0, 63.333333333333336)","(3.7, 4.3, 4.155670103092783)","(31.0, 65.0, 61.6)","(14.0, 21.0, 20.25)","(71.0, 400.0, 355.7142857142857)"
08-12-2022 15:10:06.978436,"(4.0, 4.6, 4.514893617021277)","(3.4, 4.2, 4.179166666666667)","(4.0, 5.2, 5.027272727272727)","(31.0, 95.0, 72.5)","(61.0, 410.0, 202.5)","(31.0, 70.0, 63.333333333333336)","(3.7, 4.3, 4.1499999999999995)","(31.0, 65.0, 57.714285714285715)","(14.0, 21.0, 19.6875)","(71.0, 380.0, 285.0)"
08-12-2022 15:10:08.735361,"(4.0, 4.6, 4.514893617021277)","(3.4, 4.2, 4.179166666666667)","(4.0, 5.2, 5.027272727272727)","(31.0, 90.0, 65.33333333333333)","(61.0, 320.0, 202.5)","(31.0, 70.0, 63.333333333333336)","(3.7, 4.3, 4.1499999999999995)","(31.0, 65.0, 55.72727272727273)","(14.0, 21.0, 19.6875)","(71.0, 380.0, 232.5)"
08-12-2022 15:10:10.302055,"(4.0, 4.6, 4.514893617021277)","(3.4, 4.2, 4.179166666666667)","(4.0, 5.2, 5.027272727272727)","(31.0, 100.0, 65.33333333333333)","(61.0, 320.0, 202.5)","(31.0, 70.0, 63.333333333333336)","(3.7, 4.3, 4.1499999999999995)","(31.0, 65.0, 56.0)","(14.0, 21.0, 19.6875)","(71.0, 370.0, 344.0909090909091)"
08-12-2022 15:10:11.582479,"(4.0, 4.6, 4.514893617021277)","(3.4, 4.2, 4.179166666666667)","(4.0, 5.2, 5.027272727272727)","(31.0, 100.0, 65.33333333333333)","(61.0, 320.0, 202.5)","(31.0, 70.0, 63.333333333333336)","(3.7, 4.3, 4.1499999999999995)","(31.0, 60.0, 56.0)","(14.0, 21.0, 19.6875)","(71.0, 370.0, 344.0909090909091)"
08-12-2022 15:10:12.922169,"(4.0, 4.6, 4.524528301886792)","(3.4, 4.2, 4.179166666666667)","(4.0, 5.2, 5.027272727272727)","(31.0, 100.0, 65.33333333333333)","(61.0, 320.0, 202.5)","(31.0, 70.0, 63.333333333333336)","(3.7, 4.3, 4.1499999999999995)","(31.0, 55.0, 52.666666666666664)","(14.0, 21.0, 19.6875)","(71.0, 190.0, 140.0)"
08-12-2022 15:10:14.472567,"(4.0, 4.6, 4.55)","(3.4, 4.2, 4.179166666666667)","(4.0, 5.2, 5.027272727272727)","(31.0, 100.0, 65.33333333333333)","(61.0, 320.0, 202.5)","(31.0, 70.0, 63.333333333333336)","(3.7, 4.3, 4.1499999999999995)","(31.0, 55.0, 53.833333333333336)","(14.0, 21.0, 19.6875)","(71.0, 190.0, 150.0)"
08-12-2022 15:10:15.915378,"(4.0, 4.6, 4.55)","(3.4, 4.2, 4.179166666666667)","(4.0, 5.2, 5.027272727272727)","(31.0, 100.0, 65.33333333333333)","(61.0, 320.0, 202.5)","(31.0, 70.0, 63.333333333333336)","(3.7, 4.3, 4.1499999999999995)","(31.0, 55.0, 53.833333333333336)","(14.0, 21.0, 19.6875)","(71.0, 180.0, 150.0)"
08-12-2022 15:10:17.391021,"(4.0, 4.6, 4.55)","(3.4, 4.2, 4.179166666666667)","(4.0, 5.2, 5.027272727272727)","(31.0, 100.0, 61.0)","(61.0, 320.0, 261.25)","(31.0, 70.0, 63.333333333333336)","(3.7, 4.3, 4.1499999999999995)","(31.0, 55.0, 53.25)","(14.0, 21.0, 19.40909090909091)","(71.0, 180.0, 103.33333333333333)"
08-12-2022 15:10:18.716396,"(4.0, 4.6, 4.55)","(3.4, 4.2, 4.180851063829787)","(4.0, 5.2, 5.027272727272727)","(31.0, 100.0, 62.0)","(61.0, 320.0, 205.0)","(31.0, 70.0, 61.666666666666664)","(3.7, 4.3, 4.1499999999999995)","(31.0, 55.0, 53.833333333333336)","(14.0, 21.0, 19.7)","(71.0, 170.0, 125.0)"
08-12-2022 15:10:20.155632,"(4.0, 4.6, 4.55)","(3.4, 4.3, 4.180851063829787)","(4.0, 5.2, 5.027272727272727)","(31.0, 90.0, 60.333333333333336)","(61.0, 320.0, 274.0)","(31.0, 65.0, 61.666666666666664)","(3.7, 4.3, 4.1499999999999995)","(31.0, 55.0, 53.25)","(14.0, 20.0, 19.1)","(71.0, 160.0, 102.0)"
08-12-2022 15:10:21.476701,"(4.0, 4.6, 4.55)","(3.4, 4.3, 4.180851063829787)","(4.0, 5.2, 5.027272727272727)","(31.0, 85.0, 58.666666666666664)","(61.0, 320.0, 207.5)","(31.0, 65.0, 61.666666666666664)","(3.7, 4.3, 4.1499999999999995)","(31.0, 55.0, 53.833333333333336)","(14.0, 20.0, 19.1)","(71.0, 150.0, 94.16666666666667)"
08-12-2022 15:10:22.828517,"(4.0, 4.6, 4.55)","(3.4, 4.3, 4.226666666666667)","(4.0, 5.2, 5.027272727272727)","(31.0, 80.0, 57.0)","(61.0, 320.0, 158.75)","(31.0, 65.0, 61.666666666666664)","(3.7, 4.3, 4.1499999999999995)","(31.0, 55.0, 53.25)","(14.0, 20.0, 19.1)","(71.0, 140.0, 98.0)"
08-12-2022 15:10:24.203201,"(4.0, 4.6, 4.55)","(3.4, 4.3, 4.23125)","(4.0, 5.2, 5.027272727272727)","(31.0, 75.0, 57.0)","(61.0, 350.0, 158.75)","(31.0, 65.0, 61.666666666666664)","(3.7, 4.3, 4.1499999999999995)","(31.0, 55.0, 53.833333333333336)","(14.0, 20.0, 19.1)","(71.0, 130.0, 98.0)"
08-12-2022 15:10:25.569597,"(4.0, 4.6, 4.553846153846154)","(3.4, 4.3, 4.23125)","(4.0, 5.2, 5.027272727272727)","(31.0, 75.0, 57.0)","(61.0, 350.0, 158.75)","(31.0, 65.0, 61.666666666666664)","(3.7, 4.3, 4.1499999999999995)","(31.0, 55.0, 53.25)","(14.0, 20.0, 19.1)","(71.0, 130.0, 103.33333333333333)"
