,Go Forward Tink,Oh Suzie,Flying Bella,Udella Bale,Hasten Jet,Pablos Star,Im Indigo,Levator
05-01-2023 14:02:59.804136,"(9.0, 34.0, 29.25)","(51.0, 230.0, 186.8888888888889)","(19.0, 130.0, 49.0)","(2.7, 3.85, 2.93)","(2.6, 4.1, 2.8200000000000003)","(10.0, 19.5, 16.557142857142857)","(8.5, 17.5, 13.685714285714287)","(6.0, 9.6, 8.85)"
05-01-2023 14:03:01.110588,"(9.0, 34.0, 29.25)","(51.0, 230.0, 186.8888888888889)","(19.0, 130.0, 49.0)","(2.7, 3.85, 3.567837837837838)","(2.6, 4.1, 2.8200000000000003)","(10.0, 19.5, 16.557142857142857)","(8.5, 17.5, 13.685714285714287)","(6.0, 9.6, 8.85)"
05-01-2023 14:03:02.372806,"(9.0, 34.0, 29.25)","(51.0, 230.0, 186.8888888888889)","(19.0, 130.0, 49.0)","(2.7, 3.85, 3.1576923076923076)","(2.6, 4.1, 2.8200000000000003)","(10.0, 19.5, 16.557142857142857)","(8.5, 17.5, 13.685714285714287)","(6.0, 9.6, 8.85)"
05-01-2023 14:03:03.578811,"(9.0, 34.0, 29.25)","(51.0, 230.0, 186.8888888888889)","(19.0, 130.0, 49.0)","(2.7, 3.85, 3.1576923076923076)","(2.6, 4.1, 2.8200000000000003)","(10.0, 19.5, 16.557142857142857)","(8.5, 17.5, 13.685714285714287)","(6.0, 9.6, 7.145454545454545)"
05-01-2023 14:03:04.759632,"(9.0, 34.0, 29.25)","(51.0, 230.0, 186.8888888888889)","(19.0, 130.0, 86.16666666666667)","(2.7, 3.85, 3.1576923076923076)","(2.6, 4.1, 2.7560000000000002)","(10.0, 19.5, 16.557142857142857)","(8.5, 17.5, 13.685714285714287)","(6.0, 9.6, 7.145454545454545)"
05-01-2023 14:03:05.935277,"(9.0, 34.0, 29.25)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 86.16666666666667)","(2.7, 3.85, 3.1576923076923076)","(2.6, 4.1, 2.7560000000000002)","(10.0, 19.5, 16.557142857142857)","(8.5, 17.5, 13.685714285714287)","(6.0, 9.6, 7.145454545454545)"
05-01-2023 14:03:07.043418,"(9.0, 34.0, 29.25)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 86.16666666666667)","(2.7, 3.85, 3.1576923076923076)","(2.6, 4.1, 2.7560000000000002)","(10.0, 19.5, 16.557142857142857)","(8.5, 17.5, 13.685714285714287)","(6.0, 9.6, 7.145454545454545)"
05-01-2023 14:03:08.170024,"(9.0, 34.0, 29.25)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 86.16666666666667)","(2.7, 3.85, 3.1576923076923076)","(2.6, 4.1, 2.7560000000000002)","(10.0, 19.5, 16.557142857142857)","(8.5, 17.5, 13.685714285714287)","(6.0, 9.6, 7.145454545454545)"
05-01-2023 14:03:09.312436,"(9.0, 34.0, 29.25)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 86.16666666666667)","(2.7, 3.85, 3.1576923076923076)","(2.6, 4.1, 2.7560000000000002)","(10.0, 19.5, 16.557142857142857)","(8.5, 17.5, 13.685714285714287)","(6.0, 9.6, 7.145454545454545)"
05-01-2023 14:03:10.503163,"(9.0, 34.0, 29.25)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 86.16666666666667)","(2.7, 3.85, 3.1576923076923076)","(2.6, 4.1, 2.7560000000000002)","(10.0, 19.5, 16.557142857142857)","(8.5, 17.5, 13.685714285714287)","(6.0, 9.6, 7.145454545454545)"
05-01-2023 14:03:11.744615,"(9.0, 34.0, 29.25)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 86.16666666666667)","(2.7, 3.85, 3.1576923076923076)","(2.6, 4.1, 2.7560000000000002)","(10.0, 19.5, 16.557142857142857)","(8.5, 17.5, 13.685714285714287)","(6.0, 9.6, 7.145454545454545)"
05-01-2023 14:03:12.944759,"(9.0, 34.0, 29.25)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 86.16666666666667)","(2.7, 3.85, 3.1576923076923076)","(2.6, 4.1, 2.7560000000000002)","(10.0, 19.5, 16.557142857142857)","(8.5, 17.5, 13.685714285714287)","(6.0, 9.6, 7.145454545454545)"
05-01-2023 14:03:14.083613,"(9.0, 34.0, 29.25)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 86.16666666666667)","(2.7, 3.85, 3.1576923076923076)","(2.6, 4.1, 2.7560000000000002)","(10.0, 19.5, 16.557142857142857)","(8.5, 17.5, 13.685714285714287)","(6.0, 9.6, 7.145454545454545)"
05-01-2023 14:03:15.196891,"(9.0, 34.0, 29.25)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 86.16666666666667)","(2.7, 3.85, 3.1576923076923076)","(2.6, 4.1, 2.7560000000000002)","(10.0, 19.5, 16.557142857142857)","(8.5, 17.5, 13.685714285714287)","(6.0, 9.6, 7.145454545454545)"
05-01-2023 14:03:16.257519,"(9.0, 34.0, 29.25)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 86.16666666666667)","(2.7, 3.85, 3.1576923076923076)","(2.6, 4.1, 2.7560000000000002)","(10.0, 19.5, 16.557142857142857)","(8.5, 17.5, 13.685714285714287)","(6.0, 9.6, 7.145454545454545)"
05-01-2023 14:03:17.314797,"(9.0, 34.0, 29.25)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 86.16666666666667)","(2.7, 3.85, 3.1576923076923076)","(2.6, 4.1, 2.7560000000000002)","(10.0, 19.5, 16.557142857142857)","(8.5, 17.5, 13.685714285714287)","(6.0, 9.6, 7.145454545454545)"
05-01-2023 14:03:18.522440,"(9.0, 34.0, 29.25)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 86.16666666666667)","(2.7, 3.85, 3.1576923076923076)","(2.6, 4.1, 2.7560000000000002)","(10.0, 19.5, 16.557142857142857)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.145454545454545)"
05-01-2023 14:03:19.844128,"(9.0, 34.0, 29.25)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 86.16666666666667)","(2.7, 3.85, 3.1576923076923076)","(2.6, 4.1, 2.8657142857142857)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.3)"
05-01-2023 14:03:21.239775,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 86.16666666666667)","(2.7, 3.85, 3.1576923076923076)","(2.6, 4.1, 2.8657142857142857)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.3)"
05-01-2023 14:03:22.837914,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 86.16666666666667)","(2.7, 3.85, 3.1576923076923076)","(2.6, 4.1, 2.8657142857142857)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.3)"
05-01-2023 14:03:24.123998,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 94.75)","(2.7, 3.85, 3.1576923076923076)","(2.6, 4.1, 2.8657142857142857)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.3)"
05-01-2023 14:03:25.551188,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 94.75)","(2.7, 3.85, 3.1576923076923076)","(2.6, 4.1, 2.8657142857142857)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.3)"
05-01-2023 14:03:26.779876,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 94.75)","(2.7, 3.85, 3.17)","(2.6, 4.1, 2.8657142857142857)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.3)"
05-01-2023 14:03:28.314128,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 94.75)","(2.7, 3.85, 2.8253846153846154)","(2.6, 4.1, 2.8657142857142857)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.3)"
05-01-2023 14:03:29.611797,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 94.75)","(2.7, 3.85, 2.8215384615384616)","(2.6, 4.1, 2.8657142857142857)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.3)"
05-01-2023 14:03:30.903952,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 94.75)","(2.7, 3.8, 2.8215384615384616)","(2.6, 4.1, 3.38)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.569230769230769)"
05-01-2023 14:03:32.024853,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 94.75)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 3.1533333333333333)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.569230769230769)"
05-01-2023 14:03:33.235456,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 94.375)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 3.1533333333333333)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.7333333333333325)"
05-01-2023 14:03:34.571659,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 86.0)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 2.8657142857142857)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.7333333333333325)"
05-01-2023 14:03:35.945118,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 74.0)","(2.7, 3.8, 3.0199999999999996)","(2.6, 4.1, 3.38)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.7333333333333325)"
05-01-2023 14:03:37.383983,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 130.0, 105.42857142857143)","(2.7, 3.8, 2.984)","(2.6, 4.1, 3.1533333333333333)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.3)"
05-01-2023 14:03:38.727872,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 105.42857142857143)","(2.7, 3.8, 2.984)","(2.6, 4.1, 3.1533333333333333)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.08)"
05-01-2023 14:03:40.076579,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 105.42857142857143)","(2.7, 3.8, 2.8215384615384616)","(2.6, 4.1, 2.8657142857142857)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.866666666666666)"
05-01-2023 14:03:41.277756,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 105.42857142857143)","(2.7, 3.8, 2.8215384615384616)","(2.6, 4.1, 3.38)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.866666666666666)"
05-01-2023 14:03:42.437703,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 105.42857142857143)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 3.1533333333333333)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.866666666666666)"
05-01-2023 14:03:43.634514,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 105.42857142857143)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 3.1533333333333333)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.375)"
05-01-2023 14:03:44.860018,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 105.42857142857143)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 3.1533333333333333)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.8)"
05-01-2023 14:03:46.068785,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 105.42857142857143)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 2.8657142857142857)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.8)"
05-01-2023 14:03:47.270983,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 105.42857142857143)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 2.8657142857142857)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.8)"
05-01-2023 14:03:48.465794,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 105.42857142857143)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 2.8657142857142857)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.671428571428571)"
05-01-2023 14:03:49.607456,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 105.42857142857143)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 2.8657142857142857)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.145454545454545)"
05-01-2023 14:03:50.848481,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 105.42857142857143)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 3.05)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.145454545454545)"
05-01-2023 14:03:52.058108,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 107.25)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 3.05)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.375)"
05-01-2023 14:03:53.278539,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 107.25)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 3.05)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.375)"
05-01-2023 14:03:54.549519,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 107.25)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 3.05)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.375)"
05-01-2023 14:03:55.735215,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 107.25)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 3.05)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.375)"
05-01-2023 14:03:56.965568,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 107.25)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 3.05)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.375)"
05-01-2023 14:03:58.098748,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 107.25)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 3.05)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.375)"
05-01-2023 14:03:59.279748,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 107.25)","(2.7, 3.8, 2.984)","(2.6, 4.1, 3.05)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.449999999999999)"
05-01-2023 14:04:00.493764,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 107.25)","(2.7, 3.8, 2.984)","(2.6, 4.1, 2.8657142857142857)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.449999999999999)"
05-01-2023 14:04:01.717134,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 107.25)","(2.7, 3.8, 2.8215384615384616)","(2.6, 4.1, 2.8657142857142857)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.449999999999999)"
05-01-2023 14:04:02.886452,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 107.25)","(2.7, 3.8, 2.8215384615384616)","(2.6, 4.1, 2.8657142857142857)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.449999999999999)"
05-01-2023 14:04:04.040596,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 107.25)","(2.7, 3.8, 2.8215384615384616)","(2.6, 4.1, 2.8657142857142857)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.449999999999999)"
05-01-2023 14:04:05.310512,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 99.8)","(2.7, 3.8, 2.8215384615384616)","(2.6, 4.1, 2.8657142857142857)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.449999999999999)"
05-01-2023 14:04:06.363214,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 99.8)","(2.7, 3.8, 2.8215384615384616)","(2.6, 4.1, 2.8657142857142857)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.449999999999999)"
05-01-2023 14:04:07.516032,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 99.8)","(2.7, 3.8, 2.8215384615384616)","(2.6, 4.1, 2.8657142857142857)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.449999999999999)"
05-01-2023 14:04:08.602000,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 99.8)","(2.7, 3.8, 2.8215384615384616)","(2.6, 4.1, 2.8657142857142857)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.449999999999999)"
05-01-2023 14:04:09.790636,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 99.8)","(2.7, 3.8, 2.8215384615384616)","(2.6, 4.1, 2.8657142857142857)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.08)"
05-01-2023 14:04:11.167324,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 99.8)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 2.8657142857142857)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.08)"
05-01-2023 14:04:12.352963,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 99.8)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 3.3145454545454545)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.866666666666666)"
05-01-2023 14:04:13.487901,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 99.8)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 3.3145454545454545)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.866666666666666)"
05-01-2023 14:04:14.513558,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 99.8)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 3.3145454545454545)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.666666666666666)"
05-01-2023 14:04:15.596284,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 99.8)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 3.3145454545454545)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.145454545454545)"
05-01-2023 14:04:16.759946,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 99.8)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 3.3145454545454545)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.145454545454545)"
05-01-2023 14:04:17.914497,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 99.8)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 3.3145454545454545)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.375)"
05-01-2023 14:04:19.103030,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 99.8)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 3.3145454545454545)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.375)"
05-01-2023 14:04:20.271035,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 99.8)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 3.3145454545454545)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.375)"
05-01-2023 14:04:21.349805,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 99.8)","(2.7, 3.8, 3.051764705882353)","(2.6, 4.1, 3.248)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.375)"
05-01-2023 14:04:22.487950,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 99.8)","(2.7, 3.8, 2.984)","(2.6, 4.1, 3.1666666666666665)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 6.375)"
05-01-2023 14:04:23.592547,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 99.8)","(2.7, 3.8, 2.984)","(2.6, 4.1, 3.1666666666666665)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.449999999999999)"
05-01-2023 14:04:24.716472,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 63.4)","(2.7, 3.8, 2.8215384615384616)","(2.6, 4.1, 3.3145454545454545)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.449999999999999)"
05-01-2023 14:04:25.884666,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 130.0, 99.8)","(2.7, 3.8, 2.8215384615384616)","(2.6, 4.1, 3.3145454545454545)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.449999999999999)"
05-01-2023 14:04:26.980902,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 99.8)","(2.7, 3.8, 2.8215384615384616)","(2.6, 4.1, 3.3145454545454545)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.449999999999999)"
05-01-2023 14:04:28.114048,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 99.8)","(2.7, 3.8, 2.8215384615384616)","(2.6, 4.1, 3.3145454545454545)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.449999999999999)"
05-01-2023 14:04:29.236175,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 99.8)","(2.7, 3.8, 2.8215384615384616)","(2.6, 4.1, 3.3145454545454545)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.449999999999999)"
05-01-2023 14:04:30.408789,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 99.8)","(2.7, 3.8, 2.8215384615384616)","(2.6, 4.1, 3.18)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.449999999999999)"
05-01-2023 14:04:31.529280,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 99.8)","(2.7, 3.8, 2.8215384615384616)","(2.6, 4.1, 3.18)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.449999999999999)"
05-01-2023 14:04:32.684692,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 99.8)","(2.7, 3.8, 2.8215384615384616)","(2.6, 4.1, 3.2720000000000002)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.449999999999999)"
05-01-2023 14:04:33.839274,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 95.0)","(2.7, 3.8, 2.8215384615384616)","(2.6, 4.1, 3.2720000000000002)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.449999999999999)"
05-01-2023 14:04:34.963660,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 95.0)","(2.7, 3.8, 2.8215384615384616)","(2.6, 4.1, 2.951428571428571)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.449999999999999)"
05-01-2023 14:04:36.107251,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 95.0)","(2.7, 3.8, 2.8215384615384616)","(2.6, 4.1, 2.951428571428571)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.449999999999999)"
05-01-2023 14:04:37.245627,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 95.0)","(2.7, 3.8, 2.8215384615384616)","(2.6, 4.1, 2.951428571428571)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.449999999999999)"
05-01-2023 14:04:38.396967,"(9.0, 34.0, 30.2)","(51.0, 230.0, 186.8888888888889)","(19.0, 120.0, 95.0)","(2.7, 3.8, 2.8215384615384616)","(2.6, 4.1, 2.951428571428571)","(10.0, 19.5, 12.9)","(8.5, 17.5, 10.975000000000001)","(6.0, 9.6, 7.08)"
