,Uri Bale,Miss Rowdy,Homebush Shadow,Impressive Sonic,Iced Mocha,Diamond Warrior,Goldstar Ricky,Yoshi Moon
12-01-2023 14:58:17.342563,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.1)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:18.659610,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.1)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:19.863659,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.1)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:20.981708,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.1)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:21.985834,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.1)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:23.144535,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.1)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:24.279383,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.588888888888889)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:25.371478,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.588888888888889)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:26.346052,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.588888888888889)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:27.412878,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.588888888888889)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:28.622978,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.588888888888889)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:29.649598,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.588888888888889)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:30.740197,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.588888888888889)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:31.786658,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.588888888888889)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:32.785215,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.588888888888889)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:33.834236,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.588888888888889)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:34.880404,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.588888888888889)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:35.935948,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.588888888888889)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:37.279972,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 7.2)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:38.358114,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 7.2)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:39.336622,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 7.2)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:40.559022,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 7.2)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:41.680185,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 7.2)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:42.793656,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 7.2)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:44.020473,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.1)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:45.057830,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.1)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:46.082882,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.1)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:47.086098,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.1)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:48.143126,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.1)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:49.277433,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.1)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:50.431760,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.1)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:51.599664,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.1)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:52.784877,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.1)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:53.977513,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.1)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:55.093258,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.1)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:56.177725,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.1)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:57.344956,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.1)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:58.544214,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.1)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:58:59.735574,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.1)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:00.806554,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.1)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:01.827470,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.37142857142857)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:02.905353,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.37142857142857)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:03.979545,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.37142857142857)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:04.966666,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.37142857142857)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:06.055822,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.37142857142857)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:07.198232,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.37142857142857)","(6.0, 10.5, 7.95)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:08.397757,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 12.525)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.0, 8.714285714285715)","(6.0, 10.5, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:09.699026,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.4, 8.714285714285715)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:10.838867,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.4, 8.714285714285715)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:11.926794,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.4, 8.714285714285715)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:13.009570,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.4, 8.714285714285715)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:14.102893,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.4, 8.714285714285715)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:15.172674,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.4, 8.714285714285715)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:16.309380,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.4, 8.02)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:17.471437,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.4, 8.02)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:18.560008,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.4, 8.02)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:19.609361,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.4, 8.02)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:20.783058,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.4, 8.825)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:21.892552,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.4, 8.825)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:22.957831,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.4, 8.825)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:24.111452,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.4, 8.825)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:25.121789,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.4, 8.825)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:26.177043,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.4, 8.825)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:27.409322,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.4, 8.825)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:28.574463,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.4, 8.825)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:29.602868,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.4, 8.825)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:30.695169,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.4, 8.825)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:31.861731,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.4, 8.825)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 7.0285714285714285)"
12-01-2023 14:59:33.092340,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.5, 15.646153846153846)","(5.5, 9.4, 8.825)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.2, 6.942857142857143)"
12-01-2023 14:59:34.245978,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.0, 15.646153846153846)","(5.5, 9.4, 8.825)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.0, 6.942857142857143)"
12-01-2023 14:59:35.425424,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.0, 15.646153846153846)","(5.5, 9.4, 8.825)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.0, 6.942857142857143)"
12-01-2023 14:59:36.615183,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.0, 15.646153846153846)","(5.5, 9.4, 8.825)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.0, 8.327272727272728)"
12-01-2023 14:59:37.711277,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.0, 15.646153846153846)","(5.5, 9.4, 7.15)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.0, 8.327272727272728)"
12-01-2023 14:59:38.770266,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.0, 15.646153846153846)","(5.5, 9.4, 7.15)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.0, 8.327272727272728)"
12-01-2023 14:59:39.951648,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.0, 15.646153846153846)","(5.5, 9.4, 7.15)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.0, 8.327272727272728)"
12-01-2023 14:59:40.983859,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.0, 15.646153846153846)","(5.5, 9.4, 7.15)","(6.0, 11.0, 8.2)","(9.0, 21.0, 19.854545454545455)","(5.5, 9.0, 8.327272727272728)"
12-01-2023 14:59:42.069794,"(3.8, 6.0, 4.629166666666666)","(5.5, 9.2, 7.0285714285714285)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.0, 15.646153846153846)","(5.5, 9.4, 8.689473684210526)","(6.0, 11.0, 8.2)","(9.0, 21.0, 20.763636363636365)","(5.5, 9.0, 8.49090909090909)"
12-01-2023 14:59:43.225632,"(3.8, 5.7, 4.504166666666666)","(5.5, 9.4, 7.114285714285715)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.5, 16.06923076923077)","(5.5, 9.4, 8.689473684210526)","(6.0, 11.0, 8.2)","(9.0, 22.0, 20.763636363636365)","(5.5, 9.2, 8.49090909090909)"
12-01-2023 14:59:44.598315,"(3.8, 5.7, 4.504166666666666)","(5.5, 9.4, 7.114285714285715)","(8.0, 14.5, 13.808333333333334)","(8.5, 17.5, 16.49230769230769)","(5.5, 9.4, 8.689473684210526)","(6.0, 11.0, 8.2)","(9.0, 22.0, 19.630769230769232)","(5.5, 9.2, 8.49090909090909)"
12-01-2023 14:59:45.950286,"(3.8, 5.7, 4.504166666666666)","(5.5, 9.8, 7.6000000000000005)","(8.0, 14.5, 13.808333333333334)","(8.5, 18.0, 16.49230769230769)","(5.5, 9.4, 9.112765957446808)","(6.0, 11.0, 8.2)","(9.0, 23.0, 19.676923076923075)","(5.5, 9.2, 8.49090909090909)"
12-01-2023 14:59:47.289999,"(3.8, 5.7, 4.504166666666666)","(5.5, 9.8, 7.6000000000000005)","(8.0, 14.5, 13.808333333333334)","(8.5, 18.0, 16.49230769230769)","(5.5, 9.4, 8.623529411764707)","(6.0, 11.0, 8.2)","(9.0, 23.0, 19.676923076923075)","(5.5, 9.2, 8.49090909090909)"
