,Uri Bale,Miss Rowdy,Homebush Shadow,Impressive Sonic,Iced Mocha,Diamond Warrior,Goldstar Ricky,Yoshi Moon
12-01-2023 15:04:24.022173,"(4.0, 5.8, 5.047499999999999)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 6.0, 5.66)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.533333333333335)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:25.370874,"(4.0, 5.8, 5.047499999999999)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 6.0, 5.66)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.533333333333335)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:26.973855,"(4.0, 5.8, 5.047499999999999)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 6.0, 5.66)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.533333333333335)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:28.525032,"(4.0, 5.8, 5.047499999999999)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 6.0, 5.66)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.533333333333335)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:29.889843,"(4.0, 5.8, 5.047499999999999)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 6.0, 5.66)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.533333333333335)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:31.203674,"(4.0, 5.8, 5.047499999999999)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 6.0, 5.66)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.533333333333335)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:32.524526,"(4.0, 5.8, 5.047499999999999)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 6.0, 5.66)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.533333333333335)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:33.830773,"(4.0, 5.8, 5.047499999999999)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 6.0, 5.66)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.533333333333335)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:35.046282,"(4.0, 5.8, 5.047499999999999)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 6.0, 5.66)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.533333333333335)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:36.317053,"(4.0, 5.8, 5.047499999999999)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 6.0, 5.66)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.533333333333335)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:37.644764,"(4.0, 5.8, 5.047499999999999)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 6.0, 5.66)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.533333333333335)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:38.964821,"(4.0, 5.8, 5.047499999999999)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 6.0, 5.66)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.533333333333335)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:40.248308,"(4.0, 5.8, 5.047499999999999)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 6.0, 5.66)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.533333333333335)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:41.584242,"(4.0, 5.8, 5.047499999999999)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 6.0, 5.66)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.533333333333335)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:42.876777,"(4.0, 5.8, 5.047499999999999)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 6.0, 5.66)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.0)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:44.174685,"(4.0, 5.8, 5.047499999999999)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 6.0, 5.66)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.0)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:45.510821,"(4.0, 5.8, 5.047499999999999)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 6.0, 5.652380952380953)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.0)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:46.922540,"(4.0, 5.8, 5.047499999999999)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 5.9, 5.652380952380953)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.0)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:48.411547,"(4.0, 5.8, 5.047499999999999)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 5.9, 5.652380952380953)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.0)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:49.720061,"(4.0, 5.8, 5.047499999999999)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 5.9, 5.652380952380953)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.0)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:50.996471,"(4.0, 5.8, 5.221153846153846)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 5.9, 5.652380952380953)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.0)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:52.361947,"(4.0, 5.8, 5.221153846153846)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 5.9, 5.652380952380953)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.0)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:53.749707,"(4.0, 5.8, 5.221153846153846)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 5.9, 5.722222222222222)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.0)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:55.114194,"(4.0, 5.8, 5.221153846153846)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 6.0, 5.722222222222222)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.0)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:56.378103,"(4.0, 5.8, 5.221153846153846)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 6.0, 5.722222222222222)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.0)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:57.648868,"(4.0, 5.8, 5.221153846153846)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 6.0, 5.722222222222222)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.0)","(6.0, 10.5, 7.5)"
12-01-2023 15:04:58.977563,"(4.0, 5.8, 5.221153846153846)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 6.0, 5.9)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.0)","(6.0, 10.5, 7.5)"
12-01-2023 15:05:00.290133,"(4.0, 5.8, 5.221153846153846)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 6.2, 5.9)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.0)","(6.0, 10.5, 7.5)"
12-01-2023 15:05:01.557795,"(4.0, 5.8, 5.221153846153846)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 18.314285714285713)","(5.5, 6.2, 5.9)","(6.0, 10.5, 7.74)","(10.0, 27.0, 15.0)","(6.0, 10.5, 7.5)"
12-01-2023 15:05:02.828670,"(4.0, 5.8, 5.047499999999999)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 16.685714285714283)","(5.5, 6.2, 5.9)","(6.0, 10.5, 7.74)","(10.0, 27.0, 22.5)","(6.0, 10.5, 9.163636363636364)"
12-01-2023 15:05:04.195532,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.2, 5.9)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 23.727272727272727)","(6.0, 10.5, 8.7)"
12-01-2023 15:05:05.470326,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.2, 5.9)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 23.727272727272727)","(6.0, 10.5, 7.56)"
12-01-2023 15:05:06.801480,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.2, 5.9)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 23.727272727272727)","(6.0, 10.5, 7.62)"
12-01-2023 15:05:08.187097,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.2, 5.9)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 23.727272727272727)","(6.0, 10.5, 7.62)"
12-01-2023 15:05:09.525865,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.2, 5.9)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 23.727272727272727)","(6.0, 10.5, 7.62)"
12-01-2023 15:05:10.774518,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.2, 5.9)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 23.727272727272727)","(6.0, 10.5, 7.62)"
12-01-2023 15:05:11.983225,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.2, 5.9)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 23.727272727272727)","(6.0, 10.5, 7.62)"
12-01-2023 15:05:13.249931,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.2, 5.9)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 23.727272727272727)","(6.0, 10.5, 7.62)"
12-01-2023 15:05:14.549499,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.2, 5.9)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 23.727272727272727)","(6.0, 10.5, 7.62)"
12-01-2023 15:05:15.899806,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.2, 5.9)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 23.727272727272727)","(6.0, 10.5, 9.428571428571429)"
12-01-2023 15:05:17.426203,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.2, 5.9)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 24.166666666666668)","(6.0, 10.5, 7.68)"
12-01-2023 15:05:18.868072,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.2, 5.9)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 24.166666666666668)","(6.0, 10.5, 7.68)"
12-01-2023 15:05:20.302809,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.2, 5.9)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 24.166666666666668)","(6.0, 10.5, 7.68)"
12-01-2023 15:05:21.711837,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.2, 5.9)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 24.166666666666668)","(6.0, 10.5, 7.68)"
12-01-2023 15:05:23.148322,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 24.166666666666668)","(6.0, 10.5, 7.68)"
12-01-2023 15:05:24.557149,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 24.166666666666668)","(6.0, 10.5, 7.68)"
12-01-2023 15:05:26.185094,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 24.166666666666668)","(6.0, 10.5, 7.68)"
12-01-2023 15:05:27.602374,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 24.166666666666668)","(6.0, 10.5, 7.68)"
12-01-2023 15:05:29.013312,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.2, 5.785714285714286)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 24.166666666666668)","(6.0, 10.5, 7.68)"
12-01-2023 15:05:30.249642,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.0, 5.785714285714286)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 24.166666666666668)","(6.0, 10.5, 7.68)"
12-01-2023 15:05:31.377753,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.0, 5.785714285714286)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 24.166666666666668)","(6.0, 10.5, 7.68)"
12-01-2023 15:05:32.626493,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.0, 5.785714285714286)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 24.166666666666668)","(6.0, 10.5, 7.68)"
12-01-2023 15:05:33.942754,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.0, 5.785714285714286)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 24.166666666666668)","(6.0, 10.5, 7.68)"
12-01-2023 15:05:35.219740,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.0, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 24.166666666666668)","(6.0, 10.5, 7.68)"
12-01-2023 15:05:36.512043,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 24.166666666666668)","(6.0, 10.5, 7.68)"
12-01-2023 15:05:37.761168,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 24.166666666666668)","(6.0, 10.5, 7.68)"
12-01-2023 15:05:39.098903,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.8)","(5.5, 11.0, 7.25)","(9.0, 20.0, 17.89090909090909)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 24.166666666666668)","(6.0, 10.5, 7.68)"
12-01-2023 15:05:40.437387,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.4, 6.866666666666666)","(5.5, 11.0, 7.125)","(9.0, 20.0, 18.70909090909091)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 24.166666666666668)","(6.0, 10.5, 8.8125)"
12-01-2023 15:05:41.751470,"(4.0, 5.8, 4.166666666666667)","(5.5, 9.6, 6.866666666666666)","(5.5, 10.5, 7.125)","(9.0, 21.0, 18.70909090909091)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 24.166666666666668)","(6.0, 10.5, 7.92)"
12-01-2023 15:05:43.061099,"(4.0, 5.8, 3.9187499999999997)","(5.5, 9.6, 6.785714285714286)","(5.5, 10.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 27.0, 20.0)","(6.0, 10.5, 7.92)"
12-01-2023 15:05:44.291314,"(4.0, 5.8, 5.083333333333333)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 21.0, 15.75)","(6.0, 10.5, 7.92)"
12-01-2023 15:05:45.559477,"(4.0, 5.8, 5.083333333333333)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 21.0, 15.75)","(6.0, 10.5, 7.92)"
12-01-2023 15:05:46.758921,"(4.0, 5.8, 5.083333333333333)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 21.0, 15.75)","(6.0, 10.5, 7.92)"
12-01-2023 15:05:47.956791,"(4.0, 5.8, 5.083333333333333)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 21.0, 15.75)","(6.0, 10.5, 7.92)"
12-01-2023 15:05:49.185393,"(4.0, 5.8, 5.083333333333333)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 21.0, 15.75)","(6.0, 10.5, 7.92)"
12-01-2023 15:05:50.451099,"(4.0, 5.8, 5.083333333333333)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 21.0, 15.75)","(6.0, 10.5, 7.92)"
12-01-2023 15:05:51.681604,"(4.0, 5.8, 4.166666666666667)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 21.0, 15.75)","(6.0, 10.5, 7.92)"
12-01-2023 15:05:52.897670,"(4.0, 5.8, 4.463636363636364)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 21.0, 15.75)","(6.0, 10.5, 7.92)"
12-01-2023 15:05:54.182717,"(4.0, 5.8, 4.4)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 21.0, 15.75)","(6.0, 10.5, 7.92)"
12-01-2023 15:05:55.505354,"(4.0, 5.8, 4.4)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 21.0, 15.75)","(6.0, 10.5, 7.92)"
12-01-2023 15:05:56.679302,"(4.0, 5.8, 4.4)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 21.0, 15.75)","(6.0, 10.5, 7.92)"
12-01-2023 15:05:57.918800,"(4.0, 5.8, 4.4)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 21.0, 15.75)","(6.0, 10.5, 7.92)"
12-01-2023 15:05:59.237582,"(4.0, 5.8, 4.773333333333333)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 21.0, 19.75)","(6.0, 10.5, 7.92)"
12-01-2023 15:06:00.522780,"(4.0, 5.8, 4.796666666666667)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 21.0, 21.5)","(6.0, 10.5, 8.120000000000001)"
12-01-2023 15:06:01.724599,"(4.0, 5.8, 4.796666666666667)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 23.0, 21.5)","(6.0, 11.0, 8.120000000000001)"
12-01-2023 15:06:02.869601,"(4.0, 5.8, 4.796666666666667)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 23.0, 21.0)","(6.0, 11.0, 8.120000000000001)"
12-01-2023 15:06:04.009483,"(4.0, 5.8, 4.796666666666667)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 23.0, 21.0)","(6.0, 11.0, 8.120000000000001)"
12-01-2023 15:06:05.259678,"(4.0, 5.8, 4.796666666666667)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 23.0, 21.0)","(6.0, 11.0, 8.120000000000001)"
12-01-2023 15:06:06.480369,"(4.0, 5.8, 4.796666666666667)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 23.0, 21.0)","(6.0, 11.0, 8.120000000000001)"
12-01-2023 15:06:07.731623,"(4.0, 5.8, 4.796666666666667)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 23.0, 21.0)","(6.0, 11.0, 7.966666666666667)"
12-01-2023 15:06:08.930323,"(4.0, 5.8, 4.796666666666667)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 8.966666666666667)","(10.0, 23.0, 21.0)","(6.0, 11.5, 7.714285714285714)"
12-01-2023 15:06:10.094040,"(4.0, 5.8, 4.796666666666667)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 9.425)","(10.0, 23.0, 21.0)","(6.0, 11.5, 7.714285714285714)"
12-01-2023 15:06:11.289413,"(4.0, 5.8, 4.796666666666667)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 7.92)","(10.0, 23.0, 21.0)","(6.0, 11.5, 7.714285714285714)"
12-01-2023 15:06:12.325741,"(4.0, 5.8, 4.796666666666667)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 7.92)","(10.0, 23.0, 21.0)","(6.0, 11.5, 7.714285714285714)"
12-01-2023 15:06:13.506850,"(4.0, 5.8, 4.796666666666667)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 7.92)","(10.0, 23.0, 21.0)","(6.0, 11.5, 7.714285714285714)"
12-01-2023 15:06:14.739868,"(4.0, 5.8, 4.796666666666667)","(5.5, 10.0, 6.785714285714286)","(5.5, 11.5, 7.375)","(9.0, 21.0, 12.733333333333334)","(5.5, 6.2, 5.78)","(6.0, 10.5, 7.92)","(10.0, 23.0, 21.0)","(6.0, 11.5, 7.714285714285714)"
