,Dinosaurus Rex,Why Not Surf,Our Uncle Harold,Ben Detto,American Shuffle Nz,Weona Sir Vivor,Rainbow Titan,Buddy Rockx,Mittys Three Aces Nz,Modern Power
11-01-2023 17:48:19.101246,"(16.0, 25.0, 21.0)","(14.0, 22.0, 24.333333333333332)","(31.0, 50.0, 47.66666666666667)","(31.0, 80.0, 61.25)","(20.0, 99999, 99990)","(4.4, 4.9, 4.85)","(20.0, 42.0, 35.333333333333336)","(21.0, 50.0, 36.0)","(31.0, 99999, 99990)","(1.55, 1.74, 1.7761111111111112)"
11-01-2023 17:48:20.405679,"(16.0, 24.0, 19.333333333333332)","(14.0, 25.0, 24.333333333333332)","(31.0, 50.0, 47.2)","(31.0, 80.0, 62.142857142857146)","(20.0, 99999, 99990)","(4.4, 4.9, 4.854838709677419)","(20.0, 42.0, 35.333333333333336)","(21.0, 50.0, 36.0)","(31.0, 99999, 99990)","(1.55, 1.78, 1.7328571428571429)"
11-01-2023 17:48:21.636429,"(16.0, 23.0, 18.5)","(14.0, 25.0, 23.666666666666668)","(31.0, 50.0, 48.0)","(31.0, 80.0, 69.58333333333333)","(20.0, 99999, 99990)","(4.4, 4.9, 4.858823529411765)","(20.0, 42.0, 29.8)","(21.0, 50.0, 38.666666666666664)","(31.0, 99999, 99990)","(1.55, 1.74, 1.7374358974358974)"
11-01-2023 17:48:22.920265,"(16.0, 23.0, 18.5)","(14.0, 24.0, 22.9)","(31.0, 50.0, 48.0)","(31.0, 80.0, 70.55555555555556)","(20.0, 99999, 99990)","(4.4, 4.9, 4.735294117647059)","(20.0, 40.0, 36.5)","(21.0, 48.0, 36.8)","(31.0, 99999, 99990)","(1.55, 1.74, 1.779090909090909)"
11-01-2023 17:48:24.192931,"(16.0, 22.0, 18.666666666666668)","(14.0, 23.0, 22.9)","(31.0, 50.0, 48.0)","(31.0, 75.0, 71.0)","(20.0, 99999, 99990)","(4.4, 4.9, 4.735294117647059)","(20.0, 38.0, 35.27272727272727)","(21.0, 48.0, 38.666666666666664)","(31.0, 99999, 99990)","(1.55, 1.78, 1.779344262295082)"
11-01-2023 17:48:25.445895,"(16.0, 22.0, 18.666666666666668)","(14.0, 23.0, 22.916666666666668)","(31.0, 50.0, 48.0)","(31.0, 75.0, 68.33333333333333)","(20.0, 99999, 99990)","(4.4, 4.9, 4.672972972972973)","(20.0, 38.0, 36.5)","(21.0, 48.0, 36.8)","(31.0, 99999, 99990)","(1.55, 1.78, 1.7795061728395063)"
11-01-2023 17:48:26.700704,"(16.0, 22.0, 18.666666666666668)","(14.0, 23.0, 22.88888888888889)","(31.0, 50.0, 48.0)","(31.0, 75.0, 68.33333333333333)","(20.0, 99999, 99990)","(4.4, 4.9, 4.672972972972973)","(20.0, 38.0, 36.5)","(21.0, 48.0, 36.8)","(31.0, 99999, 99990)","(1.55, 1.78, 1.7878260869565217)"
11-01-2023 17:48:28.009386,"(16.0, 22.0, 18.666666666666668)","(14.0, 23.0, 22.933333333333334)","(31.0, 50.0, 48.0)","(31.0, 75.0, 68.33333333333333)","(20.0, 99999, 99990)","(4.4, 4.9, 4.728571428571429)","(20.0, 38.0, 36.5)","(21.0, 48.0, 36.8)","(31.0, 99999, 99990)","(1.55, 1.8, 1.7874809160305345)"
11-01-2023 17:48:29.235163,"(16.0, 22.0, 18.666666666666668)","(14.0, 23.0, 22.933333333333334)","(31.0, 50.0, 47.5)","(31.0, 75.0, 68.33333333333333)","(20.0, 99999, 99990)","(4.4, 4.8, 4.728571428571429)","(20.0, 38.0, 35.27272727272727)","(21.0, 48.0, 36.8)","(31.0, 99999, 99990)","(1.55, 1.8, 1.7915172413793103)"
11-01-2023 17:48:30.481326,"(16.0, 22.0, 18.666666666666668)","(14.0, 23.0, 22.933333333333334)","(31.0, 55.0, 48.0)","(31.0, 75.0, 68.33333333333333)","(20.0, 99999, 99990)","(4.4, 4.8, 4.728571428571429)","(20.0, 38.0, 35.85714285714286)","(21.0, 48.0, 36.8)","(31.0, 99999, 99990)","(1.55, 1.8, 1.7915172413793103)"
11-01-2023 17:48:31.826546,"(15.0, 24.0, 20.0)","(15.0, 23.0, 22.933333333333334)","(31.0, 50.0, 48.888888888888886)","(31.0, 75.0, 71.0)","(20.0, 99999, 99990)","(4.4, 4.8, 4.825)","(20.0, 38.0, 36.333333333333336)","(26.0, 48.0, 38.0)","(31.0, 99999, 99990)","(1.55, 1.8, 1.7892957746478872)"
11-01-2023 17:48:33.174202,"(15.0, 23.0, 19.57142857142857)","(15.0, 23.0, 22.923076923076923)","(31.0, 50.0, 50.0)","(31.0, 75.0, 71.0)","(20.0, 99999, 99990)","(4.4, 4.9, 4.825)","(20.0, 38.0, 35.85714285714286)","(26.0, 46.0, 36.4)","(31.0, 99999, 99990)","(1.55, 1.8, 1.779086956521739)"
11-01-2023 17:48:34.533594,"(15.0, 23.0, 19.57142857142857)","(15.0, 23.0, 22.916666666666668)","(31.0, 55.0, 48.888888888888886)","(31.0, 75.0, 71.0)","(20.0, 99999, 99990)","(4.4, 4.9, 4.758823529411765)","(20.0, 38.0, 35.85714285714286)","(26.0, 46.0, 36.4)","(31.0, 99999, 99990)","(1.55, 1.78, 1.779086956521739)"
11-01-2023 17:48:35.820607,"(15.0, 23.0, 19.0)","(15.0, 23.0, 22.916666666666668)","(31.0, 50.0, 48.888888888888886)","(31.0, 75.0, 71.0)","(20.0, 99999, 99990)","(4.4, 4.9, 4.484615384615385)","(20.0, 38.0, 35.0)","(26.0, 46.0, 36.4)","(31.0, 99999, 99990)","(1.55, 1.78, 1.7952873563218392)"
11-01-2023 17:48:37.175226,"(15.0, 23.0, 19.0)","(15.0, 23.0, 22.933333333333334)","(31.0, 50.0, 50.0)","(31.0, 75.0, 71.36363636363636)","(20.0, 99999, 99990)","(4.4, 4.9, 4.538095238095238)","(20.0, 38.0, 36.333333333333336)","(26.0, 46.0, 41.333333333333336)","(31.0, 99999, 99990)","(1.55, 1.8, 1.7921656050955415)"
11-01-2023 17:48:38.474006,"(15.0, 23.0, 20.333333333333332)","(15.0, 23.0, 23.4)","(31.0, 55.0, 48.888888888888886)","(31.0, 75.0, 69.44444444444444)","(20.0, 99999, 99990)","(4.4, 4.9, 4.538095238095238)","(20.0, 38.0, 34.55555555555556)","(26.0, 46.0, 41.333333333333336)","(31.0, 99999, 99990)","(1.55, 1.8, 1.7903529411764707)"
11-01-2023 17:48:39.759631,"(15.0, 23.0, 20.214285714285715)","(15.0, 24.0, 23.4)","(31.0, 50.0, 48.888888888888886)","(31.0, 75.0, 69.44444444444444)","(20.0, 99999, 99990)","(4.4, 4.9, 4.538095238095238)","(20.0, 36.0, 36.333333333333336)","(26.0, 46.0, 41.333333333333336)","(31.0, 99999, 99990)","(1.55, 1.8, 1.7603673938002296)"
11-01-2023 17:48:41.053755,"(14.0, 23.0, 20.214285714285715)","(16.0, 24.0, 23.4)","(31.0, 50.0, 48.888888888888886)","(31.0, 75.0, 69.44444444444444)","(20.0, 99999, 99990)","(4.2, 4.9, 4.640909090909091)","(21.0, 38.0, 36.333333333333336)","(26.0, 46.0, 41.333333333333336)","(31.0, 99999, 99990)","(1.55, 1.77, 1.7500269905533063)"
11-01-2023 17:48:42.453244,"(14.0, 23.0, 20.214285714285715)","(16.0, 24.0, 21.9)","(31.0, 55.0, 91.75)","(31.0, 75.0, 107.0)","(20.0, 99999, 99990)","(4.2, 4.9, 7.8090909090909095)","(21.0, 38.0, 25.25)","(26.0, 46.0, 50.5)","(31.0, 99999, 99990)","(1.55, 1.77, 1.725)"
11-01-2023 17:48:43.804132,"(14.0, 55.0, 29.166666666666664)","(16.0, 36.0, 19.57142857142857)","(31.0, 100.0, 74.25)","(31.0, 170.0, 67.0)","(20.0, 99999, 99990)","(4.2, 15.0, 10.34)","(21.0, 44.0, 25.25)","(26.0, 80.0, 50.5)","(31.0, 99999, 99990)","(1.55, 1.8, 1.9993817619783616)"
11-01-2023 17:48:45.098809,"(14.0, 36.0, 29.166666666666664)","(16.0, 36.0, 19.57142857142857)","(31.0, 80.0, 74.25)","(31.0, 90.0, 67.0)","(20.0, 99999, 99990)","(4.2, 12.0, 11.986626746506985)","(21.0, 44.0, 26.666666666666668)","(26.0, 80.0, 40.6)","(31.0, 99999, 99990)","(1.55, 2.0, 1.999468085106383)"
11-01-2023 17:48:46.318666,"(14.0, 38.0, 30.5)","(16.0, 34.0, 27.0)","(31.0, 80.0, 74.25)","(31.0, 90.0, 67.0)","(20.0, 99999, 99990)","(4.2, 12.0, 13.98263473053892)","(21.0, 42.0, 24.75)","(26.0, 70.0, 40.6)","(31.0, 99999, 99990)","(1.55, 2.0, 2.145)"
11-01-2023 17:48:47.575542,"(14.0, 38.0, 24.75)","(16.0, 34.0, 27.0)","(31.0, 80.0, 74.25)","(31.0, 90.0, 67.0)","(20.0, 99999, 99990)","(4.2, 14.0, 12.938767395626243)","(21.0, 42.0, 24.75)","(26.0, 70.0, 50.33333333333333)","(31.0, 99999, 99990)","(1.55, 2.34, 1.9095801526717557)"
11-01-2023 17:48:49.151558,"(14.0, 34.0, 24.75)","(16.0, 34.0, 18.666666666666664)","(31.0, 80.0, 60.09090909090909)","(31.0, 90.0, 67.0)","(20.0, 99999, 99990)","(4.2, 13.0, 12.848275862068967)","(21.0, 42.0, 24.75)","(26.0, 65.0, 43.0)","(31.0, 99999, 99990)","(1.55, 2.32, 2.3168484848484847)"
11-01-2023 17:48:50.450029,"(14.0, 34.0, 24.75)","(16.0, 30.0, 23.666666666666664)","(31.0, 75.0, 65.5)","(31.0, 90.0, 66.0)","(20.0, 99999, 99990)","(4.2, 13.0, 6.550000000000001)","(21.0, 42.0, 22.0)","(26.0, 65.0, 29.5)","(31.0, 99999, 99990)","(1.55, 2.32, 2.434980392156863)"
11-01-2023 17:48:51.740466,"(14.0, 32.0, 23.75)","(16.0, 29.0, 23.0)","(31.0, 70.0, 59.2)","(31.0, 90.0, 66.0)","(20.0, 99999, 99990)","(4.2, 9.4, 3.9000000000000004)","(21.0, 40.0, 22.0)","(26.0, 55.0, 38.0)","(31.0, 99999, 99990)","(1.55, 2.44, 2.2145454545454544)"
11-01-2023 17:48:53.052969,"(14.0, 32.0, 25.166666666666664)","(16.0, 28.0, 23.0)","(31.0, 70.0, 58.111111111111114)","(31.0, 90.0, 66.0)","(20.0, 99999, 99990)","(4.2, 5.3, 4.1)","(21.0, 40.0, 23.75)","(26.0, 55.0, 32.333333333333336)","(31.0, 99999, 99990)","(1.55, 2.44, 2.1763636363636363)"
