,Todling Bale,Widdicombe Bale,Zippy Artist,Four Barrels,My Mate Tip,Heffernan Bale,Wizardry Tricks,Mr Buck Lee
07-12-2022 19:50:11.614723,"(5.0, 6.0, 5.35)","(9.0, 17.0, 16.57142857142857)","(11.0, 38.0, 35.0)","(3.6, 5.4, 4.333333333333334)","(3.9, 5.3, 4.8)","(8.0, 10.5, 9.053571428571429)","(6.5, 14.5, 13.348387096774193)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:12.637410,"(5.0, 6.0, 5.071428571428571)","(9.0, 16.5, 16.296296296296298)","(11.0, 38.0, 35.0)","(3.6, 5.4, 4.333333333333334)","(3.9, 5.3, 4.8)","(8.0, 10.0, 9.264705882352942)","(6.5, 14.5, 13.348387096774193)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:13.737029,"(5.0, 6.0, 5.5)","(9.0, 16.5, 16.296296296296298)","(11.0, 38.0, 35.0)","(3.6, 5.4, 4.333333333333334)","(3.9, 5.3, 4.8)","(8.0, 10.5, 9.272727272727273)","(6.5, 14.5, 13.348387096774193)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:14.879108,"(5.0, 6.0, 5.5)","(9.0, 16.5, 16.296296296296298)","(11.0, 38.0, 35.0)","(3.6, 5.4, 4.333333333333334)","(3.9, 5.3, 4.8)","(8.0, 10.5, 9.272727272727273)","(6.5, 14.5, 13.348387096774193)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:16.056447,"(5.0, 6.0, 5.5)","(9.0, 16.5, 16.296296296296298)","(11.0, 38.0, 35.0)","(3.6, 5.4, 4.322222222222222)","(3.9, 5.3, 4.8)","(8.0, 10.5, 9.053571428571429)","(6.5, 14.5, 13.620689655172413)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:17.197523,"(5.0, 6.0, 5.071428571428571)","(9.0, 16.5, 16.296296296296298)","(11.0, 38.0, 35.0)","(3.6, 5.3, 4.7)","(3.9, 5.3, 4.8)","(8.0, 10.5, 9.5)","(6.5, 14.5, 13.620689655172413)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:18.364391,"(5.0, 6.0, 5.071428571428571)","(9.0, 16.5, 16.296296296296298)","(11.0, 38.0, 35.0)","(3.6, 5.2, 4.7)","(3.9, 5.3, 4.8)","(8.0, 10.0, 9.857142857142858)","(6.5, 14.5, 12.05)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:19.525625,"(5.0, 6.0, 5.071428571428571)","(9.0, 16.5, 16.296296296296298)","(11.0, 38.0, 35.0)","(3.6, 5.2, 4.7)","(3.9, 5.3, 4.8)","(8.0, 10.0, 9.272727272727273)","(6.5, 14.5, 12.15)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:20.674606,"(5.0, 6.0, 5.071428571428571)","(9.0, 16.5, 16.296296296296298)","(11.0, 38.0, 35.0)","(3.6, 5.2, 4.7)","(3.9, 5.3, 4.8)","(8.0, 10.5, 9.272727272727273)","(6.5, 14.5, 12.15)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:21.827713,"(5.0, 6.0, 5.071428571428571)","(9.0, 16.5, 16.296296296296298)","(11.0, 38.0, 35.8)","(3.6, 5.2, 4.7)","(3.9, 5.3, 4.8)","(8.0, 10.5, 9.272727272727273)","(6.5, 14.5, 12.15)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:22.961755,"(5.0, 6.0, 5.071428571428571)","(9.0, 16.5, 16.296296296296298)","(11.0, 38.0, 35.8)","(3.6, 5.2, 4.7)","(3.9, 5.3, 4.8)","(8.0, 10.5, 9.5)","(6.5, 14.5, 12.15)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:24.032473,"(5.0, 6.0, 5.071428571428571)","(9.0, 16.5, 16.296296296296298)","(11.0, 38.0, 35.8)","(3.6, 5.2, 4.7)","(3.9, 5.3, 4.8)","(8.0, 10.0, 9.272727272727273)","(6.5, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:25.189809,"(5.0, 6.0, 5.071428571428571)","(9.0, 16.5, 16.296296296296298)","(11.0, 38.0, 35.8)","(3.6, 5.2, 4.7)","(3.9, 5.3, 4.8)","(8.0, 10.5, 9.272727272727273)","(6.5, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:26.330315,"(5.0, 6.0, 5.071428571428571)","(9.0, 16.5, 16.296296296296298)","(11.0, 38.0, 35.8)","(3.6, 5.2, 4.7)","(3.9, 5.3, 4.8)","(8.0, 10.5, 9.272727272727273)","(6.5, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:27.533750,"(5.0, 6.0, 5.071428571428571)","(9.0, 16.5, 16.296296296296298)","(11.0, 38.0, 35.8)","(3.6, 5.2, 4.7)","(3.9, 5.3, 4.8)","(8.0, 10.5, 9.053571428571429)","(6.5, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:28.701922,"(5.0, 6.0, 5.071428571428571)","(9.0, 16.5, 16.296296296296298)","(11.0, 38.0, 35.8)","(3.6, 5.2, 4.7)","(4.0, 5.3, 4.8)","(8.0, 10.5, 9.5)","(6.5, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:29.840905,"(5.0, 6.0, 5.071428571428571)","(9.0, 16.5, 16.296296296296298)","(11.0, 38.0, 35.8)","(3.6, 5.2, 4.7)","(4.0, 5.3, 4.8)","(8.0, 10.0, 9.272727272727273)","(6.5, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:31.004567,"(5.0, 6.0, 5.071428571428571)","(9.0, 16.5, 16.296296296296298)","(11.0, 38.0, 35.8)","(3.6, 5.2, 4.7)","(4.0, 5.3, 4.8)","(8.0, 10.5, 9.272727272727273)","(6.5, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:32.232446,"(5.0, 6.0, 5.071428571428571)","(9.0, 16.5, 16.296296296296298)","(11.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.8)","(8.0, 10.5, 9.272727272727273)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:33.333458,"(5.0, 6.0, 5.071428571428571)","(9.0, 16.5, 16.296296296296298)","(11.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.8)","(8.0, 10.5, 9.5)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:34.451688,"(5.0, 6.0, 5.071428571428571)","(9.0, 16.5, 16.296296296296298)","(11.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.8)","(8.0, 10.0, 9.5)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:35.530137,"(5.0, 6.0, 5.071428571428571)","(9.0, 16.5, 16.296296296296298)","(11.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.8)","(8.0, 10.0, 9.461538461538462)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:36.639232,"(5.0, 6.0, 5.071428571428571)","(9.0, 16.5, 15.944444444444445)","(11.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.8)","(8.0, 10.5, 9.461538461538462)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:37.800429,"(5.0, 6.0, 5.071428571428571)","(9.0, 16.5, 15.0)","(11.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.8)","(8.0, 10.5, 9.461538461538462)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:38.883382,"(5.0, 5.8, 5.25)","(9.0, 16.5, 15.0)","(11.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.8)","(8.0, 10.5, 9.308823529411764)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:39.941372,"(5.0, 5.6, 5.466666666666667)","(9.0, 16.5, 16.125)","(11.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.8)","(8.0, 10.5, 9.308823529411764)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:40.959985,"(5.0, 5.6, 5.0)","(9.0, 16.5, 16.125)","(11.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.8)","(8.0, 10.5, 9.308823529411764)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:42.012521,"(5.0, 5.6, 5.0)","(9.0, 16.5, 16.125)","(11.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.442857142857143)","(8.0, 10.5, 9.403125)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:43.118076,"(5.0, 5.6, 5.1625)","(9.0, 15.0, 14.538461538461538)","(11.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.442857142857143)","(8.0, 10.5, 9.403125)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:44.263025,"(5.0, 5.6, 5.1)","(9.0, 15.0, 14.538461538461538)","(11.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.8)","(8.0, 10.5, 9.403125)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:45.398762,"(5.0, 5.6, 5.1)","(9.0, 15.0, 14.538461538461538)","(11.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.442857142857143)","(8.0, 10.5, 9.234375)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:46.526951,"(5.0, 5.6, 5.1)","(9.0, 15.0, 14.538461538461538)","(11.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.442857142857143)","(8.0, 10.5, 9.403125)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:47.668362,"(5.0, 5.6, 5.1)","(9.0, 15.0, 14.538461538461538)","(11.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.442857142857143)","(8.0, 10.5, 9.55135135135135)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:48.760266,"(5.0, 5.6, 5.1)","(9.0, 15.0, 14.538461538461538)","(11.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.442857142857143)","(8.0, 10.5, 9.55135135135135)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:49.794986,"(5.0, 5.6, 5.1)","(9.0, 15.0, 14.538461538461538)","(11.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.8)","(8.0, 10.5, 9.55135135135135)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:50.960605,"(5.0, 5.6, 5.1)","(9.0, 15.0, 14.538461538461538)","(11.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.442857142857143)","(8.0, 10.5, 9.403125)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:52.109661,"(5.0, 5.6, 5.1)","(9.0, 15.0, 14.538461538461538)","(11.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.442857142857143)","(8.0, 10.5, 9.234375)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:53.300756,"(4.8, 5.6, 5.1)","(9.0, 15.0, 14.538461538461538)","(12.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.442857142857143)","(8.0, 10.5, 9.952702702702704)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:54.462940,"(4.8, 5.6, 5.1)","(9.0, 15.0, 14.538461538461538)","(12.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.8)","(8.0, 10.5, 9.403125)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:55.682965,"(4.8, 5.6, 5.1)","(9.0, 15.0, 14.538461538461538)","(12.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.8)","(8.0, 10.5, 9.403125)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:56.848439,"(4.8, 5.6, 5.1)","(9.0, 15.0, 14.538461538461538)","(12.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.442857142857143)","(8.0, 10.5, 9.952702702702704)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:58.049704,"(4.8, 5.5, 4.95)","(9.0, 15.0, 14.538461538461538)","(12.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.442857142857143)","(8.0, 10.5, 9.952702702702704)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:50:59.274491,"(4.8, 5.4, 5.0)","(9.0, 15.0, 14.538461538461538)","(12.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.442857142857143)","(8.0, 10.5, 9.403125)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:51:00.477956,"(4.8, 5.3, 5.218181818181818)","(9.0, 15.0, 14.538461538461538)","(12.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.442857142857143)","(8.0, 10.5, 9.403125)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:51:01.667103,"(4.8, 5.2, 4.888888888888889)","(9.0, 15.0, 14.538461538461538)","(12.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.8)","(8.0, 10.5, 9.403125)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:51:02.869742,"(4.8, 5.1, 4.833333333333333)","(9.0, 15.0, 14.538461538461538)","(12.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.442857142857143)","(8.0, 10.5, 9.91304347826087)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:51:03.918012,"(4.8, 5.1, 4.833333333333333)","(9.0, 15.0, 14.538461538461538)","(12.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.442857142857143)","(8.0, 10.5, 9.91304347826087)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:51:05.039045,"(4.8, 5.1, 4.833333333333333)","(9.0, 15.0, 14.538461538461538)","(12.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.442857142857143)","(8.0, 10.5, 9.403125)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:51:06.231875,"(4.8, 5.1, 4.8999999999999995)","(9.0, 15.0, 14.2)","(12.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 5.233333333333333)","(8.0, 10.5, 9.55135135135135)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:51:07.509804,"(4.8, 5.1, 4.975)","(9.0, 15.0, 14.2)","(12.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 5.0)","(8.0, 10.5, 9.55135135135135)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:51:08.780708,"(4.8, 5.1, 4.975)","(9.0, 15.0, 14.2)","(12.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.5285714285714285)","(8.0, 10.5, 9.91304347826087)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:51:10.041930,"(4.8, 5.1, 4.859999999999999)","(9.0, 15.0, 14.2)","(12.0, 38.0, 35.8)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.5285714285714285)","(8.0, 10.5, 9.91304347826087)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:51:11.258623,"(4.8, 5.1, 4.9461538461538455)","(9.0, 15.0, 14.2)","(12.0, 38.0, 36.166666666666664)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.85)","(8.0, 10.5, 9.403125)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:51:12.470873,"(4.8, 5.1, 4.9947368421052625)","(9.0, 15.0, 14.2)","(12.0, 38.0, 36.166666666666664)","(3.7, 5.2, 4.7)","(4.0, 5.3, 5.0)","(8.0, 10.5, 9.403125)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:51:13.658607,"(4.8, 5.1, 4.9947368421052625)","(9.0, 15.0, 14.2)","(12.0, 38.0, 36.166666666666664)","(3.7, 5.2, 4.7)","(4.0, 5.3, 5.015789473684211)","(8.0, 10.5, 9.91304347826087)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:51:14.817454,"(4.8, 5.1, 4.9461538461538455)","(9.0, 15.0, 14.2)","(12.0, 38.0, 36.166666666666664)","(3.7, 5.2, 4.7)","(4.0, 5.3, 5.017647058823529)","(8.0, 10.5, 9.91304347826087)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:51:15.978511,"(4.8, 5.1, 4.9461538461538455)","(9.0, 15.0, 14.2)","(12.0, 38.0, 36.166666666666664)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.7749999999999995)","(8.0, 10.5, 9.91304347826087)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:51:17.175083,"(4.8, 5.1, 4.9461538461538455)","(9.0, 15.0, 14.2)","(12.0, 38.0, 36.166666666666664)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.7749999999999995)","(8.0, 10.5, 9.403125)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.72222222222222)"
07-12-2022 19:51:18.338231,"(4.8, 5.1, 4.913333333333333)","(9.0, 15.0, 14.2)","(12.0, 38.0, 36.166666666666664)","(3.7, 5.2, 4.7)","(4.0, 5.3, 5.168749999999999)","(8.0, 10.5, 9.403125)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 16.541666666666668)"
07-12-2022 19:51:19.483245,"(4.8, 5.1, 4.827272727272727)","(9.0, 15.0, 14.2)","(12.0, 38.0, 36.166666666666664)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.94)","(8.0, 10.5, 9.403125)","(7.0, 14.5, 13.596153846153847)","(9.0, 18.0, 17.026315789473685)"
07-12-2022 19:51:20.607680,"(4.8, 5.1, 4.827272727272727)","(9.0, 15.0, 14.2)","(12.0, 38.0, 36.166666666666664)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.94)","(8.0, 10.5, 9.91304347826087)","(7.0, 14.5, 13.596153846153847)","(9.0, 17.5, 17.026315789473685)"
07-12-2022 19:51:21.694904,"(4.8, 5.1, 4.827272727272727)","(9.0, 15.0, 14.2)","(12.0, 38.0, 36.166666666666664)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.94)","(8.0, 10.5, 9.403125)","(7.0, 14.5, 13.596153846153847)","(9.0, 17.5, 17.026315789473685)"
07-12-2022 19:51:22.790137,"(4.8, 5.1, 4.827272727272727)","(9.0, 15.0, 14.2)","(12.0, 38.0, 36.166666666666664)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.94)","(8.0, 10.5, 9.403125)","(7.0, 14.5, 13.596153846153847)","(9.0, 17.5, 17.026315789473685)"
07-12-2022 19:51:24.016878,"(4.8, 5.0, 4.6000000000000005)","(9.0, 15.0, 14.2)","(12.0, 38.0, 36.166666666666664)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.94)","(8.0, 10.5, 9.403125)","(7.0, 14.5, 12.625)","(9.0, 17.5, 17.026315789473685)"
07-12-2022 19:51:25.262193,"(4.8, 5.0, 4.6000000000000005)","(9.0, 15.0, 14.2)","(12.0, 38.0, 36.166666666666664)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.94)","(8.0, 10.5, 9.91304347826087)","(7.0, 14.5, 13.375)","(9.0, 17.5, 17.026315789473685)"
07-12-2022 19:51:26.473916,"(4.8, 5.0, 4.866666666666667)","(9.0, 15.0, 14.2)","(12.0, 38.0, 36.166666666666664)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.94)","(8.0, 10.5, 9.91304347826087)","(7.0, 14.5, 13.375)","(9.0, 17.5, 17.026315789473685)"
07-12-2022 19:51:27.647045,"(4.8, 5.1, 4.885714285714285)","(9.0, 15.0, 14.2)","(12.0, 38.0, 36.166666666666664)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.94)","(8.0, 10.5, 9.91304347826087)","(7.0, 14.5, 13.875)","(9.0, 17.5, 17.026315789473685)"
07-12-2022 19:51:28.761963,"(4.8, 5.1, 4.885714285714285)","(9.0, 15.0, 14.2)","(12.0, 38.0, 36.166666666666664)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.94)","(8.0, 10.5, 9.403125)","(7.0, 14.5, 13.071428571428571)","(9.0, 17.5, 17.026315789473685)"
07-12-2022 19:51:29.909807,"(4.8, 5.1, 4.885714285714285)","(9.0, 14.5, 13.375)","(12.0, 38.0, 36.166666666666664)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.94)","(8.0, 10.5, 9.403125)","(7.0, 14.5, 12.75)","(9.0, 17.5, 17.026315789473685)"
07-12-2022 19:51:31.032010,"(4.8, 5.1, 4.885714285714285)","(9.0, 14.5, 13.375)","(12.0, 38.0, 36.166666666666664)","(3.7, 5.2, 4.7)","(4.0, 5.3, 4.94)","(8.0, 10.5, 9.403125)","(7.0, 14.5, 12.75)","(9.0, 17.5, 17.026315789473685)"
07-12-2022 19:51:32.232751,"(4.8, 5.1, 4.885714285714285)","(9.0, 14.5, 13.375)","(12.0, 38.0, 36.166666666666664)","(3.7, 5.2, 4.45)","(4.0, 5.3, 4.94)","(8.0, 10.5, 9.91304347826087)","(7.0, 14.5, 12.75)","(9.0, 17.5, 16.642857142857142)"
07-12-2022 19:51:33.442809,"(4.8, 5.2, 5.194285714285715)","(9.0, 14.5, 13.375)","(12.0, 38.0, 36.166666666666664)","(3.7, 5.2, 4.14)","(4.0, 5.3, 4.6875)","(8.0, 10.5, 9.91304347826087)","(7.0, 14.5, 13.704545454545455)","(9.0, 17.5, 16.77777777777778)"
07-12-2022 19:51:34.612217,"(4.8, 5.4, 5.375)","(9.0, 14.5, 13.375)","(12.0, 38.0, 36.166666666666664)","(3.7, 4.2, 4.125)","(4.0, 4.7, 4.692857142857143)","(8.0, 10.5, 9.91304347826087)","(7.0, 14.5, 14.61111111111111)","(9.0, 17.0, 16.77777777777778)"
07-12-2022 19:51:35.807368,"(4.8, 5.4, 5.3828571428571435)","(9.0, 14.5, 13.375)","(12.0, 38.0, 36.166666666666664)","(3.7, 4.2, 4.125)","(4.0, 4.7, 4.65)","(8.0, 10.5, 9.933333333333334)","(7.0, 15.0, 13.875)","(9.0, 17.0, 16.77777777777778)"
07-12-2022 19:51:37.001856,"(4.8, 5.6, 5.571428571428571)","(9.0, 14.5, 13.375)","(12.0, 38.0, 33.0)","(3.7, 4.2, 4.82)","(4.0, 4.7, 4.788888888888889)","(8.0, 10.0, 9.933333333333334)","(7.0, 15.0, 13.875)","(9.0, 17.0, 16.77777777777778)"
07-12-2022 19:51:38.145141,"(4.8, 5.6, 5.571428571428571)","(9.0, 14.5, 13.375)","(13.0, 36.0, 33.0)","(3.7, 5.3, 4.76)","(4.0, 5.1, 4.733333333333333)","(8.0, 10.0, 9.933333333333334)","(7.0, 15.0, 14.34375)","(9.0, 17.0, 16.77777777777778)"
07-12-2022 19:51:39.313562,"(4.8, 5.6, 5.571428571428571)","(9.0, 14.5, 13.375)","(13.0, 36.0, 32.53846153846154)","(3.7, 5.2, 4.76)","(4.0, 5.0, 4.828571428571428)","(8.0, 10.0, 9.666666666666666)","(7.0, 15.0, 14.34375)","(9.0, 17.0, 16.77777777777778)"
07-12-2022 19:51:40.396314,"(4.8, 5.6, 5.571428571428571)","(9.0, 14.5, 13.375)","(13.0, 36.0, 32.53846153846154)","(3.7, 5.2, 4.76)","(4.0, 5.0, 4.828571428571428)","(8.0, 10.0, 9.666666666666666)","(7.0, 15.0, 14.34375)","(9.0, 17.0, 16.77777777777778)"
07-12-2022 19:51:41.559958,"(4.8, 5.6, 5.571428571428571)","(9.0, 14.5, 13.375)","(13.0, 36.0, 32.53846153846154)","(3.7, 5.2, 4.571428571428571)","(4.0, 5.0, 4.828571428571428)","(8.0, 10.0, 9.666666666666666)","(7.0, 15.0, 14.34375)","(9.0, 17.0, 16.825)"
07-12-2022 19:51:42.597999,"(4.8, 5.6, 5.571428571428571)","(9.0, 14.5, 13.375)","(13.0, 36.0, 32.53846153846154)","(3.7, 5.2, 4.571428571428571)","(4.0, 5.0, 4.828571428571428)","(8.0, 10.0, 9.666666666666666)","(7.0, 15.0, 14.34375)","(9.0, 17.5, 16.825)"
07-12-2022 19:51:43.710683,"(4.8, 5.6, 5.571428571428571)","(9.0, 17.0, 15.666666666666666)","(13.0, 36.0, 32.53846153846154)","(3.7, 5.2, 4.485714285714286)","(4.0, 5.0, 4.875)","(8.0, 10.0, 9.666666666666666)","(7.0, 15.0, 14.75)","(9.0, 17.5, 16.825)"
07-12-2022 19:51:44.863618,"(4.8, 5.6, 5.571428571428571)","(9.0, 17.0, 15.666666666666666)","(13.0, 36.0, 32.53846153846154)","(3.7, 5.0, 4.485714285714286)","(4.0, 5.0, 4.725)","(8.0, 10.0, 9.666666666666666)","(7.0, 15.0, 14.75)","(9.0, 17.5, 16.825)"
07-12-2022 19:51:46.051086,"(4.8, 5.6, 5.571428571428571)","(9.0, 17.0, 14.5)","(13.0, 36.0, 32.53846153846154)","(3.7, 5.0, 4.485714285714286)","(4.0, 5.1, 4.725)","(8.0, 10.0, 9.666666666666666)","(7.0, 15.0, 14.5)","(9.0, 17.5, 16.825)"
07-12-2022 19:51:47.257051,"(4.8, 5.6, 5.571428571428571)","(9.0, 17.0, 14.5)","(13.0, 36.0, 32.53846153846154)","(3.7, 5.0, 4.485714285714286)","(4.0, 5.1, 4.75)","(8.0, 10.0, 9.666666666666666)","(7.0, 15.0, 14.5)","(9.0, 17.5, 16.825)"
