,Todling Bale,Widdicombe Bale,Zippy Artist,Four Barrels,My Mate Tip,Heffernan Bale,Wizardry Tricks,Mr Buck Lee
07-12-2022 19:39:35.395267,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 18.625)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:39:36.748782,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 18.625)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:39:38.119113,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 18.625)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:39:39.690083,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 18.625)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:39:41.177159,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 18.625)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:39:42.602665,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 18.625)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:39:44.055722,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 18.625)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:39:45.624983,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 18.625)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:39:47.152013,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 18.625)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:39:48.694703,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 18.625)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:39:50.198950,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 18.625)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:39:51.710924,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 19.272727272727273)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:39:53.122715,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 19.272727272727273)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:39:54.550949,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 19.272727272727273)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:39:55.807584,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 19.272727272727273)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:39:57.006334,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 19.272727272727273)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:39:58.196679,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 19.272727272727273)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:39:59.447009,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 22.769230769230766)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:00.741111,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 22.769230769230766)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:02.000410,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 20.0)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:03.233871,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 20.0)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:04.517366,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 20.0)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:05.811727,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 20.0)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:07.085836,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 25.333333333333332)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:08.357784,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 25.333333333333332)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:09.630315,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 25.333333333333332)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:10.868398,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 25.333333333333332)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:12.078291,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 25.333333333333332)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:13.366262,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 25.333333333333332)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:14.697365,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 25.333333333333332)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:16.052021,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 25.333333333333332)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:17.394974,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 25.333333333333332)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:18.707684,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 25.333333333333332)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:20.014724,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 25.333333333333332)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:21.328383,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 25.333333333333332)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:22.640766,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 25.333333333333332)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:23.985569,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 25.333333333333332)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:25.510264,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 25.333333333333332)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:26.908867,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 25.333333333333332)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:28.240350,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 25.333333333333332)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:29.722996,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 22.0)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:31.130172,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 22.0)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:32.513407,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 22.0)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:33.805562,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 25.866666666666667)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:35.148918,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 20.727272727272727)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:36.492638,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 20.727272727272727)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:37.827973,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 20.727272727272727)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:39.157979,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 20.727272727272727)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:40.520945,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 20.727272727272727)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:41.838331,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 20.727272727272727)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:43.086541,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 20.727272727272727)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:44.411951,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 20.727272727272727)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:45.741851,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 20.727272727272727)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:46.901556,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 20.727272727272727)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:48.099393,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 20.727272727272727)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:49.231879,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 20.727272727272727)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:50.554729,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 20.727272727272727)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:51.786840,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 20.727272727272727)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:53.059259,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 20.727272727272727)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:54.265127,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 20.727272727272727)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:55.586512,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 20.727272727272727)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:56.904728,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 20.727272727272727)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:58.245351,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 20.727272727272727)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:40:59.562989,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 22.333333333333336)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:41:00.864457,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 22.666666666666664)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:41:02.200896,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 26.4)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:41:03.576440,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 26.4)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:41:05.419279,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 26.4)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:41:06.980569,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 26.4)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:41:08.597815,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 26.4)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:41:09.949924,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 13.222222222222221)","(11.0, 40.0, 26.4)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 10.971428571428572)","(6.5, 12.0, 8.8)","(9.0, 19.0, 10.5)"
07-12-2022 19:41:11.393235,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 21.454545454545453)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 13.5, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 13.222222222222221)"
07-12-2022 19:41:12.806907,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 21.454545454545453)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 13.222222222222221)"
07-12-2022 19:41:14.114314,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 21.454545454545453)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 13.222222222222221)"
07-12-2022 19:41:15.407894,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 21.454545454545453)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 13.222222222222221)"
07-12-2022 19:41:16.676525,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 21.454545454545453)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 13.222222222222221)"
07-12-2022 19:41:17.987306,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 21.454545454545453)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 13.222222222222221)"
07-12-2022 19:41:19.262177,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 21.454545454545453)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 13.222222222222221)"
07-12-2022 19:41:20.570942,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 21.454545454545453)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 13.222222222222221)"
07-12-2022 19:41:21.779836,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 21.454545454545453)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 13.222222222222221)"
07-12-2022 19:41:23.066940,"(5.0, 8.6, 5.813333333333333)","(9.0, 18.0, 15.133333333333333)","(11.0, 40.0, 21.454545454545453)","(3.6, 5.8, 3.8227272727272723)","(4.0, 5.4, 5.035294117647059)","(8.5, 14.0, 9.927272727272728)","(6.5, 12.0, 8.8)","(9.0, 19.0, 13.222222222222221)"
