,Running Cloud,Sword Of War,Bellman,Maatsuyker,Royal Fox,Wagon Wheel,Duhlata,Great Ambition,Supreme Thunder,One Out,Lottacheex,Buoyant
08-01-2023 16:16:10.061625,"(7.0, 8.4, 8.25)","(12.0, 99999, 99990)","(6.0, 8.0, 7.639344262295082)","(8.0, 10.5, 9.954545454545455)","(16.0, 21.0, 19.68)","(19.0, 28.0, 27.217391304347828)","(15.0, 18.0, 17.653846153846153)","(51.0, 85.0, 80.0)","(3.1, 3.3, 3.2968586387434553)","(21.0, 36.0, 33.0)","(7.5, 9.6, 9.485714285714286)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:11.363233,"(7.0, 8.2, 8.066666666666666)","(12.0, 99999, 99990)","(6.0, 8.0, 7.639344262295082)","(8.0, 10.5, 9.9375)","(16.0, 21.0, 19.68)","(19.0, 28.0, 27.217391304347828)","(15.0, 18.0, 17.653846153846153)","(51.0, 85.0, 80.0)","(3.1, 3.3, 3.369148936170213)","(21.0, 36.0, 33.0)","(7.5, 9.6, 9.485714285714286)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:12.694950,"(7.0, 8.0, 7.872727272727273)","(12.0, 99999, 99990)","(6.0, 8.0, 7.639344262295082)","(8.0, 10.5, 9.985714285714286)","(16.0, 21.0, 19.68)","(19.0, 28.0, 27.217391304347828)","(15.0, 18.0, 17.653846153846153)","(51.0, 85.0, 80.0)","(3.1, 3.4, 3.418085106382979)","(21.0, 36.0, 33.0)","(7.5, 9.6, 9.485714285714286)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:14.092420,"(7.0, 8.0, 7.872727272727273)","(12.0, 99999, 99990)","(6.0, 8.0, 7.639344262295082)","(8.0, 10.5, 9.985714285714286)","(16.0, 21.0, 19.68)","(19.0, 28.0, 27.5)","(15.0, 18.0, 17.653846153846153)","(51.0, 85.0, 80.0)","(3.1, 3.45, 3.4298245614035086)","(21.0, 36.0, 33.0)","(7.5, 9.6, 9.485714285714286)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:15.544224,"(7.0, 8.0, 7.872727272727273)","(12.0, 99999, 99990)","(6.0, 8.0, 7.639344262295082)","(8.0, 10.5, 9.985714285714286)","(16.0, 21.0, 19.68)","(19.0, 28.0, 27.5)","(15.0, 18.0, 17.653846153846153)","(51.0, 85.0, 80.0)","(3.1, 3.5, 3.4298245614035086)","(21.0, 36.0, 33.0)","(7.5, 9.6, 9.485714285714286)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:16.951572,"(7.0, 8.0, 7.872727272727273)","(12.0, 99999, 99990)","(6.0, 8.0, 7.709090909090909)","(8.0, 10.5, 9.985714285714286)","(16.0, 21.0, 19.68)","(19.0, 28.0, 27.5)","(15.0, 18.0, 17.25)","(51.0, 85.0, 80.0)","(3.1, 3.5, 3.4298245614035086)","(21.0, 36.0, 33.0)","(7.5, 9.6, 9.485714285714286)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:18.369635,"(7.0, 8.0, 7.872727272727273)","(12.0, 99999, 99990)","(6.0, 7.8, 7.709090909090909)","(8.0, 10.5, 9.985714285714286)","(16.0, 21.0, 19.68)","(19.0, 28.0, 27.5)","(15.0, 18.0, 17.25)","(51.0, 85.0, 80.0)","(3.1, 3.5, 3.477777777777778)","(21.0, 36.0, 33.0)","(7.5, 9.6, 9.485714285714286)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:19.909194,"(7.0, 8.0, 7.872727272727273)","(12.0, 99999, 99990)","(6.0, 7.8, 7.709090909090909)","(8.0, 10.5, 9.985714285714286)","(16.0, 21.0, 19.8)","(19.0, 28.0, 27.5)","(15.0, 18.0, 17.25)","(51.0, 85.0, 80.0)","(3.1, 3.55, 3.47)","(21.0, 36.0, 33.0)","(7.5, 9.6, 9.485714285714286)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:21.383244,"(7.0, 8.0, 7.872727272727273)","(13.0, 99999, 99990)","(6.0, 7.8, 7.771428571428571)","(8.0, 10.5, 9.985714285714286)","(16.0, 20.0, 19.8)","(19.0, 28.0, 27.419354838709676)","(15.0, 18.0, 17.25)","(51.0, 85.0, 80.0)","(3.1, 3.5, 3.422222222222222)","(21.0, 36.0, 33.0)","(7.5, 9.6, 9.485714285714286)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:22.785018,"(7.0, 8.0, 7.872727272727273)","(13.0, 99999, 99990)","(6.0, 7.8, 7.771428571428571)","(8.0, 10.5, 9.985714285714286)","(16.0, 20.0, 19.8)","(19.0, 28.0, 27.419354838709676)","(15.0, 18.0, 17.25)","(51.0, 85.0, 80.0)","(3.1, 3.45, 3.44)","(21.0, 36.0, 33.0)","(7.5, 9.6, 9.485714285714286)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:24.162785,"(7.0, 8.0, 7.872727272727273)","(13.0, 99999, 99990)","(6.0, 7.8, 7.771428571428571)","(8.0, 10.5, 9.666666666666666)","(16.0, 20.0, 19.8)","(19.0, 28.0, 27.419354838709676)","(15.0, 18.0, 17.23076923076923)","(51.0, 85.0, 80.0)","(3.1, 3.5, 3.3833333333333333)","(21.0, 36.0, 33.0)","(7.5, 9.6, 9.485714285714286)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:25.590366,"(7.0, 8.0, 7.923809523809524)","(13.0, 99999, 99990)","(6.0, 7.8, 7.771428571428571)","(8.0, 10.0, 9.75)","(16.0, 20.0, 19.8)","(19.0, 28.0, 27.419354838709676)","(15.0, 18.0, 17.23076923076923)","(51.0, 85.0, 80.0)","(3.1, 3.45, 3.3790322580645165)","(21.0, 36.0, 34.2)","(7.5, 9.6, 9.485714285714286)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:27.084731,"(7.0, 8.0, 7.923809523809524)","(13.0, 99999, 99990)","(6.0, 7.8, 7.771428571428571)","(8.0, 10.5, 9.75)","(16.0, 20.0, 19.8)","(19.0, 28.0, 27.419354838709676)","(15.0, 18.0, 17.23076923076923)","(51.0, 85.0, 80.0)","(3.1, 3.45, 3.3790322580645165)","(21.0, 36.0, 34.2)","(7.5, 9.6, 9.485714285714286)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:28.430645,"(7.0, 8.0, 7.923809523809524)","(13.0, 99999, 99990)","(6.0, 7.8, 7.771428571428571)","(8.0, 10.5, 9.75)","(16.0, 20.0, 19.8)","(19.0, 28.0, 27.419354838709676)","(15.0, 18.0, 17.23076923076923)","(51.0, 85.0, 80.0)","(3.1, 3.45, 3.3790322580645165)","(21.0, 36.0, 34.2)","(7.5, 9.6, 9.485714285714286)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:29.865780,"(7.0, 8.0, 7.923809523809524)","(13.0, 99999, 99990)","(6.0, 7.8, 7.771428571428571)","(8.0, 10.5, 9.75)","(16.0, 20.0, 18.789473684210527)","(19.0, 28.0, 27.310344827586206)","(15.0, 18.0, 17.23076923076923)","(51.0, 85.0, 80.0)","(3.1, 3.45, 3.42)","(21.0, 36.0, 34.2)","(7.5, 9.6, 9.485714285714286)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:31.303068,"(7.0, 8.0, 7.923809523809524)","(13.0, 99999, 99990)","(6.0, 7.8, 7.818181818181818)","(8.0, 10.5, 9.9375)","(16.0, 19.5, 18.681818181818183)","(19.0, 28.0, 26.863636363636363)","(15.0, 18.0, 17.285714285714285)","(51.0, 85.0, 80.0)","(3.1, 3.45, 3.44)","(21.0, 36.0, 33.6)","(7.5, 9.6, 9.466666666666667)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:32.755284,"(7.0, 8.0, 7.911111111111111)","(13.0, 99999, 99990)","(6.0, 8.0, 7.818181818181818)","(8.0, 10.5, 9.9375)","(16.0, 19.5, 18.681818181818183)","(19.0, 27.0, 26.863636363636363)","(15.0, 18.0, 17.285714285714285)","(51.0, 85.0, 80.0)","(3.1, 3.5, 3.463157894736842)","(21.0, 36.0, 33.6)","(7.5, 9.6, 9.545454545454545)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:34.205200,"(7.0, 8.0, 7.911111111111111)","(13.0, 99999, 99990)","(6.0, 8.0, 7.818181818181818)","(8.0, 10.5, 9.857142857142858)","(16.0, 19.5, 18.681818181818183)","(19.0, 27.0, 26.863636363636363)","(15.0, 18.0, 17.285714285714285)","(51.0, 85.0, 80.0)","(3.1, 3.5, 3.470833333333333)","(21.0, 36.0, 33.6)","(7.5, 9.6, 9.533333333333333)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:35.616523,"(7.0, 8.0, 7.911111111111111)","(13.0, 99999, 99990)","(6.0, 8.0, 7.818181818181818)","(8.0, 10.5, 9.857142857142858)","(16.0, 19.5, 19.25)","(19.0, 27.0, 26.863636363636363)","(15.0, 18.0, 17.285714285714285)","(51.0, 85.0, 80.0)","(3.1, 3.5, 3.470833333333333)","(21.0, 36.0, 33.6)","(7.5, 9.6, 9.533333333333333)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:37.017481,"(7.0, 8.0, 7.911111111111111)","(13.0, 99999, 99990)","(6.0, 8.0, 7.818181818181818)","(8.0, 10.5, 9.857142857142858)","(16.0, 20.0, 19.25)","(19.0, 27.0, 26.863636363636363)","(15.0, 18.0, 17.41891891891892)","(51.0, 85.0, 80.0)","(3.1, 3.5, 3.470833333333333)","(21.0, 36.0, 33.6)","(7.5, 9.6, 9.533333333333333)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:38.522015,"(7.0, 8.2, 8.033333333333333)","(13.0, 99999, 99990)","(6.0, 8.0, 7.818181818181818)","(8.0, 10.5, 9.857142857142858)","(16.0, 20.0, 19.25)","(19.0, 27.0, 26.863636363636363)","(15.0, 17.5, 17.41891891891892)","(51.0, 85.0, 80.0)","(3.1, 3.5, 3.470833333333333)","(21.0, 36.0, 33.0)","(7.5, 9.6, 9.533333333333333)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:40.060127,"(7.0, 8.2, 7.9399999999999995)","(13.0, 99999, 99990)","(6.0, 8.0, 7.818181818181818)","(8.0, 10.5, 10.017857142857142)","(16.0, 20.0, 19.25)","(19.0, 27.0, 26.863636363636363)","(15.0, 17.5, 17.41891891891892)","(51.0, 85.0, 80.0)","(3.1, 3.5, 3.470833333333333)","(21.0, 36.0, 34.5)","(7.5, 9.6, 9.533333333333333)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:41.553944,"(7.0, 8.0, 7.9399999999999995)","(13.0, 99999, 99990)","(6.0, 8.0, 7.490909090909091)","(8.0, 10.5, 10.017857142857142)","(16.0, 20.0, 19.25)","(19.0, 27.0, 27.40740740740741)","(15.0, 17.5, 17.41891891891892)","(51.0, 85.0, 80.0)","(3.1, 3.5, 3.470833333333333)","(21.0, 36.0, 34.6)","(7.5, 9.6, 9.553846153846154)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:43.054745,"(7.0, 8.0, 7.9399999999999995)","(13.0, 99999, 99990)","(6.0, 7.8, 7.490909090909091)","(8.0, 10.5, 10.017857142857142)","(16.0, 20.0, 19.25)","(19.0, 28.0, 27.310344827586206)","(15.0, 17.5, 17.41891891891892)","(51.0, 85.0, 80.0)","(3.1, 3.5, 3.470833333333333)","(21.0, 36.0, 33.5)","(7.5, 9.8, 9.571428571428571)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:44.587668,"(7.0, 8.2, 8.08)","(13.0, 99999, 99990)","(6.0, 7.8, 7.474074074074075)","(8.0, 10.5, 9.88888888888889)","(16.0, 20.0, 19.25)","(19.0, 28.0, 27.310344827586206)","(15.0, 17.5, 17.25)","(51.0, 85.0, 80.0)","(3.1, 3.5, 3.4586206896551723)","(21.0, 36.0, 32.0)","(7.5, 9.6, 9.571428571428571)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:46.079636,"(7.0, 8.2, 8.181818181818182)","(13.0, 99999, 99990)","(6.0, 7.8, 7.474074074074075)","(8.0, 10.0, 9.88888888888889)","(16.0, 20.0, 19.25)","(19.0, 28.0, 27.310344827586206)","(15.0, 17.5, 17.25)","(51.0, 85.0, 80.0)","(3.1, 3.5, 3.4586206896551723)","(21.0, 34.0, 30.8)","(7.5, 9.6, 9.571428571428571)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:47.527188,"(7.0, 8.4, 8.181818181818182)","(13.0, 99999, 99990)","(6.0, 7.8, 7.474074074074075)","(8.0, 10.0, 9.88888888888889)","(16.0, 20.0, 19.25)","(19.0, 28.0, 27.310344827586206)","(15.0, 17.5, 17.25)","(51.0, 85.0, 80.0)","(3.1, 3.5, 3.4586206896551723)","(21.0, 34.0, 33.111111111111114)","(7.5, 9.6, 9.571428571428571)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:48.967634,"(7.0, 8.4, 8.181818181818182)","(13.0, 99999, 99990)","(6.0, 7.8, 7.474074074074075)","(8.0, 10.0, 9.88888888888889)","(16.0, 20.0, 19.25)","(19.0, 28.0, 27.310344827586206)","(15.0, 17.5, 17.25)","(51.0, 85.0, 80.0)","(3.1, 3.5, 3.4636363636363634)","(21.0, 34.0, 33.111111111111114)","(7.5, 9.6, 9.571428571428571)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:50.408656,"(7.0, 8.4, 8.22)","(13.0, 99999, 99990)","(6.0, 7.8, 7.474074074074075)","(8.0, 10.0, 9.88888888888889)","(16.0, 20.0, 19.25)","(19.0, 28.0, 27.310344827586206)","(15.0, 17.5, 17.25)","(51.0, 85.0, 80.0)","(3.1, 3.5, 3.4636363636363634)","(21.0, 34.0, 33.111111111111114)","(7.5, 9.6, 9.571428571428571)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:51.911049,"(7.0, 8.6, 8.466666666666667)","(13.0, 99999, 99990)","(6.0, 7.8, 7.474074074074075)","(8.0, 10.0, 9.88888888888889)","(16.0, 20.0, 19.25)","(19.0, 28.0, 27.310344827586206)","(15.0, 17.5, 17.055555555555557)","(51.0, 85.0, 80.0)","(3.1, 3.5, 3.4636363636363634)","(21.0, 34.0, 33.27272727272727)","(7.5, 9.6, 9.571428571428571)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:53.259438,"(7.0, 8.6, 8.466666666666667)","(13.0, 99999, 99990)","(6.0, 7.8, 7.474074074074075)","(8.0, 10.0, 9.88888888888889)","(16.0, 20.0, 19.25)","(19.0, 28.0, 27.310344827586206)","(15.0, 17.5, 17.055555555555557)","(51.0, 85.0, 80.0)","(3.1, 3.5, 3.4749999999999996)","(21.0, 34.0, 33.27272727272727)","(7.5, 9.6, 9.571428571428571)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:54.709569,"(7.0, 8.6, 8.466666666666667)","(13.0, 99999, 99990)","(6.0, 7.8, 7.314285714285715)","(8.0, 10.0, 9.826086956521738)","(16.0, 20.0, 19.25)","(19.0, 28.0, 27.310344827586206)","(15.0, 17.5, 17.394736842105264)","(51.0, 85.0, 80.0)","(3.1, 3.55, 3.4749999999999996)","(21.0, 34.0, 33.666666666666664)","(7.5, 9.6, 9.571428571428571)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:56.092583,"(7.0, 8.6, 8.466666666666667)","(13.0, 99999, 99990)","(6.0, 7.4, 7.314285714285715)","(8.0, 10.0, 9.826086956521738)","(16.0, 20.0, 19.25)","(19.0, 28.0, 27.310344827586206)","(15.0, 17.5, 17.394736842105264)","(51.0, 85.0, 80.0)","(3.1, 3.55, 3.4749999999999996)","(21.0, 34.0, 33.666666666666664)","(7.5, 9.6, 9.571428571428571)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:57.486309,"(7.0, 8.6, 8.481818181818182)","(13.0, 99999, 99990)","(6.0, 7.4, 7.314285714285715)","(8.0, 10.0, 9.826086956521738)","(16.0, 20.0, 19.25)","(19.0, 28.0, 27.310344827586206)","(15.0, 17.5, 17.394736842105264)","(51.0, 85.0, 80.0)","(3.1, 3.55, 3.4749999999999996)","(21.0, 34.0, 33.666666666666664)","(7.5, 9.6, 9.571428571428571)","(41.0, 65.0, 63.75)"
08-01-2023 16:16:58.910931,"(7.0, 8.8, 8.481818181818182)","(13.0, 99999, 99990)","(6.0, 7.4, 7.314285714285715)","(8.0, 10.0, 10.017857142857142)","(16.0, 20.0, 19.25)","(19.0, 28.0, 27.310344827586206)","(15.0, 17.5, 17.394736842105264)","(51.0, 85.0, 80.0)","(3.1, 3.55, 3.5272727272727273)","(21.0, 34.0, 33.666666666666664)","(7.5, 9.6, 9.571428571428571)","(41.0, 65.0, 63.75)"
08-01-2023 16:17:00.396129,"(7.0, 8.8, 8.481818181818182)","(13.0, 99999, 99990)","(6.0, 7.4, 7.314285714285715)","(8.0, 10.5, 10.017857142857142)","(16.0, 20.0, 19.25)","(19.0, 28.0, 27.310344827586206)","(15.0, 17.5, 16.846153846153847)","(51.0, 85.0, 80.0)","(3.1, 3.55, 3.5307692307692307)","(21.0, 34.0, 33.666666666666664)","(7.5, 9.6, 9.571428571428571)","(41.0, 65.0, 63.75)"
08-01-2023 16:17:01.866189,"(7.0, 8.8, 8.775)","(13.0, 99999, 99990)","(6.0, 7.4, 7.314285714285715)","(8.0, 10.5, 10.017857142857142)","(16.0, 20.0, 19.25)","(19.0, 28.0, 27.310344827586206)","(15.0, 17.0, 16.88888888888889)","(51.0, 85.0, 80.0)","(3.1, 3.55, 3.5307692307692307)","(21.0, 34.0, 33.666666666666664)","(7.5, 9.6, 9.571428571428571)","(41.0, 65.0, 63.75)"
08-01-2023 16:17:03.314292,"(7.0, 9.0, 8.6125)","(13.0, 99999, 99990)","(6.0, 7.4, 7.314285714285715)","(8.0, 10.5, 10.017857142857142)","(16.0, 20.0, 19.25)","(19.0, 28.0, 27.310344827586206)","(15.0, 17.0, 16.88888888888889)","(51.0, 85.0, 80.0)","(3.1, 3.55, 3.5388888888888888)","(21.0, 34.0, 33.666666666666664)","(7.5, 9.6, 9.571428571428571)","(41.0, 65.0, 63.75)"
08-01-2023 16:17:04.793042,"(7.0, 8.8, 8.775)","(13.0, 99999, 99990)","(6.0, 7.4, 7.314285714285715)","(8.0, 10.5, 10.017857142857142)","(16.0, 20.0, 19.25)","(19.0, 28.0, 27.310344827586206)","(15.0, 17.0, 17.27777777777778)","(51.0, 85.0, 80.0)","(3.1, 3.55, 3.5388888888888888)","(21.0, 34.0, 33.666666666666664)","(7.5, 9.6, 9.571428571428571)","(41.0, 65.0, 63.75)"
08-01-2023 16:17:06.257842,"(7.0, 9.0, 8.775)","(13.0, 99999, 99990)","(6.0, 7.4, 7.314285714285715)","(8.0, 10.5, 10.017857142857142)","(16.0, 20.0, 19.25)","(19.0, 28.0, 27.310344827586206)","(15.0, 17.5, 17.166666666666668)","(51.0, 85.0, 80.0)","(3.1, 3.55, 3.5388888888888888)","(21.0, 34.0, 33.666666666666664)","(7.5, 9.6, 9.571428571428571)","(41.0, 65.0, 63.75)"
08-01-2023 16:17:07.769553,"(7.0, 9.0, 8.775)","(13.0, 99999, 99990)","(6.0, 7.4, 7.314285714285715)","(8.0, 10.5, 10.017857142857142)","(16.0, 20.0, 18.625)","(19.0, 28.0, 27.56)","(15.0, 17.5, 17.166666666666668)","(51.0, 85.0, 82.5)","(3.1, 3.55, 3.479775280898876)","(21.0, 34.0, 33.666666666666664)","(7.5, 9.6, 9.181818181818182)","(41.0, 70.0, 66.0)"
08-01-2023 16:17:09.267870,"(7.0, 9.0, 8.775)","(13.0, 99999, 99990)","(6.0, 7.4, 7.314285714285715)","(8.0, 10.5, 10.017857142857142)","(16.0, 19.0, 18.625)","(19.0, 29.0, 27.75862068965517)","(15.0, 17.5, 17.166666666666668)","(51.0, 85.0, 82.5)","(3.1, 3.5, 3.486)","(21.0, 34.0, 33.666666666666664)","(7.5, 9.4, 9.181818181818182)","(41.0, 70.0, 66.0)"
08-01-2023 16:17:10.696706,"(7.0, 9.0, 8.775)","(13.0, 99999, 99990)","(6.0, 7.4, 7.314285714285715)","(8.0, 10.5, 10.017857142857142)","(16.0, 19.0, 18.625)","(19.0, 29.0, 27.75862068965517)","(15.0, 17.5, 17.166666666666668)","(51.0, 85.0, 82.5)","(3.1, 3.5, 3.486)","(21.0, 34.0, 32.833333333333336)","(7.5, 9.4, 9.181818181818182)","(41.0, 70.0, 66.0)"
08-01-2023 16:17:12.104810,"(7.0, 9.0, 8.775)","(13.0, 99999, 99990)","(6.0, 7.4, 7.314285714285715)","(8.0, 10.5, 10.017857142857142)","(16.0, 19.0, 18.625)","(19.0, 29.0, 27.75862068965517)","(15.0, 17.5, 17.166666666666668)","(51.0, 85.0, 82.5)","(3.1, 3.5, 3.486)","(21.0, 34.0, 32.833333333333336)","(7.5, 9.4, 9.181818181818182)","(41.0, 70.0, 66.66666666666667)"
08-01-2023 16:17:13.541766,"(7.0, 9.0, 8.7)","(13.0, 99999, 99990)","(6.0, 7.4, 7.314285714285715)","(8.0, 10.5, 10.017857142857142)","(16.0, 19.0, 18.625)","(19.0, 29.0, 27.75862068965517)","(15.0, 17.5, 17.166666666666668)","(51.0, 85.0, 82.5)","(3.1, 3.5, 3.486)","(21.0, 34.0, 32.833333333333336)","(7.5, 9.4, 9.275862068965518)","(41.0, 70.0, 66.66666666666667)"
08-01-2023 16:17:15.037363,"(7.0, 9.0, 8.7)","(13.0, 99999, 99990)","(6.0, 7.4, 7.314285714285715)","(8.0, 10.5, 10.017857142857142)","(16.0, 19.0, 18.625)","(19.0, 29.0, 27.666666666666668)","(15.0, 17.5, 17.166666666666668)","(51.0, 85.0, 82.5)","(3.1, 3.5, 3.486)","(21.0, 34.0, 32.833333333333336)","(7.5, 9.4, 9.200000000000001)","(41.0, 70.0, 66.0)"
08-01-2023 16:17:16.490376,"(7.0, 8.6, 8.461538461538462)","(13.0, 99999, 99990)","(6.0, 7.4, 7.3)","(8.0, 10.5, 10.017857142857142)","(16.0, 19.0, 18.625)","(19.0, 29.0, 27.666666666666668)","(15.0, 17.5, 17.08823529411765)","(51.0, 85.0, 82.5)","(3.1, 3.5, 3.522)","(21.0, 34.0, 32.833333333333336)","(7.5, 9.4, 9.200000000000001)","(41.0, 70.0, 66.0)"
08-01-2023 16:17:17.984003,"(7.0, 8.6, 8.571428571428571)","(13.0, 99999, 99990)","(6.0, 7.6, 7.3)","(8.0, 10.5, 10.017857142857142)","(16.0, 19.0, 18.625)","(19.0, 29.0, 27.666666666666668)","(15.0, 17.5, 17.08823529411765)","(51.0, 85.0, 82.5)","(3.1, 3.55, 3.522)","(21.0, 34.0, 32.833333333333336)","(7.5, 9.4, 9.200000000000001)","(41.0, 70.0, 66.0)"
08-01-2023 16:17:19.428596,"(7.0, 8.6, 8.571428571428571)","(13.0, 99999, 99990)","(6.0, 7.6, 7.377777777777777)","(8.0, 10.5, 10.017857142857142)","(16.0, 19.0, 18.625)","(19.0, 29.0, 27.666666666666668)","(15.0, 17.5, 17.08823529411765)","(51.0, 85.0, 82.5)","(3.1, 3.55, 3.522)","(21.0, 34.0, 32.833333333333336)","(7.5, 9.4, 9.123076923076924)","(41.0, 70.0, 66.0)"
08-01-2023 16:17:20.913215,"(7.0, 8.6, 8.57391304347826)","(13.0, 99999, 99990)","(6.0, 7.6, 7.377777777777777)","(8.0, 10.5, 10.017857142857142)","(16.0, 19.0, 18.625)","(19.0, 29.0, 27.666666666666668)","(15.0, 17.5, 17.08823529411765)","(51.0, 85.0, 82.5)","(3.1, 3.55, 3.522)","(21.0, 34.0, 32.833333333333336)","(7.5, 9.4, 9.123076923076924)","(41.0, 70.0, 66.0)"
08-01-2023 16:17:22.367565,"(7.0, 8.6, 8.282352941176471)","(13.0, 99999, 99990)","(6.0, 7.6, 7.333333333333333)","(8.0, 10.5, 10.017857142857142)","(16.0, 19.0, 18.625)","(19.0, 29.0, 27.666666666666668)","(15.0, 17.5, 17.08823529411765)","(51.0, 85.0, 82.5)","(3.1, 3.55, 3.522)","(21.0, 34.0, 32.833333333333336)","(7.5, 9.4, 9.123076923076924)","(41.0, 70.0, 66.0)"
08-01-2023 16:17:23.876973,"(7.0, 8.4, 8.257142857142858)","(13.0, 99999, 99990)","(6.0, 7.6, 7.333333333333333)","(8.0, 10.5, 10.120000000000001)","(16.0, 19.0, 18.625)","(19.0, 29.0, 27.666666666666668)","(15.0, 17.5, 17.08823529411765)","(51.0, 85.0, 82.5)","(3.1, 3.55, 3.522)","(21.0, 34.0, 32.0)","(7.5, 9.4, 9.123076923076924)","(41.0, 70.0, 66.0)"
08-01-2023 16:17:25.632661,"(7.0, 8.4, 8.257142857142858)","(13.0, 99999, 99990)","(6.0, 7.6, 7.333333333333333)","(8.0, 10.5, 10.120000000000001)","(16.0, 19.0, 18.625)","(19.0, 29.0, 27.666666666666668)","(15.0, 17.5, 17.08823529411765)","(51.0, 85.0, 82.5)","(3.1, 3.55, 3.522)","(21.0, 34.0, 32.0)","(7.5, 9.4, 9.123076923076924)","(41.0, 70.0, 66.0)"
08-01-2023 16:17:27.372367,"(7.0, 8.4, 8.177777777777777)","(13.0, 99999, 99990)","(6.0, 7.6, 7.333333333333333)","(8.0, 10.5, 10.120000000000001)","(16.0, 19.0, 18.625)","(19.0, 29.0, 27.666666666666668)","(15.0, 17.5, 17.08823529411765)","(51.0, 85.0, 82.5)","(3.1, 3.55, 3.522)","(21.0, 34.0, 32.0)","(7.5, 9.4, 9.123076923076924)","(41.0, 70.0, 66.0)"
08-01-2023 16:17:29.067315,"(7.0, 8.4, 8.133333333333333)","(13.0, 99999, 99990)","(6.0, 7.6, 7.333333333333333)","(8.0, 10.5, 10.120000000000001)","(16.0, 19.0, 18.625)","(19.0, 29.0, 27.666666666666668)","(15.0, 17.5, 17.08823529411765)","(51.0, 85.0, 82.5)","(3.1, 3.55, 3.522)","(21.0, 34.0, 32.0)","(7.5, 9.4, 9.123076923076924)","(41.0, 70.0, 66.0)"
08-01-2023 16:17:30.795473,"(7.0, 8.4, 8.133333333333333)","(13.0, 99999, 99990)","(6.0, 7.6, 7.333333333333333)","(8.0, 10.5, 10.094736842105263)","(16.0, 19.0, 18.625)","(19.0, 29.0, 27.666666666666668)","(15.0, 17.5, 17.08823529411765)","(51.0, 85.0, 82.5)","(3.1, 3.55, 3.522)","(21.0, 34.0, 32.0)","(7.5, 9.4, 9.123076923076924)","(41.0, 70.0, 66.0)"
08-01-2023 16:17:32.455699,"(7.0, 8.4, 8.133333333333333)","(13.0, 99999, 99990)","(6.0, 7.6, 7.333333333333333)","(8.0, 10.5, 10.094736842105263)","(16.0, 19.0, 18.625)","(19.0, 29.0, 27.666666666666668)","(15.0, 17.5, 17.08823529411765)","(51.0, 85.0, 82.5)","(3.1, 3.55, 3.528787878787879)","(21.0, 34.0, 32.666666666666664)","(7.5, 9.4, 9.16)","(41.0, 70.0, 66.66666666666667)"
08-01-2023 16:17:33.982616,"(7.0, 8.4, 8.1)","(13.0, 99999, 99990)","(6.0, 7.6, 7.28421052631579)","(8.0, 10.5, 9.799999999999999)","(16.0, 19.0, 18.625)","(19.0, 29.0, 27.666666666666668)","(15.0, 17.5, 17.08823529411765)","(51.0, 85.0, 82.5)","(3.1, 3.55, 3.528787878787879)","(21.0, 34.0, 32.666666666666664)","(7.5, 9.4, 9.25)","(41.0, 70.0, 66.66666666666667)"
08-01-2023 16:17:35.535887,"(7.0, 8.4, 8.091891891891892)","(13.0, 99999, 99990)","(6.0, 7.6, 7.041379310344827)","(8.0, 10.5, 9.799999999999999)","(16.0, 19.0, 18.625)","(19.0, 29.0, 27.666666666666668)","(15.0, 17.5, 17.08823529411765)","(51.0, 85.0, 82.5)","(3.1, 3.55, 3.5354166666666664)","(21.0, 34.0, 32.666666666666664)","(7.5, 9.4, 9.25)","(41.0, 70.0, 66.66666666666667)"
