,Cronin,Rocknroll Tony,Uncle Gregory,Straytothepoolroom,Dont Tell Dorothy,Tulhurst Blaster,Yellow Bow,Power To Bolt,Baberock
15-12-2022 11:50:22.456072,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:23.656653,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:24.912516,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:26.024096,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:27.138410,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:28.297046,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:29.437931,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:30.590394,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:31.712347,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:32.822254,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:33.985141,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:35.221002,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:36.379311,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:37.488748,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:38.596224,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:39.751649,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:40.911774,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:41.984012,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 60.0)","(26.0, 75.0, 54.2)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:50:43.129757,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:50:44.243775,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:50:45.435297,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:50:46.635318,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:50:47.854705,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:50:49.005430,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:50:50.201349,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:50:51.477693,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:50:52.692914,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:50:53.813203,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:50:54.972925,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:50:56.205882,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:50:57.331916,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:50:58.425019,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:50:59.567133,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:00.832861,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:02.000205,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:03.230806,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:04.506400,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:05.716415,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:07.005846,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:08.306750,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:09.501277,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:10.786259,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:12.013757,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:13.231647,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 120.0, 92.0)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:14.506560,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:15.674026,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:16.776322,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:17.952392,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:19.196499,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:20.404288,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:21.588230,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:22.802790,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:24.012473,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:25.326247,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:26.531917,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:27.815319,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:28.987997,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.2)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:30.209359,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 16.52)","(16.0, 44.0, 29.75)","(31.0, 120.0, 100.44444444444446)"
15-12-2022 11:51:31.450002,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(26.0, 75.0, 40.33333333333333)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.511111111111113)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:51:32.635164,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(26.0, 75.0, 46.42857142857143)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.511111111111113)","(16.0, 44.0, 25.0)","(31.0, 120.0, 106.46153846153847)"
15-12-2022 11:51:33.944917,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 46.42857142857143)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.725)","(16.0, 44.0, 25.0)","(41.0, 120.0, 106.46153846153847)"
15-12-2022 11:51:35.122992,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 46.42857142857143)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 20.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 120.0, 106.46153846153847)"
15-12-2022 11:51:36.317308,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 47.57142857142857)","(7.0, 14.0, 10.8)","(8.5, 26.0, 18.88)","(10.0, 21.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 106.46153846153847)"
15-12-2022 11:51:37.512614,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 47.57142857142857)","(7.0, 14.0, 10.3)","(8.5, 26.0, 18.88)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 106.46153846153847)"
15-12-2022 11:51:38.747933,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 47.57142857142857)","(7.0, 13.0, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 106.46153846153847)"
15-12-2022 11:51:40.055230,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 47.57142857142857)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 106.46153846153847)"
15-12-2022 11:51:41.255273,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 47.57142857142857)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 106.46153846153847)"
15-12-2022 11:51:42.588444,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 47.57142857142857)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 106.46153846153847)"
15-12-2022 11:51:43.879651,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 47.57142857142857)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 106.46153846153847)"
15-12-2022 11:51:45.177850,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 47.57142857142857)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 106.46153846153847)"
15-12-2022 11:51:46.382353,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 47.57142857142857)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 106.46153846153847)"
15-12-2022 11:51:47.697630,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 47.57142857142857)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 106.46153846153847)"
15-12-2022 11:51:48.936430,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 47.57142857142857)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 112.34782608695653)"
15-12-2022 11:51:50.252399,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 112.34782608695653)"
15-12-2022 11:51:51.483372,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 112.34782608695653)"
15-12-2022 11:51:52.743665,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 112.34782608695653)"
15-12-2022 11:51:54.032717,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(8.5, 26.0, 18.88)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 112.34782608695653)"
15-12-2022 11:51:55.567730,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 26.0, 18.88)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 112.34782608695653)"
15-12-2022 11:51:56.961247,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 26.0, 18.88)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 112.34782608695653)"
15-12-2022 11:51:58.375542,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 26.0, 18.88)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 112.34782608695653)"
