,Prince Capri,Always Lurking,Fix You,Macey Keeping,Too Much Fun,Charos Max,Oh So Lavish
11-01-2023 20:56:40.036251,"(4.4, 5.5, 5.114285714285715)","(5.0, 7.4, 7.1000000000000005)","(3.4, 6.6, 6.355555555555555)","(3.0, 3.7, 3.2666666666666666)","(8.5, 13.5, 11.033333333333333)","(10.0, 17.0, 14.642857142857142)","(19.0, 44.0, 32.85714285714286)"
11-01-2023 20:56:41.042958,"(4.4, 5.5, 5.114285714285715)","(5.0, 7.4, 7.1000000000000005)","(3.4, 6.6, 5.266666666666667)","(3.0, 3.7, 3.6333333333333333)","(8.5, 13.5, 10.64)","(10.0, 17.0, 13.785714285714285)","(19.0, 44.0, 32.85714285714286)"
11-01-2023 20:56:42.082965,"(4.4, 5.5, 4.921428571428571)","(5.0, 7.4, 6.5600000000000005)","(3.4, 6.6, 6.3428571428571425)","(3.0, 3.7, 3.5250000000000004)","(8.5, 12.5, 12.2)","(10.0, 15.5, 13.5)","(19.0, 44.0, 32.85714285714286)"
11-01-2023 20:56:43.079731,"(4.4, 5.4, 4.933333333333334)","(5.0, 7.4, 7.1000000000000005)","(3.4, 6.6, 6.3428571428571425)","(3.0, 3.7, 3.5250000000000004)","(8.5, 15.0, 12.2)","(10.0, 15.0, 15.1)","(19.0, 44.0, 32.85714285714286)"
11-01-2023 20:56:44.055940,"(4.4, 5.4, 4.933333333333334)","(5.0, 7.4, 7.1000000000000005)","(3.4, 6.6, 6.3428571428571425)","(3.0, 3.7, 3.5250000000000004)","(8.5, 14.0, 11.827272727272728)","(10.0, 16.0, 14.719999999999999)","(19.0, 44.0, 32.85714285714286)"
11-01-2023 20:56:45.014860,"(4.4, 5.4, 4.933333333333334)","(5.0, 7.2, 6.0)","(3.4, 6.6, 6.3428571428571425)","(3.0, 3.7, 3.5250000000000004)","(8.5, 14.5, 11.827272727272728)","(10.0, 16.0, 14.719999999999999)","(19.0, 44.0, 32.85714285714286)"
11-01-2023 20:56:45.935761,"(4.4, 5.4, 4.933333333333334)","(5.0, 7.2, 6.0)","(3.4, 6.6, 6.3428571428571425)","(3.0, 3.7, 3.5250000000000004)","(8.5, 14.5, 11.827272727272728)","(10.0, 16.0, 14.719999999999999)","(19.0, 44.0, 32.85714285714286)"
11-01-2023 20:56:46.888904,"(4.4, 5.4, 4.933333333333334)","(5.0, 7.2, 6.0)","(3.4, 6.6, 6.3428571428571425)","(3.0, 3.7, 3.5250000000000004)","(8.5, 14.5, 11.827272727272728)","(10.0, 16.0, 14.933333333333334)","(19.0, 44.0, 32.85714285714286)"
11-01-2023 20:56:47.882079,"(4.4, 5.4, 4.933333333333334)","(5.0, 7.2, 6.0)","(3.4, 6.6, 5.266666666666667)","(3.0, 3.7, 3.5250000000000004)","(8.5, 14.5, 12.318181818181818)","(10.0, 16.0, 13.0)","(19.0, 44.0, 32.85714285714286)"
11-01-2023 20:56:48.889542,"(4.4, 5.4, 4.699999999999999)","(5.0, 7.2, 6.171428571428572)","(3.4, 6.6, 5.6)","(3.0, 3.7, 3.5250000000000004)","(8.5, 14.5, 12.318181818181818)","(10.0, 16.0, 13.0)","(19.0, 44.0, 32.85714285714286)"
11-01-2023 20:56:49.942607,"(4.4, 5.4, 4.699999999999999)","(5.0, 7.2, 6.171428571428572)","(3.4, 6.6, 5.6)","(3.0, 3.7, 3.5250000000000004)","(8.5, 14.5, 12.318181818181818)","(10.0, 16.0, 13.0)","(19.0, 44.0, 32.85714285714286)"
11-01-2023 20:56:50.938155,"(4.4, 5.4, 4.699999999999999)","(5.0, 7.2, 6.171428571428572)","(3.4, 6.6, 5.6)","(3.0, 3.7, 3.5250000000000004)","(8.5, 14.5, 12.318181818181818)","(10.0, 16.0, 14.8)","(19.0, 44.0, 32.85714285714286)"
11-01-2023 20:56:51.965821,"(4.4, 5.4, 4.699999999999999)","(5.0, 7.2, 6.171428571428572)","(3.4, 6.6, 5.6)","(3.0, 3.7, 3.5250000000000004)","(8.5, 14.5, 12.318181818181818)","(10.0, 16.0, 14.8)","(19.0, 44.0, 32.85714285714286)"
11-01-2023 20:56:52.906608,"(4.4, 5.4, 4.699999999999999)","(5.0, 7.2, 6.171428571428572)","(3.4, 6.6, 5.6)","(3.0, 3.7, 3.5250000000000004)","(8.5, 14.5, 12.318181818181818)","(10.0, 16.0, 14.8)","(19.0, 44.0, 32.85714285714286)"
11-01-2023 20:56:53.888810,"(4.4, 5.4, 4.699999999999999)","(5.0, 7.2, 6.171428571428572)","(3.4, 6.6, 6.483333333333333)","(3.0, 3.7, 3.5250000000000004)","(8.5, 14.5, 12.318181818181818)","(10.0, 16.0, 14.8)","(19.0, 44.0, 32.85714285714286)"
11-01-2023 20:56:54.825339,"(4.4, 5.4, 4.699999999999999)","(5.0, 7.2, 6.171428571428572)","(3.4, 6.6, 6.483333333333333)","(3.0, 3.7, 3.5250000000000004)","(8.5, 14.5, 12.318181818181818)","(10.0, 16.0, 14.8)","(19.0, 44.0, 32.85714285714286)"
11-01-2023 20:56:55.748117,"(4.4, 5.5, 5.4)","(5.0, 7.2, 6.171428571428572)","(3.4, 6.6, 6.483333333333333)","(3.0, 3.7, 3.5250000000000004)","(8.5, 14.0, 12.5)","(10.0, 16.0, 13.0)","(19.0, 44.0, 32.85714285714286)"
11-01-2023 20:56:56.708518,"(4.4, 5.6, 5.3999999999999995)","(5.0, 7.2, 6.171428571428572)","(3.4, 6.6, 6.483333333333333)","(3.0, 3.7, 3.5250000000000004)","(8.5, 14.0, 12.5)","(10.0, 16.0, 13.0)","(19.0, 44.0, 32.85714285714286)"
11-01-2023 20:56:57.717141,"(4.4, 5.6, 5.3999999999999995)","(5.0, 7.2, 6.171428571428572)","(3.4, 6.6, 6.483333333333333)","(3.0, 3.7, 3.5250000000000004)","(8.5, 14.0, 12.5)","(10.0, 16.0, 15.0)","(19.0, 44.0, 32.85714285714286)"
11-01-2023 20:56:58.747829,"(4.4, 5.6, 5.3999999999999995)","(5.0, 7.2, 6.171428571428572)","(3.4, 6.6, 6.483333333333333)","(3.0, 3.7, 3.5250000000000004)","(8.5, 14.0, 12.5)","(10.0, 16.0, 15.0)","(19.0, 44.0, 32.85714285714286)"
11-01-2023 20:56:59.722968,"(4.4, 5.6, 5.3999999999999995)","(5.0, 7.2, 5.760000000000001)","(3.4, 6.6, 6.483333333333333)","(3.0, 3.7, 3.5250000000000004)","(8.5, 14.0, 12.5)","(10.0, 16.0, 13.0)","(19.0, 44.0, 35.6)"
11-01-2023 20:57:00.798381,"(4.4, 5.6, 5.3999999999999995)","(5.0, 6.8, 6.15)","(3.4, 6.6, 6.125)","(3.0, 3.7, 3.5250000000000004)","(8.5, 14.0, 12.5)","(10.0, 16.0, 13.0)","(19.0, 40.0, 34.75)"
11-01-2023 20:57:01.791774,"(4.4, 5.6, 5.3999999999999995)","(5.0, 7.2, 6.633333333333334)","(3.4, 6.6, 6.449999999999999)","(3.0, 3.7, 3.5250000000000004)","(8.5, 14.0, 12.5)","(10.0, 16.0, 13.0)","(19.0, 40.0, 34.75)"
11-01-2023 20:57:02.791560,"(4.4, 5.6, 5.3999999999999995)","(5.0, 7.0, 6.25)","(3.4, 6.6, 6.449999999999999)","(3.0, 3.7, 3.5250000000000004)","(8.5, 14.0, 12.5)","(10.0, 16.0, 13.0)","(19.0, 40.0, 34.75)"
11-01-2023 20:57:03.779279,"(4.4, 5.6, 5.3999999999999995)","(5.0, 7.0, 6.25)","(3.4, 6.6, 6.449999999999999)","(3.0, 3.7, 3.5250000000000004)","(8.5, 14.0, 12.5)","(10.0, 16.0, 13.0)","(19.0, 40.0, 34.75)"
11-01-2023 20:57:04.750311,"(4.4, 5.6, 5.3999999999999995)","(5.0, 6.8, 6.02)","(3.4, 6.6, 6.449999999999999)","(3.0, 3.7, 3.5250000000000004)","(8.5, 14.0, 12.5)","(10.0, 16.0, 13.0)","(19.0, 40.0, 34.75)"
11-01-2023 20:57:05.670836,"(4.4, 5.6, 5.3999999999999995)","(5.0, 6.8, 6.02)","(3.4, 6.6, 6.449999999999999)","(3.0, 3.7, 3.5250000000000004)","(8.5, 14.0, 12.5)","(10.0, 16.0, 11.0)","(19.0, 40.0, 34.75)"
11-01-2023 20:57:06.656578,"(4.4, 5.6, 5.3999999999999995)","(5.0, 6.8, 6.02)","(3.4, 6.6, 6.449999999999999)","(3.0, 3.7, 3.5250000000000004)","(8.5, 14.0, 11.625)","(10.0, 14.0, 10.666666666666666)","(19.0, 40.0, 29.058823529411764)"
11-01-2023 20:57:07.667378,"(4.4, 5.6, 5.3999999999999995)","(5.0, 6.8, 6.02)","(3.4, 6.6, 6.483333333333333)","(3.0, 3.7, 3.5250000000000004)","(8.5, 13.5, 11.520833333333334)","(10.0, 14.0, 10.5)","(19.0, 38.0, 29.928571428571427)"
11-01-2023 20:57:08.601205,"(4.4, 5.6, 5.3999999999999995)","(5.0, 6.8, 6.02)","(3.4, 6.6, 6.483333333333333)","(3.0, 3.7, 3.5250000000000004)","(8.5, 13.5, 11.520833333333334)","(10.0, 14.0, 10.5)","(19.0, 36.0, 29.928571428571427)"
11-01-2023 20:57:09.634235,"(4.4, 5.6, 5.3999999999999995)","(5.0, 6.8, 6.02)","(3.4, 6.6, 6.483333333333333)","(3.0, 3.7, 3.5250000000000004)","(8.5, 13.5, 9.605)","(10.0, 14.0, 10.5)","(19.0, 36.0, 29.928571428571427)"
11-01-2023 20:57:10.571136,"(4.4, 5.6, 5.3999999999999995)","(5.0, 6.8, 6.02)","(3.4, 6.6, 6.483333333333333)","(3.0, 3.7, 3.5250000000000004)","(8.5, 13.5, 9.605)","(10.0, 14.0, 10.5)","(19.0, 36.0, 25.652173913043477)"
11-01-2023 20:57:11.565185,"(4.4, 5.6, 5.3999999999999995)","(5.0, 6.8, 6.02)","(3.4, 6.6, 6.483333333333333)","(3.0, 3.7, 3.5250000000000004)","(8.5, 13.0, 11.65)","(10.0, 14.0, 10.307692307692308)","(19.0, 36.0, 25.652173913043477)"
11-01-2023 20:57:12.543849,"(4.4, 5.6, 5.3999999999999995)","(5.0, 6.8, 6.02)","(3.4, 6.6, 6.483333333333333)","(3.0, 3.7, 3.5250000000000004)","(8.5, 13.0, 11.65)","(10.0, 14.0, 10.307692307692308)","(19.0, 36.0, 25.652173913043477)"
11-01-2023 20:57:13.538733,"(4.4, 5.6, 5.3999999999999995)","(5.0, 6.8, 6.02)","(3.4, 6.6, 6.483333333333333)","(3.0, 3.7, 3.5250000000000004)","(8.5, 13.0, 10.959999999999999)","(10.0, 14.0, 10.307692307692308)","(19.0, 36.0, 28.75)"
11-01-2023 20:57:14.541163,"(4.4, 5.6, 5.3999999999999995)","(5.0, 6.8, 6.02)","(3.4, 6.6, 6.199999999999999)","(3.0, 3.7, 3.5250000000000004)","(8.5, 13.0, 10.959999999999999)","(10.0, 14.0, 10.307692307692308)","(19.0, 32.0, 27.357142857142858)"
11-01-2023 20:57:15.600794,"(4.4, 5.6, 5.3999999999999995)","(5.0, 6.8, 6.02)","(3.4, 6.6, 6.5)","(3.0, 3.7, 3.5250000000000004)","(8.5, 13.0, 9.923809523809524)","(10.0, 14.0, 10.307692307692308)","(19.0, 32.0, 27.357142857142858)"
11-01-2023 20:57:16.599623,"(4.4, 5.6, 5.266666666666667)","(5.0, 6.8, 5.8999999999999995)","(3.4, 6.6, 6.5)","(3.0, 3.7, 3.5250000000000004)","(8.5, 13.0, 10.95)","(10.0, 14.0, 10.307692307692308)","(19.0, 32.0, 27.357142857142858)"
11-01-2023 20:57:17.624120,"(4.4, 5.6, 5.428571428571428)","(5.0, 6.8, 5.8999999999999995)","(3.4, 6.6, 6.5)","(3.0, 3.7, 3.5250000000000004)","(8.5, 12.5, 10.95)","(10.0, 14.0, 10.307692307692308)","(19.0, 32.0, 27.357142857142858)"
11-01-2023 20:57:18.617631,"(4.4, 5.6, 5.428571428571428)","(5.0, 6.8, 5.8999999999999995)","(3.4, 6.6, 6.5249999999999995)","(3.0, 3.7, 3.5250000000000004)","(8.5, 12.5, 10.95)","(10.0, 14.0, 10.307692307692308)","(19.0, 32.0, 27.357142857142858)"
11-01-2023 20:57:19.552057,"(4.4, 5.6, 5.428571428571428)","(5.0, 6.8, 5.96)","(3.4, 6.6, 6.5249999999999995)","(3.0, 3.7, 3.5250000000000004)","(8.5, 12.5, 10.95)","(10.0, 14.0, 10.307692307692308)","(19.0, 32.0, 26.07142857142857)"
11-01-2023 20:57:20.459629,"(4.4, 5.6, 5.428571428571428)","(5.0, 6.8, 5.96)","(3.4, 6.6, 6.553846153846154)","(3.0, 3.7, 3.5250000000000004)","(8.5, 12.5, 10.95)","(10.0, 14.0, 10.307692307692308)","(19.0, 30.0, 26.5)"
11-01-2023 20:57:21.410068,"(4.4, 5.6, 5.428571428571428)","(5.0, 6.8, 5.96)","(3.4, 6.6, 6.5249999999999995)","(3.0, 3.7, 3.5250000000000004)","(8.5, 12.5, 10.95)","(10.0, 14.0, 10.307692307692308)","(19.0, 29.0, 26.5)"
11-01-2023 20:57:22.387224,"(4.4, 5.6, 5.428571428571428)","(5.0, 6.8, 5.96)","(3.4, 7.4, 7.2250000000000005)","(3.0, 3.7, 3.5250000000000004)","(8.5, 12.5, 10.95)","(10.0, 14.0, 10.307692307692308)","(19.0, 29.0, 26.5)"
11-01-2023 20:57:23.298204,"(4.4, 5.6, 5.428571428571428)","(5.0, 6.8, 5.96)","(3.4, 7.8, 7.574999999999999)","(3.0, 3.7, 3.5250000000000004)","(8.5, 12.5, 10.95)","(10.0, 14.0, 10.307692307692308)","(19.0, 29.0, 26.5)"
11-01-2023 20:57:24.198914,"(4.4, 5.6, 5.35)","(5.0, 6.8, 5.96)","(3.4, 7.8, 7.26)","(3.0, 3.7, 3.5250000000000004)","(8.5, 12.5, 10.95)","(10.0, 14.0, 10.307692307692308)","(19.0, 29.0, 26.5)"
11-01-2023 20:57:25.428630,"(4.4, 5.6, 5.482352941176471)","(5.0, 6.8, 5.96)","(3.4, 7.8, 7.076923076923077)","(3.0, 3.7, 3.5250000000000004)","(8.5, 12.5, 10.175)","(10.0, 14.0, 10.307692307692308)","(19.0, 29.0, 27.1)"
11-01-2023 20:57:26.418916,"(4.4, 5.6, 5.482352941176471)","(5.0, 6.8, 5.96)","(3.4, 8.0, 7.076923076923077)","(3.0, 3.7, 3.5250000000000004)","(8.5, 12.5, 11.1875)","(10.0, 14.0, 10.307692307692308)","(19.0, 28.0, 27.1)"
11-01-2023 20:57:27.436721,"(4.4, 5.6, 5.482352941176471)","(5.0, 6.8, 5.96)","(3.4, 7.2, 6.733333333333333)","(3.0, 3.7, 3.5250000000000004)","(8.5, 12.5, 11.1875)","(10.0, 14.0, 10.307692307692308)","(19.0, 28.0, 27.1)"
11-01-2023 20:57:28.461333,"(4.4, 5.6, 5.3826086956521735)","(5.0, 6.8, 5.96)","(3.4, 7.2, 6.733333333333333)","(3.0, 3.7, 3.5250000000000004)","(8.5, 12.5, 10.954545454545455)","(10.0, 14.0, 10.307692307692308)","(19.0, 28.0, 22.857142857142858)"
11-01-2023 20:57:29.389095,"(4.4, 5.6, 5.3826086956521735)","(5.0, 6.8, 5.96)","(3.4, 7.2, 6.733333333333333)","(3.0, 3.7, 3.5250000000000004)","(8.5, 12.5, 10.954545454545455)","(10.0, 14.0, 10.307692307692308)","(19.0, 28.0, 26.0625)"
11-01-2023 20:57:30.333036,"(4.4, 5.6, 4.85)","(5.0, 6.8, 5.96)","(3.4, 7.2, 6.733333333333333)","(3.0, 3.7, 3.5250000000000004)","(8.5, 12.5, 10.976190476190476)","(10.0, 14.0, 10.307692307692308)","(19.0, 27.0, 24.75)"
11-01-2023 20:57:31.233909,"(4.4, 5.6, 4.85)","(5.0, 6.8, 5.96)","(3.4, 7.2, 6.733333333333333)","(3.0, 3.7, 3.5250000000000004)","(8.5, 12.5, 10.976190476190476)","(10.0, 14.0, 10.307692307692308)","(19.0, 27.0, 24.75)"
11-01-2023 20:57:32.246981,"(4.4, 5.6, 5.428571428571428)","(5.0, 6.8, 5.96)","(3.4, 7.2, 6.733333333333333)","(3.0, 3.7, 3.5250000000000004)","(8.5, 12.5, 10.954545454545455)","(10.0, 14.0, 10.307692307692308)","(19.0, 27.0, 24.75)"
11-01-2023 20:57:33.311574,"(4.4, 5.6, 5.428571428571428)","(5.0, 6.8, 5.96)","(3.4, 7.2, 6.733333333333333)","(3.0, 3.7, 3.5250000000000004)","(8.5, 12.5, 10.954545454545455)","(10.0, 14.0, 10.307692307692308)","(19.0, 27.0, 22.125)"
11-01-2023 20:57:34.337872,"(4.4, 5.6, 5.428571428571428)","(5.0, 6.8, 5.96)","(3.4, 7.2, 7.083333333333333)","(3.0, 3.7, 3.5250000000000004)","(8.5, 12.5, 12.166666666666666)","(10.0, 14.0, 10.307692307692308)","(19.0, 27.0, 25.1875)"
11-01-2023 20:57:35.291872,"(4.4, 5.6, 5.449999999999999)","(5.0, 6.8, 5.8999999999999995)","(3.4, 7.2, 6.675)","(3.0, 3.7, 3.5250000000000004)","(8.5, 12.0, 11.6)","(10.0, 14.0, 10.307692307692308)","(19.0, 26.0, 25.1875)"
11-01-2023 20:57:36.255847,"(4.4, 5.6, 5.449999999999999)","(5.0, 6.8, 5.8999999999999995)","(3.4, 7.2, 6.675)","(3.0, 3.7, 3.5250000000000004)","(8.5, 12.0, 11.6)","(10.0, 14.0, 10.307692307692308)","(19.0, 26.0, 25.1875)"
11-01-2023 20:57:37.192891,"(4.4, 5.6, 5.449999999999999)","(5.0, 6.8, 5.8999999999999995)","(3.4, 7.2, 6.675)","(3.0, 3.7, 3.5250000000000004)","(8.5, 12.0, 11.6)","(10.0, 14.0, 10.307692307692308)","(19.0, 26.0, 25.1875)"
11-01-2023 20:57:38.142610,"(4.4, 5.6, 5.449999999999999)","(5.0, 6.8, 5.8999999999999995)","(3.4, 7.2, 6.675)","(3.0, 3.7, 3.5250000000000004)","(8.5, 12.0, 11.6)","(10.0, 14.0, 10.571428571428571)","(19.0, 26.0, 21.775)"
11-01-2023 20:57:39.106421,"(4.4, 5.6, 5.457142857142856)","(5.0, 6.8, 5.8999999999999995)","(3.4, 7.2, 6.675)","(3.0, 3.7, 3.5250000000000004)","(8.5, 12.0, 10.23157894736842)","(10.0, 14.0, 10.571428571428571)","(19.0, 26.0, 24.3125)"
11-01-2023 20:57:40.077932,"(4.4, 5.6, 5.475)","(5.0, 6.8, 5.8999999999999995)","(3.4, 8.0, 7.836363636363636)","(3.0, 3.7, 3.5250000000000004)","(8.5, 12.0, 11.6)","(10.0, 14.0, 10.571428571428571)","(19.0, 25.0, 24.3125)"
11-01-2023 20:57:41.021362,"(4.4, 5.6, 5.475)","(5.0, 6.8, 5.8999999999999995)","(3.4, 8.0, 7.836363636363636)","(3.0, 3.7, 3.5250000000000004)","(8.5, 11.5, 10.55)","(10.0, 14.0, 10.571428571428571)","(19.0, 25.0, 24.3125)"
11-01-2023 20:57:41.983705,"(4.4, 5.6, 5.475)","(5.0, 6.8, 5.96)","(3.4, 8.0, 7.836363636363636)","(3.0, 3.7, 3.5250000000000004)","(8.5, 11.5, 11.216666666666667)","(10.0, 14.0, 10.571428571428571)","(19.0, 25.0, 24.3125)"
11-01-2023 20:57:42.949288,"(4.4, 5.6, 5.475)","(5.0, 6.8, 5.96)","(3.4, 8.0, 7.466666666666667)","(3.0, 3.7, 3.5250000000000004)","(8.5, 11.5, 11.216666666666667)","(10.0, 14.0, 10.571428571428571)","(19.0, 25.0, 21.526315789473685)"
11-01-2023 20:57:43.835632,"(4.4, 5.6, 5.475)","(5.0, 6.8, 6.242857142857143)","(3.4, 8.2, 6.7272727272727275)","(3.0, 3.7, 3.5250000000000004)","(8.5, 11.5, 11.216666666666667)","(10.0, 14.0, 10.571428571428571)","(19.0, 25.0, 21.526315789473685)"
11-01-2023 20:57:44.729405,"(4.4, 5.6, 5.475)","(5.0, 6.8, 6.242857142857143)","(3.4, 8.2, 7.171428571428571)","(3.0, 3.7, 3.5250000000000004)","(8.5, 11.5, 11.216666666666667)","(10.0, 14.0, 10.571428571428571)","(19.0, 25.0, 21.526315789473685)"
11-01-2023 20:57:45.954422,"(4.4, 5.6, 5.475)","(5.0, 6.8, 6.242857142857143)","(3.4, 8.2, 7.171428571428571)","(3.0, 3.7, 3.5250000000000004)","(8.5, 11.5, 11.216666666666667)","(10.0, 14.0, 10.571428571428571)","(19.0, 25.0, 21.526315789473685)"
11-01-2023 20:57:47.042758,"(4.4, 5.6, 5.475)","(5.0, 6.8, 6.242857142857143)","(3.4, 8.2, 7.171428571428571)","(3.0, 3.7, 3.5250000000000004)","(8.5, 11.5, 11.216666666666667)","(10.0, 14.0, 10.571428571428571)","(19.0, 25.0, 21.526315789473685)"
11-01-2023 20:57:48.087198,"(4.4, 5.6, 5.475)","(5.0, 6.8, 6.242857142857143)","(3.4, 8.2, 7.171428571428571)","(3.0, 3.7, 3.5250000000000004)","(8.5, 11.5, 11.216666666666667)","(10.0, 14.0, 10.571428571428571)","(19.0, 25.0, 21.526315789473685)"
11-01-2023 20:57:49.091010,"(4.4, 5.6, 5.475)","(5.0, 6.8, 6.242857142857143)","(3.4, 8.2, 7.171428571428571)","(3.0, 3.7, 3.5250000000000004)","(8.5, 11.5, 11.216666666666667)","(10.0, 14.0, 10.571428571428571)","(19.0, 25.0, 21.333333333333332)"
11-01-2023 20:57:50.240757,"(4.4, 5.6, 5.475)","(5.0, 6.8, 6.242857142857143)","(3.4, 8.2, 7.171428571428571)","(3.0, 3.7, 3.4833333333333334)","(8.5, 11.5, 11.216666666666667)","(10.0, 14.0, 10.571428571428571)","(19.0, 25.0, 21.7)"
11-01-2023 20:57:51.198156,"(4.4, 5.6, 5.475)","(5.0, 6.8, 6.242857142857143)","(3.4, 8.2, 7.171428571428571)","(3.0, 3.7, 3.4833333333333334)","(8.5, 11.5, 11.216666666666667)","(10.0, 14.0, 10.571428571428571)","(19.0, 25.0, 21.3)"
11-01-2023 20:57:52.192472,"(4.4, 5.6, 5.475)","(5.0, 6.8, 6.242857142857143)","(3.4, 8.2, 7.171428571428571)","(3.0, 3.7, 3.4833333333333334)","(8.5, 11.5, 11.216666666666667)","(10.0, 14.0, 11.75)","(19.0, 24.0, 21.3)"
11-01-2023 20:57:53.293445,"(4.4, 5.6, 5.514285714285714)","(5.0, 6.8, 6.242857142857143)","(3.4, 8.2, 7.171428571428571)","(3.0, 3.7, 3.4833333333333334)","(8.5, 11.5, 11.216666666666667)","(10.0, 13.5, 11.2)","(19.0, 24.0, 21.3)"
11-01-2023 20:57:54.379709,"(4.4, 5.6, 5.514285714285714)","(5.0, 6.8, 6.242857142857143)","(3.4, 8.2, 7.171428571428571)","(3.0, 3.7, 3.4833333333333334)","(8.5, 11.5, 10.35)","(10.0, 13.0, 10.75)","(19.0, 24.0, 21.3)"
11-01-2023 20:57:55.345073,"(4.4, 5.6, 5.514285714285714)","(5.0, 6.8, 6.242857142857143)","(3.4, 8.2, 7.171428571428571)","(3.0, 3.7, 3.4833333333333334)","(8.5, 11.5, 11.277777777777779)","(10.0, 13.0, 10.75)","(19.0, 24.0, 20.1)"
11-01-2023 20:57:56.335262,"(4.4, 5.6, 5.514285714285714)","(5.0, 6.8, 6.242857142857143)","(3.4, 8.2, 7.239999999999999)","(3.0, 3.7, 3.4833333333333334)","(8.5, 12.0, 11.277777777777779)","(10.0, 13.0, 10.75)","(19.0, 24.0, 20.1)"
11-01-2023 20:57:57.311495,"(4.4, 5.6, 5.514285714285714)","(5.0, 6.8, 6.242857142857143)","(3.4, 8.2, 7.239999999999999)","(3.0, 3.7, 3.4833333333333334)","(8.5, 12.0, 11.277777777777779)","(10.0, 13.0, 10.75)","(19.0, 24.0, 20.1)"
11-01-2023 20:57:58.398661,"(4.4, 5.6, 5.514285714285714)","(5.0, 6.8, 6.242857142857143)","(3.4, 8.2, 7.472727272727273)","(3.0, 3.7, 3.4833333333333334)","(8.5, 12.0, 11.277777777777779)","(10.0, 13.0, 10.75)","(19.0, 24.0, 20.1)"
11-01-2023 20:57:59.385174,"(4.4, 5.6, 5.514285714285714)","(5.0, 6.8, 6.242857142857143)","(3.4, 8.2, 7.699999999999999)","(3.0, 3.7, 3.4833333333333334)","(8.5, 12.0, 11.277777777777779)","(10.0, 13.0, 10.75)","(19.0, 24.0, 20.1)"
11-01-2023 20:58:00.481502,"(4.4, 5.9, 5.533333333333333)","(5.0, 6.8, 6.472727272727273)","(3.4, 10.5, 8.46923076923077)","(3.0, 3.7, 3.4833333333333334)","(8.5, 12.0, 11.277777777777779)","(10.0, 13.0, 10.75)","(19.0, 24.0, 20.1)"
11-01-2023 20:58:01.532913,"(4.4, 6.2, 5.85)","(5.0, 6.8, 6.472727272727273)","(3.4, 10.0, 9.16)","(3.0, 3.7, 3.4833333333333334)","(8.5, 12.0, 9.399999999999999)","(10.0, 13.0, 10.75)","(19.0, 24.0, 20.1)"
11-01-2023 20:58:02.613291,"(4.4, 6.0, 5.323076923076924)","(5.0, 6.8, 6.472727272727273)","(3.4, 9.6, 8.210526315789474)","(3.0, 3.7, 3.4833333333333334)","(8.5, 12.0, 9.399999999999999)","(10.0, 13.0, 10.75)","(19.0, 24.0, 20.1)"
11-01-2023 20:58:03.604551,"(4.4, 5.9, 5.65)","(5.0, 6.8, 6.328571428571428)","(3.4, 9.6, 7.583333333333334)","(3.0, 3.7, 3.4833333333333334)","(8.5, 11.5, 9.475000000000001)","(10.0, 13.0, 10.75)","(19.0, 24.0, 20.1)"
11-01-2023 20:58:04.542960,"(4.4, 5.9, 5.45)","(5.0, 7.0, 6.35)","(3.4, 9.6, 7.583333333333334)","(3.0, 3.7, 3.4833333333333334)","(8.5, 11.5, 9.083333333333332)","(10.0, 13.0, 10.75)","(19.0, 24.0, 20.1)"
11-01-2023 20:58:05.587913,"(4.4, 5.9, 5.675000000000001)","(5.0, 6.8, 6.555555555555555)","(3.4, 9.6, 7.583333333333334)","(3.0, 3.7, 3.4833333333333334)","(8.5, 10.5, 9.2)","(10.0, 13.0, 10.75)","(19.0, 24.0, 20.1)"
11-01-2023 20:58:06.609439,"(4.4, 5.9, 5.675000000000001)","(5.0, 6.6, 6.33)","(3.4, 9.6, 7.583333333333334)","(3.0, 3.7, 3.4833333333333334)","(8.5, 11.0, 9.2)","(10.0, 13.0, 10.75)","(19.0, 24.0, 20.1)"
11-01-2023 20:58:07.605741,"(4.4, 5.9, 5.675000000000001)","(5.0, 6.8, 6.152941176470589)","(3.4, 9.2, 7.85)","(3.0, 3.7, 3.4833333333333334)","(8.5, 11.0, 10.25)","(10.0, 13.0, 10.75)","(19.0, 24.0, 20.1)"
11-01-2023 20:58:08.585561,"(4.4, 5.9, 5.675000000000001)","(5.0, 6.6, 6.33)","(3.4, 9.2, 7.85)","(3.0, 3.7, 3.4833333333333334)","(8.5, 11.0, 10.454545454545455)","(10.0, 13.0, 12.142857142857142)","(19.0, 24.0, 20.1)"
11-01-2023 20:58:09.612671,"(4.4, 5.9, 5.6923076923076925)","(5.0, 6.6, 6.0)","(3.4, 9.2, 7.85)","(3.0, 3.7, 3.4833333333333334)","(8.5, 11.0, 10.454545454545455)","(10.0, 13.0, 11.944444444444445)","(19.0, 24.0, 20.1)"
11-01-2023 20:58:10.591458,"(4.4, 5.9, 5.815625000000001)","(5.0, 7.0, 6.4)","(3.4, 9.2, 7.85)","(3.0, 3.7, 3.4833333333333334)","(8.5, 11.0, 10.454545454545455)","(10.0, 13.5, 11.944444444444445)","(19.0, 24.0, 20.1)"
