,Bywonner,Rebel Cadeau,Spirit Above,Wonga Flyer,Apricus,Looking Suave,Graffias,Go Now
04-01-2023 13:32:17.501971,"(41.0, 70.0, 68.75)","(19.0, 22.0, 20.46153846153846)","(2.6, 3.05, 2.9877118644067795)","(3.4, 4.0, 3.8781250000000003)","(5.0, 7.8, 7.3534883720930235)","(51.0, 120.0, 106.875)","(20.0, 34.0, 30.166666666666668)","(4.6, 5.7, 5.566666666666666)"
04-01-2023 13:32:18.810062,"(41.0, 70.0, 68.75)","(19.0, 21.0, 20.25)","(2.6, 3.05, 2.9877118644067795)","(3.4, 4.0, 3.8725)","(5.0, 7.8, 7.3534883720930235)","(51.0, 120.0, 102.0)","(20.0, 34.0, 30.166666666666668)","(4.6, 5.7, 5.566666666666666)"
04-01-2023 13:32:20.106203,"(41.0, 70.0, 68.75)","(19.0, 21.0, 20.25)","(2.6, 3.05, 2.9877118644067795)","(3.4, 4.0, 3.8725)","(5.0, 7.8, 7.3534883720930235)","(51.0, 120.0, 102.0)","(20.0, 34.0, 30.166666666666668)","(4.6, 5.7, 5.566666666666666)"
04-01-2023 13:32:21.334443,"(41.0, 70.0, 68.75)","(19.0, 21.0, 20.25)","(2.6, 3.05, 2.9877118644067795)","(3.4, 4.0, 3.8725)","(5.0, 7.8, 7.416)","(51.0, 120.0, 110.0)","(20.0, 34.0, 30.166666666666668)","(4.6, 5.7, 5.566666666666666)"
04-01-2023 13:32:22.679635,"(41.0, 70.0, 68.75)","(19.0, 21.0, 20.05)","(2.6, 3.05, 2.9877118644067795)","(3.4, 4.0, 3.8725)","(5.0, 7.8, 7.416)","(51.0, 120.0, 110.0)","(20.0, 34.0, 30.166666666666668)","(4.6, 5.7, 5.566666666666666)"
04-01-2023 13:32:23.950683,"(41.0, 70.0, 68.75)","(19.0, 22.0, 20.05)","(2.6, 3.05, 2.9457142857142857)","(3.4, 4.0, 3.8725)","(5.0, 7.8, 7.416)","(51.0, 120.0, 110.0)","(20.0, 34.0, 30.166666666666668)","(4.6, 5.7, 5.566666666666666)"
04-01-2023 13:32:25.182747,"(41.0, 70.0, 68.75)","(19.0, 22.0, 20.05)","(2.6, 2.98, 2.9224)","(3.4, 4.0, 3.8725)","(5.0, 7.8, 7.416)","(51.0, 120.0, 110.0)","(20.0, 34.0, 30.166666666666668)","(4.6, 5.7, 5.566666666666666)"
04-01-2023 13:32:26.273708,"(41.0, 70.0, 68.75)","(19.0, 22.0, 20.05)","(2.6, 2.98, 2.9215384615384616)","(3.4, 4.0, 3.8725)","(5.0, 7.8, 7.434782608695652)","(51.0, 120.0, 105.0)","(20.0, 34.0, 30.166666666666668)","(4.6, 5.7, 5.566666666666666)"
04-01-2023 13:32:27.327657,"(41.0, 70.0, 68.75)","(19.0, 21.0, 20.555555555555557)","(2.6, 2.98, 2.9215384615384616)","(3.4, 4.0, 3.8725)","(5.0, 7.8, 7.434782608695652)","(51.0, 120.0, 105.0)","(20.0, 34.0, 30.166666666666668)","(4.6, 5.7, 5.566666666666666)"
04-01-2023 13:32:28.450062,"(41.0, 70.0, 68.75)","(19.0, 21.0, 20.555555555555557)","(2.6, 2.98, 2.980909090909091)","(3.4, 4.0, 3.8725)","(5.0, 7.8, 7.434782608695652)","(51.0, 120.0, 108.0)","(20.0, 34.0, 30.166666666666668)","(4.6, 5.7, 5.566666666666666)"
04-01-2023 13:32:29.570323,"(41.0, 70.0, 68.75)","(19.0, 21.0, 20.555555555555557)","(2.6, 3.0, 2.980909090909091)","(3.4, 4.0, 3.8725)","(5.0, 7.8, 7.434782608695652)","(51.0, 120.0, 117.14285714285714)","(20.0, 34.0, 30.166666666666668)","(4.6, 5.7, 5.566666666666666)"
04-01-2023 13:32:30.690446,"(41.0, 70.0, 68.75)","(19.0, 22.0, 20.3125)","(2.6, 3.0, 2.9904109589041097)","(3.4, 4.0, 3.8725)","(5.0, 7.8, 7.434782608695652)","(51.0, 120.0, 142.85714285714286)","(20.0, 34.0, 30.166666666666668)","(4.6, 5.7, 5.566666666666666)"
04-01-2023 13:32:31.745565,"(41.0, 70.0, 68.75)","(18.0, 22.0, 20.7)","(2.6, 3.0, 2.991025641025641)","(3.4, 4.0, 3.8725)","(5.0, 7.8, 7.434782608695652)","(51.0, 150.0, 130.0)","(20.0, 34.0, 30.166666666666668)","(4.6, 5.7, 5.566666666666666)"
04-01-2023 13:32:32.980991,"(41.0, 70.0, 68.75)","(18.0, 22.0, 20.7)","(2.6, 3.0, 2.9776)","(3.4, 4.0, 3.8725)","(5.0, 7.8, 7.434782608695652)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.166666666666668)","(4.6, 5.7, 5.566666666666666)"
04-01-2023 13:32:34.090988,"(41.0, 70.0, 68.75)","(18.0, 22.0, 20.194444444444443)","(2.6, 3.0, 2.9776)","(3.4, 4.0, 3.8781250000000003)","(5.0, 7.8, 7.434782608695652)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.166666666666668)","(4.6, 5.7, 5.566666666666666)"
04-01-2023 13:32:35.254914,"(41.0, 70.0, 68.75)","(18.0, 21.0, 20.333333333333332)","(2.6, 3.0, 2.9776)","(3.4, 4.0, 3.8704545454545456)","(5.0, 7.8, 7.457142857142857)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 5.7, 5.573972602739726)"
04-01-2023 13:32:36.521981,"(41.0, 70.0, 68.75)","(18.0, 21.0, 19.6)","(2.6, 3.0, 2.967179487179487)","(3.4, 4.0, 3.876086956521739)","(5.0, 7.8, 7.457142857142857)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 5.7, 5.692857142857143)"
04-01-2023 13:32:37.773506,"(41.0, 70.0, 68.75)","(18.0, 21.0, 19.6)","(2.6, 3.0, 2.967179487179487)","(3.4, 4.0, 3.876086956521739)","(5.0, 7.8, 7.457142857142857)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 5.7, 5.692857142857143)"
04-01-2023 13:32:38.978239,"(41.0, 70.0, 68.75)","(18.0, 21.0, 19.75)","(2.6, 3.0, 2.967179487179487)","(3.4, 4.0, 3.876086956521739)","(5.0, 7.8, 7.375)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 5.7, 5.871428571428572)"
04-01-2023 13:32:40.381769,"(41.0, 70.0, 68.75)","(18.0, 21.0, 18.576923076923077)","(2.6, 3.0, 2.967179487179487)","(3.4, 4.0, 3.876086956521739)","(5.0, 7.4, 7.457142857142857)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.0, 5.871428571428572)"
04-01-2023 13:32:41.861664,"(41.0, 70.0, 68.75)","(18.0, 21.0, 19.583333333333332)","(2.6, 3.0, 2.967179487179487)","(3.4, 4.0, 3.876086956521739)","(5.0, 7.8, 7.457142857142857)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.0, 5.871428571428572)"
04-01-2023 13:32:43.048030,"(41.0, 70.0, 68.75)","(18.0, 20.0, 19.583333333333332)","(2.6, 3.0, 2.967179487179487)","(3.4, 4.0, 3.876086956521739)","(5.0, 7.8, 7.457142857142857)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.0, 5.871428571428572)"
04-01-2023 13:32:44.167967,"(41.0, 70.0, 68.75)","(18.0, 20.0, 19.583333333333332)","(2.6, 3.0, 2.967179487179487)","(3.4, 4.0, 3.876086956521739)","(5.0, 7.8, 7.457142857142857)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.0, 5.871428571428572)"
04-01-2023 13:32:45.291622,"(41.0, 70.0, 68.75)","(18.0, 20.0, 19.583333333333332)","(2.7, 3.0, 2.967179487179487)","(3.3, 4.0, 3.876086956521739)","(5.0, 7.8, 7.457142857142857)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.0, 5.871428571428572)"
04-01-2023 13:32:46.339300,"(41.0, 70.0, 68.75)","(18.0, 19.5, 19.166666666666668)","(2.7, 3.0, 2.967179487179487)","(3.3, 4.0, 3.876086956521739)","(5.0, 7.8, 7.457142857142857)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.0, 5.871428571428572)"
04-01-2023 13:32:47.490061,"(41.0, 70.0, 68.75)","(18.0, 19.5, 19.166666666666668)","(2.7, 3.0, 2.967179487179487)","(3.3, 4.0, 3.876086956521739)","(5.0, 7.8, 7.457142857142857)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.0, 5.871428571428572)"
04-01-2023 13:32:48.711709,"(41.0, 70.0, 68.75)","(18.0, 19.5, 19.166666666666668)","(2.7, 3.0, 2.967179487179487)","(3.3, 4.0, 3.876086956521739)","(5.0, 7.8, 7.457142857142857)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.0, 5.871428571428572)"
04-01-2023 13:32:49.820976,"(41.0, 70.0, 68.75)","(18.0, 19.5, 19.166666666666668)","(2.7, 3.0, 2.967179487179487)","(3.3, 4.0, 3.876086956521739)","(5.0, 7.8, 7.457142857142857)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.0, 5.871428571428572)"
04-01-2023 13:32:50.904294,"(41.0, 70.0, 68.75)","(18.0, 19.0, 18.75)","(2.7, 3.0, 2.967179487179487)","(3.3, 4.0, 3.876086956521739)","(5.0, 7.8, 7.457142857142857)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.0, 5.871428571428572)"
04-01-2023 13:32:51.995837,"(31.0, 70.0, 68.0)","(18.0, 19.0, 18.571428571428573)","(2.7, 3.0, 2.967179487179487)","(3.3, 4.0, 3.876086956521739)","(5.0, 7.8, 7.457142857142857)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.0, 5.836363636363637)"
04-01-2023 13:32:53.151707,"(31.0, 70.0, 68.0)","(18.0, 19.0, 18.571428571428573)","(2.7, 3.0, 2.967179487179487)","(3.3, 4.0, 3.876086956521739)","(5.0, 7.8, 7.457142857142857)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.2, 5.836363636363637)"
04-01-2023 13:32:54.296499,"(31.0, 70.0, 68.0)","(18.0, 19.0, 18.4375)","(2.7, 3.0, 2.984)","(3.3, 4.0, 3.876086956521739)","(5.0, 7.8, 7.457142857142857)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.2, 5.836363636363637)"
04-01-2023 13:32:55.406034,"(41.0, 70.0, 68.0)","(18.0, 19.0, 18.1)","(2.6, 3.0, 2.984)","(3.3, 4.0, 3.876086956521739)","(5.0, 7.8, 7.457142857142857)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.2, 5.836363636363637)"
04-01-2023 13:32:56.498700,"(41.0, 70.0, 68.0)","(18.0, 19.0, 18.1)","(2.6, 3.0, 2.984)","(3.3, 4.0, 3.886)","(5.0, 7.8, 7.409302325581395)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.2, 5.924137931034483)"
04-01-2023 13:32:57.658947,"(41.0, 70.0, 68.0)","(18.0, 19.0, 18.25)","(2.6, 3.0, 2.984)","(3.3, 4.0, 3.886)","(5.0, 7.8, 7.409302325581395)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.2, 6.054545454545455)"
04-01-2023 13:32:58.829755,"(41.0, 70.0, 68.0)","(18.0, 18.5, 18.071428571428573)","(2.7, 3.0, 2.984)","(3.3, 4.0, 3.819047619047619)","(5.0, 7.8, 7.409302325581395)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.2, 6.054545454545455)"
04-01-2023 13:32:59.980169,"(41.0, 70.0, 68.0)","(18.0, 18.5, 18.071428571428573)","(2.7, 3.0, 2.984)","(3.3, 4.0, 3.816)","(5.0, 7.8, 7.409302325581395)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.2, 6.054545454545455)"
04-01-2023 13:33:01.154203,"(41.0, 70.0, 68.0)","(18.0, 18.5, 18.071428571428573)","(2.7, 3.0, 2.984)","(3.3, 4.0, 3.816)","(5.0, 7.8, 7.409302325581395)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.2, 5.978571428571429)"
04-01-2023 13:33:02.231310,"(41.0, 70.0, 68.0)","(18.0, 19.5, 19.083333333333332)","(2.7, 3.0, 2.984)","(3.3, 4.0, 3.8413793103448275)","(5.0, 7.8, 7.409302325581395)","(51.0, 140.0, 130.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.0, 5.978571428571429)"
04-01-2023 13:33:03.316054,"(41.0, 70.0, 67.5)","(18.0, 19.5, 19.083333333333332)","(2.7, 3.0, 2.984)","(3.3, 4.0, 3.8413793103448275)","(5.0, 7.8, 7.697247706422019)","(51.0, 140.0, 131.42857142857142)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.0, 5.978571428571429)"
04-01-2023 13:33:04.536461,"(41.0, 70.0, 69.5)","(18.0, 19.0, 17.476190476190474)","(2.7, 2.98, 2.9470967741935485)","(3.3, 4.0, 3.8413793103448275)","(5.0, 7.8, 7.697247706422019)","(51.0, 140.0, 134.54545454545453)","(20.0, 34.0, 29.74074074074074)","(4.6, 6.0, 5.978571428571429)"
04-01-2023 13:33:05.676026,"(41.0, 70.0, 69.5)","(18.0, 19.0, 17.666666666666668)","(2.7, 2.98, 2.951764705882353)","(3.3, 4.0, 3.8296296296296295)","(5.0, 7.8, 7.613333333333333)","(51.0, 140.0, 133.33333333333334)","(20.0, 34.0, 29.74074074074074)","(4.6, 6.0, 5.978571428571429)"
04-01-2023 13:33:06.798052,"(41.0, 70.0, 69.0)","(18.0, 19.0, 18.714285714285715)","(2.7, 2.98, 2.951764705882353)","(3.3, 4.0, 3.8296296296296295)","(5.0, 7.8, 7.613333333333333)","(51.0, 140.0, 133.33333333333334)","(20.0, 34.0, 29.74074074074074)","(4.6, 6.0, 5.978571428571429)"
04-01-2023 13:33:07.864049,"(41.0, 70.0, 69.0)","(18.0, 19.0, 18.8)","(2.7, 2.98, 2.950029498525074)","(3.3, 4.0, 3.8249999999999997)","(5.0, 7.8, 7.613333333333333)","(51.0, 180.0, 135.71428571428572)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.0, 5.933333333333334)"
04-01-2023 13:33:08.867369,"(41.0, 70.0, 69.0)","(18.0, 19.0, 18.8)","(2.7, 2.98, 2.950029498525074)","(3.3, 4.0, 3.8249999999999997)","(5.0, 7.8, 7.613333333333333)","(51.0, 170.0, 146.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.0, 5.933333333333334)"
04-01-2023 13:33:09.888678,"(41.0, 70.0, 69.0)","(18.0, 20.0, 19.454545454545453)","(2.7, 2.98, 2.950029498525074)","(3.3, 4.0, 3.8249999999999997)","(5.0, 7.8, 7.613333333333333)","(51.0, 170.0, 156.66666666666669)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.0, 5.933333333333334)"
04-01-2023 13:33:11.049606,"(41.0, 70.0, 69.0)","(18.0, 20.0, 19.6)","(2.7, 2.98, 2.9438434163701066)","(3.3, 4.0, 3.8249999999999997)","(5.0, 7.8, 7.646575342465754)","(51.0, 170.0, 156.66666666666669)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.0, 5.933333333333334)"
04-01-2023 13:33:12.230935,"(41.0, 70.0, 69.0)","(18.0, 20.0, 19.6)","(2.7, 2.98, 2.9619217081850535)","(3.3, 4.0, 3.8249999999999997)","(5.0, 7.8, 7.646575342465754)","(51.0, 170.0, 156.66666666666669)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.0, 5.933333333333334)"
04-01-2023 13:33:13.326540,"(41.0, 70.0, 69.0)","(18.0, 20.0, 19.6)","(2.7, 2.98, 2.9619217081850535)","(3.3, 4.0, 3.8249999999999997)","(5.0, 7.8, 7.663414634146341)","(51.0, 170.0, 146.0)","(20.0, 34.0, 30.29032258064516)","(4.6, 6.0, 5.957142857142857)"
04-01-2023 13:33:14.428595,"(41.0, 70.0, 68.33333333333333)","(18.0, 19.5, 19.09090909090909)","(2.7, 2.98, 2.9628378378378377)","(3.3, 4.0, 3.8296296296296295)","(5.0, 7.8, 7.663414634146341)","(51.0, 170.0, 140.0)","(20.0, 34.0, 30.166666666666668)","(4.6, 6.0, 5.957142857142857)"
04-01-2023 13:33:15.524777,"(41.0, 70.0, 68.33333333333333)","(18.0, 19.5, 19.09090909090909)","(2.7, 2.98, 2.9628378378378377)","(3.3, 4.0, 3.8296296296296295)","(5.0, 7.8, 7.6)","(51.0, 170.0, 140.0)","(20.0, 34.0, 30.166666666666668)","(4.6, 6.0, 5.957142857142857)"
04-01-2023 13:33:16.653266,"(41.0, 70.0, 68.33333333333333)","(18.0, 19.5, 19.09090909090909)","(2.7, 2.98, 2.9628378378378377)","(3.3, 4.0, 3.8296296296296295)","(5.0, 7.8, 7.6)","(51.0, 170.0, 140.0)","(20.0, 34.0, 30.166666666666668)","(4.6, 6.0, 6.023529411764706)"
04-01-2023 13:33:17.810187,"(31.0, 70.0, 67.5)","(16.0, 19.5, 18.225)","(2.7, 2.98, 2.9628378378378377)","(3.3, 4.0, 3.84)","(5.0, 7.8, 7.55)","(51.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.4, 6.022857142857143)"
04-01-2023 13:33:18.934809,"(31.0, 70.0, 67.5)","(16.0, 23.0, 22.055555555555557)","(2.7, 2.98, 2.9628378378378377)","(3.3, 3.9, 3.8210526315789473)","(5.0, 7.8, 7.515555555555555)","(51.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.4, 6.025)"
04-01-2023 13:33:20.027782,"(31.0, 70.0, 67.5)","(16.0, 22.0, 19.684210526315788)","(2.7, 2.98, 2.9628378378378377)","(3.3, 4.0, 3.8210526315789473)","(5.0, 7.8, 7.515555555555555)","(51.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.4, 6.024242424242424)"
04-01-2023 13:33:21.118494,"(31.0, 70.0, 67.5)","(16.0, 21.0, 20.4)","(2.7, 2.98, 2.9628378378378377)","(3.3, 4.0, 3.8210526315789473)","(5.0, 7.8, 7.515555555555555)","(51.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.4, 6.024242424242424)"
04-01-2023 13:33:22.219107,"(31.0, 70.0, 67.5)","(16.0, 21.0, 20.4)","(2.7, 2.98, 2.9632941176470586)","(3.3, 4.0, 3.841860465116279)","(5.0, 7.8, 7.508333333333334)","(51.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.4, 6.024242424242424)"
04-01-2023 13:33:23.295045,"(31.0, 70.0, 67.5)","(16.0, 21.0, 20.933333333333334)","(2.7, 2.98, 2.9632941176470586)","(3.3, 4.0, 3.836734693877551)","(5.0, 7.8, 7.508333333333334)","(51.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.4, 6.024242424242424)"
04-01-2023 13:33:24.404134,"(31.0, 70.0, 67.5)","(16.0, 21.0, 20.933333333333334)","(2.7, 2.98, 2.9632941176470586)","(3.3, 4.0, 3.9038461538461537)","(5.0, 7.8, 7.508333333333334)","(51.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.4, 6.023529411764706)"
04-01-2023 13:33:25.559685,"(31.0, 70.0, 67.5)","(16.0, 22.0, 21.25)","(2.7, 2.98, 2.9448275862068964)","(3.3, 3.95, 3.841860465116279)","(5.0, 7.8, 7.508333333333334)","(51.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.4, 6.024242424242424)"
04-01-2023 13:33:26.707278,"(31.0, 70.0, 67.5)","(16.0, 22.0, 21.5)","(2.7, 2.96, 2.9425)","(3.3, 4.0, 3.841860465116279)","(5.0, 7.8, 7.508333333333334)","(51.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.4, 6.024242424242424)"
04-01-2023 13:33:27.814024,"(31.0, 70.0, 67.5)","(16.0, 22.0, 21.5)","(2.7, 2.96, 2.9425)","(3.3, 4.0, 3.841860465116279)","(5.0, 7.8, 7.508333333333334)","(51.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.4, 6.024242424242424)"
04-01-2023 13:33:28.941980,"(31.0, 70.0, 67.5)","(16.0, 22.0, 21.67391304347826)","(2.7, 2.96, 2.9425)","(3.3, 4.0, 3.841860465116279)","(5.0, 7.8, 7.508333333333334)","(51.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.4, 6.024242424242424)"
04-01-2023 13:33:30.042854,"(31.0, 70.0, 67.5)","(16.0, 22.0, 21.540816326530614)","(2.7, 2.96, 2.9425)","(3.3, 4.0, 3.841860465116279)","(5.0, 7.8, 7.508333333333334)","(51.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.4, 6.024242424242424)"
04-01-2023 13:33:31.195380,"(31.0, 70.0, 67.5)","(16.0, 22.0, 21.540816326530614)","(2.7, 2.96, 2.9425)","(3.3, 4.0, 3.841860465116279)","(5.0, 7.8, 7.508333333333334)","(51.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.4, 6.024242424242424)"
04-01-2023 13:33:32.286158,"(31.0, 70.0, 67.5)","(16.0, 21.0, 20.92105263157895)","(2.7, 2.96, 2.9425)","(3.3, 4.0, 3.841860465116279)","(5.0, 7.8, 7.515555555555555)","(51.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.4, 6.024242424242424)"
04-01-2023 13:33:33.352033,"(31.0, 70.0, 67.5)","(16.0, 21.0, 20.92105263157895)","(2.7, 2.96, 2.9425)","(3.3, 4.0, 3.841860465116279)","(5.0, 7.8, 7.515555555555555)","(51.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.4, 6.024242424242424)"
04-01-2023 13:33:34.416517,"(31.0, 70.0, 67.5)","(16.0, 21.0, 20.92105263157895)","(2.7, 2.96, 2.9425)","(3.3, 4.0, 3.841860465116279)","(5.0, 7.8, 7.556521739130435)","(51.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.4, 6.024242424242424)"
04-01-2023 13:33:35.571486,"(31.0, 70.0, 67.5)","(16.0, 22.0, 21.5)","(2.7, 2.98, 2.9466666666666668)","(3.3, 4.0, 3.841860465116279)","(5.0, 7.8, 7.6482758620689655)","(51.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.4, 6.038095238095238)"
04-01-2023 13:33:36.770111,"(31.0, 70.0, 67.5)","(16.0, 22.0, 20.363636363636363)","(2.7, 2.96, 2.9466666666666668)","(3.3, 4.0, 3.841860465116279)","(5.0, 7.8, 7.7384615384615385)","(51.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.2, 6.038095238095238)"
04-01-2023 13:33:37.949371,"(31.0, 70.0, 67.0)","(16.0, 22.0, 20.666666666666668)","(2.7, 2.96, 2.9466666666666668)","(3.3, 4.0, 3.841860465116279)","(5.0, 7.8, 7.7384615384615385)","(51.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.2, 6.038095238095238)"
04-01-2023 13:33:39.085260,"(31.0, 70.0, 67.0)","(16.0, 21.0, 20.666666666666668)","(2.7, 2.96, 2.9466666666666668)","(3.3, 4.0, 3.841860465116279)","(5.0, 7.8, 7.7384615384615385)","(51.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.2, 6.038095238095238)"
04-01-2023 13:33:40.150057,"(31.0, 70.0, 67.0)","(16.0, 21.0, 20.666666666666668)","(2.7, 2.96, 2.9466666666666668)","(3.3, 4.0, 3.841860465116279)","(5.0, 7.8, 7.7384615384615385)","(61.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.2, 6.115)"
04-01-2023 13:33:41.213491,"(31.0, 70.0, 67.0)","(16.0, 21.0, 20.957142857142856)","(2.7, 2.96, 2.924736842105263)","(3.3, 4.0, 3.841860465116279)","(5.0, 7.8, 7.7384615384615385)","(61.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.2, 6.115)"
04-01-2023 13:33:42.247694,"(31.0, 70.0, 67.0)","(16.0, 21.0, 20.955882352941178)","(2.7, 2.98, 2.924736842105263)","(3.3, 4.0, 3.841860465116279)","(5.0, 7.8, 7.625)","(61.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.2, 6.115)"
04-01-2023 13:33:43.362359,"(31.0, 70.0, 67.0)","(16.0, 21.0, 20.955882352941178)","(2.7, 2.98, 2.924736842105263)","(3.3, 4.0, 3.841860465116279)","(5.0, 7.8, 7.625)","(61.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.2, 6.115)"
04-01-2023 13:33:44.516417,"(31.0, 70.0, 67.0)","(16.0, 22.0, 21.41860465116279)","(2.7, 2.98, 2.924736842105263)","(3.3, 4.0, 3.841860465116279)","(5.0, 7.8, 7.625)","(61.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.2, 6.115)"
04-01-2023 13:33:45.663729,"(31.0, 70.0, 67.0)","(16.0, 22.0, 20.46153846153846)","(2.7, 2.98, 2.924736842105263)","(3.3, 4.0, 3.841860465116279)","(5.0, 7.8, 7.625)","(61.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.2, 6.115)"
04-01-2023 13:33:46.738312,"(31.0, 70.0, 67.0)","(16.0, 22.0, 20.22222222222222)","(2.7, 2.98, 2.924736842105263)","(3.3, 4.0, 3.841860465116279)","(5.0, 7.8, 7.625)","(61.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.2, 6.115)"
04-01-2023 13:33:47.800245,"(31.0, 70.0, 67.0)","(16.0, 22.0, 20.22222222222222)","(2.7, 2.98, 2.924736842105263)","(3.3, 4.0, 3.841860465116279)","(5.0, 7.8, 7.625)","(61.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.2, 6.115)"
04-01-2023 13:33:48.888934,"(31.0, 70.0, 67.0)","(16.0, 22.0, 20.22222222222222)","(2.7, 2.98, 2.9257754010695187)","(3.3, 4.0, 3.841860465116279)","(5.0, 7.8, 7.625)","(61.0, 170.0, 140.0)","(21.0, 34.0, 30.166666666666668)","(4.6, 6.2, 6.14375)"
04-01-2023 13:33:50.033658,"(31.0, 70.0, 67.0)","(16.0, 22.0, 20.22222222222222)","(2.7, 2.96, 2.95)","(3.3, 4.0, 3.841860465116279)","(5.0, 7.8, 7.625)","(61.0, 170.0, 140.0)","(21.0, 34.0, 30.029411764705884)","(4.6, 6.2, 6.14375)"
04-01-2023 13:33:51.188728,"(31.0, 70.0, 67.0)","(16.0, 21.0, 20.955882352941178)","(2.7, 2.96, 2.95)","(3.3, 4.0, 3.841860465116279)","(5.0, 7.8, 7.625)","(61.0, 170.0, 113.75)","(21.0, 34.0, 30.029411764705884)","(4.6, 6.2, 6.14375)"
