,Aston Marley,Fired Up,Thunder Dash,Scott Hue,Aston Prince,Ripplebrook Snip
07-12-2022 14:04:55.162489,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.8, 4.14)","(3.9, 5.1, 4.125)","(12.0, 25.0, 17.0)","(3.8, 5.7, 5.62)","(12.0, 23.0, 14.857142857142858)"
07-12-2022 14:04:56.139683,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.8, 4.14)","(3.9, 5.1, 4.125)","(12.0, 25.0, 14.714285714285714)","(3.8, 5.7, 5.62)","(12.0, 23.0, 14.857142857142858)"
07-12-2022 14:04:57.167080,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.8, 4.58)","(3.9, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.62)","(12.0, 23.0, 14.857142857142858)"
07-12-2022 14:04:58.217127,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.8, 4.58)","(3.9, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.62)","(12.0, 23.0, 14.857142857142858)"
07-12-2022 14:04:59.221801,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.8, 4.58)","(3.9, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.62)","(12.0, 23.0, 14.857142857142858)"
07-12-2022 14:05:00.194309,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.8, 4.58)","(3.9, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.62)","(12.0, 23.0, 14.857142857142858)"
07-12-2022 14:05:01.258797,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.8, 4.58)","(3.9, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.62)","(12.0, 23.0, 14.857142857142858)"
07-12-2022 14:05:02.272346,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.8, 4.58)","(3.9, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.62)","(12.0, 23.0, 14.857142857142858)"
07-12-2022 14:05:03.195839,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.8, 4.58)","(3.9, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.62)","(12.0, 23.0, 14.857142857142858)"
07-12-2022 14:05:04.130883,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.8, 4.58)","(3.9, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.62)","(12.0, 23.0, 14.857142857142858)"
07-12-2022 14:05:05.106768,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.8, 4.58)","(3.9, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.62)","(12.0, 23.0, 14.857142857142858)"
07-12-2022 14:05:06.023147,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.8, 4.58)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.62)","(12.0, 23.0, 14.857142857142858)"
07-12-2022 14:05:07.019680,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.8, 4.58)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.62)","(12.0, 23.0, 14.857142857142858)"
07-12-2022 14:05:08.017557,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.8, 4.58)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.62)","(12.0, 23.0, 14.857142857142858)"
07-12-2022 14:05:09.018135,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.8, 4.58)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.62)","(12.0, 23.0, 14.857142857142858)"
07-12-2022 14:05:10.005326,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.8, 4.58)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.6000000000000005)","(12.0, 23.0, 14.857142857142858)"
07-12-2022 14:05:11.042334,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.8, 4.17)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.6000000000000005)","(12.0, 23.0, 14.857142857142858)"
07-12-2022 14:05:12.019583,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.8, 4.17)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.630434782608695)","(12.0, 23.0, 14.857142857142858)"
07-12-2022 14:05:13.090401,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.8, 4.425)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.5)","(12.0, 23.0, 14.857142857142858)"
07-12-2022 14:05:14.094013,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.8, 4.425)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.5)","(12.0, 23.0, 14.857142857142858)"
07-12-2022 14:05:15.028053,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.8, 4.425)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.5)","(12.0, 23.0, 14.857142857142858)"
07-12-2022 14:05:15.996573,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.8, 4.425)","(3.8, 5.1, 4.449999999999999)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.5)","(12.0, 23.0, 14.857142857142858)"
07-12-2022 14:05:16.969725,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.8, 4.425)","(3.8, 5.1, 4.449999999999999)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.5)","(12.0, 23.0, 14.857142857142858)"
07-12-2022 14:05:17.902287,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.7, 3.86)","(3.8, 5.1, 4.449999999999999)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.5)","(12.0, 23.0, 14.857142857142858)"
07-12-2022 14:05:18.886415,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.7, 4.18)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.5)","(12.0, 23.0, 17.0)"
07-12-2022 14:05:19.992818,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.7, 4.18)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.5)","(12.0, 24.0, 17.0)"
07-12-2022 14:05:20.924374,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.7, 4.300000000000001)","(3.8, 5.1, 4.449999999999999)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.5)","(12.0, 24.0, 17.0)"
07-12-2022 14:05:21.846804,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.7, 4.5)","(3.8, 5.1, 4.449999999999999)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.633333333333334)","(12.0, 24.0, 17.0)"
07-12-2022 14:05:22.779112,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.7, 4.5)","(3.8, 5.1, 4.449999999999999)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.633333333333334)","(12.0, 24.0, 17.0)"
07-12-2022 14:05:23.764410,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.7, 4.5)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.633333333333334)","(12.0, 24.0, 17.0)"
07-12-2022 14:05:24.700867,"(3.2, 4.8, 4.275)","(3.8, 4.7, 4.5)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.633333333333334)","(12.0, 24.0, 17.0)"
07-12-2022 14:05:25.738016,"(3.2, 4.8, 4.275)","(3.8, 4.7, 4.5)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.633333333333334)","(12.0, 24.0, 17.0)"
07-12-2022 14:05:26.757922,"(3.2, 4.8, 4.275)","(3.8, 4.7, 4.5)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.633333333333334)","(12.0, 24.0, 17.0)"
07-12-2022 14:05:27.638814,"(3.2, 4.8, 4.275)","(3.8, 4.7, 4.5)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.633333333333334)","(12.0, 24.0, 17.0)"
07-12-2022 14:05:28.519846,"(3.2, 4.8, 4.275)","(3.8, 4.7, 4.5)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.633333333333334)","(12.0, 24.0, 17.0)"
07-12-2022 14:05:29.426872,"(3.2, 4.8, 4.275)","(3.8, 4.7, 4.5)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.633333333333334)","(12.0, 24.0, 17.0)"
07-12-2022 14:05:30.339628,"(3.2, 4.8, 4.275)","(3.8, 4.7, 4.5)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.633333333333334)","(12.0, 24.0, 17.0)"
07-12-2022 14:05:31.321937,"(3.2, 4.8, 4.275)","(3.8, 4.7, 4.5)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.633333333333334)","(12.0, 24.0, 17.0)"
07-12-2022 14:05:32.274148,"(3.2, 4.8, 4.275)","(3.8, 4.7, 4.5)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.633333333333334)","(12.0, 24.0, 17.0)"
07-12-2022 14:05:33.182303,"(3.2, 4.8, 4.275)","(3.8, 4.7, 4.5)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.633333333333334)","(12.0, 24.0, 17.0)"
07-12-2022 14:05:34.123415,"(3.2, 4.8, 4.275)","(3.8, 4.7, 4.5)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.633333333333334)","(12.0, 24.0, 17.0)"
07-12-2022 14:05:35.109529,"(3.2, 4.8, 4.275)","(3.8, 4.7, 4.5)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.633333333333334)","(12.0, 24.0, 17.0)"
07-12-2022 14:05:36.043453,"(3.2, 4.8, 4.275)","(3.8, 4.7, 4.5)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.633333333333334)","(12.0, 24.0, 17.0)"
07-12-2022 14:05:37.050115,"(3.2, 4.8, 4.275)","(3.8, 4.7, 4.5)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.633333333333334)","(12.0, 24.0, 17.0)"
07-12-2022 14:05:38.082333,"(3.2, 4.8, 4.275)","(3.8, 4.7, 4.5)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.633333333333334)","(12.0, 24.0, 17.0)"
07-12-2022 14:05:39.058235,"(3.2, 4.8, 4.275)","(3.8, 4.7, 4.5)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.657894736842105)","(12.0, 24.0, 17.0)"
07-12-2022 14:05:39.969683,"(3.2, 4.8, 4.275)","(3.8, 4.7, 4.5)","(3.8, 5.1, 4.125)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.657894736842105)","(12.0, 24.0, 17.0)"
07-12-2022 14:05:40.966623,"(3.2, 4.8, 4.275)","(3.8, 4.7, 4.542105263157895)","(3.8, 5.6, 4.699999999999999)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.657894736842105)","(12.0, 24.0, 17.0)"
07-12-2022 14:05:41.952100,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.7, 4.542105263157895)","(3.8, 5.5, 4.65)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.657894736842105)","(12.0, 24.0, 17.0)"
07-12-2022 14:05:42.880554,"(3.2, 4.8, 4.254545454545455)","(3.8, 4.7, 4.542105263157895)","(3.8, 5.4, 3.977777777777778)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.657894736842105)","(12.0, 24.0, 17.0)"
07-12-2022 14:05:43.893482,"(3.2, 4.8, 4.254545454545455)","(3.8, 5.4, 4.720000000000001)","(3.8, 5.3, 4.175)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.657894736842105)","(12.0, 24.0, 15.0)"
07-12-2022 14:05:44.865034,"(3.2, 4.8, 4.254545454545455)","(3.8, 5.3, 5.193333333333333)","(3.8, 5.3, 4.175)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.657894736842105)","(12.0, 24.0, 15.0)"
07-12-2022 14:05:45.844559,"(3.2, 4.8, 4.254545454545455)","(3.8, 5.3, 4.633333333333333)","(3.8, 5.3, 3.9666666666666663)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.657894736842105)","(12.0, 24.0, 15.0)"
07-12-2022 14:05:46.779182,"(3.2, 4.8, 4.254545454545455)","(3.8, 5.3, 4.192857142857143)","(3.8, 5.3, 3.9666666666666663)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.657894736842105)","(12.0, 24.0, 15.0)"
07-12-2022 14:05:47.773220,"(3.2, 4.8, 4.254545454545455)","(3.8, 5.3, 4.192857142857143)","(3.8, 5.3, 3.9666666666666663)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.657894736842105)","(12.0, 24.0, 15.0)"
07-12-2022 14:05:48.751631,"(3.2, 4.7, 4.283333333333333)","(3.8, 5.3, 4.192857142857143)","(3.8, 5.3, 3.9666666666666663)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.657894736842105)","(12.0, 24.0, 15.0)"
07-12-2022 14:05:49.818716,"(3.2, 4.7, 4.235714285714286)","(3.8, 5.3, 4.192857142857143)","(3.8, 5.3, 3.9666666666666663)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.657894736842105)","(12.0, 24.0, 15.0)"
07-12-2022 14:05:50.884455,"(3.2, 4.7, 4.235714285714286)","(3.8, 5.3, 4.192857142857143)","(3.8, 5.3, 3.9666666666666663)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.657894736842105)","(12.0, 24.0, 15.0)"
07-12-2022 14:05:51.894533,"(3.2, 4.7, 4.2555555555555555)","(3.8, 5.3, 4.192857142857143)","(3.8, 5.3, 3.9666666666666663)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.627272727272727)","(12.0, 24.0, 15.0)"
07-12-2022 14:05:52.821109,"(3.2, 4.7, 4.325)","(3.8, 5.3, 4.192857142857143)","(3.8, 5.3, 3.9666666666666663)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.6000000000000005)","(12.0, 24.0, 15.0)"
07-12-2022 14:05:53.775905,"(3.2, 4.7, 4.325)","(3.8, 5.3, 4.192857142857143)","(3.8, 5.3, 3.9666666666666663)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.6000000000000005)","(12.0, 24.0, 15.0)"
07-12-2022 14:05:54.724358,"(3.2, 4.7, 4.325)","(3.8, 5.3, 4.192857142857143)","(3.8, 5.3, 3.9666666666666663)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.6000000000000005)","(12.0, 24.0, 15.0)"
07-12-2022 14:05:55.712587,"(3.2, 4.7, 4.325)","(3.8, 5.3, 4.192857142857143)","(3.8, 5.3, 3.9666666666666663)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.6000000000000005)","(12.0, 24.0, 15.0)"
07-12-2022 14:05:56.695552,"(3.2, 4.7, 4.325)","(3.8, 5.3, 4.192857142857143)","(3.8, 5.3, 3.9666666666666663)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.6000000000000005)","(12.0, 24.0, 15.0)"
07-12-2022 14:05:57.633125,"(3.2, 4.7, 4.325)","(3.8, 5.3, 4.192857142857143)","(3.8, 5.3, 4.209090909090909)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.6000000000000005)","(12.0, 24.0, 15.0)"
07-12-2022 14:05:58.642582,"(3.2, 4.7, 4.325)","(3.8, 5.3, 4.192857142857143)","(3.8, 5.1, 4.7)","(12.0, 25.0, 15.142857142857142)","(3.8, 5.7, 5.115384615384615)","(12.0, 24.0, 15.0)"
07-12-2022 14:05:59.637422,"(3.2, 4.7, 4.325)","(3.8, 5.3, 4.166666666666667)","(3.8, 5.0, 4.7)","(12.0, 25.0, 17.666666666666668)","(3.8, 5.7, 4.671428571428572)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:00.614898,"(3.2, 4.7, 4.325)","(3.8, 5.2, 4.171428571428572)","(3.8, 5.2, 4.033333333333333)","(12.0, 26.0, 17.666666666666668)","(3.8, 5.7, 5.342105263157895)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:01.588872,"(3.2, 4.7, 4.325)","(3.8, 5.1, 4.8583333333333325)","(3.8, 5.6, 4.0)","(12.0, 26.0, 16.0)","(3.8, 5.7, 5.0)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:02.618405,"(3.2, 4.7, 4.325)","(3.8, 5.2, 4.7)","(3.8, 5.6, 4.0)","(12.0, 26.0, 16.0)","(3.8, 5.7, 4.842857142857143)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:03.572983,"(3.2, 4.7, 4.325)","(3.8, 5.2, 4.7)","(3.8, 5.6, 4.0)","(12.0, 26.0, 16.0)","(3.8, 5.7, 4.842857142857143)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:04.568250,"(3.2, 4.7, 4.325)","(3.8, 5.1, 3.9545454545454546)","(3.8, 5.5, 5.075)","(12.0, 26.0, 16.0)","(3.8, 5.7, 5.35)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:05.580336,"(3.2, 4.7, 4.325)","(3.8, 5.0, 4.766666666666667)","(3.8, 5.5, 5.075)","(12.0, 26.0, 16.0)","(3.8, 5.7, 5.35)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:06.520142,"(3.2, 4.7, 4.325)","(3.8, 5.1, 4.85)","(3.8, 5.5, 5.17)","(12.0, 26.0, 16.0)","(3.8, 5.7, 5.35)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:07.469062,"(3.2, 4.7, 4.325)","(3.8, 5.1, 4.8583333333333325)","(3.8, 5.3, 4.833333333333333)","(12.0, 26.0, 16.0)","(3.8, 5.7, 5.35)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:08.521418,"(3.2, 4.7, 4.325)","(3.8, 5.4, 4.323076923076923)","(3.8, 5.4, 3.9454545454545453)","(12.0, 26.0, 16.0)","(3.8, 5.7, 5.076470588235294)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:09.496696,"(3.2, 4.5, 4.2375)","(3.8, 5.4, 4.323076923076923)","(3.8, 5.4, 3.9454545454545453)","(12.0, 26.0, 16.0)","(3.8, 5.4, 5.076470588235294)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:10.362611,"(3.2, 4.5, 4.2375)","(3.8, 5.2, 4.203571428571428)","(3.8, 5.4, 3.9066666666666667)","(12.0, 26.0, 16.0)","(3.8, 5.4, 5.076470588235294)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:11.255040,"(3.2, 4.5, 4.223684210526316)","(3.8, 5.2, 4.070588235294117)","(3.8, 5.4, 4.147368421052632)","(12.0, 26.0, 16.0)","(3.8, 5.4, 4.685714285714286)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:12.205674,"(3.2, 4.5, 3.8874999999999997)","(3.8, 5.2, 4.24)","(3.8, 5.4, 3.86)","(12.0, 26.0, 16.0)","(3.8, 5.4, 5.1000000000000005)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:13.181806,"(3.2, 4.5, 4.304)","(3.8, 5.2, 4.24)","(3.8, 5.4, 3.86)","(12.0, 26.0, 16.0)","(3.8, 5.4, 5.11875)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:14.209384,"(3.2, 4.5, 4.304)","(3.8, 5.2, 4.24)","(3.8, 5.4, 3.86)","(12.0, 26.0, 16.0)","(3.8, 5.4, 5.11875)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:15.193345,"(3.2, 4.5, 4.304)","(3.8, 5.2, 4.105882352941176)","(3.8, 5.4, 3.86)","(12.0, 26.0, 14.88888888888889)","(3.8, 5.4, 4.933333333333334)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:16.150576,"(3.2, 4.5, 4.304)","(3.8, 5.2, 4.105882352941176)","(3.8, 5.4, 3.86)","(12.0, 26.0, 15.583333333333334)","(3.8, 5.4, 5.077777777777778)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:17.163450,"(3.2, 4.5, 4.304)","(3.8, 5.2, 4.203571428571428)","(3.8, 5.4, 3.9)","(12.0, 26.0, 16.0)","(3.8, 6.4, 5.077777777777778)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:18.134555,"(3.2, 4.5, 4.304)","(3.8, 5.2, 4.171428571428572)","(3.8, 5.4, 3.9)","(12.0, 26.0, 16.0)","(3.8, 6.4, 4.957142857142857)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:19.188593,"(3.2, 4.5, 3.8874999999999997)","(3.8, 5.2, 4.171428571428572)","(3.8, 5.4, 3.86)","(12.0, 26.0, 16.0)","(3.8, 5.6, 5.1909090909090905)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:20.149765,"(3.2, 4.5, 3.8874999999999997)","(3.8, 5.2, 4.24)","(3.8, 5.4, 3.86)","(12.0, 26.0, 14.636363636363637)","(3.8, 5.6, 5.1909090909090905)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:21.152956,"(3.2, 4.5, 4.173333333333333)","(3.8, 5.2, 4.096551724137931)","(3.8, 5.4, 3.81875)","(12.0, 26.0, 14.636363636363637)","(3.8, 5.6, 5.0)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:22.078038,"(3.2, 4.5, 4.120833333333334)","(3.8, 5.0, 4.026086956521739)","(3.8, 5.4, 3.81875)","(12.0, 26.0, 14.636363636363637)","(3.8, 6.6, 5.4125)","(12.0, 24.0, 15.0)"
07-12-2022 14:06:23.057352,"(3.2, 4.5, 4.26)","(3.8, 4.8, 4.125)","(3.8, 5.4, 3.8285714285714287)","(12.0, 26.0, 15.0625)","(3.8, 6.6, 5.550000000000001)","(12.0, 24.0, 15.0)"
07-12-2022 14:06:24.071297,"(3.2, 4.5, 4.26)","(3.8, 4.8, 3.88)","(3.8, 5.4, 3.81875)","(12.0, 26.0, 15.0625)","(3.8, 6.4, 5.246428571428572)","(12.0, 24.0, 15.0)"
07-12-2022 14:06:25.009774,"(3.2, 4.5, 4.26)","(3.8, 4.8, 4.006896551724138)","(3.8, 5.4, 3.81875)","(12.0, 26.0, 15.0625)","(3.8, 6.4, 5.246428571428572)","(12.0, 24.0, 15.0)"
07-12-2022 14:06:25.995751,"(3.2, 4.5, 4.26)","(3.8, 4.8, 4.006896551724138)","(3.8, 5.4, 3.81875)","(12.0, 26.0, 14.541666666666666)","(3.8, 6.4, 5.229411764705882)","(12.0, 24.0, 15.0)"
07-12-2022 14:06:26.957086,"(3.2, 4.5, 4.26)","(3.8, 4.6, 3.992)","(3.8, 5.2, 3.8190476190476192)","(12.0, 26.0, 15.0625)","(3.8, 5.7, 5.229411764705882)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:27.935999,"(3.2, 4.5, 4.26)","(3.8, 4.6, 3.808333333333333)","(3.8, 5.2, 3.810416666666667)","(12.0, 26.0, 15.0625)","(3.8, 5.7, 5.229411764705882)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:28.928880,"(3.2, 4.5, 4.26)","(3.8, 4.6, 3.808333333333333)","(3.8, 5.2, 3.810416666666667)","(12.0, 26.0, 15.0625)","(3.8, 5.7, 5.229411764705882)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:29.953068,"(3.2, 4.5, 4.23448275862069)","(3.8, 4.6, 3.808333333333333)","(3.8, 5.2, 3.810416666666667)","(12.0, 26.0, 15.0625)","(3.8, 5.7, 5.229411764705882)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:30.934332,"(3.2, 4.5, 4.23448275862069)","(3.8, 4.6, 3.808333333333333)","(3.8, 5.2, 3.810416666666667)","(12.0, 26.0, 15.0625)","(3.8, 5.7, 5.185714285714286)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:31.881453,"(3.2, 4.5, 4.23448275862069)","(3.8, 4.6, 3.808333333333333)","(3.8, 5.2, 3.810416666666667)","(12.0, 26.0, 15.0625)","(3.8, 5.7, 5.357142857142858)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:32.896719,"(3.2, 4.5, 4.23448275862069)","(3.8, 4.6, 3.808333333333333)","(3.8, 5.2, 3.810416666666667)","(12.0, 26.0, 15.0625)","(3.8, 5.7, 5.357142857142858)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:33.889897,"(3.2, 4.5, 4.23448275862069)","(3.8, 4.6, 3.808333333333333)","(3.8, 5.2, 3.810416666666667)","(12.0, 26.0, 15.0625)","(3.8, 5.7, 5.357142857142858)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:34.853412,"(3.2, 4.5, 4.23448275862069)","(3.8, 4.6, 3.808333333333333)","(3.8, 5.2, 3.810416666666667)","(12.0, 26.0, 15.0625)","(3.8, 5.7, 5.357142857142858)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:36.050404,"(3.2, 4.5, 4.23448275862069)","(3.8, 4.6, 3.808333333333333)","(3.8, 5.2, 3.810416666666667)","(12.0, 26.0, 15.0625)","(3.8, 5.7, 5.357142857142858)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:37.143047,"(3.2, 4.5, 4.23448275862069)","(3.8, 4.6, 3.808333333333333)","(3.8, 5.2, 3.810416666666667)","(12.0, 26.0, 15.0625)","(3.8, 5.7, 5.3)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:38.087428,"(3.2, 4.5, 4.23448275862069)","(3.8, 4.6, 3.808333333333333)","(3.8, 5.2, 3.810416666666667)","(12.0, 26.0, 15.0625)","(3.8, 5.7, 5.3)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:39.154472,"(3.2, 4.5, 4.23448275862069)","(3.8, 4.6, 3.808333333333333)","(3.8, 5.2, 3.810416666666667)","(12.0, 26.0, 15.0625)","(3.8, 5.7, 5.333333333333333)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:40.251674,"(3.2, 4.5, 4.302564102564102)","(3.8, 4.6, 3.808333333333333)","(3.8, 5.2, 3.810416666666667)","(12.0, 26.0, 15.0625)","(3.8, 5.6, 5.333333333333333)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:41.339445,"(3.2, 4.5, 4.302564102564102)","(3.8, 4.6, 3.808333333333333)","(3.8, 5.2, 3.810416666666667)","(12.0, 26.0, 15.0625)","(3.8, 5.6, 5.107692307692307)","(12.0, 24.0, 17.0)"
07-12-2022 14:06:42.445643,"(3.2, 4.5, 4.302564102564102)","(3.8, 4.6, 3.808333333333333)","(3.8, 5.2, 3.810416666666667)","(12.0, 26.0, 15.0625)","(3.8, 5.6, 5.25)","(12.0, 24.0, 17.0)"
