,Aston Marley,Fired Up,Thunder Dash,Scott Hue,Aston Prince,Ripplebrook Snip
07-12-2022 14:09:09.862084,"(3.2, 4.8, 4.562962962962963)","(3.7, 3.95, 3.6993975903614458)","(3.8, 4.2, 3.722727272727273)","(12.0, 24.0, 15.6)","(3.8, 5.8, 7.885)","(12.0, 24.0, 21.307692307692307)"
07-12-2022 14:09:11.097632,"(3.2, 4.8, 4.493333333333333)","(3.7, 3.95, 3.6993975903614458)","(3.8, 4.2, 3.973529411764706)","(12.0, 24.0, 17.666666666666668)","(3.8, 8.0, 7.1)","(12.0, 24.0, 22.25)"
07-12-2022 14:09:12.250989,"(3.2, 4.8, 4.483333333333333)","(3.7, 3.95, 3.6993975903614458)","(3.8, 4.2, 3.973529411764706)","(12.0, 23.0, 17.333333333333332)","(3.8, 8.4, 7.1)","(12.0, 23.0, 21.454545454545453)"
07-12-2022 14:09:13.328099,"(3.2, 4.8, 4.47741935483871)","(3.7, 3.95, 3.6993975903614458)","(3.8, 4.2, 3.973529411764706)","(12.0, 22.0, 17.333333333333332)","(3.8, 8.4, 7.15)","(12.0, 24.0, 21.454545454545453)"
07-12-2022 14:09:14.440722,"(3.2, 4.8, 4.47741935483871)","(3.7, 3.95, 3.6993975903614458)","(3.8, 4.2, 3.8600000000000003)","(12.0, 22.0, 15.466666666666667)","(3.8, 8.4, 7.0)","(12.0, 24.0, 20.5)"
07-12-2022 14:09:15.624571,"(3.2, 4.8, 4.496969696969697)","(3.7, 3.95, 3.6993975903614458)","(3.8, 4.2, 3.8600000000000003)","(12.0, 22.0, 17.0)","(3.8, 8.0, 7.166666666666667)","(12.0, 24.0, 20.5)"
07-12-2022 14:09:16.808901,"(3.2, 4.8, 4.496969696969697)","(3.7, 3.95, 3.7125)","(3.8, 4.2, 3.934375)","(12.0, 21.0, 17.0)","(3.8, 7.8, 6.6125)","(12.0, 24.0, 20.5)"
07-12-2022 14:09:17.978249,"(3.2, 4.8, 4.496969696969697)","(3.7, 3.9, 3.69)","(3.8, 4.2, 3.934375)","(12.0, 21.0, 15.375)","(3.8, 7.8, 6.5)","(12.0, 24.0, 20.5)"
07-12-2022 14:09:19.157499,"(3.2, 4.8, 4.496969696969697)","(3.7, 3.9, 3.69)","(3.8, 4.2, 3.934375)","(12.0, 21.0, 15.375)","(3.8, 6.8, 6.2)","(12.0, 24.0, 20.5)"
07-12-2022 14:09:20.314529,"(3.2, 4.8, 4.496969696969697)","(3.7, 3.9, 3.639130434782609)","(3.8, 4.2, 3.934375)","(12.0, 21.0, 15.375)","(3.8, 6.8, 6.2)","(12.0, 24.0, 20.5)"
07-12-2022 14:09:21.511105,"(3.2, 4.8, 4.496969696969697)","(3.7, 3.9, 3.639130434782609)","(3.8, 4.2, 3.9702702702702704)","(12.0, 21.0, 15.375)","(3.8, 6.8, 6.285714285714286)","(12.0, 24.0, 20.5)"
07-12-2022 14:09:22.624263,"(3.2, 4.8, 4.496969696969697)","(3.7, 3.9, 3.639130434782609)","(3.8, 4.2, 3.9702702702702704)","(12.0, 21.0, 15.375)","(3.8, 6.8, 6.285714285714286)","(12.0, 24.0, 20.5)"
07-12-2022 14:09:23.678365,"(3.2, 4.5, 4.426315789473684)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(12.0, 21.0, 15.375)","(3.8, 6.8, 6.285714285714286)","(12.0, 24.0, 20.5)"
07-12-2022 14:09:24.786317,"(3.2, 4.5, 4.426315789473684)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(12.0, 21.0, 15.375)","(3.8, 6.8, 6.285714285714286)","(12.0, 24.0, 20.5)"
07-12-2022 14:09:25.931589,"(3.2, 4.5, 4.426315789473684)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(12.0, 21.0, 15.375)","(3.8, 6.8, 6.285714285714286)","(12.0, 24.0, 20.5)"
07-12-2022 14:09:27.119566,"(3.2, 4.5, 4.426315789473684)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(12.0, 21.0, 15.375)","(3.8, 6.8, 6.285714285714286)","(12.0, 24.0, 20.5)"
07-12-2022 14:09:28.335806,"(3.2, 4.5, 4.426315789473684)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.285714285714286)","(12.0, 24.0, 20.5)"
07-12-2022 14:09:29.539528,"(3.2, 4.5, 4.426315789473684)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.285714285714286)","(12.0, 24.0, 21.083333333333336)"
07-12-2022 14:09:30.613278,"(3.2, 4.5, 4.426315789473684)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.285714285714286)","(12.0, 24.0, 21.9)"
07-12-2022 14:09:31.701130,"(3.2, 4.5, 4.426315789473684)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.285714285714286)","(12.0, 24.0, 21.9)"
07-12-2022 14:09:32.808409,"(3.2, 4.5, 4.426315789473684)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.285714285714286)","(12.0, 24.0, 21.9)"
07-12-2022 14:09:34.020284,"(3.2, 4.5, 4.426315789473684)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.285714285714286)","(12.0, 24.0, 21.9)"
07-12-2022 14:09:35.196935,"(3.2, 4.5, 4.426315789473684)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.285714285714286)","(12.0, 24.0, 21.9)"
07-12-2022 14:09:36.254868,"(3.2, 4.5, 4.426315789473684)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.285714285714286)","(12.0, 24.0, 21.9)"
07-12-2022 14:09:37.384604,"(3.2, 4.5, 4.426315789473684)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.285714285714286)","(12.0, 24.0, 21.9)"
07-12-2022 14:09:38.579312,"(3.2, 4.5, 4.426315789473684)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.285714285714286)","(12.0, 24.0, 21.9)"
07-12-2022 14:09:39.780820,"(3.2, 4.5, 4.426315789473684)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.285714285714286)","(12.0, 24.0, 21.9)"
07-12-2022 14:09:40.948557,"(3.2, 4.5, 4.426315789473684)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:09:42.297773,"(3.2, 4.5, 4.426315789473684)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:09:43.522895,"(3.2, 4.5, 4.426315789473684)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:09:45.164124,"(3.2, 4.5, 4.426315789473684)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:09:46.690410,"(3.2, 4.5, 4.426315789473684)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:09:47.956025,"(3.2, 4.5, 4.426315789473684)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:09:49.197784,"(3.2, 4.5, 4.426315789473684)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:09:50.400995,"(3.3, 4.5, 4.426315789473684)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:09:51.578671,"(3.3, 4.4, 4.361111111111112)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:09:52.767708,"(3.3, 4.4, 4.361111111111112)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:09:54.005808,"(3.3, 4.4, 4.361111111111112)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:09:55.291881,"(3.3, 4.4, 4.361111111111112)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:09:56.464588,"(3.3, 4.4, 4.361111111111112)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:09:57.688948,"(3.3, 4.4, 4.361111111111112)","(3.7, 3.9, 3.642857142857143)","(3.8, 4.2, 3.9763157894736842)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:09:58.880870,"(3.3, 4.5, 4.322222222222222)","(3.7, 3.9, 3.7636363636363637)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:00.028593,"(3.3, 4.5, 4.42)","(3.7, 3.85, 3.5999999999999996)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.478571428571429)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:01.251866,"(3.3, 4.5, 4.42)","(3.7, 3.85, 3.522727272727273)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:02.503683,"(3.3, 4.5, 4.42)","(3.7, 3.85, 3.73125)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:03.733406,"(3.3, 4.5, 4.42)","(3.7, 3.85, 3.7523255813953487)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:04.922323,"(3.3, 4.5, 4.442857142857143)","(3.7, 3.85, 3.7523255813953487)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:06.149271,"(3.3, 4.5, 4.442857142857143)","(3.7, 3.85, 3.7523255813953487)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:07.268552,"(3.3, 4.5, 4.442857142857143)","(3.7, 3.85, 3.7523255813953487)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:08.442401,"(3.3, 4.5, 4.442857142857143)","(3.7, 3.85, 3.7109756097560975)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:09.601831,"(3.3, 4.5, 4.442857142857143)","(3.7, 3.85, 3.6290697674418606)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:10.603420,"(3.3, 4.8, 4.603030303030303)","(3.7, 3.85, 3.6290697674418606)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:11.692668,"(3.3, 4.8, 4.603030303030303)","(3.7, 3.85, 3.6290697674418606)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:12.751964,"(3.3, 4.8, 4.603030303030303)","(3.7, 3.85, 3.6290697674418606)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:13.879082,"(3.3, 4.8, 4.603030303030303)","(3.7, 3.85, 3.6798507462686567)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:15.078611,"(3.3, 4.8, 4.603030303030303)","(3.7, 3.85, 3.6631147540983604)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:16.214842,"(3.3, 4.8, 4.603030303030303)","(3.7, 3.85, 3.6290697674418606)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:17.301979,"(3.3, 4.8, 4.603030303030303)","(3.7, 3.85, 3.649019607843137)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 15.375)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:18.476525,"(3.3, 4.8, 4.556410256410256)","(3.7, 3.85, 3.649019607843137)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 16.56818181818182)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:19.636346,"(3.3, 4.8, 4.483333333333333)","(3.7, 3.85, 3.627173913043478)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:20.730689,"(3.3, 4.8, 4.483333333333333)","(3.7, 3.85, 3.627173913043478)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:21.889821,"(3.3, 4.8, 4.483333333333333)","(3.7, 3.85, 3.6578125)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:22.982710,"(3.3, 4.8, 4.483333333333333)","(3.7, 3.85, 3.6578125)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:24.188404,"(3.3, 4.8, 4.483333333333333)","(3.7, 3.8, 3.701315789473684)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:25.309225,"(3.3, 4.8, 4.483333333333333)","(3.7, 3.8, 3.701315789473684)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:26.333558,"(3.3, 4.8, 4.483333333333333)","(3.7, 3.8, 3.701315789473684)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:27.401013,"(3.3, 4.8, 4.483333333333333)","(3.7, 3.8, 3.650877192982456)","(3.8, 4.2, 3.916666666666667)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:28.488896,"(3.3, 4.8, 4.483333333333333)","(3.7, 3.8, 3.650877192982456)","(3.8, 4.2, 3.8909090909090907)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:29.559484,"(3.3, 4.8, 4.483333333333333)","(3.7, 3.8, 3.650877192982456)","(3.8, 4.2, 3.8909090909090907)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:30.641124,"(3.3, 4.8, 4.483333333333333)","(3.7, 3.8, 3.650877192982456)","(3.8, 4.2, 3.8909090909090907)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:31.707375,"(3.3, 4.8, 4.554838709677419)","(3.7, 3.8, 3.650877192982456)","(3.8, 4.2, 3.8909090909090907)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:32.767440,"(3.3, 4.8, 4.554838709677419)","(3.7, 3.8, 3.650877192982456)","(3.8, 4.2, 3.8909090909090907)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:33.849856,"(3.3, 4.8, 4.6)","(3.7, 3.8, 3.650877192982456)","(3.8, 4.2, 3.8909090909090907)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:34.975865,"(3.3, 4.8, 4.6)","(3.7, 3.8, 3.650877192982456)","(3.8, 4.2, 3.8909090909090907)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:36.035071,"(3.3, 4.8, 4.6)","(3.7, 3.8, 3.650877192982456)","(3.8, 4.2, 3.8909090909090907)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:37.023544,"(3.3, 4.8, 4.554838709677419)","(3.7, 3.8, 3.645833333333333)","(3.8, 4.2, 3.8909090909090907)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:38.046021,"(3.3, 4.8, 4.554838709677419)","(3.7, 3.8, 3.650877192982456)","(3.8, 4.2, 3.8909090909090907)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:39.207948,"(3.3, 4.8, 4.554838709677419)","(3.7, 3.8, 3.650877192982456)","(3.8, 4.2, 3.8909090909090907)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:40.490708,"(3.3, 4.8, 4.652631578947369)","(3.7, 3.8, 3.650877192982456)","(3.8, 4.2, 3.8909090909090907)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:41.784946,"(3.3, 4.5, 4.453333333333333)","(3.7, 3.8, 3.650877192982456)","(3.8, 4.2, 3.8909090909090907)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:42.885449,"(3.3, 4.5, 4.453333333333333)","(3.6, 3.8, 3.650877192982456)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:44.092653,"(3.3, 4.5, 4.408695652173913)","(3.6, 3.8, 3.650877192982456)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:45.305701,"(3.3, 4.5, 4.389473684210526)","(3.6, 3.8, 3.650877192982456)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:46.465937,"(3.3, 4.5, 4.41764705882353)","(3.6, 3.8, 3.650877192982456)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.376470588235295)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:47.615995,"(3.3, 4.5, 4.41764705882353)","(3.6, 3.8, 3.6256410256410256)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.478571428571429)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:48.702095,"(3.3, 4.5, 4.451724137931034)","(3.6, 3.8, 3.6256410256410256)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.478571428571429)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:49.753527,"(3.3, 4.5, 4.453333333333333)","(3.6, 3.8, 3.6256410256410256)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.478571428571429)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:50.822826,"(3.3, 4.5, 4.453333333333333)","(3.6, 3.8, 3.6256410256410256)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.478571428571429)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:52.114862,"(3.3, 4.5, 4.453333333333333)","(3.6, 3.8, 3.6256410256410256)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 16.32)","(3.9, 6.8, 6.478571428571429)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:53.160820,"(3.3, 4.5, 4.453333333333333)","(3.6, 3.8, 3.6256410256410256)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 15.923076923076923)","(3.9, 6.8, 6.478571428571429)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:54.311969,"(3.3, 4.5, 4.453333333333333)","(3.6, 3.8, 3.573529411764706)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 15.923076923076923)","(3.9, 6.8, 6.478571428571429)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:55.492755,"(3.3, 4.8, 4.628571428571428)","(3.6, 3.75, 3.480769230769231)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 15.923076923076923)","(3.9, 6.8, 6.478571428571429)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:56.592345,"(3.3, 4.8, 4.628571428571428)","(3.6, 3.75, 3.480769230769231)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 15.923076923076923)","(3.9, 6.8, 6.478571428571429)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:57.810657,"(3.3, 4.8, 4.5473684210526315)","(3.6, 3.75, 3.480769230769231)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 15.923076923076923)","(3.9, 6.8, 6.478571428571429)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:58.849967,"(3.3, 4.8, 4.5473684210526315)","(3.6, 3.75, 3.480769230769231)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 15.923076923076923)","(3.9, 6.8, 6.478571428571429)","(12.0, 24.0, 21.9)"
07-12-2022 14:10:59.965911,"(3.3, 4.8, 4.5473684210526315)","(3.6, 3.75, 3.48921568627451)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 15.923076923076923)","(3.9, 6.8, 6.478571428571429)","(12.0, 24.0, 21.9)"
07-12-2022 14:11:01.088712,"(3.3, 4.8, 4.672)","(3.6, 3.75, 3.48921568627451)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 15.923076923076923)","(3.9, 6.8, 6.478571428571429)","(12.0, 24.0, 21.9)"
07-12-2022 14:11:02.204969,"(3.3, 4.8, 4.672)","(3.6, 3.75, 3.526)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 15.923076923076923)","(3.9, 6.8, 6.478571428571429)","(12.0, 24.0, 21.9)"
07-12-2022 14:11:03.277360,"(3.3, 4.8, 4.672)","(3.6, 3.7, 3.508)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 15.923076923076923)","(3.9, 6.8, 6.478571428571429)","(12.0, 24.0, 21.9)"
07-12-2022 14:11:04.382888,"(3.3, 4.8, 4.672)","(3.6, 3.7, 3.5344827586206895)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 15.923076923076923)","(3.9, 6.8, 6.478571428571429)","(12.0, 24.0, 21.9)"
07-12-2022 14:11:05.435527,"(3.3, 4.8, 4.672)","(3.6, 3.7, 3.5344827586206895)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 15.923076923076923)","(3.9, 6.8, 6.478571428571429)","(12.0, 24.0, 21.9)"
07-12-2022 14:11:06.524018,"(3.3, 4.8, 4.672)","(3.6, 3.7, 3.4829787234042553)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 15.923076923076923)","(4.0, 6.8, 6.478571428571429)","(12.0, 24.0, 21.9)"
07-12-2022 14:11:07.664532,"(3.3, 4.8, 4.672)","(3.5, 3.7, 3.4829787234042553)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 15.923076923076923)","(4.0, 6.8, 6.478571428571429)","(12.0, 24.0, 21.9)"
07-12-2022 14:11:08.678618,"(3.3, 4.8, 4.672)","(3.5, 3.7, 3.4627906976744187)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 15.923076923076923)","(4.0, 6.8, 6.478571428571429)","(12.0, 24.0, 21.9)"
07-12-2022 14:11:09.858686,"(3.3, 4.8, 4.672)","(3.5, 3.7, 3.4627906976744187)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 15.923076923076923)","(4.0, 6.8, 6.478571428571429)","(12.0, 24.0, 21.9)"
07-12-2022 14:11:10.969137,"(3.3, 4.8, 4.672)","(3.5, 3.7, 3.4627906976744187)","(3.8, 4.2, 3.895238095238095)","(13.0, 21.0, 15.923076923076923)","(4.0, 6.8, 6.478571428571429)","(12.0, 24.0, 21.9)"
