,Simon Rose,Uforo Bale,Coalville Flyer,Why Not Ajay,Green Can Lad,Minter Dominate,Brocky Sands,Downtown Zion
11-01-2023 20:43:17.802680,"(3.8, 5.0, 4.846153846153847)","(15.0, 27.0, 21.25)","(8.0, 17.5, 16.07894736842105)","(8.0, 22.0, 21.083333333333332)","(10.0, 12.5, 11.875)","(3.0, 3.8, 3.4571428571428573)","(4.4, 5.5, 4.85)","(13.0, 48.0, 44.666666666666664)"
11-01-2023 20:43:18.894274,"(3.8, 4.8, 4.676923076923077)","(15.0, 27.0, 21.25)","(8.0, 17.5, 16.07894736842105)","(8.0, 22.0, 21.083333333333332)","(10.0, 12.5, 11.875)","(3.0, 3.8, 3.4571428571428573)","(4.4, 5.5, 4.877777777777777)","(13.0, 48.0, 44.666666666666664)"
11-01-2023 20:43:19.960941,"(3.8, 4.8, 4.488888888888889)","(15.0, 27.0, 21.25)","(8.0, 17.5, 16.07894736842105)","(8.0, 22.0, 21.45)","(10.0, 12.5, 11.875)","(3.0, 3.8, 3.4571428571428573)","(4.4, 5.5, 5.1)","(13.0, 48.0, 44.666666666666664)"
11-01-2023 20:43:21.060209,"(3.8, 4.8, 4.488888888888889)","(15.0, 26.0, 19.0)","(8.0, 17.5, 16.07894736842105)","(8.0, 22.0, 20.5)","(10.0, 12.5, 11.875)","(3.0, 3.8, 3.4571428571428573)","(4.4, 5.4, 5.1)","(13.0, 48.0, 44.666666666666664)"
11-01-2023 20:43:22.175899,"(3.8, 4.8, 4.488888888888889)","(15.0, 26.0, 19.0)","(8.0, 17.5, 16.07894736842105)","(8.0, 22.0, 21.25)","(10.0, 12.5, 11.875)","(3.0, 3.8, 3.4571428571428573)","(4.4, 5.4, 4.8374999999999995)","(13.0, 48.0, 44.666666666666664)"
11-01-2023 20:43:23.337608,"(3.8, 4.8, 4.488888888888889)","(15.0, 26.0, 19.0)","(8.0, 17.5, 16.07894736842105)","(8.0, 22.0, 21.4375)","(10.0, 12.5, 11.875)","(3.0, 3.8, 3.4571428571428573)","(4.4, 5.4, 4.8374999999999995)","(13.0, 48.0, 44.666666666666664)"
11-01-2023 20:43:24.471386,"(3.8, 4.8, 4.283870967741936)","(15.0, 26.0, 16.375)","(8.0, 17.5, 16.07894736842105)","(8.0, 22.0, 21.428571428571427)","(10.0, 12.5, 11.875)","(3.0, 3.8, 3.4571428571428573)","(4.4, 5.4, 4.8374999999999995)","(13.0, 48.0, 46.857142857142854)"
11-01-2023 20:43:25.561855,"(3.8, 4.8, 4.283870967741936)","(15.0, 25.0, 20.25)","(8.0, 17.5, 16.07894736842105)","(8.0, 22.0, 21.428571428571427)","(10.0, 12.5, 11.875)","(3.0, 3.8, 3.4571428571428573)","(4.4, 5.4, 4.8374999999999995)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:26.598564,"(3.8, 4.7, 4.55)","(15.0, 25.0, 20.25)","(8.0, 17.5, 16.07894736842105)","(8.0, 22.0, 21.428571428571427)","(10.0, 12.5, 11.875)","(3.0, 3.8, 3.5)","(4.4, 5.4, 4.8374999999999995)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:27.632870,"(3.8, 4.6, 4.507692307692308)","(15.0, 25.0, 20.25)","(8.0, 17.5, 16.07894736842105)","(8.0, 22.0, 21.428571428571427)","(10.0, 12.5, 11.875)","(3.0, 3.7, 3.3875)","(4.4, 5.4, 4.8374999999999995)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:28.636715,"(3.8, 4.6, 4.507692307692308)","(15.0, 25.0, 20.25)","(8.0, 17.5, 16.07894736842105)","(8.0, 22.0, 21.428571428571427)","(10.0, 12.5, 11.875)","(3.0, 3.7, 3.3875)","(4.4, 5.4, 4.817142857142857)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:29.661975,"(3.8, 4.6, 4.507692307692308)","(15.0, 24.0, 19.75)","(8.0, 17.5, 16.07894736842105)","(8.0, 22.0, 21.555555555555557)","(10.0, 12.5, 11.875)","(3.0, 3.7, 3.3875)","(4.4, 5.4, 4.817142857142857)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:30.730116,"(3.8, 4.6, 4.507692307692308)","(15.0, 24.0, 19.75)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.636363636363637)","(10.0, 12.5, 11.875)","(3.0, 3.7, 3.3875)","(4.4, 5.4, 4.817142857142857)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:31.865696,"(3.8, 4.6, 4.507692307692308)","(15.0, 24.0, 19.75)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.636363636363637)","(10.0, 12.5, 11.875)","(3.0, 3.7, 3.3875)","(4.4, 5.4, 4.817142857142857)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:32.991280,"(3.8, 4.6, 4.507692307692308)","(15.0, 24.0, 19.75)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.636363636363637)","(10.0, 12.5, 10.9375)","(3.0, 3.7, 3.3875)","(4.4, 5.4, 4.817142857142857)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:34.168361,"(3.8, 4.6, 4.507692307692308)","(15.0, 24.0, 19.75)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.636363636363637)","(10.0, 12.5, 10.9375)","(3.0, 3.7, 3.3875)","(4.4, 5.4, 4.817142857142857)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:35.319160,"(3.8, 4.6, 4.449999999999999)","(15.0, 24.0, 16.5625)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.636363636363637)","(10.0, 12.5, 10.9375)","(3.0, 3.7, 3.3875)","(4.4, 5.4, 4.817142857142857)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:36.438695,"(3.8, 4.6, 4.449999999999999)","(15.0, 23.0, 19.25)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.636363636363637)","(10.0, 12.5, 10.576923076923077)","(3.0, 3.7, 3.3875)","(4.4, 5.4, 4.817142857142857)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:37.461418,"(3.8, 4.6, 4.449999999999999)","(15.0, 23.0, 19.25)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.636363636363637)","(10.0, 12.5, 10.576923076923077)","(3.0, 3.7, 3.3875)","(4.4, 5.4, 4.817142857142857)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:38.481718,"(3.8, 4.6, 4.449999999999999)","(15.0, 23.0, 19.25)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.636363636363637)","(10.0, 12.5, 10.535714285714286)","(3.0, 3.7, 3.3875)","(4.4, 5.4, 4.817142857142857)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:39.517439,"(3.8, 4.6, 4.449999999999999)","(15.0, 23.0, 19.25)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.636363636363637)","(10.0, 12.5, 10.208333333333334)","(3.0, 3.7, 3.3875)","(4.4, 5.4, 4.826086956521739)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:40.675393,"(3.8, 4.6, 4.449999999999999)","(15.0, 22.0, 21.142857142857142)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.5)","(10.0, 12.5, 10.208333333333334)","(3.0, 3.7, 3.3875)","(4.4, 5.4, 4.826086956521739)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:41.837172,"(3.8, 4.6, 4.5)","(15.0, 22.0, 21.142857142857142)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.5)","(10.0, 12.5, 10.208333333333334)","(3.0, 3.7, 3.436842105263158)","(4.4, 5.4, 4.826086956521739)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:43.037624,"(3.8, 4.6, 4.5)","(15.0, 22.0, 21.142857142857142)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.708333333333332)","(10.0, 12.5, 10.208333333333334)","(3.0, 3.7, 3.461904761904762)","(4.4, 5.4, 4.826086956521739)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:44.213447,"(3.8, 4.6, 4.5)","(15.0, 22.0, 21.142857142857142)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.75)","(10.0, 12.5, 10.208333333333334)","(3.0, 3.7, 3.461904761904762)","(4.4, 5.4, 4.826086956521739)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:45.389334,"(3.8, 4.6, 4.5)","(15.0, 21.0, 19.875)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.75)","(10.0, 12.5, 10.208333333333334)","(3.0, 3.7, 3.461904761904762)","(4.4, 5.4, 4.826086956521739)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:46.589225,"(3.8, 4.6, 4.5)","(15.0, 21.0, 20.428571428571427)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.75)","(10.0, 12.5, 10.208333333333334)","(3.0, 3.7, 3.461904761904762)","(4.4, 5.4, 4.826086956521739)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:47.728126,"(3.8, 4.6, 4.5)","(15.0, 21.0, 20.0)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.75)","(10.0, 12.5, 10.208333333333334)","(3.0, 3.7, 3.461904761904762)","(4.4, 5.4, 4.826086956521739)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:48.821496,"(3.8, 4.6, 4.5)","(15.0, 21.0, 20.0)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.75)","(10.0, 12.5, 10.208333333333334)","(3.0, 3.7, 3.461904761904762)","(4.4, 5.4, 4.826086956521739)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:49.934334,"(3.8, 4.6, 4.5)","(15.0, 20.0, 19.625)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.73076923076923)","(10.0, 12.5, 10.328947368421053)","(3.0, 3.7, 3.461904761904762)","(4.4, 5.4, 4.892307692307692)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:51.065144,"(3.8, 4.6, 4.5)","(15.0, 20.0, 19.625)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.73076923076923)","(10.0, 12.5, 10.328947368421053)","(3.0, 3.7, 3.461904761904762)","(4.4, 5.4, 4.920833333333333)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:52.171298,"(3.8, 4.6, 4.5)","(15.0, 20.0, 19.625)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.73076923076923)","(10.0, 12.5, 10.328947368421053)","(3.0, 3.7, 3.461904761904762)","(4.4, 5.4, 4.920833333333333)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:53.536018,"(3.8, 4.6, 4.5)","(15.0, 26.0, 24.875)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.73076923076923)","(10.0, 12.5, 10.208333333333334)","(3.0, 3.7, 3.461904761904762)","(4.4, 5.4, 4.825)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:54.851367,"(3.8, 4.6, 4.5)","(15.0, 26.0, 24.875)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.5)","(10.0, 12.5, 10.208333333333334)","(3.0, 3.7, 3.461904761904762)","(4.4, 5.4, 4.871428571428571)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:56.066621,"(3.8, 4.6, 4.5)","(15.0, 26.0, 24.875)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.57142857142857)","(10.0, 12.5, 11.5)","(3.0, 3.7, 3.461904761904762)","(4.4, 5.3, 4.871428571428571)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:57.303287,"(3.8, 4.6, 4.5)","(15.0, 26.0, 23.22222222222222)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.57142857142857)","(10.0, 12.0, 11.5)","(3.0, 3.7, 3.461904761904762)","(4.4, 5.3, 4.871428571428571)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:58.590860,"(3.8, 4.6, 4.5)","(15.0, 25.0, 23.22222222222222)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.57142857142857)","(10.0, 12.0, 11.5)","(3.0, 3.7, 3.461904761904762)","(4.4, 5.3, 4.871428571428571)","(13.0, 48.0, 45.0)"
11-01-2023 20:43:59.703465,"(3.8, 4.6, 4.5)","(15.0, 25.0, 23.22222222222222)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.727272727272727)","(10.0, 12.0, 11.5)","(3.0, 3.7, 3.5611111111111113)","(4.4, 5.3, 4.871428571428571)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:00.883844,"(3.8, 4.6, 4.5)","(15.0, 24.0, 23.125)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.727272727272727)","(10.0, 12.0, 11.5)","(3.0, 3.7, 3.325)","(4.4, 5.3, 4.871428571428571)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:02.041700,"(3.8, 4.6, 4.5)","(15.0, 24.0, 23.125)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.727272727272727)","(10.0, 12.0, 11.5)","(3.0, 3.7, 3.592857142857143)","(4.4, 5.3, 4.871428571428571)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:03.201151,"(3.8, 4.6, 4.5)","(15.0, 24.0, 23.125)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.727272727272727)","(10.0, 12.0, 11.5)","(3.0, 3.7, 3.592857142857143)","(4.4, 5.3, 4.871428571428571)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:04.422458,"(3.8, 4.6, 4.5)","(15.0, 24.0, 23.125)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.727272727272727)","(10.0, 12.0, 11.5)","(3.0, 3.7, 3.592857142857143)","(4.4, 5.3, 5.0)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:05.610226,"(3.8, 4.6, 4.5)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.727272727272727)","(10.0, 12.0, 11.5)","(3.0, 3.7, 3.575)","(4.4, 5.3, 4.957142857142857)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:06.817078,"(3.8, 4.6, 4.5)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.727272727272727)","(10.0, 12.0, 11.5)","(3.0, 3.7, 3.588888888888889)","(4.4, 5.3, 4.957142857142857)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:08.026840,"(3.8, 4.6, 4.5)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.727272727272727)","(10.0, 12.0, 11.5)","(3.0, 3.7, 3.588888888888889)","(4.4, 5.3, 4.871428571428571)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:09.240467,"(3.8, 4.6, 4.5)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.583333333333332)","(10.0, 12.0, 11.5)","(3.0, 3.7, 3.588888888888889)","(4.4, 5.3, 4.871428571428571)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:10.498427,"(3.8, 4.6, 4.5)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 22.0, 21.583333333333332)","(10.0, 12.0, 11.5)","(3.0, 3.7, 3.588888888888889)","(4.4, 5.3, 5.0)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:11.705404,"(3.8, 4.6, 4.5)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 22.0, 22.5)","(10.0, 12.0, 11.5)","(3.0, 3.7, 3.588888888888889)","(4.4, 5.3, 4.957142857142857)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:12.846783,"(3.8, 4.6, 4.5)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5)","(10.0, 12.0, 11.5)","(3.0, 3.7, 3.588888888888889)","(4.4, 5.3, 4.957142857142857)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:14.004164,"(3.8, 4.6, 4.5)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5)","(10.0, 12.0, 11.5)","(3.0, 3.7, 3.588888888888889)","(4.4, 5.3, 4.871428571428571)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:15.141353,"(3.8, 4.6, 4.5)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5)","(10.0, 12.0, 11.5)","(3.0, 3.7, 3.588888888888889)","(4.4, 5.3, 4.871428571428571)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:16.350150,"(3.8, 4.6, 4.449999999999999)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5)","(10.0, 12.0, 11.5)","(3.0, 3.7, 3.588888888888889)","(4.4, 5.3, 5.0)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:17.579861,"(3.8, 4.6, 4.449999999999999)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5)","(10.0, 12.0, 11.5)","(3.0, 3.7, 3.588888888888889)","(4.4, 5.3, 4.957142857142857)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:18.751464,"(3.8, 4.6, 4.449999999999999)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5625)","(10.0, 12.0, 11.5)","(3.0, 3.7, 3.588888888888889)","(4.4, 5.3, 4.957142857142857)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:19.899736,"(3.8, 4.6, 4.449999999999999)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5625)","(10.0, 12.0, 11.333333333333334)","(3.0, 3.7, 3.588888888888889)","(4.4, 5.3, 4.871428571428571)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:21.101822,"(3.8, 4.6, 4.449999999999999)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5625)","(10.0, 12.0, 10.8)","(3.0, 3.7, 3.588888888888889)","(4.4, 5.3, 4.871428571428571)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:22.242202,"(3.8, 4.6, 4.449999999999999)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5625)","(10.0, 12.0, 10.571428571428571)","(3.0, 3.7, 3.588888888888889)","(4.4, 5.3, 4.871428571428571)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:23.435098,"(3.8, 4.6, 4.449999999999999)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5625)","(10.0, 12.0, 10.571428571428571)","(3.0, 3.7, 3.588888888888889)","(4.4, 5.3, 4.871428571428571)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:24.620100,"(3.8, 4.6, 4.449999999999999)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5625)","(10.0, 12.0, 10.571428571428571)","(2.9, 3.7, 3.588888888888889)","(4.4, 5.3, 4.871428571428571)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:25.802098,"(3.9, 4.6, 4.449999999999999)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5625)","(10.0, 12.0, 10.148148148148149)","(2.9, 3.7, 3.588888888888889)","(4.4, 5.3, 5.0)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:27.010314,"(3.9, 4.6, 4.457142857142856)","(15.0, 24.0, 21.666666666666664)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5)","(10.0, 12.0, 10.148148148148149)","(2.9, 3.7, 3.588888888888889)","(4.4, 5.3, 4.957142857142857)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:28.283559,"(3.9, 4.6, 4.457142857142856)","(15.0, 23.0, 21.666666666666664)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5)","(10.0, 12.0, 10.148148148148149)","(2.9, 3.7, 3.6375)","(4.4, 5.3, 4.926666666666667)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:29.511369,"(3.9, 4.6, 4.2785714285714285)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5)","(10.0, 12.0, 10.148148148148149)","(2.9, 3.7, 3.6375)","(4.4, 5.3, 4.835714285714285)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:30.756363,"(3.9, 4.6, 4.2785714285714285)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5)","(10.0, 12.0, 10.148148148148149)","(2.9, 3.7, 3.6375)","(4.4, 5.3, 4.814285714285714)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:31.983095,"(3.9, 4.6, 4.35)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5)","(10.0, 12.0, 10.148148148148149)","(2.9, 3.7, 3.6375)","(4.4, 5.3, 4.852631578947368)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:33.270143,"(3.9, 4.5, 4.253846153846154)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5)","(10.0, 12.0, 10.148148148148149)","(2.9, 3.7, 3.6375)","(4.4, 5.3, 4.911428571428572)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:34.464736,"(3.9, 4.5, 4.1875)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5)","(10.0, 12.0, 10.148148148148149)","(2.9, 3.7, 3.6375)","(4.4, 5.3, 4.911428571428572)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:35.635942,"(3.9, 4.5, 4.1875)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5)","(10.0, 12.0, 10.148148148148149)","(2.9, 3.7, 3.6375)","(4.4, 5.3, 4.814285714285714)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:36.716443,"(3.9, 4.5, 4.261904761904762)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5)","(10.0, 12.0, 10.148148148148149)","(2.9, 3.7, 3.6375)","(4.4, 5.3, 4.814285714285714)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:37.846257,"(3.9, 4.5, 4.261904761904762)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5)","(10.0, 12.0, 10.148148148148149)","(2.9, 3.7, 3.6375)","(4.4, 5.3, 4.852631578947368)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:38.987132,"(3.9, 4.5, 4.261904761904762)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5)","(10.0, 12.0, 10.148148148148149)","(2.9, 3.7, 3.6375)","(4.4, 5.3, 4.911428571428572)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:40.133755,"(3.9, 4.5, 4.261904761904762)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5)","(10.0, 12.0, 10.148148148148149)","(2.9, 3.7, 3.6375)","(4.4, 5.3, 4.911428571428572)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:41.297486,"(3.9, 4.5, 4.1875)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5)","(10.0, 12.0, 10.148148148148149)","(2.9, 3.7, 3.588888888888889)","(4.4, 5.3, 4.846875)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:42.457962,"(3.9, 4.5, 4.1875)","(15.0, 24.0, 20.266666666666666)","(8.0, 17.5, 16.15)","(8.0, 23.0, 22.5)","(10.0, 12.0, 10.148148148148149)","(2.9, 3.7, 3.588888888888889)","(4.4, 5.3, 4.846875)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:43.659754,"(3.9, 4.5, 4.045454545454546)","(16.0, 24.0, 19.333333333333332)","(8.5, 17.5, 16.15)","(8.5, 23.0, 22.5)","(10.0, 12.0, 10.148148148148149)","(2.9, 3.7, 3.588888888888889)","(4.4, 5.3, 4.846875)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:44.988704,"(3.9, 4.5, 4.045454545454546)","(16.0, 24.0, 19.333333333333332)","(8.5, 17.5, 16.15)","(8.5, 23.0, 22.5)","(10.0, 12.0, 10.148148148148149)","(2.9, 3.7, 3.588888888888889)","(4.4, 5.3, 4.846875)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:46.531381,"(3.9, 4.5, 4.045454545454546)","(16.0, 24.0, 19.333333333333332)","(8.5, 17.5, 15.75)","(8.5, 23.0, 22.5)","(10.0, 12.0, 10.148148148148149)","(2.9, 3.7, 3.588888888888889)","(4.4, 5.3, 4.846875)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:48.124096,"(3.9, 4.5, 4.25)","(16.0, 24.0, 19.333333333333332)","(8.5, 17.5, 16.1)","(8.5, 23.0, 22.5)","(10.0, 12.0, 10.125)","(2.9, 3.7, 3.588888888888889)","(4.4, 5.3, 5.01)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:49.396603,"(3.9, 4.5, 4.25)","(16.0, 24.0, 19.333333333333332)","(8.5, 17.5, 16.1)","(8.5, 23.0, 22.5)","(10.0, 12.0, 10.125)","(2.9, 3.7, 3.588888888888889)","(4.4, 5.3, 5.017647058823529)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:50.607690,"(3.9, 4.5, 4.25)","(16.0, 24.0, 19.333333333333332)","(8.5, 17.5, 16.45)","(8.5, 23.0, 22.5)","(10.0, 12.0, 10.125)","(2.9, 3.7, 3.588888888888889)","(4.4, 5.3, 5.017647058823529)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:51.829544,"(3.9, 4.5, 4.25)","(16.0, 24.0, 19.333333333333332)","(8.5, 17.5, 16.264705882352942)","(8.5, 23.0, 22.5)","(10.0, 12.0, 10.125)","(2.9, 3.7, 3.588888888888889)","(4.4, 5.3, 5.017647058823529)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:52.991496,"(3.9, 4.5, 4.25)","(16.0, 24.0, 19.333333333333332)","(8.5, 17.5, 16.264705882352942)","(8.5, 23.0, 22.5)","(10.0, 12.0, 10.125)","(2.9, 3.7, 3.588888888888889)","(4.4, 5.3, 5.017647058823529)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:54.070704,"(3.9, 4.5, 4.25)","(16.0, 24.0, 19.333333333333332)","(8.5, 17.5, 16.264705882352942)","(8.5, 23.0, 22.5)","(10.0, 12.0, 10.125)","(2.9, 3.7, 3.588888888888889)","(4.4, 5.3, 5.017647058823529)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:55.149436,"(3.9, 4.5, 4.25)","(16.0, 24.0, 19.333333333333332)","(8.5, 17.5, 16.264705882352942)","(8.5, 23.0, 22.5)","(10.0, 12.0, 10.125)","(2.9, 3.7, 3.588888888888889)","(4.4, 5.3, 5.017647058823529)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:56.319207,"(3.9, 4.5, 4.25)","(16.0, 24.0, 19.333333333333332)","(8.5, 17.5, 16.264705882352942)","(8.5, 23.0, 22.5)","(10.0, 12.0, 10.125)","(2.9, 3.7, 3.588888888888889)","(4.4, 5.3, 5.017647058823529)","(13.0, 48.0, 45.0)"
11-01-2023 20:44:57.465253,"(3.9, 4.5, 4.25)","(16.0, 24.0, 19.333333333333332)","(8.5, 17.5, 16.264705882352942)","(8.5, 23.0, 22.5)","(10.0, 12.0, 10.375)","(2.9, 3.7, 3.540909090909091)","(4.4, 5.3, 5.017647058823529)","(13.0, 48.0, 45.0)"
