,Arentee,Lucky Exchange,I Am Lethal,Ready For Anything,Mobstar,Prime Asset,Spiritualised,Pentito,Charlies Case,Resonator,Wealthy Investor,Daytona,West Of Africa,Oakfield Triumph,Data Patch
07-01-2023 16:11:47.504138,"(5.5, 6.2, 6.067924528301887)","(31.0, 160.0, 109.0)","(7.5, 9.0, 8.820192307692308)","(81.0, 180.0, 164.0)","(21.0, 48.0, 45.75)","(51.0, 85.0, 80.34482758620689)","(5.5, 7.0, 6.803508771929824)","(71.0, 100.0, 96.66666666666667)","(51.0, 100.0, 95.625)","(3.5, 3.9, 3.871264367816092)","(51.0, 85.0, 70.91836734693878)","(8.5, 11.5, 10.709302325581396)","(6.0, 7.4, 7.102222222222222)","(71.0, 100.0, 96.0)","(71.0, 130.0, 110.0)"
07-01-2023 16:11:49.319117,"(5.5, 6.2, 6.067924528301887)","(31.0, 160.0, 109.0)","(7.5, 9.0, 8.820192307692308)","(81.0, 180.0, 165.45454545454544)","(21.0, 48.0, 45.75)","(51.0, 85.0, 80.34482758620689)","(5.5, 7.0, 6.803508771929824)","(71.0, 100.0, 96.66666666666667)","(51.0, 100.0, 95.625)","(3.5, 3.9, 3.871264367816092)","(51.0, 85.0, 70.91836734693878)","(8.5, 11.5, 10.697802197802197)","(6.0, 7.4, 7.0928366762177655)","(71.0, 100.0, 96.0)","(71.0, 130.0, 110.0)"
07-01-2023 16:11:51.108737,"(5.5, 6.2, 6.067924528301887)","(31.0, 160.0, 109.0)","(7.5, 9.0, 8.820192307692308)","(81.0, 180.0, 165.45454545454544)","(21.0, 48.0, 45.75)","(51.0, 85.0, 80.34482758620689)","(5.5, 7.0, 6.803508771929824)","(71.0, 100.0, 96.66666666666667)","(51.0, 100.0, 95.625)","(3.5, 3.9, 3.871264367816092)","(51.0, 85.0, 70.91836734693878)","(8.5, 11.5, 10.697802197802197)","(6.0, 7.4, 7.0928366762177655)","(71.0, 100.0, 96.0)","(71.0, 130.0, 110.0)"
07-01-2023 16:11:52.988177,"(5.5, 6.2, 6.085714285714285)","(31.0, 160.0, 70.83333333333333)","(7.5, 9.0, 8.843514644351465)","(81.0, 180.0, 156.0)","(21.0, 48.0, 44.57142857142857)","(51.0, 85.0, 80.5)","(5.5, 7.0, 6.781443298969072)","(71.0, 100.0, 97.0)","(51.0, 100.0, 95.88235294117646)","(3.5, 3.9, 3.8759615384615387)","(51.0, 85.0, 71.2)","(8.5, 11.5, 11.02183406113537)","(6.0, 7.4, 7.227831715210356)","(71.0, 100.0, 96.0)","(71.0, 130.0, 111.53846153846153)"
07-01-2023 16:11:54.801508,"(5.5, 6.2, 6.085714285714285)","(31.0, 75.0, 70.55555555555556)","(7.5, 9.0, 8.838793103448277)","(81.0, 180.0, 165.45454545454544)","(21.0, 48.0, 45.75)","(51.0, 85.0, 81.0)","(5.5, 6.8, 6.808547008547008)","(71.0, 100.0, 96.66666666666667)","(51.0, 100.0, 95.625)","(3.5, 3.9, 3.8626865671641792)","(51.0, 85.0, 70.91836734693878)","(8.5, 11.5, 11.002272727272727)","(6.0, 7.4, 7.236666666666667)","(71.0, 100.0, 96.0)","(71.0, 130.0, 110.0)"
07-01-2023 16:11:56.741768,"(5.5, 6.2, 6.062765957446809)","(31.0, 75.0, 71.66666666666667)","(7.5, 9.0, 8.822660098522167)","(81.0, 180.0, 162.85714285714286)","(21.0, 48.0, 46.0)","(51.0, 85.0, 81.06060606060606)","(5.5, 7.0, 6.859999999999999)","(71.0, 100.0, 98.0)","(51.0, 100.0, 96.0)","(3.5, 3.9, 3.8677083333333333)","(51.0, 85.0, 70.91836734693878)","(8.5, 11.5, 11.00233644859813)","(6.0, 7.4, 7.242307692307692)","(71.0, 100.0, 96.66666666666667)","(71.0, 130.0, 110.0)"
07-01-2023 16:11:58.504226,"(5.5, 6.2, 6.062765957446809)","(31.0, 75.0, 71.66666666666667)","(7.5, 9.0, 8.822660098522167)","(81.0, 180.0, 162.85714285714286)","(21.0, 48.0, 46.61538461538461)","(51.0, 85.0, 81.06060606060606)","(5.5, 7.0, 6.859999999999999)","(71.0, 100.0, 98.0)","(51.0, 100.0, 96.0)","(3.5, 3.9, 3.8723684210526317)","(51.0, 85.0, 71.98113207547169)","(8.5, 11.5, 11.00233644859813)","(6.0, 7.4, 7.242307692307692)","(71.0, 100.0, 96.66666666666667)","(71.0, 130.0, 113.52941176470588)"
07-01-2023 16:12:00.342174,"(5.5, 6.2, 6.061988304093568)","(31.0, 75.0, 71.66666666666667)","(7.5, 9.0, 8.83177570093458)","(81.0, 180.0, 162.85714285714286)","(21.0, 48.0, 46.61538461538461)","(51.0, 85.0, 81.06060606060606)","(5.5, 7.0, 6.859999999999999)","(71.0, 100.0, 98.0)","(51.0, 100.0, 96.0)","(3.5, 3.9, 3.8723684210526317)","(51.0, 85.0, 71.98113207547169)","(8.5, 11.5, 11.00233644859813)","(6.0, 7.4, 7.242307692307692)","(71.0, 100.0, 96.66666666666667)","(71.0, 130.0, 113.52941176470588)"
07-01-2023 16:12:02.116496,"(5.5, 6.2, 6.054088050314466)","(31.0, 75.0, 71.66666666666667)","(7.5, 9.0, 8.82608695652174)","(81.0, 180.0, 162.85714285714286)","(21.0, 48.0, 45.81818181818182)","(51.0, 85.0, 80.51724137931035)","(5.5, 7.0, 6.957575757575757)","(71.0, 100.0, 98.125)","(51.0, 100.0, 95.0)","(3.5, 3.9, 3.8723684210526317)","(51.0, 85.0, 71.98113207547169)","(8.5, 11.5, 10.691011235955056)","(6.0, 7.4, 7.2384615384615385)","(71.0, 100.0, 94.0)","(71.0, 130.0, 113.42105263157895)"
07-01-2023 16:12:04.137074,"(5.5, 6.2, 6.049350649350649)","(31.0, 75.0, 71.66666666666667)","(7.5, 9.0, 8.82857142857143)","(81.0, 180.0, 165.0)","(21.0, 48.0, 46.0)","(51.0, 85.0, 80.51724137931035)","(5.5, 7.0, 6.884507042253521)","(71.0, 100.0, 98.33333333333333)","(51.0, 100.0, 95.0)","(3.5, 3.9, 3.8761363636363635)","(51.0, 85.0, 71.98113207547169)","(8.5, 11.5, 10.684905660377359)","(6.0, 7.4, 7.227160493827161)","(71.0, 100.0, 94.0)","(71.0, 130.0, 113.42105263157895)"
07-01-2023 16:12:06.181924,"(5.5, 6.2, 6.049350649350649)","(31.0, 75.0, 92.5)","(7.5, 9.0, 8.821782178217822)","(81.0, 180.0, 156.0)","(21.0, 48.0, 46.0)","(51.0, 85.0, 80.35714285714286)","(5.5, 7.2, 6.884507042253521)","(71.0, 100.0, 98.33333333333333)","(51.0, 100.0, 95.0)","(3.5, 3.9, 3.877659574468085)","(51.0, 85.0, 75.2127659574468)","(8.5, 11.5, 10.684905660377359)","(6.0, 7.4, 7.227160493827161)","(71.0, 100.0, 94.0)","(71.0, 130.0, 101.36363636363636)"
07-01-2023 16:12:08.444577,"(5.5, 6.2, 6.086792452830188)","(31.0, 160.0, 82.85714285714286)","(7.5, 9.0, 8.821782178217822)","(81.0, 180.0, 156.0)","(21.0, 48.0, 46.0)","(51.0, 85.0, 80.18518518518519)","(5.5, 7.2, 6.713432835820895)","(71.0, 100.0, 98.33333333333333)","(51.0, 100.0, 95.0)","(3.5, 3.9, 3.877659574468085)","(51.0, 85.0, 75.2127659574468)","(8.5, 11.5, 10.684905660377359)","(6.0, 7.4, 7.227160493827161)","(71.0, 100.0, 94.0)","(71.0, 130.0, 110.71428571428571)"
07-01-2023 16:12:10.457370,"(5.5, 6.2, 6.0600000000000005)","(31.0, 160.0, 82.85714285714286)","(7.5, 9.0, 8.821782178217822)","(81.0, 180.0, 140.0)","(21.0, 48.0, 46.0)","(51.0, 85.0, 80.18518518518519)","(5.5, 7.0, 6.659459459459459)","(71.0, 100.0, 98.33333333333333)","(51.0, 100.0, 95.0)","(3.5, 3.9, 3.8948275862068966)","(51.0, 85.0, 75.2127659574468)","(8.5, 11.5, 10.68796992481203)","(6.0, 7.4, 7.227160493827161)","(71.0, 100.0, 94.0)","(71.0, 130.0, 110.71428571428571)"
07-01-2023 16:12:12.441757,"(5.5, 6.2, 6.342857142857143)","(31.0, 160.0, 82.85714285714286)","(7.5, 9.0, 8.821782178217822)","(81.0, 180.0, 140.0)","(21.0, 48.0, 45.69230769230769)","(51.0, 85.0, 80.18518518518519)","(5.5, 6.8, 6.615384615384615)","(71.0, 100.0, 98.33333333333333)","(51.0, 100.0, 95.0)","(3.5, 3.9, 3.9232558139534883)","(51.0, 85.0, 75.2127659574468)","(8.5, 11.5, 10.684905660377359)","(6.0, 7.4, 7.227160493827161)","(71.0, 100.0, 94.0)","(71.0, 130.0, 110.71428571428571)"
07-01-2023 16:12:14.210993,"(5.5, 6.4, 6.283333333333333)","(31.0, 160.0, 82.85714285714286)","(7.5, 9.0, 8.817120622568094)","(81.0, 180.0, 161.53846153846155)","(21.0, 48.0, 45.69230769230769)","(51.0, 85.0, 80.18518518518519)","(5.5, 6.8, 6.67027027027027)","(71.0, 100.0, 98.33333333333333)","(51.0, 100.0, 95.0)","(3.5, 3.95, 3.9232558139534883)","(51.0, 85.0, 75.2127659574468)","(8.5, 11.5, 10.65953307392996)","(6.0, 7.4, 7.227160493827161)","(71.0, 100.0, 94.0)","(71.0, 130.0, 115.0)"
07-01-2023 16:12:16.133130,"(5.5, 6.4, 6.283333333333333)","(31.0, 160.0, 82.85714285714286)","(7.5, 9.0, 8.817120622568094)","(81.0, 180.0, 151.76470588235293)","(21.0, 48.0, 45.69230769230769)","(51.0, 85.0, 80.18518518518519)","(5.5, 6.8, 6.643333333333333)","(71.0, 100.0, 98.33333333333333)","(51.0, 100.0, 95.0)","(3.5, 3.95, 3.9232558139534883)","(51.0, 85.0, 75.2127659574468)","(8.5, 11.5, 10.636)","(6.0, 7.4, 7.227160493827161)","(71.0, 100.0, 94.0)","(71.0, 130.0, 115.0)"
07-01-2023 16:12:17.939198,"(5.5, 6.4, 6.283333333333333)","(31.0, 160.0, 82.85714285714286)","(7.5, 9.0, 8.817120622568094)","(91.0, 180.0, 151.76470588235293)","(21.0, 48.0, 45.69230769230769)","(51.0, 85.0, 80.18518518518519)","(5.5, 6.8, 6.608163265306122)","(71.0, 100.0, 98.33333333333333)","(51.0, 100.0, 95.0)","(3.5, 3.95, 3.9232558139534883)","(51.0, 85.0, 75.2127659574468)","(8.5, 11.5, 10.636)","(6.0, 7.4, 7.227160493827161)","(71.0, 100.0, 94.0)","(71.0, 130.0, 110.0)"
07-01-2023 16:12:19.736366,"(5.5, 6.4, 6.24)","(31.0, 160.0, 82.85714285714286)","(7.5, 9.0, 8.817120622568094)","(91.0, 180.0, 143.07692307692307)","(21.0, 48.0, 45.69230769230769)","(51.0, 85.0, 80.18518518518519)","(5.5, 6.8, 6.661904761904761)","(71.0, 100.0, 98.33333333333333)","(51.0, 100.0, 95.0)","(3.5, 3.95, 3.870149253731343)","(51.0, 85.0, 75.2127659574468)","(8.5, 11.5, 10.636)","(6.0, 7.4, 7.227160493827161)","(71.0, 100.0, 94.0)","(71.0, 130.0, 110.0)"
07-01-2023 16:12:21.645951,"(5.5, 6.4, 6.321212121212121)","(31.0, 160.0, 92.5)","(7.5, 9.0, 8.81923076923077)","(91.0, 180.0, 143.07692307692307)","(21.0, 48.0, 45.857142857142854)","(51.0, 85.0, 80.18518518518519)","(5.5, 6.8, 6.25531914893617)","(71.0, 100.0, 98.33333333333333)","(51.0, 100.0, 95.0)","(3.5, 3.9, 3.875609756097561)","(51.0, 85.0, 75.2127659574468)","(8.5, 11.5, 11.015695067264573)","(6.0, 7.4, 7.234645669291339)","(71.0, 100.0, 94.0)","(71.0, 130.0, 110.0)"
07-01-2023 16:12:23.458487,"(5.5, 6.4, 6.423076923076923)","(31.0, 160.0, 82.85714285714286)","(7.5, 9.0, 8.817120622568094)","(91.0, 180.0, 150.0)","(21.0, 48.0, 45.69230769230769)","(51.0, 85.0, 80.18518518518519)","(5.5, 6.4, 6.441666666666666)","(71.0, 100.0, 98.33333333333333)","(51.0, 100.0, 95.0)","(3.5, 3.9, 3.8959183673469386)","(51.0, 85.0, 75.2127659574468)","(8.5, 11.5, 10.636)","(6.0, 7.4, 7.227160493827161)","(71.0, 100.0, 94.0)","(71.0, 130.0, 113.33333333333333)"
07-01-2023 16:12:25.376759,"(5.5, 6.6, 6.288888888888889)","(31.0, 160.0, 82.85714285714286)","(7.5, 9.0, 8.817120622568094)","(91.0, 180.0, 143.07692307692307)","(21.0, 48.0, 45.69230769230769)","(51.0, 85.0, 80.18518518518519)","(5.5, 6.6, 6.505)","(71.0, 100.0, 98.33333333333333)","(51.0, 100.0, 95.0)","(3.5, 3.9, 3.8633333333333333)","(51.0, 85.0, 75.2127659574468)","(8.5, 11.5, 10.636)","(6.0, 7.4, 7.227160493827161)","(71.0, 100.0, 94.0)","(71.0, 130.0, 110.0)"
07-01-2023 16:12:27.097523,"(5.5, 6.4, 6.272727272727273)","(31.0, 160.0, 82.85714285714286)","(7.5, 9.0, 8.81923076923077)","(91.0, 180.0, 152.22222222222223)","(21.0, 48.0, 45.857142857142854)","(51.0, 85.0, 80.18518518518519)","(5.5, 6.6, 6.672727272727273)","(71.0, 100.0, 98.33333333333333)","(51.0, 100.0, 95.0)","(3.5, 3.95, 3.8708333333333336)","(51.0, 85.0, 75.2127659574468)","(8.5, 11.5, 10.747386759581882)","(6.0, 7.4, 7.229268292682927)","(71.0, 100.0, 94.0)","(71.0, 130.0, 110.0)"
07-01-2023 16:12:28.995414,"(5.5, 6.4, 6.404255319148937)","(31.0, 160.0, 82.85714285714286)","(7.5, 9.0, 8.825278810408923)","(91.0, 180.0, 146.66666666666666)","(21.0, 48.0, 45.857142857142854)","(51.0, 85.0, 80.18518518518519)","(5.5, 6.8, 6.701538461538462)","(71.0, 100.0, 98.33333333333333)","(51.0, 100.0, 95.0)","(3.5, 3.85, 3.795901639344262)","(51.0, 85.0, 75.2127659574468)","(8.5, 11.5, 10.747386759581882)","(6.0, 7.4, 7.2424908424908425)","(71.0, 100.0, 94.0)","(71.0, 130.0, 113.33333333333333)"
07-01-2023 16:12:30.736960,"(5.5, 6.6, 6.278688524590164)","(31.0, 160.0, 82.85714285714286)","(7.5, 9.0, 8.81923076923077)","(91.0, 180.0, 146.66666666666666)","(21.0, 48.0, 45.857142857142854)","(51.0, 85.0, 80.18518518518519)","(5.5, 6.8, 6.653333333333333)","(71.0, 100.0, 98.33333333333333)","(51.0, 100.0, 95.0)","(3.5, 3.85, 3.8)","(51.0, 85.0, 75.2127659574468)","(8.5, 11.5, 10.731316725978647)","(6.0, 7.4, 7.22591093117409)","(71.0, 100.0, 94.0)","(71.0, 130.0, 110.0)"
07-01-2023 16:12:32.843764,"(5.5, 6.6, 6.2827586206896555)","(31.0, 160.0, 82.85714285714286)","(7.5, 9.0, 8.81923076923077)","(91.0, 180.0, 146.66666666666666)","(21.0, 48.0, 45.857142857142854)","(51.0, 85.0, 80.18518518518519)","(5.5, 6.8, 6.644444444444444)","(71.0, 100.0, 98.33333333333333)","(51.0, 100.0, 95.0)","(3.5, 3.85, 3.8)","(51.0, 85.0, 75.2127659574468)","(8.5, 11.5, 10.803225806451612)","(6.0, 7.4, 7.22591093117409)","(71.0, 100.0, 94.0)","(71.0, 130.0, 110.0)"
07-01-2023 16:12:34.768473,"(5.5, 6.6, 6.303225806451613)","(31.0, 160.0, 82.85714285714286)","(7.5, 9.0, 8.81923076923077)","(91.0, 180.0, 152.22222222222223)","(21.0, 48.0, 45.857142857142854)","(51.0, 85.0, 80.18518518518519)","(5.5, 6.8, 6.644444444444444)","(71.0, 100.0, 98.33333333333333)","(51.0, 100.0, 95.0)","(3.5, 3.85, 3.8)","(51.0, 85.0, 75.2127659574468)","(8.5, 11.5, 10.803225806451612)","(6.0, 7.4, 7.22591093117409)","(71.0, 100.0, 94.0)","(71.0, 130.0, 110.0)"
07-01-2023 16:12:36.569477,"(5.5, 6.6, 6.342222222222222)","(31.0, 160.0, 82.85714285714286)","(7.5, 9.0, 8.818450184501845)","(91.0, 180.0, 151.76470588235293)","(21.0, 48.0, 44.4)","(51.0, 85.0, 80.18518518518519)","(5.5, 6.8, 6.741935483870968)","(71.0, 100.0, 98.33333333333333)","(51.0, 100.0, 95.0)","(3.5, 3.85, 3.819318181818182)","(51.0, 85.0, 72.66666666666667)","(8.5, 11.5, 10.803225806451612)","(6.0, 7.4, 7.224521072796935)","(71.0, 100.0, 94.0)","(71.0, 130.0, 106.66666666666667)"
07-01-2023 16:12:38.348985,"(5.5, 6.6, 6.4)","(31.0, 160.0, 82.85714285714286)","(7.5, 9.0, 8.818450184501845)","(91.0, 180.0, 151.76470588235293)","(21.0, 46.0, 44.4)","(51.0, 85.0, 80.18518518518519)","(5.5, 6.8, 6.741935483870968)","(71.0, 100.0, 98.33333333333333)","(51.0, 100.0, 95.0)","(3.5, 3.85, 3.819318181818182)","(51.0, 80.0, 72.66666666666667)","(8.5, 11.5, 10.803225806451612)","(6.0, 7.4, 7.224521072796935)","(71.0, 100.0, 94.0)","(71.0, 120.0, 106.66666666666667)"
07-01-2023 16:12:40.203675,"(5.5, 6.6, 6.3731343283582085)","(31.0, 160.0, 82.85714285714286)","(7.5, 9.0, 8.818450184501845)","(91.0, 180.0, 158.57142857142856)","(21.0, 46.0, 44.4)","(51.0, 85.0, 80.17857142857143)","(5.5, 6.8, 6.745454545454545)","(71.0, 100.0, 98.33333333333333)","(51.0, 100.0, 95.0)","(3.5, 3.85, 3.7984848484848484)","(51.0, 80.0, 72.66666666666667)","(8.5, 11.5, 10.805466237942122)","(6.0, 7.4, 7.224521072796935)","(71.0, 100.0, 94.0)","(71.0, 120.0, 106.66666666666667)"
07-01-2023 16:12:42.165420,"(5.5, 6.6, 6.323076923076923)","(31.0, 160.0, 82.85714285714286)","(7.5, 9.0, 8.818450184501845)","(91.0, 180.0, 158.57142857142856)","(21.0, 46.0, 44.4)","(51.0, 85.0, 80.17857142857143)","(5.5, 6.8, 6.745454545454545)","(71.0, 100.0, 98.33333333333333)","(51.0, 100.0, 95.0)","(3.5, 3.8, 3.7984848484848484)","(51.0, 80.0, 72.66666666666667)","(8.5, 11.5, 10.805466237942122)","(6.0, 7.4, 7.224521072796935)","(71.0, 100.0, 94.0)","(71.0, 120.0, 106.66666666666667)"
07-01-2023 16:12:43.928042,"(5.5, 6.6, 6.270588235294118)","(31.0, 160.0, 82.85714285714286)","(7.5, 9.0, 8.644285714285713)","(91.0, 180.0, 140.0)","(21.0, 46.0, 45.0)","(51.0, 85.0, 80.18518518518519)","(5.5, 6.8, 6.816666666666666)","(71.0, 100.0, 98.33333333333333)","(51.0, 100.0, 95.0)","(3.5, 3.8, 3.805769230769231)","(51.0, 80.0, 70.9090909090909)","(8.5, 11.5, 10.806188925081432)","(6.0, 7.4, 7.23826714801444)","(71.0, 100.0, 94.0)","(71.0, 120.0, 107.27272727272727)"
07-01-2023 16:12:45.908985,"(5.5, 6.4, 6.266666666666667)","(31.0, 160.0, 110.9090909090909)","(7.5, 9.0, 8.644285714285713)","(91.0, 180.0, 140.0)","(21.0, 46.0, 44.57142857142857)","(51.0, 85.0, 71.17647058823529)","(5.5, 7.0, 6.812121212121212)","(71.0, 100.0, 98.33333333333333)","(51.0, 100.0, 95.0)","(3.5, 3.85, 3.8021367521367524)","(51.0, 80.0, 70.9090909090909)","(8.5, 11.5, 10.812903225806451)","(6.0, 7.4, 7.2250000000000005)","(71.0, 100.0, 96.66666666666667)","(81.0, 120.0, 107.27272727272727)"
07-01-2023 16:12:47.798181,"(5.5, 6.4, 6.407407407407407)","(31.0, 160.0, 110.9090909090909)","(7.5, 9.0, 8.80650406504065)","(91.0, 180.0, 163.33333333333334)","(21.0, 46.0, 44.57142857142857)","(51.0, 75.0, 70.66666666666667)","(5.5, 7.0, 6.747058823529412)","(71.0, 100.0, 98.33333333333333)","(51.0, 100.0, 95.0)","(3.5, 3.85, 3.805769230769231)","(51.0, 80.0, 71.53846153846153)","(8.5, 11.5, 10.806188925081432)","(6.0, 7.4, 7.240304182509506)","(71.0, 100.0, 94.0)","(81.0, 120.0, 107.27272727272727)"
07-01-2023 16:12:49.730210,"(5.5, 6.6, 6.463414634146341)","(31.0, 160.0, 92.5)","(7.5, 9.0, 8.65)","(91.0, 180.0, 163.33333333333334)","(21.0, 46.0, 45.0)","(51.0, 75.0, 70.55555555555556)","(5.5, 6.8, 6.703703703703703)","(71.0, 100.0, 98.33333333333333)","(51.0, 100.0, 95.0)","(3.5, 3.85, 3.790277777777778)","(51.0, 80.0, 72.14285714285714)","(8.5, 11.5, 10.823809523809524)","(6.0, 7.4, 7.242696629213484)","(71.0, 100.0, 94.0)","(81.0, 120.0, 107.27272727272727)"
07-01-2023 16:12:51.519107,"(5.5, 6.6, 6.306666666666667)","(31.0, 160.0, 92.5)","(7.5, 9.0, 8.653818181818181)","(91.0, 180.0, 164.6153846153846)","(21.0, 46.0, 45.07692307692308)","(51.0, 75.0, 70.71428571428571)","(5.5, 6.8, 6.716129032258064)","(71.0, 100.0, 98.5)","(51.0, 100.0, 95.38461538461539)","(3.5, 3.8, 3.80625)","(51.0, 80.0, 70.625)","(8.5, 11.5, 10.817307692307692)","(6.0, 7.4, 7.245018450184502)","(71.0, 100.0, 95.0)","(81.0, 120.0, 108.33333333333333)"
07-01-2023 16:12:53.055244,"(5.5, 6.6, 6.453333333333333)","(31.0, 160.0, 92.5)","(7.5, 9.0, 8.653818181818181)","(91.0, 180.0, 164.6153846153846)","(21.0, 46.0, 45.07692307692308)","(51.0, 75.0, 70.71428571428571)","(5.5, 6.8, 6.716129032258064)","(71.0, 100.0, 98.5)","(51.0, 100.0, 95.38461538461539)","(3.5, 3.85, 3.817647058823529)","(51.0, 80.0, 70.625)","(8.5, 11.5, 10.817307692307692)","(6.0, 7.4, 7.245018450184502)","(71.0, 100.0, 95.0)","(81.0, 120.0, 108.33333333333333)"
07-01-2023 16:12:54.836526,"(5.5, 6.6, 6.453333333333333)","(31.0, 160.0, 92.5)","(7.5, 9.0, 8.653818181818181)","(91.0, 180.0, 164.6153846153846)","(21.0, 46.0, 45.07692307692308)","(51.0, 75.0, 70.66666666666667)","(5.5, 6.8, 6.716129032258064)","(71.0, 100.0, 98.5)","(51.0, 100.0, 95.38461538461539)","(3.5, 3.85, 3.817647058823529)","(51.0, 80.0, 70.625)","(8.5, 11.5, 10.817307692307692)","(6.0, 7.4, 7.245018450184502)","(71.0, 100.0, 95.0)","(81.0, 120.0, 108.33333333333333)"
07-01-2023 16:12:56.563127,"(5.5, 6.6, 6.426666666666667)","(31.0, 160.0, 100.0)","(7.5, 9.0, 8.651748251748252)","(91.0, 180.0, 157.14285714285714)","(21.0, 46.0, 45.07692307692308)","(51.0, 75.0, 70.66666666666667)","(5.5, 6.8, 6.465693430656934)","(71.0, 100.0, 98.5)","(51.0, 100.0, 95.38461538461539)","(3.5, 3.85, 3.82)","(51.0, 80.0, 70.625)","(8.5, 11.5, 10.842592592592592)","(6.0, 7.4, 7.24280701754386)","(71.0, 100.0, 95.0)","(81.0, 120.0, 108.33333333333333)"
07-01-2023 16:12:58.560774,"(5.5, 6.6, 6.426666666666667)","(31.0, 160.0, 115.0)","(7.5, 9.0, 8.651748251748252)","(91.0, 180.0, 157.14285714285714)","(21.0, 46.0, 45.07692307692308)","(51.0, 75.0, 70.66666666666667)","(5.5, 6.6, 6.465693430656934)","(71.0, 100.0, 98.5)","(51.0, 100.0, 95.38461538461539)","(3.5, 3.85, 3.8425925925925926)","(51.0, 80.0, 70.625)","(8.5, 11.5, 10.840557275541796)","(6.0, 7.4, 7.24280701754386)","(71.0, 100.0, 96.66666666666667)","(81.0, 120.0, 108.33333333333333)"
07-01-2023 16:13:00.325671,"(5.5, 6.6, 6.426666666666667)","(31.0, 160.0, 87.14285714285714)","(7.5, 9.0, 8.651748251748252)","(91.0, 180.0, 157.14285714285714)","(21.0, 46.0, 45.07692307692308)","(51.0, 75.0, 70.66666666666667)","(5.5, 6.6, 6.465693430656934)","(71.0, 100.0, 98.5)","(51.0, 100.0, 95.38461538461539)","(3.5, 3.85, 3.8333333333333335)","(51.0, 80.0, 70.625)","(8.5, 11.5, 10.84862385321101)","(6.0, 7.4, 7.24280701754386)","(71.0, 100.0, 96.66666666666667)","(81.0, 120.0, 108.33333333333333)"
07-01-2023 16:13:02.018421,"(5.5, 6.6, 6.426666666666667)","(31.0, 160.0, 87.14285714285714)","(7.5, 9.0, 8.651748251748252)","(91.0, 180.0, 157.14285714285714)","(21.0, 46.0, 45.07692307692308)","(51.0, 75.0, 70.66666666666667)","(5.5, 6.6, 6.465693430656934)","(71.0, 100.0, 98.5)","(51.0, 100.0, 95.38461538461539)","(3.5, 3.85, 3.8333333333333335)","(51.0, 80.0, 70.625)","(8.5, 11.5, 10.84862385321101)","(6.0, 7.4, 7.24280701754386)","(71.0, 100.0, 96.66666666666667)","(81.0, 120.0, 108.33333333333333)"
07-01-2023 16:13:03.736911,"(5.5, 6.6, 6.426666666666667)","(31.0, 160.0, 95.71428571428571)","(7.5, 9.0, 8.8106463878327)","(91.0, 180.0, 160.0)","(21.0, 46.0, 45.142857142857146)","(51.0, 75.0, 70.35714285714286)","(5.5, 6.6, 6.244337349397591)","(71.0, 100.0, 98.5)","(51.0, 100.0, 95.38461538461539)","(3.5, 3.85, 3.8402439024390245)","(51.0, 80.0, 71.17647058823529)","(8.5, 11.5, 11.004651162790697)","(6.0, 7.4, 7.244982698961938)","(71.0, 100.0, 96.66666666666667)","(81.0, 120.0, 108.33333333333333)"
07-01-2023 16:13:05.509240,"(5.5, 6.6, 6.505)","(31.0, 160.0, 95.71428571428571)","(7.5, 9.0, 8.8106463878327)","(91.0, 180.0, 160.0)","(21.0, 46.0, 45.142857142857146)","(51.0, 75.0, 70.35714285714286)","(5.5, 6.4, 6.244337349397591)","(71.0, 100.0, 98.5)","(51.0, 100.0, 95.38461538461539)","(3.5, 3.85, 3.8402439024390245)","(51.0, 80.0, 71.17647058823529)","(8.5, 11.5, 11.004651162790697)","(6.0, 7.4, 7.244982698961938)","(71.0, 100.0, 96.66666666666667)","(81.0, 120.0, 108.33333333333333)"
07-01-2023 16:13:07.285317,"(5.5, 7.2, 6.844444444444444)","(31.0, 160.0, 96.25)","(7.5, 9.0, 8.665934065934065)","(91.0, 180.0, 165.45454545454544)","(21.0, 46.0, 45.07692307692308)","(51.0, 75.0, 61.0)","(5.5, 6.2, 6.089922480620155)","(71.0, 110.0, 95.26315789473684)","(51.0, 100.0, 95.38461538461539)","(3.5, 3.85, 3.845833333333333)","(51.0, 80.0, 70.76923076923077)","(8.5, 11.5, 10.82475884244373)","(6.0, 7.4, 7.245522388059702)","(71.0, 100.0, 97.77777777777777)","(81.0, 120.0, 108.33333333333333)"
07-01-2023 16:13:09.031808,"(5.5, 7.2, 6.844444444444444)","(31.0, 160.0, 96.25)","(7.5, 9.0, 8.665934065934065)","(91.0, 180.0, 165.45454545454544)","(21.0, 46.0, 45.07692307692308)","(51.0, 75.0, 58.529411764705884)","(5.5, 6.2, 6.089922480620155)","(71.0, 110.0, 96.66666666666667)","(51.0, 100.0, 95.38461538461539)","(3.5, 3.85, 3.845833333333333)","(51.0, 80.0, 70.76923076923077)","(8.5, 11.5, 10.82475884244373)","(6.0, 7.4, 7.245522388059702)","(71.0, 100.0, 97.77777777777777)","(81.0, 120.0, 108.33333333333333)"
