,Sexy Socks,Excetera,Naughty Natalie,Icy Cape,Acertive Miss,Juliard Honor,Afleet Okie,Chive Up
15-12-2022 13:12:48.341275,"(7.0, 11.0, 10.15)","(8.0, 20.0, 19.282758620689656)","(9.0, 19.5, 15.379999999999999)","(9.0, 29.0, 24.0)","(21.0, 230.0, 122.75)","(4.0, 5.7, 5.42)","(17.0, 46.0, 40.63636363636363)","(2.0, 3.95, 3.5433333333333334)"
15-12-2022 13:12:49.537766,"(7.0, 11.0, 10.15)","(8.0, 20.0, 14.9)","(9.0, 19.5, 15.379999999999999)","(9.0, 29.0, 24.0)","(21.0, 230.0, 122.75)","(4.0, 5.7, 5.42)","(17.0, 46.0, 40.63636363636363)","(2.0, 3.95, 3.5433333333333334)"
15-12-2022 13:12:50.801966,"(7.0, 11.0, 10.15)","(8.0, 20.0, 16.0)","(9.0, 19.5, 15.379999999999999)","(9.0, 29.0, 24.0)","(21.0, 230.0, 122.75)","(4.0, 5.7, 5.42)","(17.0, 46.0, 40.63636363636363)","(2.0, 3.95, 3.645)"
15-12-2022 13:12:52.075611,"(7.0, 11.0, 10.15)","(8.0, 20.0, 16.0)","(9.0, 19.5, 15.379999999999999)","(9.0, 29.0, 15.375)","(21.0, 230.0, 122.75)","(4.0, 5.7, 5.42)","(17.0, 46.0, 40.63636363636363)","(2.0, 3.95, 2.62)"
15-12-2022 13:12:53.288488,"(7.0, 11.0, 10.15)","(8.0, 20.0, 16.0)","(9.0, 19.5, 15.379999999999999)","(9.0, 17.5, 12.923076923076923)","(21.0, 230.0, 122.75)","(4.0, 5.7, 5.42)","(17.0, 46.0, 40.63636363636363)","(2.0, 3.5, 3.085)"
15-12-2022 13:12:54.488482,"(7.0, 8.8, 8.023529411764706)","(8.0, 19.5, 15.7)","(9.0, 19.0, 14.1)","(9.0, 17.5, 12.658333333333333)","(21.0, 230.0, 194.25)","(4.0, 5.7, 5.42)","(17.0, 46.0, 38.75)","(2.0, 3.4, 2.92)"
15-12-2022 13:12:55.664009,"(7.0, 8.8, 8.023529411764706)","(8.0, 19.5, 15.9)","(9.0, 19.0, 14.2)","(9.0, 17.5, 10.4125)","(21.0, 230.0, 194.25)","(4.0, 5.7, 5.42)","(17.0, 46.0, 31.75)","(2.0, 3.4, 3.1)"
15-12-2022 13:12:56.803047,"(7.0, 8.8, 8.023529411764706)","(8.0, 19.5, 15.9)","(9.0, 19.0, 13.628571428571428)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.7, 5.42)","(17.0, 46.0, 31.75)","(2.0, 3.4, 3.24)"
15-12-2022 13:12:57.855606,"(7.0, 8.8, 8.17142857142857)","(8.0, 19.5, 17.7)","(9.0, 14.5, 12.54)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.7, 5.42)","(17.0, 46.0, 31.75)","(2.0, 3.4, 3.105)"
15-12-2022 13:12:58.961663,"(7.0, 8.2, 7.885714285714285)","(8.0, 19.5, 17.7)","(9.0, 14.5, 12.54)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.7, 5.42)","(17.0, 46.0, 31.75)","(2.0, 3.4, 3.105)"
15-12-2022 13:13:00.089704,"(7.0, 8.2, 7.885714285714285)","(8.0, 19.5, 17.7)","(9.0, 14.5, 12.379999999999999)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.7, 5.42)","(17.0, 46.0, 31.75)","(2.0, 3.4, 3.168)"
15-12-2022 13:13:01.258730,"(7.0, 8.2, 7.885714285714285)","(8.0, 19.5, 17.7)","(9.0, 14.5, 12.379999999999999)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.7, 5.42)","(17.0, 46.0, 31.75)","(2.0, 3.4, 3.168)"
15-12-2022 13:13:02.498634,"(7.0, 8.2, 7.885714285714285)","(8.0, 19.5, 15.25)","(9.0, 14.5, 12.8)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 6.0, 5.176470588235294)","(17.0, 55.0, 32.5)","(2.0, 3.4, 3.234285714285714)"
15-12-2022 13:13:03.676201,"(7.0, 8.2, 7.885714285714285)","(8.0, 19.5, 15.25)","(9.0, 20.0, 15.84)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 6.0, 5.176470588235294)","(17.0, 55.0, 32.5)","(2.0, 3.4, 3.1485714285714286)"
15-12-2022 13:13:04.915034,"(7.0, 9.2, 9.062857142857142)","(8.0, 19.5, 15.25)","(9.0, 20.0, 15.84)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.9, 5.45)","(17.0, 55.0, 32.5)","(2.0, 3.3, 3.1914285714285713)"
15-12-2022 13:13:06.098431,"(7.0, 9.0, 8.710526315789474)","(8.0, 19.5, 15.25)","(9.0, 20.0, 15.84)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.9, 5.45)","(17.0, 55.0, 32.5)","(2.0, 3.35, 3.1914285714285713)"
15-12-2022 13:13:07.170116,"(7.0, 9.0, 8.710526315789474)","(8.0, 19.5, 15.25)","(9.0, 19.5, 15.379999999999999)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.9, 5.45)","(17.0, 55.0, 32.5)","(2.0, 3.35, 3.0775)"
15-12-2022 13:13:08.257963,"(7.0, 9.0, 8.710526315789474)","(8.0, 19.5, 15.25)","(9.0, 19.5, 15.379999999999999)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.9, 5.45)","(17.0, 55.0, 32.5)","(2.0, 3.35, 3.0775)"
15-12-2022 13:13:09.317530,"(7.0, 9.0, 8.710526315789474)","(8.0, 19.5, 15.25)","(9.0, 19.5, 16.133333333333333)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.9, 5.45)","(17.0, 55.0, 32.5)","(2.0, 3.35, 3.0775)"
15-12-2022 13:13:10.438785,"(7.0, 9.0, 8.710526315789474)","(8.0, 19.5, 15.25)","(9.0, 19.5, 16.133333333333333)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.9, 5.45)","(17.0, 55.0, 32.5)","(2.0, 3.35, 3.0825)"
15-12-2022 13:13:11.674435,"(7.0, 9.0, 8.710526315789474)","(8.0, 19.5, 15.25)","(9.0, 19.5, 15.54)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.9, 5.45)","(17.0, 55.0, 32.5)","(2.0, 3.35, 3.1554545454545453)"
15-12-2022 13:13:12.904717,"(7.0, 9.0, 8.710526315789474)","(8.0, 19.5, 15.25)","(9.0, 19.5, 15.54)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.9, 5.45)","(17.0, 55.0, 32.5)","(2.0, 3.35, 2.952)"
15-12-2022 13:13:14.104640,"(7.0, 9.0, 8.710526315789474)","(8.0, 19.5, 15.25)","(9.0, 19.5, 15.379999999999999)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.9, 5.45)","(17.0, 55.0, 32.5)","(2.0, 3.4, 2.952)"
15-12-2022 13:13:15.301017,"(7.0, 9.0, 8.710526315789474)","(8.0, 19.5, 15.25)","(9.0, 19.5, 16.133333333333333)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.9, 5.45)","(17.0, 55.0, 32.5)","(2.0, 3.4, 2.546086956521739)"
15-12-2022 13:13:16.435405,"(7.0, 9.0, 8.710526315789474)","(8.0, 19.5, 15.25)","(9.0, 19.5, 16.133333333333333)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.9, 5.45)","(17.0, 55.0, 32.5)","(2.0, 3.3, 2.546086956521739)"
15-12-2022 13:13:17.558868,"(7.0, 9.0, 8.710526315789474)","(8.0, 19.5, 15.25)","(9.0, 19.5, 16.2)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.9, 5.45)","(17.0, 55.0, 32.5)","(2.0, 3.3, 2.546086956521739)"
15-12-2022 13:13:18.626970,"(7.0, 9.0, 8.710526315789474)","(8.0, 19.5, 15.25)","(9.0, 19.5, 16.2)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.9, 5.45)","(17.0, 55.0, 32.5)","(2.0, 3.3, 2.97)"
15-12-2022 13:13:19.738402,"(7.0, 9.0, 7.375)","(8.0, 19.5, 15.25)","(9.0, 19.5, 10.842857142857143)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.9, 5.45)","(17.0, 55.0, 32.5)","(2.0, 3.2, 2.97)"
15-12-2022 13:13:20.914301,"(7.0, 9.0, 7.375)","(8.0, 19.5, 15.25)","(9.0, 19.5, 16.6)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.9, 5.45)","(17.0, 55.0, 32.5)","(2.0, 3.2, 2.97)"
15-12-2022 13:13:21.998476,"(7.0, 9.0, 7.375)","(8.0, 19.5, 15.25)","(9.0, 19.0, 16.6)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.9, 5.45)","(17.0, 55.0, 32.5)","(2.0, 3.2, 2.97)"
15-12-2022 13:13:23.139313,"(7.0, 9.0, 7.375)","(8.0, 19.5, 15.25)","(9.0, 19.0, 15.866666666666667)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.9, 5.45)","(17.0, 55.0, 32.5)","(2.0, 3.25, 2.775)"
15-12-2022 13:13:24.359178,"(7.0, 9.0, 7.375)","(8.0, 19.5, 15.25)","(9.0, 19.0, 12.6)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.9, 5.45)","(17.0, 55.0, 32.5)","(2.0, 3.25, 2.775)"
15-12-2022 13:13:25.504015,"(7.0, 9.0, 7.375)","(8.0, 19.5, 15.25)","(9.0, 19.0, 12.6)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.9, 5.45)","(17.0, 55.0, 32.5)","(2.0, 3.25, 2.775)"
15-12-2022 13:13:26.659008,"(7.0, 8.8, 7.9)","(8.0, 19.5, 15.25)","(9.0, 19.0, 15.866666666666667)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.9, 5.45)","(17.0, 55.0, 32.5)","(2.0, 3.25, 2.878)"
15-12-2022 13:13:27.685964,"(7.0, 8.6, 7.4363636363636365)","(8.0, 19.5, 15.25)","(9.0, 19.0, 15.866666666666667)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.9, 5.45)","(17.0, 55.0, 32.5)","(2.0, 3.25, 2.848)"
15-12-2022 13:13:28.703365,"(7.0, 8.6, 7.4363636363636365)","(8.0, 19.5, 15.25)","(9.0, 19.0, 15.866666666666667)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.9, 5.4799999999999995)","(17.0, 55.0, 33.75)","(2.0, 3.2, 2.5365217391304347)"
15-12-2022 13:13:29.862286,"(7.0, 8.4, 7.800000000000001)","(8.0, 19.5, 15.25)","(9.0, 18.5, 15.533333333333333)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.8, 5.4799999999999995)","(17.0, 50.0, 33.75)","(2.0, 3.15, 2.5365217391304347)"
15-12-2022 13:13:31.007054,"(7.0, 8.2, 7.45)","(8.0, 19.5, 15.25)","(9.0, 18.5, 10.700000000000001)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.8, 5.4799999999999995)","(17.0, 50.0, 33.75)","(2.0, 3.15, 2.5365217391304347)"
15-12-2022 13:13:32.146560,"(7.0, 8.2, 7.45)","(8.0, 19.5, 15.25)","(9.0, 18.5, 10.700000000000001)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.8, 5.4799999999999995)","(17.0, 50.0, 33.75)","(2.0, 3.15, 2.5365217391304347)"
15-12-2022 13:13:33.439102,"(7.0, 8.2, 7.45)","(8.0, 19.5, 15.25)","(9.0, 18.5, 10.700000000000001)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.8, 5.4799999999999995)","(17.0, 50.0, 33.75)","(2.0, 3.15, 2.7880000000000003)"
15-12-2022 13:13:34.638714,"(7.0, 8.2, 7.45)","(8.0, 19.5, 15.25)","(9.0, 18.5, 10.700000000000001)","(9.0, 17.5, 11.02)","(21.0, 230.0, 194.25)","(4.0, 5.8, 5.4799999999999995)","(17.0, 50.0, 33.75)","(2.0, 3.1, 2.5285714285714285)"
15-12-2022 13:13:35.838822,"(7.0, 8.2, 7.45)","(8.0, 19.5, 15.25)","(9.0, 18.5, 10.916666666666668)","(9.0, 17.5, 13.9)","(21.0, 230.0, 123.0)","(4.0, 5.8, 5.4799999999999995)","(17.0, 50.0, 33.75)","(2.05, 3.05, 2.5285714285714285)"
15-12-2022 13:13:37.031284,"(7.0, 8.2, 7.45)","(8.0, 19.5, 13.833333333333334)","(9.0, 18.0, 10.833333333333334)","(9.0, 17.5, 13.9)","(21.0, 230.0, 123.0)","(4.0, 5.8, 5.4799999999999995)","(17.0, 50.0, 42.77777777777778)","(2.05, 3.05, 2.565909090909091)"
15-12-2022 13:13:38.232773,"(7.0, 8.2, 7.45)","(8.0, 19.0, 15.0)","(9.0, 18.0, 10.833333333333334)","(9.0, 17.5, 13.9)","(21.0, 230.0, 158.66666666666666)","(4.0, 5.8, 5.333333333333333)","(17.0, 50.0, 42.77777777777778)","(2.05, 3.05, 2.565909090909091)"
15-12-2022 13:13:39.341811,"(7.0, 8.2, 7.45)","(8.0, 19.0, 15.8)","(9.0, 18.0, 10.833333333333334)","(9.0, 17.5, 13.9)","(21.0, 230.0, 158.66666666666666)","(4.0, 5.8, 5.25)","(17.0, 50.0, 42.77777777777778)","(2.05, 3.05, 2.565909090909091)"
15-12-2022 13:13:40.410418,"(7.0, 8.2, 7.45)","(8.0, 19.0, 15.8)","(9.0, 18.0, 10.833333333333334)","(9.0, 17.5, 12.833333333333334)","(21.0, 230.0, 123.25)","(4.0, 5.7, 5.25)","(17.0, 50.0, 29.0)","(2.05, 3.05, 2.61875)"
15-12-2022 13:13:41.478987,"(7.0, 8.2, 7.45)","(8.0, 19.0, 15.8)","(9.0, 18.0, 10.833333333333334)","(9.0, 17.5, 12.833333333333334)","(21.0, 230.0, 123.25)","(4.0, 5.7, 5.25)","(17.0, 50.0, 29.0)","(2.05, 3.05, 2.61875)"
15-12-2022 13:13:42.581878,"(7.0, 8.2, 7.45)","(8.0, 19.0, 16.5)","(9.0, 18.0, 13.7)","(9.0, 17.5, 12.833333333333334)","(21.0, 230.0, 123.25)","(4.0, 5.7, 5.25)","(17.0, 50.0, 29.0)","(2.05, 3.05, 2.61875)"
15-12-2022 13:13:43.699470,"(7.0, 8.2, 7.45)","(8.0, 19.0, 16.5)","(9.0, 18.0, 13.7)","(9.0, 17.5, 12.833333333333334)","(21.0, 230.0, 123.25)","(4.0, 5.7, 5.25)","(17.0, 50.0, 29.0)","(2.05, 3.05, 2.61875)"
15-12-2022 13:13:44.870292,"(7.0, 8.2, 7.45)","(8.0, 19.0, 16.5)","(9.0, 18.0, 10.833333333333334)","(9.0, 17.5, 12.833333333333334)","(21.0, 230.0, 123.25)","(4.0, 5.7, 5.25)","(17.0, 50.0, 29.0)","(2.05, 3.05, 2.61875)"
15-12-2022 13:13:46.105488,"(7.0, 8.2, 7.45)","(8.0, 19.0, 16.5)","(9.0, 18.0, 10.833333333333334)","(9.0, 17.5, 12.833333333333334)","(21.0, 230.0, 123.5)","(4.0, 5.7, 5.13157894736842)","(17.0, 50.0, 29.0)","(2.05, 3.05, 2.61875)"
15-12-2022 13:13:47.210517,"(7.0, 8.2, 7.45)","(8.0, 19.0, 16.5)","(9.0, 18.0, 10.833333333333334)","(9.0, 17.5, 13.988888888888889)","(21.0, 230.0, 123.5)","(4.0, 5.7, 5.13157894736842)","(17.0, 50.0, 29.0)","(2.05, 3.05, 2.8030769230769232)"
15-12-2022 13:13:48.274335,"(7.0, 8.2, 7.45)","(8.0, 19.0, 16.5)","(9.0, 18.0, 13.7)","(9.0, 17.5, 13.988888888888889)","(21.0, 230.0, 123.5)","(4.0, 5.7, 5.13157894736842)","(17.0, 50.0, 29.0)","(2.05, 3.0, 2.8030769230769232)"
15-12-2022 13:13:49.391454,"(7.0, 8.2, 7.939130434782609)","(8.0, 19.0, 16.5)","(9.0, 18.0, 13.7)","(9.0, 17.5, 12.366666666666667)","(21.0, 230.0, 123.5)","(4.0, 5.7, 5.13157894736842)","(17.0, 50.0, 29.0)","(2.05, 3.0, 2.6342857142857143)"
15-12-2022 13:13:50.441495,"(7.0, 8.2, 7.939130434782609)","(8.0, 19.0, 16.5)","(9.0, 18.0, 13.7)","(9.0, 17.5, 12.366666666666667)","(21.0, 230.0, 123.5)","(4.0, 5.7, 5.13157894736842)","(17.0, 50.0, 29.0)","(2.05, 3.0, 2.6342857142857143)"
15-12-2022 13:13:51.616024,"(7.0, 8.2, 7.939130434782609)","(8.0, 19.0, 16.5)","(9.0, 18.0, 10.833333333333334)","(9.0, 17.5, 11.5)","(21.0, 230.0, 123.5)","(4.0, 5.7, 5.13157894736842)","(17.0, 50.0, 29.0)","(2.05, 3.0, 2.6342857142857143)"
15-12-2022 13:13:52.825603,"(7.0, 8.2, 7.939130434782609)","(8.0, 19.0, 16.5)","(9.0, 18.0, 13.7)","(9.0, 17.5, 11.5)","(21.0, 230.0, 123.75)","(4.0, 5.7, 5.225)","(17.0, 50.0, 29.0)","(2.05, 3.0, 2.6342857142857143)"
15-12-2022 13:13:54.017345,"(7.0, 8.0, 7.818181818181818)","(8.0, 19.0, 16.5)","(9.0, 18.0, 10.833333333333334)","(9.0, 17.5, 11.5)","(21.0, 230.0, 123.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 3.0, 2.6342857142857143)"
15-12-2022 13:13:55.264952,"(7.0, 8.6, 8.115384615384615)","(8.0, 19.0, 16.5)","(9.0, 18.0, 10.833333333333334)","(9.0, 17.5, 11.5)","(21.0, 230.0, 123.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 3.0, 2.6257142857142854)"
15-12-2022 13:13:56.470360,"(7.0, 8.6, 8.115384615384615)","(8.0, 19.0, 16.5)","(9.0, 18.0, 10.833333333333334)","(9.0, 17.5, 11.5)","(21.0, 230.0, 123.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 2.98, 2.6257142857142854)"
15-12-2022 13:13:57.682796,"(7.0, 8.6, 8.115384615384615)","(8.0, 19.0, 16.5)","(9.0, 18.0, 10.833333333333334)","(9.0, 17.5, 11.5)","(21.0, 230.0, 123.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 2.98, 2.6257142857142854)"
15-12-2022 13:13:58.834608,"(7.0, 7.8, 7.663636363636364)","(8.0, 19.0, 16.5)","(9.0, 18.0, 10.833333333333334)","(9.0, 17.5, 11.5)","(21.0, 230.0, 123.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 2.98, 2.6257142857142854)"
15-12-2022 13:13:59.857319,"(7.0, 7.4, 7.347826086956522)","(8.0, 19.0, 16.5)","(9.0, 18.0, 13.7)","(9.0, 17.5, 11.5)","(21.0, 230.0, 123.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 2.98, 2.6257142857142854)"
15-12-2022 13:14:00.876656,"(7.0, 7.6, 7.419354838709677)","(8.0, 19.0, 16.5)","(9.0, 18.0, 13.7)","(9.0, 17.5, 11.5)","(21.0, 230.0, 123.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 2.98, 2.6257142857142854)"
15-12-2022 13:14:01.950886,"(7.0, 7.6, 7.419354838709677)","(8.0, 19.0, 16.5)","(9.0, 18.0, 10.833333333333334)","(9.0, 17.5, 11.5)","(21.0, 230.0, 123.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 2.98, 2.6257142857142854)"
15-12-2022 13:14:02.994542,"(7.0, 7.6, 7.419354838709677)","(8.0, 19.0, 16.5)","(9.0, 18.0, 13.7)","(9.0, 17.5, 11.5)","(21.0, 230.0, 123.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 2.98, 2.6257142857142854)"
15-12-2022 13:14:04.084381,"(7.0, 7.6, 7.419354838709677)","(8.0, 19.0, 16.5)","(9.0, 18.0, 13.7)","(9.0, 17.5, 11.5)","(21.0, 230.0, 123.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 2.98, 2.617142857142857)"
15-12-2022 13:14:05.225796,"(7.0, 7.6, 7.419354838709677)","(8.0, 19.0, 16.5)","(9.0, 18.0, 13.7)","(9.0, 17.5, 11.5)","(21.0, 230.0, 123.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 2.96, 2.617142857142857)"
15-12-2022 13:14:06.376554,"(7.0, 7.6, 7.419354838709677)","(8.0, 19.0, 16.5)","(9.0, 18.0, 10.833333333333334)","(9.0, 17.5, 11.5)","(21.0, 230.0, 123.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 2.96, 2.617142857142857)"
15-12-2022 13:14:07.501020,"(7.0, 8.0, 7.5)","(8.0, 19.0, 16.5)","(9.0, 17.5, 12.775)","(9.0, 17.5, 11.5)","(21.0, 230.0, 123.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 2.96, 2.617142857142857)"
15-12-2022 13:14:08.607243,"(7.0, 8.0, 7.5)","(8.0, 19.0, 16.5)","(9.0, 17.0, 14.15)","(9.0, 17.5, 11.5)","(21.0, 230.0, 123.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 2.96, 2.617142857142857)"
15-12-2022 13:14:09.715765,"(7.0, 8.0, 7.5)","(8.0, 19.0, 16.5)","(9.0, 17.0, 11.3)","(9.0, 17.5, 11.5)","(21.0, 230.0, 123.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 2.96, 2.617142857142857)"
15-12-2022 13:14:10.841231,"(7.0, 8.0, 7.5)","(8.0, 19.0, 16.5)","(9.0, 17.0, 14.15)","(9.0, 17.5, 11.5)","(21.0, 230.0, 123.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 2.96, 2.87)"
15-12-2022 13:14:11.854242,"(7.0, 8.0, 7.5)","(8.0, 19.0, 16.5)","(9.0, 17.0, 11.3)","(9.0, 17.5, 11.5)","(21.0, 230.0, 123.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 3.55, 2.6229411764705883)"
15-12-2022 13:14:12.809421,"(7.0, 8.0, 7.5)","(8.0, 19.0, 16.5)","(9.0, 17.0, 11.3)","(9.0, 17.5, 11.5)","(21.0, 230.0, 123.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 3.85, 2.7536363636363634)"
15-12-2022 13:14:13.939121,"(7.0, 8.0, 7.5)","(8.0, 19.0, 16.5)","(9.0, 17.0, 11.3)","(9.0, 17.5, 11.5)","(21.0, 230.0, 118.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 3.75, 3.37)"
15-12-2022 13:14:15.111437,"(7.0, 8.0, 7.5)","(8.0, 19.0, 16.5)","(9.0, 17.0, 11.3)","(9.0, 17.5, 11.5)","(21.0, 220.0, 118.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 3.7, 3.18)"
15-12-2022 13:14:16.277040,"(7.0, 8.6, 7.8)","(8.0, 19.0, 16.5)","(9.0, 17.0, 11.3)","(9.0, 17.5, 11.5)","(21.0, 220.0, 118.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 3.7, 3.18)"
15-12-2022 13:14:17.533736,"(7.0, 8.6, 7.8)","(8.0, 19.0, 16.5)","(9.0, 17.0, 14.15)","(9.0, 17.5, 11.5)","(21.0, 220.0, 108.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 3.7, 3.18)"
15-12-2022 13:14:18.754909,"(7.0, 8.4, 7.92)","(8.0, 19.0, 16.5)","(9.0, 17.0, 14.15)","(9.0, 17.5, 11.5)","(21.0, 200.0, 108.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 3.7, 3.18)"
15-12-2022 13:14:19.934168,"(7.0, 8.4, 7.92)","(8.0, 19.0, 16.5)","(9.0, 17.0, 11.3)","(9.0, 17.5, 11.5)","(21.0, 200.0, 108.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 3.7, 3.18)"
15-12-2022 13:14:21.145974,"(7.0, 8.4, 7.92)","(8.0, 19.0, 16.5)","(9.0, 17.0, 11.3)","(9.0, 17.5, 11.5)","(21.0, 200.0, 108.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 3.7, 3.18)"
15-12-2022 13:14:22.391706,"(7.0, 8.4, 7.92)","(8.0, 19.0, 16.5)","(9.0, 17.0, 11.3)","(9.0, 17.5, 11.5)","(21.0, 200.0, 108.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 3.7, 3.4125)"
15-12-2022 13:14:23.636767,"(7.0, 8.4, 7.92)","(8.0, 19.0, 16.5)","(9.0, 17.0, 14.15)","(9.0, 17.5, 11.5)","(21.0, 200.0, 108.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 3.75, 3.4125)"
15-12-2022 13:14:24.855377,"(7.0, 8.4, 7.92)","(8.0, 19.0, 16.5)","(9.0, 17.0, 11.3)","(9.0, 17.5, 11.5)","(21.0, 200.0, 108.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 3.75, 3.4125)"
15-12-2022 13:14:26.040951,"(7.0, 8.4, 7.92)","(8.0, 19.0, 16.5)","(9.0, 17.0, 11.3)","(9.0, 17.5, 11.5)","(21.0, 200.0, 108.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 29.0)","(2.05, 3.75, 3.4125)"
15-12-2022 13:14:27.282667,"(7.0, 8.4, 7.92)","(8.0, 19.0, 16.5)","(9.0, 17.0, 11.3)","(9.0, 17.5, 11.5)","(21.0, 200.0, 75.0)","(4.0, 5.6, 5.199999999999999)","(17.0, 50.0, 28.333333333333336)","(2.05, 3.75, 3.4125)"
15-12-2022 13:14:28.442557,"(7.0, 8.4, 7.92)","(8.0, 18.5, 16.166666666666668)","(9.0, 16.5, 11.766666666666667)","(9.0, 17.5, 11.5)","(21.0, 190.0, 98.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 48.0, 28.333333333333336)","(2.05, 3.75, 3.4175)"
15-12-2022 13:14:29.584209,"(7.0, 8.4, 7.92)","(8.0, 18.5, 16.166666666666668)","(9.0, 16.5, 14.471428571428572)","(9.0, 17.5, 11.5)","(21.0, 180.0, 98.75)","(4.0, 5.6, 5.199999999999999)","(17.0, 48.0, 28.333333333333336)","(2.05, 3.75, 3.484)"
