,Sexy Socks,Excetera,Naughty Natalie,Icy Cape,Acertive Miss,Juliard Honor,Afleet Okie,Chive Up
15-12-2022 13:09:09.961613,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:11.574902,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:12.999373,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:14.358048,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:15.902631,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:17.363456,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:18.704174,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:20.045645,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:21.557608,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:22.805123,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:24.109023,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:25.330824,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:26.627542,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:27.941003,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:29.288855,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:30.595429,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:31.826848,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:33.207243,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:34.587817,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:35.947062,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:37.245942,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:38.496377,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:39.757525,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:40.965298,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:42.220017,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:43.313886,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:44.349143,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:45.486751,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:46.698071,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:47.824769,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:49.041613,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:50.140561,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:51.156032,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:52.239667,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:53.368342,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:54.477262,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:55.618433,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:56.823378,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:58.038273,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:09:59.215644,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:00.386785,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:01.539911,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:02.677361,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:03.851160,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:05.016363,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:06.250085,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:07.452953,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:08.625703,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:09.807681,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:11.012225,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:12.113979,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:13.234980,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:14.338238,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:15.434864,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:16.580383,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:17.696536,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:18.823688,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:19.999305,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:21.033750,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:22.067352,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:23.201459,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:24.353215,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:25.561024,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:26.724586,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:27.801602,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:29.048278,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:30.160976,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:31.310463,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:32.390686,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:33.557936,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:34.637795,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:35.860115,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:37.047813,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:38.227566,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:39.459905,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:40.685531,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:41.869101,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:43.135838,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 12.942857142857143)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:44.297918,"(7.0, 26.0, 16.4)","(8.0, 15.5, 11.0)","(9.0, 19.0, 31.700000000000003)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:45.416792,"(7.0, 26.0, 16.4)","(8.0, 46.0, 26.700000000000003)","(9.0, 55.0, 31.700000000000003)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:46.483742,"(7.0, 26.0, 16.4)","(8.0, 46.0, 26.700000000000003)","(9.0, 55.0, 31.700000000000003)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:47.606156,"(7.0, 26.0, 16.4)","(8.0, 46.0, 26.700000000000003)","(9.0, 55.0, 31.700000000000003)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:48.703083,"(7.0, 26.0, 16.4)","(8.0, 46.0, 26.700000000000003)","(9.0, 55.0, 31.700000000000003)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:49.881464,"(7.0, 26.0, 16.4)","(8.0, 46.0, 26.700000000000003)","(9.0, 55.0, 31.700000000000003)","(9.0, 36.0, 29.25)","(21.0, 230.0, 122.75)","(4.0, 6.6, 4.105882352941177)","(17.0, 180.0, 152.16666666666666)","(2.05, 3.55, 3.0533333333333332)"
15-12-2022 13:10:51.063172,"(7.0, 26.0, 16.4)","(8.0, 46.0, 26.700000000000003)","(9.0, 55.0, 31.700000000000003)","(9.0, 36.0, 29.25)","(21.0, 230.0, 5007.25)","(4.0, 6.6, 4.48)","(17.0, 180.0, 8334.666666666666)","(2.05, 3.55, 3.0533333333333332)"
